Enron Ref#,Cust Name,Acct Desc,UDC,UDC Acct#,Address,City,ST,Zip,Submit Date,Enron Acctd ID,Commodity
196320000,STURBRIDGE TOWN OF,STURBRIDGE TOWN OF,Massachusetts Electric Company,05375060649001,480 MAIN ST P 79 ,STURBRIDGE,MA,01566,07/24/2001,154350000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375071946001,BURGESS SCHOOL RD W P 7 ,STURBRIDGE,MA,01566,07/24/2001,154360000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375071949001,BURGESS SCHOOL RD W P 7 ,STURBRIDGE,MA,01566,07/24/2001,154370000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375072018003,LAKE DR P 4-01 ,STURBRIDGE,MA,01566,07/24/2001,154380000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375074309803,WATERWORKS DR OFF P 12 ,STURBRIDGE,MA,01566,07/24/2001,154390000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375074309903,MAIN ST S1 ,STURBRIDGE,MA,01566,07/24/2001,154400000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375074443003,SERVICE RD ,STURBRIDGE,MA,01566,07/24/2001,154410000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375074445003,SERVICE RD P 17 ,STURBRIDGE,MA,01566,07/24/2001,154420000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375074969003,BREAKNECK RD P 64 ,STURBRIDGE,MA,01566,07/24/2001,154430000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375074969503,BREAKNECK RD P 68 ,STURBRIDGE,MA,01566,07/24/2001,154440000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375077071001,OLD FARM RD P 13 ,STURBRIDGE,MA,01566,07/24/2001,154450000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375077950003,CHAMBERLAIN ST M HH0002 ,STURBRIDGE,MA,01566,07/24/2001,154460000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375077959003,306 MAIN ST P 11 ,STURBRIDGE,MA,01566,07/24/2001,154470000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375077961003,MAIN ST P 12 ,STURBRIDGE,MA,01566,07/24/2001,154480000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375077998001,JAMIESON RD P 1 ,STURBRIDGE,MA,01566,07/24/2001,154490000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375078060503,308 MAIN ST P 1 ,STURBRIDGE,MA,01566,07/24/2001,154500000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375078082003,ROUTE 131 P 1 ,STURBRIDGE,MA,01566,07/24/2001,154510000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375078264001,HALL RD P 17 ,STURBRIDGE,MA,01566,07/24/2001,154520000,Electric
196320000,STURBRIDGE TOWN OF,TOWN OF STURBRIDGE,Massachusetts Electric Company,05375078272001,HALL RD P 77 ,STURBRIDGE,MA,01566,07/24/2001,154530000,Electric
189940000,TUBED PRODUCTS,TUBED PRODUCTS,Western Massachusetts Electric,014440820,44 O NEIL ST ,EASTHAMPTON,MA,01027,05/24/2001,134550000,Electric
162120000,WORLD TRADE CENTER BOSTON,BOSCOM PARTNERS,Boston Edison Company,26219041006,164 NORTHERN AVE STE 50,BOSTON,MA,02210,,111890000,Electric
162120000,WORLD TRADE CENTER BOSTON,BOSCOM PARTNERS,Boston Edison Company,26219081002,164 NORTHERN AVE STE 50,BOSTON,MA,02210,,111880000,Electric
162190000,WORLD TRADE CENTER BOSTON,SEAPORT HOTEL LP,Boston Edison Company,26219111007,164 NORTHERN AVE STE 50,BOSTON,MA,02210,,112010000,Electric
162190000,WORLD TRADE CENTER BOSTON,SEAPORT HOTEL LP,Boston Edison Company,26219121006,164 NORTHERN AVE STE 50,BOSTON,MA,02210,,112000000,Electric
