Company Name,City,State,Plant Name,Plant City,Plant State >,Prime Mover,Unit Status Short Desc,Planned Online Year,Planned Online Month,Summer Capacity,Primary Fuel Type,Alternate Fuel Type
Hart Hydro Electric Dept.,Hart,MI,Hart,Hart,MI,INT COMB,ACTIVE,1998,1,0.56,OIL-L,OTHER
Hart Hydro Electric Dept.,Hart,MI,Hart Hydro,Hart,MI,HYDRO,ACTIVE,1998,1,0.32,WATER,OTHER
"Hillman, L.P.",Hillman,MI,Hillman - HILLM,Hillman,MI,STEAM,ACTIVE,1998,1,16,WOOD,OTHER
Hillsdale Board of Public Utilities,Hillsdale,MI,Hillsdale,Hillsdale,MI,INT COMB,ACTIVE,1998,1,17.85,GAS,OIL-L
Hillsdale Board of Public Utilities,Hillsdale,MI,Hillsdale,Hillsdale,MI,INT COMB,ACTIVE,1998,1,1.92,OIL-L,OTHER
Holland Board of Public Works,Holland,MI,491 E. 48th Street,Holland,MI,GAS TURB,ACTIVE,1998,1,75.3,GAS,OIL-L
Holland Board of Public Works,Holland,MI,491 E. 48th Street,Holland,MI,GAS TURB,ACTIVE,2000,7,80,GAS,OTHER
Holland Board of Public Works,Holland,MI,James De Young,Holland,MI,STEAM,ACTIVE,1998,1,20.5,COAL,GAS
Holland Board of Public Works,Holland,MI,James De Young,Holland,MI,STEAM,ACTIVE,1998,1,37.5,COAL,OTHER
Holland Board of Public Works,Holland,MI,Sixth Street Mi,Holland,MI,GAS TURB,ACTIVE,1998,1,20,OIL-L,OTHER
Hutzel Hospital,Detroit,MI,Hutzel Hospital,Detroit,MI,COG,ACTIVE,1998,1,1.6,OTHER,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Berrien Springs,Berrien Springs,MI,HYDRO,ACTIVE,1998,1,3.36,WATER,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Berrien Springs,Berrien Springs,MI,HYDRO,RERATE,1998,4,1.88,WATER,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Berrien Springs,Berrien Springs,MI,HYDRO,RERATE,1998,8,0.32,WATER,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Buchanan (INMI),Buchanan,MI,HYDRO,ACTIVE,1998,1,1.7,WATER,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Constantine,Quincy,MI,HYDRO,ACTIVE,1998,1,0.88,WATER,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Donald C. Cook,Bridgman,MI,NUCLEAR,OUT OF SVC,1998,1,0,URAN,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Donald C. Cook,Bridgman,MI,NUCLEAR,RERATE,1999,10,0,URAN,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Donald C. Cook,Bridgman,MI,NUCLEAR,SVC RETURN,2000,5,1115,URAN,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Donald C. Cook,Bridgman,MI,NUCLEAR,SVC RETURN,2000,9,1000,URAN,OTHER
Indiana Michigan Power Co.,Fort Wayne,IN,Mottville,White Pigeon,MI,HYDRO,ACTIVE,1998,1,0.88,WATER,OTHER
"Jackson, County of",Jackson,MI,Jackson County Resource Recove,Jackson,MI,COG,ACTIVE,1998,1,3.7,OTHER,OTHER
Kent County Waste to Energy Facility,Grand Rapids,MI,Kent County Waste-to-Energy Fa,Grand Rapids,MI,STEAM,ACTIVE,1998,1,14.5,TRASH,OTHER
Kimberly Clark Corp.,Irving,TX,Kimberly-Clark Corporation-Mun,Munising,MI,COG,ACTIVE,1998,1,6.25,OTHER,OTHER
Kimberly Clark Tissue Co.,Philadelphia,PA,Menominee Mill- Marinette,Menominee,MI,COG,ACTIVE,1998,1,1.84,OTHER,OTHER
Kimberly Clark Tissue Co.,Philadelphia,PA,S. D. Warren Co. #1 Muskeg,Muskegon,MI,COG,ACTIVE,1998,1,51.02,OTHER,OTHER
"Kircher, Everett",Not Given,,Boyne River,Boyne Falls,MI,HYDRO,ACTIVE,1998,1,0.25,WATER,OTHER
LaFarge Corp.,Reston,VA,Alpena Plant - LC,Alpena,MI,COG,ACTIVE,1998,1,46,OTHER,OTHER
Lansing Board of Water & Light,Lansing,MI,Eckert,Lansing,MI,STEAM,ACTIVE,1998,1,356.8,COAL,OTHER
Lansing Board of Water & Light,Lansing,MI,Erickson,Lansing,MI,STEAM,ACTIVE,1998,1,158.4,COAL,OTHER
Lansing Board of Water & Light,Lansing,MI,Moores Park,Lansing,MI,HYDRO,ACTIVE,1998,1,1,WATER,OTHER
Lansing Board of Water & Light,Lansing,MI,Ottawa (LBWL),Lansing,MI,STEAM,ACTIVE,1998,1,1.5,WH,OTHER
Lowell Light & Power Plant,Lowell,MI,Lowell,Lowell,MI,INT COMB,ACTIVE,1998,1,3.6,GAS,OIL-L
Lowell Light & Power Plant,Lowell,MI,Lowell,Lowell,MI,INT COMB,ACTIVE,1998,1,2.2,OIL-L,OTHER
"MEI, L.P.",Not Given,,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,ACTIVE,1998,1,137,GAS,OTHER
"MEI, L.P.",Not Given,,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,OWNER CHG,1999,6,-137,GAS,OTHER
Marquette Board of Light & Power,Marquette,MI,Frank J Russell,Not Given,MI,HYDRO,ACTIVE,1998,1,0.7,WATER,OTHER
Marquette Board of Light & Power,Marquette,MI,Plant Four,Not Given,MI,GAS TURB,ACTIVE,1998,1,23,OIL-L,OTHER
Marquette Board of Light & Power,Marquette,MI,Plant Two,Not Given,MI,HYDRO,ACTIVE,1998,1,3.2,WATER,OTHER
Marquette Board of Light & Power,Marquette,MI,Shiras,Marquette,MI,STEAM,ACTIVE,1998,1,63.26,COAL,OTHER
Marshall City Water & Electric Works,Marshall,MI,Marshall (MCWEW),Marshall,MI,HYDRO,ACTIVE,1998,1,0.28,WATER,OTHER
Marshall City Water & Electric Works,Marshall,MI,Marshall (MCWEW),Marshall,MI,INT COMB,ACTIVE,1998,1,9.8,OIL-L,GAS
Marshall City Water & Electric Works,Marshall,MI,Marshall (MCWEW),Marshall,MI,INT COMB,ACTIVE,1998,1,0.7,OIL-L,OTHER
Mead Corp.,Dayton,OH,Mead Paper,Escanaba,MI,COG,ACTIVE,1998,1,103.3,OTHER,OTHER
"Menominee Paper Co., Inc.",Menominee,MI,Menominee Paper Co.,Menominee,MI,COG,ACTIVE,1998,1,4,OTHER,OTHER
Michigan Automotive Research Co.,Ann Arbor,MI,Michigan Automotive Research,Ann Arbor,MI,COG,ACTIVE,1998,1,2.5,OTHER,OTHER
"Michigan Power, L.P.",Ludington,MI,"Michigan Power, L.P.",Ludington,MI,COMB CYC,ACTIVE,1998,1,141,GAS,OTHER
Michigan Public Power Agency,Lansing,MI,Belle River,East China Twp,MI,STEAM,ACTIVE,1998,1,238.2,COAL,OTHER
Michigan Public Power Agency,Lansing,MI,Campbell (CEC),West Olive,MI,STEAM,ACTIVE,1998,1,37.93,COAL,OTHER
Michigan South Central Power Agency,Litchfield,MI,Endicott,Litchfield,MI,STEAM,ACTIVE,1998,1,50,COAL,OIL-L
Michigan State University,East Lansing,MI,T B Simon Power Plant,East Lansing,MI,COG,ACTIVE,1998,1,56.5,OTHER,OTHER
"Mid Cogen, L.P.",Not Given,,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,ACTIVE,1998,1,61.65,GAS,OTHER
"Mid Cogen, L.P.",Not Given,,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,OWNER CHG,1999,5,-61.65,GAS,OTHER
"NRG Energy, Inc.",Minneapolis,MN,Cadillac Renewable Energy,Cadillac,MI,STEAM,ACTIVE,1998,1,17,WOOD,OTHER
Neshkoro Power Associates,Cannon Falls,MN,Morley Dam,Not Given,MI,HYDRO,ACTIVE,1998,1,0.23,WATER,OTHER
Newberry Water & Light Board,Newberry,MI,Newberry,Newberry,MI,INT COMB,ACTIVE,1998,1,4.5,OIL-L,OTHER
North American Natural Resources,Okemos,MI,Peoples Generating Station,Birch Run,MI,GAS TURB,ACTIVE,1998,1,3.06,OTHER,OTHER
Northern States Power Co. Wisconsin,Eau Claire,WI,Superior Falls,Ironwood,MI,HYDRO,ACTIVE,1998,1,1.8,WATER,OTHER
Norway Light Dept.,Norway,MI,Norway (NLD),Norway,MI,HYDRO,ACTIVE,1998,1,4.74,WATER,OTHER
Oakwood Hospital Corp.,Dearborn,MI,Oakwood Hospital Corp,Dearborn,MI,COG,ACTIVE,1998,1,1.35,OTHER,OTHER
PMCC Leasing Corp.,Detroit,MI,Greater Detroit Resource Recov,Detroit,MI,COG,ACTIVE,1998,1,68.4,OTHER,OTHER
Parke-Davis & Co.,Rochester,MI,Parke-Davis & Co.,Rochester,MI,COG,ACTIVE,1998,1,2.8,OTHER,OTHER
Portland Electric Dept.,Portland,MI,Frank Jenkins,Portland,MI,INT COMB,ACTIVE,1998,1,1.7,OIL-L,GAS
Portland Electric Dept.,Portland,MI,Frank Jenkins,Portland,MI,INT COMB,ACTIVE,1998,1,1.16,OIL-L,OTHER
Portland Electric Dept.,Portland,MI,Portland (POR),Portland,MI,HYDRO,ACTIVE,1998,1,0.38,WATER,OTHER
"Primary Power Management & Development, Inc.",Not Given,,Grayling Generating Station,Grayling,MI,STEAM,ACTIVE,1998,1,7.23,WOOD,OTHER
Riverview Energy Systems,Riverview,MI,Riverview Energy Systems,Riverview,MI,COG,ACTIVE,1998,1,6.66,OTHER,OTHER
"STS Hydropower, Ltd.",Chicago,IL,Fallasburg,Not Given,MI,HYDRO,ACTIVE,1998,1,0.9,WATER,OTHER
"STS Hydropower, Ltd.",Chicago,IL,Morrow,Not Given,MI,HYDRO,ACTIVE,1998,1,0.88,WATER,OTHER
Sebewaing Light & Water Plant,Sebewaing,MI,Main Street (SEAW),Sebewaing,MI,INT COMB,ACTIVE,1998,1,4.94,GAS,OIL-L
Sebewaing Light & Water Plant,Sebewaing,MI,Main Street (SEAW),Sebewaing,MI,INT COMB,ACTIVE,1998,1,0.8,OIL-L,OTHER
Sebewaing Light & Water Plant,Sebewaing,MI,Pine Street (SEAW),Sebewaing,MI,INT COMB,ACTIVE,1998,1,4.6,GAS,OIL-L
Sebewaing Light & Water Plant,Sebewaing,MI,Pine Street (SEAW),Sebewaing,MI,INT COMB,ACTIVE,1998,1,2.1,OIL-L,OTHER
"Source Midland, L.P.",Detroit,MI,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,ACTIVE,1998,1,247.97,GAS,OTHER
"Source Midland, L.P.",Detroit,MI,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,OWNER CHG,1999,6,68.5,GAS,OTHER
"Source Midland, L.P.",Detroit,MI,Midland Cogeneration Venture (MCV),Midland,MI,COMB CYC,OWNER CHG,2000,1,-316.47,GAS,OTHER
"Southern Energy, Inc.",Atlanta,GA,Zeeland,Zeeland,MI,COMB CYC,ACTIVE,2050,1,1000,GAS,OTHER
St. Louis Municipal Electric,Saint Louis,MI,St. Louis,Saint Louis,MI,HYDRO,ACTIVE,1998,1,0.39,WATER,OTHER
St. Louis Municipal Electric,Saint Louis,MI,St. Louis,Saint Louis,MI,INT COMB,ACTIVE,1998,1,2.5,OIL-L,GAS
St. Louis Municipal Electric,Saint Louis,MI,St. Louis,Saint Louis,MI,INT COMB,ACTIVE,1998,1,1.67,OIL-L,OTHER
Stone Container Corp.,Chicago,IL,Stone Container Corp (SSCC),Ontonagon,MI,COG,ACTIVE,1998,1,14.84,OTHER,OTHER
Sturgis Municipal Electric Plant,Sturgis,MI,Diesel Plant - STURGI,Sturgis,MI,INT COMB,ACTIVE,1998,1,6,GAS,OIL-L
Sturgis Municipal Electric Plant,Sturgis,MI,Diesel Plant - STURGI,Sturgis,MI,INT COMB,ACTIVE,1998,1,2.8,OIL-L,OTHER
Sturgis Municipal Electric Plant,Sturgis,MI,Hydro Plant - STURGI,Sturgis,MI,HYDRO,ACTIVE,1998,1,2.38,WATER,OTHER
Sumpter Energy Associates,Wixom,MI,Pine Tree Acres,Lenox,MI,UNKNOWN,ACTIVE,1998,1,4,OTHER,OTHER
Sumpter Energy Associates,Wixom,MI,Sumpter Energy Assoc.,Belleville,MI,COG,ACTIVE,1998,1,8,OTHER,OTHER
Thornapple Association,Ada,MI,Ada Dam,Ada,MI,COG,ACTIVE,1998,1,1.4,OTHER,OTHER
Thumb Electric Coop Michigan,Ubly,MI,Caro,Caro,MI,INT COMB,ACTIVE,1998,1,4.5,OIL-L,OTHER
Thumb Electric Coop Michigan,Ubly,MI,Ubly,Ubly,MI,INT COMB,ACTIVE,1998,1,1.54,GAS,OIL-L
Thumb Electric Coop Michigan,Ubly,MI,Ubly,Ubly,MI,INT COMB,ACTIVE,1998,1,4.49,OIL-L,OTHER
Thunder Bay Power Co.,Traverse City,MI,Four Mile Hydropower Project,Alpena,MI,COG,ACTIVE,1998,1,1.8,OTHER,OTHER
Thunder Bay Power Co.,Traverse City,MI,Ninth Street Hydropower Projec,Alpena,MI,COG,ACTIVE,1998,1,1.2,OTHER,OTHER
Thunder Bay Power Co.,Traverse City,MI,Norway Point Hydropower Projec,Alpena,MI,COG,ACTIVE,1998,1,4,OTHER,OTHER
Tondu Energy Company,Not Given,,TES Filer City Station,Filer City,MI,STEAM,ACTIVE,1998,1,20,COAL,WOOD
Traverse City Light & Power,Traverse City,MI,Boardman (TCLP),Traverse City,MI,HYDRO,ACTIVE,1998,1,0.8,WATER,OTHER
Traverse City Light & Power,Traverse City,MI,Brown Bridge,Traverse City,MI,HYDRO,ACTIVE,1998,1,0.63,WATER,OTHER
Traverse City Light & Power,Traverse City,MI,Elk Rapids,Elk Rapids,MI,HYDRO,ACTIVE,1998,1,0.32,WATER,OTHER
Traverse City Light & Power,Traverse City,MI,Sabin,Traverse City,MI,HYDRO,ACTIVE,1998,1,0.4,WATER,OTHER
Traverse City Light & Power,Traverse City,MI,Traverse (Bayside),Traverse City,MI,STEAM,ACTIVE,1998,1,24.37,COAL,OTHER
Traverse City Light & Power,Traverse City,MI,Traverse (Bayside),Traverse City,MI,STEAM,ACTIVE,1998,1,9.55,GAS,OTHER
"Turbine Power, L.P.",Northville,MI,Arbor Hills Generating Facilit,Not Given,MI,COG,ACTIVE,1998,1,20.45,OTHER,OTHER
"U.S. Generating Company, L.L.C.",Bethesda,MD,Covert Plant,Covert,MI,COMB CYC,ACTIVE,2003,1,1000,GAS,OTHER
USCE Detroit District,Detroit,MI,Saint Marys Falls,Sault Sainte Marie,MI,HYDRO,ACTIVE,1998,1,19.96,WATER,OTHER
Union City Electric Dept.,Union City,MI,Riley,Union City,MI,HYDRO,ACTIVE,1998,1,0.42,WATER,OTHER
Union City Electric Dept.,Union City,MI,Union City,Union City,MI,INT COMB,ACTIVE,1998,1,0.9,OIL-L,OTHER
University of Michigan,Ann Arbor,MI,University of Michigan,Ann Arbor,MI,COG,ACTIVE,1998,1,43.5,OTHER,OTHER
Upper Peninsula Power Co.,Houghton,MI,Autrain,Au Train,MI,HYDRO,ACTIVE,1998,1,1.06,WATER,OTHER
Upper Peninsula Power Co.,Houghton,MI,Cataract (UPP),Not Given,MI,HYDRO,ACTIVE,1998,1,1.46,WATER,OTHER
Upper Peninsula Power Co.,Houghton,MI,Gladstone - UPP,Gladstone,MI,GAS TURB,ACTIVE,1998,1,23.8,OIL-L,OTHER
Upper Peninsula Power Co.,Houghton,MI,Hoist,Ishpeming,MI,HYDRO,ACTIVE,1998,1,4.28,WATER,OTHER
Upper Peninsula Power Co.,Houghton,MI,John H. Warden,L'Anse,MI,STEAM,ACTIVE,1998,1,17.7,GAS,COAL
Upper Peninsula Power Co.,Houghton,MI,McClure (UPP),Not Given,MI,HYDRO,ACTIVE,1998,1,8.68,WATER,OTHER
Upper Peninsula Power Co.,Houghton,MI,Portage - UPP,Portage,MI,GAS TURB,ACTIVE,1998,1,23.8,OIL-L,OTHER
Upper Peninsula Power Co.,Houghton,MI,Prickett,Pelkie,MI,HYDRO,ACTIVE,1998,1,2.22,WATER,OTHER
Upper Peninsula Power Co.,Houghton,MI,Victoria (UPP),Rockland,MI,HYDRO,ACTIVE,1998,1,12.34,WATER,OTHER
Van Buren Township of,Belleville,MI,French Landing Dam,Belleville,MI,HYDRO,ACTIVE,1998,1,1.65,WATER,OTHER
Viking Energy Corp.,Mc Bain,MI,Lincoln Power Station,Lincoln,MI,STEAM,ACTIVE,1998,1,17.5,WOOD,GAS
Viking Energy Corp.,Mc Bain,MI,McBain Power Station,Mcbain,MI,STEAM,ACTIVE,1998,1,17.4,WOOD,GAS
Voss Industries,Taylor,MI,Voss Lantz,Detroit,MI,COG,ACTIVE,1998,1,1,OTHER,OTHER
Voss Industries,Taylor,MI,Voss Steel,Taylor,MI,COG,ACTIVE,1998,1,1,OTHER,OTHER
Warner Lambert Co.,Morris Plains,NJ,Warner-Lambert Co.,Ann Arbor,MI,COG,ACTIVE,1998,1,2.8,OTHER,OTHER
Whites Bridge Hydro,Not Given,MI,Whites Bridge,Not Given,MI,HYDRO,ACTIVE,1998,1,0.78,WATER,OTHER
William Beaumont Hospital,Royal Oak,MI,William Beaumont Hospital,Royal Oak,MI,COG,ACTIVE,1998,1,3.86,OTHER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Big Quinnesec 61,Not Given,MI,HYDRO,ACTIVE,1998,1,2.94,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Big Quinnesec 92,Not Given,MI,HYDRO,ACTIVE,1998,1,14,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Big Quinnesec 92,Not Given,MI,HYDRO,RERATE,1998,12,1,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Brule,Not Given,MI,HYDRO,ACTIVE,1998,1,3.5,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Chalk Hill,Stephenson,MI,HYDRO,ACTIVE,1998,1,6,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Hemlock Falls,Crystal Falls,MI,HYDRO,ACTIVE,1998,1,1.2,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Kingsford,Not Given,MI,HYDRO,ACTIVE,1998,1,6,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Lower Paint,Crystal Falls,MI,HYDRO,ACTIVE,1998,1,0.1,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Michigamme Falls,Crystal Falls,MI,HYDRO,ACTIVE,1998,1,8.8,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Peavy Falls,Crystal Falls,MI,HYDRO,ACTIVE,1998,1,15,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Presque Isle,Marquette,MI,STEAM,ACTIVE,1998,1,613,COAL,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Sturgeon (WEP),Not Given,MI,HYDRO,ACTIVE,1998,1,0.8,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Twin Falls (WEP),Not Given,MI,HYDRO,ACTIVE,1998,1,5.97,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Way,Crystal Falls,MI,HYDRO,ACTIVE,1998,1,1.4,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,White Rapids,Stephenson,MI,HYDRO,ACTIVE,1998,1,7.8,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Grand Rapids (WPS),Ingalls,MI,HYDRO,ACTIVE,1998,1,3.81,WATER,OTHER
Wolverine Power Corp.,Edenville,MI,Edenville,Edenville,MI,HYDRO,ACTIVE,1998,1,5.28,WATER,OTHER
Wolverine Power Corp.,Edenville,MI,Sanford (WPSC),Sanford,MI,HYDRO,ACTIVE,1998,1,3,WATER,OTHER
Wolverine Power Corp.,Edenville,MI,Secord,Gladwin,MI,HYDRO,ACTIVE,1998,1,1.31,WATER,OTHER
Wolverine Power Corp.,Edenville,MI,Smallwood,Gladwin,MI,HYDRO,ACTIVE,1998,1,1.05,WATER,OTHER
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Advance,Boyne City,MI,STEAM,OUT OF SVC,1998,1,0,COAL,OTHER
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Advance,Boyne City,MI,STEAM,SVC RETURN,1998,11,40,COAL,OTHER
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Beaver Island,Not Given,MI,INT COMB,ACTIVE,1998,1,2.1,OIL-L,OTHER
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Campbell (CEC),West Olive,MI,STEAM,ACTIVE,1998,1,14.93,COAL,OTHER
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Claude Vandyke (Burnips),Dorr,MI,COMB CYC,ACTIVE,1998,1,22,GAS,OIL-L
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Claude Vandyke (Burnips),Dorr,MI,INT COMB,ACTIVE,1998,1,3,GAS,OIL-L
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Claude Vandyke (Burnips),Dorr,MI,INT COMB,ACTIVE,1998,1,1,OIL-L,OTHER
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,George Johnson,Hersey,MI,GAS TURB,ACTIVE,1998,1,21,GAS,OIL-L
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,George Johnson,Hersey,MI,INT COMB,ACTIVE,1998,1,10.1,GAS,OIL-L
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Kleber,Cheboygan,MI,HYDRO,ACTIVE,1998,1,1.2,WATER,OTHER
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Scottville,Scottville,MI,INT COMB,ACTIVE,1998,1,3.9,OIL-L,GAS
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Tower,Tower,MI,GAS TURB,ACTIVE,1998,1,18,GAS,OIL-L
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Tower,Tower,MI,HYDRO,ACTIVE,1998,1,0.5,WATER,OTHER
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Tower,Tower,MI,INT COMB,ACTIVE,1998,1,3.6,OIL-L,OTHER
"Wolverine Power Supply Coop, Inc.",Cadillac,MI,Vestaburg,Vestaburg,MI,INT COMB,ACTIVE,1998,1,7.7,OIL-L,GAS
Wyandotte Municipal Service Commission,Wyandotte,MI,Wyandotte,Wyandotte,MI,STEAM,ACTIVE,1998,1,32,COAL,PRO
Wyandotte Municipal Service Commission,Wyandotte,MI,Wyandotte,Wyandotte,MI,STEAM,ACTIVE,1998,1,20,GAS,OTHER
Zeeland Board of Public Works,Zeeland,MI,Zeeland,Zeeland,MI,INT COMB,ACTIVE,1998,1,24,GAS,OIL-L
[Not Reported],Not Given,,Genesee Power Station - Limite,Flint,MI,STEAM,ACTIVE,1998,1,0.2,WOOD,OTHER
[Not Reported],Not Given,,TES Filer City Station,Filer City,MI,STEAM,ACTIVE,1998,1,5,COAL,WOOD
"Abilene, City of",Akron,OH,Akron Recycle Energy BFG Plant,Akron,OH,UNKNOWN,ACTIVE,1998,1,0.25,OTHER,OTHER
Acetex Energy,Not Given,,Mingo Junction Energy Center,Mingo Junction,OH,STEAM,OWNER CHG,2000,1,35,GAS,GAS
Air Liquide America Corp.,Houston,TX,Mingo Junction Energy Center,Mingo Junction,OH,STEAM,ACTIVE,1999,6,35,GAS,GAS
Air Liquide America Corp.,Houston,TX,Mingo Junction Energy Center,Mingo Junction,OH,STEAM,OWNER CHG,2000,1,-35,GAS,GAS
"Akron, City of",Akron,OH,Akron Recycle Energy Plant,Akron,OH,COG,ACTIVE,1998,1,5.7,OTHER,OTHER
American Electric Power Service Corp.,Columbus,OH,Buckeye Power Peaker - AEP,Not Given,OH,GAS TURB,ACTIVE,2002,6,510,GAS,OTHER
"American Municipal Power-Ohio, Inc.",Columbus,OH,Richard H. Gorsuch,Marietta,OH,STEAM,ACTIVE,1998,1,168.04,COAL,OTHER
"American Municipal Power-Ohio, Inc.",Columbus,OH,Wellington (AMP),Not Given,OH,INT COMB,ACTIVE,1998,2,1,OIL-L,OTHER
Arcanum Water & Light Plant,Arcanum,OH,Arcanum,Arcanum,OH,INT COMB,ACTIVE,1998,1,1.2,OIL-L,OTHER
Bowling Green Electric Dept.,Bowling Green,OH,Bowling Green,Not Given,OH,GAS TURB,ACTIVE,1998,1,8.8,OIL-L,OTHER
Bryan Municipal Light & Water Utilities,Bryan,OH,Auglaize Hydro,Not Given,OH,HYDRO,ACTIVE,1998,1,3.44,WATER,OTHER
Bryan Municipal Light & Water Utilities,Bryan,OH,Auglaize Hydro,Not Given,OH,HYDRO,OUT OF SVC,1998,1,0,WATER,OTHER
Bryan Municipal Light & Water Utilities,Bryan,OH,Bryan (OH),Bryan,OH,GAS TURB,ACTIVE,1998,1,38,GAS,OIL-L
Bryan Municipal Light & Water Utilities,Bryan,OH,Bryan (OH),Bryan,OH,INT COMB,ACTIVE,1998,1,2,OIL-L,OTHER
Bryan Municipal Light & Water Utilities,Bryan,OH,New Turbine,Bryan,OH,HYDRO,ACTIVE,1998,1,3.44,WATER,OTHER
Bryan Municipal Light & Water Utilities,Bryan,OH,New Turbine,Bryan,OH,HYDRO,OUT OF SVC,1998,1,0,WATER,OTHER
"Buckeye Power, Inc.",Columbus,OH,Cardinal,Brilliant,OH,STEAM,ACTIVE,1998,1,1215,COAL,OTHER
Champion International Corp.,Stamford,CT,Hamilton Ohio,Hamilton,OH,COG,ACTIVE,1998,1,27,OTHER,OTHER
"Chapel Hill Properties, Inc.",Akron,OH,Chapel Hill Total Energy Plant,Akron,OH,COG,ACTIVE,1998,1,8.1,OTHER,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Beckjord,New Richmond,OH,GAS TURB,ACTIVE,1998,1,186,OIL-L,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Beckjord,New Richmond,OH,STEAM,ACTIVE,1998,1,859.25,COAL,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Beckjord,New Richmond,OH,STEAM,RERATE,1998,11,0.09,COAL,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Conesville,Conesville,OH,STEAM,ACTIVE,1998,1,312,COAL,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Dicks Creek,Monroe,OH,GAS TURB,ACTIVE,1998,1,14.2,GAS,OIL-L
Cincinnati Gas & Electric Co.,Cincinnati,OH,Dicks Creek,Monroe,OH,GAS TURB,ACTIVE,1998,1,30,OIL-L,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Dicks Creek,Monroe,OH,JET ENG,ACTIVE,1998,1,92,GAS,OIL-L
Cincinnati Gas & Electric Co.,Cincinnati,OH,Killen,Manchester,OH,GAS TURB,ACTIVE,1998,1,5.94,OIL-L,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Killen,Manchester,OH,STEAM,ACTIVE,1998,1,198,COAL,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Miami Fort,North Bend,OH,GAS TURB,ACTIVE,1998,1,56.8,OIL-L,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Miami Fort,North Bend,OH,STEAM,ACTIVE,1998,1,883,COAL,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Stuart,Aberdeen,OH,INT COMB,ACTIVE,1998,1,3.92,OIL-L,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,Stuart,Aberdeen,OH,STEAM,ACTIVE,1998,1,912.6,COAL,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,W.H. Zimmer,Moscow,OH,STEAM,ACTIVE,1998,1,604.5,COAL,OTHER
Cincinnati Gas & Electric Co.,Cincinnati,OH,W.H. Zimmer,Moscow,OH,STEAM,OUT OF SVC,1999,1,-604.5,COAL,OTHER
