Date,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Hour24,,Peak,16 Hours,Off Peak,24x7
2001-07-03 00:00:00,51406.8466837949,49704.0803393395,49029.428240839,49010.3946489565,50681.4204788335,54108.7833378289,58429.2381419587,62331.9845054729,65070.5355036778,67247.4989213145,68233.2216410451,68564.3252177341,69147.2595499851,69151.755007484,68730.7320710735,68358.7542865542,67785.329069794,66474.5113568742,65426.5834518834,64125.7882555455,63876.7047422374,61674.6132044278,57048.0923724732,51961.9074575019,,,,,
2001-07-04 00:00:00,52788.2359919703,50883.1845712807,49742.7283094488,49267.9439521649,50821.4207736904,53953.5832417065,57396.5400400312,60448.7927027363,63312.6281553973,65816.9909755007,67452.2840319439,68075.6486672313,68460.4363210979,68646.9862582932,68641.4768099646,68990.3281304562,69000.048201701,67929.8728739604,66571.2483237954,64831.9405353832,63539.8806160166,60829.5849055309,58132.8949561512,54562.5796492977,,,,,
2001-07-05 00:00:00,55073.3937006553,52974.5163625385,51925.9064941205,51675.6692812178,53136.9552460007,56410.5662691413,60673.2229385977,65002.9084976597,68370.2749890943,71177.000407695,72588.4163371466,73182.9343478487,73954.8144188446,74063.4520348266,73709.4858911837,73272.3069705246,72576.0783145899,71135.5725810901,69862.2025230357,68297.112851941,67786.6175079941,65427.311029139,60641.0611945617,55268.7774332124,,,,,
2001-07-06 00:00:00,53987.2096299025,51899.7925590825,50778.8329058261,50435.7319994983,51996.6121333612,55078.2253616619,58943.5403479863,62350.6680378237,64876.480104919,67017.6581890736,68352.8971109247,68933.8638232417,69530.7934567551,69775.4955724034,69640.1558827897,69641.4855366721,69314.1556699596,67749.9834530767,66055.3495018785,64084.9073536095,63458.4005357724,61734.5628751219,57724.5055993794,52856.9152067725,,,,,
2001-07-07 00:00:00,50249.4773635162,48087.5300628689,47105.2350746017,46597.1355554795,47373.9024153394,48314.3785810494,49531.3689229669,52487.8696896087,56217.5290750082,59315.5077682297,61182.8539146148,62231.4204149459,62769.5513611513,62966.9529388844,63212.5979547789,63686.8751706983,63837.9150698662,63296.5977270684,62473.4584075787,61182.2933456858,61442.9840820124,59977.5277213494,56097.2405917679,51894.1689868902,,,,,
2001-07-08 00:00:00,52609.676770305,50259.4134076783,48947.0735956585,48212.7854044477,48412.2167406966,48667.2664207464,49362.7814806608,52105.3679023988,56059.7944930424,59719.9617671197,62747.5453472434,65545.3841072433,67774.2374822635,69123.5186384808,70196.3459851993,71301.7109561437,71966.9444644113,71800.8012323731,71177.7285877925,70199.2412054605,70601.3067644685,68801.2495106751,64481.8196612682,59994.3294779395,,,,,
2001-07-09 00:00:00,57224.0171578254,55213.0118576275,54184.2315756111,54074.246494894,55918.3673390481,59670.3513159698,64134.8761223188,68648.6114335026,72731.4524758987,76396.6212394081,79138.4069245384,81169.7857310709,82952.544775791,84235.9630957375,84846.154841322,85253.4989290907,85014.6998118058,83799.0195305254,82458.1325337245,80790.7048718482,80439.3012314246,77256.3345539025,71121.2982558393,65140.5191715877,,,,,
2001-07-10 00:00:00,63622.8835003108,60790.333794115,59082.0163392428,58418.7323140124,59816.0443725048,63209.8184396946,67445.6700618425,71861.59796682,75995.9774799624,79830.2493049147,82754.7080921542,85002.3490292139,86990.6707931579,88420.3776912012,89097.7947934881,89544.1353489613,89219.0521600785,87861.2620429213,86227.0238179334,84320.5229992114,83764.6582660354,80523.3930076874,74167.0971466986,67964.780218797,,,,,
2001-07-11 00:00:00,57146.5169585256,54777.9730443507,53516.4376779577,53135.7831465547,54891.4620428147,58564.848285451,62909.9094244296,66664.9794644826,69672.0798406249,72419.1629152213,74313.6554895375,75580.2283044065,76795.0406001632,77533.3061581542,77767.0608599576,77927.7282730059,77617.6614705647,76484.5192631552,75333.0173161857,73740.5584650409,73779.2272063842,71292.4407091674,65669.4944171976,60205.4194190257,,,,,
2001-07-12 00:00:00,56818.0333759543,54567.0724448216,53379.4835095242,53141.1773709267,54967.7301981659,58673.898942703,62954.9635971178,66533.502897997,69324.2496610761,71855.9384461919,73544.0429249432,74645.7378720064,75726.547958262,76407.4646447666,76614.1134935215,76785.9003462723,76438.5686400703,75357.4961425535,74350.1911186725,73053.4920677391,73263.3063833226,70878.9467251486,65346.9739956234,59960.335003819,,,,,
2001-07-13 00:00:00,55931.0435265686,53792.5855292905,52709.5536188808,52502.9138020992,54339.263916774,57944.3580832203,62122.4988907297,65603.1359897997,68268.3445814069,70619.3456995335,72099.5257763561,72985.2620915199,73875.485803035,74367.0178165589,74357.1236518312,74252.0346833804,73565.270486676,72065.9917854504,70565.5467377979,68723.263976934,68710.7229545314,66817.6273189745,62021.471758829,56937.1344260325,,,,,
2001-07-14 00:00:00,52413.349765303,50120.6558614434,48948.8901583867,48417.2186649523,49145.5534332332,50148.5271868933,51351.2380257332,54265.5216253857,58059.2399459845,61234.2601797391,63091.8489226347,64137.5202535062,64686.6913246235,64873.4213737968,65103.4943486495,65602.280975178,65702.1993526137,65150.3629116531,64369.8998222732,62862.2762510097,63032.6951591669,61500.9432244046,57433.6741780503,53104.6336061682,,,,,
2001-07-15 00:00:00,51836.0803995421,49617.0862329451,48335.617097918,47809.2705800415,48200.9447682453,48569.8184064215,49003.8598891382,51393.7132924416,55137.3274691875,58365.8907266826,60695.4884536982,62886.7225622225,64664.4620039643,65622.2916186568,66445.9549625585,67468.2094392476,68083.9624876775,67960.5408061747,67618.3443798463,66674.9157863595,67233.7208911764,65718.815694184,61431.8065142705,57178.5811610122,,,,,
2001-07-16 00:00:00,56176.510623391,54316.1590628559,53488.9058987567,53369.359130986,55264.0264774654,59182.6392239528,63673.1090634704,67913.7029136735,71707.8258836198,75158.6750215669,77770.7500689368,79703.2023093071,81439.0180178871,82705.3828152046,83318.8677681992,83731.9538946375,83512.0160134564,82428.3336373217,81182.9332513968,79495.9877625011,79122.9484454812,76048.4544879298,69929.4634228936,64082.4250200492,,,,,
2001-07-17 00:00:00,61839.7159616037,59156.0613510143,57631.7203968885,56984.2308053766,58438.5969380571,62020.7098481816,66296.3556495716,70440.0693585647,74248.3677720348,77835.565325543,80560.3491311803,82600.2994971084,84419.6580470323,85694.4298602194,86259.3110143721,86605.681268535,86285.2347877515,85045.0006652528,83544.4837904475,81695.3660786516,81243.6242216711,78115.0483783871,71948.2068926387,65990.7303048903,,,,,
2001-07-18 00:00:00,61282.6503656967,58608.19357998,57060.9947160309,56446.6331453221,57923.5675552278,61576.8977398504,65845.7360809868,69969.0620075402,73741.4194458631,77275.7273551463,79926.6324943442,81863.530883141,83627.8025223637,84855.4122690848,85406.1594824311,85751.9450765626,85484.5720380431,84343.8815656942,82857.5354512456,80911.9409690252,80551.2634962137,77427.6776880532,71391.5273977116,65474.6155879483,,,,,
2001-07-19 00:00:00,63725.2004286585,60866.9296515024,59108.9687507268,58450.857079351,59828.321100218,63391.8461380225,67590.3837123943,71890.4408880749,75969.0804905755,79810.9532899077,82663.1865229958,84758.8630355011,86622.7779603825,87942.0076798899,88547.4961676676,88900.024257139,88539.1387850513,87289.7038817306,85723.8783073294,83875.1023352046,83424.8945006618,80145.9431689945,73988.6317229671,67882.6113061246,,,,,
2001-07-20 00:00:00,65248.7744617962,62260.8576445334,60381.4713559287,59593.6201168118,60823.4333384787,64206.2274406792,68287.5746515195,72774.0342910565,77185.167273644,81311.0902702397,84341.9846746245,86536.7019416925,88446.7742904125,89748.1333865213,90237.3593717751,90334.5792764308,89604.8080588766,87838.7661232777,85584.7262084392,82995.8721593082,82091.5758660987,79037.2907221517,73417.4702326387,67376.7241123847,,,,,
2001-07-21 00:00:00,61152.6715846268,58046.2836273578,56172.71664958,54960.6626032389,55073.2563035688,55964.2785209199,57625.3097140811,61274.4427183013,65934.5677080153,70448.59409669,73782.7039280037,76039.6633430613,77497.1612730754,78326.1747393449,78912.7807960815,79478.7486081724,79425.4221884215,78587.0778830436,77204.2751148597,75021.9612691233,74409.1846043724,72045.3092140684,67387.6315560517,62243.0329529731,,,,,
2001-07-22 00:00:00,59045.2722502437,56128.3460003646,54242.6619765556,53134.3245976763,52990.4710999548,53274.4719867421,54061.2233514806,57063.2697714011,61559.4268879028,65916.1218256176,69436.7550447265,72549.6915642115,74992.7783953284,76374.521863992,77397.4459920095,78382.8020151156,78843.8707814346,78463.2625629964,77609.3506832626,76167.3614896102,76118.7032761103,73859.0507742742,69193.7246819324,64342.9392413693,,,,,
2001-07-23 00:00:00,63421.3280455871,60904.963521666,59416.5176940745,58901.2410207813,60347.7536697073,64099.3828649643,68524.2119618526,73440.3421974274,78405.3531045112,83035.8605916832,86605.1055620155,89283.3269474295,91573.1645895736,93218.801528085,94022.4734438702,94470.1131576291,94151.9280576724,92808.0145113433,91045.1213572695,88964.5135433531,88047.778630692,84098.5238734039,77527.9491046734,71071.5304989521,,,,,
2001-07-24 00:00:00,68677.0794856838,65417.0681614627,63285.1365681698,62315.9861151252,63402.2367138551,66873.2462955374,71100.1938454265,75769.8305080227,80545.6804315544,85118.5934715955,88631.4359605223,91323.0342793168,93649.576357831,95293.6149413149,96066.0008431547,96508.0144236415,96103.4585168498,94628.8121034506,92698.1431322106,90504.0049303411,89530.2144413743,85624.6707456299,78966.0276322083,72412.2572289776,,,,,
2001-07-25 00:00:00,63824.1316605481,60892.7991797002,59090.1753192338,58299.7834390953,59623.6779780842,63304.6691730969,67606.9185255487,71862.7798905793,75927.7056843976,79820.6282565898,82708.0257207123,84793.8534705825,86653.8274529088,87891.9852766248,88417.0762040241,88689.6054263542,88342.2443632039,87066.4138510179,85420.50918139,83429.5823382944,82850.3473823957,79382.9516058894,73259.9950035488,67205.1999342933,,,,,
2001-07-26 00:00:00,60284.7064190971,57656.2257483435,56106.5512442066,55588.4647732588,57136.581139153,60974.05993332,65270.6084027526,69123.1107453327,72553.6226399646,75847.4357781545,78154.4382045967,79725.9328340231,81143.4133546746,82043.0720445593,82349.9617746174,82488.0446096028,82110.9570662128,80923.866487821,79618.3238699659,78155.9891619223,78022.2898924428,74925.2512484428,69230.1996039887,63571.3505368928,,,,,
2001-07-27 00:00:00,57853.7294519282,55495.4443939047,54150.1560642084,53824.8711741257,55506.5990865702,59350.4817160899,63559.054258629,67098.3360895356,70092.1274288444,72898.0786304259,74727.8994656774,75895.7708184606,76987.6387711752,77621.4660861533,77677.3415771958,77575.4779368813,76907.3309016943,75367.6156738614,73715.2587525603,71894.6686466765,71717.9088466029,69184.9338330816,64342.6430279869,59100.1101209847,,,,,
2001-07-28 00:00:00,53871.6953733147,51392.8829890687,50064.8761031631,49318.2678260698,49839.6590676115,51133.7346752514,52590.9626864826,55531.7232682383,59434.195230917,63050.9431593846,65466.1276024015,66974.1996888799,67861.1381095879,68308.2863255817,68678.0717418652,69189.8693209259,69324.0856719036,68767.9558784041,67786.3576277841,66342.7727737704,66316.799276507,64115.3837147073,60072.5721619408,55589.4507554526,,,,,
2001-07-29 00:00:00,52779.7133956258,50376.4205970773,48944.8235141917,48203.6902013924,48382.5999396826,49037.476662235,49686.047458226,52110.1940004407,55987.2611809289,59647.4184624263,62468.6271109482,65007.3900954518,67004.7989957287,68089.2335607037,68940.3055215223,69867.6502202405,70496.0741542846,70356.4669450996,69819.032311532,69007.528038555,69448.0993253517,67260.5303126506,63143.8566445117,58851.541569579,,,,,
2001-07-30 00:00:00,55862.9166207124,53981.4005908769,53020.3066213537,52986.7389045998,54884.0264096003,59142.6177133064,63687.9066046499,67714.3064182006,71391.4945173435,74844.1759510131,77379.1723533124,79234.4558897279,80882.1576669962,82058.9188281925,82584.4430665344,82952.6295466898,82775.4056893009,81692.7254123649,80483.914151145,79162.8069036851,78924.608529547,75333.9994288746,69451.3704384912,63683.0643462653,,,,,
2001-07-31 00:00:00,62607.6313907019,59898.9521324768,58243.7122665973,57658.1751928967,59105.9646326822,63020.7067741608,67337.5632336062,71263.2540245583,75021.4928718304,78679.4048693298,81443.1292168547,83586.1008842071,85512.2558944294,86918.5428832017,87578.8148130768,88050.1171742991,87806.9219017616,86584.9743797066,85057.5556599568,83507.4303515887,83010.1067725584,79280.1942931808,73103.5027333588,67047.4745272209,,,,,
2001-08-01 00:00:00,64283.4681936927,61436.8922273049,59664.7930572425,58947.3187702005,60309.9030966031,64170.2660602019,68482.6679294841,72547.8229118496,76528.7749190052,80393.749149475,83329.0104142807,85588.0768836776,87657.3731342007,89175.2614760551,89934.4812325353,90460.9406384928,90225.6351016622,89020.4804033587,87333.5414306307,85564.0561422408,84864.1238187229,81005.06673039,74717.1413467119,68506.4480797486,,,,,
2001-08-02 00:00:00,66454.3606483926,63384.0786988152,61445.4760852253,60558.2685694311,61762.0049743384,65475.1047863749,69734.3999760384,74068.377420438,78445.0814428317,82726.0124932559,85962.8647557747,88394.3713439303,90545.8531766701,92090.9987079257,92840.5343331111,93245.8034319824,92872.5308597863,91532.3361300305,89699.1758139828,87971.3592927602,87122.8260807854,83164.0264542456,76835.8428154057,70520.3128327747,,,,,
2001-08-03 00:00:00,63907.6788629395,60966.756390422,59160.2856244376,58311.6948740825,59538.1203411285,63232.7038113077,67419.5328160392,71635.7343611648,75815.5552091378,79881.6915584738,82833.1384218896,84902.8892811911,86690.6913165952,87844.9005612395,88210.5370281861,88157.6913372404,87429.5270834736,85676.0424421597,83417.6270416285,81197.7642668254,80296.0260299581,76899.2647346478,71576.4634254152,65768.6162704562,,,,,
2001-08-04 00:00:00,58593.9101155465,55690.7305239584,53929.1014424455,52903.9273189566,53153.256582241,54427.3220118357,56090.6110874266,59330.6594468534,63644.3782009342,67877.9455693174,70889.9687191556,72900.8230789995,74169.1018503768,74875.7725055676,75386.0381939066,75942.9368080559,75996.4963933893,75242.8659096199,73971.9868787596,72386.0854154554,71975.9783403267,69189.2697770545,64869.5151196644,59973.1725609719,,,,,
2001-08-05 00:00:00,56230.4134705479,53578.7270516317,51839.656518323,50990.2992424679,51050.5356186259,51726.339993981,52483.6622381886,54991.8566366149,59050.9242866153,62997.2997765754,66056.8595523074,68847.8607131398,71066.8352919118,72326.2726295687,73294.5698304223,74330.9646559862,74916.7726646703,74633.7228042744,73944.203856563,73154.4259607615,73321.9389292114,70691.5300974276,66318.7049053425,61714.5867503716,,,,,
2001-08-06 00:00:00,60012.851883133,57825.1755721799,56591.3301599426,56297.2596160857,57970.8749014371,62180.9537718029,66732.6635477778,71014.348906235,75235.604133349,79287.8419315583,82358.3236574842,84695.0215870897,86753.8360725617,88269.7812437677,89021.693028785,89512.5513322321,89304.8670838862,88090.1456050019,86548.0096471219,85118.9110165147,84400.6119968401,80227.3794745727,73974.3374720564,67820.8468416277,,,,,
2001-08-07 00:00:00,66808.6435708631,63758.8688399168,61806.523909687,60928.8854086323,62126.0278314697,65983.7504960695,70308.7364892619,74521.6437003163,78857.6389997743,83152.6387136472,86464.1653809342,89059.5483743917,91354.0986017791,93033.7881866573,93859.4438415787,94383.7190784675,94083.0434839627,92709.8393961781,90840.3163781635,89163.1383122092,88202.483232146,83899.4637638224,77409.5334743856,71006.9895971266,,,,,
2001-08-08 00:00:00,68912.4835181765,65677.1047790275,63552.025197096,62523.3400140822,63593.9743887972,67374.1375837955,71685.1989217214,76105.1510310225,80766.2583777308,85362.5850622029,88920.4559250766,91676.6413804634,94138.0040724009,95938.2185632688,96855.6354887718,97419.4451183778,97123.1844762264,95745.950825698,93669.0130022006,91793.5439919452,90628.8084814606,86083.8281007741,79504.0770504472,72922.5871169677,,,,,
2001-08-09 00:00:00,69504.1056532438,66173.1206722782,63956.0859923834,62903.9052593556,63938.545155333,67685.6712845619,71966.9580755232,76458.643735144,81215.4339823746,85940.1266595916,89522.8628688507,92243.8790021979,94624.9042420341,96333.8575804249,97174.7631542443,97615.8193765209,97210.1245740705,95746.850514882,93690.7300989796,91974.2110336181,90843.2655697841,86344.7166383741,79842.8534476053,73281.8672765581,,,,,
2001-08-10 00:00:00,65169.6114208763,62117.3409634741,60180.3872299167,59256.2443671686,60414.1858622937,64214.0348193625,68445.8546007159,72643.5778687617,76918.4901016242,81156.2698257499,84224.1992142767,86393.7711658666,88263.0301394405,89468.6141705802,89859.5237377022,89811.9818051678,89072.5262799218,87255.3497306588,84896.5565056149,82811.2001252426,81766.8293307752,77995.9245028557,72643.037077475,66755.5657926872,,,,,
2001-08-11 00:00:00,57496.965901511,54667.6959583357,52951.8334113433,51980.2782358671,52287.4978266658,53745.8263148492,55386.8110635791,58423.4503293635,62603.4397904582,66721.0698271168,69546.3997893153,71389.4878376685,72524.8292501198,73116.2515196091,73547.6777151199,74052.3115690221,74129.1238042374,73388.5860030111,72156.6458300814,70863.7810457052,70505.4550912752,67516.9603385677,63366.0096571573,58620.3087623245,,,,,
2001-08-12 00:00:00,53071.2785387799,50631.6773417601,49095.8428055652,48358.6003244949,48532.2394114652,49456.7901219363,50168.1239324977,52378.4321907275,56173.7131180082,59863.311713366,62621.1058390354,65115.9675772392,67083.3749077855,68132.1572062278,68950.9583299764,69864.9155722725,70514.6710908171,70319.0251391112,69725.6904520315,69377.6598121385,69752.1459276938,66963.1791222842,62981.0747595117,58725.440942592,,,,,
2001-08-13 00:00:00,54061.1617377297,52329.6252176478,51484.7260998597,51511.8076111237,53485.882619083,58099.9592329544,62763.2222464045,66379.4951502095,69642.0928086631,72844.6846989348,75149.5667650724,76817.3648032429,78324.8601997891,79391.6728602926,79841.9304937217,80166.0500931108,80043.6839570498,79002.6782864372,77839.6190959674,77111.9510123863,76939.1198608834,72906.0286368771,67333.2686272292,61794.8804937716,,,,,
2001-08-14 00:00:00,57093.3321207983,54833.0734192235,53560.1132594012,53253.6230810001,54996.7565301945,59420.9604836876,63905.0380169563,67027.7732237393,69721.9822386845,72498.5816917086,74456.8149465957,75907.7157179214,77282.882141741,78235.3023074745,78594.5021385885,78902.8241151075,78731.9269448818,77655.2521799404,76473.0539326085,75806.1794659439,75746.3983687511,71949.3288460982,66455.3978371481,61022.7286428046,,,,,
2001-08-15 00:00:00,55766.4519857187,53676.2165122164,52526.5178716053,52348.8407508407,54238.6125052012,58740.8890250813,63257.9967077356,66128.1681842076,68429.881519241,70796.4840055531,72393.2646311535,73564.4597045199,74795.3876752398,75672.1878464693,76035.3891317766,76427.5869204304,76325.3923769073,75373.5254987025,74296.1127767505,73750.919618372,73792.6764861448,70108.6228884705,64733.3564618366,59402.145805951,,,,,
2001-08-16 00:00:00,57320.3218628759,55047.3259653568,53849.9146452199,53420.4523673122,55096.3923135236,59498.3580577352,63936.8282799098,67122.5996586039,69953.7544431523,72899.6689911166,75033.4545679302,76569.8785515519,78037.2927523671,79095.0308234894,79552.8873711551,79845.8250388771,79661.6558675041,78658.8685384793,77343.9351464454,76776.4192187024,76597.5136191116,72719.4775049213,67306.1129025826,61878.5936018995,,,,,
2001-08-17 00:00:00,57017.3640617355,54750.7801785713,53490.3376290384,53116.1965013552,54782.0622931332,59097.5959754205,63443.4649598639,66590.7239056191,69369.4432505484,72207.4295381257,74112.7432092881,75389.2205885793,76599.8731545839,77373.9939116678,77530.6971963768,77486.4869095722,76930.8930811562,75441.1225209702,73653.4543364854,72539.1203896177,72202.9458410394,68745.7821979661,64113.9676609864,58966.4254873502,,,,,
2001-08-18 00:00:00,52006.6360017008,49688.562686329,48421.3294627895,47802.6059835737,48434.6587805851,50213.0277594867,51681.014240763,54083.2491530468,57619.7149059897,60972.1874422727,62992.3689120715,64169.6825083217,64810.3150204568,65059.1537826798,65291.6709703722,65742.1491111146,65951.0243527155,65407.540938403,64456.3974563049,63921.0756916765,63971.7141675435,60985.6674866317,57349.1850247541,53161.9114525243,,,,,
2001-08-19 00:00:00,48650.6346157627,46603.9392897881,45415.6768632912,44942.1454796926,45359.8898945942,46570.9933363066,47129.1427079409,48819.7176403162,52117.8922378572,55214.8486184541,57316.2489192437,59237.236922382,60763.8315563859,61479.6432661178,62087.0706787325,62902.8080591917,63642.0789551105,63598.3118453501,63226.6690781324,63496.7049602434,64210.5774894408,61397.0661835465,57880.6941513314,54117.297479958,,,,,
2001-08-20 00:00:00,49733.260790171866,48378.095144890256,47889.920941672615,48112.74917847149,50290.5873662683,55212.160015206246,59970.58243232184,62989.659415042326,65422.24546831153,67894.30734058475,69558.01225655495,70627.64197607969,71650.95245210032,72302.85350892061,72460.41530591992,72602.82894480557,72511.42923387185,71601.16904886735,70691.22792435938,70635.46136728501,70846.82527439554,66852.02872611563,61876.79838714048,56889.86057207001,,,,,
2001-08-21 00:00:00,54254.00207666166,52307.28539129208,51250.152596487496,51206.01805909681,53154.009310855385,57828.22766196161,62381.72398239564,65020.41759891945,67076.1507662672,69269.31283616835,70729.2180636649,71817.14255916259,72935.92611947628,73736.69215347206,74015.59268733424,74370.55913452784,74295.31612707356,73322.88597633172,72332.2359811513,72314.92014060881,72539.85424272236,68570.06164938064,63409.103143893015,58245.99442028386,,,,,
2001-08-22 00:00:00,53785.979605660104,51833.36617771142,50875.42908964597,50666.3919828954,52554.390904649175,57223.18972530483,61795.494308730034,64491.784288089155,66625.5286004865,68918.65017988987,70508.57900100703,71626.43017414544,72801.32866082099,73628.21131622128,73940.06768831746,74240.69646818907,74191.4657390021,73307.98102232463,72176.69153105079,72038.21527365141,72131.6696974042,68132.12643969042,63078.06133510027,57984.14817451744,,,,,
2001-08-23 00:00:00,55714.979733067215,53552.484758445746,52418.49916427484,52078.97586035663,53804.00024344889,58390.481551994264,62884.765165810575,65876.59339682986,68496.36274566382,71299.19953842119,73302.52589980325,74720.76869837003,76081.66286608763,77058.98054581374,77451.08819884299,77705.62938021583,77583.51884666744,76614.73900628652,75323.63290619815,75210.02912200286,75181.75507478669,70959.16067550026,65840.71203022351,60583.78066742094,,,,,
2001-08-24 00:00:00,57138.0796240007,54848.9573600399,53521.1033339499,53154.4974668992,54771.6944776507,59199.4387042131,63577.0098803312,66746.8381682196,69676.5466268561,72722.3980453655,74836.722342123,76328.2626754918,77712.6605304003,78671.0313270276,78950.267403517,78995.4368750884,78535.166360869,77039.4028200236,75104.9153301826,74345.6853613611,73961.5148326994,69880.0254329457,65323.0270250839,60098.4627054052,,,,,
2001-08-25 00:00:00,54627.5699127464,52110.4023414158,50628.4206389099,49853.7456624859,50318.1055186389,52159.4264670407,53902.6713701431,56434.1021598216,60097.9783225312,63835.3304548529,66386.4690560117,68096.0012996533,69175.4624559806,69820.8592404373,70321.5518958893,70954.9737874793,71206.821145006,70584.0263258444,69390.434305974,68995.3121096172,68761.847521474,65103.9337954621,61287.7645061587,56753.8390943509,,,,,
2001-08-26 00:00:00,51631.3491788156,49309.7209329679,47885.5453695423,47142.8997624817,47332.4805215011,48551.3837093252,49392.3040293644,51306.572150704,54858.0538482631,58474.1675009742,61201.7510961776,63685.2812925442,65656.3496761133,66730.1866255923,67564.2239628085,68473.4787569306,69208.9244166162,69033.277148761,68343.0087518898,68708.3789615263,69042.9332428725,65545.0826055158,61863.97397133,57773.4360148841,,,,,
2001-08-27 00:00:00,52992.4075754808,51357.8729692728,50547.7791332032,50631.4433733675,52644.6741945291,57554.3407353938,62341.9779558045,65647.4541430517,68641.1426139153,71724.9062312235,73918.9956484542,75523.0792994054,76993.7888037833,78053.6332423586,78498.5078753514,78839.6460879787,78798.0598171906,77752.1754952525,76532.6568945402,76545.2549166235,76382.4853961757,71627.2970915531,66339.479222836,60931.3422955102,,,,,
2001-08-28 00:00:00,56607.3289596394,54391.715520814,53118.042311373,52813.5958611333,54541.8880346956,59226.7308442324,63826.266773279,66746.5799476574,69349.7080724224,72185.1602785335,74214.1570535203,75765.7528980109,77237.8468385263,78306.4137088309,78744.5221317528,79112.7545291461,79041.8636220909,77948.2545676726,76613.4761607177,76662.5457279771,76519.1093290477,71850.5680639686,66571.987625684,61179.1793868591,,,,,
2001-08-29 00:00:00,55594.1018785383,53485.8844910327,52303.7017657071,52057.160939926,53875.1443433818,58626.2922734303,63247.8406091197,66002.4588664277,68345.5129875128,70911.0584792223,72698.4703346577,74035.6966837626,75396.7492392976,76391.8871549543,76820.3873294957,77221.0271435509,77198.9345532418,76219.2356143941,74943.6310442368,75003.9850048479,74923.8583795955,70364.6503774358,65202.5287636069,59902.847118299,,,,,
2001-08-30 00:00:00,58100.7233096735,55822.6790504138,54477.1029766173,54146.3544254125,55855.7090692545,60494.2443111905,65053.5617721603,68007.5198050272,70701.9634701902,73629.7364362204,75709.3405010997,77311.3175581155,78875.8110591954,80073.7491305057,80647.7972566203,81113.3426638384,81020.5214180767,79940.1689011811,78525.8476093079,78693.086402903,78420.5952726629,73649.7227157334,68292.4164896738,62754.9107298049,,,,,
2001-08-31 00:00:00,56670.67089251944,54403.80701613888,53174.76985678166,52676.867762308015,54275.24728910524,58811.43547699221,63291.88001319024,66288.82971511684,69035.69958515071,72017.83200148931,74072.54124012263,75465.4206172468,76772.54226933017,77621.40309741866,77816.82491267621,77740.03912925636,77234.21957473662,75698.95312337668,73700.45985516137,73221.97687756902,72698.93543549627,68436.27257799868,64029.82822451842,58967.313954902864,,,,,
2001-09-01 00:00:00,50029.47479770997,47881.28840241905,46683.190826943275,46231.468256235494,47004.8563102611,49039.28551579684,50394.83033014629,52357.79975570705,55597.83091934556,58578.306759309155,60000.33062586541,60615.39904551614,60811.7520188218,60661.018099002955,60607.86837380808,60895.10447702009,61116.0333216591,60526.96541947148,59629.90701673968,60012.8718051128,60231.16804168262,56694.12521698938,53535.790948847854,49741.91413949061,,,,,
2001-09-02 00:00:00,46476.4982519898,44728.36064417443,43669.56841859195,43515.41864155605,44181.27725430525,45672.09270637594,46110.517236837564,47216.77748656192,50006.8318274773,52482.12759304015,53815.29194398513,55137.13759420897,56245.92120415641,56666.56593784803,57100.72629650734,57939.549769765814,58757.20938641564,58725.68664705327,58492.27197435605,59804.52342172433,60728.03850125769,57365.84377281612,54220.83759688845,50782.12532515614,,,,,
2001-09-03 00:00:00,50319.66974195866,48429.65091270188,47431.81986108743,46822.924084647464,47371.77803092512,48599.75354471546,49073.03214691313,49740.47814130585,52177.95593906885,55411.25235628242,57794.21312716126,59460.731561377135,60244.19654623634,60500.75784128292,60521.441329227695,60758.5259381636,60990.61617534266,60370.74045734297,59943.494069850116,61491.34274194097,62140.54048613249,58128.86970514691,54445.91032360697,50759.04211030178,,,,,
2001-09-04 00:00:00,54480.60392938601,52477.22287170733,51465.16462090777,51167.12337041476,52964.302436504055,57793.659416670234,62472.34121775798,65143.904054530554,67398.13361682753,69947.38997389891,71824.74738542475,73256.99528936174,74660.00945651451,75699.8101567843,76131.05831407147,76483.73418215904,76472.2939923503,75456.04009866745,74191.90235549913,74655.64944402443,74458.68707130634,69628.46114777098,64552.63633035386,59389.12897947981,,,,,
2001-09-05 00:00:00,53262.4609185068,51366.6298814347,50371.9526348299,50231.4939513565,52175.0616071996,57076.8769868596,61792.5858414582,64213.360254228,66003.3885344288,68046.6298818712,69387.0904311145,70312.8983956748,71347.4344219091,72052.0149007652,72275.5620700113,72552.0109935553,72530.8185794795,71582.9919717019,70551.1990008757,71092.8454289147,71122.5143145178,66565.7036739083,61742.0905263434,56789.9889480792,,,,,
2001-09-06 00:00:00,55085.7663246215,53114.0736884673,52001.1100280715,51893.5218209532,53809.2237217673,58632.7167407269,63282.7309172718,65821.8107255241,67823.8914834209,70063.3389382007,71573.7619776568,72719.5546031708,73943.8892491693,74886.8546538881,75302.5583500447,75734.5826881763,75695.4041831561,74691.0459620939,73671.6114145871,74350.1814950308,74217.7498754296,69542.0979062991,64480.1808401617,59287.929857432,,,,,
