RC,Type,Driver,Name,Source_Reference_Number,Destination_Reference_Number,Destination_Name,Actual_Driver_Quantity,Destination_Module,Source_Module,Period
2793,basic,Hours,Senior Specialist,R413-2793-SNRSP,ALOTRXX.02-TR,Transport Liaison,67,3,5,2000 Feb
2793,basic,Hours,Senior Specialist,R413-2793-SNRSP,ADCDVXX.04-TR,Chk deal for reasonable,21,4,5,2000 Feb
2793,basic,Hours,Senior Specialist,R413-2793-SNRSP,AOA2793.06,Process Improvement,16,4,5,2000 Feb
2793,basic,Hours,Senior Specialist,R413-2793-SNRSP,AOA2793.13,Logistics OA,16,4,5,2000 Feb
2793,basic,Hours,Senior Specialist,R413-2793-SNRSP,APE2793.03,Feedback,0,5,5,2000 Feb
2793,basic,Hours,Senior Specialist,R413-2793-SNRSP,ATR2793.01,Participate in Training,16,5,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,ALOTRXX.01-TR,Maintain Tickets/ Rate Table,8,3,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,ALOTRXX.03-TR,Service P&L,24,3,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,ALOTRXX.02-TR,Transport Liaison,67,3,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,ADCDVXX.04-TR,Chk deal for reasonable,21,4,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,AOA2793.06,Process Improvement,16,4,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,AOA2793.13,Logistics OA,16,4,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,ABP2793.01,Bus plan/budg activities,0,5,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,APE2793.02,Provide Mentoring,0,5,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,APE2793.03,Feedback,0,5,5,2000 Feb
2793,basic,Hours,Manager,R413-2793-MGR,ATR2793.01,Participate in Training,16,5,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,APE1840.01,Dvlp Employee Careers,20,5,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,APE1840.03,Feedback,5,5,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,ARMCBXX.02-WG,Curve Setup,5,4,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,ARMCBXX.04-WG,Calc Books - M,10,4,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,ARMCBXX.05-WG,Calc Sheets,0,4,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,ARMGPXX.05-WG,Analyze Changes,20,4,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,ARMTSXX.01-WG,Ad Hoc Reqs,35,4,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,ARMDAXX.01-WG,Research Deals,10,4,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,ARMGPXX.06-WG,Bid Week Preparation,10,4,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,ATR1840.01,Participate in Training,20,5,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,ABP1840.02,Special Projects,30,5,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,AOA1840.14,Reactive OA,10,4,5,2000 Feb
1840,basic,Hours,Senior Specialist,R413-1840-SNRSP,AOA1840.15,Preventative OA,5,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMCBXX.01-WG,Curve Validation,2,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMCBXX.02-WG,Curve Setup,10,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMCBXX.04-WG,Calc Books - M,60,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMCBXX.05-WG,Calc Sheets,1,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMDCXX.01-WG,Input/Preparation of Deals,25,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMDAXX.01-WG,Research Deals,20,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMGPXX.07-WG,Originations Reporting,2,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMGPXX.05-WG,Analyze Changes,40,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMGPXX.01-WG,Daily/Monthly Reporting,40,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMTSXX.01-WG,Ad Hoc Reqs,40,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMGPXX.06-WG,Bid Week Preparation,12,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ABP1840.02,Special Projects,60,5,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,AOA1840.14,Reactive OA,25,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,AOA1840.15,Preventative OA,20,4,5,2000 Feb
1840,basic,Hours,Specialist,R413-1840-SP,ARMMRXX.05-WG,Recon and Report for Bus Analysis and Report,3,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMCBXX.02-WG,Curve Setup,0,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMCBXX.04-WG,Calc Books - M,60,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMCBXX.05-WG,Calc Sheets,0,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMDAXX.01-WG,Research Deals,20,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMDCXX.01-WG,Input/Preparation of Deals,60,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMGPXX.01-WG,Daily/Monthly Reporting,60,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMGPXX.05-WG,Analyze Changes,40,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMGPXX.07-WG,Originations Reporting,10,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMTSXX.01-WG,Ad Hoc Reqs,40,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ARMGPXX.06-WG,Bid Week Preparation,6,4,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,ABP1840.02,Special Projects,30,5,5,2000 Feb
1840,basic,Hours,Analyst,R413-1840-ANA,AOA1840.14,Reactive OA,34,4,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,ARMCBXX.02-CG,Curve Setup,4.75,4,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,ARMCBXX.04-CG,Calc Books - M,114,4,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,ARMCBXX.05-CG,Calc Sheets,9.5,4,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,ARMDAXX.01-CG,Research Deals,28.5,4,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,ARMGPXX.05-CG,Analyze Changes,38,4,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,ARMTSXX.01-CG,Ad Hoc Reqs,57,4,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,APE1892.01,Dvlp Employee Careers,0,5,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,APE1892.03,Feedback,0,5,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,ATR1892.01,Participate in Training,9.5,5,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,ARMGPXX.06-CG,Bid Week Preparation,19,4,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,ABP1892.02,Special Projects,47.5,5,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,AOA1892.14,Reactive OA,57,4,5,2000 Feb
1892,basic,Hours,Senior Specialist,R413-1892-SNRSP,AOA1892.15,Preventative OA,19,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMCBXX.01-CG,Curve Validation,0,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMCBXX.02-CG,Curve Setup,0,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMCBXX.04-CG,Calc Books - M,84,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMCBXX.05-CG,Calc Sheets,0,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMDCXX.01-CG,Input/Preparation of Deals,63,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMDAXX.01-CG,Research Deals,21,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMGPXX.07-CG,Originations Reporting,0,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMGPXX.05-CG,Analyze Changes,0,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMGPXX.01-CG,Daily/Monthly Reporting,0,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMTSXX.01-CG,Ad Hoc Reqs,25,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMGPXX.06-CG,Bid Week Preparation,6,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ABP1892.02,Special Projects,0,5,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,AOA1892.14,Reactive OA,0,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,AOA1892.15,Preventative OA,11,4,5,2000 Feb
1892,basic,Hours,Specialist,R413-1892-SP,ARMMRXX.05-CG,Recon and Report for Bus Analysis and Report,0,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMCBXX.02-CG,Curve Setup,18,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMCBXX.04-CG,Calc Books - M,46,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMCBXX.05-CG,Calc Sheets,8,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMDCXX.01-CG,Input/Preparation of Deals,76,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMDAXX.01-CG,Research Deals,66,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMGPXX.07-CG,Originations Reporting,0,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMGPXX.05-CG,Analyze Changes,76,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMGPXX.01-CG,Daily/Monthly Reporting,96,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMTSXX.01-CG,Ad Hoc Reqs,76,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ARMGPXX.06-CG,Bid Week Preparation,46,4,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,ABP1892.02,Special Projects,96,5,5,2000 Feb
1892,basic,Hours,Analyst,R413-1892-ANA,AOA1892.14,Reactive OA,9,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMCBXX.02-CG,Curve Setup,9.5,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMCBXX.04-CG,Calc Books - M,38,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMCBXX.05-CG,Calc Sheets,0,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMDAXX.01-CG,Research Deals,57,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMDCXX.01-CG,Input/Preparation of Deals,47.5,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMGPXX.01-CG,Daily/Monthly Reporting,76,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMGPXX.05-CG,Analyze Changes,57,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMTSXX.01-CG,Ad Hoc Reqs,9.5,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMGPXX.07-CG,Originations Reporting,0,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ARMGPXX.06-CG,Bid Week Preparation,19,4,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,ABP1892.02,Special Projects,38,5,5,2000 Feb
1892,basic,Hours,Staff,R413-1892-STAFF,AOA1892.14,Reactive OA,19,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ATR1893.01,Participate in Training,5,5,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMCBXX.01-EG,Curve Validation,11.5,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMCBXX.02-EG,Curve Setup,12.5,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMCBXX.04-EG,Calc Books - M,47,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMDAXX.01-EG,Research Deals,31,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMGPXX.05-EG,Analyze Changes,25.5,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMGPXX.02-EG,Prpare DPR for all Trding Act,10.5,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMGPXX.01-EG,Daily/Monthly Reporting,62,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMTSXX.01-EG,Ad Hoc Reqs,77.5,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMGPXX.06-EG,Bid Week Preparation,5,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,AOA1893.14,Reactive OA,15.5,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,AOA1893.15,Preventative OA,15.5,4,5,2000 Feb
1893,basic,Hours,Senior Specialist,R413-1893-SNRSP,ARMMRXX.05-EG,Recon and Report for Bus Analysis and Report,15.5,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ATR1893.01,Participate in Training,0,5,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ARMCBXX.01-EG,Curve Validation,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ARMCBXX.02-EG,Curve Setup,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ARMCBXX.04-EG,Calc Books - M,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ARMGPXX.05-EG,Analyze Changes,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ARMGPXX.01-EG,Daily/Monthly Reporting,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ARMTSXX.01-EG,Ad Hoc Reqs,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ARMDAXX.01-EG,Research Deals,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ARMGPXX.06-EG,Bid Week Preparation,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,AOA1893.14,Reactive OA,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,AOA1893.15,Preventative OA,0,4,5,2000 Feb
1893,basic,Hours,Specialist,R413-1893-SP,ARMMRXX.05-EG,Recon and Report for Bus Analysis and Report,0,4,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,ABP1893.01,Bus plan/budg activities,0,5,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,AHR1893.03,Personnel Planning,0,6,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,APE1893.01,Dvlp Employee Careers,0,5,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,APE1893.02,Provide Mentoring,0,5,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,APE1893.03,Feedback,0,5,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,ARMTSXX.01-EG,Ad Hoc Reqs,0,4,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,ARMDAXX.01-EG,Research Deals,0,4,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,ARMGPXX.05-EG,Analyze Changes,0,4,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,ABP1893.02,Special Projects,0,5,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,AOA1893.14,Reactive OA,0,4,5,2000 Feb
1893,basic,Hours,Manager,R413-1893-MGR,AOA1893.15,Preventative OA,0,4,5,2000 Feb
1893,basic,Hours,Analyst,R413-1893-ANA,ATR1893.01,Participate in Training,10,5,5,2000 Feb
1893,basic,Hours,Analyst,R413-1893-ANA,ARMCBXX.01-EG,Curve Validation,0,4,5,2000 Feb
1893,basic,Hours,Analyst,R413-1893-ANA,ARMCBXX.02-EG,Curve Setup,0,4,5,2000 Feb
1893,basic,Hours,Analyst,R413-1893-ANA,ARMCBXX.04-EG,Calc Books - M,50,4,5,2000 Feb
1893,basic,Hours,Analyst,R413-1893-ANA,ARMGPXX.05-EG,Analyze Changes,40,4,5,2000 Feb
1893,basic,Hours,Analyst,R413-1893-ANA,ARMGPXX.01-EG,Daily/Monthly Reporting,40,4,5,2000 Feb
1893,basic,Hours,Analyst,R413-1893-ANA,AOA1893.14,Reactive OA,10,4,5,2000 Feb
1893,basic,Hours,Analyst,R413-1893-ANA,AOA1893.15,Preventative OA,10,4,5,2000 Feb
1893,basic,Hours,Analyst,R413-1893-ANA,ARMTSXX.01-EG,Ad Hoc Reqs,40,4,5,2000 Feb
1943,basic,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.02,Operational Analysis Control,15.3,3,5,2000 Feb
1943,basic,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.04,Phase 2,55,3,5,2000 Feb
1943,basic,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.05,Historical Analysis,48.6,3,5,2000 Feb
1943,basic,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.01,Phase 1 - OA,36.5,3,5,2000 Feb
1943,basic,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.03,Statistical Reporting,12.6,3,5,2000 Feb
1943,basic,Hours,Specialist,R413-1943-SP,AOAXXXX.04,Phase 2,82,3,5,2000 Feb
1943,basic,Hours,Specialist,R413-1943-SP,AOAXXXX.05,Historical Analysis,46,3,5,2000 Feb
1943,basic,Hours,Specialist,R413-1943-SP,AOAXXXX.01,Phase 1 - OA,40,3,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,ABP1943.01,Bus plan/budg activities,4,5,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,AHR1943.03,Personnel Planning,16,6,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,AOAXXXX.02,Operational Analysis Control,8,3,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,AOAXXXX.04,Phase 2,44,3,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,AOAXXXX.05,Historical Analysis,0,3,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,AOAXXXX.06,Operational  Process Improvement,32,3,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,APE1943.03,Feedback,32,5,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,ATR1943.02,Assess Training Needs,4,5,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,AOAXXXX.01,Phase 1 - OA,20,3,5,2000 Feb
1943,basic,Hours,Manager,R413-1943-MGR,AOAXXXX.03,Statistical Reporting,8,3,5,2000 Feb
1943,basic,Hours,Staff,R413-1943-STAFF,AOAXXXX.04,Phase 2,19,3,5,2000 Feb
1943,basic,Hours,Staff,R413-1943-STAFF,AOAXXXX.05,Historical Analysis,149,3,5,2000 Feb
1943,basic,Hours,Staff,R413-1943-STAFF,AOAXXXX.01,Phase 1 - OA,0,3,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,AGDCTXX.05,Attach Contrs to SITARA Deal,20,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.04,Chk deal for reasonable,40,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.09-PG,FolU Unexecut confirm,10,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.07-PG,Gas Confirmation Controls,20,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.05-PG,Generate Confirm,20,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.03-PG,Identify Discrpncs,30,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.08,Meter fee Maintenance,0,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.05,Deal Movement,30,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.03,Monitor Sitara Bridge Forward,30,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.01,New Cntrprty Notif,10,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.02,New Contract Req Notif,20,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,AOA0263.01,Phase 1 - OA,30,3,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.08-PG,Receive 3rd party Paper,10,4,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,AOA0263.03,Statistical Reporting,20,3,5,2000 Feb
0263,basic,Hours,Senior Specialist,R413-0263-SNRSP,AGDCPXX.03,Verify Cparty on Deal,30,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,AGDCTXX.05,Attach Contrs to SITARA Deal,40,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCDVXX.04,Chk deal for reasonable,80,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCCFXX.09-PG,FolU Unexecut confirm,20,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCCFXX.07-PG,Gas Confirmation Controls,40,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCCFXX.05-PG,Generate Confirm,40,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCCFXX.03-PG,Identify Discrpncs,60,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCDVXX.08,Meter fee Maintenance,8,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCDVXX.05,Deal Movement,60,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCDVXX.03,Monitor Sitara Bridge Forward,60,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCDVXX.01,New Cntrprty Notif,20,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,AOA0263.01,Phase 1 - OA,60,3,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCCFXX.08-PG,Receive 3rd party Paper,20,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,AOA0263.03,Statistical Reporting,32,3,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,ADCDVXX.02,New Contract Req Notif,40,4,5,2000 Feb
0263,basic,Hours,Specialist,R413-0263-SP,AGDCPXX.03,Verify Cparty on Deal,60,4,5,2000 Feb
0263,basic,Hours,Manager,R413-0263-MGR,ABP0263.01,Bus plan/budg activities,20,5,5,2000 Feb
0263,basic,Hours,Manager,R413-0263-MGR,AHR0263.03,Personnel Planning,10,6,5,2000 Feb
0263,basic,Hours,Manager,R413-0263-MGR,ADCDVXX.04,Chk deal for reasonable,10,4,5,2000 Feb
0263,basic,Hours,Manager,R413-0263-MGR,APE0263.03,Feedback,25,5,5,2000 Feb
0263,basic,Hours,Manager,R413-0263-MGR,ATR0263.02,Assess Training Needs,10,5,5,2000 Feb
0263,basic,Hours,Manager,R413-0263-MGR,AOA0263.06,Operational Process Improvement,60,3,5,2000 Feb
0263,basic,Hours,Manager,R413-0263-MGR,AOA0263.03,Statistical Reporting,10,3,5,2000 Feb
0263,basic,Hours,Manager,R413-0263-MGR,ADCCFXX.06-PG,Review Confirm,0,4,5,2000 Feb
0263,basic,Hours,Manager,R413-0263-MGR,ADCCFXX.07-PG,Gas Confirmation Controls,15,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCDVXX.03,Monitor Sitara Bridge Forward,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCDVXX.04,Chk deal for reasonable,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCDVXX.02,New Contract Req Notif,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCDVXX.05,Deal Movement,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCDVXX.01,New Cntrprty Notif,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCCFXX.05-PG,Generate Confirm,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,AOA0263.01,Phase 1 - OA,0,3,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,AOA0263.03,Statistical Reporting,0,3,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,AGDCPXX.03,Verify Cparty on Deal,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,AGDCTXX.05,Attach Contrs to SITARA Deal,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCDVXX.08,Meter fee Maintenance,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCCFXX.01-PG,Deal Entry Accuracy/TAGG,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCCFXX.03-PG,Identify Discrpncs,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCCFXX.06-PG,Review Confirm,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCCFXX.07-PG,Gas Confirmation Controls,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCCFXX.08-PG,Receive 3rd party Paper,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCCFXX.09-PG,FolU Unexecut confirm,0,4,5,2000 Feb
0263,basic,Hours,Staff,R413-0263-STAFF,ADCCFXX.11-PG,Exception Report,0,4,5,2000 Feb
0758,basic,Hours,Senior Specialist,R413-0758-SNRSP,APE0758.01,Dvlp Employee Careers,10,5,5,2000 Feb
0758,basic,Hours,Senior Specialist,R413-0758-SNRSP,APE0758.02,Provide Mentoring,29,5,5,2000 Feb
0758,basic,Hours,Senior Specialist,R413-0758-SNRSP,APE0758.03,Feedback,16,5,5,2000 Feb
0758,basic,Hours,Senior Specialist,R413-0758-SNRSP,ATR0758.01,Participate in Training,14,5,5,2000 Feb
