Date Peak Daily Vol,Daily Volatility Peak Daily Vol,Date Off-Peak Daily Vol,Daily Volatility Off-Peak Daily Vol,Date Peak Monthly Vol,Volatility Peak Monthly Vol,Date Off-Peak Monthly Vol,Volatility Off-Peak Monthly Vol
2018-03-01 00:00:00,1.15,2018-03-01 00:00:00,0.575,2018-03-01 00:00:00,0.3099,2018-03-01 00:00:00,0.1549
2018-04-01 00:00:00,1.1,2018-04-01 00:00:00,0.55,2018-04-01 00:00:00,0.3118,2018-04-01 00:00:00,0.1559
2018-05-01 00:00:00,1.1,2018-05-01 00:00:00,0.55,2018-05-01 00:00:00,0.3107,2018-05-01 00:00:00,0.1553
2018-06-01 00:00:00,1.25,2018-06-01 00:00:00,0.625,2018-06-01 00:00:00,0.3212,2018-06-01 00:00:00,0.1606
2018-07-01 00:00:00,1.5,2018-07-01 00:00:00,0.75,2018-07-01 00:00:00,0.3245,2018-07-01 00:00:00,0.1622
2018-08-01 00:00:00,1.75,2018-08-01 00:00:00,0.875,2018-08-01 00:00:00,0.3402,2018-08-01 00:00:00,0.1701
2018-09-01 00:00:00,1.5,2018-09-01 00:00:00,0.75,2018-09-01 00:00:00,0.3368,2018-09-01 00:00:00,0.1684
2018-10-01 00:00:00,1.25,2018-10-01 00:00:00,0.625,2018-10-01 00:00:00,0.3215,2018-10-01 00:00:00,0.1607
2018-11-01 00:00:00,1.25,2018-11-01 00:00:00,0.625,2018-11-01 00:00:00,0.3047,2018-11-01 00:00:00,0.1523
2018-12-01 00:00:00,1.25,2018-12-01 00:00:00,0.625,2018-12-01 00:00:00,0.3051,2018-12-01 00:00:00,0.1526
2019-01-01 00:00:00,1.25,2019-01-01 00:00:00,0.625,2019-01-01 00:00:00,0.3158,2019-01-01 00:00:00,0.1579
2019-02-01 00:00:00,1.15,2019-02-01 00:00:00,0.575,2019-02-01 00:00:00,0.3144,2019-02-01 00:00:00,0.1572
2019-03-01 00:00:00,1.15,2019-03-01 00:00:00,0.575,2019-03-01 00:00:00,0.3105,2019-03-01 00:00:00,0.1552
2019-04-01 00:00:00,1.1,2019-04-01 00:00:00,0.55,2019-04-01 00:00:00,0.3123,2019-04-01 00:00:00,0.1561
2019-05-01 00:00:00,1.1,2019-05-01 00:00:00,0.55,2019-05-01 00:00:00,0.3113,2019-05-01 00:00:00,0.1556
2019-06-01 00:00:00,1.25,2019-06-01 00:00:00,0.625,2019-06-01 00:00:00,0.3209,2019-06-01 00:00:00,0.1604
2019-07-01 00:00:00,1.5,2019-07-01 00:00:00,0.75,2019-07-01 00:00:00,0.3239,2019-07-01 00:00:00,0.162
2019-08-01 00:00:00,1.75,2019-08-01 00:00:00,0.875,2019-08-01 00:00:00,0.3384,2019-08-01 00:00:00,0.1692
2019-09-01 00:00:00,1.5,2019-09-01 00:00:00,0.75,2019-09-01 00:00:00,0.3353,2019-09-01 00:00:00,0.1676
2019-10-01 00:00:00,1.25,2019-10-01 00:00:00,0.625,2019-10-01 00:00:00,0.3212,2019-10-01 00:00:00,0.1606
2019-11-01 00:00:00,1.25,2019-11-01 00:00:00,0.625,2019-11-01 00:00:00,0.3057,2019-11-01 00:00:00,0.1529
2019-12-01 00:00:00,1.25,2019-12-01 00:00:00,0.625,2019-12-01 00:00:00,0.3061,2019-12-01 00:00:00,0.1531
2020-01-01 00:00:00,1.25,2020-01-01 00:00:00,0.625,2020-01-01 00:00:00,0.3159,2020-01-01 00:00:00,0.158
2020-02-01 00:00:00,1.15,2020-02-01 00:00:00,0.575,2020-02-01 00:00:00,0.3147,2020-02-01 00:00:00,0.1573
2020-03-01 00:00:00,1.15,2020-03-01 00:00:00,0.575,2020-03-01 00:00:00,0.3111,2020-03-01 00:00:00,0.1555
2020-04-01 00:00:00,1.1,2020-04-01 00:00:00,0.55,2020-04-01 00:00:00,0.3127,2020-04-01 00:00:00,0.1564
2020-05-01 00:00:00,1.1,2020-05-01 00:00:00,0.55,2020-05-01 00:00:00,0.3118,2020-05-01 00:00:00,0.1559
2020-06-01 00:00:00,1.25,2020-06-01 00:00:00,0.625,2020-06-01 00:00:00,0.3206,2020-06-01 00:00:00,0.1603
2020-07-01 00:00:00,1.5,2020-07-01 00:00:00,0.75,2020-07-01 00:00:00,0.3234,2020-07-01 00:00:00,0.1617
2020-08-01 00:00:00,1.75,2020-08-01 00:00:00,0.875,2020-08-01 00:00:00,0.3368,2020-08-01 00:00:00,0.1684
2020-09-01 00:00:00,1.5,2020-09-01 00:00:00,0.75,2020-09-01 00:00:00,0.3339,2020-09-01 00:00:00,0.1669
2020-10-01 00:00:00,1.25,2020-10-01 00:00:00,0.625,2020-10-01 00:00:00,0.3209,2020-10-01 00:00:00,0.1605
2020-11-01 00:00:00,1.25,2020-11-01 00:00:00,0.625,2020-11-01 00:00:00,0.3067,2020-11-01 00:00:00,0.1533
2020-12-01 00:00:00,1.25,2020-12-01 00:00:00,0.625,2020-12-01 00:00:00,0.3071,2020-12-01 00:00:00,0.1535
2021-01-01 00:00:00,1.25,2021-01-01 00:00:00,0.625,2021-01-01 00:00:00,0.4478,2021-01-01 00:00:00,0.2239
2021-02-01 00:00:00,1.15,2021-02-01 00:00:00,0.575,2021-02-01 00:00:00,0.4199,2021-02-01 00:00:00,0.21
2021-03-01 00:00:00,1.15,2021-03-01 00:00:00,0.575,2021-03-01 00:00:00,0.3895,2021-03-01 00:00:00,0.1947
2021-04-01 00:00:00,1.1,2021-04-01 00:00:00,0.55,2021-04-01 00:00:00,0.3653,2021-04-01 00:00:00,0.1827
2021-05-01 00:00:00,1.1,2021-05-01 00:00:00,0.55,2021-05-01 00:00:00,0.3383,2021-05-01 00:00:00,0.1691
2021-06-01 00:00:00,1.25,2021-06-01 00:00:00,0.625,2021-06-01 00:00:00,0.3204,2021-06-01 00:00:00,0.1602
2021-07-01 00:00:00,1.5,2021-07-01 00:00:00,0.75,2021-07-01 00:00:00,0.2961,2021-07-01 00:00:00,0.148
2021-08-01 00:00:00,1.75,2021-08-01 00:00:00,0.875,2021-08-01 00:00:00,0.2794,2021-08-01 00:00:00,0.1397
2021-09-01 00:00:00,1.5,2021-09-01 00:00:00,0.75,2021-09-01 00:00:00,0.2494,2021-09-01 00:00:00,0.1247
2021-10-01 00:00:00,1.25,2021-10-01 00:00:00,0.625,2021-10-01 00:00:00,0.2138,2021-10-01 00:00:00,0.1069
2021-11-01 00:00:00,1.25,2021-11-01 00:00:00,0.625,2021-11-01 00:00:00,0.1794,2021-11-01 00:00:00,0.0897
2021-12-01 00:00:00,1.25,2021-12-01 00:00:00,0.625,2021-12-01 00:00:00,0.154,2021-12-01 00:00:00,0.077
2022-01-01 00:00:00,1.25,2022-01-01 00:00:00,0.625,2022-01-01 00:00:00,0.1632,2022-01-01 00:00:00,0.0816
2022-02-01 00:00:00,1.15,2022-02-01 00:00:00,0.575,2022-02-01 00:00:00,0.1632,2022-02-01 00:00:00,0.0816
2022-03-01 00:00:00,1.15,2022-03-01 00:00:00,0.575,2022-03-01 00:00:00,0.1632,2022-03-01 00:00:00,0.0816
2022-04-01 00:00:00,1.1,2022-04-01 00:00:00,0.55,2022-04-01 00:00:00,0.1632,2022-04-01 00:00:00,0.0816
2022-05-01 00:00:00,1.1,2022-05-01 00:00:00,0.55,2022-05-01 00:00:00,0.1632,2022-05-01 00:00:00,0.0816
2022-06-01 00:00:00,1.25,2022-06-01 00:00:00,0.625,2022-06-01 00:00:00,0.1632,2022-06-01 00:00:00,0.0816
2022-07-01 00:00:00,1.5,2022-07-01 00:00:00,0.75,2022-07-01 00:00:00,0.1632,2022-07-01 00:00:00,0.0816
2022-08-01 00:00:00,1.75,2022-08-01 00:00:00,0.875,2022-08-01 00:00:00,0.1632,2022-08-01 00:00:00,0.0816
2022-09-01 00:00:00,1.5,2022-09-01 00:00:00,0.75,2022-09-01 00:00:00,0.1632,2022-09-01 00:00:00,0.0816
2022-10-01 00:00:00,1.25,2022-10-01 00:00:00,0.625,2022-10-01 00:00:00,0.1632,2022-10-01 00:00:00,0.0816
2022-11-01 00:00:00,1.25,2022-11-01 00:00:00,0.625,2022-11-01 00:00:00,0.1632,2022-11-01 00:00:00,0.0816
2022-12-01 00:00:00,1.25,2022-12-01 00:00:00,0.625,2022-12-01 00:00:00,0.1632,2022-12-01 00:00:00,0.0816
2023-01-01 00:00:00,1.25,2023-01-01 00:00:00,0.625,2023-01-01 00:00:00,0.1632,2023-01-01 00:00:00,0.0816
2023-02-01 00:00:00,1.15,2023-02-01 00:00:00,0.575,2023-02-01 00:00:00,0.1632,2023-02-01 00:00:00,0.0816
2023-03-01 00:00:00,1.15,2023-03-01 00:00:00,0.575,2023-03-01 00:00:00,0.1632,2023-03-01 00:00:00,0.0816
2023-04-01 00:00:00,1.1,2023-04-01 00:00:00,0.55,2023-04-01 00:00:00,0.1632,2023-04-01 00:00:00,0.0816
2023-05-01 00:00:00,1.1,2023-05-01 00:00:00,0.55,2023-05-01 00:00:00,0.1632,2023-05-01 00:00:00,0.0816
2023-06-01 00:00:00,1.25,2023-06-01 00:00:00,0.625,2023-06-01 00:00:00,0.1632,2023-06-01 00:00:00,0.0816
2023-07-01 00:00:00,1.5,2023-07-01 00:00:00,0.75,2023-07-01 00:00:00,0.1632,2023-07-01 00:00:00,0.0816
2023-08-01 00:00:00,1.75,2023-08-01 00:00:00,0.875,2023-08-01 00:00:00,0.1632,2023-08-01 00:00:00,0.0816
2023-09-01 00:00:00,1.5,2023-09-01 00:00:00,0.75,2023-09-01 00:00:00,0.1632,2023-09-01 00:00:00,0.0816
2023-10-01 00:00:00,1.25,2023-10-01 00:00:00,0.625,2023-10-01 00:00:00,0.1632,2023-10-01 00:00:00,0.0816
2023-11-01 00:00:00,1.25,2023-11-01 00:00:00,0.625,2023-11-01 00:00:00,0.1632,2023-11-01 00:00:00,0.0816
2023-12-01 00:00:00,1.25,2023-12-01 00:00:00,0.625,2023-12-01 00:00:00,0.1632,2023-12-01 00:00:00,0.0816
2024-01-01 00:00:00,1.9,2024-01-01 00:00:00,1.025,2024-01-01 00:00:00,0.1632,2024-01-01 00:00:00,0.0816
2024-02-01 00:00:00,2.05,2024-02-01 00:00:00,1.05,2024-02-01 00:00:00,0.1632,2024-02-01 00:00:00,0.0816
2024-03-01 00:00:00,2.1,2024-03-01 00:00:00,1.125,2024-03-01 00:00:00,0.1632,2024-03-01 00:00:00,0.0816
2024-04-01 00:00:00,2.25,2024-04-01 00:00:00,0,2024-04-01 00:00:00,0.1632,2024-04-01 00:00:00,0.0816
