13,51,56,2856,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,51,51,51,13
14,59,64,3776,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,,,0,64,3776,59,59,59,14
15,52,57,2964,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,52,52,52,15
16,52,57,2964,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,,,0,57,2964,52,52,52,16
17,51,56,2856,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,,,0,56,2856,51,51,51,17
18,38,46,1748,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,,,0,46,1748,38,38,38,18
19,37,42,1554,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,,,0,42,1554,37,37,37,19
20,33,35,1155,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,,,0,35,1155,33,33,33,20
21,35,37,1295,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,,,0,37,1295,35,35,35,21
22,34,39,1326,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,,,0,39,1326,34,34,34,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCOT UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEAK
PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour Ending:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,27,324,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,,,0,27,324,12,12,12,7
8,16,29,464,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,16,16,16,8
9,16,29,464,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,,,0,29,464,16,16,16,9
10,32,40,1280,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,,,0,40,1280,32,32,32,10
11,31,37,1147,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,,,0,37,1147,31,31,31,11
12,34,45,1530,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,,,0,45,1530,34,34,34,12
13,36,45,1620,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,36,36,36,13
14,36,45,1620,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,36,36,36,14
15,36,45,1620,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,36,36,36,15
16,36,45,1620,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,36,36,36,16
17,36,45,1620,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,36,36,36,17
18,36,45,1620,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,36,36,36,18
19,36,45,1620,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,,,0,45,1620,36,36,36,19
20,35,40,1400,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,35,35,35,20
21,35,40,1400,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,,,0,40,1400,35,35,35,21
22,31,40,1240,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,,,0,40,1240,31,31,31,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCOT UD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEAK
PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour Ending:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,7
8,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,8
9,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,9
10,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,10
11,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,11
12,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,12
13,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,13
14,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,14
15,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,15
16,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,16
17,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,17
18,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,18
19,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,19
20,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,20
21,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,21
22,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,22
