CurveGrp->,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,overall,GDP-TXINT/KATYT,IF-NNG/TOK
"Mar, 2008",0,0,0,0,0,0,0,0,0,0,0,0,232.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-134.2,0,0,0,0,0,-2.1,0,0,0,0,0,0,0,0,0
"Apr, 2008",0,0,0,0,0,0,0,0,0,0,0,0,223.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-129.2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
"May, 2008",0,0,0,0,0,0,0,0,0,0,0,0,216.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.9,0,0,0,0,0,-2.1,0,0,0,0,0,0,0,0,0
"Jun, 2008",0,0,0,0,0,0,0,0,0,0,0,0,221.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127.8,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
"Jul, 2008",0,0,0,0,0,0,0,0,0,0,0,0,227.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-131.3,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
"Aug, 2008",0,0,0,0,0,0,0,0,0,0,0,0,226.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.6,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
"Sep, 2008",0,0,0,0,0,0,0,0,0,0,0,0,217.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-125.7,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"Oct, 2008",0,0,0,0,0,0,0,0,0,0,0,0,211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
"Nov, 2008",0,0,0,0,0,0,0,0,0,0,0,0,215.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-124.3,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"Dec, 2008",0,0,0,0,0,0,0,0,0,0,0,0,221.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127.8,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
"Jan, 2009",0,0,0,0,0,0,0,0,0,0,0,0,220.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127.1,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
"Feb, 2009",0,0,0,0,0,0,0,0,0,0,0,0,197.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-114.2,0,0,0,0,0,-1.8,0,0,0,0,0,0,0,0,0
"Mar, 2009",0,0,0,0,0,0,0,0,0,0,0,0,217.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-125.8,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"Apr, 2009",0,0,0,0,0,0,0,0,0,0,0,0,209.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-121,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"May, 2009",0,0,0,0,0,0,0,0,0,0,0,0,203.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.7,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"Jun, 2009",0,0,0,0,0,0,0,0,0,0,0,0,207.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-119.7,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"Jul, 2009",0,0,0,0,0,0,0,0,0,0,0,0,213.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"Aug, 2009",0,0,0,0,0,0,0,0,0,0,0,0,211.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.4,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"Sep, 2009",0,0,0,0,0,0,0,0,0,0,0,0,203.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-117.7,0,0,0,0,0,-1.8,0,0,0,0,0,0,0,0,0
"Oct, 2009",0,0,0,0,0,0,0,0,0,0,0,0,197.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.9,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"Nov, 2009",0,0,0,0,0,0,0,0,0,0,0,0,200.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-116.4,0,0,0,0,0,-1.8,0,0,0,0,0,0,0,0,0
"Dec, 2009",0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-119.7,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
"Jan, 2010",0,0,0,0,0,0,0,0,0,0,0,0,204.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feb, 2010",0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-106.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mar, 2010",0,0,0,0,0,0,0,0,0,0,0,0,202.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-117.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apr, 2010",0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"May, 2010",0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jun, 2010",0,0,0,0,0,0,0,0,0,0,0,0,192.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul, 2010",0,0,0,0,0,0,0,0,0,0,0,0,198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aug, 2010",0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-114.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sep, 2010",0,0,0,0,0,0,0,0,0,0,0,0,189.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-110.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct, 2010",0,0,0,0,0,0,0,0,0,0,0,0,183.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov, 2010",0,0,0,0,0,0,0,0,0,0,0,0,187.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dec, 2010",0,0,0,0,0,0,0,0,0,0,0,0,192.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-111.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan, 2011",0,0,0,0,0,0,0,0,0,0,0,0,191.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-111.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feb, 2011",0,0,0,0,0,0,0,0,0,0,0,0,171.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mar, 2011",0,0,0,0,0,0,0,0,0,0,0,0,189.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apr, 2011",0,0,0,0,0,0,0,0,0,0,0,0,182.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-105.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"May, 2011",0,0,0,0,0,0,0,0,0,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jun, 2011",0,0,0,0,0,0,0,0,0,0,0,0,180.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-104.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul, 2011",0,0,0,0,0,0,0,0,0,0,0,0,185.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aug, 2011",0,0,0,0,0,0,0,0,0,0,0,0,184.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sep, 2011",0,0,0,0,0,0,0,0,0,0,0,0,177.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-102.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct, 2011",0,0,0,0,0,0,0,0,0,0,0,0,171.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov, 2011",0,0,0,0,0,0,0,0,0,0,0,0,175.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-101.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dec, 2011",0,0,0,0,0,0,0,0,0,0,0,0,180.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-104.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan, 2012",0,0,0,0,0,0,0,0,0,0,0,0,179.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-104.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feb, 2012",0,0,0,0,0,0,0,0,0,0,0,0,166.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mar, 2012",0,0,0,0,0,0,0,0,0,0,0,0,177.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-102.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apr, 2012",0,0,0,0,0,0,0,0,0,0,0,0,170.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"May, 2012",0,0,0,0,0,0,0,0,0,0,0,0,165.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jun, 2012",0,0,0,0,0,0,0,0,0,0,0,0,168.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul, 2012",0,0,0,0,0,0,0,0,0,0,0,0,173.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aug, 2012",0,0,0,0,0,0,0,0,0,0,0,0,172.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sep, 2012",0,0,0,0,0,0,0,0,0,0,0,0,165.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct, 2012",0,0,0,0,0,0,0,0,0,0,0,0,160.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov, 2012",0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dec, 2012",0,0,0,0,0,0,0,0,0,0,0,0,168.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan, 2013",0,0,0,0,0,0,0,0,0,0,0,0,167.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feb, 2013",0,0,0,0,0,0,0,0,0,0,0,0,150.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mar, 2013",0,0,0,0,0,0,0,0,0,0,0,0,165.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apr, 2013",0,0,0,0,0,0,0,0,0,0,0,0,159.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"May, 2013",0,0,0,0,0,0,0,0,0,0,0,0,154.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jun, 2013",0,0,0,0,0,0,0,0,0,0,0,0,157.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jul, 2013",0,0,0,0,0,0,0,0,0,0,0,0,162.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aug, 2013",0,0,0,0,0,0,0,0,0,0,0,0,161.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sep, 2013",0,0,0,0,0,0,0,0,0,0,0,0,155.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct, 2013",0,0,0,0,0,0,0,0,0,0,0,0,150.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov, 2013",0,0,0,0,0,0,0,0,0,0,0,0,153.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dec, 2013",0,0,0,0,0,0,0,0,0,0,0,0,157.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan, 2014",0,0,0,0,0,0,0,0,0,0,0,0,156.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feb, 2014",0,0,0,0,0,0,0,0,0,0,0,0,140.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mar, 2014",0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apr, 2014",0,0,0,0,0,0,0,0,0,0,0,0,149.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"May, 2014",0,0,0,0,0,0,0,0,0,0,0,0,144.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Jun, 2014",0,0,0,0,0,0,0,0,0,0,0,0,147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Jul, 2014",0,0,0,0,0,0,0,0,0,0,0,0,151.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Aug, 2014",0,0,0,0,0,0,0,0,0,0,0,0,150.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sep, 2014",0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Oct, 2014",0,0,0,0,0,0,0,0,0,0,0,0,140.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Nov, 2014",0,0,0,0,0,0,0,0,0,0,0,0,143.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Dec, 2014",0,0,0,0,0,0,0,0,0,0,0,0,147.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sep, 2014",0,0,0,0,0,0,0,0,0,0,0,0,145.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Oct, 2014",0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Nov, 2014",0,0,0,0,0,0,0,0,0,0,0,0,143.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Dec, 2014",0,0,0,0,0,0,0,0,0,0,0,0,147.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Dec, 2014",0,0,0,0,0,0,0,0,0,0,0,0,148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Dec, 2014",0,0,0,0,0,0,0,0,0,0,0,0,151.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Dec, 2014",0,0,0,0,0,0,0,0,0,0,0,0,151.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Mar, 2014",0,0,0,0,0,0,0,0,0,0,0,0,156.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Apr, 2014",0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87.7,0,0,0,0,0,0,0,0,0,0,0,0,0,
"May, 2014",0,0,0,0,0,0,0,0,0,0,0,0,146.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Jun, 2014",0,0,0,0,0,0,0,0,0,0,0,0,149.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.7,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Jul, 2014",0,0,0,0,0,0,0,0,0,0,0,0,153.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Aug, 2014",0,0,0,0,0,0,0,0,0,0,0,0,152.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.6,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Sep, 2014",0,0,0,0,0,0,0,0,0,0,0,0,146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.3,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Oct, 2014",0,0,0,0,0,0,0,0,0,0,0,0,142.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Nov, 2014",0,0,0,0,0,0,0,0,0,0,0,0,145.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.3,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Dec, 2014",0,0,0,0,0,0,0,0,0,0,0,0,149.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.7,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Dec, 2014",0,0,0,0,0,0,0,0,0,0,0,0,150.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87.3,0,0,0,0,0,0,0,0,0,0,0,0,,
"Sep, 2012",0,164.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Oct, 2012",0,159.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Nov, 2012",0,162.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Dec, 2012",0,167.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Jan, 2013",0,166.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Feb, 2013",0,149.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Mar, 2013",0,164.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Apr, 2013",0,158.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"May, 2013",0,153.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Jun, 2013",0,156.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Jul, 2013",0,160.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Aug, 2013",0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Sep, 2013",0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Oct, 2013",0,149.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Nov, 2013",0,152.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Dec, 2013",0,156.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Jan, 2014",0,155.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Feb, 2014",0,139.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Mar, 2014",0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Apr, 2014",0,148.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"May, 2014",0,143.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Jun, 2014",0,146.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Jul, 2014",0,150.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Aug, 2014",0,149.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Sep, 2014",0,144.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Oct, 2014",0,139.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
