Counterparty,Deal Num,Fin,Pub Code,Period,Quantity
COSTILLAENE,465844,P,IF-AGUA DULCE,04-MAY-2000,9631
SHORELINEGAS,465950,P,IF-HPL/SHPCHAN,04-MAY-2000,436
ASHERRES,465952,P,IF-HPL/SHPCHAN,04-MAY-2000,628
PICKETT-DW,465955,P,IF-AGUA DULCE,04-MAY-2000,103
BLACKSTOENE,465963,P,IF-TEXOMA,04-MAY-2000,3463
ENCINAGASPIP,465973,P,IF-HPL/SHPCHAN,04-MAY-2000,278
SUPERIOR,466029,P,IF-AGUA DULCE,04-MAY-2000,2049
CINERGYMARTRA,466048,P,IF-HPL/SHPCHAN,04-MAY-2000,357
ZACHRYEXP,466050,P,IF-AGUA DULCE,04-MAY-2000,132
PI,466055,P,IF-KING RANCH,04-MAY-2000,74
EQUISTARCHEL P,466249,P,IF-HPL/SHPCHAN,04-MAY-2000,-5000
PRIZEENERES,466625,P,IF-HPL/SHPCHAN,04-MAY-2000,1137
HPL-HPLC DESK,468805,P,GDC-KING RANCH,04-MAY-2000,18807
HPL-HPLC DESK,468806,P,GDC-KING RANCH,04-MAY-2000,-18807
SWIFT,469271,P,IF-HPL/SHPCHAN,04-MAY-2000,118
BASSENTPROCO,469298,P,IF-KATY/OASIS,04-MAY-2000,101
CALPINENATGAS,469342,P,IF-HPL/SHPCHAN,04-MAY-2000,670
MJG,469356,P,IF-HPL/SHPCHAN,04-MAY-2000,976
HOUSTONPETCOM,469563,P,IF-HPL/SHPCHAN,04-MAY-2000,24
KENNE,469567,P,IF-AGUA DULCE,04-MAY-2000,49
HUNT,469594,P,IF-KING RANCH,04-MAY-2000,76
MIDCONTINENENE,469609,P,IF-KING RANCH,04-MAY-2000,143
TOMLINSONTHOK,469877,P,IF-HPL/SHPCHAN,04-MAY-2000,85
WILMAR,469951,P,IF-HPL/SHPCHAN,04-MAY-2000,13
DOMINION,469956,P,IF-HPL/SHPCHAN,04-MAY-2000,68
PEGASUSOPE,469962,P,IF-AGUA DULCE,04-MAY-2000,70
HILLCORP,469972,P,IF-HPL/SHPCHAN,04-MAY-2000,136
PETRAOLECOR,469996,P,IF-HPL/SHPCHAN,04-MAY-2000,126
MARQUEE,470030,P,IF-HPL/SHPCHAN,04-MAY-2000,19
MARQUEE,470087,P,IF-HPL/SHPCHAN,04-MAY-2000,68
SHORELINEGAS,470217,P,IF-HPL/SHPCHAN,04-MAY-2000,739
LYTLECREEK,470278,P,IF-AGUA DULCE,04-MAY-2000,54
KAISER-FRANCIS,470673,P,IF-THOMPSONVILL,04-MAY-2000,119
AQUILASOUMAR,470932,P,IF-KATY/OASIS,04-MAY-2000,20000
MOBILOILCORPBR,470987,P,IF-NORAM/EAST,04-MAY-2000,-400
COBRAOPECOM,471303,P,IF-KATY/WOFLEX,04-MAY-2000,7736
CLIFFWOOOILGAS,471305,P,IF-THOMPSONVILL,04-MAY-2000,203
SANCHEZOILGAS,471833,P,IF-KATY/WOFLEX,04-MAY-2000,13744
DEWBREPETCOR,471891,P,IF-AGUA DULCE,04-MAY-2000,97
CMOPE,471904,P,IF-AGUA DULCE,04-MAY-2000,107
WELHAUSEOPECO,471942,P,IF-HPL/SHPCHAN,04-MAY-2000,13
WELHAUSEOPECO,471943,P,IF-HPL/SHPCHAN,04-MAY-2000,15
WELHAUSEOPECO,471944,P,IF-HPL/SHPCHAN,04-MAY-2000,15
WELHAUSEOPECO,471945,P,IF-HPL/SHPCHAN,04-MAY-2000,20
WELHAUSEOPECO,471946,P,IF-HPL/SHPCHAN,04-MAY-2000,1
EOGRES,472233,P,IF-THOMPSONVILL,04-MAY-2000,5000
CABOTOILGASMARK,472249,P,IF-AGUA DULCE,04-MAY-2000,18007
TEMAOILGAS,472322,P,IF-HPL/SHPCHAN,04-MAY-2000,769
MCCARWBJR,472339,P,IF-TX CITY LOOP,04-MAY-2000,247
HANSONPROCOM,472341,P,IF-HPL/SHPCHAN,04-MAY-2000,13
NEUMINPROCO,472342,P,IF-AGUA DULCE,04-MAY-2000,329
PINTEX,472356,P,IF-THOMPSONVILL,04-MAY-2000,195
FOURSQUARE,472379,P,IF-HPL/SHPCHAN,04-MAY-2000,1147
HILCORPENEI,472439,P,IF-HPL/SHPCHAN,04-MAY-2000,240
DREYFUS NG,472445,P,IF-THOMPSONVILL,04-MAY-2000,200
PANGRAPIP,472462,P,IF-HPL/SHPCHAN,04-MAY-2000,81
FAULCONE96LLC,472463,P,IF-TEXOMA,04-MAY-2000,195
WAGNEROILCOM,472471,P,IF-HPL/SHPCHAN,04-MAY-2000,900
TITANPET,472482,P,IF-HPL/SHPCHAN,04-MAY-2000,23
FOURSQUARE,472492,P,IF-HPL/SHPCHAN,04-MAY-2000,1523
FOURSQUARE,472493,P,IF-HPL/SHPCHAN,04-MAY-2000,311
REH,472537,P,IF-HPL/SHPCHAN,04-MAY-2000,194
SYNERGYOILGAS,472538,P,IF-VALLEY,04-MAY-2000,3418
COKINOS,472563,P,IF-HPL/SHPCHAN,04-MAY-2000,22
CONOCO,472566,P,IF-HPL/SHPCHAN,04-MAY-2000,98
STANCTALBOTT,472572,P,IF-AGUA DULCE,04-MAY-2000,705
HILLCORP,472577,P,IF-HPL/SHPCHAN,04-MAY-2000,1581
ONYX,472588,P,IF-AGUA DULCE,04-MAY-2000,27
CONOCO,472607,P,IF-HPL/SHPCHAN,04-MAY-2000,3941
CONOCO,472608,P,IF-HPL/SHPCHAN,04-MAY-2000,4933
SANDALWOOILGAS,472690,P,IF-AGUA DULCE,04-MAY-2000,463
BELLWEATHER,472696,P,IF-THOMPSONVILL,04-MAY-2000,239
BELLWEATHER,472697,P,IF-THOMPSONVILL,04-MAY-2000,240
PETROGLYENEDE,472715,P,IF-AGUA DULCE,04-MAY-2000,958
GULFCOAPIPCOR,472722,P,IF-HPL/SHPCHAN,04-MAY-2000,60
CARRIZOOILGAS,472752,P,IF-HPL/SHPCHAN,04-MAY-2000,3145
HSRESOURCESINC,472813,P,IF-HPL/SHPCHAN,04-MAY-2000,7722
HUGHES,472841,P,IF-THOMPSONVILL,04-MAY-2000,68
BELLWEATHER,472846,P,IF-AGUA DULCE,04-MAY-2000,399
HUGHES,472849,P,IF-AGUA DULCE,04-MAY-2000,311
STATES,472850,P,IF-HPL/SHPCHAN,04-MAY-2000,85
BELLWEATHER,472861,P,IF-AGUA DULCE,04-MAY-2000,176
OXY-USA,472866,P,IF-TEXOMA,04-MAY-2000,983
HUGHES,472869,P,IF-AGUA DULCE,04-MAY-2000,838
CEOPERATING,472875,P,IF-AGUA DULCE,04-MAY-2000,290
HUGHES,472879,P,IF-AGUA DULCE,04-MAY-2000,99
HUGHES,472895,P,IF-THOMPSONVILL,04-MAY-2000,37
HUGHES,472909,P,IF-KING RANCH,04-MAY-2000,2834
WAGNEROILCOM,472934,P,IF-AGUA DULCE,04-MAY-2000,562
EMBASSYNAT,472947,P,IF-THOMPSONVILL,04-MAY-2000,224
TEPEEPETCOM,472967,P,IF-AGUA DULCE,04-MAY-2000,11
BRYMERCON,472977,P,IF-HPL/SHPCHAN,04-MAY-2000,19
AURORARESCOR,472997,P,IF-HPL/SHPCHAN,04-MAY-2000,36
WILLIAMS-CLAY,473002,P,IF-A/S E.BEAUM,04-MAY-2000,60
BRISTOLRESCOR,473016,P,IF-AGUA DULCE,04-MAY-2000,264
NEUMINPROCO,473022,P,IF-FREEPORT,04-MAY-2000,694
HOUSTONRESCOR,473045,P,IF-A/S E.BEAUM,04-MAY-2000,146
REYNOLDSDRILL,473084,P,IF-TEXOMA,04-MAY-2000,81
CLIFFWOOOILGAS,473092,P,IF-THOMPSONVILL,04-MAY-2000,3303
HPL-HPLC DESK,473097,P,GDP-HPL/SHPCH,04-MAY-2000,-400
HPL-HPLC DESK,473098,P,GDP-NORAM-N/S,04-MAY-2000,400
CINERGYMARTRA,473101,P,IF-AGUA DULCE,04-MAY-2000,88
PETROMAC,473105,P,IF-AGUA DULCE,04-MAY-2000,45
OGA1991 L,473107,P,IF-TEXOMA,04-MAY-2000,326
SAMEDAN,473109,P,IF-A/S E.BEAUM,04-MAY-2000,549
PETRO-HUNT,473111,P,IF-HPL/SHPCHAN,04-MAY-2000,757
PETRO-HUNT,473112,P,IF-HPL/SHPCHAN,04-MAY-2000,94
ZINNPETCOM,473116,P,IF-VALLEY,04-MAY-2000,202
SAXETENELTD,473124,P,IF-THOMPSONVILL,04-MAY-2000,8546
NCENTRALOIL,473130,P,IF-TEXOMA,04-MAY-2000,15000
CROSSTEXENESER,473133,P,IF-HPL/SHPCHAN,04-MAY-2000,2
CAVALIEROILGAS,473137,P,IF-FREEPORT,04-MAY-2000,260
BRISTOLRESCOR,473145,P,IF-AGUA DULCE,04-MAY-2000,266
VALENCE,473170,P,IF-HPL/SHPCHAN,04-MAY-2000,7
SUEMAUREXPPRO,473173,P,IF-KING RANCH,04-MAY-2000,3222
COKINOS,473178,P,IF-HPL/SHPCHAN,04-MAY-2000,127
SUEMAUREXPPRO,473189,P,IF-KING RANCH,04-MAY-2000,427
PRIMEENECOR,473190,P,IF-HPL/SHPCHAN,04-MAY-2000,418
PRIMEENECOR,473191,P,IF-HPL/SHPCHAN,04-MAY-2000,255
PRIMEENECOR,473192,P,IF-HPL/SHPCHAN,04-MAY-2000,559
SUEMAUREXPPRO,473233,P,IF-KING RANCH,04-MAY-2000,35989
FAIRWAYSOFF,473234,P,IF-FREEPORT,04-MAY-2000,1153
SETEXOILCOM,473235,P,IF-TEXOMA,04-MAY-2000,56
PANGRAPIP,473245,P,IF-HPL/SHPCHAN,04-MAY-2000,454
WALTEROILGASCOR,473258,P,IF-AGUA DULCE,04-MAY-2000,350
HAMMANOILREFCOM,473265,P,IF-VALLEY,04-MAY-2000,39
UPSTREAMENESER,473268,P,IF-HPL/SHPCHAN,04-MAY-2000,2936
UPSTREAMENESER,473268,P,IF-HPL/SHPCHAN,04-MAY-2000,1327
CAGO,473289,P,IF-TEXOMA,04-MAY-2000,257
LOCINOILCOR,473296,P,IF-TEXOMA OFFER,04-MAY-2000,286
STRATCOOPECOM,473302,P,IF-AGUA DULCE,04-MAY-2000,125
DYNEGYMARAND,473315,P,IF-HPL/SHPCHAN,04-MAY-2000,8000
WAGNEROILCOM,473316,P,IF-AGUA DULCE,04-MAY-2000,964
TORCHRALPAR,473321,P,IF-TEXOMA,04-MAY-2000,348
EOGRESMAR,473339,P,IF-AGUA DULCE,04-MAY-2000,30000
MARQUEE,473347,P,IF-AGUA DULCE,04-MAY-2000,612
GMT,473481,P,IF-TEXOMA,04-MAY-2000,100
MCBEEOPECOM,473489,P,IF-TEXOMA,04-MAY-2000,7706
WALTEROILGASCOR,473492,P,IF-AGUA DULCE,04-MAY-2000,1439
HUGHES,473507,P,IF-THOMPSONVILL,04-MAY-2000,70
DECKEROPECOM,473519,P,IF-KING RANCH,04-MAY-2000,640
CAMOIL,473532,P,IF-AGUA DULCE,04-MAY-2000,750
TEXLANOILCOM,473560,P,IF-TEXOMA,04-MAY-2000,185
YATES,473567,P,IF-HPL/SHPCHAN,04-MAY-2000,3496
HOUSTON HYDRO,473577,P,IF-VALLEY,04-MAY-2000,8
STBENE,473598,P,IF-HPL/SHPCHAN,04-MAY-2000,171
RUTHERFORDOILCO,473703,P,IF-A/S E.BEAUM,04-MAY-2000,434
SHORELINEGAS,473742,P,IF-FREEPORT,04-MAY-2000,304
ENRON METHANOL,473807,P,GDP-HPL/SHPCH,04-MAY-2000,11526
OILGASTIT,473811,P,IF-KATY/WOFLEX,04-MAY-2000,165
TUCKERPETRO,473852,P,IF-HPL/SHPCHAN,04-MAY-2000,10
HALL-HSTN OIL,473856,P,IF-AGUA DULCE,04-MAY-2000,652
HASSIE_HUNT,473864,P,IF-AGUA DULCE,04-MAY-2000,88
NCENTRALOIL,474228,P,IF-A/S E.BEAUM,04-MAY-2000,1374
HRHPARLTD,474246,P,IF-THOMPSONVILL,04-MAY-2000,171
FOREST,474264,P,IF-KING RANCH,04-MAY-2000,6932
DYNAMIC,474288,P,IF-HPL/SHPCHAN,04-MAY-2000,90
RIOVISENE,474332,P,IF-HPL/SHPCHAN,04-MAY-2000,139
COBRAOILGASCOR,474378,P,IF-A/S E.BEAUM,04-MAY-2000,4743
BETTISBOYSTO,474392,P,IF-AGUA DULCE,04-MAY-2000,368
VINTAGEPIP,474601,P,IF-HPL/SHPCHAN,04-MAY-2000,72
ELPASOPROCO,474614,P,IF-HPL/SHPCHAN,04-MAY-2000,282
DIXIE,475753,P,IF-A/S EAST OFF,04-MAY-2000,-2000
TECOGASPRO,475916,P,IF-HPL/SHPCHAN,04-MAY-2000,7000
SWIFT,475925,P,IF-HPL/SHPCHAN,04-MAY-2000,2591
SANPATRICIO,476585,P,IF-AGUA DULCE,04-MAY-2000,188
TEPEEPETCOM,476647,P,IF-AGUA DULCE,04-MAY-2000,44
MARQUEE,476655,P,IF-AGUA DULCE,04-MAY-2000,69
DALE,476699,P,IF-AGUA DULCE,04-MAY-2000,521
MAYNARD,476734,P,IF-THOMPSONVILL,04-MAY-2000,5565
DECKEROPECOM,476768,P,IF-KING RANCH,04-MAY-2000,710
WALTEROILGASCOR,477512,P,IF-AGUA DULCE,04-MAY-2000,4912
PETROPROENE,477723,P,IF-AGUA DULCE,04-MAY-2000,578
PETROPROENE,477730,P,IF-AGUA DULCE,04-MAY-2000,604
SIMRAYOILGAS,477834,P,IF-HPL/SHPCHAN,04-MAY-2000,222
SHORELINEGAS,478536,P,IF-KING RANCH,04-MAY-2000,107
BETTISBOYSTO,479145,P,IF-HPL/SHPCHAN,04-MAY-2000,111
ENA-TEXAS DESK,483114,P,GDP-HPL/SHPCH,04-MAY-2000,-39239
HPL-HPLC DESK,483115,P,GDP-HPL/SHPCH,04-MAY-2000,39239
CODYTEXL P,484890,P,IF-AGUA DULCE,04-MAY-2000,7286
RIOVISENE,485285,P,IF-HPL/SHPCHAN,04-MAY-2000,564
RIOVISENE,485286,P,IF-HPL/SHPCHAN,04-MAY-2000,884
RIOVISENE,485287,P,IF-HPL/SHPCHAN,04-MAY-2000,853
RIOVISENE,485288,P,IF-HPL/SHPCHAN,04-MAY-2000,73
SIMRAYOILGAS,485289,P,IF-HPL/SHPCHAN,04-MAY-2000,100
SIMRAYOILGAS,485290,P,IF-HPL/SHPCHAN,04-MAY-2000,205
ENA-TEXAS DESK,486141,P,GDP-HPL/SHPCH,04-MAY-2000,93883
HPL-HPLC DESK,486142,P,GDP-HPL/SHPCH,04-MAY-2000,-93883
FIELDSEXP,486541,P,IF-THOMPSONVILL,04-MAY-2000,1
DEWBREPETCOR,486566,P,IF-THOMPSONVILL,04-MAY-2000,57
LYONDELL-CITGO,486601,P,IF-TX CITY LOOP,04-MAY-2000,-26283
EGP_FUELS,486893,P,IF-A/S EAST OFF,04-MAY-2000,-10570
ENRON METHANOL,486897,P,IF-A/S EAST OFF,04-MAY-2000,-39000
VALEROMARAND,488340,P,IF-A/S EAST OFF,04-MAY-2000,-35000
VALEROMARAND,488346,P,GDP-TXINT+2AFTA,04-MAY-2000,34777
VALEROMARAND,488352,P,IF-TX CITY LOOP,04-MAY-2000,-15000
VALEROMARAND,488354,P,GDP-HPL+2AFTH,04-MAY-2000,-5000
VALEROMARAND,488354,P,GDP-HPL+2AFTH,04-MAY-2000,-1232
VALEROMARAND,488363,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
VALEROMARAND,488374,P,GDP-TXINT+2AFTA,04-MAY-2000,29
HPL-HPLC DESK,489697,P,GDC-THOMPSONVIL,04-MAY-2000,70296
HPL-HPLC DESK,489698,P,GDC-THOMPSONVIL,04-MAY-2000,-70296
HPL-HPLC DESK,490105,P,GDP-FGT/Z1,04-MAY-2000,-1223
HPL-HPLC DESK,490109,P,GDP-FGT/Z1,04-MAY-2000,-1200
HPL-HPLC DESK,490510,P,GDC-TX CITYLOOP,04-MAY-2000,1200
HPL-HPLC DESK,490515,P,GDC-TX CITYLOOP,04-MAY-2000,1223
HAMPSHIRE,491133,P,IF-HPL/SHPCHAN,04-MAY-2000,-850
HPL-HPLC DESK,491273,P,GDC-AGAU DULCE,04-MAY-2000,-29312
HPL-HPLC DESK,491274,P,GDC-AGAU DULCE,04-MAY-2000,29312
PRIDEENECO,492254,P,IF-HPL/SHPCHAN,04-MAY-2000,42
LONZA,492861,P,IF-A/S EAST OFF,04-MAY-2000,-1000
SAMSONLONSTA,492983,P,IF-HPL/SHPCHAN,04-MAY-2000,48
HPL-HPLC DESK,493942,P,IF-HPL/SHPCHAN,04-MAY-2000,60
ENA-TEXAS DESK,493943,P,IF-HPL/SHPCHAN,04-MAY-2000,-60
DYNAMIC,494399,P,IF-AGUA DULCE,04-MAY-2000,10
ETOCO,494439,P,IF-KATY/WOFLEX,04-MAY-2000,1665
ETOCO,494517,P,IF-KATY/WOFLEX,04-MAY-2000,165
ETOCO,494574,P,IF-KATY/WOFLEX,04-MAY-2000,7109
ETOCO,494614,P,IF-KATY/WOFLEX,04-MAY-2000,2720
CERRITOGAMKTCO,495648,P,IF-HPL/SHPCHAN,04-MAY-2000,-4300
HPL-HPLC DESK,497237,P,GDP-HPL/SHPCH,04-MAY-2000,8000
ENA-TEXAS DESK,497238,P,GDP-HPL/SHPCH,04-MAY-2000,-8000
JAYMANCOM,497551,P,IF-TEXOMA,04-MAY-2000,20
LONGGARY,497642,P,IF-AGUA DULCE,04-MAY-2000,56
LONGGARY,497701,P,IF-AGUA DULCE,04-MAY-2000,13
RINCONPETCOR,498058,P,IF-AGUA DULCE,04-MAY-2000,831
VASTAR,498199,P,IF-THOMPSONVILL,04-MAY-2000,4971
UNITEDOIL,498868,P,IF-AGUA DULCE,04-MAY-2000,359
MITCHELLENECOR,498984,P,IF-A/S E.BEAUM,04-MAY-2000,3270
MITCHELLENECOR,499001,P,IF-A/S E.BEAUM,04-MAY-2000,445
ONYX,499017,P,IF-AGUA DULCE,04-MAY-2000,815
HPL-HPLC - IM ,499026,P,IF-HPL/SHPCHAN,04-MAY-2000,144234
HPL-HPLC DESK,499027,P,IF-HPL/SHPCHAN,04-MAY-2000,-144234
HPL-HPLC - IM ,499031,P,IF-HPL/SHPCHAN,04-MAY-2000,1039
HPL-HPLC DESK,499032,P,IF-HPL/SHPCHAN,04-MAY-2000,-1039
HPL-HPLC - IM ,499033,P,IF-HPL/SHPCHAN,04-MAY-2000,4026
HPL-HPLC DESK,499034,P,IF-HPL/SHPCHAN,04-MAY-2000,-4026
HPL-HPLC - IM ,499035,P,IF-HPL/SHPCHAN,04-MAY-2000,48861
HPL-HPLC DESK,499036,P,IF-HPL/SHPCHAN,04-MAY-2000,-48861
HPL-HPLC - IM ,499038,P,IF-HPL/SHPCHAN,04-MAY-2000,11651
HPL-HPLC DESK,499039,P,IF-HPL/SHPCHAN,04-MAY-2000,-11651
HPL-HPLC - IM ,499042,P,IF-HPL/SHPCHAN,04-MAY-2000,135024
HPL-HPLC DESK,499043,P,IF-HPL/SHPCHAN,04-MAY-2000,-135024
HPL-HPLC - IM ,499047,P,IF-HPL/SHPCHAN,04-MAY-2000,165860
HPL-HPLC DESK,499048,P,IF-HPL/SHPCHAN,04-MAY-2000,-165860
HPL-HPLC - IM ,499050,P,IF-HPL/SHPCHAN,04-MAY-2000,144922
HPL-HPLC DESK,499051,P,IF-HPL/SHPCHAN,04-MAY-2000,-144922
HPL-HPLC - IM ,499059,P,IF-HPL/SHPCHAN,04-MAY-2000,6985
HPL-HPLC DESK,499060,P,IF-HPL/SHPCHAN,04-MAY-2000,-6985
HPL-HPLC - IM ,499061,P,IF-HPL/SHPCHAN,04-MAY-2000,18895
HPL-HPLC DESK,499062,P,IF-HPL/SHPCHAN,04-MAY-2000,-18895
HPL-HPLC - IM ,499069,P,IF-HPL/SHPCHAN,04-MAY-2000,820
HPL-HPLC DESK,499070,P,IF-HPL/SHPCHAN,04-MAY-2000,-820
HPL-HPLC - IM ,499072,P,IF-HPL/SHPCHAN,04-MAY-2000,70
HPL-HPLC DESK,499073,P,IF-HPL/SHPCHAN,04-MAY-2000,-70
VICTORIAOP,499075,P,IF-AGUA DULCE,04-MAY-2000,36
HPL-HPLC - IM ,499077,P,IF-HPL/SHPCHAN,04-MAY-2000,1081
HPL-HPLC DESK,499079,P,IF-HPL/SHPCHAN,04-MAY-2000,-1081
HPL-HPLC - IM ,499081,P,IF-HPL/SHPCHAN,04-MAY-2000,4736
HPL-HPLC DESK,499082,P,IF-HPL/SHPCHAN,04-MAY-2000,-4736
HPL-HPLC - IM ,499090,P,IF-HPL/SHPCHAN,04-MAY-2000,200
HPL-HPLC DESK,499091,P,IF-HPL/SHPCHAN,04-MAY-2000,-200
HPL-HPLC - IM ,499094,P,IF-HPL/SHPCHAN,04-MAY-2000,444
HPL-HPLC DESK,499095,P,IF-HPL/SHPCHAN,04-MAY-2000,-444
TITANPET,499139,P,IF-KATY/WOFLEX,04-MAY-2000,27
PHILLIPS,499177,P,IF-THOMPSONVILL,04-MAY-2000,576
ENA-TEXAS DESK,499189,P,GDP-HPL/SHPCH,04-MAY-2000,5187
ENA-TEXAS DESK,499193,P,GDP-HPL/SHPCH,04-MAY-2000,1342
ENA-TEXAS DESK,499198,P,GDP-HPL/SHPCH,04-MAY-2000,100
ENA-TEXAS DESK,499200,P,GDP-HPL/SHPCH,04-MAY-2000,71
ENA-TEXAS DESK,499204,P,GDP-HPL/SHPCH,04-MAY-2000,41
GMTINC,499240,P,IF-TEXOMA,04-MAY-2000,945
EQUISTARCHEL P,499291,P,GDP-HPLRAFTA,04-MAY-2000,-4816
EQUISTARCHEL P,499292,P,GDP-HPLRAFTA,04-MAY-2000,-1238
EQUISTARCHEL P,499301,P,GDP-TXINT+2AFTA,04-MAY-2000,891
UPSTREAMENESER,499434,P,IF-HPL/SHPCHAN,04-MAY-2000,48
PHILLIPS,499515,P,IF-TX CITY LOOP,04-MAY-2000,3315
ENCINAGASPIP,499578,P,IF-AGUA DULCE,04-MAY-2000,5945
DALE,499994,P,IF-AGUA DULCE,04-MAY-2000,572
HPL-HPLC - IM ,500366,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
HPL-HPLC DESK,500367,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
EQUISTARCHEL P,500930,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
ENA-TEXAS DESK,505319,P,GDP-HPL/SHPCH,04-MAY-2000,11238
HPL-HPLC DESK,505320,P,GDP-HPL/SHPCH,04-MAY-2000,-11238
ENA-TEXAS DESK,505322,P,GDP-HPL/SHPCH,04-MAY-2000,38882
HPL-HPLC DESK,505323,P,GDP-HPL/SHPCH,04-MAY-2000,-38882
HPL-HPLC DESK,505406,P,GDP-HPL/SHPCH,04-MAY-2000,-5187
HPL-HPLC DESK,505407,P,GDP-HPL/SHPCH,04-MAY-2000,-1342
CESDUKENE,505408,P,IF-HPL/SHPCHAN,04-MAY-2000,41
HPL-HPLC DESK,505413,P,GDP-HPL/SHPCH,04-MAY-2000,-100
SHARPTHOH,505414,P,IF-CARTHAGE,04-MAY-2000,16
PANOLAPROCO,505415,P,IF-CARTHAGE,04-MAY-2000,7
HEADINGTONOIL,505417,P,IF-CARTHAGE,04-MAY-2000,11
HPL-HPLC DESK,505419,P,GDP-HPL/SHPCH,04-MAY-2000,-71
CESFRAA,505420,P,IF-CARTHAGE,04-MAY-2000,16
SPINNAKEEXPCO,505421,P,IF-HPL/SHPCHAN,04-MAY-2000,617
SHARPJAMA,505422,P,IF-CARTHAGE,04-MAY-2000,2
CESGRABOS,505425,P,IF-HPL/SHPCHAN,04-MAY-2000,68
SPINNAKEEXPCO,505426,P,GDP-HPL/SHPCH,04-MAY-2000,206
CESGRABOS,505427,P,IF-HPL/SHPCHAN,04-MAY-2000,10
HPL-HPLC DESK,505428,P,GDP-HPL/SHPCH,04-MAY-2000,-41
CESDEVENE,505431,P,IF-HPL/SHPCHAN,04-MAY-2000,1405
CESGRABOS,505432,P,IF-HPL/SHPCHAN,04-MAY-2000,2
CESMIDTEX01,505434,P,IF-HPL/SHPCHAN,04-MAY-2000,-712
CESMIDTEX01,505435,P,IF-HPL/SHPCHAN,04-MAY-2000,-1036
CESMIDTEX01,505437,P,IF-HPL/SHPCHAN,04-MAY-2000,-1310
CESDEVENE,505439,P,IF-HPL/SHPCHAN,04-MAY-2000,327
CESDEVENE,505441,P,IF-HPL/SHPCHAN,04-MAY-2000,857
EVANSROBP,505442,P,IF-CARTHAGE,04-MAY-2000,21
CESDEVENE,505443,P,IF-HPL/SHPCHAN,04-MAY-2000,88
CESDEVENE,505446,P,IF-HPL/SHPCHAN,04-MAY-2000,4254
SHARPSIDARG,505447,P,IF-CARTHAGE,04-MAY-2000,18
CESDEVENE,505448,P,IF-HPL/SHPCHAN,04-MAY-2000,180
SHELBYMIC,505450,P,IF-CARTHAGE,04-MAY-2000,53
CESDEVENE,505452,P,IF-HPL/SHPCHAN,04-MAY-2000,4478
CESGRABOS,505453,P,IF-HPL/SHPCHAN,04-MAY-2000,56
JOHNSONTOME,505456,P,IF-CARTHAGE,04-MAY-2000,18
CESDEVENE,505457,P,IF-CARTHAGE,04-MAY-2000,72176
HUNTPETCOR,505463,P,IF-HPL/SHPCHAN,04-MAY-2000,366
CESDEVENE,505468,P,IF-KATY/OASIS,04-MAY-2000,3263
DYNAMIC,505471,P,IF-HPL/SHPCHAN,04-MAY-2000,22
WEBB,505474,P,IF-CARTHAGE,04-MAY-2000,38
DAMUTHMALC,505479,P,IF-CARTHAGE,04-MAY-2000,6
CESGRABOS,505480,P,IF-HPL/SHPCHAN,04-MAY-2000,145
DAMUTHSTE,505481,P,IF-CARTHAGE,04-MAY-2000,6
CESGRABOS,505483,P,IF-HPL/SHPCHAN,04-MAY-2000,20
CESGRABOS,505485,P,IF-HPL/SHPCHAN,04-MAY-2000,5
CESDEVENE,505486,P,GDP-CARTHAGE,04-MAY-2000,9182
CESBH,505487,P,IF-CARTHAGE,04-MAY-2000,9
WILLIAMSTOMB,505488,P,IF-CARTHAGE,04-MAY-2000,17
CESBURCOR,505489,P,IF-CARTHAGE,04-MAY-2000,1338
CESJAMB,505491,P,IF-CARTHAGE,04-MAY-2000,9
NUGENTMARM,505492,P,IF-CARTHAGE,04-MAY-2000,9
CESJEAFIE,505493,P,IF-CARTHAGE,04-MAY-2000,15
CESTHOF,505495,P,IF-CARTHAGE,04-MAY-2000,1
CESBURI,505496,P,IF-CARTHAGE,04-MAY-2000,1
MCBRIDECHA1,505498,P,IF-CARTHAGE,04-MAY-2000,1
BURMANOILGAS,505511,P,IF-CARTHAGE,04-MAY-2000,1
CESDEVENE,505512,P,IF-THOMPSONVILL,04-MAY-2000,1220
CESDEVENE,505515,P,IF-THOMPSONVILL,04-MAY-2000,501
GOLLOBMICD,505516,P,IF-CARTHAGE,04-MAY-2000,12
ANDREWSEDWH,505517,P,IF-CARTHAGE,04-MAY-2000,2
COMEGYSWILIII,505518,P,IF-CARTHAGE,04-MAY-2000,11
ROBINSONELI,505519,P,IF-CARTHAGE,04-MAY-2000,7
FIELDSANN,505520,P,IF-CARTHAGE,04-MAY-2000,14
TIMMINSTH,505522,P,IF-CARTHAGE,04-MAY-2000,9
CESSANFE,505524,P,IF-HPL/SHPCHAN,04-MAY-2000,1
CESNATGAS01,505525,P,IF-HPL/SHPCHAN,04-MAY-2000,1
JENNINGSWL,505526,P,IF-HPL/SHPCHAN,04-MAY-2000,1
CESTXUENE,505530,P,IF-HPL/SHPCHAN,04-MAY-2000,-4238
CESDEVENE,505531,P,GDP-HPL/SHPCH,04-MAY-2000,122
CESDEVENE,505532,P,GDP-HPL/SHPCH,04-MAY-2000,71
CESDEVENE,505533,P,GDP-HPL/SHPCH,04-MAY-2000,25
