Gas,Contract,Receipt,Delivery,Scheduled,Timely,Evening,NonGrid,IDay1,IDay2,Final
Nov 24 2000 12:00AM,8255,58647,10487,2534,EPMPLM,EPMPLM,EPMPLM,PRR,PRR, 
Nov 24 2000 12:00AM,8255,58649,10487,3079,EPMPLM,PRD,PRD,PRD,PRD, 
Nov 24 2000 12:00AM,8255,58649,10487,9752,EPMPLM,EPMPLM,EPMPLM,EPMPLM,EPMPLM, 
Nov 24 2000 12:00AM,8255,58649,10487,3250,EPMPLM,EPMPLM,EPMPLM,EPMPLM,EPMPLM, 
Nov 24 2000 12:00AM,8255,58649,10487,637,EPMPLM,PRD,PRD,EPMPLM,PRD, 
Nov 24 2000 12:00AM,8255,58649,10487,3079,EPMPLM,PRD,PRD,PRD,PRD, 
Nov 24 2000 12:00AM,8255,58649,10487,2601,EPMPLM,EPMPLM,EPMPLM,EPMPLM,EPMPLM, 
Nov 24 2000 12:00AM,21165,56709,56698,135360,PRRPLM,PRRPLM,PRRPLM,PRRPLM,PRRPRDPRR, 
Nov 25 2000 12:00AM,8255,58646,10487,29020,EPMPLM,EPMPLM,EPMPLM,EPMPLM,EPMPLM, 
Nov 25 2000 12:00AM,8255,56709,10487,188680,PRR,PRR*,PRR*,PRR*,PRREPM, 
Nov 25 2000 12:00AM,8255,58649,10487,13623,EPMPLM,EPMPLM,EPMPLM,EPMPLM,EPMPLM, 
Nov 25 2000 12:00AM,8255,58647,10487,0,PRR,PRR,PRR,PRR,PRR, 
Nov 25 2000 12:00AM,8255,58649,10487,3205,EPMPLM,PRD,PRD,PRD,PRD, 
Nov 25 2000 12:00AM,8255,58649,10487,3432,EPMPLM,EPMPLM,EPMPLM,EPMPLM,EPMPLM, 
Nov 25 2000 12:00AM,8255,58649,10487,684,EPMPLM,PRD,PRD,EPMPLM,EPMPLM, 
Nov 25 2000 12:00AM,8255,58649,10487,3205,EPMPLM,PRD,PRD,PRD,PRD, 
Nov 25 2000 12:00AM,8255,58649,10487,2746,EPMPLM,EPMPLM,EPMPLM,EPMPLM,EPMPLM, 
Nov 25 2000 12:00AM,8255,58649,10487,10299,EPMPLM,EPMPLM,EPMPLM,EPMPLM,EPMPLM, 
Nov 25 2000 12:00AM,21165,56709,56698,142041,PRRPLM,PRRPLM,PRRPLM,PBRPRRPLM,PBRPRRPLM, 
Nov 25 2000 12:00AM,21165,0,56698,37,,,,, , 
Nov 26 2000 12:00AM,8255,58646,10487,42275,EPM*,PLM*,PLM,PLM*, , 
Nov 26 2000 12:00AM,8255,56709,10487,189422,PRR,PRR,PRR,PRR*,PRR*, 
Nov 26 2000 12:00AM,8255,58649,10487,19843,EPM,PLM*,PLM,PLM, , 
Nov 26 2000 12:00AM,8255,58647,10487,0,EPM,PRR,PRR,PRR,PRR, 
Nov 26 2000 12:00AM,8255,58649,10487,4464,EPM,PRD,PRD,PRD,PRD, 
Nov 26 2000 12:00AM,8255,58649,10487,5000,EPM,PLM,PLM,PLM*, , 
Nov 26 2000 12:00AM,8255,58649,10487,1000,EPM*,PRD,PRD,PRD, , 
Nov 26 2000 12:00AM,8255,58649,10487,4464,EPM,PRD,PRD,PRD,PRD, 
Nov 26 2000 12:00AM,8255,58649,10487,4000,EPM*,PLM,PLM,PLM, , 
Nov 26 2000 12:00AM,8255,58649,10487,15000,EPM*,PLM*,PLM,PLM, , 
Nov 26 2000 12:00AM,21165,56709,56698,147000,PRR,PRR,PRR,PRR*,PRR*, 
Nov 27 2000 12:00AM,8255,58646,10487,39997,PLM*,PLM,PLM,PBRPRRPLM,PBRPRRPLM, 
Nov 27 2000 12:00AM,8255,56709,10487,187984,PRR,PRR*,PRR*,PRR*,PRRPLM, 
Nov 27 2000 12:00AM,8255,58649,10487,19312,PLM*,PLM*,PLM,PLMCCR,PLMCCR, 
Nov 27 2000 12:00AM,8255,58647,10487,0,PLM,PRR,PRR,PRR,PRR, 
Nov 27 2000 12:00AM,8255,58649,10487,4482,PLM,PRD,PRD,PRD,PRD, 
Nov 27 2000 12:00AM,8255,58649,10487,4762,PLM*,PLM,PLM,PLMCCR,PRD, 
Nov 27 2000 12:00AM,8255,58649,10487,974,PLM*,PLM,PLM,PLMCCR,PLMCCR, 
Nov 27 2000 12:00AM,8255,58649,10487,14600,PLM,PLM*,PLM,PLMCCR,PLMCCR, 
Nov 27 2000 12:00AM,8255,58649,10487,3809,PLM*,PLM*,PLM,PLMCCR,PRD, 
Nov 27 2000 12:00AM,8255,58649,10487,4482,PLM,PRD,PRD,PRD,PRD, 
Nov 27 2000 12:00AM,21165,56709,56698,143181,PRRPLM,PRRPLM,PRRCCRPLM,PRRPLM,PRR*, 
Nov 28 2000 12:00AM,8255,58646,10487,49405, , , ,PRR,PRR, 
Nov 28 2000 12:00AM,8255,56709,10487,189853,PRR,PRR,PRR,PRR*,PRR*, 
Nov 28 2000 12:00AM,8255,58649,10487,19843, , , , , , 
Nov 28 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Nov 28 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Nov 28 2000 12:00AM,8255,58649,10487,1000, , , , , , 
Nov 28 2000 12:00AM,8255,58649,10487,15000, , , , , , 
Nov 28 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Nov 28 2000 12:00AM,8255,58649,10487,4000, , , , , , 
Nov 28 2000 12:00AM,21165,56709,56698,145635,PRR*,PRR*,PRR*,PRR*,PRR*, 
Nov 29 2000 12:00AM,8255,58647,10487,7113,PLM*,PLM*,PLM*,PRR,PRR, 
Nov 29 2000 12:00AM,8255,58646,10487,41564,PRRPLM,PRRPLM,PRRPLM,PRR,PRR, 
Nov 29 2000 12:00AM,8255,56709,10487,189659, ,PRR,PRR,PRR,PRR*, 
Nov 29 2000 12:00AM,8255,58649,10487,19352,PLM*,PLM,PLM*,CCR*,PLMCCR, 
Nov 29 2000 12:00AM,8255,58649,10487,4667,PLM*,PRD,PRDPLM,PRDCCR,PRD, 
Nov 29 2000 12:00AM,8255,58649,10487,4875,PLM*,PLM*,PLM*,CCR*,PLMCCR, 
Nov 29 2000 12:00AM,8255,58649,10487,976,PLM*,PLM,PLM*,CCR,PLMCCR, 
Nov 29 2000 12:00AM,8255,58649,10487,14630,PLM*,PLM*,PLM*,CCR,PLMCCR, 
Nov 29 2000 12:00AM,8255,58649,10487,4667,PLM*,PRD,PRDPLM,PRDCCR,PRD, 
Nov 29 2000 12:00AM,8255,58649,10487,3901,PLM*,PLM*,PLM*,CCR,PLMCCR, 
Nov 29 2000 12:00AM,21165,56709,56698,147890,PLM*,PRRPLM,PRRPLM,PRR*,PRR*, 
Nov 30 2000 12:00AM,8255,58649,10487,12675,CCD*,PLMCCR,PLMCCR,PLM*,PLM*, 
Nov 30 2000 12:00AM,8255,58646,10487,45426,PRRCCD,PRRPLM,PRRPLM,PRRPLM,PBRPRRPLM, 
Nov 30 2000 12:00AM,8255,56709,10487,189525, , , ,PRR*,PRR*, 
Nov 30 2000 12:00AM,8255,58649,10487,4611,CCD*,PRD,PRD,PRDPLM,PRDPLM, 
Nov 30 2000 12:00AM,8255,58649,10487,5638,CCD,PRD,PRD,PLM*,PLM*, 
Nov 30 2000 12:00AM,8255,58649,10487,4616,CCD*,PLMCCR,PLM,PLM*,PLM*, 
Nov 30 2000 12:00AM,8255,58649,10487,923,CCD,PLMCCR,PLM,PLM*,PLM*, 
Nov 30 2000 12:00AM,8255,58649,10487,13848,CCD*,PLMCCR,PLM,PLM*,PLM*, 
Nov 30 2000 12:00AM,8255,58649,10487,4611,CCD*,PRD,PRD,PRDPLM,PRDPLM, 
Nov 30 2000 12:00AM,8255,58649,10487,3693,CCD,PLMCCR,PLM,PLM*,PLM*, 
Nov 30 2000 12:00AM,21165,56709,56698,145955,CCD*,PRRPLM,PRRPLM,PRRPLM,PRRPLM, 
Dec 1 2000 12:00AM,8255,58647,10487,6163,EPM,PRR,PRR,PRR,PRR, 
Dec 1 2000 12:00AM,8255,58646,10487,39631,PBRPRREPM,PBR,PBR,PBR,PBR, 
Dec 1 2000 12:00AM,8255,58649,10487,48871,EPM*, , , , , 
Dec 1 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 1 2000 12:00AM,8255,58649,10487,5000,EPM*, , , , , 
Dec 1 2000 12:00AM,8255,58649,10487,1000,EPM*, , , , , 
Dec 1 2000 12:00AM,8255,58649,10487,2900,EPM*, , , , , 
Dec 1 2000 12:00AM,8255,58649,10487,1000,EPM*, , , , , 
Dec 1 2000 12:00AM,21165,56709,56698,147984,PRR,PRDPRR,PRDPRR,PRR*,PRR, 
Dec 2 2000 12:00AM,8255,58647,10487,10914, , , , , , 
Dec 2 2000 12:00AM,8255,56709,10487,190487, , , ,PRR,PRR, 
Dec 2 2000 12:00AM,8255,58649,10487,47808, , , , , , 
Dec 2 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 2 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 2 2000 12:00AM,8255,58649,10487,1000, , , , , , 
Dec 2 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 2 2000 12:00AM,21165,56709,56698,135114,PBR*,PRR,PRR,PRDPRR,PRR*, 
Dec 3 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 3 2000 12:00AM,8255,58647,10487,10914, , , , , , 
Dec 3 2000 12:00AM,8255,58649,10487,47687,PRR*,CCD,CCD,CCD,PRRCCD, 
Dec 3 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 3 2000 12:00AM,8255,58649,10487,4987,PRR*,PRD,PRD,CCD*,PRRPRD, 
Dec 3 2000 12:00AM,8255,58649,10487,998,PRR*,CCD,CCD,CCD*,PRR*, 
Dec 3 2000 12:00AM,8255,58649,10487,4987,PRR*,CCD,CCD,CCD*,PRRCCD, 
Dec 3 2000 12:00AM,21165,56709,56698,149998, , , , , , 
Dec 4 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 4 2000 12:00AM,8255,58647,10487,10914, , , , , , 
Dec 4 2000 12:00AM,8255,58649,10487,47705, , , , ,PRR*, 
Dec 4 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 4 2000 12:00AM,8255,58649,10487,4988, , , , ,PRR*, 
Dec 4 2000 12:00AM,8255,58649,10487,4988, , , , ,PRR*, 
Dec 4 2000 12:00AM,8255,58649,10487,998, , , , ,PRR*, 
Dec 4 2000 12:00AM,21165,56709,56698,149998, , , , , , 
Dec 5 2000 12:00AM,8255,58649,10487,28808, , , , , , 
Dec 5 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 5 2000 12:00AM,8255,58647,10487,10914, , , , , , 
Dec 5 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 5 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 5 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 5 2000 12:00AM,8255,58649,10487,20000, , , , , , 
Dec 5 2000 12:00AM,21165,56709,56698,149234, , , , ,PRR*, 
Dec 6 2000 12:00AM,8255,58649,10487,18808, , , , , , 
Dec 6 2000 12:00AM,8255,56709,10487,190226, , , , ,PRR*, 
Dec 6 2000 12:00AM,8255,58647,10487,10914, , , , , , 
Dec 6 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 6 2000 12:00AM,8255,58649,10487,10000, , , , , , 
Dec 6 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 6 2000 12:00AM,8255,58649,10487,20000, , , , , , 
Dec 6 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 6 2000 12:00AM,21165,56709,56698,145340, ,PRR,PRR,CCD,PRR*, 
Dec 7 2000 12:00AM,8255,58649,10487,38808, , , , , , 
Dec 7 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 7 2000 12:00AM,8255,58647,10487,10914, , , , , , 
Dec 7 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 7 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 7 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 7 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 7 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 7 2000 12:00AM,21165,56709,56698,149998, , , , , , 
Dec 8 2000 12:00AM,8255,58649,10487,3809, , , , , , 
Dec 8 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 8 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 8 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 8 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 8 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 8 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 8 2000 12:00AM,8255,58649,10487,30000, , , , , , 
Dec 8 2000 12:00AM,8255,58649,10487,10000, , , , , , 
Dec 8 2000 12:00AM,21165,56709,56698,149998, , , , , , 
Dec 9 2000 12:00AM,8255,58649,10487,21809, , , , , , 
Dec 9 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 9 2000 12:00AM,8255,58646,10487,37075,PRR,CCD,CCD,CCD,CCD, 
Dec 9 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 9 2000 12:00AM,8255,58649,10487,10000, , , , , , 
Dec 9 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 9 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 9 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 9 2000 12:00AM,8255,58649,10487,2000, , , , , , 
Dec 9 2000 12:00AM,8255,58649,10487,10000, , , , , , 
Dec 9 2000 12:00AM,21165,56709,56698,147196, , , ,PRR*,CCRCCD, 
Dec 10 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 10 2000 12:00AM,8255,58649,10487,21809, , , , , , 
Dec 10 2000 12:00AM,8255,58646,10487,36604,PRR,PRR,PRR,CCD,CCD, 
Dec 10 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 10 2000 12:00AM,8255,58649,10487,10000, , , , , , 
Dec 10 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 10 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 10 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 10 2000 12:00AM,8255,58649,10487,2000, , , , , , 
Dec 10 2000 12:00AM,8255,58649,10487,10000, , , , , , 
Dec 10 2000 12:00AM,21165,56709,56698,149998, , , , , , 
Dec 11 2000 12:00AM,8255,56709,10487,188970, , , ,PRR,CCD, 
Dec 11 2000 12:00AM,8255,58649,10487,21809, , , , , , 
Dec 11 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 11 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 11 2000 12:00AM,8255,58649,10487,10000, , , , , , 
Dec 11 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 11 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 11 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 11 2000 12:00AM,8255,58649,10487,2000, , , , , , 
Dec 11 2000 12:00AM,8255,58649,10487,10000, , , , , , 
Dec 11 2000 12:00AM,21165,56709,56698,148984, , , ,PRR,CCD, 
Dec 12 2000 12:00AM,8255,58649,10487,28807, , , , , , 
Dec 12 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 12 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 12 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 12 2000 12:00AM,8255,58649,10487,4000, , , , , , 
Dec 12 2000 12:00AM,8255,58649,10487,1000, , , , , , 
Dec 12 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 12 2000 12:00AM,8255,58649,10487,20000, , , , , , 
Dec 12 2000 12:00AM,21165,56709,56698,149998, , , , , , 
Dec 13 2000 12:00AM,8255,58647,10487,9182,PRR,PRR,PRR,CCD,CCD, 
Dec 13 2000 12:00AM,8255,58646,10487,34970, , , , , , 
Dec 13 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 13 2000 12:00AM,8255,58649,10487,49683, , , , , , 
Dec 13 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 13 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 13 2000 12:00AM,21165,56709,56698,147146, ,PRR*,PRR*,PRR*,PRR*, 
Dec 14 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 14 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 14 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 14 2000 12:00AM,8255,58649,10487,58558, , , , , , 
Dec 14 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 14 2000 12:00AM,21165,56709,56698,146117, ,PRR*,PRR*,PRR*,PRRCCRCCD, 
Dec 15 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 15 2000 12:00AM,8255,58649,10487,47983,PRR*,PRR*,PRR*,PRRCCD,PRRCCDCCR, 
Dec 15 2000 12:00AM,8255,58646,10487,39484,PBR*,CCD*,CCD,CCD*,CCD*, 
Dec 15 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 15 2000 12:00AM,8255,58649,10487,4915,PRR*,PRR*,PRR*,PRRCCD,PRRPRD, 
Dec 15 2000 12:00AM,8255,58649,10487,4915,PRR*,PRR*,PRR*,PRRCCD,PRRPRD, 
Dec 15 2000 12:00AM,21165,56709,56698,149891, ,PRR*,PRR*,CCD,CCRCCD, 
Dec 16 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 16 2000 12:00AM,8255,58649,10487,48808, , , , , , 
Dec 16 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 16 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 16 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 16 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 16 2000 12:00AM,21165,56709,56698,149998, , , , , , 
Dec 17 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 17 2000 12:00AM,8255,58649,10487,48808, , , , , , 
Dec 17 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 17 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 17 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 17 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 17 2000 12:00AM,21165,56709,56698,149998, , , , , , 
Dec 18 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 18 2000 12:00AM,8255,58649,10487,48808, , , , , , 
Dec 18 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 18 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 18 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 18 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 18 2000 12:00AM,21165,56709,56698,140420, , , ,PRR,PRR*, 
Dec 19 2000 12:00AM,8255,58647,10487,10914, , , , , , 
Dec 19 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 19 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 19 2000 12:00AM,8255,58649,10487,48808, , , , , , 
Dec 19 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 19 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 19 2000 12:00AM,21165,56709,56698,142229, , , ,PRR,PRR*, 
Dec 20 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 20 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 20 2000 12:00AM,8255,56709,10487,189452, , , , ,PRR, 
Dec 20 2000 12:00AM,8255,58649,10487,48808, , , , , , 
Dec 20 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 20 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 20 2000 12:00AM,21165,56709,56698,140976, , , ,PRR,PRR*, 
Dec 21 2000 12:00AM,8255,58647,10487,10914,PRR,PRR,PRR, , , 
Dec 21 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 21 2000 12:00AM,8255,56709,10487,186321, , , ,PRRCCR,CCR*, 
Dec 21 2000 12:00AM,8255,58649,10487,28808, , , , , , 
Dec 21 2000 12:00AM,8255,58649,10487,20000, , , , , , 
Dec 21 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 21 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 21 2000 12:00AM,21165,56709,56698,136819, , , ,PRRCCR,PRRCCR, 
Dec 22 2000 12:00AM,8255,58649,10487,43808, , , , , , 
Dec 22 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 22 2000 12:00AM,8255,58646,10487,38393,PRR,PRR,PRR,PRRCCD,PRRCCD, 
Dec 22 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 22 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 22 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 22 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 22 2000 12:00AM,21165,56709,56698,149665, , , ,PRR,CCD, 
Dec 23 2000 12:00AM,8255,58649,10487,43808, , , , , , 
Dec 23 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 23 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 23 2000 12:00AM,8255,58646,10487,38452,PRR,PRR,PRR,PRR,CCD, 
Dec 23 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 23 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 23 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 23 2000 12:00AM,21165,56709,56698,148936, , , ,PRR*,PRRCCD, 
Dec 24 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 24 2000 12:00AM,8255,58649,10487,43808, , , , , , 
Dec 24 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 24 2000 12:00AM,8255,58646,10487,39166,PRR,CCD,CCD,CCD,CCD, 
Dec 24 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 24 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 24 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 24 2000 12:00AM,21165,56709,56698,149998, , , , , , 
Dec 25 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 25 2000 12:00AM,8255,58649,10487,43808, , , , , , 
Dec 25 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 25 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 25 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 25 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 25 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 25 2000 12:00AM,21165,56709,56698,149997, , , , ,PRR, 
Dec 26 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 26 2000 12:00AM,8255,58649,10487,32508, , ,CCR*,CCR,CCR*, 
Dec 26 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 26 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 26 2000 12:00AM,8255,58649,10487,3711, , ,CCR*,CCR,PRDCCR, 
Dec 26 2000 12:00AM,8255,58649,10487,3710, , ,CCR*,CCR,CCR*, 
Dec 26 2000 12:00AM,8255,58649,10487,3711, , ,CCR*,CCR,PRDCCR, 
Dec 26 2000 12:00AM,21165,56709,56698,147823, , , ,PRR*,PRR*, 
Dec 27 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 27 2000 12:00AM,8255,58649,10487,24800, , , ,CCR*,CCR*, 
Dec 27 2000 12:00AM,8255,58647,10487,6164, , , , , , 
Dec 27 2000 12:00AM,8255,58646,10487,39631, , , , , , 
Dec 27 2000 12:00AM,8255,58649,10487,2830, , , ,CCR*,PRDCCR, 
Dec 27 2000 12:00AM,8255,58649,10487,2830, , , ,CCR*,PRDCCR, 
Dec 27 2000 12:00AM,8255,58649,10487,2830, , , ,CCR*,PRDCCR, 
Dec 27 2000 12:00AM,21165,56709,56698,146597, , , ,PRR*,PRR*, 
Dec 28 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 28 2000 12:00AM,8255,58649,10487,23398, ,PBR,PBRCCR,PBRCCR,PBRCCR, 
Dec 28 2000 12:00AM,8255,58647,10487,12696,PRR,PRR,PRR,PBRPRR,PBRPRR, 
Dec 28 2000 12:00AM,8255,58646,10487,34881, , ,PRR, , , 
Dec 28 2000 12:00AM,8255,58649,10487,2494, ,PBR,PBRCCR,PBRCCR,PBRCCR, 
Dec 28 2000 12:00AM,8255,58649,10487,2495, ,PBR,PBRCCR,PBRCCR,PBRPRDCCR, 
Dec 28 2000 12:00AM,21165,56709,56698,148230, , , ,PRR*,PRRCCR, 
Dec 29 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 29 2000 12:00AM,8255,58649,10487,46908, , , , , , 
Dec 29 2000 12:00AM,8255,58647,10487,12814, , , , , , 
Dec 29 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 29 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 29 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 29 2000 12:00AM,21165,56709,56698,149636, , , ,PRR*,PRR*, 
Dec 30 2000 12:00AM,8255,56709,10487,190999, , , , , , 
Dec 30 2000 12:00AM,8255,58649,10487,46908, , , , , , 
Dec 30 2000 12:00AM,8255,58647,10487,12814, , , , , , 
Dec 30 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 30 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 30 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 30 2000 12:00AM,8255,0,10487,649,, , , , , 
Dec 30 2000 12:00AM,21165,56709,56698,147565, , , ,PRR,PRR*, 
Dec 31 2000 12:00AM,8255,56709,10487,190370, , , , ,PRR, 
Dec 31 2000 12:00AM,8255,58649,10487,46908, , , , , , 
Dec 31 2000 12:00AM,8255,58647,10487,12814, , , , , , 
Dec 31 2000 12:00AM,8255,58646,10487,34881, , , , , , 
Dec 31 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 31 2000 12:00AM,8255,58649,10487,5000, , , , , , 
Dec 31 2000 12:00AM,8255,0,10487,15,,,,, , 
Dec 31 2000 12:00AM,21165,56709,56698,147935, , , , ,PRR*, 
