VaR,VaR,VaR,VaR,,Curve Shift,Curve Shift,Curve Shift,,,,,,,,,
2001-07-20 00:00:00,-20864729.8597156,-36644921.5845998,-73362834.6564391,,-2082089.46486729,-4269602.24397043,19015872.6008446,1900-01-06 00:00:00,-6000,3594.081916354171,,-2037454.7290783643,,,,
2001-07-23 00:00:00,-30932712.009792402,-39640723.073159695,-82989156.5925912,,-10564171.436806,-6167760.07753068,-10094695.514798699,1900-01-02 00:00:00,-5000,-4776.7525093816585,,-6863214.648370947,,,,
2001-07-24 00:00:00,-32930618.3441101,-34106736.7250931,-80390952.057937,,-18217877.9223172,-15072884.314012501,2582364.68418365,1900-01-03 00:00:00,-12000,4681.119853430999,,-4721540.436328445,,,,
2001-07-25 00:00:00,-47276024.7538843,-31726705.1798203,-83549342.4274128,,-39649669.9419967,-17036509.3552415,-69282142.2913391,1900-01-04 00:00:00,55000,33718.671993161595,,-9099532.6703991,,,,
2001-07-26 00:00:00,-29172941.4421337,-33330478.5592077,-73868775.92384669,,41112819.9528539,-17907057.4218456,14881514.3165318,1900-01-05 00:00:00,-12000,-2874.204509251642,,-12095706.373556573,,,,
2001-07-27 00:00:00,-17036541.6552782,-30824280.0161987,-63282290.6148387,,-9594081.91635417,16761061.5237469,15454347.8991795,1900-01-06 00:00:00,57000,6417.454898023701,,13053226.17891207,,,,
2001-07-30 00:00:00,-33520183.8000234,-28013290.2720499,-71732332.59380971,,-223247.49061834198,9709701.41610477,4325275.08715017,1900-01-02 00:00:00,-14000,-1244.126404647799,,10491026.669061832,,,,
2001-07-31 00:00:00,-37233509.8617147,-31401436.7144367,-78917992.6186087,,-16681119.853431,-26164550.642596297,-55748726.417691,1900-01-03 00:00:00,2000,3588.72094589989,,-18652387.376408704,,,,
2001-08-01 00:00:00,-29936253.9932961,-35026957.1957166,-77573424.29744379,,21281328.0068384,-3220538.82790466,41034986.7056623,1900-01-04 00:00:00,-11000,13455.1926079759,,1897774.8212359142,,,,
2001-08-02 00:00:00,-43209313.9863808,-44544538.3257858,-101057573.557149,,-9125795.490748359,2215650.80751799,-21847131.949736997,1900-01-05 00:00:00,5000,2082.01677819345,,-1433897.2223352848,,,,
2001-08-03 00:00:00,-35831169.2347527,-43000158.5526225,-93509253.2936159,,50582545.1019763,10663428.490492798,74531453.1762854,1900-01-06 00:00:00,-1000,554.3833786241998,,16871768.700381156,,,,
2001-08-06 00:00:00,-40804049.210764,-37656867.1622844,-90585019.3706997,,-12755873.5953522,-40415318.0574489,-51332830.9796269,1900-01-02 00:00:00,6000,3463.51501503941,,-33056151.365341503,,,,
2001-08-07 00:00:00,-30918692.8888289,-37109204.6406477,-81471428.6044817,,-1588720.94589989,4742817.70529655,1201982.08417283,1900-01-03 00:00:00,-46000,-15163.363321751604,,1897324.198449736,,,,
2001-08-08 00:00:00,-26434899.2750994,-29640155.008315,-67511884.6741159,,-24455192.6079759,-5231819.82624342,-18223540.606963802,1900-01-04 00:00:00,-98000,-15775.829487651907,,-3746076.3153884816,,,,
2001-08-09 00:00:00,-19867088.606194198,-29420177.0591398,-62101107.6545007,,2917983.22180655,-2384346.4950503,8867201.74317261,1900-01-05 00:00:00,29000,8135.051764895001,,-269077.14253077214,,,,
2001-08-10 00:00:00,-29980332.306149,-41989225.3516697,-70833968.4358545,,-1554383.3786242,286667.644147792,-11717413.0393373,1900-01-06 00:00:00,13000,2772.4373864526005,,-591509.1801344573,,,,
2001-08-13 00:00:00,-27382146.856402602,-38705349.019342594,-63974393.023576,,2536484.98496059,31465436.2615911,37304579.2518505,1900-01-02 00:00:00,21000,3504.1261581,,12610392.198127016,,,,
2001-08-14 00:00:00,-42075803.866219305,-38774880.6711791,-72631233.1719355,,-30836636.678248398,2691451.71532434,-15396746.3449874,1900-01-03 00:00:00,2000,1705.494073300003,,2989962.847415718,,,,
2001-08-15 00:00:00,-60159907.857258104,-41765211.058209896,-89936581.2764006,,-82224170.5123481,80220.893774759,-96690549.7911154,1900-01-04 00:00:00,38000,10816.848691000101,,18463666.84599505,,,,
2001-08-16 00:00:00,-42946682.5884104,-40755082.330047496,-75591040.4912703,,20864948.235105,-25583675.3571881,-2901670.74893656,1900-01-05 00:00:00,0,1935.9389339000002,,-4057999.4022252997,,,,
2001-08-17 00:00:00,-41345571.687097,-41238909.102757804,-77733684.68551789,,10227562.6135474,-14843387.2790545,-6138483.38073116,1900-01-06 00:00:00,10000,3122.2001249999803,,-5559016.591248276,,,,
2001-08-20 00:00:00,-36485235.405043095,-45469686.7170595,-82062106.1063102,,17495873.8419,899669.51655044,28684083.3843711,1900-01-02 00:00:00,8000,690.6779082000094,,-5355661.140150326,,,,
2001-08-21 00:00:00,-32678054.4436035,-48207886.0917432,-83996453.4361462,,294505.926699997,650301.369968619,-7966849.98291504,1900-01-03 00:00:00,20000,335.3622486999993,,3499242.867385301,,,,
2001-08-22 00:00:00,-29693722.6955885,-45988521.5306087,-80115201.0251255,,27183151.3089999,12891698.2712833,39254156.0497427,1900-01-04 00:00:00,-9000,1614.5076229000006,,10759450.707283614,,,,
2001-08-23 00:00:00,-31844882.5009875,-46911921.1806188,-86129064.3956009,,-1935938.9339,15943407.5940563,11932079.7874935,1900-01-05 00:00:00,-19000,6548.861294100003,,-3754530.692943183,,,,
2001-08-24 00:00:00,-26760349.7592833,-46063235.1177985,-77756341.9584351,,6877799.87500002,27570611.4155009,30320101.1007758,1900-01-06 00:00:00,-6000,-3615.1652699,,17882945.543143425,,,,
2001-08-27 00:00:00,-34200714.1168124,-44088491.9758458,-83809166.4669394,,7309322.09179999,39321837.7317428,58733685.4863368,1900-01-02 00:00:00,9000,-7656.5991221,,25786030.852844965,,,,
2001-08-28 00:00:00,-47154855.468741,-44444879.154637,-93988924.9048034,,19664637.7513,34971443.2547674,76774442.9580717,1900-01-03 00:00:00,-10000,1063.331132899999,,13334649.285231922,,,,
2001-08-29 00:00:00,-35596584.0520967,-33855178.4956425,-73492605.531407,,-10614507.6229,54901199.9549369,37354223.4088374,1900-01-04 00:00:00,-10000,3894.6869281,,54820906.09909419,,,,
2001-08-30 00:00:00,-32852291.6110637,-35753897.73697,-74089977.0638395,,-25548861.2941,-13173309.984578101,-46978485.7009156,1900-01-05 00:00:00,5000,6199.0256852,,-3130176.1383127216,,,,
2001-08-31 00:00:00,-34203873.5027323,-35468114.456767105,-74748175.5371749,,-2384834.7301,2838799.60485751,8652495.84466035,1900-01-06 00:00:00,26000,3644.6645777000012,,2155.5968213626184,,,,
2001-09-03 00:00:00,0,0,-13251811.3167115,,0,0,-1248982.12760188,1900-01-02 00:00:00,-38000,-6447.409968399999,,,,,,
2001-09-04 00:00:00,-31355772.628836397,-37107579.6905109,-76001661.026907,,16656599.1221,4653936.13444208,17746717.1204691,1900-01-03 00:00:00,-36000,106.36706500000582,,,,,,
2001-09-05 00:00:00,-34390582.934847005,-38441612.133979894,-77000973.7664901,,-11063331.1329,-8480076.57829954,-23471059.1599376,1900-01-04 00:00:00,438000,498889.9463612999,,,,,,
2001-09-06 00:00:00,-35422784.2047216,-41120826.7385807,-76739346.1552627,,-13894686.9281,-6529385.55472701,-16167011.7387957,1900-01-05 00:00:00,55000,4926.132185900096,,,,,,
2001-09-07 00:00:00,-38474320.8410262,-43500452.7232885,-81319368.3576378,,-1199025.6852,-478380.304097168,-13852617.0420694,1900-01-06 00:00:00,24000,5733.9100989,,,,,,
2001-09-10 00:00:00,-30102949.6553575,-44552141.8662545,-76536884.19590999,,22355335.4223,7250771.50839934,30847194.0628259,1900-01-02 00:00:00,37000,2002.445347799905,,,,,,
2001-09-11 00:00:00,0,0,-14350867.9817392,,0,0,-27207044.9794847,1900-01-03 00:00:00,-5000,2027.5964847999803,,,,,,
2001-09-12 00:00:00,-45888227.3029426,-37101070.0327583,-72196346.7446086,,-31552590.031600002,-25532714.350159403,-42034152.41200969,1900-01-04 00:00:00,5000,123.2102558000006,,,,,,
2001-09-13 00:00:00,-54711945.3079211,-36085660.5637141,-76586501.1000454,,-36106367.065,-32006196.344092302,-75868397.8792498,1900-01-05 00:00:00,66000,7010.5112738000025,,,,,,
2001-09-14 00:00:00,-43099630.8472415,-36585921.9228677,-65322299.6444172,,-60889946.3612999,-43837623.142367505,-94579179.35262969,1900-01-06 00:00:00,-16000,6817.544300599999,,,,,,
2001-09-17 00:00:00,-25038006.393483102,-51097322.4702278,-66521556.7957929,,50073867.814100005,6668498.72541887,51730297.6147435,1900-01-02 00:00:00,32000,5950.083724199998,,,,,,
2001-09-18 00:00:00,-18523852.009500403,-36257551.5015774,-53553433.72181,,18266089.9011,13600239.9697388,26203810.813480098,1900-01-03 00:00:00,10000,2663.4768652000002,,,,,,
2001-09-19 00:00:00,-20791475.213506497,-33970960.006962895,-54546346.9292663,,34997554.652200095,23314739.6011527,66747652.2477789,1900-01-04 00:00:00,-3000,953.6714735,,,,,,
2001-09-20 00:00:00,-40544785.7327939,-36120681.0498956,-72386336.8464892,,-7027596.48479998,6758274.14315417,-4035689.8319220897,1900-01-05 00:00:00,-10000,-1467.1477410999996,,,,,,
2001-09-21 00:00:00,-40789794.4398045,-36915521.7263989,-81013089.3480606,,4876789.7442,-6615585.10558243,-16172370.614598801,1900-01-06 00:00:00,1000,5791.1150434,,,,,,
2001-09-24 00:00:00,-41247197.0656633,-34958803.2411222,-77696366.6551609,,58989488.7262,27225346.0137556,76584928.5469027,1900-01-02 00:00:00,13000,-1212.6309908000003,,,,,,
2001-09-25 00:00:00,-54092892.7313184,-35249706.1465865,-95683998.3126128,,-22817544.3006,-7527184.45867355,-22947605.1927681,1900-01-03 00:00:00,-16000,-1570.5767846000017,,,,,,
2001-09-26 00:00:00,-19736427.663833,-36000089.3659498,-62174164.354759805,,26049916.2758,15461784.918972101,52938756.7364138,1900-01-04 00:00:00,37000,8863.118991299998,,,,,,
2001-09-27 00:00:00,-14985104.978653401,-32722117.9426654,-54384033.0864541,,7336523.1348,-1245487.47149337,4540142.64708592,1900-01-05 00:00:00,-2000,6176.55839989999,,,,,,
2001-09-28 00:00:00,-16673163.144762,-27829280.308358,-57437395.2404235,,-3953671.4735,-365303.90177848807,53057736.1227368,1900-01-06 00:00:00,-17000,-1009.446345100001,,,,,,
2001-10-01 00:00:00,-26612633.925227597,-23429925.7740135,-61055114.0172467,,-8532852.2589,7278633.31046382,-9086674.872406838,1900-01-02 00:00:00,-17000,-732.6262897000997,,,,,,
2001-10-02 00:00:00,-30706074.336610798,-26532436.9549673,-69173586.16346459,,-4791115.0434,7435303.246762291,957317.8696271359,1900-01-03 00:00:00,11000,7376.4076999,,,,,,
2001-10-03 00:00:00,-35310891.041754305,-22788131.5971042,-67939276.9825923,,14212630.9908,-11976476.2202989,-1250946.48248271,1900-01-04 00:00:00,36000,2490.835001322601,,,,,,
2001-10-04 00:00:00,-45106292.8766805,-20581451.1380335,-75200936.0522055,,-14429423.2154,-2965632.10435525,-28057814.5294953,1900-01-05 00:00:00,35000,4234.771638636397,,,,,,
2001-10-05 00:00:00,-42909283.4894148,-23781798.0750477,-76750959.88071561,,28136881.008700002,1446263.00486207,66435845.7353505,1900-01-06 00:00:00,-68000,3317.460285509602,,,,,,
2001-10-08 00:00:00,-45277978.2882854,-20688090.8491528,-77019645.6476951,,-8176558.39989999,-1931752.91821026,-16412327.9370568,1900-01-02 00:00:00,59000,9084.324469762301,,,,,,
2001-10-09 00:00:00,-53745596.0371991,-20581057.6329199,-84076442.5760515,,-15990553.6549,-4063214.90140387,-25195419.038242,1900-01-03 00:00:00,-30000,4199.495308320795,,,,,,
2001-10-10 00:00:00,-59142072.661592305,-18424885.791058797,-85856190.836229,,-16267373.7102999,-3194578.1649502,-4906538.18339011,1900-01-04 00:00:00,-59000,-4592.595506838108,,,,,,
2001-10-11 00:00:00,-63284578.1235065,-20205722.1771697,-96797210.6210393,,3611868.5781,2771504.66369952,12414749.3640917,1900-01-05 00:00:00,-21000,12033.264634622094,,,,,,
2001-10-12 00:00:00,-58029156.5216057,-23635375.5111723,-96779092.6146528,,33509164.998677403,-1917036.95693126,30746425.263531,1900-01-06 00:00:00,49000,-2990.0249335244007,,,,,,
2001-10-15 00:00:00,-45651688.510988005,-20986427.6578104,-80605861.6876066,,30765228.3613636,6386434.77274804,40816027.3844824,1900-01-02 00:00:00,-47000,-318.4686906171992,,,,,,
2001-10-16 00:00:00,-55508544.0348982,-21673646.087854497,-93436600.9738876,,-71317460.2855096,-12276228.168831998,-121398876.081332,1900-01-03 00:00:00,34000,14651.626882659297,,,,,,
2001-10-17 00:00:00,-50553991.1946951,-21251520.5732214,-85297902.4101619,,50068822.4149377,-3492176.69365585,62149357.5622264,1900-01-04 00:00:00,-18000,6281.635633377999,,,,,,
2001-10-18 00:00:00,-36647182.8978583,-17417229.6822546,-70249975.9081869,,-34199495.3083208,-3201457.48196604,-59818904.595762,1900-01-05 00:00:00,-30000,16560.090863672995,,,,,,
2001-10-19 00:00:00,-51881102.9198759,-22576065.6613206,-100296227.539226,,-54407404.493161894,-12529928.3367006,-90080810.4673472,1900-01-06 00:00:00,51000,14344.529394092002,,,,,,
2001-10-22 00:00:00,-56917104.370482996,-25837741.1783614,-106309421.560664,,-33033264.634622097,-10564682.1802465,-66989423.0351213,1900-01-02 00:00:00,-16000,-2176.7949766748006,,,,,,
2001-10-23 00:00:00,-38339795.9384883,-22215925.5247176,-79702554.16724549,,51990024.9335244,8408235.554781659,71688081.4687881,1900-01-03 00:00:00,12000,5995.851455699009,,,,,,
2001-10-24 00:00:00,-64656393.861062,-30727498.775075,-119098018.331798,,-46681531.3093828,-57861214.0127542,-134219744.79005602,1900-01-04 00:00:00,,,,,,,,
2001-10-25 00:00:00,-71005436.0330412,-29122474.6049095,-121559008.901449,,19348373.117340703,14128531.8598705,33806946.9929186,1900-01-05 00:00:00,,,,,,,,
2001-10-26 00:00:00,-41269182.7130769,-21022495.0410404,-78095644.1502946,,-24281635.633378,-11337988.2222413,-33308194.143888902,1900-01-06 00:00:00,,,,,,,,
2001-10-29 00:00:00,-37266906.734241895,-22557171.3225062,-72326648.473793,,-46560090.863672994,21529835.7605285,-39841373.913522705,1900-01-02 00:00:00,,,,,,,,
2001-10-30 00:00:00,-36388888.156477295,-22287844.3561644,-72106980.3269852,,36655470.605908,1915540.68863504,44253394.6082857,1900-01-03 00:00:00,,,,,,,,
2001-10-31 00:00:00,-28603548.300628,-21422372.698916398,-58401971.7047676,,-14537118.6567252,-4989704.79430273,-33630723.8499261,1900-01-04 00:00:00,,,,,,,,
2001-11-01 00:00:00,-17802193.1047087,-22135904.0185985,-61290867.9178684,,6125870.44260098,2217198.7032959,25194841.2663587,1900-01-05 00:00:00,,,,,,,,
2001-11-02 00:00:00,-34006200.0114427,-18887402.4816167,-51389836.911173604,,11316627.252852099,-1351995.4979239,31356366.4879959,1900-01-06 00:00:00,,,,,,,,
2001-11-05 00:00:00,-43691521.5817871,-20175858.3315462,-56814458.7978519,,45413749.0853186,-10615300.6459242,58680880.9518089,1900-01-02 00:00:00,,,,,,,,
2001-11-06 00:00:00,-54588462.4675609,-17672043.592194,-70440777.3361374,,14466435.937939601,10018437.042282801,17003214.912916802,1900-01-03 00:00:00,,,,,,,,
2001-11-07 00:00:00,-50494644.7165168,-18535673.3888157,-78860144.982535,,8272616.47037762,-8994790.93518981,-4305154.0888036005,1900-01-04 00:00:00,,,,,,,,
2001-11-08 00:00:00,-45845625.0898973,-21748788.8687057,-80709239.8946232,,-27305498.8592803,5169175.24092914,-31824361.069501597,1900-01-05 00:00:00,,,,,,,,
2001-11-09 00:00:00,-51825337.720768,-25286275.3643444,-91354611.6243702,,8702887.80493307,25284613.3940799,20753780.3287142,1900-01-06 00:00:00,,,,,,,,
2001-11-12 00:00:00,-56022266.8559113,-22578454.4369406,-92759477.078509,,54233272.542907506,-8368087.17947501,59796322.2214366,1900-01-02 00:00:00,,,,,,,,
2001-11-13 00:00:00,-56767313.9303281,-19479225.854904998,-85637016.5518649,,-32479916.838893797,-4500573.6352524,-37922229.598515294,1900-01-03 00:00:00,,,,,,,,
2001-11-14 00:00:00,-46926169.688723795,-20408893.502565898,-79389050.98188071,,36046842.414448395,-5133289.82027853,47400535.7719986,1900-01-04 00:00:00,,,,,,,,
2001-11-15 00:00:00,-53664533.109327994,-19562758.457181,-83204659.214664,,32231038.5405476,8216008.88644101,57891818.5181261,1900-01-05 00:00:00,,,,,,,,
2001-11-16 00:00:00,-68405182.4619674,-19270345.380311597,-97857801.9580463,,-26127433.066027798,-14948751.7725117,-40142738.025635704,1900-01-06 00:00:00,,,,,,,,
2001-11-19 00:00:00,-60535814.3261651,-20562710.792086698,-91920676.3418902,,-70740819.3126675,-14984132.7001269,-79038659.5891355,1900-01-02 00:00:00,,,,,,,,
2001-11-20 00:00:00,-55257693.183332495,-20352592.2245945,-87394198.7711924,,-22526055.7555262,-17032262.7178647,-49152254.3263914,1900-01-03 00:00:00,,,,,,,,
2001-11-21 00:00:00,-55044533.202374205,-18737013.3236819,-82639349.9024736,,-6537398.91947698,-40725391.4662843,-28427092.9339985,1900-01-04 00:00:00,,,,,,,,
2001-11-22 00:00:00,-55100651.700623,-18876320.6330873,-82968650.335801,,-6537398.91947698,-40725391.4662843,-18604303.566936802,1900-01-05 00:00:00,,,,,,,,
2001-11-23 00:00:00,-55154657.556802005,-18825753.1846384,-82459358.99119331,,-6537398.91947698,-40725391.4662843,-16098508.0076396,1900-01-06 00:00:00,,,,,,,,
2001-11-26 00:00:00,-67054116.8642122,-17435626.6157391,-82949542.2454612,,6007796.7485714,12450011.2086869,30716685.541839402,1900-01-02 00:00:00,,,,,,,,
2001-11-27 00:00:00,-55044018.6414802,-16819972.0602155,-66685945.410871,,-3782954.61235302,15863722.5590789,1427990.80033536,1900-01-03 00:00:00,,,,,,,,
2001-11-28 00:00:00,-49589124.1632195,-17106263.250243697,-67319942.4150563,,56062429.9922716,-9568022.57638814,42181190.1735764,1900-01-04 00:00:00,,,,,,,,
2001-11-29 00:00:00,-57230706.5062701,-16804512.1615961,-73340233.85615359,,45612668.1114369,14184983.0075168,57194881.7972065,1900-01-05 00:00:00,,,,,,,,
2001-11-30 00:00:00,-68530350.8895945,-15796068.1684153,-79346750.2551363,,-51248960.7251264,-10142380.2456207,-57283443.9556702,1900-01-06 00:00:00,,,,,,,,
2001-12-03 00:00:00,-72754819.40818709,-14067429.4571278,-84716509.6044237,,-16074923.4926,18169352.5165934,55002638.591571204,1900-01-02 00:00:00,,,,,,,,
2001-12-04 00:00:00,-66374619.0442492,-14529692.242507601,-91743789.51876989,,17124846.1032,-518829.702114633,41373455.9857268,1900-01-03 00:00:00,,,,,,,,
2001-12-05 00:00:00,-56414865.1844635,-20945325.8700046,-96125181.7888982,,14259622.387999998,-19082101.3265185,32697997.7724914,1900-01-04 00:00:00,,,,,,,,
2001-12-06 00:00:00,-57188417.9216058,-21125344.5384697,-95909288.36921701,,-18251750.9633,-8200879.24630162,-2199164.62777725,1900-01-05 00:00:00,,,,,,,,
2001-12-07 00:00:00,-53270004.8333283,-17156813.0359178,-87631045.5548457,,9021584.28392795,-5333030.49218501,27794149.001352802,1900-01-06 00:00:00,,,,,,,,
2001-12-10 00:00:00,-57056752.625765204,-50108421.2837001,-120376547.91349299,,-25143593.6235307,-28790702.360831,-58174983.9104141,1900-01-02 00:00:00,,,,,,,,
2001-12-11 00:00:00,-57923735.321927994,-53426150.3530954,-126047748.714689,,-5465218.28155696,29231442.6732761,10783077.2393713,1900-01-03 00:00:00,,,,,,,,
,,,,TOTAL,26430702.042552266,851485336.0669322,1008868512.2343565,,,,,,,,,
