Day EndingVolume,,,,,,,,,,,
,,,Blanco - Norhtwest Pipeline,,,TransColorado I/C,,,Bloomfield Fuel,,
,,2001-12-25,1011.2982000000001,1014.432,1007.634,1021.2996,1022.9630000000001,1018.48,1007.1508,1013.3810000000001,1003.724
,,2001-12-26,1012.4156,1015.585,1008.653,1021.1071000000001,1023.582,1019.3180000000001,1007.7947,1010.71,1004.407
,,2001-12-27,1013.2858,1020.263,1009.672,1021.7142,1024.318,1020.143,1008.6495000000001,1012.355,1006.181
,,2001-12-28,1013.2657,1015.97,1010.999,1022.2536,1025.198,1018.7040000000001,1009.5360000000001,1012.2030000000001,1008.1270000000001
,,2001-12-29,1011.6022,1031.675,1008.185,1020.6417,1025.015,1017.1310000000001,1005.9662000000001,1008.701,1005.2
,,2001-12-30,1011.9302,1013.327,1008.729,1021.0863,1022.224,1003.0260000000001,1005.9308000000001,1007.051,1004.255
,,2001-12-31,1010.7939,1016.508,1005.845,1020.0840000000001,1024.578,1012.303,1005.7408,1007.291,1004.3130000000001
,,2002-01-01,1009.5690000000001,1012.211,1006.4540000000001,1021.8939,1024.515,1017.553,1006.2092,1007.4110000000001,1003.52
,,2002-01-02,1010.3793000000001,1012.076,1008.354,1025.8048000000001,1030.971,1022.3180000000001,1006.1392000000001,1008.4820000000001,1003.687
,,2002-01-03,1010.3931,1014.5730000000001,1006.585,1030.4349,1033.742,1028.1490000000001,1005.9313000000001,1007.9630000000001,1003.9190000000001
,,2002-01-04,1011.1069,1013.4970000000001,1008.81,1030.8916000000002,1035.662,1028.041,1006.4248,1010.6260000000001,1004.642
,,2002-01-05,1009.5203,1013.696,1003.211,1029.3517,1035.664,1024.368,1007.7142,1014.192,1003.115
,,2002-01-06,1009.1816,1010.931,1007.864,1026.4491,1029.8990000000001,1006.666,1006.9936,1009.1210000000001,1005.61
,,2002-01-07,1009.3148000000001,1013.504,1005.6990000000001,1025.2258,1029.203,1021.024,1006.4894,1008.773,1004.346
,,2002-01-08,1008.8563,1012.0310000000001,1006.724,1021.9355,1027.193,1019.3660000000001,1005.6613000000001,1010.291,1003.849
,,2002-01-09,1009.7319,1018.805,1005.345,1021.2437000000001,1024.934,1018.0780000000001,1005.58,1008.403,1002.96
,,2002-01-10,1007.6766,1011.13,1004.971,1020.5877,1023.595,1018.045,1004.9888000000001,1008.36,1003.2080000000001
,,2002-01-11,1007.5157,1010.3760000000001,1002.8670000000001,1021.9197,1028.6380000000001,1010.253,1005.0334,1007.772,1001.558
,,2002-01-12,1007.9866000000001,1011.5880000000001,1002.214,1020.4017,1023.295,1018.248,1005.3361000000001,1009.609,1002.25
,,2002-01-13,1007.3458,1010.095,1003.08,1018.485,1021.163,1015.226,1004.4081000000001,1006.912,1001.839
,,2002-01-14,1008.8548000000001,1012.4970000000001,1006.3660000000001,1017.8597000000001,1021.7320000000001,1014.196,1005.7408,1007.97,1003.9620000000001
,,2002-01-15,1007.3376000000001,1013.999,1001.268,1018.0074000000001,1021.369,1002.976,1004.9670000000001,1009.601,1001.7860000000001
,,2002-01-16,1008.3568,1010.888,1005.951,1018.3297,1024.972,1014.5590000000001,1005.8502000000001,1007.44,1003.676
,,2002-01-17,1007.8671,1010.0830000000001,1005.383,1018.1703,1024.188,1009.873,1005.7294,1010.9390000000001,1003.346
,,2002-01-18,1007.0331000000001,1008.7220000000001,1005.1740000000001,1018.8344000000001,1022.801,1016.282,1005.215,1008.35,1003.275
,,2002-01-19,1004.9506,1007.5160000000001,1002.043,1020.3934,1024.6570000000002,1010.898,1003.6821,1005.0020000000001,1002.295
,,2002-01-20,1005.6588,1006.998,1003.633,1020.1155,1024.826,1017.308,1004.4036000000001,1005.3180000000001,1003.303
,,2002-01-21,1006.1895000000001,1007.435,1003.759,1019.6898000000001,1022.793,1004.537,1004.0106000000001,1006.0110000000001,1002.0930000000001
,,2002-01-22,1006.5572000000001,1010.135,1000.24,1021.0182000000001,1028.297,1017.782,1004.7018,1006.0210000000001,1000.6460000000001
,,2002-01-23,1006.0529,1008.51,1004.101,1019.9845,1021.8610000000001,1017.548,1004.8679000000001,1008.3660000000001,1003.091
,,2002-01-24,1007.4418000000001,1010.267,1004.34,1020.5606,1027.375,1008.0390000000001,1004.2368,1006.624,1002.5390000000001
,,2002-01-25,1007.5017,1008.696,1005.0210000000001,1019.4886,1022.655,1005.999,1004.3955000000001,1009.815,1002.582
,,2002-01-26,1007.2051,1010.7080000000001,1004.2320000000001,1016.5482000000001,1019.7360000000001,1010.282,1004.8237,1007.09,1002.974
,,2002-01-27,1006.8121000000001,1009.405,1003.148,1017.5906,1021.413,1014.816,1004.5416,1005.9820000000001,1003.0790000000001
,,2002-01-28,1007.5222,1011.3620000000001,1004.7420000000001,1015.6114,1018.9870000000001,1011.634,1006.2792000000001,1008.5540000000001,1004.825
,,2002-01-29,1007.4177000000001,1009.47,1006.0540000000001,1017.4155000000001,1020.758,1010.993,1004.7993,1007.923,1003.321
,,2002-01-30,1007.125,1008.2860000000001,1005.8240000000001,1020.0464000000001,1025.313,1016.5070000000001,1005.4559,1007.5540000000001,1004.125
,,2002-01-31,1007.1824,1009.4380000000001,1001.224,1019.8429000000001,1026.132,1009.753,1005.1577000000001,1008.545,1002.542
,,2002-02-01,1007.5296000000001,1009.768,1005.4630000000001,1020.9774000000001,1030.351,1016.5060000000001,1005.3722,1009.29,1002.263
,,2002-02-02,1005.7715000000001,1009.034,1003.162,1024.694,1029.553,1018.6880000000001,1003.9807000000001,1005.581,1002.47
,,2002-02-03,1005.6959,1008.018,998.1468000000001,1028.2256,1030.814,1025.67,1004.8281000000001,1005.8,999.9293
,,2002-02-04,1006.5082000000001,1007.476,1003.791,1027.9723000000001,1033.102,1024.017,1004.6083000000001,1008.192,1003.394
,,2002-02-05,1006.6021000000001,1010.456,994.3781,1028.5247,1031.478,1026.118,1004.7512,1007.0830000000001,998.3849
,,2002-02-06,1006.4835,1011.745,1003.856,1027.1167,1029.598,1025.04,1005.6233000000001,1009.784,1003.889
,,2002-02-07,1008.3287,1013.44,1005.553,1027.9163,1033.653,1022.4720000000001,1006.3057,1010.2330000000001,1004.779
,,2002-02-08,1009.3599,1012.404,1007.407,1026.3931,1031.548,1024.332,1006.0682,1009.635,1004.6690000000001
,,2002-02-09,1006.8595,1008.649,1002.3470000000001,1023.9372000000001,1026.813,1021.0640000000001,1003.5541000000001,1005.485,1002.099
,,2002-02-10,1006.7261000000001,1008.201,1005.032,1026.7133000000001,1031.044,1021.7460000000001,1004.1322,1005.701,1001.658
,,2002-02-11,1006.5645000000001,1007.9620000000001,1004.8910000000001,1026.8541,1030.922,1024.478,1005.0475,1008.825,1002.55
,,2002-02-12,1007.8749,1011.19,1005.0920000000001,1025.5692000000001,1030.8,1016.2760000000001,1004.4691,1006.2330000000001,1000.918
,,2002-02-13,1008.6655000000001,1010.244,1005.678,1028.2178000000001,1031.62,1025.315,1007.5391000000001,1009.575,1003.525
,,2002-02-14,1007.4479,1012.4540000000001,1004.123,1029.579,1034.079,1024.531,1006.1152000000001,1008.3370000000001,1003.73
,,2002-02-15,1007.4013,1011.25,1004.1310000000001,1028.7373,1032.48,1023.9090000000001,1006.4683,1008.384,1003.7560000000001
,,2002-02-16,1005.8691,1015.6270000000001,1002.421,1028.4916,1034.765,1023.729,1004.8976,1009.186,1003.0640000000001
,,2002-02-17,1004.4922,1008.4290000000001,1002.546,1026.6157,1032.143,1023.316,1004.3331000000001,1006.1790000000001,1003.2710000000001
,,2002-02-18,1004.9401,1006.7270000000001,1002.601,1027.1766,1028.575,1025.3410000000001,1004.3438000000001,1005.687,1003.3570000000001
,,2002-02-19,1007.1464000000001,1012.105,1003.64,1029.4399,1034.225,1027.14,1004.6721,1007.743,1003.21
