YEAR,MONTH,DAY,SumOfSum Of UTILIZED_CAPACITY_QTY,EFFECTIVE_DTM By Day
2001,10,13,41831,"Saturday, October 13, 2001"
2001,10,14,47901,"Sunday, October 14, 2001"
2001,10,15,48064,"Monday, October 15, 2001"
2001,10,16,77923,"Tuesday, October 16, 2001"
2001,10,17,91875,"Wednesday, October 17, 2001"
2001,10,18,68697,"Thursday, October 18, 2001"
2001,10,19,44351,"Friday, October 19, 2001"
2001,10,20,46661,"Saturday, October 20, 2001"
2001,10,21,86065,"Sunday, October 21, 2001"
2001,10,22,75694,"Monday, October 22, 2001"
2001,10,23,90137,"Tuesday, October 23, 2001"
2001,10,24,101429,"Wednesday, October 24, 2001"
2001,10,25,45131,"Thursday, October 25, 2001"
2001,10,26,47706,"Friday, October 26, 2001"
2001,10,27,64478,"Saturday, October 27, 2001"
2001,10,28,88751,"Sunday, October 28, 2001"
2001,10,29,98864,"Monday, October 29, 2001"
2001,10,30,60885,"Tuesday, October 30, 2001"
2001,10,31,41251,"Wednesday, October 31, 2001"
2001,11,1,41100,"Thursday, November 01, 2001"
2001,11,2,41100,"Friday, November 02, 2001"
2001,11,3,40954,"Saturday, November 03, 2001"
2001,11,5,60479,"Monday, November 05, 2001"
2001,11,7,112291,"Wednesday, November 07, 2001"
