,HSC,HSC,HSC,HSC,WAHA,WAHA,WAHA,PERMIAN,PERMIAN,PERMIAN,,,,,
,2018-11-01 00:00:00,-0.0225,-0.06,-0.07,,5.3295,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2018-12-01 00:00:00,-0.045,-0.06,-0.07,,5.4775,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2019-01-01 00:00:00,-0.0475,-0.06,-0.07,,5.575,0.09750000000000014,,-0.0475,-0.06,-0.07,,,,
,2019-02-01 00:00:00,-0.03,-0.06,-0.07,,5.47,-0.10500000000000043,,-0.03,-0.06,-0.07,,,,
,2019-03-01 00:00:00,-0.0175,-0.06,-0.07,,5.334,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2019-04-01 00:00:00,0.02,-0.06,-0.07,,5.18,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2019-05-01 00:00:00,0.02,-0.06,-0.07,,5.195,0.015000000000000568,,0.02,-0.06,-0.07,,,,
,2019-06-01 00:00:00,0.025,-0.06,-0.07,,5.233,0.03799999999999937,,0.025,-0.06,-0.07,,,,
,2019-07-01 00:00:00,0.0275,-0.06,-0.07,,5.278,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2019-08-01 00:00:00,0.03,-0.06,-0.07,,5.316,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2019-09-01 00:00:00,0.0225,-0.06,-0.07,,5.31,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2019-10-01 00:00:00,0.0125,-0.06,-0.07,,5.31,0,,0.0125,-0.06,-0.07,,,,
,2019-11-01 00:00:00,-0.0225,-0.06,-0.07,,5.462,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2019-12-01 00:00:00,-0.045,-0.06,-0.07,,5.61,0.14800000000000058,,-0.045,-0.06,-0.07,,,,
,2020-01-01 00:00:00,-0.0475,-0.06,-0.07,,5.7075,0.09749999999999925,,-0.0475,-0.06,-0.07,,,,
,2020-02-01 00:00:00,-0.03,-0.06,-0.07,,5.6025,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2020-03-01 00:00:00,-0.0175,-0.06,-0.07,,5.4665,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2020-04-01 00:00:00,0.02,-0.06,-0.07,,5.3125,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2020-05-01 00:00:00,0.02,-0.06,-0.07,,5.3275,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2020-06-01 00:00:00,0.025,-0.06,-0.07,,5.3655,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2020-07-01 00:00:00,0.0275,-0.06,-0.07,,5.4105,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2020-08-01 00:00:00,0.03,-0.06,-0.07,,5.4485,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2020-09-01 00:00:00,0.0225,-0.06,-0.07,,5.4425,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2020-10-01 00:00:00,0.0125,-0.06,-0.07,,5.4425,0,,0.0125,-0.06,-0.07,,,,
,2020-11-01 00:00:00,-0.0225,-0.06,-0.07,,5.5945,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2020-12-01 00:00:00,-0.045,-0.06,-0.07,,5.7425,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2021-01-01 00:00:00,-0.0475,-0.06,-0.07,,5.84,0.09750000000000014,,-0.0475,-0.06,-0.07,,,,
,2021-02-01 00:00:00,-0.03,-0.06,-0.07,,5.735,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2021-03-01 00:00:00,-0.0175,-0.06,-0.07,,5.599,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2021-04-01 00:00:00,0.02,-0.06,-0.07,,5.445,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2021-05-01 00:00:00,0.02,-0.06,-0.07,,5.46,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2021-06-01 00:00:00,0.025,-0.06,-0.07,,5.498,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2021-07-01 00:00:00,0.0275,-0.06,-0.07,,5.543,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2021-08-01 00:00:00,0.03,-0.06,-0.07,,5.581,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2021-09-01 00:00:00,0.0225,-0.06,-0.07,,5.575,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2021-10-01 00:00:00,0.0125,-0.06,-0.07,,5.575,0,,0.0125,-0.06,-0.07,,,,
,2021-11-01 00:00:00,-0.0225,-0.06,-0.07,,5.727,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2021-12-01 00:00:00,-0.045,-0.06,-0.07,,5.875,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2022-01-01 00:00:00,-0.0475,-0.06,-0.07,,5.9725,0.09750000000000014,,-0.0475,-0.06,-0.07,,,,
,2022-02-01 00:00:00,-0.03,-0.06,-0.07,,5.8675,-0.10500000000000043,,-0.03,-0.06,-0.07,,,,
,2022-03-01 00:00:00,-0.0175,-0.06,-0.07,,5.7315,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2022-04-01 00:00:00,0.02,-0.06,-0.07,,5.5775,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2022-05-01 00:00:00,0.02,-0.06,-0.07,,5.5925,0.015000000000000568,,0.02,-0.06,-0.07,,,,
,2022-06-01 00:00:00,0.025,-0.06,-0.07,,5.6305,0.03799999999999937,,0.025,-0.06,-0.07,,,,
,2022-07-01 00:00:00,0.0275,-0.06,-0.07,,5.6755,0.04500000000000082,,0.0275,-0.06,-0.07,,,,
,2022-08-01 00:00:00,0.03,-0.06,-0.07,,5.7135,0.03799999999999937,,0.03,-0.06,-0.07,,,,
,2022-09-01 00:00:00,0.0225,-0.06,-0.07,,5.7075,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2022-10-01 00:00:00,0.0125,-0.06,-0.07,,5.7075,0,,0.0125,-0.06,-0.07,,,,
,2022-11-01 00:00:00,-0.0225,-0.06,-0.07,,5.8595,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2022-12-01 00:00:00,-0.045,-0.06,-0.07,,6.0075,0.14800000000000058,,-0.045,-0.06,-0.07,,,,
,2023-01-01 00:00:00,-0.0475,-0.06,-0.07,,6.105,0.09750000000000014,,-0.0475,-0.06,-0.07,,,,
,2023-02-01 00:00:00,-0.03,-0.06,-0.07,,6,-0.10500000000000043,,-0.03,-0.06,-0.07,,,,
,2023-03-01 00:00:00,-0.0175,-0.06,-0.07,,5.864,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2023-04-01 00:00:00,0.02,-0.06,-0.07,,5.71,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2023-05-01 00:00:00,0.02,-0.06,-0.07,,5.725,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2023-06-01 00:00:00,0.025,-0.06,-0.07,,5.763,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2023-07-01 00:00:00,0.0275,-0.06,-0.07,,5.808,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2023-08-01 00:00:00,0.03,-0.06,-0.07,,5.846,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2023-09-01 00:00:00,0.0225,-0.06,-0.07,,5.84,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2023-10-01 00:00:00,0.0125,-0.06,-0.07,,5.84,0,,0.0125,-0.06,-0.07,,,,
,2023-11-01 00:00:00,-0.0225,-0.06,-0.07,,5.992,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2023-12-01 00:00:00,-0.045,-0.06,-0.07,,6.14,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2024-01-01 00:00:00,-0.0475,-0.06,-0.07,,6.2375,0.09750000000000014,,-0.0475,-0.06,-0.07,,,,
,2024-02-01 00:00:00,-0.03,-0.06,-0.07,,6.1325,-0.10499999999999954,,-0.03,-0.06,-0.07,,,,
,2024-03-01 00:00:00,-0.0175,-0.06,-0.07,,5.9965,-0.13600000000000012,,-0.0175,-0.06,-0.07,,,,
,2024-04-01 00:00:00,0.02,-0.06,-0.07,,5.8425,-0.15399999999999991,,0.02,-0.06,-0.07,,,,
,2024-05-01 00:00:00,0.02,-0.06,-0.07,,5.8575,0.01499999999999968,,0.02,-0.06,-0.07,,,,
,2024-06-01 00:00:00,0.025,-0.06,-0.07,,5.8955,0.038000000000000256,,0.025,-0.06,-0.07,,,,
,2024-07-01 00:00:00,0.0275,-0.06,-0.07,,5.9405,0.04499999999999993,,0.0275,-0.06,-0.07,,,,
,2024-08-01 00:00:00,0.03,-0.06,-0.07,,5.9785,0.038000000000000256,,0.03,-0.06,-0.07,,,,
,2024-09-01 00:00:00,0.0225,-0.06,-0.07,,5.9725,-0.006000000000000227,,0.0225,-0.06,-0.07,,,,
,2024-10-01 00:00:00,0.0125,-0.06,-0.07,,5.9725,0,,0.0125,-0.06,-0.07,,,,
,2024-11-01 00:00:00,-0.0225,-0.06,-0.07,,6.1245,0.15200000000000014,,-0.0225,-0.06,-0.07,,,,
,2024-12-01 00:00:00,-0.045,-0.06,-0.07,,6.2725,0.1479999999999997,,-0.045,-0.06,-0.07,,,,
,2025-01-01 00:00:00,-0.0475,-0.06,-0.07,,,,,-0.0475,-0.06,-0.07,,,,
,2025-02-01 00:00:00,-0.03,-0.06,-0.07,,,,,-0.03,-0.06,-0.07,,,,
,2025-03-01 00:00:00,-0.0175,-0.06,-0.07,,,,,-0.0175,-0.06,-0.07,,,,
,2025-04-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2025-05-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2025-06-01 00:00:00,0.025,-0.06,-0.07,,,,,0.025,-0.06,-0.07,,,,
,2025-07-01 00:00:00,0.0275,-0.06,-0.07,,,,,0.0275,-0.06,-0.07,,,,
,2025-08-01 00:00:00,0.03,-0.06,-0.07,,,,,0.03,-0.06,-0.07,,,,
,2025-09-01 00:00:00,0.0225,-0.06,-0.07,,,,,0.0225,-0.06,-0.07,,,,
,2025-10-01 00:00:00,0.0125,-0.06,-0.07,,,,,0.0125,-0.06,-0.07,,,,
,2025-11-01 00:00:00,-0.0225,-0.06,-0.07,,,,,-0.0225,-0.06,-0.07,,,,
,2025-12-01 00:00:00,-0.045,-0.06,-0.07,,,,,-0.045,-0.06,-0.07,,,,
,2026-01-01 00:00:00,-0.0475,-0.06,-0.07,,,,,-0.0475,-0.06,-0.07,,,,
,2026-02-01 00:00:00,-0.03,-0.06,-0.07,,,,,-0.03,-0.06,-0.07,,,,
,2026-03-01 00:00:00,-0.0175,-0.06,-0.07,,,,,-0.0175,-0.06,-0.07,,,,
,2026-04-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2026-05-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2026-06-01 00:00:00,0.025,-0.06,-0.07,,,,,0.025,-0.06,-0.07,,,,
,2026-07-01 00:00:00,0.0275,-0.06,-0.07,,,,,0.0275,-0.06,-0.07,,,,
,2026-08-01 00:00:00,0.03,-0.06,-0.07,,,,,0.03,-0.06,-0.07,,,,
,2026-09-01 00:00:00,0.0225,-0.06,-0.07,,,,,0.0225,-0.06,-0.07,,,,
,2026-10-01 00:00:00,0.0125,-0.06,-0.07,,,,,0.0125,-0.06,-0.07,,,,
,2026-11-01 00:00:00,-0.0225,-0.06,-0.07,,,,,-0.0225,-0.06,-0.07,,,,
,2026-12-01 00:00:00,-0.045,-0.06,-0.07,,,,,-0.045,-0.06,-0.07,,,,
,2027-01-01 00:00:00,-0.0475,-0.06,-0.07,,,,,-0.0475,-0.06,-0.07,,,,
,2027-02-01 00:00:00,-0.03,-0.06,-0.07,,,,,-0.03,-0.06,-0.07,,,,
,2027-03-01 00:00:00,-0.0175,-0.06,-0.07,,,,,-0.0175,-0.06,-0.07,,,,
,2027-04-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2027-05-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2027-06-01 00:00:00,0.025,-0.06,-0.07,,,,,0.025,-0.06,-0.07,,,,
,2027-07-01 00:00:00,0.0275,-0.06,-0.07,,,,,0.0275,-0.06,-0.07,,,,
,2027-08-01 00:00:00,0.03,-0.06,-0.07,,,,,0.03,-0.06,-0.07,,,,
,2027-09-01 00:00:00,0.0225,-0.06,-0.07,,,,,0.0225,-0.06,-0.07,,,,
,2027-10-01 00:00:00,0.0125,-0.06,-0.07,,,,,0.0125,-0.06,-0.07,,,,
,2027-11-01 00:00:00,-0.0225,-0.06,-0.07,,,,,-0.0225,-0.06,-0.07,,,,
,2027-12-01 00:00:00,-0.045,-0.06,-0.07,,,,,-0.045,-0.06,-0.07,,,,
,2028-01-01 00:00:00,-0.0475,-0.06,-0.07,,,,,-0.0475,-0.06,-0.07,,,,
,2028-02-01 00:00:00,-0.03,-0.06,-0.07,,,,,-0.03,-0.06,-0.07,,,,
,2028-03-01 00:00:00,-0.0175,-0.06,-0.07,,,,,-0.0175,-0.06,-0.07,,,,
,2028-04-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2028-05-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2028-06-01 00:00:00,0.025,-0.06,-0.07,,,,,0.025,-0.06,-0.07,,,,
,2028-07-01 00:00:00,0.0275,-0.06,-0.07,,,,,0.0275,-0.06,-0.07,,,,
,2028-08-01 00:00:00,0.03,-0.06,-0.07,,,,,0.03,-0.06,-0.07,,,,
,2028-09-01 00:00:00,0.0225,-0.06,-0.07,,,,,0.0225,-0.06,-0.07,,,,
,2028-10-01 00:00:00,0.0125,-0.06,-0.07,,,,,0.0125,-0.06,-0.07,,,,
,2028-11-01 00:00:00,-0.0225,-0.06,-0.07,,,,,-0.0225,-0.06,-0.07,,,,
,2028-12-01 00:00:00,-0.045,-0.06,-0.07,,,,,-0.045,-0.06,-0.07,,,,
,2029-01-01 00:00:00,-0.0475,-0.06,-0.07,,,,,-0.0475,-0.06,-0.07,,,,
,2029-02-01 00:00:00,-0.03,-0.06,-0.07,,,,,-0.03,-0.06,-0.07,,,,
,2029-03-01 00:00:00,-0.0175,-0.06,-0.07,,,,,-0.0175,-0.06,-0.07,,,,
,2029-04-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2029-05-01 00:00:00,0.02,-0.06,-0.07,,,,,0.02,-0.06,-0.07,,,,
,2029-06-01 00:00:00,0.025,-0.06,-0.07,,,,,0.025,-0.06,-0.07,,,,
,2029-07-01 00:00:00,0.0275,-0.06,-0.07,,,,,0.0275,-0.06,-0.07,,,,
,2029-08-01 00:00:00,0.03,-0.06,-0.07,,,,,0.03,-0.06,-0.07,,,,
,2029-09-01 00:00:00,0.0225,-0.06,-0.07,,,,,0.0225,-0.06,-0.07,,,,
,2029-10-01 00:00:00,0.0125,-0.06,-0.07,,,,,0.0125,-0.06,-0.07,,,,
,2029-11-01 00:00:00,-0.0225,-0.06,-0.07,,,,,-0.0225,-0.06,-0.07,,,,
,2029-12-01 00:00:00,-0.045,-0.06,-0.07,,,,,-0.045,-0.06,-0.07,,,,
,2030-01-01 00:00:00,,,,,,,,,,,,,,
,2030-02-01 00:00:00,,,,,,,,,,,,,,
,2030-03-01 00:00:00,,,,,,,,,,,,,,
,2030-04-01 00:00:00,,,,,,,,,,,,,,
,2030-05-01 00:00:00,,,,,,,,,,,,,,
,2030-06-01 00:00:00,,,,,,,,,,,,,,
,2030-07-01 00:00:00,,,,,,,,,,,,,,
,2030-08-01 00:00:00,,,,,,,,,,,,,,
,2030-09-01 00:00:00,,,,,,,,,,,,,,
,2030-10-01 00:00:00,,,,,,,,,,,,,,
,2030-11-01 00:00:00,,,,,,,,,,,,,,
,2030-12-01 00:00:00,,,,,,,,,,,,,,
,2031-01-01 00:00:00,,,,,,,,,,,,,,
,2031-02-01 00:00:00,,,,,,,,,,,,,,
,2031-03-01 00:00:00,,,,,,,,,,,,,,
,2031-04-01 00:00:00,,,,,,,,,,,,,,
,2031-05-01 00:00:00,,,,,,,,,,,,,,
,2031-06-01 00:00:00,,,,,,,,,,,,,,
,2031-07-01 00:00:00,,,,,,,,,,,,,,
,2031-08-01 00:00:00,,,,,,,,,,,,,,
,2031-09-01 00:00:00,,,,,,,,,,,,,,
,2031-10-01 00:00:00,,,,,,,,,,,,,,
,2031-11-01 00:00:00,,,,,,,,,,,,,,
,2031-12-01 00:00:00,,,,,,,,,,,,,,
,2032-01-01 00:00:00,,,,,,,,,,,,,,
,2032-02-01 00:00:00,,,,,,,,,,,,,,
,2032-03-01 00:00:00,,,,,,,,,,,,,,
,2032-04-01 00:00:00,,,,,,,,,,,,,,
,2032-05-01 00:00:00,,,,,,,,,,,,,,
,2032-06-01 00:00:00,,,,,,,,,,,,,,
,2032-07-01 00:00:00,,,,,,,,,,,,,,
,2032-08-01 00:00:00,,,,,,,,,,,,,,
,2032-09-01 00:00:00,,,,,,,,,,,,,,
,2032-10-01 00:00:00,,,,,,,,,,,,,,
,2032-11-01 00:00:00,,,,,,,,,,,,,,
,2032-12-01 00:00:00,,,,,,,,,,,,,,
,2033-01-01 00:00:00,,,,,,,,,,,,,,
,2033-02-01 00:00:00,,,,,,,,,,,,,,
,2033-03-01 00:00:00,,,,,,,,,,,,,,
,2033-04-01 00:00:00,,,,,,,,,,,,,,
,2033-05-01 00:00:00,,,,,,,,,,,,,,
,2033-06-01 00:00:00,,,,,,,,,,,,,,
,2033-07-01 00:00:00,,,,,,,,,,,,,,
,2033-08-01 00:00:00,,,,,,,,,,,,,,
,2033-09-01 00:00:00,,,,,,,,,,,,,,
,2033-10-01 00:00:00,,,,,,,,,,,,,,
,2033-11-01 00:00:00,,,,,,,,,,,,,,
,2033-12-01 00:00:00,,,,,,,,,,,,,,
,2034-01-01 00:00:00,,,,,,,,,,,,,,
,2034-02-01 00:00:00,,,,,,,,,,,,,,
,2034-03-01 00:00:00,,,,,,,,,,,,,,
,2034-04-01 00:00:00,,,,,,,,,,,,,,
,2034-05-01 00:00:00,,,,,,,,,,,,,,
,2034-06-01 00:00:00,,,,,,,,,,,,,,
,2034-07-01 00:00:00,,,,,,,,,,,,,,
,2034-08-01 00:00:00,,,,,,,,,,,,,,
,2034-09-01 00:00:00,,,,,,,,,,,,,,
,2034-10-01 00:00:00,,,,,,,,,,,,,,
,2034-11-01 00:00:00,,,,,,,,,,,,,,
,2034-12-01 00:00:00,,,,,,,,,,,,,,
,2035-01-01 00:00:00,,,,,,,,,,,,,,
,2035-02-01 00:00:00,,,,,,,,,,,,,,
,2035-03-01 00:00:00,,,,,,,,,,,,,,
,2035-04-01 00:00:00,,,,,,,,,,,,,,
,2035-05-01 00:00:00,,,,,,,,,,,,,,
,2035-06-01 00:00:00,,,,,,,,,,,,,,
,2035-07-01 00:00:00,,,,,,,,,,,,,,
,2035-08-01 00:00:00,,,,,,,,,,,,,,
,2035-09-01 00:00:00,,,,,,,,,,,,,,
,2035-10-01 00:00:00,,,,,,,,,,,,,,
,2035-11-01 00:00:00,,,,,,,,,,,,,,
,2035-12-01 00:00:00,,,,,,,,,,,,,,
,2036-01-01 00:00:00,,,,,,,,,,,,,,
,2036-02-01 00:00:00,,,,,,,,,,,,,,
,2036-03-01 00:00:00,,,,,,,,,,,,,,
,2036-04-01 00:00:00,,,,,,,,,,,,,,
,2036-05-01 00:00:00,,,,,,,,,,,,,,
,2036-06-01 00:00:00,,,,,,,,,,,,,,
,2036-07-01 00:00:00,,,,,,,,,,,,,,
,2036-08-01 00:00:00,,,,,,,,,,,,,,
,2036-09-01 00:00:00,,,,,,,,,,,,,,
,2036-10-01 00:00:00,,,,,,,,,,,,,,
,2036-11-01 00:00:00,,,,,,,,,,,,,,
,2036-12-01 00:00:00,,,,,,,,,,,,,,
,2037-01-01 00:00:00,,,,,,,,,,,,,,
,2037-02-01 00:00:00,,,,,,,,,,,,,,
,2037-03-01 00:00:00,,,,,,,,,,,,,,
,2037-04-01 00:00:00,,,,,,,,,,,,,,
,2037-05-01 00:00:00,,,,,cal4,,,,,,,,,
,2037-06-01 00:00:00,,,,,10.75-11,,,,,,,,,
,2037-07-01 00:00:00,,,,,,,,,,,,,,
,2037-08-01 00:00:00,,,,,,,,,,,,,,
,2037-09-01 00:00:00,,,,,,,,,,,,,,
,2037-10-01 00:00:00,,,,,,,,,,,,,,
,2037-11-01 00:00:00,,,,,,,,,,,,,,
,2037-12-01 00:00:00,,,,,,,,,,,,,,
,2038-01-01 00:00:00,,,,,,,,,,,,,,
,2038-02-01 00:00:00,,,,,,,,,,,,,,
,2038-03-01 00:00:00,,,,,,,,,,,,,,
,2038-04-01 00:00:00,,,,,,,,,,,,,,
,2038-05-01 00:00:00,,,,,,,,,,,,,,
,2038-06-01 00:00:00,,,,,,,,,,,,,,
,2038-07-01 00:00:00,,,,,,,,,,,,,,
,2038-08-01 00:00:00,,,,,,,,,,,,,,
,2038-09-01 00:00:00,,,,,,,,,,,,,,
,2038-10-01 00:00:00,,,,,,,,,,,,,,
,2038-11-01 00:00:00,,,,,,,,,,,,,,
,2038-12-01 00:00:00,,,,,,,,,,,,,,
,2039-01-01 00:00:00,,,,,,,,,,,,,,
,2039-02-01 00:00:00,,,,,,,,,,,,,,
,2039-03-01 00:00:00,,,,,,,,,,,,,,
,2039-04-01 00:00:00,,,,,,,,,,,,,,
,2039-05-01 00:00:00,,,,,,,,,,,,,,
,2039-06-01 00:00:00,,,,,,,,,,,,,,
,2039-07-01 00:00:00,,,,,,,,,,,,,,
,2039-08-01 00:00:00,,,,,,,,,,,,,,
,2039-09-01 00:00:00,,,,,,,,,,,,,,
,2039-10-01 00:00:00,,,,,,,,,,,,,,
,2039-11-01 00:00:00,,,,,,,,,,,,,,
,2039-12-01 00:00:00,,,,,,,,,,,,,,
,2040-01-01 00:00:00,,,,,,,,,,,,,,
,2040-02-01 00:00:00,,,,,,,,,,,,,,
,2040-03-01 00:00:00,,,,,,,,,,,,,,
,2040-04-01 00:00:00,,,,,,,,,,,,,,
,2040-05-01 00:00:00,,,,,,,,,,,,,,
,2040-06-01 00:00:00,,,,,,,,,,,,,,
,2040-07-01 00:00:00,,,,,,,,,,,,,,
,2040-08-01 00:00:00,,,,,,,,,,,,,,
,2040-09-01 00:00:00,,,,,,,,,,,,,,
,2040-10-01 00:00:00,,,,,,,,,,,,,,
,2040-11-01 00:00:00,,,,,,,,,,,,,,
,2040-12-01 00:00:00,,,,,,,,,,,,,,
,2041-01-01 00:00:00,,,,,,,,,,,,,,
,2041-02-01 00:00:00,,,,,,,,,,,,,,
,2041-03-01 00:00:00,,,,,,,,,,,,,,
,2041-04-01 00:00:00,,,,,,,,,,,,,,
,2041-05-01 00:00:00,,,,,,,,,,,,,,
,2041-06-01 00:00:00,,,,,,,,,,,,,,
,2041-07-01 00:00:00,,,,,,,,,,,,,,
,2041-08-01 00:00:00,,,,,,,,,,,,,,
,2041-09-01 00:00:00,,,,,,,,,,,,,,
,2041-10-01 00:00:00,,,,,,,,,,,,,,
,2041-11-01 00:00:00,,,,,,,,,,,,,,
,2041-12-01 00:00:00,,,,,,,,,,,,,,
,2042-01-01 00:00:00,,,,,,,,,,,,,,
,2042-02-01 00:00:00,,,,,,,,,,,,,,
,2042-03-01 00:00:00,,,,,,,,,,,,,,
,2042-04-01 00:00:00,,,,,,,,,,,,,,
,2042-05-01 00:00:00,,,,,,,,,,,,,,
,2042-06-01 00:00:00,,,,,,,,,,,,,,
,2042-07-01 00:00:00,,,,,,,,,,,,,,
,2042-08-01 00:00:00,,,,,,,,,,,,,,
,2042-09-01 00:00:00,,,,,,,,,,,,,,
,2042-10-01 00:00:00,,,,,,,,,,,,,,
,2042-11-01 00:00:00,,,,,,,,,,,,,,
,2042-12-01 00:00:00,,,,,,,,,,,,,,
,2043-01-01 00:00:00,,,,,,,,,,,,,,
,2043-02-01 00:00:00,,,,,,,,,,,,,,
,2043-03-01 00:00:00,,,,,,,,,,,,,,
,2043-04-01 00:00:00,,,,,,,,,,,,,,
,2043-05-01 00:00:00,,,,,,,,,,,,,,
,2043-06-01 00:00:00,,,,,,,,,,,,,,
,2043-07-01 00:00:00,,,,,,,,,,,,,,
,2043-08-01 00:00:00,,,,,,,,,,,,,,
,2043-09-01 00:00:00,,,,,,,,,,,,,,
,2043-10-01 00:00:00,,,,,,,,,,,,,,
,2043-11-01 00:00:00,,,,,,,,,,,,,,
,2043-12-01 00:00:00,,,,,,,,,,,,,,
,2044-01-01 00:00:00,,,,,,,,,,,,,,
,2044-02-01 00:00:00,,,,,,,,,,,,,,
,2044-03-01 00:00:00,,,,,,,,,,,,,,
,2044-04-01 00:00:00,,,,,,,,,,,,,,
,2044-05-01 00:00:00,,,,,,,,,,,,,,
,2044-06-01 00:00:00,,,,,,,,,,,,,,
,2044-07-01 00:00:00,,,,,,,,,,,,,,
,2044-08-01 00:00:00,,,,,,,,,,,,,,
,2044-09-01 00:00:00,,,,,,,,,,,,,,
,2044-10-01 00:00:00,,,,,,,,,,,,,,
,2044-11-01 00:00:00,,,,,,,,,,,,,,
,2044-12-01 00:00:00,,,,,,,,,,,,,,
,2045-01-01 00:00:00,,,,,,,,,,,,,,
,2045-02-01 00:00:00,,,,,,,,,,,,,,
,2045-03-01 00:00:00,,,,,,,,,,,,,,
,2045-04-01 00:00:00,,,,,,,,,,,,,,
,2045-05-01 00:00:00,,,,,,,,,,,,,,
,2045-06-01 00:00:00,,,,,,,,,,,,,,
,2045-07-01 00:00:00,,,,,,,,,,,,,,
,2045-08-01 00:00:00,,,,,,,,,,,,,,
,2045-09-01 00:00:00,,,,,,,,,,,,,,
,2045-10-01 00:00:00,,,,,,,,,,,,,,
,2045-11-01 00:00:00,,,,,,,,,,,,,,
,2045-12-01 00:00:00,,,,,,,,,,,,,,
,2046-01-01 00:00:00,,,,,,,,,,,,,,
,2046-02-01 00:00:00,,,,,,,,,,,,,,
,2046-03-01 00:00:00,,,,,,,,,,,,,,
,2046-04-01 00:00:00,,,,,,,,,,,,,,
,2046-05-01 00:00:00,,,,,,,,,,,,,,
,2046-06-01 00:00:00,,,,,,,,,,,,,,
,2046-07-01 00:00:00,,,,,,,,,,,,,,
,2046-08-01 00:00:00,,,,,,,,,,,,,,
,2046-09-01 00:00:00,,,,,,,,,,,,,,
,2046-10-01 00:00:00,,,,,,,,,,,,,,
,2046-11-01 00:00:00,,,,,,,,,,,,,,
,2046-12-01 00:00:00,,,,,,,,,,,,,,
,2047-01-01 00:00:00,,,,,,,,,,,,,,
,2047-02-01 00:00:00,,,,,,,,,,,,,,
,2047-03-01 00:00:00,,,,,,,,,,,,,,
,2047-04-01 00:00:00,,,,,,,,,,,,,,
,2047-05-01 00:00:00,,,,,,,,,,,,,,
,2047-06-01 00:00:00,,,,,,,,,,,,,,
,2047-07-01 00:00:00,,,,,,,,,,,,,,
,2047-08-01 00:00:00,,,,,,,,,,,,,,
,2047-09-01 00:00:00,,,,,,,,,,,,,,
,2047-10-01 00:00:00,,,,,,,,,,,,,,
,2047-11-01 00:00:00,,,,,,,,,,,,,,
,2047-12-01 00:00:00,,,,,,,,,,,,,,
,2048-01-01 00:00:00,,,,,,,,,,,,,,
,2048-02-01 00:00:00,,,,,,,,,,,,,,
,2048-03-01 00:00:00,,,,,,,,,,,,,,
