Retail Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ancillary Service % - NP15,,,,,,,,,,,,,,,,,,,,,,,,,,Ancillary Service % - SP15,,,,,,,,,,,,,,,,,,,,,,,,,,,A/S Short - NP15,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,-14471.091483296585,-10939.210281851027,-13552.749830708053,-9367.811256122808,-16300.321677855365,-8955.717664672555,-15912.44984811733,-12415.961872479587,-13257.583105511105,-10989.038269651952,-36813.915324663416,-19893.475645430684,-25724.767013630975,-18592.111392789026,-18777.87688658274,-11005.71317518943,-15215.752548926066,-8216.5567056215,-8651.885824393443,-4830.1406247992245,-8901.801994663387,-4567.950439657901,-10566.829157636992,-6050.619503049549,-198147.02469598546,-125824.30683131525,,,2004,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2004,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2004,-8125.756898902102,-5757.38576254169,-7137.675403129583,-4985.466388106987,-8419.378754257848,-4975.101348735995,-8557.631504362502,-6826.924667069734,-5718.5216510426035,-6293.148880935916,-16139.76251309204,-10785.239153026885,-11322.591494633638,-9537.928766315943,-6905.493199923123,-5965.875836603183,-5929.273569949121,-3185.316108668658,-3840.7015823543,-1980.96587711064,-4166.6039559575165,-1925.0435043470397,-5047.491125225105,-2449.446009782686,-91310.88165282947,-64667.842303245365
2005,-6582.4320833787115,-4985.308191780621,-6533.869501801276,-3796.4649196683386,-7899.499913334363,-3903.803637267157,-9104.41225044227,-6531.28135438621,-8076.480159574106,-5763.742866862254,-23124.76762088613,-11216.177902404168,-16790.90119647296,-12083.26028566503,-13454.55376907868,-6294.315329327299,-10955.405874177597,-5777.118818356966,-6339.135208381924,-3575.942014964229,-6404.383640909478,-3378.9146173571353,-7589.719697399722,-4588.298212471047,-122855.56091583721,-71894.62815051046,,,2005,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2005,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2005,-3003.480426191789,-1881.879899584981,-2722.1015958168277,-1434.0232217015566,-3192.1653493809977,-1557.8118305470261,-4108.029239217084,-2808.0598659895118,-2847.147867663606,-2640.1090031492527,-8499.106781360722,-4929.850417132969,-6373.493278020206,-5002.709095395022,-3650.1357785700875,-2602.5248460159523,-3247.066649420654,-1657.7487424004466,-2232.8883385165736,-1143.5209118645694,-2467.547223328047,-1177.0042618924278,-2937.207829962953,-1529.1193673122846,-45280.370357449545,-28364.361462986
2006,-5226.19458714997,-4217.220217944452,-3400.355072215774,-1992.750238111741,-4034.076662898721,-1967.6665790784991,-3637.322558455614,-2616.2811302827145,-3577.9552936365635,-1959.4820392622935,-9977.210102516707,-4090.7957242993443,-7169.201431070722,-4354.180000873616,-3156.553240883475,-1597.88927885351,-2483.7417100230487,-1559.9135657315974,-1386.2497543097047,-910.9491089982985,-1456.2784316216814,-875.2296608572819,-1671.8486435232212,-1257.0685578498894,-47176.987488305196,-27399.426102143236,,,2006,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2006,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2006,-2059.3652028081865,-1479.6105880305279,-1137.7067365889538,-576.2326730342464,-1307.9328714937576,-592.2056341028147,-1365.672953079233,-884.8103898347408,-1016.6923209812908,-676.4559500765909,-3003.7985527257724,-1353.4643652759141,-2210.5937791831384,-1324.9032152956809,-554.7369811953957,-391.42264018705816,-478.7982816778525,-246.53949199265458,-297.5827867376919,-131.30021766571537,-358.43850640680375,-141.1757261993444,-403.3788355560827,-177.5796361731208,-14194.69780843416,-7975.700527868409
2007,-1216.9647968562117,-1008.9363068299837,-1174.6085115546246,-805.6359590143276,-1415.1219647334347,-811.0747788769118,-1483.7662031933937,-1390.3888355822598,-1560.8412695973989,-1078.1540551666217,-4176.36711766745,-2264.2227700962208,-3105.672805987002,-2503.700169021131,-2770.0435544159636,-1378.5821595002794,-2086.8534529672825,-1441.3985595066988,-1310.3864624160979,-797.5401188623397,-1322.44039188206,-806.1719968000601,-1528.0112329648114,-1163.8407261943744,-23151.077764235735,-15449.64643545121,,,2007,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2007,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2007,-270.6336597275277,-131.3025968621224,-233.2253757982917,-115.72953315636414,-259.5219150895524,-116.87788181087276,-315.8543154681057,-242.63246783988683,-244.96739490643967,-215.43395491931557,-700.1656929768416,-437.97662632292514,-552.7094364322913,-452.47919719545985,-392.68163305759197,-278.2761947617527,-327.34757294427817,-182.92680773631767,-247.8688420649013,-102.8660133984313,-290.94415022686684,-116.47775506106575,-336.22670635056056,-149.61225546107255,-4172.14669504325,-2542.5912845255866
2008,-1143.0224146789838,-947.6336675220709,-1149.78708933814,-777.1886934776716,-1277.5231658497762,-802.3089362222162,-1448.9255191410905,-1235.9177545724565,-1454.0772475551871,-1006.8762613989454,-3770.117612920185,-2237.1800106470646,-3022.485228125155,-2224.520983757628,-2484.3513572425263,-1358.0833292117677,-2042.1423848520994,-1280.8311028507044,-1223.8578005916866,-745.1425187225054,-1179.0799995982454,-792.3104523119216,-1491.680377822604,-1033.6153623213954,-21687.050197715682,-14441.609073016349,,,2008,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2008,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2008,-254.19004726701118,-123.32469411331455,-228.5999912934443,-111.49340448725135,-233.9155482555199,-116.4224125370629,-308.7850500370323,-214.52079852128125,-224.0814353761081,-198.19521640707205,-628.3727118092498,-428.7714099890654,-532.6670190271923,-395.4752842770588,-345.4765405101948,-271.28676721059685,-319.1587890053479,-159.78734563634598,-228.9273282166849,-94.65689603001802,-254.03148362644487,-113.21132422134343,-328.7263517654147,-129.96224023484174,-3886.932296189645,-2357.1077936652523
2009,-1060.4512143789789,-884.0995517039618,-1030.1075340605448,-706.5756250461687,-1199.995772477253,-749.9816995788044,-1353.4223286176682,-1154.1537594602073,-1308.9967189870777,-992.0757232196696,-3677.5436322360806,-1985.0237993610986,-2846.57917950437,-2087.477295254141,-2329.819371501673,-1273.607631741349,-1897.1145581375172,-1189.171260110602,-1132.405077909825,-692.6559877225648,-1100.0210838325643,-738.4756672156557,-1289.1006357642382,-930.1109519698202,-20225.557107407796,-13383.408952384043,,,2009,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2009,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2009,-231.56802064864175,-113.07998555892631,-202.57927945259564,-100.10941724188483,-219.16379901063505,-107.15034747919543,-285.3316085846904,-197.30270488315648,-201.43760097679007,-195.98835402601424,-613.5755851497529,-379.3492529864663,-504.63060023839483,-371.3661478637119,-323.9871583113833,-254.41214811935794,-280.81992696040965,-137.54371677945744,-200.3357733360401,-82.4734821249071,-230.15109856773654,-100.68008123333894,-215.44613533936578,-89.07634111211294,-3509.0265865764354,-2128.53197940853
2010,-861.01524331304,-825.7492646091428,-872.7343008619442,-616.5376946218764,-1059.8922909478908,-622.0687844028602,-1118.9639699850438,-974.32943870895,-1105.5419274533294,-823.5838512619894,-3078.639893878927,-1646.460960950983,-2147.5312646551106,-1593.0733330848718,-1799.7478756800479,-953.6600303435712,-1378.1709359477657,-870.9073037199292,-207.59551048236767,-105.38042561269032,-219.91653703007435,-98.32370403630618,-290.45368315244036,-137.48529202095835,-14140.203433387984,-9267.560083374126,,,2010,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2010,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2010,-132.76631220109152,-76.29492383365506,-117.71437348988208,-57.636006072883085,-129.50908902773645,-58.22859109513874,-155.40835549129568,-103.82892732189086,-104.85168459318427,-98.9024864954023,-319.9968736577464,-189.35162796030997,-232.96286950061767,-165.7864997537701,-152.03373253864848,-109.01393334259207,-149.88965668059885,-70.32280844659356,-102.58575636922842,-44.55502763846977,-118.55950344060297,-45.33823094100533,-161.22365788254461,-62.15212732309224,-1877.5018648731773,-1081.411190224803
2011,-144.00377802952994,-94.85943105076262,-141.66295331288165,-80.69825535341687,-163.6753066359023,-77.98192215491227,-182.23849517168208,-135.55147700647527,-133.44501788687722,-99.66325452805773,-289.52903837590355,-159.9039885095799,-206.3038426709683,-166.53463513287977,0,0,0,0,0,0,0,0,0,0,-1260.8584320837451,-815.1929637360844,,,2011,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,0.0256,,2011,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,0.0379,0.0335,,,2011,-77.4851752235863,-43.42186454387582,-67.2001965256316,-33.42297373659837,-75.4172638383336,-34.8547989239234,-92.2285186353631,-65.88867632475477,-52.490389026437164,-49.25239217353458,-131.5141153949388,-80.72114589942163,-100.53853328227788,-82.04765923603999,0,0,0,0,0,0,0,0,0,0,-596.8741919265685,-389.60951083814854
2012,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,Average,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,0.025600000000000008,,Average,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,0.037899999999999996,0.033499999999999995,,,Grand Total,-45177.10394098445,-31217.875981124052,-38449.84626524114,-24594.109754843998,-44461.376057010704,-28125.120927237396,-46409.48283915997,-37164.80256371854,-33778.48493333244,-34120.26709082376,-92235.94233255905,-66684.41923678995,-73208.0372652778,-60324.42013813821,-47037.61547168082,-38358.50505219686,-41023.71305932226,-23117.35643966597,-29148.889865733963,-13899.738450926048,-31071.39422579052,-15972.492472940925,-58912.995230647306,-34140.96786517261,-580914.8814867404,-407720.0759735783
Grand Total,-86703.12400808193,-66104.89718808192,-78980.86080393169,-51068.39416125085,-93162.20476966571,-55255.798808272026,-91998.72363320124,-72652.85811294577,-82771.15808813198,-62776.10764612276,-220419.2361139533,-127821.17496398384,-167906.35095969102,-122085.78162014473,-127847.17312097074,-72298.47066980478,-103556.41751385486,-59627.81124200986,-63371.336416919155,-33569.83493521551,-62584.07846712012,-35001.961693482626,-115007.44613215634,-74731.88606832463,-1294308.110027678,-832994.9771096394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line Losses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Line Loss Short - NP15,,,,,,,,,,,,,,,,,,,,,,,,,,
,FMONTH,Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FMONTH,Data,,,,,,,,,,,,,,,,,,,,,,,,
,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,,Total pvMWH ON,Total pvMWH OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,January,,February,,March,,April,,May,,June,,July,,August,,September,,October,,November,,December,,Total pvMWH ON,Total pvMWH OFF
FYEAR,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FYEAR,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,pvMWH ON,pvMWH OFF,,
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16210.46793928184,-10394.390182006364,-16210.46793928184,-10394.390182006364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6878.159968484469,-4733.11931932676,-6878.159968484469,-4733.11931932676
2002,-17256.424710111583,-9840.119194537907,-16665.72239971086,-9004.611568240074,-17612.63772254231,-10017.139478640474,-14125.149259762657,-7160.3111889378515,-14625.76491791768,-8054.420866864451,-14360.470000613112,-8132.4566753256,-14672.458252371925,-8138.204349686226,-15201.558312932368,-7682.990826776289,-13410.880289120509,-8227.229604598799,-14217.982620962788,-7073.384366503238,-12134.515579612502,-7103.500768374532,-11344.983753844655,-7149.0091935582,-175628.5478195029,-97583.37808204365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,-7328.375363372716,-4523.538310711641,-7008.330339161274,-4097.092508654739,-7438.325844707396,-4543.330384664505,-6129.681355962467,-3402.8851036767514,-6276.782428380012,-3757.739396286862,-6176.7009015713575,-3762.298499586075,-6003.039047259466,-3628.932575416826,-6303.199563530194,-3455.71550192144,-5632.441609986046,-3759.342278342968,-6036.488824556398,-3300.335346884916,-4954.430130659471,-3152.7667830231944,-4597.961241201023,-3163.5416454385086,-73885.75665034782,-44547.51833460842
2003,-12125.729414352001,-6950.105621565686,-11829.412009796557,-6443.864960746709,-12221.325641553147,-6958.044024975496,-10085.003416750045,-5099.601572368467,-10314.951866846939,-5810.4343315425685,-10453.525552799701,-5821.750801416505,-10821.649952526117,-5976.668738509172,-10409.786247751697,-5825.651974404118,-9848.043898371554,-5481.672367319834,-9563.834272904503,-4753.906634583078,-7848.289422913067,-5056.898628061126,-7861.110165095051,-4439.1573041554475,-123382.6618616604,-68617.7569596482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,-5038.895610515614,-3182.7745253061144,-4903.6570050791925,-2937.20462559873,-4994.382967869693,-3108.758656878668,-4305.634125516602,-2367.9208218548106,-4332.89285291809,-2607.4159099103354,-4384.775206301813,-2616.2635118078106,-4500.918852303812,-2667.141581513726,-4323.801375706609,-2574.316758666973,-4007.9476852079906,-2404.6467747201996,-4032.7593281357126,-2195.4556388053306,-3265.1086907340555,-2267.497218737877,-3217.6023622750076,-1967.662346039085,-51308.37606256419,-30897.058369839662
2004,-7598.80276302564,-4359.376525186784,-7565.548617413036,-4399.618597864219,-8140.965555548903,-4068.5239937606084,-6667.936024822415,-3298.4299457998623,-6272.0324116028805,-3819.540197754034,-6676.670038389078,-3302.3134818009758,-6028.535669628266,-3340.9256341632013,-5589.712159425113,-3089.5328014883803,-5071.924544485961,-2796.735145095538,-4687.721482193971,-2566.147662129407,-4182.598723294155,-2307.900156534545,-4087.2058042760136,-2187.803646841414,-72569.65379410544,-39536.84778841897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,-3141.9838561024903,-1939.3963113204532,-3116.2410881595615,-1957.9062586597731,-3356.940746158011,-1813.2344784337358,-2892.217351768412,-1582.7361997620824,-2765.0425964812844,-1832.5422004745506,-2978.3810465741544,-1603.6509917849878,-2725.023601524995,-1606.2860376833746,-2608.86714487971,-1523.256621815914,-2406.2131767389656,-1421.6308971522383,-2293.5999366145634,-1350.7198803856995,-2068.618938410756,-1257.591404162789,-1973.3946037673784,-1183.4408398925766,-32326.524087180278,-19072.392121528173
2005,-3419.5198210174913,-1952.5204926078118,-3548.4731382576083,-1757.8072691244852,-3818.959960737151,-1774.816760409204,-3777.2899861469605,-1760.0650740301173,-3663.9877097904373,-2052.5667370553983,-4054.5148466827477,-1883.2543369946784,-3830.617898918266,-2165.9780546521088,-3730.0753017309908,-1799.083363141669,-3457.1343337430053,-1879.6239597061654,-3349.4231050938165,-1854.758598097811,-2971.7882561526003,-1689.9257578261775,-2893.5251319760137,-1632.32215534352,-42515.30949024709,-22202.72255898915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,-1772.169485957161,-1161.5170216404733,-1851.6367816546847,-1055.4713345191908,-2005.1208791548447,-1068.6368372248282,-1964.7834882851732,-1054.3636073335783,-1917.9212990388082,-1218.979068766049,-2107.016980820768,-1106.8086906667309,-1971.0690518284594,-1256.1476817111034,-2154.4472150817164,-1115.818611248766,-1997.3024711920825,-1163.9721185925705,-1957.5404072356232,-1153.147782210209,-1719.8466261106596,-1047.7491654255857,-1663.4679302567217,-1005.3270659315061,-23082.322616616704,-13407.938985270592
2006,-2697.6227839740254,-1646.5215650647401,-1808.318772354579,-915.0787240327875,-1904.407562123989,-895.0003567069493,-1495.855676251587,-712.6921987913543,-1562.8798702601007,-714.2772203930591,-1692.9056119963907,-695.1200975493608,-1583.1832521322553,-778.3753556548988,-811.1889390144195,-467.4101321648834,-734.7599492308117,-477.53925890309455,-704.4918702644562,-450.17098362037393,-661.460783339511,-426.3154486945894,-622.4599207408678,-427.5627773429168,-16279.534991682991,-8606.064118919008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,-1568.1012038520241,-1024.6024345876676,-1099.1232901716621,-632.8595055145527,-1161.219318801449,-626.5444873910591,-893.3061428208196,-490.32799729500147,-939.3743853864611,-500.69310797490834,-1004.6107803863134,-481.95105083218584,-938.2140124783602,-537.4184733942838,-571.7295815280243,-364.6463512380304,-519.4995117979456,-371.1079060454408,-518.9920739263226,-369.61132626137277,-479.6024246672504,-349.2896045955986,-453.5311045245635,-354.7486058398623,-10147.303830341194,-6103.800850969963
2007,-617.0267742528465,-383.66102078178665,-602.676540180646,-364.9108450712438,-639.700104957443,-369.20033464254993,-598.6293410146689,-386.00500363474214,-632.8435811760987,-404.6923471325962,-661.2291014812128,-390.5207026298796,-644.3041719766283,-446.19465043593203,-691.9135072804581,-405.6184135972265,-603.0748559705017,-434.56435865101304,-661.0364381676897,-392.44074613044194,-598.2337527235031,-391.7322133131455,-566.9194466929584,-394.648814359197,-7517.587615874656,-4764.189450379754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,-468.5894992358668,-328.47109612832236,-457.29427467480303,-308.2304450604514,-492.23562846727754,-316.2178036457402,-459.2710341899749,-325.0283519270437,-482.61276779496495,-336.671258633095,-500.7921016999413,-321.5398987661373,-483.04406696674494,-363.9033740730227,-522.4074264959168,-332.56000823265975,-455.90435757681087,-355.59466716690685,-506.5260908936804,-329.3269833310381,-450.61951853878753,-328.1816466267334,-426.11290337045847,-333.3022959020864,-5705.409669905228,-3979.027829493237
2008,-579.5364296896777,-360.34990291014606,-589.9826834411339,-352.0192899322558,-577.446229261946,-365.2083552969168,-584.5894403138107,-343.1569842815264,-588.5380526202792,-378.16097830241085,-596.5955324876804,-385.9303065689975,-626.5088951886748,-396.4117791597961,-619.131071515893,-399.7002897181138,-589.930039132852,-385.7432777862119,-617.0088294645834,-366.4554025549294,-533.002878706752,-384.90849906821677,-553.4703022892677,-350.25360293621327,-7055.740384112551,-4468.298668515735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,-440.11815485002893,-308.51329998924217,-447.4836757105164,-297.4136020620376,-444.5316973446416,-312.43229548647554,-448.3501691100444,-289.24515569590807,-451.11594257570806,-315.5828468260969,-452.60928232099013,-318.3993134583548,-471.09642389436704,-324.48766394111277,-470.00167646650374,-328.4768829661154,-446.4410936606968,-316.762915945779,-474.30577454003804,-308.3783692764385,-404.1167578306842,-323.14010555982907,-415.80479143944206,-296.96431226464415,-5365.975439743661,-3739.7967634720344
2009,-537.4439928343095,-336.099209775467,-528.2660197871622,-319.9819408418484,-542.3243422586927,-341.39286627480766,-545.9086033175862,-320.551371099792,-529.7461512313813,-372.5495786758649,-582.0001279900205,-342.4517959091246,-590.3506193278872,-371.99159688966444,-580.6197902366591,-374.83807395653514,-545.0493646837358,-356.52638584653994,-569.2187981322019,-339.87356810071185,-496.7815633580201,-358.4176901654371,-474.1019780373871,-312.9107842940118,-6521.811351195044,-4147.584861829805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,-410.4334576304958,-288.56872651042266,-401.98715973365273,-270.95174380086684,-417.7919886979271,-292.81997533362977,-420.0172416719544,-270.96667032270466,-406.21079399804245,-310.66824163654843,-441.4045132549803,-282.70473443734926,-443.1181347317736,-304.45215088839217,-440.76656358516226,-308.04491594714256,-418.79698945479714,-297.14862151520197,-444.33843942437426,-289.27170635740805,-380.01146113958345,-303.4863754860095,-383.8764694256527,-276.38621358096674,-5008.753212748396,-3495.470075816643
2010,-433.42268074916706,-312.5662882452986,-440.14277257022553,-277.9294388246002,-469.8921170461,-283.2341482339069,-447.4775656179444,-272.60696052882633,-431.31757932527523,-314.02994184712844,-470.74302118354075,-286.3701067459139,-430.22380816039004,-283.36353783415797,-427.7001247686003,-283.9089780066893,-385.64723063410077,-256.57214942287015,-114.00788708509867,-56.17262015684382,-104.43152040361461,-49.94907537116949,-113.72312255342494,-50.24112445224296,-4268.729430097483,-2726.944369669648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,-360.6029523494367,-280.49753105047495,-366.76489830597336,-249.70127795557121,-396.3029944951073,-256.838237520955,-378.90973473179645,-246.51341915385748,-367.0153326249243,-282.80248381135107,-397.4184654905021,-256.5474478993207,-362.2538870358834,-253.2123557399598,-362.07280741991264,-255.28854879840694,-318.2591168951364,-226.21372051873507,-50.06051592730661,-28.83574422481567,-44.278840612465316,-25.212418424529776,-46.20514869985101,-24.756470041917495,-3450.1446945882963,-2386.4196551398954
2011,-75.4367495060711,-37.50283521377101,-78.0612579305524,-37.49068163824369,-80.44739592833096,-35.44530859423011,-76.08783845508064,-36.28618837111753,-61.88180380510252,-35.223475456515544,-52.89944661934527,-26.654893929911353,-49.34517933891503,-29.910485969973166,0,0,0,0,0,0,0,0,0,0,-474.15967158339794,-238.5138691737624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,-32.93764471628931,-19.251486879770503,-36.17166174105507,-21.12124274678104,-37.594108080162385,-19.64509527959636,-35.39562825391345,-19.72751877712439,-29.691095971737333,-19.672531650545622,-22.76410820659931,-13.941408327510674,-20.01176585624889,-14.988680408586958,0,0,0,0,0,0,0,0,0,0,-214.56601282600576,-128.34796406991555
2012,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Total,-20562.207228582123,-13057.130744124583,-19688.690174392374,-11827.952544572694,-20744.446173776512,-12358.458251859194,-17927.566272311156,-10049.714845798864,-17968.65949517003,-11182.767045970344,-18466.473386627425,-10764.105547566463,-17917.78884388011,-10956.970574770387,-17757.293354693753,-10258.12420083545,-16202.80601251047,-10316.41990000004,-16314.61139125402,-9325.082777737229,-13766.633388703713,-9054.914722042146,-20056.116523444565,-13339.249114257915,-217373.2922453462,-132490.8902695353
