,,,,,,,,
,,,,,,,,
Group Number,Gas Date,Net Schd,Operational,Role,,,Cycle,Allocations
24,2001-07-31 00:00:00,1093276,1092718,D,558.0,Flow rate calculation,4,Nominations Exceed Capacity
24,2001-08-01 00:00:00,1092858,1092956,D,-98.0,,4,Nominations Exceed Capacity
24,2001-08-02 00:00:00,1092940,1093000,D,-60.0,,4,Nominations Exceed Capacity
24,2001-08-03 00:00:00,1092949,1092956,D,-7.0,,4,Nominations Exceed Capacity
24,2001-08-04 00:00:00,1076952,1093000,D,-16048.0,,4,Nominations Exceed Capacity
24,2001-08-05 00:00:00,1091142,1093000,D,-1858.0,,4,Nominations Exceed Capacity
24,2001-08-06 00:00:00,1103924,1093000,D,10924.0,Flow rate calculation,4,Nominations Exceed Capacity
24,2001-08-07 00:00:00,1091411,1093000,D,-1589.0,,4,Nominations Exceed Capacity
24,2001-08-08 00:00:00,1092913,1093000,D,-87.0,,4,Nominations Exceed Capacity
24,2001-08-09 00:00:00,1074807,1090000,D,-15193.0,,4,Nominations Exceed Capacity
24,2001-08-10 00:00:00,1075836,1090000,D,-14164.0,,4,Nominations Exceed Capacity
24,2001-08-11 00:00:00,1088059,1090000,D,-1941.0,,4,Nominations Exceed Capacity
24,2001-08-12 00:00:00,1089732,1090000,D,-268.0,,4,Nominations Exceed Capacity
24,2001-08-13 00:00:00,1073297,1090000,D,-16703.0,,3,Nominations Exceed Capacity
24,2001-08-14 00:00:00,1074441,1090000,D,-15559.0,,,
24,2001-08-15 00:00:00,1066197,1090000,D,-23803.0,,,
24,2001-08-16 00:00:00,1086079,1090000,D,-3921.0,,4,Pipeline Capacity Constraint at Delivery Location
24,2001-08-17 00:00:00,1027395,1090000,D,-62605.0,,,
24,2001-08-18 00:00:00,1058013,1090000,D,-31987.0,,,
24,2001-08-19 00:00:00,1028068,1090000,D,-61932.0,,1,Pipeline Capacity Constraint at Delivery Location
24,2001-08-20 00:00:00,959344,975000,D,-15656.0,,4,Force Majeure
24,2001-08-21 00:00:00,976266,1010000,D,-33734.0,,4,Force Majeure
24,2001-08-22 00:00:00,1009258,1010000,D,-742.0,,4,Force Majeure
24,2001-08-23 00:00:00,1009990,1010000,D,-10.0,,4,Force Majeure
24,2001-08-24 00:00:00,1000854,1010000,D,-9146.0,,3,Force Majeure
24,2001-08-25 00:00:00,1009964,1010000,D,-36.0,,4,Force Majeure
24,2001-08-26 00:00:00,1009959,1010000,D,-41.0,,4,Force Majeure
24,2001-08-27 00:00:00,1009958,1010000,D,-42.0,,4,Force Majeure
24,2001-08-28 00:00:00,1009960,1010000,D,-40.0,,4,Force Majeure
24,2001-08-29 00:00:00,1008710,1010000,D,-1290.0,,4,Force Majeure
24,2001-08-30 00:00:00,1010382,1010000,D,382.0,Flow rate calculation,4,Force Majeure
24,2001-08-31 00:00:00,1009529,1010000,D,-471.0,,3,Force Majeure
24,2001-09-01 00:00:00,972381,1010000,D,-37619.0,,,
24,2001-09-02 00:00:00,939027,1010000,D,-70973.0,,,
24,2001-09-03 00:00:00,975334,1010000,D,-34666.0,,,
24,2001-09-04 00:00:00,1009961,1010000,D,-39.0,,4,Force Majeure
24,2001-09-05 00:00:00,1009963,1010000,D,-37.0,,4,Force Majeure
24,2001-09-06 00:00:00,1009962,1010000,D,-38.0,,4,Force Majeure
24,2001-09-07 00:00:00,1009964,1010000,D,-36.0,,4,Force Majeure
24,2001-09-08 00:00:00,1004659,1010000,D,-5341.0,,,
24,2001-09-09 00:00:00,1006726,1010000,D,-3274.0,,,
24,2001-09-10 00:00:00,1004279,1010000,D,-5721.0,,,
24,2001-09-11 00:00:00,990164,1010000,D,-19836.0,,1,Force Majeure
24,2001-09-12 00:00:00,976700,1010000,D,-33300.0,,,
24,2001-09-13 00:00:00,958015,1010000,D,-51985.0,,,
24,2001-09-14 00:00:00,886965,1010000,D,-123035.0,,,
24,2001-09-15 00:00:00,883429,1010000,D,-126571.0,,,
24,2001-09-16 00:00:00,884285,1010000,D,-125715.0,,,
24,2001-09-17 00:00:00,907855,1010000,D,-102145.0,,,
24,2001-09-18 00:00:00,941513,1010000,D,-68487.0,,,
24,2001-09-19 00:00:00,930992,1010000,D,-79008.0,,,
24,2001-09-20 00:00:00,866488,1010000,D,-143512.0,,,
24,2001-09-21 00:00:00,842634,1010000,D,-167366.0,,,
24,2001-09-22 00:00:00,837745,1010000,D,-172255.0,,,
24,2001-09-23 00:00:00,818274,1010000,D,-191726.0,,,
24,2001-09-24 00:00:00,859101,1090000,D,-230899.0,,,
24,2001-09-25 00:00:00,891190,1090000,D,-198810.0,,,
24,2001-09-26 00:00:00,908123,1090000,D,-181877.0,,,
24,2001-09-27 00:00:00,975028,1090000,D,-114972.0,,,
24,2001-09-28 00:00:00,947485,1090000,D,-142515.0,,,
24,2001-09-29 00:00:00,966952,1090000,D,-123048.0,,,
24,2001-09-30 00:00:00,957496,1090000,D,-132504.0,,,
24,2001-10-01 00:00:00,1087425,1100000,D,-12575.0,,4,Pipeline Capacity Constraint at Delivery Location
24,2001-10-02 00:00:00,1084096,1100000,D,-15904.0,,4,Pipeline Capacity Constraint at Delivery Location
24,2001-10-03 00:00:00,1099506,1100000,D,-494.0,,4,Pipeline Capacity Constraint at Delivery Location
24,2001-10-04 00:00:00,1042931,1100000,D,-57069.0,,,
24,2001-10-05 00:00:00,1000122,1100000,D,-99878.0,,,
24,2001-10-06 00:00:00,947976,1100000,D,-152024.0,,,
24,2001-10-07 00:00:00,959789,1100000,D,-140211.0,,,
24,2001-10-08 00:00:00,960006,1100000,D,-139994.0,,,
24,2001-10-09 00:00:00,1018602,1100000,D,-81398.0,,,
24,2001-10-10 00:00:00,894178,1100000,D,-205822.0,,,
24,2001-10-11 00:00:00,972683,1100000,D,-127317.0,,,
24,2001-10-12 00:00:00,933334,1100000,D,-166666.0,,,
24,2001-10-13 00:00:00,935825,1100000,D,-164175.0,,,
24,2001-10-14 00:00:00,920716,1100000,D,-179284.0,,,
24,2001-10-15 00:00:00,951849,1100000,D,-148151.0,,,
24,2001-10-16 00:00:00,1040908,1100000,D,-59092.0,,,
24,2001-10-17 00:00:00,1061281,1100000,D,-38719.0,,,
24,2001-10-18 00:00:00,1035464,1100000,D,-64536.0,,,
24,2001-10-19 00:00:00,1012694,1100000,D,-87306.0,,,
24,2001-10-20 00:00:00,910893,1100000,D,-189107.0,,,
24,2001-10-21 00:00:00,909160,1100000,D,-190840.0,,,
24,2001-10-22 00:00:00,910545,1100000,D,-189455.0,,,
24,2001-10-23 00:00:00,965747,1100000,D,-134253.0,,,
24,2001-10-24 00:00:00,1003862,1100000,D,-96138.0,,,
24,2001-10-25 00:00:00,951153,1100000,D,-148847.0,,,
24,2001-10-26 00:00:00,899001,1100000,D,-200999.0,,,
24,2001-10-27 00:00:00,814349,1100000,D,-285651.0,,,
24,2001-10-28 00:00:00,835418,1100000,D,-264582.0,,,
24,2001-10-29 00:00:00,829522,1100000,D,-270478.0,,,
24,2001-10-30 00:00:00,865071,1100000,D,-234929.0,,,
,,,,,,,,
26,2000-10-01 00:00:00,865609,864983,R,626.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-10-02 00:00:00,870212,865000,R,5212.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-10-03 00:00:00,865708,865000,R,708.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-10-04 00:00:00,789359,735564,R,53795.0,Flow rate Calculation,4,Compressor Outage
26,2000-10-05 00:00:00,855445,865000,R,-9555.0,,4,Nominations Exceed Capacity
26,2000-10-06 00:00:00,864314,865000,R,-686.0,,4,Nominations Exceed Capacity
26,2000-10-07 00:00:00,865766,865000,R,766.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-10-08 00:00:00,707117,534970,R,172147.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-10-09 00:00:00,689867,700000,R,-10133.0,,4,Nominations Exceed Capacity
26,2000-10-10 00:00:00,713630,730000,R,-16370.0,,4,Force Majeure
26,2000-10-11 00:00:00,576832,580000,R,-3168.0,,4,Nominations Exceed Capacity
26,2000-10-12 00:00:00,800968,800000,R,968.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-10-13 00:00:00,848913,865000,R,-16087.0,,,
26,2000-10-14 00:00:00,867055,865000,R,2055.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-10-15 00:00:00,850064,865000,R,-14936.0,,4,Nominations Exceed Capacity
26,2000-10-16 00:00:00,845450,865000,R,-19550.0,,0,Nominations Exceed Capacity
26,2000-10-17 00:00:00,847657,865000,R,-17343.0,,2,Nominations Exceed Capacity
26,2000-10-18 00:00:00,763441,865000,R,-101559.0,,,
26,2000-10-19 00:00:00,753485,865000,R,-111515.0,,,
26,2000-10-20 00:00:00,815382,865000,R,-49618.0,,0,Nominations Exceed Capacity
26,2000-10-21 00:00:00,849249,865000,R,-15751.0,,0,Nominations Exceed Capacity
26,2000-10-22 00:00:00,822063,865000,R,-42937.0,,0,Nominations Exceed Capacity
26,2000-10-23 00:00:00,846454,865000,R,-18546.0,,0,Nominations Exceed Capacity
26,2000-10-24 00:00:00,822707,865000,R,-42293.0,,,
26,2000-10-25 00:00:00,842304,865000,R,-22696.0,,,
26,2000-10-26 00:00:00,864807,878900,R,-14093.0,,4,Nominations Exceed Capacity
26,2000-10-27 00:00:00,843983,865000,R,-21017.0,,,
26,2000-10-28 00:00:00,858021,865000,R,-6979.0,,4,Nominations Exceed Capacity
26,2000-10-29 00:00:00,865414,865000,R,414.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-10-30 00:00:00,731650,865000,R,-133350.0,,0,Nominations Exceed Capacity
26,2000-10-31 00:00:00,795498,865000,R,-69502.0,,4,Nominations Exceed Capacity
26,2000-11-01 00:00:00,673842,865000,R,-191158.0,,,
26,2000-11-02 00:00:00,863632,878696,R,-15064.0,,,
26,2000-11-03 00:00:00,863490,865000,R,-1510.0,,2,Nominations Exceed Capacity
26,2000-11-04 00:00:00,866503,865000,R,1503.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-11-05 00:00:00,785601,865000,R,-79399.0,,,
26,2000-11-06 00:00:00,745443,865000,R,-119557.0,,,
26,2000-11-07 00:00:00,791413,865000,R,-73587.0,,,
26,2000-11-08 00:00:00,785565,865000,R,-79435.0,,,
26,2000-11-09 00:00:00,861457,865000,R,-3543.0,,4,Nominations Exceed Capacity
26,2000-11-10 00:00:00,842640,910122,R,-67482.0,,3,Nominations Exceed Capacity
26,2000-11-11 00:00:00,825343,865000,R,-39657.0,,4,Nominations Exceed Capacity
26,2000-11-12 00:00:00,826919,865000,R,-38081.0,,4,Nominations Exceed Capacity
26,2000-11-13 00:00:00,794675,865000,R,-70325.0,,3,Nominations Exceed Capacity
26,2000-11-14 00:00:00,757845,760000,R,-2155.0,,4,Nominations Exceed Capacity
26,2000-11-15 00:00:00,543845,550000,R,-6155.0,,4,Nominations Exceed Capacity
26,2000-11-16 00:00:00,549148,549966,R,-818.0,,4,Nominations Exceed Capacity
26,2000-11-17 00:00:00,800215,865000,R,-64785.0,,0,Nominations Exceed Capacity
26,2000-11-18 00:00:00,796140,865000,R,-68860.0,,1,Nominations Exceed Capacity
26,2000-11-19 00:00:00,804386,865000,R,-60614.0,,2,Nominations Exceed Capacity
26,2000-11-20 00:00:00,790018,865000,R,-74982.0,,0,Nominations Exceed Capacity
26,2000-11-21 00:00:00,804781,865000,R,-60219.0,,,
26,2000-11-22 00:00:00,798472,865000,R,-66528.0,,,
26,2000-11-23 00:00:00,802775,865000,R,-62225.0,,0,Nominations Exceed Capacity
26,2000-11-24 00:00:00,817503,865000,R,-47497.0,,,
26,2000-11-25 00:00:00,813152,865000,R,-51848.0,,,
26,2000-11-26 00:00:00,851596,865000,R,-13404.0,,,
26,2000-11-27 00:00:00,852323,865000,R,-12677.0,,2,Nominations Exceed Capacity
26,2000-11-28 00:00:00,852986,865000,R,-12014.0,,,
26,2000-11-29 00:00:00,830653,865000,R,-34347.0,,,
26,2000-11-30 00:00:00,828341,865000,R,-36659.0,,,
26,2000-12-01 00:00:00,798778,870000,R,-71222.0,,,
26,2000-12-02 00:00:00,801197,870000,R,-68803.0,,,
26,2000-12-03 00:00:00,818466,870000,R,-51534.0,,,
26,2000-12-04 00:00:00,829278,870000,R,-40722.0,,,
26,2000-12-05 00:00:00,792885,870000,R,-77115.0,,,
26,2000-12-06 00:00:00,860092,870000,R,-9908.0,,,
26,2000-12-07 00:00:00,855249,870000,R,-14751.0,,0,Nominations Exceed Capacity
26,2000-12-08 00:00:00,872753,870000,R,2753.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-12-09 00:00:00,872124,869968,R,2156.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-12-10 00:00:00,871100,869968,R,1132.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-12-11 00:00:00,866558,870000,R,-3442.0,,2,Nominations Exceed Capacity
26,2000-12-12 00:00:00,855240,870000,R,-14760.0,,3,Nominations Exceed Capacity
26,2000-12-13 00:00:00,862144,870000,R,-7856.0,,2,Nominations Exceed Capacity
26,2000-12-14 00:00:00,868759,870000,R,-1241.0,,4,Nominations Exceed Capacity
26,2000-12-15 00:00:00,870169,870000,R,169.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2000-12-16 00:00:00,864210,870000,R,-5790.0,,2,Nominations Exceed Capacity
26,2000-12-17 00:00:00,865118,870000,R,-4882.0,,1,Nominations Exceed Capacity
26,2000-12-18 00:00:00,842403,870000,R,-27597.0,,0,Nominations Exceed Capacity
26,2000-12-19 00:00:00,857134,870000,R,-12866.0,,0,Nominations Exceed Capacity
26,2000-12-20 00:00:00,840315,875000,R,-34685.0,,3,Nominations Exceed Capacity
26,2000-12-21 00:00:00,820916,875000,R,-54084.0,,0,Nominations Exceed Capacity
26,2000-12-22 00:00:00,867698,875000,R,-7302.0,,3,Nominations Exceed Capacity
26,2000-12-23 00:00:00,867670,875000,R,-7330.0,,2,Nominations Exceed Capacity
26,2000-12-24 00:00:00,874058,875000,R,-942.0,,4,Nominations Exceed Capacity
26,2000-12-25 00:00:00,875841,875000,R,841.0,Flow rate Calculation,2,Nominations Exceed Capacity
26,2000-12-26 00:00:00,869520,875000,R,-5480.0,,3,Nominations Exceed Capacity
26,2000-12-27 00:00:00,866251,875000,R,-8749.0,,2,Nominations Exceed Capacity
26,2000-12-28 00:00:00,872928,875000,R,-2072.0,,4,Nominations Exceed Capacity
26,2000-12-29 00:00:00,850812,875000,R,-24188.0,,0,Nominations Exceed Capacity
26,2000-12-30 00:00:00,865910,875000,R,-9090.0,,0,Nominations Exceed Capacity
26,2000-12-31 00:00:00,853224,875000,R,-21776.0,,0,Nominations Exceed Capacity
26,2001-01-01 00:00:00,827465,875000,R,-47535.0,,,
26,2001-01-02 00:00:00,835409,875000,R,-39591.0,,,
26,2001-01-03 00:00:00,875547,875000,R,547.0,Flow rate Calculation,,
26,2001-01-04 00:00:00,824465,875000,R,-50535.0,,1,Nominations Exceed Capacity
26,2001-01-05 00:00:00,862599,875000,R,-12401.0,,0,Nominations Exceed Capacity
26,2001-01-06 00:00:00,868193,875000,R,-6807.0,,4,Nominations Exceed Capacity
26,2001-01-07 00:00:00,875236,875000,R,236.0,Flow rate Calculation,0,Nominations Exceed Capacity
26,2001-01-08 00:00:00,876949,875000,R,1949.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-01-09 00:00:00,874623,874968,R,-345.0,,4,Nominations Exceed Capacity
26,2001-01-10 00:00:00,871398,875000,R,-3602.0,,3,Nominations Exceed Capacity
26,2001-01-11 00:00:00,856866,875000,R,-18134.0,,0,Nominations Exceed Capacity
26,2001-01-12 00:00:00,843550,875000,R,-31450.0,,,
26,2001-01-13 00:00:00,849502,875000,R,-25498.0,,,
26,2001-01-14 00:00:00,856759,875000,R,-18241.0,,,
26,2001-01-15 00:00:00,855779,875000,R,-19221.0,,,
26,2001-01-16 00:00:00,836292,875000,R,-38708.0,,,
26,2001-01-17 00:00:00,864758,875000,R,-10242.0,,,
26,2001-01-18 00:00:00,848444,875000,R,-26556.0,,,
26,2001-01-19 00:00:00,855340,875000,R,-19660.0,,,
26,2001-01-20 00:00:00,824239,875000,R,-50761.0,,,
26,2001-01-21 00:00:00,813723,875000,R,-61277.0,,,
26,2001-01-22 00:00:00,841191,875000,R,-33809.0,,,
26,2001-01-23 00:00:00,811648,875000,R,-63352.0,,,
26,2001-01-24 00:00:00,807510,875000,R,-67490.0,,,
26,2001-01-25 00:00:00,810268,875000,R,-64732.0,,,
26,2001-01-26 00:00:00,794683,875000,R,-80317.0,,,
26,2001-01-27 00:00:00,814160,875000,R,-60840.0,,,
26,2001-01-28 00:00:00,815033,875000,R,-59967.0,,,
26,2001-01-29 00:00:00,812406,875000,R,-62594.0,,,
26,2001-01-30 00:00:00,813151,875000,R,-61849.0,,,
26,2001-01-31 00:00:00,805201,875000,R,-69799.0,,,
26,2001-02-01 00:00:00,837289,875000,R,-37711.0,,,
26,2001-02-02 00:00:00,650635,490202,R,160433.0,Flow rate Calculation,4,Force Majeure
26,2001-02-03 00:00:00,824467,875000,R,-50533.0,,,
26,2001-02-04 00:00:00,819619,875000,R,-55381.0,,,
26,2001-02-05 00:00:00,826498,875000,R,-48502.0,,,
26,2001-02-06 00:00:00,853987,875000,R,-21013.0,,0,Nominations Exceed Capacity
26,2001-02-07 00:00:00,801865,875000,R,-73135.0,,,
26,2001-02-08 00:00:00,828296,875000,R,-46704.0,,,
26,2001-02-09 00:00:00,812596,875000,R,-62404.0,,,
26,2001-02-10 00:00:00,831852,875000,R,-43148.0,,,
26,2001-02-11 00:00:00,839166,875000,R,-35834.0,,,
26,2001-02-12 00:00:00,782797,875000,R,-92203.0,,0,Nominations Exceed Capacity
26,2001-02-13 00:00:00,806997,875000,R,-68003.0,,,
26,2001-02-14 00:00:00,853944,875000,R,-21056.0,,0,Nominations Exceed Capacity
26,2001-02-15 00:00:00,832321,875000,R,-42679.0,,,
26,2001-02-16 00:00:00,835478,875000,R,-39522.0,,,
26,2001-02-17 00:00:00,865211,875000,R,-9789.0,,4,Nominations Exceed Capacity
26,2001-02-18 00:00:00,866847,875000,R,-8153.0,,0,Nominations Exceed Capacity
26,2001-02-19 00:00:00,868510,875000,R,-6490.0,,0,Nominations Exceed Capacity
26,2001-02-20 00:00:00,806672,875000,R,-68328.0,,0,Nominations Exceed Capacity
26,2001-02-21 00:00:00,817872,875000,R,-57128.0,,,
26,2001-02-22 00:00:00,849957,875000,R,-25043.0,,,
26,2001-02-23 00:00:00,853372,875000,R,-21628.0,,,
26,2001-02-24 00:00:00,847216,875000,R,-27784.0,,,
26,2001-02-25 00:00:00,859018,875000,R,-15982.0,,,
26,2001-02-26 00:00:00,861426,875000,R,-13574.0,,,
26,2001-02-27 00:00:00,868729,875000,R,-6271.0,,2,Nominations Exceed Capacity
26,2001-02-28 00:00:00,859368,875000,R,-15632.0,,0,Nominations Exceed Capacity
26,2001-03-01 00:00:00,846626,875000,R,-28374.0,,0,Nominations Exceed Capacity
26,2001-03-02 00:00:00,769750,875000,R,-105250.0,,,
26,2001-03-03 00:00:00,756049,875000,R,-118951.0,,,
26,2001-03-04 00:00:00,756495,875000,R,-118505.0,,,
26,2001-03-05 00:00:00,664104,621779,R,42325.0,Flow rate Calculation,4,Force Majeure
26,2001-03-06 00:00:00,239159,235022,R,4137.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-03-07 00:00:00,858331,875000,R,-16669.0,,0,Nominations Exceed Capacity
26,2001-03-08 00:00:00,852201,875000,R,-22799.0,,0,Nominations Exceed Capacity
26,2001-03-09 00:00:00,865683,875000,R,-9317.0,,3,Nominations Exceed Capacity
26,2001-03-10 00:00:00,844113,875834,R,-31721.0,,,
26,2001-03-11 00:00:00,843541,875000,R,-31459.0,,0,Nominations Exceed Capacity
26,2001-03-12 00:00:00,845093,875609,R,-30516.0,,,
26,2001-03-13 00:00:00,812266,875000,R,-62734.0,,,
26,2001-03-14 00:00:00,804620,875000,R,-70380.0,,,
26,2001-03-15 00:00:00,829061,875000,R,-45939.0,,,
26,2001-03-16 00:00:00,829450,875000,R,-45550.0,,,
26,2001-03-17 00:00:00,872168,876129,R,-3961.0,,,
26,2001-03-18 00:00:00,852474,875000,R,-22526.0,,,
26,2001-03-19 00:00:00,848923,875637,R,-26714.0,,,
26,2001-03-20 00:00:00,856217,876142,R,-19925.0,,,
26,2001-03-21 00:00:00,856933,874986,R,-18053.0,,3,Nominations Exceed Capacity
26,2001-03-22 00:00:00,867826,875000,R,-7174.0,,4,Nominations Exceed Capacity
26,2001-03-23 00:00:00,876938,875000,R,1938.0,Flow rate Calculation,0,Nominations Exceed Capacity
26,2001-03-24 00:00:00,875982,880494,R,-4512.0,,0,Nominations Exceed Capacity
26,2001-03-25 00:00:00,852612,875000,R,-22388.0,,0,Nominations Exceed Capacity
26,2001-03-26 00:00:00,865727,875000,R,-9273.0,,0,Nominations Exceed Capacity
26,2001-03-27 00:00:00,875165,876796,R,-1631.0,,2,Nominations Exceed Capacity
26,2001-03-28 00:00:00,875510,875950,R,-440.0,,4,Nominations Exceed Capacity
26,2001-03-29 00:00:00,873385,875000,R,-1615.0,,4,Nominations Exceed Capacity
26,2001-03-30 00:00:00,881939,890674,R,-8735.0,,3,Nominations Exceed Capacity
26,2001-03-31 00:00:00,887721,874976,R,12745.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-04-01 00:00:00,854364,875000,R,-20636.0,,3,Nominations Exceed Capacity
26,2001-04-02 00:00:00,701714,875000,R,-173286.0,,,
26,2001-04-03 00:00:00,714715,875000,R,-160285.0,,,
26,2001-04-04 00:00:00,808223,875000,R,-66777.0,,,
26,2001-04-05 00:00:00,850385,934756,R,-84371.0,,3,Nominations Exceed Capacity
26,2001-04-06 00:00:00,765681,727414,R,38267.0,Flow rate Calculation,4,Force Majeure
26,2001-04-07 00:00:00,843868,890000,R,-46132.0,,,
26,2001-04-08 00:00:00,840947,890000,R,-49053.0,,,
26,2001-04-09 00:00:00,820928,890000,R,-69072.0,,,
26,2001-04-10 00:00:00,819156,890000,R,-70844.0,,,
26,2001-04-11 00:00:00,807378,890000,R,-82622.0,,,
26,2001-04-12 00:00:00,763585,891824,R,-128239.0,,,
26,2001-04-13 00:00:00,722782,890000,R,-167218.0,,,
26,2001-04-14 00:00:00,849758,890000,R,-40242.0,,,
26,2001-04-15 00:00:00,859187,890000,R,-30813.0,,,
26,2001-04-16 00:00:00,838529,890000,R,-51471.0,,,
26,2001-04-17 00:00:00,888409,926012,R,-37603.0,,4,Nominations Exceed Capacity
26,2001-04-18 00:00:00,892600,900298,R,-7698.0,,3,Nominations Exceed Capacity
26,2001-04-19 00:00:00,890943,893596,R,-2653.0,,4,Nominations Exceed Capacity
26,2001-04-20 00:00:00,870669,890000,R,-19331.0,,,
26,2001-04-21 00:00:00,884229,890000,R,-5771.0,,,
26,2001-04-22 00:00:00,881395,890000,R,-8605.0,,4,Nominations Exceed Capacity
26,2001-04-23 00:00:00,868761,904102,R,-35341.0,,4,Nominations Exceed Capacity
26,2001-04-24 00:00:00,851391,890000,R,-38609.0,,,
26,2001-04-25 00:00:00,885967,903806,R,-17839.0,,3,Nominations Exceed Capacity
26,2001-04-26 00:00:00,867596,890000,R,-22404.0,,,
26,2001-04-27 00:00:00,868638,918308,R,-49670.0,,,
26,2001-04-28 00:00:00,916027,889966,R,26061.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-04-29 00:00:00,873676,890000,R,-16324.0,,,
26,2001-04-30 00:00:00,848390,890000,R,-41610.0,,,
26,2001-05-01 00:00:00,679807,890000,R,-210193.0,,,
26,2001-05-02 00:00:00,696073,890000,R,-193927.0,,,
26,2001-05-03 00:00:00,821631,890000,R,-68369.0,,,
26,2001-05-04 00:00:00,849218,890000,R,-40782.0,,,
26,2001-05-05 00:00:00,842985,890000,R,-47015.0,,,
26,2001-05-06 00:00:00,867606,890000,R,-22394.0,,3,Nominations Exceed Capacity
26,2001-05-07 00:00:00,848128,890000,R,-41872.0,,,
26,2001-05-08 00:00:00,627271,629828,R,-2557.0,,4,Nominations Exceed Capacity
26,2001-05-09 00:00:00,587555,625000,R,-37445.0,,,
26,2001-05-10 00:00:00,601457,700000,R,-98543.0,,,
26,2001-05-11 00:00:00,673371,713862,R,-40491.0,,0,Nominations Exceed Capacity
26,2001-05-12 00:00:00,652213,700000,R,-47787.0,,0,Nominations Exceed Capacity
26,2001-05-13 00:00:00,815294,890000,R,-74706.0,,,
26,2001-05-14 00:00:00,801441,890000,R,-88559.0,,,
26,2001-05-15 00:00:00,813235,890000,R,-76765.0,,,
26,2001-05-16 00:00:00,806817,890000,R,-83183.0,,,
26,2001-05-17 00:00:00,846564,890000,R,-43436.0,,,
26,2001-05-18 00:00:00,863843,890000,R,-26157.0,,,
26,2001-05-19 00:00:00,847197,890000,R,-42803.0,,,
26,2001-05-20 00:00:00,825063,891012,R,-65949.0,,,
26,2001-05-21 00:00:00,865657,890000,R,-24343.0,,2,Nominations Exceed Capacity
26,2001-05-22 00:00:00,886676,889958,R,-3282.0,,3,Nominations Exceed Capacity
26,2001-05-23 00:00:00,859089,889958,R,-30869.0,,4,Nominations Exceed Capacity
26,2001-05-24 00:00:00,870154,889964,R,-19810.0,,4,Nominations Exceed Capacity
26,2001-05-25 00:00:00,895081,889966,R,5115.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-05-26 00:00:00,893898,890000,R,3898.0,Flow rate Calculation,0,Nominations Exceed Capacity
26,2001-05-27 00:00:00,915896,889972,R,25924.0,Flow rate Calculation,3,Nominations Exceed Capacity
26,2001-05-28 00:00:00,892632,889971,R,2661.0,Flow rate Calculation,3,Nominations Exceed Capacity
26,2001-05-29 00:00:00,878003,889992,R,-11989.0,,4,Nominations Exceed Capacity
26,2001-05-30 00:00:00,871870,889964,R,-18094.0,,4,Nominations Exceed Capacity
26,2001-05-31 00:00:00,893662,900066,R,-6404.0,,4,Nominations Exceed Capacity
26,2001-06-01 00:00:00,871689,890000,R,-18311.0,,,
26,2001-06-02 00:00:00,875456,890000,R,-14544.0,,4,Nominations Exceed Capacity
26,2001-06-03 00:00:00,852961,839230,R,13731.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-06-04 00:00:00,812724,846105,R,-33381.0,,,
26,2001-06-05 00:00:00,867800,878000,R,-10200.0,,,
26,2001-06-06 00:00:00,872121,882542,R,-10421.0,,4,Nominations Exceed Capacity
26,2001-06-07 00:00:00,874976,889976,R,-15000.0,,4,Nominations Exceed Capacity
26,2001-06-08 00:00:00,852917,895886,R,-42969.0,,4,Nominations Exceed Capacity
26,2001-06-09 00:00:00,749361,890000,R,-140639.0,,,
26,2001-06-10 00:00:00,775409,890000,R,-114591.0,,,
26,2001-06-11 00:00:00,852791,859706,R,-6915.0,,4,Nominations Exceed Capacity
26,2001-06-12 00:00:00,865941,889624,R,-23683.0,,4,Nominations Exceed Capacity
26,2001-06-13 00:00:00,871978,899092,R,-27114.0,,4,Nominations Exceed Capacity
26,2001-06-14 00:00:00,864694,848922,R,15772.0,Flow rate Calculation,4,Nominations Exceed Capacity
26,2001-06-15 00:00:00,849514,875000,R,-25486.0,,3,Nominations Exceed Capacity
26,2001-06-16 00:00:00,789292,890000,R,-100708.0,,1,Nominations Exceed Capacity
26,2001-06-17 00:00:00,765937,890000,R,-124063.0,,0,Nominations Exceed Capacity
26,2001-06-18 00:00:00,872152,890000,R,-17848.0,,4,Nominations Exceed Capacity
26,2001-06-19 00:00:00,858471,849562,R,8909.0,Flow rate Calculation,4,Nominations Exceed Capacity
