,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Predicted Actual,Predicted Actual,Predicted Actual,Predicted Actual,Predicted Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2000-04-22 00:00:00,3.8415,0,42.421164821249356,0,-12.577875369500433,,,,,,,,,1999-04-23 00:00:00,2.6434,71.39995416570164,0,-25.461223655489192,0,,,,,,,,,,1998-04-23 00:00:00,2.027,144.15090084163384,0,-68.1833760980928,0,,,,,,,,,,1997-04-23 00:00:00,1.7499,273.10313594317023,0,-68.30309429938687,0,,,,,,,,,,1996-04-22 00:00:00,1.1992,356.3242745733922,0,-285.34447907837244,0,,,,,,,,,,2000-04-22 00:00:00,3.8415,0,224.6025048258821,0,-66.59464268087405,,,,,,,,,2000-04-22 00:00:00,3.8415,183.19458438730555,0,62.56095056826483,0,,,,,,,,,2000-04-22 00:00:00,3.8415,0,413.06596000308855,0,-122.47405714091575,,,,,,,,,2000-04-22 00:00:00,3.8415,0,69.23836614933195,0,-20.529175563276922,,,,,,,,,2000-04-22 00:00:00,3.8415,0,266.3481733920164,0,-78.97223341073285,,,,,,,,,2000-04-22 00:00:00,3.8415,92.20523882325651,0,31.48808905814209,0,,,,,,,,,2000-04-22 00:00:00,3.8415,356.3242745733922,0,121.68473976681341,0,,,,,,,,,2000-04-22 00:00:00,3.8415,273.10313594317023,0,93.26472092459261,0,,,,,,,,,2000-04-22 00:00:00,3.8415,144.15090084163384,0,49.227532637417944,0,,,,,,,,,2000-04-22 00:00:00,3.8415,71.39995416570164,0,24.383084347587104,0,,,,,,,,,2000-04-22 00:00:00,3.8415,0,42.421164821249356,0,-12.577875369500433,,,,,,
,2000-04-23 00:00:00,3.851,0,42.421164821249356,0,-12.980876435302305,,,,,,,,,1999-04-24 00:00:00,2.6394,71.39995416570164,0,-25.746823472152,0,,,,,,,,,,1998-04-24 00:00:00,2.0044,144.15090084163384,0,-71.44118645711374,0,,,,,,,,,,1997-04-24 00:00:00,1.766,273.10313594317023,0,-63.90613381070183,0,,,,,,,,,,1996-04-23 00:00:00,1.2002,356.3242745733922,0,-284.9881548037991,0,,,,,,,,,,2000-04-23 00:00:00,3.851,0,224.6025048258821,0,-68.72836647671994,,,,,,,,,2000-04-23 00:00:00,3.851,183.19458438730555,0,64.30129911994425,0,,,,,,,,,2000-04-23 00:00:00,3.851,0,413.06596000308855,0,-126.39818376094512,,,,,,,,,2000-04-23 00:00:00,3.851,0,69.23836614933195,0,-21.186940041695582,,,,,,,,,2000-04-23 00:00:00,3.851,0,266.3481733920164,0,-81.50254105795703,,,,,,,,,2000-04-23 00:00:00,3.851,92.20523882325651,0,32.36403882696303,0,,,,,,,,,2000-04-23 00:00:00,3.851,356.3242745733922,0,125.06982037526065,0,,,,,,,,,2000-04-23 00:00:00,3.851,273.10313594317023,0,95.85920071605274,0,,,,,,,,,2000-04-23 00:00:00,3.851,144.15090084163384,0,50.59696619541347,0,,,,,,,,,2000-04-23 00:00:00,3.851,71.39995416570164,0,25.061383912161276,0,,,,,,,,,2000-04-23 00:00:00,3.851,0,42.421164821249356,0,-12.980876435302305,,,,,,
,2000-04-24 00:00:00,3.8824,0,42.421164821249356,0,-14.312901010689538,,,,,,,,,1999-04-25 00:00:00,2.6333,71.39995416570164,0,-26.18236319256278,0,,,,,,,,,,1998-04-25 00:00:00,2.0733,144.15090084163384,0,-61.50918938912514,0,,,,,,,,,,1997-04-25 00:00:00,1.7541,273.10313594317023,0,-67.15606112842556,0,,,,,,,,,,1996-04-24 00:00:00,1.1914,356.3242745733922,0,-288.1238084200449,0,,,,,,,,,,2000-04-24 00:00:00,3.8824,0,224.6025048258821,0,-75.78088512825265,,,,,,,,,2000-04-24 00:00:00,3.8824,183.19458438730555,0,70.05360906970566,0,,,,,,,,,2000-04-24 00:00:00,3.8824,0,413.06596000308855,0,-139.36845490504214,,,,,,,,,2000-04-24 00:00:00,3.8824,0,69.23836614933195,0,-23.36102473878461,,,,,,,,,2000-04-24 00:00:00,3.8824,0,266.3481733920164,0,-89.86587370246637,,,,,,,,,2000-04-24 00:00:00,3.8824,92.20523882325651,0,35.259283326013296,0,,,,,,,,,2000-04-24 00:00:00,3.8824,356.3242745733922,0,136.2584025968652,0,,,,,,,,,2000-04-24 00:00:00,3.8824,273.10313594317023,0,104.43463918466831,0,,,,,,,,,2000-04-24 00:00:00,3.8824,144.15090084163384,0,55.12330448184079,0,,,,,,,,,2000-04-24 00:00:00,3.8824,71.39995416570164,0,27.303342472964314,0,,,,,,,,,2000-04-24 00:00:00,3.8824,0,42.421164821249356,0,-14.312901010689538,,,,,,
,2000-04-25 00:00:00,3.8811,0,42.421164821249356,0,-14.25775349642191,,,,,,,,,1999-04-26 00:00:00,2.6753,71.39995416570164,0,-23.183565117603322,0,,,,,,,,,,1998-04-26 00:00:00,2.0934,144.15090084163384,0,-58.61175628220833,0,,,,,,,,,,1997-04-26 00:00:00,1.7483,273.10313594317023,0,-68.74005931689595,0,,,,,,,,,,1996-04-25 00:00:00,1.1866,356.3242745733922,0,-289.8341649379972,0,,,,,,,,,,2000-04-25 00:00:00,3.8811,0,224.6025048258821,0,-75.488901871979,,,,,,,,,2000-04-25 00:00:00,3.8811,183.19458438730555,0,69.81545611000215,0,,,,,,,,,2000-04-25 00:00:00,3.8811,0,413.06596000308855,0,-138.8314691570381,,,,,,,,,2000-04-25 00:00:00,3.8811,0,69.23836614933195,0,-23.271014862790473,,,,,,,,,2000-04-25 00:00:00,3.8811,0,266.3481733920164,0,-89.51962107705673,,,,,,,,,2000-04-25 00:00:00,3.8811,92.20523882325651,0,35.139416515543054,0,,,,,,,,,2000-04-25 00:00:00,3.8811,356.3242745733922,0,135.79518103991975,0,,,,,,,,,2000-04-25 00:00:00,3.8811,273.10313594317023,0,104.07960510794217,0,,,,,,,,,2000-04-25 00:00:00,3.8811,144.15090084163384,0,54.935908310746655,0,,,,,,,,,2000-04-25 00:00:00,3.8811,71.39995416570164,0,27.210522532548897,0,,,,,,,,,2000-04-25 00:00:00,3.8811,0,42.421164821249356,0,-14.25775349642191,,,,,,
,2000-04-26 00:00:00,3.8416,0,42.421164821249356,0,-12.582117485982566,,,,,,,,,1999-04-27 00:00:00,2.7413,71.39995416570164,0,-18.471168142667025,0,,,,,,,,,,1998-04-27 00:00:00,2.05,144.15090084163384,0,-64.86790537873526,0,,,,,,,,,,1997-04-27 00:00:00,1.7557,273.10313594317023,0,-66.71909611091648,0,,,,,,,,,,1996-04-26 00:00:00,1.171,356.3242745733922,0,-295.39282362134213,0,,,,,,,,,,2000-04-26 00:00:00,3.8416,0,224.6025048258821,0,-66.61710293135668,,,,,,,,,2000-04-26 00:00:00,3.8416,183.19458438730555,0,62.5792700267036,0,,,,,,,,,2000-04-26 00:00:00,3.8416,0,413.06596000308855,0,-122.51536373691614,,,,,,,,,2000-04-26 00:00:00,3.8416,0,69.23836614933195,0,-20.53609939989187,,,,,,,,,2000-04-26 00:00:00,3.8416,0,266.3481733920164,0,-78.99886822807211,,,,,,,,,2000-04-26 00:00:00,3.8416,92.20523882325651,0,31.497309582024435,0,,,,,,,,,2000-04-26 00:00:00,3.8416,356.3242745733922,0,121.72037219427082,0,,,,,,,,,2000-04-26 00:00:00,3.8416,273.10313594317023,0,93.29203123818698,0,,,,,,,,,2000-04-26 00:00:00,3.8416,144.15090084163384,0,49.241947727502136,0,,,,,,,,,2000-04-26 00:00:00,3.8416,71.39995416570164,0,24.39022434300369,0,,,,,,,,,2000-04-26 00:00:00,3.8416,0,42.421164821249356,0,-12.582117485982566,,,,,,
,2000-04-27 00:00:00,3.7868,0,42.421164821249356,0,-10.257437653778094,,,,,,,,,1999-04-28 00:00:00,2.7561,71.39995416570164,0,-17.41444882101463,0,,,,,,,,,,1998-04-28 00:00:00,2.0354,144.15090084163384,0,-66.97250853102307,0,,,,,,,,,,1997-04-28 00:00:00,1.7518,273.10313594317023,0,-67.78419834109485,0,,,,,,,,,,1996-04-27 00:00:00,1.1749,356.3242745733922,0,-294.00315895050585,0,,,,,,,,,,2000-04-27 00:00:00,3.7868,0,224.6025048258821,0,-54.3088856668983,,,,,,,,,2000-04-27 00:00:00,3.7868,183.19458438730555,0,52.54020680227922,0,,,,,,,,,2000-04-27 00:00:00,3.7868,0,413.06596000308855,0,-99.87934912874682,,,,,,,,,2000-04-27 00:00:00,3.7868,0,69.23836614933195,0,-16.741836934908466,,,,,,,,,2000-04-27 00:00:00,3.7868,0,266.3481733920164,0,-64.40298832618957,,,,,,,,,2000-04-27 00:00:00,3.7868,92.20523882325651,0,26.44446249450996,0,,,,,,,,,2000-04-27 00:00:00,3.7868,356.3242745733922,0,102.19380194764886,0,,,,,,,,,2000-04-27 00:00:00,3.7868,273.10313594317023,0,78.32597938850121,0,,,,,,,,,2000-04-27 00:00:00,3.7868,144.15090084163384,0,41.34247836138058,0,,,,,,,,,2000-04-27 00:00:00,3.7868,71.39995416570164,0,20.477506854723227,0,,,,,,,,,2000-04-27 00:00:00,3.7868,0,42.421164821249356,0,-10.257437653778094,,,,,,
,2000-04-28 00:00:00,3.8523,0,42.421164821249356,0,-13.036023949569932,,,,,,,,,1999-04-29 00:00:00,2.7959,71.39995416570164,0,-14.572730645219702,0,,,,,,,,,,1998-04-29 00:00:00,2.0754,144.15090084163384,0,-61.20647249735771,0,,,,,,,,,,1997-04-29 00:00:00,1.8366,273.10313594317023,0,-44.62505241311401,0,,,,,,,,,,1996-04-28 00:00:00,1.1695,356.3242745733922,0,-295.9273100332022,0,,,,,,,,,,2000-04-28 00:00:00,3.8523,0,224.6025048258821,0,-69.0203497329936,,,,,,,,,2000-04-28 00:00:00,3.8523,183.19458438730555,0,64.53945207964776,0,,,,,,,,,2000-04-28 00:00:00,3.8523,0,413.06596000308855,0,-126.93516950894916,,,,,,,,,2000-04-28 00:00:00,3.8523,0,69.23836614933195,0,-21.276949917689716,,,,,,,,,2000-04-28 00:00:00,3.8523,0,266.3481733920164,0,-81.84879368336668,,,,,,,,,2000-04-28 00:00:00,3.8523,92.20523882325651,0,32.483905637433274,0,,,,,,,,,2000-04-28 00:00:00,3.8523,356.3242745733922,0,125.53304193220609,0,,,,,,,,,2000-04-28 00:00:00,3.8523,273.10313594317023,0,96.21423479277888,0,,,,,,,,,2000-04-28 00:00:00,3.8523,144.15090084163384,0,50.78436236650761,0,,,,,,,,,2000-04-28 00:00:00,3.8523,71.39995416570164,0,25.154203852576693,0,,,,,,,,,2000-04-28 00:00:00,3.8523,0,42.421164821249356,0,-13.036023949569932,,,,,,
,2000-04-29 00:00:00,3.7814,0,42.421164821249356,0,-10.028363363743354,,,,,,,,,1999-04-30 00:00:00,2.6696,71.39995416570164,0,-23.590544856347826,0,,,,,,,,,,1998-04-30 00:00:00,2.0266,144.15090084163384,0,-68.24103645842943,0,,,,,,,,,,1997-04-30 00:00:00,1.927,273.10313594317023,0,-19.936528923851416,0,,,,,,,,,,1996-04-29 00:00:00,1.1498,356.3242745733922,0,-302.94689824229806,0,,,,,,,,,,2000-04-29 00:00:00,3.7814,0,224.6025048258821,0,-53.09603214083857,,,,,,,,,2000-04-29 00:00:00,3.7814,183.19458438730555,0,51.5509560465878,0,,,,,,,,,2000-04-29 00:00:00,3.7814,0,413.06596000308855,0,-97.6487929447302,,,,,,,,,2000-04-29 00:00:00,3.7814,0,69.23836614933195,0,-16.367949757702085,,,,,,,,,2000-04-29 00:00:00,3.7814,0,266.3481733920164,0,-62.964708189872724,,,,,,,,,2000-04-29 00:00:00,3.7814,92.20523882325651,0,25.94655420486439,0,,,,,,,,,2000-04-29 00:00:00,3.7814,356.3242745733922,0,100.2696508649526,0,,,,,,,,,2000-04-29 00:00:00,3.7814,273.10313594317023,0,76.85122245440813,0,,,,,,,,,2000-04-29 00:00:00,3.7814,144.15090084163384,0,40.56406349683578,0,,,,,,,,,2000-04-29 00:00:00,3.7814,71.39995416570164,0,20.09194710222845,0,,,,,,,,,2000-04-29 00:00:00,3.7814,0,42.421164821249356,0,-10.028363363743354,,,,,,
,2000-04-30 00:00:00,3.7755,0,42.421164821249356,0,-9.778078491297983,,,,,,,,,1999-05-01 00:00:00,2.615,0,15.779592519496752,0,6.785224783383599,,,,,,,,,,1998-05-01 00:00:00,1.9724,0,152.90533230792983,0,87.55359327952061,,,,,,,,,,1997-05-01 00:00:00,1.9284,225.3050209312023,0,-16.13183949867411,0,,,,,,,,,,1996-04-30 00:00:00,1.1436,356.3242745733922,0,-305.15610874465307,0,,,,,,,,,,2000-04-30 00:00:00,3.7755,0,224.6025048258821,0,-51.77087736236586,,,,,,,,,2000-04-30 00:00:00,3.7755,183.19458438730555,0,50.470107998702694,0,,,,,,,,,2000-04-30 00:00:00,3.7755,0,413.06596000308855,0,-95.21170378071197,,,,,,,,,2000-04-30 00:00:00,3.7755,0,69.23836614933195,0,-15.959443397421026,,,,,,,,,2000-04-30 00:00:00,3.7755,0,266.3481733920164,0,-61.393253966859824,,,,,,,,,2000-04-30 00:00:00,3.7755,92.20523882325651,0,25.402543295807174,0,,,,,,,,,2000-04-30 00:00:00,3.7755,356.3242745733922,0,98.16733764496958,0,,,,,,,,,2000-04-30 00:00:00,3.7755,273.10313594317023,0,75.23991395234341,0,,,,,,,,,2000-04-30 00:00:00,3.7755,144.15090084163384,0,39.71357318187013,0,,,,,,,,,2000-04-30 00:00:00,3.7755,71.39995416570164,0,19.670687372650807,0,,,,,,,,,2000-04-30 00:00:00,3.7755,0,42.421164821249356,0,-9.778078491297983,,,,,,
,2000-05-01 00:00:00,3.8949,58.52499554320117,0,23.111520740010132,0,,,,,,,,,1999-05-02 00:00:00,2.5906,0,15.779592519496752,0,7.170246840859327,,,,,,,,,,1998-05-02 00:00:00,1.9404,0,152.90533230792983,0,92.44656391337438,,,,,,,,,,1997-05-02 00:00:00,1.8722,225.3050209312023,0,-28.793981675007636,0,,,,,,,,,,1996-05-01 00:00:00,1.1446,1.242913109412378,0,-1.063187873791348,0,,,,,,,,,,2000-05-01 00:00:00,3.8949,24.074686532314082,0,9.507093711610827,0,,,,,,,,,2000-05-01 00:00:00,3.8949,0,85.55835567292112,0,-29.93686864995509,,,,,,,,,2000-05-01 00:00:00,3.8949,0,90.08418058219443,0,-31.520454785709823,,,,,,,,,2000-05-01 00:00:00,3.8949,0,14.698798511311907,0,-5.143109599108034,,,,,,,,,2000-05-01 00:00:00,3.8949,0,71.50803356652007,0,-25.020660944925364,,,,,,,,,2000-05-01 00:00:00,3.8949,120.19780363524066,0,47.466112655556515,0,,,,,,,,,2000-05-01 00:00:00,3.8949,1.242913109412378,0,0.4908263869069478,0,,,,,,,,,2000-05-01 00:00:00,3.8949,225.3050209312023,0,88.97295276573175,0,,,,,,,,,2000-05-01 00:00:00,3.8949,0,152.90533230792983,0,-53.50157577454463,,,,,,,,,2000-05-01 00:00:00,3.8949,0,15.779592519496752,0,-5.5212794225719115,,,,,,,,,2000-05-01 00:00:00,3.8949,58.52499554320117,0,23.111520740010132,0,,,,,,
,2000-05-02 00:00:00,3.9889,58.52499554320117,0,28.61287032107106,0,,,,,,,,,1999-05-03 00:00:00,2.656,0,15.779592519496752,0,6.138261490084234,,,,,,,,,,1998-05-03 00:00:00,1.9378,0,152.90533230792983,0,92.84411777737499,,,,,,,,,,1997-05-03 00:00:00,1.8465,225.3050209312023,0,-34.584320712939544,0,,,,,,,,,,1996-05-02 00:00:00,1.1285,1.242913109412378,0,-1.0831987748528873,0,,,,,,,,,,2000-05-02 00:00:00,3.9889,24.074686532314082,0,11.770114245648358,0,,,,,,,,,2000-05-02 00:00:00,3.9889,0,85.55835567292112,0,-37.9793540832097,,,,,,,,,2000-05-02 00:00:00,3.9889,0,90.08418058219443,0,-39.98836776043613,,,,,,,,,2000-05-02 00:00:00,3.9889,0,14.698798511311907,0,-6.524796659171358,,,,,,,,,2000-05-02 00:00:00,3.9889,0,71.50803356652007,0,-31.74241610017827,,,,,,,,,2000-05-02 00:00:00,3.9889,120.19780363524066,0,58.76470619726917,0,,,,,,,,,2000-05-02 00:00:00,3.9889,1.242913109412378,0,0.6076602191917118,0,,,,,,,,,2000-05-02 00:00:00,3.9889,225.3050209312023,0,110.15162473326484,0,,,,,,,,,2000-05-02 00:00:00,3.9889,0,152.90533230792983,0,-67.87467701149008,,,,,,,,,2000-05-02 00:00:00,3.9889,0,15.779592519496752,0,-7.004561119404611,,,,,,,,,2000-05-02 00:00:00,3.9889,58.52499554320117,0,28.61287032107106,0,,,,,,
,2000-05-03 00:00:00,3.9316,58.52499554320117,0,25.259388076445624,0,,,,,,,,,1999-05-04 00:00:00,2.7374,0,15.779592519496752,0,4.853802658997199,,,,,,,,,,1998-05-04 00:00:00,1.9162,0,152.90533230792983,0,96.14687295522627,,,,,,,,,,1997-05-04 00:00:00,1.8266,225.3050209312023,0,-39.06789062947048,0,,,,,,,,,,1996-05-03 00:00:00,1.1351,1.242913109412378,0,-1.0749955483307658,0,,,,,,,,,,2000-05-03 00:00:00,3.9316,24.074686532314082,0,10.390634707346758,0,,,,,,,,,2000-05-03 00:00:00,3.9316,0,85.55835567292112,0,-33.076860303151314,,,,,,,,,2000-05-03 00:00:00,3.9316,0,90.08418058219443,0,-34.826544213076374,,,,,,,,,2000-05-03 00:00:00,3.9316,0,14.698798511311907,0,-5.682555504473184,,,,,,,,,2000-05-03 00:00:00,3.9316,0,71.50803356652007,0,-27.645005776816664,,,,,,,,,2000-05-03 00:00:00,3.9316,120.19780363524066,0,51.87737204896987,0,,,,,,,,,2000-05-03 00:00:00,3.9316,1.242913109412378,0,0.5364412980223823,0,,,,,,,,,2000-05-03 00:00:00,3.9316,225.3050209312023,0,97.24164703390691,0,,,,,,,,,2000-05-03 00:00:00,3.9316,0,152.90533230792983,0,-59.11320147024568,,,,,,,,,2000-05-03 00:00:00,3.9316,0,15.779592519496752,0,-6.100390468037445,,,,,,,,,2000-05-03 00:00:00,3.9316,58.52499554320117,0,25.259388076445624,0,,,,,,
,2000-05-04 00:00:00,3.8198,58.52499554320117,0,18.716293574715728,0,,,,,,,,,1999-05-05 00:00:00,2.7695,0,15.779592519496752,0,4.347277739121356,,,,,,,,,,1998-05-05 00:00:00,2.1053,0,152.90533230792983,0,67.2324746157967,,,,,,,,,,1997-05-05 00:00:00,1.8751,225.3050209312023,0,-28.14059711430717,0,,,,,,,,,,1996-05-04 00:00:00,1.133,1.242913109412378,0,-1.0776056658605317,0,,,,,,,,,,2000-05-04 00:00:00,3.8198,24.074686532314082,0,7.6990847530340405,0,,,,,,,,,2000-05-04 00:00:00,3.8198,0,85.55835567292112,0,-23.511436138918718,,,,,,,,,2000-05-04 00:00:00,3.8198,0,90.08418058219443,0,-24.755132823987026,,,,,,,,,2000-05-04 00:00:00,3.8198,0,14.698798511311907,0,-4.039229830908511,,,,,,,,,2000-05-04 00:00:00,3.8198,0,71.50803356652007,0,-19.650407624079712,,,,,,,,,2000-05-04 00:00:00,3.8198,120.19780363524066,0,38.439257602549944,0,,,,,,,,,2000-05-04 00:00:00,3.8198,1.242913109412378,0,0.3974836123900783,0,,,,,,,,,2000-05-04 00:00:00,3.8198,225.3050209312023,0,72.05254569379846,0,,,,,,,,,2000-05-04 00:00:00,3.8198,0,152.90533230792983,0,-42.0183853182191,,,,,,,,,2000-05-04 00:00:00,3.8198,0,15.779592519496752,0,-4.336232024357707,,,,,,,,,2000-05-04 00:00:00,3.8198,58.52499554320117,0,18.716293574715728,0,,,,,,
,2000-05-05 00:00:00,3.772,58.52499554320117,0,15.918798787750706,0,,,,,,,,,1999-05-06 00:00:00,2.6994,0,15.779592519496752,0,5.45342717473808,,,,,,,,,,1998-05-06 00:00:00,1.9384,0,152.90533230792983,0,92.75237457799024,,,,,,,,,,1997-05-06 00:00:00,1.8686,225.3050209312023,0,-29.605079750359973,0,,,,,,,,,,1996-05-05 00:00:00,1.1227,1.242913109412378,0,-1.0904076708874793,0,,,,,,,,,,2000-05-05 00:00:00,3.772,24.074686532314082,0,6.548314736789425,0,,,,,,,,,2000-05-05 00:00:00,3.772,0,85.55835567292112,0,-19.421746737753082,,,,,,,,,2000-05-05 00:00:00,3.772,0,90.08418058219443,0,-20.449108992158123,,,,,,,,,2000-05-05 00:00:00,3.772,0,14.698798511311907,0,-3.336627262067801,,,,,,,,,2000-05-05 00:00:00,3.772,0,71.50803356652007,0,-16.232323619600045,,,,,,,,,2000-05-05 00:00:00,3.772,120.19780363524066,0,32.69380258878544,0,,,,,,,,,2000-05-05 00:00:00,3.772,1.242913109412378,0,0.3380723657601666,0,,,,,,,,,2000-05-05 00:00:00,3.772,225.3050209312023,0,61.28296569328698,0,,,,,,,,,2000-05-05 00:00:00,3.772,0,152.90533230792983,0,-34.70951043390005,,,,,,,,,2000-05-05 00:00:00,3.772,0,15.779592519496752,0,-3.5819675019257606,,,,,,,,,2000-05-05 00:00:00,3.772,58.52499554320117,0,15.918798787750706,0,,,,,,
,2000-05-06 00:00:00,3.7034,58.52499554320117,0,11.903984093487107,0,,,,,,,,,1999-05-07 00:00:00,2.5645,0,15.779592519496752,0,7.5820942056181915,,,,,,,,,,1998-05-07 00:00:00,1.871,0,152.90533230792983,0,103.0581939755447,,,,,,,,,,1997-05-07 00:00:00,1.8492,225.3050209312023,0,-33.975997156425315,0,,,,,,,,,,1996-05-06 00:00:00,1.1343,1.242913109412378,0,-1.0759898788182956,0,,,,,,,,,,2000-05-06 00:00:00,3.7034,24.074686532314082,0,4.8967912406726795,0,,,,,,,,,2000-05-06 00:00:00,3.7034,0,85.55835567292112,0,-13.552443538590696,,,,,,,,,2000-05-06 00:00:00,3.7034,0,90.08418058219443,0,-14.269334204219588,,,,,,,,,2000-05-06 00:00:00,3.7034,0,14.698798511311907,0,-2.3282896841918044,,,,,,,,,2000-05-06 00:00:00,3.7034,0,71.50803356652007,0,-11.32687251693677,,,,,,,,,2000-05-06 00:00:00,3.7034,120.19780363524066,0,24.448233259407928,0,,,,,,,,,2000-05-06 00:00:00,3.7034,1.242913109412378,0,0.25280852645447743,0,,,,,,,,,2000-05-06 00:00:00,3.7034,225.3050209312023,0,45.827041257406506,0,,,,,,,,,2000-05-06 00:00:00,3.7034,0,152.90533230792983,0,-24.220204637576064,,,,,,,,,2000-05-06 00:00:00,3.7034,0,15.779592519496752,0,-2.4994874550882837,,,,,,,,,2000-05-06 00:00:00,3.7034,58.52499554320117,0,11.903984093487107,0,,,,,,
,2000-05-07 00:00:00,3.7242,58.52499554320117,0,13.121304000785713,0,,,,,,,,,1999-05-08 00:00:00,2.6354,0,15.779592519496752,0,6.463321095985866,,,,,,,,,,1998-05-08 00:00:00,1.8536,0,152.90533230792983,0,105.71874675770269,,,,,,,,,,1997-05-08 00:00:00,1.8207,225.3050209312023,0,-40.39719025296458,0,,,,,,,,,,1996-05-07 00:00:00,1.1539,1.242913109412378,0,-1.051628781873813,0,,,,,,,,,,2000-05-07 00:00:00,3.7242,24.074686532314082,0,5.397544720544822,0,,,,,,,,,2000-05-07 00:00:00,3.7242,0,85.55835567292112,0,-15.332057336587487,,,,,,,,,2000-05-07 00:00:00,3.7242,0,90.08418058219443,0,-16.143085160329264,,,,,,,,,2000-05-07 00:00:00,3.7242,0,14.698798511311907,0,-2.634024693227097,,,,,,,,,2000-05-07 00:00:00,3.7242,0,71.50803356652007,0,-12.814239615120414,,,,,,,,,2000-05-07 00:00:00,3.7242,120.19780363524066,0,26.94834757502098,0,,,,,,,,,2000-05-07 00:00:00,3.7242,1.242913109412378,0,0.2786611191302554,0,,,,,,,,,2000-05-07 00:00:00,3.7242,225.3050209312023,0,50.5133856927756,0,,,,,,,,,2000-05-07 00:00:00,3.7242,0,152.90533230792983,0,-27.40063554958106,,,,,,,,,2000-05-07 00:00:00,3.7242,0,15.779592519496752,0,-2.827702979493822,,,,,,,,,2000-05-07 00:00:00,3.7242,58.52499554320117,0,13.121304000785713,0,,,,,,
,2000-05-08 00:00:00,3.7985,58.52499554320117,0,17.469711169645564,0,,,,,,,,,1999-05-09 00:00:00,2.6762,0,15.779592519496752,0,5.819513721190399,,,,,,,,,,1998-05-09 00:00:00,1.8807,0,152.90533230792983,0,101.57501225215776,,,,,,,,,,1997-05-09 00:00:00,1.7226,225.3050209312023,0,-62.49961280631554,0,,,,,,,,,,1996-05-08 00:00:00,1.1621,1.242913109412378,0,-1.0414368943766317,0,,,,,,,,,,2000-05-08 00:00:00,3.7985,24.074686532314082,0,7.186293929895759,0,,,,,,,,,2000-05-08 00:00:00,3.7985,0,85.55835567292112,0,-21.68904316308553,,,,,,,,,2000-05-08 00:00:00,3.7985,0,90.08418058219443,0,-22.836339777586314,,,,,,,,,2000-05-08 00:00:00,3.7985,0,14.698798511311907,0,-3.7261454226175723,,,,,,,,,2000-05-08 00:00:00,3.7985,0,71.50803356652007,0,-18.127286509112857,,,,,,,,,2000-05-08 00:00:00,3.7985,120.19780363524066,0,35.879044385119364,0,,,,,,,,,2000-05-08 00:00:00,3.7985,1.242913109412378,0,0.3710095631595951,0,,,,,,,,,2000-05-08 00:00:00,3.7985,225.3050209312023,0,67.25354874796393,0,,,,,,,,,2000-05-08 00:00:00,3.7985,0,152.90533230792983,0,-38.761501740060254,,,,,,,,,2000-05-08 00:00:00,3.7985,0,15.779592519496752,0,-4.000126703692431,,,,,,,,,2000-05-08 00:00:00,3.7985,58.52499554320117,0,17.469711169645564,0,,,,,,
,2000-05-09 00:00:00,3.8293,58.52499554320117,0,19.272281032376142,0,,,,,,,,,1999-05-10 00:00:00,2.6874,0,15.779592519496752,0,5.642782284972041,,,,,,,,,,1998-05-10 00:00:00,1.7849,0,152.90533230792983,0,116.22334308725746,,,,,,,,,,1997-05-10 00:00:00,1.7498,225.3050209312023,0,-56.371316236986814,0,,,,,,,,,,1996-05-09 00:00:00,1.1371,1.242913109412378,0,-1.072509722111941,0,,,,,,,,,,2000-05-09 00:00:00,3.8293,24.074686532314082,0,7.927794275091026,0,,,,,,,,,2000-05-09 00:00:00,3.8293,0,85.55835567292112,0,-24.324240517811475,,,,,,,,,2000-05-09 00:00:00,3.8293,0,90.08418058219443,0,-25.61093253951788,,,,,,,,,2000-05-09 00:00:00,3.8293,0,14.698798511311907,0,-4.178868416765975,,,,,,,,,2000-05-09 00:00:00,3.8293,0,71.50803356652007,0,-20.329733942961656,,,,,,,,,2000-05-09 00:00:00,3.8293,120.19780363524066,0,39.58113673708474,0,,,,,,,,,2000-05-09 00:00:00,3.8293,1.242913109412378,0,0.40929128692949596,0,,,,,,,,,2000-05-09 00:00:00,3.8293,225.3050209312023,0,74.1929433926449,0,,,,,,,,,2000-05-09 00:00:00,3.8293,0,152.90533230792983,0,-43.47098597514445,,,,,,,,,2000-05-09 00:00:00,3.8293,0,15.779592519496752,0,-4.486138153292926,,,,,,,,,2000-05-09 00:00:00,3.8293,58.52499554320117,0,19.272281032376142,0,,,,,,
