ENRON DEAL #,EOL #,DEAL DATE,FLOW START,FLOW END,VOLUME,DELIVERY POINT,DEAL TYPE,ENRON'S BUY/SALE,FIRMNESS
348296.1,226417,2000-06-02 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,B,Firm
348297.1,226418,2000-06-02 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
348301.1,,2000-06-02 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
348302.1,,2000-06-02 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
348317.1,,2000-06-02 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
348318.1,226482,2000-06-02 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,B,Firm
348319.1,,2000-06-02 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,B,Firm
348354.1,,2000-06-02 00:00:00,2001-10-01 00:00:00,2001-12-31 00:00:00,123200,PALO VERDE,FORWARD,S,Firm
348539.1,,2000-06-02 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,100800,Entergy (Into) System Border,FORWARD,B,Firm
349068.1,228469,2000-06-05 00:00:00,2001-03-01 00:00:00,2001-04-30 00:00:00,34400,Entergy (Into) System Border,FORWARD,S,Firm
349069.1,228474,2000-06-05 00:00:00,2001-10-01 00:00:00,2001-12-31 00:00:00,51200,Entergy (Into) System Border,FORWARD,S,Firm
349193.1,228819,2000-06-05 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
349252.1,,2000-06-05 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,16800,PJM-Western Hub,FORWARD,S,Firm
349296.1,,2000-06-05 00:00:00,2001-04-01 00:00:00,2001-04-30 00:00:00,16800,PJM-Western Hub,FORWARD,B,Firm
349300.1,,2000-06-05 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,17600,Entergy (Into) System Border,FORWARD,B,Firm
349403.1,,2000-06-05 00:00:00,2001-04-01 00:00:00,2001-06-30 00:00:00,30800,PALO VERDE,FORWARD,S,Firm
349537.1,229911,2000-06-06 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
349540.1,229932,2000-06-06 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
349596.1,230232,2000-06-06 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,25200,NEPOOL PTF,FORWARD,S,Firm
349733.1,231408,2000-06-06 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,16800,NEPOOL PTF,FORWARD,B,Firm
349796.1,231940,2000-06-06 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
349891.1,,2000-06-06 00:00:00,2001-10-01 00:00:00,2001-12-31 00:00:00,30800,PALO VERDE,FORWARD,S,Firm
349917.1,,2000-06-06 00:00:00,2001-04-01 00:00:00,2001-04-30 00:00:00,16800,PJM-Western Hub,FORWARD,B,Firm
349922.1,,2000-06-06 00:00:00,2001-03-01 00:00:00,2001-03-31 00:00:00,35200,PJM-Western Hub,FORWARD,B,Firm
349987.1,,2000-06-06 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
349988.1,,2000-06-06 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
349989.1,,2000-06-06 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
349990.1,,2000-06-06 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
350021.1,,2000-06-06 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,S,Firm
350022.1,,2000-06-06 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,S,Firm
350026.1,,2000-06-06 00:00:00,2001-05-01 00:00:00,2001-05-31 00:00:00,17600,PJM-Western Hub,FORWARD,S,Firm
350073.1,,2000-06-06 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,30400,MID COLUMBIA,FORWARD,S,Firm
350478.1,,2000-06-07 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,B,Firm
350488.1,,2000-06-07 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,30400,MID COLUMBIA,FORWARD,S,Firm
350721.1,,2000-06-07 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,121600,PALO VERDE,FORWARD,B,Firm
350893.1,235855,2000-06-08 00:00:00,2002-01-01 00:00:00,2002-12-31 00:00:00,204000,CINERGY (Into) System,FORWARD,B,Firm
350900.1,235877,2000-06-08 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,102000,NEPOOL PTF,FORWARD,B,Firm
350944.1,236353,2000-06-08 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,B,Firm
350947.1,236393,2000-06-08 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,B,Firm
351224.1,,2000-06-08 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
351599.1,239423,2000-06-09 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,S,Firm
351729.1,240631,2000-06-09 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
351817.1,240714,2000-06-09 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,S,Firm
351821.1,,2000-06-09 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,S,Firm
351825.1,,2000-06-09 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,S,Firm
351826.1,,2000-06-09 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,67200,CINERGY (Into) System,FORWARD,S,Firm
351827.1,,2000-06-09 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,S,Firm
351829.1,,2000-06-09 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,S,Firm
351849.1,,2000-06-09 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,S,Firm
351906.1,,2000-06-09 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,30400,COB N/S,FORWARD,B,Firm
352352.1,,2000-06-12 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,PJM-Western Hub,FORWARD,S,Firm
352715.1,,2000-06-12 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,S,Firm
352725.1,,2000-06-12 00:00:00,2002-01-01 00:00:00,2002-12-31 00:00:00,122800,PALO VERDE,FORWARD,B,Firm
352734.1,,2000-06-12 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
352749.1,,2000-06-12 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,MID COLUMBIA,FORWARD,S,Firm
352794.1,,2000-06-12 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,30400,MID COLUMBIA,FORWARD,B,Firm
353055.1,,2000-06-13 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
353134.1,,2000-06-13 00:00:00,2003-01-01 00:00:00,2003-12-31 00:00:00,408000,CINERGY (Into) System,FORWARD,S,Firm
353324.1,,2000-06-13 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,60800,PALO VERDE,FORWARD,S,Firm
353371.1,,2000-06-13 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,30400,MID COLUMBIA,FORWARD,B,Firm
353479.1,,2000-06-13 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
353611.1,246247,2000-06-14 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,S,Firm
353892.1,247846,2000-06-14 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
354082.1,,2000-06-14 00:00:00,2001-01-01 00:00:00,2001-03-31 00:00:00,30800,MID COLUMBIA,FORWARD,S,Firm
354305.1,248965,2000-06-15 00:00:00,2001-03-01 00:00:00,2001-04-30 00:00:00,34400,Entergy (Into) System Border,FORWARD,S,Firm
354337.1,249035,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,25200,NEPOOL PTF,FORWARD,S,Firm
354342.1,249047,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,S,Firm
354402.1,,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,PJM-Western Hub,FORWARD,S,Firm
354403.1,249615,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
354413.1,249846,2000-06-15 00:00:00,2001-03-01 00:00:00,2001-04-30 00:00:00,34400,Entergy (Into) System Border,FORWARD,S,Firm
354440.1,250003,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
354444.1,250051,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,B,Firm
354458.1,250194,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,204000,CINERGY (Into) System,FORWARD,S,Firm
354541.1,250627,2000-06-15 00:00:00,2001-03-01 00:00:00,2001-04-30 00:00:00,34400,Entergy (Into) System Border,FORWARD,S,Firm
354542.1,250628,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
354543.1,250629,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
354549.1,250754,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,16800,NEPOOL PTF,FORWARD,S,Firm
354563.1,250773,2000-06-15 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,8400,NEPOOL PTF,FORWARD,S,Firm
354601.1,,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,PJM-Western Hub,FORWARD,S,Firm
354611.1,,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
354612.1,,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
354613.1,,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,67200,Entergy (Into) System Border,FORWARD,B,Firm
354614.1,,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
354615.1,,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
354616.1,,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
354623.1,,2000-06-15 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,PJM-Western Hub,FORWARD,S,Firm
354644.1,,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
354659.1,,2000-06-15 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,PJM-Western Hub,FORWARD,S,Firm
354841.1,251278,2000-06-16 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,16800,NEPOOL PTF,FORWARD,S,Firm
355238.1,,2000-06-16 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
355239.1,,2000-06-16 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
355241.1,,2000-06-16 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
355606.1,,2000-06-19 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,PJM-Western Hub,FORWARD,S,Firm
355737.1,255252,2000-06-19 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,B,Firm
356284.1,257225,2000-06-20 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
356366.1,258543,2000-06-20 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,B,Firm
356442.1,,2000-06-20 00:00:00,2001-01-01 00:00:00,2001-03-31 00:00:00,30800,COB N/S,FORWARD,S,Firm
356522.1,,2000-06-20 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,134400,Entergy (Into) System Border,FORWARD,B,Firm
356631.1,259546,2000-06-20 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
356841.1,259806,2000-06-21 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,16800,NEPOOL PTF,FORWARD,S,Firm
356882.1,259917,2000-06-21 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,30400,NP-15,FORWARD,S,CAISO Energy
356978.1,,2000-06-21 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,PJM-Western Hub,FORWARD,S,Firm
357081.1,261154,2000-06-21 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,8400,NEPOOL PTF,FORWARD,S,Firm
357238.1,,2000-06-21 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,67200,PJM-Western Hub,FORWARD,B,Firm
357248.1,,2000-06-21 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
357251.1,,2000-06-21 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
357259.1,,2000-06-21 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
357306.1,261770,2000-06-21 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,25200,NEPOOL PTF,FORWARD,B,Firm
357332.1,,2000-06-21 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,PJM-Western Hub,FORWARD,S,Firm
357352.1,,2000-06-21 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,252000,CINERGY (Into) System,FORWARD,B,Firm
357363.1,,2000-06-21 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,Entergy (Into) System Border,FORWARD,B,Firm
357375.1,,2000-06-21 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
357886.1,264637,2000-06-22 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,S,Firm
357887.1,264639,2000-06-22 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,S,Firm
358013.1,,2000-06-22 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
358023.1,,2000-06-22 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
358038.1,,2000-06-22 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
358112.1,,2000-06-22 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,S,Firm
358597.1,,2000-06-23 00:00:00,2001-10-01 00:00:00,2001-12-31 00:00:00,51200,CINERGY (Into) System,FORWARD,B,Firm
358621.1,,2000-06-23 00:00:00,2001-10-01 00:00:00,2001-12-31 00:00:00,51200,CINERGY (Into) System,FORWARD,B,Firm
358622.1,,2000-06-23 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,S,Firm
358721.1,,2000-06-23 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
359147.1,267551,2000-06-26 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,S,Firm
359496.1,,2000-06-26 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,B,Firm
359683.1,,2000-06-27 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,PJM-Western Hub,FORWARD,B,Firm
359896.1,,2000-06-26 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
360091.1,,2000-06-27 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,CINERGY (Into) System,FORWARD,B,Firm
360107.1,,2000-06-27 00:00:00,2001-10-01 00:00:00,2001-12-31 00:00:00,51200,CINERGY (Into) System,FORWARD,S,Firm
360117.1,,2000-06-27 00:00:00,2002-07-01 00:00:00,2002-08-31 00:00:00,35200,CINERGY (Into) System,FORWARD,S,Firm
360118.1,,2000-06-27 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
360135.1,,2000-06-27 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
360139.1,,2000-06-27 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
360203.1,,2000-06-27 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
360916.1,,2000-06-28 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
361239.1,277994,2000-06-29 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,B,Firm
361421.1,279792,2000-06-29 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
361627.1,,2000-06-29 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,ERCOT System,FORWARD,S,Unplanned B
361792.1,,2000-06-29 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
362071.1,,2000-06-29 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,50400,PJM-Western Hub,FORWARD,B,Firm
362086.1,,2000-06-29 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,PJM-Western Hub,FORWARD,S,Firm
362134.1,,2000-06-29 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,COB N/S,FORWARD,S,Firm
366798.1,,2000-06-30 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,16800,CINERGY (Into) System,FORWARD,B,Firm
366799.1,,2000-06-30 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,CINERGY (Into) System,FORWARD,B,Firm
366800.1,,2000-06-30 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,S,Firm
366861.1,,2000-06-30 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,16800,CINERGY (Into) System,FORWARD,B,Firm
366906.1,,2000-06-30 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
368320.1,,2000-07-05 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
368629.1,,2000-07-06 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,PJM-Western Hub,FORWARD,S,Firm
368773.1,,2000-07-06 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,CINERGY (Into) System,FORWARD,B,Firm
368844.1,,2000-07-06 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,204000,PJM-Western Hub,FORWARD,B,Firm
368975.1,288002,2000-07-06 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
369045.1,,2000-07-06 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
369047.1,,2000-07-06 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,60800,PALO VERDE,FORWARD,B,Firm
369048.1,,2000-07-06 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
369085.1,,2000-07-06 00:00:00,2002-07-01 00:00:00,2002-09-30 00:00:00,30800,PALO VERDE,FORWARD,B,Firm
369338.1,288577,2000-07-07 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
369359.1,288725,2000-07-07 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
369516.1,290304,2000-07-07 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
369552.1,290566,2000-07-07 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,102000,NEPOOL PTF,FORWARD,S,Firm
369553.1,,2000-07-07 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,102000,NEPOOL PTF,FORWARD,B,Firm
369571.1,,2000-07-07 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,102000,NEPOOL PTF,FORWARD,B,Firm
369581.1,,2000-07-07 00:00:00,2001-01-01 00:00:00,2001-12-31 00:00:00,102000,NEPOOL PTF,FORWARD,B,Firm
369587.1,,2000-07-07 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,Entergy (Into) System Border,FORWARD,S,Firm
369713.1,,2000-07-07 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
369714.1,,2000-07-07 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,COB N/S,FORWARD,B,Firm
369715.1,,2000-07-07 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,COB N/S,FORWARD,B,Firm
369721.1,,2000-07-07 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
369722.1,,2000-07-07 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
370116.1,291293,2000-07-10 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,30400,PALO VERDE,FORWARD,S,Firm
370169.1,291446,2000-07-10 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,PALO VERDE,FORWARD,B,Firm
370297.1,,2000-07-10 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,CINERGY (Into) System,FORWARD,B,Firm
370446.1,293134,2000-07-10 00:00:00,2001-03-01 00:00:00,2001-04-30 00:00:00,34400,Entergy (Into) System Border,FORWARD,S,Firm
370449.1,293135,2000-07-10 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,S,Firm
370509.1,,2000-07-10 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,COB N/S,FORWARD,B,Firm
370528.1,293312,2000-07-10 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,TVA  (Into) System Border,FORWARD,B,Firm
370537.1,,2000-07-10 00:00:00,2002-07-01 00:00:00,2002-09-30 00:00:00,30800,PALO VERDE,FORWARD,S,Firm
370544.1,,2000-07-10 00:00:00,2001-10-01 00:00:00,2001-12-31 00:00:00,30800,PALO VERDE,FORWARD,S,Firm
370546.1,,2000-07-10 00:00:00,2000-12-01 00:00:00,2000-12-31 00:00:00,10000,PALO VERDE,FORWARD,B,Firm
370547.1,,2000-07-10 00:00:00,2000-12-01 00:00:00,2000-12-31 00:00:00,40000,PALO VERDE,FORWARD,B,Firm
370548.1,,2000-07-10 00:00:00,2000-12-01 00:00:00,2000-12-31 00:00:00,10000,PALO VERDE,FORWARD,B,Firm
370562.1,,2000-07-10 00:00:00,2000-12-01 00:00:00,2000-12-31 00:00:00,10000,PALO VERDE,FORWARD,B,Firm
370563.1,,2000-07-10 00:00:00,2000-12-01 00:00:00,2000-12-31 00:00:00,10000,PALO VERDE,FORWARD,B,Firm
370564.1,,2000-07-10 00:00:00,2000-12-01 00:00:00,2000-12-31 00:00:00,10000,PALO VERDE,FORWARD,B,Firm
370565.1,,2000-07-10 00:00:00,2000-12-01 00:00:00,2000-12-31 00:00:00,10000,PALO VERDE,FORWARD,B,Firm
370566.1,,2000-07-10 00:00:00,2000-12-01 00:00:00,2000-12-31 00:00:00,10000,PALO VERDE,FORWARD,B,Firm
370574.1,,2000-07-10 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,COB N/S,FORWARD,B,Firm
370953.1,293895,2000-07-11 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,TVA  (Into) System Border,FORWARD,S,Firm
371167.1,295438,2000-07-11 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,TVA  (Into) System Border,FORWARD,B,Firm
371168.1,295439,2000-07-11 00:00:00,2001-01-01 00:00:00,2001-02-28 00:00:00,33600,TVA  (Into) System Border,FORWARD,B,Firm
371278.1,,2000-07-11 00:00:00,2001-06-01 00:00:00,2001-06-30 00:00:00,16800,Entergy (Into) System Border,FORWARD,S,Firm
371340.1,,2000-07-11 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,COB N/S,FORWARD,B,Firm
371341.1,,2000-07-11 00:00:00,2001-07-01 00:00:00,2001-09-30 00:00:00,30400,COB N/S,FORWARD,B,Firm
371748.1,297338,2000-07-12 00:00:00,2001-10-01 00:00:00,2001-12-31 00:00:00,51200,Entergy (Into) System Border,FORWARD,S,Firm
371941.1,,2000-07-12 00:00:00,2001-07-01 00:00:00,2001-08-31 00:00:00,35200,ERCOT System,FORWARD,S,Unplanned B
371965.1,297875,2000-07-12 00:00:00,2000-10-01 00:00:00,2000-12-31 00:00:00,50400,Entergy (Into) System Border,FORWARD,B,Firm
372150.1,,2000-07-12 00:00:00,2001-03-01 00:00:00,2001-04-30 00:00:00,34400,Entergy (Into) System Border,FORWARD,S,Firm
