RC,Type,Driver,Name,Source_Reference_Number,Destination_Reference_Number,Destination_Name,Actual_Driver_Quantity,Destination_Module,Source_Module,Period
1893,unique,Hours,Senior Specialist,R413-1893-SNRSP,ADCDVXE.05,Deal Movement,0,Activity,Resource,2000 May
1893,unique,Hours,Senior Specialist,R413-1893-SNRSP,ADCDVXE.08,Meter fee Maintenance,20,Activity,Resource,2000 May
1893,unique,Hours,Senior Specialist,R413-1893-SNRSP,AGDCPXE.03,Verify Cparty on Deal,17.5,Activity,Resource,2000 May
1893,unique,Hours,Senior Specialist,R413-1893-SNRSP,AGDCTXE.05,Attach Contrs to SITARA Deal,3,Activity,Resource,2000 May
1893,unique,Hours,Senior Specialist,R413-1893-SNRSP,ALOTRXE.01-TR,Maintain Tickets/ Rate Table,95,Activity,Resource,2000 May
1893,unique,Hours,Senior Specialist,R413-1893-SNRSP,ALOTRXE.02-TR,Transport Liaison,69,Activity,Resource,2000 May
1893,unique,Hours,Senior Specialist,R413-1893-SNRSP,ALOTRXE.03-TR,Service P&L,62,Activity,Resource,2000 May
1893,unique,Hours,Senior Specialist,R413-1893-SNRSP,ATS1893.01,System Downtime,31,Activity,Resource,2000 May
1893,unique,Hours,Senior Specialist,R413-1893-SNRSP,ARMDCXX.01-EG,Input/Preparation of Deals,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ATR1893.01,Participate in Training,10,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMCBXX.01-EG,Curve Validation,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMCBXX.02-EG,Curve Setup,3,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMCBXX.04-EG,Calc Books - M,75,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMGPXX.05-EG,Analyze Changes,55,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMGPXX.01-EG,Daily/Monthly Reporting,75,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMTSXX.01-EG,Ad Hoc Reqs,75,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMDAXX.01-EG,Research Deals,60,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMGPXX.06-EG,Bid Week Preparation,40,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,AOA1893.14,Reactive OA,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,AOA1893.15,Preventative OA,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMMRXX.05-EG,Recon and Report for Bus Analysis and Report,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,AEOLXXX.02,EOL Risk Management Support,35,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ABP1893.06,Special Projects-Administrative,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ADCDVXE.01,New Cntrprty Notif,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ADCDVXE.02,New Contract Req Notif,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ADCDVXE.03,Monitor Sitara Bridge Forward,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ADCDVXE.04,Chk deal for reasonable,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ADCDVXE.05,Deal Movement,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ADCDVXE.08,Meter fee Maintenance,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,AGDCPXE.03,Verify Cparty on Deal,10,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,AGDCTXE.05,Attach Contrs to SITARA Deal,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ALOTRXE.01-TR,Maintain Tickets/ Rate Table,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ALOTRXE.02-TR,Transport Liaison,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ALOTRXE.03-TR,Service P&L,0,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ATS1893.01,System Downtime,22,Activity,Resource,2000 May
1893,unique,Hours,Specialist,R413-1893-SP,ARMDCXX.01-EG,Input/Preparation of Deals,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,ABP1893.01,Bus plan/budg activities,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,AHR1893.03,Personnel Planning,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,APE1893.01,Dvlp Employee Careers,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,APE1893.02,Provide Mentoring,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,APE1893.03,Performance Feedback,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,ARMTSXX.01-EG,Ad Hoc Reqs,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,ARMDAXX.01-EG,Research Deals,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,ARMGPXX.05-EG,Analyze Changes,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,ABP1893.02,Commercial Related Projects,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,AOA1893.14,Reactive OA,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,AOA1893.15,Preventative OA,0,Activity,Resource,2000 May
1893,unique,Hours,Manager,R413-1893-MGR,AEOLXXX.02,EOL Risk Management Support,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ATR1893.01,Participate in Training,10,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMCBXX.01-EG,Curve Validation,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMCBXX.02-EG,Curve Setup,3,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMCBXX.04-EG,Calc Books - M,75,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMGPXX.05-EG,Analyze Changes,70,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMGPXX.01-EG,Daily/Monthly Reporting,90,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,AOA1893.14,Reactive OA,25,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,AOA1893.15,Preventative OA,10,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMTSXX.01-EG,Ad Hoc Reqs,80,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,AEOLXXX.02,EOL Risk Management Support,20,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ABP1893.06,Special Projects-Administrative,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMDAXX.01-EG,Research Deals,35,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMGPXX.02-EG,Prpare DPR for all Trding Act,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMGPXX.06-EG,Bid Week Preparation,20,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMMRXX.05-EG,Recon and Report for Bus Analysis and Report,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ADCDVXE.01,New Cntrprty Notif,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ADCDVXE.02,New Contract Req Notif,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ADCDVXE.03,Monitor Sitara Bridge Forward,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ADCDVXE.04,Chk deal for reasonable,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ADCDVXE.05,Deal Movement,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ADCDVXE.08,Meter fee Maintenance,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,AGDCPXE.03,Verify Cparty on Deal,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,AGDCTXE.05,Attach Contrs to SITARA Deal,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ALOTRXE.01-TR,Maintain Tickets/ Rate Table,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ALOTRXE.02-TR,Transport Liaison,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ALOTRXE.03-TR,Service P&L,0,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ATS1893.01,System Downtime,22,Activity,Resource,2000 May
1893,unique,Hours,Analyst,R413-1893-ANA,ARMDCXX.01-EG,Input/Preparation of Deals,0,Activity,Resource,2000 May
1943,unique,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.02,Operational Analysis Control,0,Activity,Resource,2000 May
1943,unique,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.04,Phase 2,0,Activity,Resource,2000 May
1943,unique,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.05,Historical Analysis,0,Activity,Resource,2000 May
1943,unique,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.01,Phase 1 - OA,0,Activity,Resource,2000 May
1943,unique,Hours,Senior Specialist,R413-1943-SNRSP,AOAXXXX.03,Statistical Reporting,0,Activity,Resource,2000 May
1943,unique,Hours,Specialist,R413-1943-SP,AOAXXXX.04,Phase 2,0,Activity,Resource,2000 May
1943,unique,Hours,Specialist,R413-1943-SP,AOAXXXX.05,Historical Analysis,0,Activity,Resource,2000 May
1943,unique,Hours,Specialist,R413-1943-SP,AOAXXXX.01,Phase 1 - OA,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,ABP1943.01,Bus plan/budg activities,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,AHR1943.03,Personnel Planning,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,AOAXXXX.02,Operational Analysis Control,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,AOAXXXX.04,Phase 2,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,AOAXXXX.05,Historical Analysis,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,AOAXXXX.06,Operational  Process Improvement,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,APE1943.03,Performance Feedback,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,ATR1943.02,Assess Training Needs,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,AOAXXXX.01,Phase 1 - OA,0,Activity,Resource,2000 May
1943,unique,Hours,Manager,R413-1943-MGR,AOAXXXX.03,Statistical Reporting,0,Activity,Resource,2000 May
1943,unique,Hours,Staff,R413-1943-STAFF,AOAXXXX.04,Phase 2,0,Activity,Resource,2000 May
1943,unique,Hours,Staff,R413-1943-STAFF,AOAXXXX.05,Historical Analysis,0,Activity,Resource,2000 May
1943,unique,Hours,Staff,R413-1943-STAFF,AOAXXXX.01,Phase 1 - OA,0,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,AGDCTXX.05,Attach Contrs to SITARA Deal,20,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.04,Chk deal for reasonable,40,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.09-PG,FolU Unexecut confirm,10,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.07-PG,Gas Confirmation Controls,20,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.05-PG,Generate Confirm,20,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.03-PG,Identify Discrpncs,30,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.08,Meter fee Maintenance,0,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.05,Deal Movement,30,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.03,Monitor Sitara Bridge Forward,30,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.01,New Cntrprty Notif,10,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCDVXX.02,New Contract Req Notif,20,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,AOA0263.01,Phase 1 - OA,30,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,ADCCFXX.08-PG,Receive 3rd party Paper,10,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,AOA0263.03,Statistical Reporting,20,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,AGDCPXX.03,Verify Cparty on Deal,30,Activity,Resource,2000 May
0263,unique,Hours,Senior Specialist,R413-0263-SNRSP,AEOLXXX.05,EOL Confirmation Support,0,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,AGDCTXX.05,Attach Contrs to SITARA Deal,40,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCDVXX.04,Chk deal for reasonable,80,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCCFXX.09-PG,FolU Unexecut confirm,20,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCCFXX.07-PG,Gas Confirmation Controls,40,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCCFXX.05-PG,Generate Confirm,40,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCCFXX.03-PG,Identify Discrpncs,60,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCDVXX.08,Meter fee Maintenance,8,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCDVXX.05,Deal Movement,60,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCDVXX.03,Monitor Sitara Bridge Forward,60,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCDVXX.01,New Cntrprty Notif,20,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,AOA0263.01,Phase 1 - OA,60,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCCFXX.08-PG,Receive 3rd party Paper,20,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,AOA0263.03,Statistical Reporting,32,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,ADCDVXX.02,New Contract Req Notif,40,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,AGDCPXX.03,Verify Cparty on Deal,60,Activity,Resource,2000 May
0263,unique,Hours,Specialist,R413-0263-SP,AEOLXXX.05,EOL Confirmation Support,0,Activity,Resource,2000 May
0263,unique,Hours,Manager,R413-0263-MGR,ABP0263.01,Bus plan/budg activities,20,Activity,Resource,2000 May
0263,unique,Hours,Manager,R413-0263-MGR,AHR0263.03,Personnel Planning,10,Activity,Resource,2000 May
0263,unique,Hours,Manager,R413-0263-MGR,ADCDVXX.04,Chk deal for reasonable,10,Activity,Resource,2000 May
0263,unique,Hours,Manager,R413-0263-MGR,APE0263.03,Performance Feedback,25,Activity,Resource,2000 May
0263,unique,Hours,Manager,R413-0263-MGR,ATR0263.02,Assess Training Needs,10,Activity,Resource,2000 May
0263,unique,Hours,Manager,R413-0263-MGR,AOA0263.06,Operational Process Improvement,60,Activity,Resource,2000 May
0263,unique,Hours,Manager,R413-0263-MGR,AOA0263.03,Statistical Reporting,10,Activity,Resource,2000 May
0263,unique,Hours,Manager,R413-0263-MGR,ADCCFXX.06-PG,Review Confirm,0,Activity,Resource,2000 May
0263,unique,Hours,Manager,R413-0263-MGR,ADCCFXX.07-PG,Gas Confirmation Controls,15,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCDVXX.03,Monitor Sitara Bridge Forward,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCDVXX.04,Chk deal for reasonable,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCDVXX.02,New Contract Req Notif,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCDVXX.05,Deal Movement,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCDVXX.01,New Cntrprty Notif,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCCFXX.05-PG,Generate Confirm,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,AOA0263.01,Phase 1 - OA,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,AOA0263.03,Statistical Reporting,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,AGDCPXX.03,Verify Cparty on Deal,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,AGDCTXX.05,Attach Contrs to SITARA Deal,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCDVXX.08,Meter fee Maintenance,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCCFXX.01-PG,Deal Entry Accuracy/TAGG,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCCFXX.03-PG,Identify Discrpncs,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCCFXX.06-PG,Review Confirm,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCCFXX.07-PG,Gas Confirmation Controls,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCCFXX.08-PG,Receive 3rd party Paper,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,ADCCFXX.09-PG,FolU Unexecut confirm,0,Activity,Resource,2000 May
0263,unique,Hours,Staff,R413-0263-STAFF,AEOLXXX.05,EOL Confirmation Support,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,APE0758.01,Dvlp Employee Careers,18,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,APE0758.02,Provide Mentoring,162,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,APE0758.03,Performance Feedback,45,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ATR0758.01,Participate in Training,59,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ATR0758.02,Assess Training Needs,20,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ABP0758.02,Commercial Related Projects,72,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ASTSTXX.01-PG,Preparing Invoices-3rd Party,118,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ASTSTXX.02-PG,Preparing Payments-3rd Party,220,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ASTSTXX.06-PG,G/L Interface/Downloads,38,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ABD0758.06,Customer Service,223,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ASTSTXX.08-PG,Reconciling,301,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,AOA0758.11,Pre-Settlement Review,124,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ASTSTXX.03-PG,Process Innercompany Transactions,57,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ASTSTXX.04-PG,"Cash Forecasting, Calls, & Collections",64,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ASTSTXX.05-PG,Process/Apply Cash Receipts,50,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,AOA0758.10,Analyzing Price and Vol,164,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,AEOLXXX.03,EOL Settlements Support,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ABP0758.05,System Implementation,267,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ABP0758.06,Special Projects-Administrative,80,Activity,Resource,2000 May
0758,unique,Hours,Senior Specialist,R413-0758-SNRSP,ATS0758.02,Production Support,8,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ASTSTXX.01-PG,Preparing Invoices-3rd Party,20,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ASTSTXX.02-PG,Preparing Payments-3rd Party,28,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ASTSTXX.08-PG,Reconciling,83,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ABD0758.06,Customer Service,146,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,AOA0758.11,Pre-Settlement Review,18,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ASTSTXX.16.PG,Process Bank Deposits,53,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,AOA0758.10,Analyzing Price and Vol,83,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ASTSTXX.05-PG,Process/Apply Cash Receipts,26,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ASTSTXX.03-PG,Process Innercompany Transactions,0,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ATR0758.01,Participate in Training,20,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ASTSTXX.06-PG,G/L Interface/Downloads,6,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ASTSTXX.04-PG,"Cash Forecasting, Calls, & Collections",74,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,APE0758.03,Performance Feedback,1,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,AEOLXXX.03,EOL Settlements Support,4,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ABP0758.05,System Implementation,16,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ABP0758.06,Special Projects-Administrative,39,Activity,Resource,2000 May
0758,unique,Hours,Specialist,R413-0758-SP,ATS0758.02,Production Support,20,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,AHR0758.03,Personnel Planning,0,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,APE0758.01,Dvlp Employee Careers,0,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,APE0758.02,Provide Mentoring,0,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,APE0758.03,Performance Feedback,0,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,ATR0758.01,Participate in Training,0,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,ATR0758.02,Assess Training Needs,0,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,ABP0758.01,Bus plan/budg activities,0,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,ABP0758.02,Commercial Related Projects,0,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,AOA0758.10,Analyzing Price and Vol,0,Activity,Resource,2000 May
0758,unique,Hours,Manager,R413-0758-MGR,ABP0758.05,System Implementation,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,ASTSTXX.01-PG,Preparing Invoices-3rd Party,10,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,ASTSTXX.02-PG,Preparing Payments-3rd Party,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,ABD0758.06,Customer Service,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,ASTSTXX.08-PG,Reconciling,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,AOA0758.11,Pre-Settlement Review,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,ATR0758.01,Participate in Training,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,AOA0758.10,Analyzing Price and Vol,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,AXX0758.01,Filing,150,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,AEOLXXX.03,EOL Settlements Support,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,ABP0758.05,System Implementation,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,ABP0758.06,Special Projects-Administrative,0,Activity,Resource,2000 May
0758,unique,Hours,Clerk,R413-0758-CLERK,ATS0758.02,Production Support,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,ASTSTXX.01-PG,Preparing Invoices-3rd Party,68,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,ASTSTXX.02-PG,Preparing Payments-3rd Party,64,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,ABD0758.06,Customer Service,28,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,ASTSTXX.08-PG,Reconciling,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,AOA0758.11,Pre-Settlement Review,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,ATR0758.01,Participate in Training,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,AOA0758.10,Analyzing Price and Vol,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,AEOLXXX.03,EOL Settlements Support,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,ABP0758.05,System Implementation,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,ABP0758.06,Special Projects-Administrative,0,Activity,Resource,2000 May
0758,unique,Hours,Senior Clerk,R413-0758-SNRCK,ATS0758.02,Production Support,0,Activity,Resource,2000 May
0758,unique,Hours,Analyst,R413-0758-ANA,ASTSTXX.01-PG,Preparing Invoices-3rd Party,0,Activity,Resource,2000 May
