Invoice #,Prod Month,Buyer,Seller,Start Date,End Date,P/L Pt Cd,Point Name,EOL #,SITARA #,PG&E #,P/L,,MMBTU,Price,Enron Sales,,PG&E Vol,PG&E Pr,PG&E Purch,,Vol Diff,Pr Diff,$  Diff,,Comments
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/3/01 00:00:00,1/3/01 00:00:00,25078,MIDCONTINENT POOL NGPL,OA729241,552943,E17291,NGPL,,5000,9.27,46350,,5000,9.27,46350,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,909998,CILCO CENTRAL POINT GC,,555036,E17291,NGPL,,9594,9.28,89032.31999999999,,9594,9.28,89032.31999999999,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/5/01 00:00:00,1/5/01 00:00:00,25080,LOUISIANA POOL NGPL,OA738095,556846,E17289,NGPL,,5000,9.4,47000,,5000,9.4,47000,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/2/01 00:00:00,909998,CILCO CENTRAL POINT GC,,550367,E17291,NGPL,,11600,10.7,124119.99999999999,,11600,10.7,124119.99999999999,,0,0,0,,
,,,,,,,,,,,NGPL Total,,181380,,1446156.9300000002,,181380,,1446670.7100000002,,0,,-513.7800000000425,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/31/01 00:00:00,1/31/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,21501,5.97,128360.97,,21501,5.97,128360.97,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/30/01 00:00:00,1/30/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17290,NNG,,21501,6.67,143411.67,,21501,6.67,143411.67,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/25/01 00:00:00,1/25/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,21501,6.94,149216.94,,21501,6.94,149216.94,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/27/01 00:00:00,1/29/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,64503,7.1,457971.3,,64503,7.1,457971.3,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,4572,7.12,32552.64,,4572,7.12,32552.64,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,21501,7.15,153732.15,,21501,7.15,153732.15,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/26/01 00:00:00,1/26/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,21501,7.29,156742.29,,21501,7.29,156742.29,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/19/01 00:00:00,1/19/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,21501,7.4,159107.4,,21501,7.4,159107.4,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,14607,7.66,111889.62,,14649,7.66,112211.34,,-42,0,-321.72000000000116,,Vol - Need p/l support from Mel.
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17290,NNG,,64503,7.69,496028.07,,64503,7.69,496028.07,,0,0,0,,DN  2/22/01
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/23/01 00:00:00,1/23/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,21501,7.7,165557.7,,21501,7.7,165557.7,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,6237,7.875,49116.375,,6237,7.875,49116.375,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,10000,7.945,79450,,10000,7.945,79450,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/17/01 00:00:00,1/17/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,11501,8.28,95228.28,,11501,8.28,95228.28,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/17/01 00:00:00,1/17/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,10000,8.42,84200,,10000,8.42,84200,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/13/01 00:00:00,1/16/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,60000,8.845,530700,,60000,8.845,530700,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/13/01 00:00:00,1/16/01 00:00:00,37654,CLIFTON DEMARCATION,,567795,E17291,NNG,,26004,8.885,231045.54,,26004,8.885,231045.54,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/3/01 00:00:00,1/3/01 00:00:00,37654,CLIFTON DEMARCATION,OA727452,551697,E17291,NNG,,5000,8.93,44650,,5000,8.93,44650,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/3/01 00:00:00,1/3/01 00:00:00,37654,CLIFTON DEMARCATION,OA727890,552002,E17291,NNG,,5000,9.03,45150,,5000,9.03,45150,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,37654,CLIFTON DEMARCATION,OA732277,554057,E17291,NNG,,5000,9.03,45150,,5000,9.03,45150,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/5/01 00:00:00,1/5/01 00:00:00,37654,CLIFTON DEMARCATION,OA737586,556525,E17291,NNG,,5000,9.045,45225,,5000,9.045,45225,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/3/01 00:00:00,1/3/01 00:00:00,37654,CLIFTON DEMARCATION,OA727891,552005,E17291,NNG,,1501,9.055,13591.555,,1501,9.055,13591.555,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/5/01 00:00:00,1/5/01 00:00:00,37654,CLIFTON DEMARCATION,OA737587,556526,E17291,NNG,,5000,9.07,45350,,5000,9.07,45350,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,37654,CLIFTON DEMARCATION,OA733832,555150,E17291,NNG,,1501,9.14,13719.140000000001,,1501,9.14,13719.140000000001,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,37654,CLIFTON DEMARCATION,OA733389,554792,E17291,NNG,,5000,9.2,46000,,5000,9.2,46000,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,37654,CLIFTON DEMARCATION,OA733718,555064,E17291,NNG,,5000,9.205,46025,,5000,9.205,46025,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,37654,CLIFTON DEMARCATION,OA733645,554995,E17291,NNG,,5000,9.215,46075,,5000,9.215,46075,,0,0,0,,
,,,,,,,,,,,NNG Total,,465436,,3615246.64,,465478,,3615568.3600000003,,-42,,-321.72000000000116,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/13/01 00:00:00,1/16/01 00:00:00,1941,ENRON FLEX POOL,,568778,E17289,NRAM,,5000,8.68,43400,,5000,8.68,43400,,0,0,0,,
,,,,,,,,,,,NRAM Total,,5000,,43400,,5000,,43400,,0,,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/4/01 00:00:00,543,WFSC/NWPL/KERN/CIG OPAL PLANT,OA697331,535060,E17287,NWPL,,20000,8.78,175600,,20000,8.78,175600,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/5/01 00:00:00,1/12/01 00:00:00,543,WFSC/NWPL/KERN/CIG OPAL PLANT,OA697331,535060,E17287,NWPL,,40000,8.78,351200,,40000,8.78,351200,,0,0,0,,"Mel sent support, changed in UNIFY"
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/13/01 00:00:00,1/16/01 00:00:00,543,WFSC/NWPL/KERN/CIG OPAL PLANT,OA697331,535060,E17287,NWPL,,16968,8.78,148979.03999999998,,16968,8.78,148979.03999999998,,0,0,0,,on 5/22/01.  Refund Pd PGE on 5/25.
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/17/01 00:00:00,1/31/01 00:00:00,543,WFSC/NWPL/KERN/CIG OPAL PLANT,OA697331,535060,E17287/484,NWPL,,71776,8.78,630193.2799999999,,71776,8.78,630193.2799999999,,0,0,0,,"Volumes here S/B 71,776"
,,,,,,,,,,,NWPL Total,,148744,,1305972.3199999998,,148744,,1305972.3199999998,,0,,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/30/01 00:00:00,1/30/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,589897,E17324,PG&E,,8063,8.75,70551.25,,8063,8.75,70551.25,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/19/01 00:00:00,1/19/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,573532,E17324,PG&E,,9451,8.9,84113.90000000001,,4451,8.9,39613.9,,5000,0,44500.00000000001,,Enron shows the whole 9451 @ 8.9
 , , , , , , , ,, ,E17290,PG&E,,0,0,0,,5000,8.85,44250,,-5000,-8.85,-44250,,PGE show it at 2 prices. Mel sent dl tckt.
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/31/01 00:00:00,1/31/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,593152,E17290,PG&E,,10000,9.25,92500,,10000,9.25,92500,,0,0,0,,E = Matt Lenhart   P = Alan King
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/30/01 00:00:00,1/30/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,590269,E17290/324,PG&E,,20000,9.45,189000,,19999,9.45,188990.55,,1,0,9.450000000011642,,This is a price tiering issue. 
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,571927,E17290/324,PG&E,,9828,9.55,93857.40000000001,,9828,9.55,93857.40000000001,,0,0,0,,Mel has voice recog data to confirm.
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/19/01 00:00:00,1/19/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,573545,E17290,PG&E,,10000,9.55,95500,,10000,9.55,95500,,0,0,0,,Tape confirms PGE's price of $8.85.
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,575608,E17324,PG&E,,28566,9.6,274233.6,,28566,9.6,274233.6,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/27/01 00:00:00,1/29/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,587020,E17290,PG&E,,30000,9.6,288000,,30000,9.6,288000,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/17/01 00:00:00,1/17/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,569839,E17290,PG&E,,20000,9.65,193000,,20000,9.65,193000,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/19/01 00:00:00,1/19/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,573545,E17290,PG&E,,20000,9.7,194000,,20000,9.7,194000,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,OA732271,554051,E17290,PG&E,,5000,9.75,48750,,5000,9.75,48750,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,571328,E17290,PG&E,,10000,9.75,97500,,10000,9.75,97500,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,571328,E17290,PG&E,,20000,9.8,196000,,20000,9.8,196000,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/19/01 00:00:00,1/19/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,573545,E17290,PG&E,,10000,9.8,98000,,10000,9.8,98000,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,571328,E17290,PG&E,,25000,9.95,248749.99999999997,,25000,9.95,248749.99999999997,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/26/01 00:00:00,1/26/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,584845,E17290/324,PG&E,,17080,10.1,172508,,17080,10.1,172508,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/13/01 00:00:00,1/16/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,567751,E17290,PG&E,,80000,10.125,810000,,80000,10.125,810000,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,571328,E17290,PG&E,,10000,10.15,101500,,10000,10.15,101500,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/26/01 00:00:00,1/26/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,584074,E17324,PG&E,,8832,10.35,91411.2,,8832,10.35,91411.2,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,575575,E17290,PG&E,,30000,10.95,328500,,30000,10.95,328500,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/25/01 00:00:00,1/25/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,582233,E17324,PG&E,,9998,11.05,110477.90000000001,,9998,11.05,110477.90000000001,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,575575,E17290,PG&E,,30000,11.4,342000,,30000,11.4,342000,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/23/01 00:00:00,1/23/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,577372,E17290,PG&E,,10000,11.4,114000,,10000,11.4,114000,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,575575,E17290,PG&E,,29997,11.55,346465.35000000003,,30000,11.55,346500,,-3,0,-34.649999999965075,,Vol - immaterial
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,575575,E17324,PG&E,,15000,12.35,185250,,14997,12.35,185212.94999999998,,3,0,37.05000000001746,,Vol - immaterial
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,576162,E17324,PG&E,,12075,12.35,149126.25,,12075,10.5,126787.5,,0,1.8499999999999996,22338.75,,PRICE Diff - Two fixed prices.
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,579403,E17324,PG&E,,28222,11.65,328786.3,,28222,11.65,328786.3,,0,0,0,,E = Matt Lenhart   P = Alan King
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/25/01 00:00:00,1/25/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,581837,E17290,PG&E,,10000,12.2,122000,,10000,12.2,122000,,0,0,0,,Mel sent deal tckt.  I gave to Liz H.
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/23/01 00:00:00,1/23/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,578592,E17290,PG&E,,20000,12.35,247000,,20000,12.35,247000,,0,0,0,,Matt says he's corr….but no notes.
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,579403,E17290,PG&E,,20000,12.4,248000,,20000,12.4,248000,,0,0,0,,"Ellen sent ""confirm ltr"" has fax confirm"
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,579405,E17324,PG&E,,9998,13.2,131973.6,,9998,13.2,131973.6,,0,0,0,,"PGE did not dispute our ""confirm ltr"""
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/23/01 00:00:00,1/23/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,577500,E17324,PG&E,,9925,13.45,133491.25,,9925,13.45,133491.25,,0,0,0,,"PGE did not send ""confirm ltr"""
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,CG0202N,CITYGATE - NORMAL POOL,,579403,E17290,PG&E,,10000,13.7,137000,,10000,13.7,137000,,0,0,0,,PGE is pulling the audio tape.  5/24/01
21991SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,259711,E17291,PG&E,,155000,14.14,2191700,,155000,14.14,2191700,,0,0,0,,Tape confirms PGE's price of $10.50.
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,PN0202R,PGEN/PG&E - MALIN (PN0202R),,261771,E17291,PG&E,,155000,14.14,2191700,,155000,14.14,2191700,,0,0,0,,
,,,,,,,,,,,PG&E Total,,907035,,10746646,,907034,,10724045.399999999,,1,,22600.60000000007,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/31/01 00:00:00,1/31/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,4245,6.04,25639.8,,4245,6.04,25639.8,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/25/01 00:00:00,1/25/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,3891,6.94,27003.54,,3891,6.94,27003.54,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,3891,7.12,27703.920000000002,,3891,7.12,27703.920000000002,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/27/01 00:00:00,1/29/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,11673,7.19,83928.87000000001,,11673,7.19,83928.87000000001,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/19/01 00:00:00,1/19/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,574164,E17291,PGLC,,3891,7.36,28637.760000000002,,3891,7.36,28637.760000000002,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/26/01 00:00:00,1/26/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,3891,7.43,28910.129999999997,,3891,7.43,28910.129999999997,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/20/01 00:00:00,1/22/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,11673,7.74,90349.02,,11673,7.74,90349.02,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/23/01 00:00:00,1/23/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,3891,7.83,30466.53,,3891,7.83,30466.53,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/18/01 00:00:00,1/18/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,3891,7.86,30583.260000000002,,3891,7.86,30583.260000000002,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/17/01 00:00:00,1/17/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,3891,8.32,32373.120000000003,,3891,8.32,32373.120000000003,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/3/01 00:00:00,1/3/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,OA728100,552135,E17291,PGLC,,5000,8.91,44550,,5000,8.91,44550,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/13/01 00:00:00,1/16/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,,568359,E17291,PGLC,,21044,8.96,188554.24000000002,,21044,8.96,188554.24000000002,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/5/01 00:00:00,1/5/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,OA737454,556446,E17291,PGLC,,5000,9.27,46350,,5000,9.27,46350,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,OA733024,554527,E17291,PGLC,,5000,9.5,47500,,5000,9.5,47500,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/3/01 00:00:00,1/3/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,OA729407,553066,E17291,PGLC,,261,9.67,2523.87,,261,9.67,2523.87,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/2/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,OA725343,550421,E17291,PGLC,,6000,10.53,63179.99999999999,,6000,10.53,63179.99999999999,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/2/01 00:00:00,909285,NGPL/PGLC  CENTRAL POINT,OA725369,550441,E17291,PGLC,,4522,10.56,47752.32,,4522,10.56,47752.32,,0,0,0,,
,,,,,,,,,,,PGLC Total,,101655,,846006.38,,101655,,846006.38,,0,,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/30/01 00:00:00,1/31/01 00:00:00,020998,LEG 800 (POOL)  ZONE L,,580687,E17288,TENN,,1000,6.54,6540,,1000,6.54,6540,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/25/01 00:00:00,1/25/01 00:00:00,020998,LEG 800 (POOL)  ZONE L,,580687,E17288,TENN,,500,6.8,3400,,500,6.8,3400,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/24/01 00:00:00,1/24/01 00:00:00,020998,LEG 800 (POOL)  ZONE L,,580687,E17288,TENN,,500,6.865,3432.5,,500,6.865,3432.5,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/27/01 00:00:00,1/29/01 00:00:00,020998,LEG 800 (POOL)  ZONE L,,580687,E17288,TENN,,1500,6.97,10455,,1500,6.97,10455,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/26/01 00:00:00,1/26/01 00:00:00,020998,LEG 800 (POOL)  ZONE L,,580687,E17288,TENN,,500,7.28,3640,,500,7.28,3640,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,020998,LEG 800 (POOL)  ZONE L,,547538,E17288,TENN,,6510,9.935,64676.850000000006,,6510,9.935,64676.850000000006,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,020285,TENN/ALGO (MENDON),,451505,E17288,TENN,,154999,11.01,1706538.99,,155000,11.01,1706550,,-1,0,-11.010000000009313,,
,,,,,,,,,,,TENN Total,,165509,,1798683.34,,165510,,1798694.35,,-1,,-11.010000000009313,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,79504,EGM ELA TABS POOL,,547541,E17288,TETC,,3782,9.94,37593.08,,3782,9.94,37593.08,,0,0,0,,
,,,,,,,,,,,TETC Total,,3782,,37593.08,,3782,,37593.08,,0,,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/5/01 00:00:00,1/5/01 00:00:00,3700,ZONE SL-FT POOLING (SELL),OA738338,556997,E17288,TGT,,10000,9.57,95700,,10000,9.57,95700,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,3700,ZONE SL-FT POOLING (SELL),,547532,E17288,TGT,,155000,9.985,1547675,,155000,9.985,1547675,,0,0,0,,
,,,,,,,,,,,TGT Total,,165000,,1643375,,165000,,1643375,,0,,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,1062,TRANSCO STN 65(EGM ONSYS POOL),,547543,E17288,TRCO,,3565,10.07,35899.55,,3565,10.07,35899.55,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/4/01 00:00:00,1/4/01 00:00:00,6558,BROOKLYN UNION,OA732281,554060,E17288,TRCO,,5000,12.75,63750,,5000,12.75,63750,,0,0,0,,
21992SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/1/01 00:00:00,1/31/01 00:00:00,6558,BROOKLYN UNION,OA720546,547647,E17288,TRCO,,155000,18,2790000,,155000,18,2790000,,0,0,0,,
,,,,,,,,,,,TRCO Total,,163565,,2889649.55,,163565,,2889649.55,,0,,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/31/01 00:00:00,1/31/01 00:00:00,TN038,ENRON CAPITAL & TRADE RES TRN,,567765,E17289,TRKL,,10000,5.86,58600,,10000,5.86,58600,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/30/01 00:00:00,1/30/01 00:00:00,TN038,ENRON CAPITAL & TRADE RES TRN,,567765,E17289,TRKL,,16019,6.62,106045.78,,16019,6.62,106045.78,,0,0,0,,
21993SA,Jan-01,PG&E  ET - Gas Corp,Enron,1/25/01 00:00:00,1/25/01 00:00:00,TN038,ENRON CAPITAL & TRADE RES TRN,,567765,E17289,TRKL,,11392,6.86,78149.12000000001,,11392,6.86,78149.12000000001,,0,0,0,,
