,PEAK LOADS MWavg,,,,,,,,OFF PEAK LOADS MWavg,,,,,
2000-06-05,15202.6185913085,29793.4548339843,6228.57705688476,32139.6875,3763.95,87128.28798217756,,,10376.3903808593,22952.9633789062,4233.29040527343,22072.75,2525.35,62160.74416503893
2000-06-06,15430.2941894531,29371.4396972656,6482.54837036132,32315.25,3880.05,87479.58225708002,,,10728.1655273437,23137.5151367187,4493.37399291992,22861.375,2651.35,63871.77965698232
2000-06-07,15706.5037231445,29686.3842773437,6761.6975402832,31677,3789.59375,87621.1792907714,,,11007.7200927734,23532.1635742187,4725.24310302734,22609.25,2603.7375,64478.11427001945
2000-06-08,15222.010559082,29544.7626953125,6586.82424926757,29317.5625,3648.875,84320.03500366208,,,10691.3134765625,23389.0310058593,4629.58184814453,22186.125,2524.025,63420.076330566335
2000-06-09,13784.5913085937,29688.7678222656,6412.39953613281,29557.75,3504.30625,82947.81491699211,,,9734.23095703125,23543.7028808593,4566.98223876953,21964,2463.425,62272.34107666009
2000-06-10,13156.5314331054,27642.4924316406,5371.45748901367,26523,3077.5,75770.98135375968,,,9491.62048339843,22912.9499511718,4280.14065551757,21344.5,2433.1625,60462.373590087795
2000-06-11,,,,,,,,,12249.1289876302,25459.193359375,4776.80825805664,24332.9583333333,2770.495833,69588.58477139514
2000-06-12,15127.73828125,29433.6634521484,6601.2727355957,33454.5,3854.55625,88471.7307189941,,,10325.2816162109,22675.7788085937,4486.5952758789,22432,2581.05,62500.7057006835
2000-06-13,16043.6243286132,29853.8031005859,6788.95837402343,37276.1875,4167.375,94129.94830322254,,,11154.593383789,23517.4995117187,4705.76184082031,24491.75,2818.6375,66688.242236328
2000-06-14,15774.6192016601,30067.997680664,6693.5132446289,39273.0625,4020.98125,95830.173876953,,,11055.4578857421,23834.666015625,4677.59436035156,26001,2743.0375,68311.75576171867
2000-06-15,15812.2606201171,29921.7840576171,6625.81301879882,38495.1875,4059.7125,94914.75769653302,,,11105.8809814453,23687.4995117187,4656.98516845703,26119.625,2774.625,68344.61566162104
2000-06-16,15549.6943359375,29397.6403808593,6703.77459716796,35871.25,3952.50625,91474.86556396476,,,10980.6896972656,23312.8334960937,4774.50286865234,25241.875,2740.55,67050.45106201165
2000-06-17,14681.278137207,27639.9864501953,5901.69927978515,30725.625,3440.1625,82388.75136718745,,,10591.630493164,22910.8725585937,4702.65338134765,23418,2655.875,64279.031433105345
2000-06-18,,,,,,,,,12979.7256266276,25376.2017415364,5004.05661010742,25649.2083333333,2970.041666,71979.23397760472
2000-06-19,16364.6242675781,29957.2352294921,6875.93505859375,33601.125,4043.53125,90842.45080566395,,,11169.5056152343,23079.140625,4673.27124023437,23375.125,2692.55,64989.59248046867
2000-06-20,15580.0292358398,29921.8538818359,6875.7502746582,35938.4375,4020.83125,92336.9021423339,,,10832.2713623046,23571.1069335937,4765.92156982421,24195.375,2734.925,66099.59986572251
2000-06-21,15255.3087768554,30416.7438964843,6540.71871948242,36951.375,3926.49375,93090.64014282211,,,10691.5052490234,24111.1137695312,4570.81762695312,25008.625,2687.3375,67069.39914550772
2000-06-22,14757.670349121,30162.3588867187,6725.85586547851,35839.8125,4011.50625,91497.20385131822,,,10365.1800537109,23877.9494628906,4727.30078125,24711.25,2746.7375,66428.41779785149
2000-06-23,14793.5493774414,29904.6146240234,6729.4182434082,33879.9375,4303.5625,89611.082244873,,,10446.7244873046,23714.8725585937,4792.76647949218,24253.625,2935.85,66143.83852539049
2000-06-24,14369.8630981445,27704.0041503906,5733.71997070312,31329,3537.2125,82673.79971923822,,,10366.9637451171,22963.9372558593,4568.80242919921,23718.75,2711.675,64330.12843017562
2000-06-25,,,,,,,,,13954.0087890625,25983.4087727864,5168.2548828125,28288.6666666666,3447.8875,76842.22661132799
2000-06-26,16776.449645996,30351.2875976562,6936.51373291015,38177.25,4346.39375,96587.89472656236,,,11450.5926513671,23382.7192382812,4714.44403076171,24739.375,2859.9375,67147.06842041001
2000-06-27,16730.8609008789,30336.1680908203,6974.14944458007,38482.875,4117.875,96641.92843627927,,,11632.4061279296,23897.4855957031,4834.12683105468,26009.875,2790.7625,69164.65605468738
2000-06-28,15885.4487304687,31471.6440429687,6782.47326660156,37909.625,4118.05,96167.24104003896,,,11133.1315917968,24947.3249511718,4739.76171875,25773,2798.8375,69392.0557617186
2000-06-29,15376.7831420898,30880.2318115234,6564.61145019531,37027.125,4059.7125,93908.4639038085,,,10800.0194091796,24446.2514648437,4613.96936035156,25323,2774.625,67957.86523437485
2000-06-30,15644.3454589843,30775.85546875,6585.44699096679,34520.8125,4000.7125,91527.17291870108,,,11047.528930664,24405.7817382812,4690.22863769531,24411.875,2768.4625,67323.8768066405
2000-07-01,15133.3907470703,28073.5314941406,5780.54562377929,29749.1875,3591.35625,82328.01161499019,,,11231.8204345703,23275.4855957031,4536.44384765625,23327.75,2753.7875,65125.28737792965
2000-07-02,,,,,,,,,13361.8603515625,25733.9136555989,5238.08348592122,25409.0416666666,3240.520833,72983.41999274922
2000-07-03,15936.2938842773,30421.530883789,6802.47485351562,28437.5625,3998.575,85596.43712158191,,,11231.8231201171,23349.3664550781,4742.92584228515,21339.25,2686.15,63349.51541748035
2000-07-04,,,,,,,,,13074.251180013,25383.9346516927,5254.70284016927,24323.5,3032,71068.38867187497
2000-07-05,15766.4326782226,30399.703125,7048.46795654296,31347,3884.11875,88445.72250976556,,,11133.7432861328,23849.9587402343,4914.16479492187,22019,2688.1625,64605.02932128897
2000-07-06,15583.4973754882,30165.1309814453,6961.68463134765,31924.0625,3967.4125,88601.78798828115,,,11070.0997314453,23793.5485839843,4890.70208740234,22970.875,2742.775,65468.000402831945
2000-07-07,15824.8229980468,30402.9669189453,6828.24786376953,31509.75,3815.8875,88381.67528076163,,,11374.6517333984,24144.677734375,4864.9722290039,23028,2685.7125,66098.0141967773
2000-07-08,14748.0534057617,28072.2139892578,5957.92205810546,28271.5625,3445.55,80495.30195312497,,,10945.8275146484,23274.3933105468,4675.64501953125,22371.25,2677.3875,63944.50334472644
2000-07-09,,,,,,,,,13223.2227783203,25723.51171875,5383.13911946614,25079.6666666666,2991.629166,72401.16944920304
2000-07-10,15590.6409912109,30735.9268798828,6921.55676269531,33179.0625,4046.55,90473.737133789,,,10988.208618164,23590.6743164062,4825.95385742187,22490.75,2711.625,64607.211791992064
2000-07-11,16310.0704345703,31221.1590576171,6971.51730346679,33216.4375,4071.95625,91791.14054565418,,,11626.8718261718,24462.7600097656,4891.20526123046,23488.875,2781.9375,67251.64959716785
2000-07-12,16469.305114746,31529.9621582031,7078.92135620117,32771,4024.14375,91873.33237915028,,,11630.0889892578,24736.6984863281,4935.39672851562,23300,2764.525,67366.70920410151
2000-07-13,16424.6328125,31403.8432617187,7075.30374145507,32984.8125,3874.69375,91763.28606567378,,,11667.6198730468,24770.6154785156,4970.52130126953,23478.875,2691.8625,67579.49415283193
2000-07-14,16426.7728271484,30609.0463867187,6946.66180419921,33918.8125,4101.71875,92003.01226806632,,,11807.3244628906,24308.3366699218,4949.3394165039,23690,2838.5,67593.50054931629
2000-07-15,15686.1126708984,28238.7495117187,6241.31231689453,29763.9375,3351.575,83281.68699951163,,,11642.0437011718,23412.4663085937,4898.04339599609,23073.75,2626.45,65652.75340576158
2000-07-16,,,,,,,,,14074.8009033203,26459.1936848958,5298.59522501627,25336.2083333333,3032,74200.79814656566
2000-07-17,16527.7863159179,31784.8513183593,6657.58096313476,32602.875,3998.575,91571.66859741196,,,11648.7042236328,24395.7526855468,4641.90063476562,22557.125,2686.15,65929.63254394522
2000-07-18,16845.2406005859,31443.5778808593,7074.04721069335,35199.3125,4169.80625,94731.98444213855,,,12008.3753662109,24637.0319824218,4963.14001464843,23870,2832.8875,68311.43486328113
2000-07-19,17382.4897460937,31860.1799316406,7128.68322753906,36851.8125,4373.38125,97596.54665527337,,,12274.9499511718,24995.76953125,4970.09051513671,24435.875,2942.8875,69619.5724975585
2000-07-20,17324.4845581054,31724.0400390625,7039.00631713867,36409.3125,4260.95,96757.79341430656,,,12306.8500976562,25023.1794433593,4945.02185058593,24631.5,2895.625,69802.17639160143
2000-07-21,17079.4798583984,31653.8933105468,6890.5350036621,34509.0625,4151.6,94284.57067260731,,,12276.4808349609,25138.107421875,4909.35040283203,24505.375,2863.9625,69693.27615966793
2000-07-22,16163.816040039,29091.9818115234,6018.24935913085,31604.5625,3591.35625,86469.96596069324,,,11996.589477539,24119.8725585937,4722.98846435546,23422.125,2753.7875,67015.36300048816
2000-07-23,,,,,,,,,14530.0029703776,26383.5026855468,5432.50537109375,28833,3460.0875,78639.09852701814
2000-07-24,17319.5369262695,31607.2174072265,7203.08685302734,37945.125,4194.28125,98269.24743652334,,,12206.726196289,24259.4133300781,5022.2466430664,24521.75,2788.05,68798.18616943351
2000-07-25,17502.5831909179,32170.3666992187,7450.04248046875,37241.4375,4169.80625,98534.23612060535,,,12476.9715576171,25206.4936523437,5226.93768310546,25088.875,2832.8875,70832.16539306626
2000-07-26,17535.7288818359,31945.9150390625,7487.49142456054,35706.375,4270.38125,96945.89159545895,,,12383.1628417968,25063.0327148437,5220.25018310546,24768.125,2891.9,70326.47073974596
2000-07-27,17585.7689819335,31800.0743408203,7177.72955322265,35599.9375,4260.95,96424.46037597644,,,12492.4595947265,25083.1530761718,5042.47729492187,24382.5714285714,2895.625,69896.28639439156
2000-07-28,17589.6392211914,31528.6292724609,7099.64016723632,36280.75,4151.6,96650.25866088862,,,12643.1760253906,25038.6281738281,5058.33319091796,24776.25,2863.9625,70380.34989013665
2000-07-29,16063.6079711914,29715.3529052734,6018.93692016601,32914.1875,3542.125,88254.2102966308,,,11922.2163085937,24636.703125,4723.52807617187,23955.75,2728.3125,67966.51000976557
2000-07-30,,,,,,,,,14335.3409423828,27654.3820800781,5315.16212972005,29326.5416666666,3283.545833,79914.97265184754
2000-07-31,16376.9649047851,32855.3604736328,7066.79660034179,38213.1875,4728.56875,99240.87822875968,,,11542.4060058593,25217.3984375,4927.2202758789,25140.25,3043.1125,69870.3872192382
2000-08-01,16970.1632080078,31387.8623046875,7173.83038330078,39378.8125,4563.34375,99474.01214599608,,,12044.7634277343,24443.8698730468,4904.73754882812,26950,3062.3875,71405.75834960921
2000-08-02,17309.5332641601,31420.5539550781,7629.1604309082,38899.875,4478.14375,99737.2664001464,,,12348.5760498046,24527.798828125,5261.63714599609,26971.5,3027.45,72136.96202392569
2000-08-03,17737.2763671875,31963.7260742187,7446.35061645507,38046.8125,4266.58125,99460.74680786127,,,12653.7268066406,24960.6667480468,5115.40625,25961.375,2923.8875,71615.0623046874
2000-08-04,17497.6559448242,31499.2872314453,7391.06372070312,37104.375,4131.7125,97624.09439697262,,,12715.9903564453,24751.1374511718,5126.74951171875,25574.625,2874.8,71043.30231933585
2000-08-05,16740.7676391601,28524.7978515625,6440.94610595703,34200.0625,3779.13125,89685.70534667964,,,12520.1162109375,23461.998046875,5000.02191162109,24627,2875.8875,68485.02366943359
2000-08-06,,,,,,,,,14277.9684244791,25839.1381835937,5771.25075276692,28282.6666666666,3310.954166,77481.97819350632
2000-08-07,16238.1862182617,30692.7720947265,7183.87033081054,34575.4375,4212.03125,92902.29739379874,,,11465.0493164062,23495.2854003906,4823.90124511718,23633.75,2820.35,66238.33596191398
2000-08-08,15774.0609130859,31189.1143798828,7326.69564819335,34569.125,4199.4375,93058.43344116205,,,11195.81640625,24289.0915527343,5009.25128173828,24192.5,2869.1875,67555.84674072258
2000-08-09,16847.9888305664,31384.1358642578,7508.45678710937,35235.8125,4162.35625,95138.75023193356,,,12019.3114013671,24499.3693847656,5178.39105224609,24030.5,2855.75,68583.32183837879
2000-08-10,17313.4516601562,31053.937133789,7270.2430114746,35519.25,4427.0375,95583.91930541981,,,12351.3713378906,24250.2080078125,4994.42584228515,24498.25,3009.725,69103.98018798826
2000-08-11,17367.5158081054,30050.787109375,7471.10232543945,37093.9375,4452.61875,96435.96149291984,,,12621.4143066406,23612.9523925781,5182.26763916015,24993.125,3046.5375,69456.29683837885
2000-08-12,16070.3489379882,27928.2690429687,6407.73529052734,33963.75,3779.13125,88149.23452148425,,,12018.7221679687,22971.345703125,4974.24084472656,24670.375,2875.8875,67510.57121582027
2000-08-13,,,,,,,,,14637.1293945312,25209.902750651,5966.63515218098,28612.375,3379.479166,77805.52146336318
2000-08-14,16888.0408325195,30048.6174316406,7422.16653442382,37227.125,4411.00625,95996.95604858393,,,11923.8819580078,23002.1853027343,4983.91497802734,24068.25,2927.625,66905.85723876944
2000-08-15,17125.3129882812,30404.4439697265,7527.42413330078,37554.625,4520.34375,97132.14984130848,,,12154.8826904296,23678.0151367187,5146.48895263671,25690.75,3040.9,69711.036779785
2000-08-16,17628.8600463867,30591.1064453125,7545.08462524414,38513.5,4788.08125,99066.63236694335,,,12576.3829345703,23880.3073730468,5203.65240478515,25657.25,3177.925,70495.51771240226
2000-08-17,16538.9245605468,30859.9844970703,7160.1079711914,38090,4825.525,97474.5420288085,,,11798.825805664,24098.7482910156,4918.7666015625,25791.75,3203.175,69811.2656982421
2000-08-18,15742.3181152343,30408.5162353515,7069.01330566406,35753.6875,4539.25,93512.78515624985,,,11440.341430664,23894.0441894531,4903.36193847656,25085.5,3089.5375,68412.78505859367
2000-08-19,15685.5407714843,27527.0622558593,6346.47583007812,31354.8125,3860.64375,84774.53510742172,,,11730.9315185546,22641.3486328125,4926.68579101562,23702.25,2918.8375,65920.05344238272
2000-08-20,,,,,,,,,14156.0771484375,24761.6691894531,5979.41243489583,26788.875,3310.954166,74996.98793878642
2000-08-21,16679.5087890625,29795.0401611328,7181.66845703125,34698.375,4250.54375,92605.13615722655,,,11776.6472167968,22808.0727539062,4822.42266845703,23392.375,2841.8,65641.31763916003
2000-08-22,16162.9351196289,30625.3035888671,7251.43759155273,34263.875,4275.8,92579.35130004873,,,11471.82421875,23850.0139160156,4957.79748535156,23947.625,2912.0875,67139.34812011715
2000-08-23,15937.5541381835,31328.8930664062,7398.7596130371,34400.0625,4275.96875,93341.23806762681,,,11369.8096923828,24456.2453613281,5102.73565673828,23957.875,2920.1125,67806.77821044918
2000-08-24,16453.730102539,31287.7922363281,7397.87399291992,35474.0625,4266.58125,94880.04008178702,,,11738.0480957031,24432.8259277343,5082.10437011718,24212.125,2923.8875,68388.99089355458
2000-08-25,15994.1294555664,30625.872680664,7550.60049438476,35649.6875,4131.7125,93952.00263061516,,,11623.3393554687,24064.8359375,5237.41088867187,24745.375,2874.8,68545.76118164057
2000-08-26,15625.9808349609,27824.2918701171,6419.59844970703,31914.625,3661.65625,85446.15240478504,,,11686.3875732421,22885.8237304687,4983.44995117187,23594,2811.55,65961.21125488267
2000-08-27,,,,,,,,,13161.2864583333,24984.05859375,5981.62719726562,26990,3179.208333,74296.18058234891
2000-08-28,15250.5571899414,29652.1048583984,7224.54440307617,33516.5,4100.33125,89744.03770141597,,,10767.7291259765,22698.6557617187,4851.21362304687,22821.5,2756,63895.098510742064
2000-08-29,14238.6085205078,30178.7467041015,7220.95181274414,30776.75,3985.6375,86400.69453735344,,,10106.0119628906,23502.2495117187,4936.95428466796,23104.5,2740.625,64390.340759277264
2000-08-30,14943.0573120117,30260.7366943359,7424.41867065429,31098.4375,4275.96875,88002.6189270019,,,10660.3382568359,23622.4111328125,5120.43206787109,22569.625,2920.1125,64892.91895751949
2000-08-31,14994.4670410156,30349.3858642578,7349.94180297851,30819.8125,4228.0625,87741.66970825191,,,10697.013671875,23700.0185546875,5049.17645263671,22805.25,2902.425,65153.883679199214
2000-09-01,16070.8581542968,29167.6114501953,6814.85229492187,29880.5625,3821.7625,85755.64689941397,,,11692.2135009765,23111.4594726562,4753.35473632812,22481.625,2717.6625,64756.31520996081
2000-09-02,15111.0962524414,26917.4434814453,5858.58905029296,25972.625,3279.825,77139.57878417966,,,11214.828125,22263.9304199218,4576.74694824218,21396.875,2611.9125,62064.29299316398
2000-09-03,,,,,,,,,13457.1188964843,24866.2150065104,5194.34518432617,23359,2925.966666,69802.64575332086
2000-09-04,,,,,,,,,13829.5362955729,24741.2862141927,5293.18620808919,23943.6666666666,3021.495833,70829.17121752138
2000-09-05,16970.2869873046,29923.1733398437,7118.51995849609,31030.25,3925.8875,88968.11778564438,,,11952.8186035156,23226.8486328125,4835.74578857421,21364.75,2733.0875,64113.25052490231
2000-09-06,17155.8134155273,29735.2584228515,7030.4658203125,32435.125,4118.9,90475.5626586913,,,12059.4053955078,23219.0971679687,4790.39343261718,22517.75,2846.45,65433.095996093674
2000-09-07,16429.0803222656,29195.1147460937,6657.55368041992,33214.25,3991.93125,89487.92999877922,,,11611.1683349609,22931.8793945312,4568.77795410156,22960.25,2786.975,64859.05068359366
2000-09-08,15912.424255371,29007.6821289062,6689.53686523437,32807.0625,3750.3875,88167.09324951157,,,11576.9464111328,22984.7358398437,4665.94738769531,23069.125,2675.575,64972.32963867181
2000-09-09,14498.6267089843,27171.9370117187,5896.39099121093,28361.8125,3209.73125,79138.49846191393,,,10760.278930664,22474.4267578125,4606.27795410156,21935.75,2569.875,62346.60864257807
2000-09-10,,,,,,,,,13257.7668457031,24743.0783691406,5251.8120320638,25229.625,2775.570833,71257.85307990751
2000-09-11,15697.5664672851,29300.0472412109,6974.98641967773,34110.5625,3975.975,90059.13762817373,,,10832.7635498046,22467.310546875,4683.63226318359,21937.375,2704.9125,62625.99385986319
2000-09-12,16452.7864990234,29813.5197753906,6677.99502563476,35248.0625,4792.9875,92985.35130004877,,,11588.3233642578,23141.7331542968,4536.48889160156,23347,3155.1,65768.64541015617
2000-09-13,15948.7374267578,29782.8095703125,6604.43234252929,36300.875,4552.4375,93189.29183959958,,,11210.9104003906,23256.2282714843,4500.10424804687,24247,3057.4875,66271.73041992176
2000-09-14,16105.3967285156,30507.1387939453,6506.09661865234,36281.125,3954.0125,93353.76964111323,,,11382.4063720703,23962.4343261718,4464.83963012695,24822.375,2765.9125,67397.96782836906
2000-09-15,15979.4733886718,29281.6417236328,6484.78845214843,35035.75,3895.71875,90677.37231445304,,,11625.7274169921,23201.8132324218,4523.13537597656,24297.125,2759.75,66407.55102539046
2000-09-16,14721.7089233398,26876.808227539,5822.4920349121,32848.25,3668.69375,83937.9529357909,,,10925.8411865234,22230.3200683593,4548.5478515625,23944.625,2822.6125,64471.9466064452
2000-09-17,,,,,,,,,13412.4657389322,24476.962890625,5074.76124064127,29060.125,3405.758333,75430.07320319848
2000-09-18,15248.5541992187,29459.0886230468,6676.63568115234,37437.6875,3900.74375,92722.70975341783,,,10522.903930664,22589.2631835937,4483.29260253906,24047.875,2662.7875,64306.12221679676
2000-09-19,15153.9227294921,29101.2684326171,6433.04205322265,37345.5625,3817.84375,91851.63946533186,,,10673.4841308593,22588.8725585937,4370.08770751953,24897.875,2669.95,65200.26939697253
2000-09-20,14856.8638916015,28776.3864746093,6770.85900878906,36135.9375,4159.38125,90699.42812499986,,,10443.3955078125,22470.3520507812,4613.50341796875,24653.75,2867.5625,65048.56347656245
2000-09-21,14995.654296875,28853.2021484375,6269.59643554687,31534.375,3880.05625,85532.88413085937,,,10598.1016845703,22663.3173828125,4302.5403137207,23943.75,2723.825,64231.5343811035
2000-09-22,14227.6671142578,29125.5494384765,6560.11083984375,29908.125,3821.7625,83643.21489257805,,,10351.2156982421,23078.130859375,4575.67266845703,23164.875,2717.6625,63887.55672607413
2000-09-23,12657.4552612304,27203.8122558593,6125.63516235351,27030.875,3279.825,76297.60267944321,,,9393.83764648437,22500.7912597656,4785.36407470703,21733.5,2611.9125,61025.405480957
2000-09-24,,,,,,,,,11328.6598307291,24458.8848470052,5476.62841796875,24689.0833333333,2925.966666,68879.22309503634
2000-09-25,12843.4543457031,28283.4522705078,6663.9326171875,32803.0625,3975.975,84569.87673339841,,,8863.16387939453,21687.7841796875,4474.76275634765,22331.875,2704.9125,60062.49831542968
2000-09-26,14375.6735229492,28253.4384765625,6433.22570800781,32964.75,4001.11875,86028.20645751951,,,10125.333618164,21930.7731933593,4370.21249389648,23076.375,2775.1875,62277.881805419776
2000-09-27,14192.840637207,27960.5789794921,6240.00192260742,31577.875,3889.4,83860.69653930652,,,9976.630859375,21833.3200683593,4251.78994750976,22979.25,2720.1,61761.09087524406
2000-09-28,14423.2442016601,28016.3582763671,6124.6692199707,30951.5625,3844.0375,83359.8716979979,,,10193.5538330078,22006.0012207031,4203.08340454101,22883.375,2702.7875,61988.80095825191
2000-09-29,14140.7279052734,27602.9467773437,5887.5986328125,31182,3750.3875,82563.6608154296,,,10287.9639892578,21871.669921875,4106.59594726562,22891.375,2675.575,61833.17985839841
2000-09-30,13251.5124511718,25785.2731933593,5066.69136047363,28449,3352.4875,75904.96450500474,,,9834.72229003906,21327.4912109375,3958.11413574218,22075.25,2654.025,59849.602636718744
2000-10-01,,,,,,,,,11462.1776529947,24150.297281901,4704.37057495117,25650.7083333333,2735.183333,68702.73717618016
2000-10-02,13525.8639526367,28779.5755615234,6097.45001220703,32681.5,3572.3125,84656.70202636713,,,9786.75756835937,22560.3032226562,4193.12789916992,22329.375,2454.1125,61323.67619018549
2000-10-03,13770.1977539062,28675.2757568359,6157.17919921875,31431.9375,3581.4125,83616.00270996086,,,10068.683227539,22904.1088867187,4279.2566833496,22707.375,2515.6875,62475.1112976073
2000-10-04,13108.7380981445,28688.1002197265,6241.42489624023,30594.5625,3524.08125,82156.90696411123,,,9657.96850585937,22837.5119628906,4348.66012573242,22805.625,2488.6625,62138.42809448239
2000-10-05,13394.7456054687,28369.8299560546,6321.99597167968,31171.5,3622.075,82880.14653320298,,,9904.81872558593,22715.7260742187,4427.35345458984,22466.75,2553.8,62068.448254394476
2000-10-06,13267.5617065429,27321.1947021484,6332.47937011718,30514.6875,3443.7375,80879.66077880848,,,9831.3583984375,22051.2629394531,4495.0093383789,22693.625,2477.6375,61548.8931762695
2000-10-07,12155.0348510742,26075.7537841796,5332.60025024414,26199.875,3010.25,72773.51388549795,,,9443.05639648437,21775.9951171875,4218.20516967773,21285.375,2436.6125,59159.2441833496
2000-10-08,,,,,,,,,10408.284016927,24394.1303710937,4865.55909220377,23579.25,2669.729166,65916.95264622447
2000-10-09,11817.5451049804,28725.4946289062,6201.32391357421,29929.75,3526.31875,80200.43239746083,,,8550.68865966796,22517.9086914062,4264.56051635742,21490.5,2427.825,59251.48286743158
2000-10-10,11727.2630004882,28892.1047363281,6238.1404724121,28741.5,3428.38125,79027.3894592284,,,8574.90203857421,23077.2983398437,4335.52517700195,21784.25,2420.4,60192.375555419865
2000-10-11,11597.1983032226,28792.5147705078,6212.91870117187,28675.75,3343.2625,78621.64427490227,,,8544.32940673828,22920.6325683593,4328.7986755371,21249.625,2384.225,59427.61065063468
2000-10-12,11366.9743041992,28593.2360839843,6229.78649902343,28542.8125,3325.93125,78058.74063720692,,,8405.3720703125,22894.6071777343,4362.77822875976,21206.75,2384.55,59254.05747680656
2000-10-13,10993.5701904296,28595.8305664062,6186.24478149414,28384.625,3245.53125,77405.80178832993,,,8146.31463623046,23080.0366210937,4391.20706176757,21377,2370.1,59364.65831909173
2000-10-14,10492.6594238281,26995.5924072265,5379.49533081054,25156.0625,2939.775,70963.58466186514,,,8151.58294677734,22544.1569824218,4255.30029296875,20274.875,2392.9125,57618.82772216789
2000-10-15,,,,,,,,,9463.06656901041,25216.8630371093,4777.29299926757,22557.0416666666,2603.270833,64617.53510505388
2000-10-16,11762.2709960937,28869.2607421875,6183.25335693359,29814.25,3436.94375,80065.97884521479,,,8510.69458007812,22630.6071777343,4252.13360595703,20879.5,2370.3625,58643.297863769454
2000-10-17,12387.0347290039,28149.4344482421,6215.82312011718,30338.9375,3631.2125,80722.44229736317,,,9057.32287597656,22484.0983886718,4320.01446533203,21869.75,2542.0375,60273.22322998039
2000-10-18,12752.2020874023,28569.1549072265,6204.37014770507,29840.75,3511.13125,80877.60839233387,,,9395.28771972656,22742.82421875,4322.84252929687,22033,2480.0625,60974.01696777343
2000-10-19,11650.6414794921,29153.1336669921,6201.95343017578,30158.1875,3501.8125,80665.72857665998,,,8615.13116455078,23342.9174804687,4343.28643798828,21838.5,2483.75,60623.58508300776
2000-10-20,11517.8165283203,28601.7666015625,6112.31771850585,29443.4375,3372.06875,79047.40709838865,,,8534.78479003906,23084.8278808593,4338.73104858398,21965.125,2432.4875,60355.95621948234
2000-10-21,10651.0487670898,27487.4407958984,5319.68017578125,25269.25,2994.91875,71722.33848876944,,,8274.63323974609,22954.9020996093,4207.98522949218,20680.625,2427.8375,58545.98306884757
2000-10-22,,,,,,,,,8987.47892252604,25611.6672363281,4774.48196411132,23169.9166666666,2635.141666,65178.686455632065
2000-10-23,10798.5240478515,29725.8460693359,6204.7625427246,29385.875,3588.9125,79703.920159912,,,7813.36700439453,23302.0842285156,4266.92529296875,21031.375,2462.925,58876.67652587888
2000-10-24,11043.9461669921,29349.80859375,6237.45510864257,29588.4375,3537.33125,79756.97861938468,,,8075.26513671875,23442.8857421875,4335.048828125,21691.625,2489.3625,60034.18720703125
2000-10-25,10809.4547729492,29778.1164550781,6288.75671386718,29259.3125,3511.13125,79646.77169189448,,,7963.95300292968,23705.2329101562,4381.63818359375,21739.5,2480.0625,60270.38659667963
2000-10-26,11122.1872558593,29796.1282958984,6301.04763793945,28846.7692307692,3430.1625,79496.29492046636,,,8224.3628540039,23857.7631835937,4412.68313598632,21571.125,2438.6375,60504.571673583916
2000-10-27,10541.621520996,29149.1427001953,6179.10632324218,28659.25,3361.16875,77890.28929443347,,,7811.41723632812,23526.62109375,4386.13989257812,21987.875,2426.025,60138.078222656244
2000-10-28,9937.03698730468,27366.8166503906,5330.37753295898,25680.3125,2879.3375,71193.88117065426,,,7719.92852783203,22854.1684570312,4216.44699096679,20962.75,2354.5625,58107.85647583002
2000-10-29,,,,,,,,,8892.42641194661,25527.0647786458,4706.07080078125,23466,2572.216,65163.77799137366
2000-10-30,10945.4408569335,30268.9962158203,6162.20944213867,28741.1875,3310.75625,79428.59026489248,,,7919.669921875,23727.859375,4237.66204833984,20773,2363.7625,59021.95384521484
2000-10-31,11603.7656860351,30076.5555419921,6240.83251953125,28564.6875,3380.7,79866.54124755845,,,8484.60137939453,24023.3679199218,4337.39611816406,21756,2463.8875,61065.252917480386
2000-11-01,11443.1148071289,30945.0493164062,6656.33117675781,29096.3125,3348.43125,81489.2390502929,,,9057.85717773437,24797.9350585937,4787.49047851562,21903.25,2429.5,62976.032714843685
2000-11-02,11195.2246704101,30463.0745849609,6758.9797668457,29042.875,3435.4625,80895.6165222167,,,8820.67736816406,24394.6345214843,4817.42041015625,21315.625,2467.325,61815.682299804605
2000-11-03,10944.5576171875,29866.5236816406,6475.01046752929,28634.625,3440.98125,79361.69801635739,,,8862.53466796875,24381.9084472656,4780.0454711914,21407.875,2483.3875,61915.75108642574
2000-11-04,10376.0064086914,28493.1489257812,5807.97302246093,25250.5625,2901.35625,72829.04710693353,,,8795.5634765625,23646.5751953125,4693.26330566406,20809.875,2399.325,60344.60197753906
2000-11-05,,,,,,,,,9821.55367024739,26762.3946126302,5266.10430908203,22810.9166666666,2571.541666,67232.51092462621
2000-11-06,11603.5339355468,31216.2478027343,6845.994140625,29197.3125,3386.96875,82250.0571289061,,,9092.78845214843,24465.3698730468,4760.55877685546,21014.75,2381.6875,61715.15460205069
2000-11-07,11649.5264282226,32261.8209228515,6904.92419433593,29335.6875,3386.9,83538.85904541003,,,9252.07214355468,25814.7258300781,4910.35900878906,21963.75,2436.0625,64376.969482421846
2000-11-08,11724.2404785156,31546.8135986328,6787.50747680664,29622.0625,3348.43125,83029.05530395504,,,9280.38366699218,25280.1611328125,4881.83752441406,21936,2429.5,63807.88232421874
