,,,,,,,,
PIP Master List,,,,,,,,
2000-11-28 00:00:00,203,Formula correction for leap year,Complete,1 - Refinement,J. Cohea,13.3.1.1,No System Change,Corrected formula to reflect intervals during a leap year. No system change
2000-12-06 00:00:00,204,EPS Meter Data Transmittal,Partial pending current language on Friday,"RUG
4 - Significant",J. Cohea,"10.2.3
10.3.2.1.6",Phase 2,"New section on treatment of EPS Load Data was added, and necessary by June 1st to avoid workaround costs incurred by the TDSP. A new section was drafted with referenc to making consumption data available to market participants of EPS meters boxed until system supports it. RUG reviewed and approved the changes as drafted. Reliant responded with subsequent clarification that data should include both KWh and KVARh when supported. Changes redistributed and accepted by ERCOT."
2000-12-01 00:00:00,205,RPRS Not Reported,Complete,2 - Improvement,C. Moseley,12.3.2(5),Phase 3,"Current design does not support reporting the total MW of Replacement Reserve Service (RPRS) procured for the management of Congestion. 
System Change: Create posting report
Workaround: ERCOT staff extracts data and posts manually."
2000-12-01 00:00:00,206,Deemed Actual TLF Not Posted,RESOLVED,,C. Moseley,12.4.4(5),Phase 3,"Deemed actual TLFs are being posted by Package 2…RESOLVED (on an automated, daily public basis)."
2000-11-30 00:00:00,207,Capacity Insufficiency,Complete,3 - Important,C. Moseley,"6.6.7.1,
6.8.1.1(2)(b),
6.8.1.3,
6.8.1.5,
6.8.1.9,
",Phase 3,"System Change: Automate system to derive prices under capacity insufficency conditions in accordance with protocols
Workaround: ERCOT staff creates derived prices manually
No language change"
2000-11-30 00:00:00,208,Posting Declining OOMC and OOME Dispatch Instructions,Complete,3 - Important,C. Moseley,6.5.10,Phase 3,"System Change: Automate posting of decline of any OOMC or OOME instructions;
Workaround: Manual post declines to provide OOMC/OOME
No language change"
2000-12-07 00:00:00,209,Block Load Transfers,None,"RUG
3 - Important",R. Ross,"5.7.2.3
18.6.1",Phase 1,This is new language adopted by RUG.  No system impact analysis has been prepared.  ERCOT staff will prepare system impact analysis.
2000-12-07 00:00:00,210,Partial Block Deployment,None,"RUG
3 - Important",Kevin Gresham,"6.7.1.1
6.7.4",Phase 2,This is new language adopted by RUG.  No system impact analysis has been prepared.  ERCOT staff will prepare system impact analysis.
,,,,,,,,
,Description of Fields,Description of Fields,Description of Fields,Description of Fields,Description of Fields,Description of Fields,,
,"PIP Number: Unique Identifier for item; should be referenced in each area of protocols sections where language has been altered
PIP Name: Description of the PIP Item
Rec Doc Status: Status of the corresponding Reconciliation Document
Related Items: Other PIP Items that may be related
Criticality: Ranked assessment of implementation need, as described in a corresponding PIP Ranking document
Language Author: Primary author responsible for drafting changes to protocol language
Proposed Delivery Schedule: Recommended Phase for implementation of the item","PIP Number: Unique Identifier for item; should be referenced in each area of protocols sections where language has been altered
PIP Name: Description of the PIP Item
Rec Doc Status: Status of the corresponding Reconciliation Document
Related Items: Other PIP Items that may be related
Criticality: Ranked assessment of implementation need, as described in a corresponding PIP Ranking document
Language Author: Primary author responsible for drafting changes to protocol language
Proposed Delivery Schedule: Recommended Phase for implementation of the item","PIP Number: Unique Identifier for item; should be referenced in each area of protocols sections where language has been altered
PIP Name: Description of the PIP Item
Rec Doc Status: Status of the corresponding Reconciliation Document
Related Items: Other PIP Items that may be related
Criticality: Ranked assessment of implementation need, as described in a corresponding PIP Ranking document
Language Author: Primary author responsible for drafting changes to protocol language
Proposed Delivery Schedule: Recommended Phase for implementation of the item","PIP Number: Unique Identifier for item; should be referenced in each area of protocols sections where language has been altered
PIP Name: Description of the PIP Item
Rec Doc Status: Status of the corresponding Reconciliation Document
Related Items: Other PIP Items that may be related
Criticality: Ranked assessment of implementation need, as described in a corresponding PIP Ranking document
Language Author: Primary author responsible for drafting changes to protocol language
Proposed Delivery Schedule: Recommended Phase for implementation of the item","PIP Number: Unique Identifier for item; should be referenced in each area of protocols sections where language has been altered
PIP Name: Description of the PIP Item
Rec Doc Status: Status of the corresponding Reconciliation Document
Related Items: Other PIP Items that may be related
Criticality: Ranked assessment of implementation need, as described in a corresponding PIP Ranking document
Language Author: Primary author responsible for drafting changes to protocol language
Proposed Delivery Schedule: Recommended Phase for implementation of the item","PIP Number: Unique Identifier for item; should be referenced in each area of protocols sections where language has been altered
PIP Name: Description of the PIP Item
Rec Doc Status: Status of the corresponding Reconciliation Document
Related Items: Other PIP Items that may be related
Criticality: Ranked assessment of implementation need, as described in a corresponding PIP Ranking document
Language Author: Primary author responsible for drafting changes to protocol language
Proposed Delivery Schedule: Recommended Phase for implementation of the item","PIP Number: Unique Identifier for item; should be referenced in each area of protocols sections where language has been altered
PIP Name: Description of the PIP Item
Rec Doc Status: Status of the corresponding Reconciliation Document
Related Items: Other PIP Items that may be related
Criticality: Ranked assessment of implementation need, as described in a corresponding PIP Ranking document
Language Author: Primary author responsible for drafting changes to protocol language
Proposed Delivery Schedule: Recommended Phase for implementation of the item","PIP Number: Unique Identifier for item; should be referenced in each area of protocols sections where language has been altered
PIP Name: Description of the PIP Item
Rec Doc Status: Status of the corresponding Reconciliation Document
Related Items: Other PIP Items that may be related
Criticality: Ranked assessment of implementation need, as described in a corresponding PIP Ranking document
Language Author: Primary author responsible for drafting changes to protocol language
Proposed Delivery Schedule: Recommended Phase for implementation of the item"
,Document Status,Document Status,Document Status,Document Status,Document Status,Document Status,,
,"None: No Reconciliation Document Exists
Partial: Document Drafted, but not yet complete
Complete: All section of document (including 'protocol-ready' language) complete","None: No Reconciliation Document Exists
Partial: Document Drafted, but not yet complete
Complete: All section of document (including 'protocol-ready' language) complete","None: No Reconciliation Document Exists
Partial: Document Drafted, but not yet complete
Complete: All section of document (including 'protocol-ready' language) complete","None: No Reconciliation Document Exists
Partial: Document Drafted, but not yet complete
Complete: All section of document (including 'protocol-ready' language) complete","None: No Reconciliation Document Exists
Partial: Document Drafted, but not yet complete
Complete: All section of document (including 'protocol-ready' language) complete","None: No Reconciliation Document Exists
Partial: Document Drafted, but not yet complete
Complete: All section of document (including 'protocol-ready' language) complete","None: No Reconciliation Document Exists
Partial: Document Drafted, but not yet complete
Complete: All section of document (including 'protocol-ready' language) complete","None: No Reconciliation Document Exists
Partial: Document Drafted, but not yet complete
Complete: All section of document (including 'protocol-ready' language) complete"
