Date,NMSJ.ELP.NONBONDAD(MidPoint),PB.ELP(MidPoint),,,
2000-06-30 00:00:00,3.91,4.19,,,0.28000000000000025
2000-07-01 00:00:00,3.945,4.215,,,0.27
2000-07-02 00:00:00,3.945,4.215,,,0.27
2000-07-03 00:00:00,3.945,4.215,,,0.27
2000-07-04 00:00:00,3.945,4.215,,,0.27
2000-07-05 00:00:00,3.945,4.215,,,0.27
2000-07-06 00:00:00,3.96,4.16,,,0.20000000000000018
2000-07-07 00:00:00,3.655,3.94,,,0.28500000000000014
2000-07-08 00:00:00,3.39,3.745,,,0.355
2000-07-09 00:00:00,3.39,3.745,,,0.355
2000-07-10 00:00:00,3.39,3.745,,,0.355
2000-07-11 00:00:00,3.82,4.065,,,0.24500000000000055
2000-07-12 00:00:00,3.835,4.14,,,0.3049999999999997
2000-07-13 00:00:00,3.97,4.265,,,0.2949999999999995
2000-07-14 00:00:00,3.695,4.065,,,0.37000000000000055
2000-07-15 00:00:00,3.535,4.075,,,0.54
2000-07-16 00:00:00,3.535,4.075,,,0.54
2000-07-17 00:00:00,3.535,4.075,,,0.54
2000-07-18 00:00:00,3.73,4.12,,,0.3900000000000001
2000-07-19 00:00:00,3.635,3.95,,,0.3150000000000004
2000-07-20 00:00:00,3.725,4.04,,,0.31499999999999995
2000-07-21 00:00:00,3.615,3.905,,,0.2899999999999996
2000-07-22 00:00:00,3.495,3.925,,,0.4299999999999997
2000-07-23 00:00:00,3.495,3.925,,,0.4299999999999997
2000-07-24 00:00:00,3.495,3.925,,,0.4299999999999997
2000-07-25 00:00:00,3.575,3.8,,,0.22499999999999964
2000-07-26 00:00:00,3.475,3.7,,,0.2250000000000001
2000-07-27 00:00:00,3.46,3.705,,,0.2450000000000001
2000-07-28 00:00:00,3.53,3.855,,,0.3250000000000002
2000-07-29 00:00:00,3.505,3.905,,,0.3999999999999999
2000-07-30 00:00:00,3.505,3.905,,,0.3999999999999999
2000-07-31 00:00:00,3.505,3.905,,,0.3999999999999999
2000-08-01 00:00:00,3.515,3.755,,,0.23999999999999977
2000-08-02 00:00:00,3.495,3.76,,,0.2649999999999997
2000-08-03 00:00:00,3.625,3.985,,,0.3599999999999999
2000-08-04 00:00:00,3.475,4.145,,,0.6699999999999995
2000-08-05 00:00:00,3.29,4.19,,,0.9000000000000004
2000-08-06 00:00:00,3.29,4.19,,,0.9000000000000004
2000-08-07 00:00:00,3.29,4.19,,,0.9000000000000004
2000-08-08 00:00:00,3.445,4.37,,,0.9250000000000003
2000-08-09 00:00:00,3.45,4.395,,,0.9449999999999994
2000-08-10 00:00:00,3.505,4.39,,,0.8849999999999998
2000-08-11 00:00:00,3.51,4.355,,,0.8450000000000006
2000-08-12 00:00:00,3.365,4.36,,,0.9950000000000001
2000-08-13 00:00:00,3.365,4.36,,,0.9950000000000001
2000-08-14 00:00:00,3.365,4.36,,,0.9950000000000001
2000-08-15 00:00:00,3.46,4.35,,,0.8899999999999997
2000-08-16 00:00:00,3.41,4.19,,,0.7800000000000002
2000-08-17 00:00:00,3.41,4.225,,,0.8149999999999995
2000-08-18 00:00:00,3.445,4.335,,,0.8900000000000001
2000-08-19 00:00:00,3.315,4.315,,,1.0000000000000004
2000-08-20 00:00:00,3.315,4.315,,,1.0000000000000004
2000-08-21 00:00:00,3.315,4.315,,,1.0000000000000004
2000-08-22 00:00:00,3.565,4.515,,,0.9499999999999997
2000-08-23 00:00:00,3.68,4.685,,,1.0049999999999994
2000-08-24 00:00:00,3.6,4.605,,,1.0050000000000003
2000-08-25 00:00:00,3.32,4.35,,,1.0299999999999998
2000-08-26 00:00:00,3.195,4.455,,,1.2600000000000002
2000-08-27 00:00:00,3.195,4.455,,,1.2600000000000002
2000-08-28 00:00:00,3.195,4.455,,,1.2600000000000002
2000-08-29 00:00:00,3.335,4.52,,,1.1849999999999996
2000-08-30 00:00:00,3.445,4.505,,,1.06
2000-08-31 00:00:00,3.56,4.54,,,0.98
2000-09-01 00:00:00,3.625,4.655,,,1.0300000000000002
2000-09-02 00:00:00,3.62,4.605,,,0.9850000000000003
2000-09-03 00:00:00,3.62,4.605,,,0.9850000000000003
2000-09-04 00:00:00,3.62,4.605,,,0.9850000000000003
2000-09-05 00:00:00,3.62,4.605,,,0.9850000000000003
2000-09-06 00:00:00,4.15,4.81,,,0.6599999999999993
2000-09-07 00:00:00,4.58,4.885,,,0.3049999999999997
2000-09-08 00:00:00,4.53,4.84,,,0.3099999999999996
2000-09-09 00:00:00,4.315,4.7,,,0.3849999999999998
2000-09-10 00:00:00,4.315,4.7,,,0.3849999999999998
2000-09-11 00:00:00,4.315,4.7,,,0.3849999999999998
2000-09-12 00:00:00,4.52,4.895,,,0.375
2000-09-13 00:00:00,4.55,4.99,,,0.4400000000000004
2000-09-14 00:00:00,4.645,5.05,,,0.40500000000000025
2000-09-15 00:00:00,4.68,5.045,,,0.3650000000000002
2000-09-16 00:00:00,4.59,5.105,,,0.5150000000000006
2000-09-17 00:00:00,4.59,5.105,,,0.5150000000000006
2000-09-18 00:00:00,4.59,5.105,,,0.5150000000000006
2000-09-19 00:00:00,4.32,4.945,,,0.625
2000-09-20 00:00:00,4.08,5.02,,,0.9399999999999995
2000-09-21 00:00:00,4.015,5.075,,,1.0600000000000005
2000-09-22 00:00:00,3.95,4.99,,,1.04
2000-09-23 00:00:00,3.79,4.915,,,1.125
2000-09-24 00:00:00,3.79,4.915,,,1.125
2000-09-25 00:00:00,3.79,4.915,,,1.125
2000-09-26 00:00:00,3.905,4.935,,,1.0299999999999998
2000-09-27 00:00:00,4.175,5.105,,,0.9300000000000006
2000-09-28 00:00:00,4.28,5.175,,,0.8949999999999996
2000-09-29 00:00:00,4.33,5.045,,,0.7149999999999999
2000-09-30 00:00:00,4.645,5.045,,,0.40000000000000036
2000-10-01 00:00:00,4.805,5.04,,,0.23500000000000032
2000-10-02 00:00:00,4.805,5.04,,,0.23500000000000032
2000-10-03 00:00:00,4.99,5.195,,,0.20500000000000007
2000-10-04 00:00:00,5.07,5.205,,,0.1349999999999998
2000-10-05 00:00:00,5.03,5.16,,,0.1299999999999999
2000-10-06 00:00:00,4.795,5.09,,,0.29499999999999993
2000-10-07 00:00:00,4.315,4.86,,,0.5449999999999999
2000-10-08 00:00:00,4.315,4.86,,,0.5449999999999999
2000-10-09 00:00:00,4.315,4.86,,,0.5449999999999999
2000-10-10 00:00:00,4.565,4.96,,,0.3949999999999996
2000-10-11 00:00:00,4.555,5.005,,,0.4500000000000002
2000-10-12 00:00:00,4.585,5.105,,,0.5200000000000005
2000-10-13 00:00:00,4.8,5.44,,,0.6400000000000006
2000-10-14 00:00:00,4.565,5.29,,,0.7249999999999996
2000-10-15 00:00:00,4.565,5.29,,,0.7249999999999996
2000-10-16 00:00:00,4.565,5.29,,,0.7249999999999996
2000-10-17 00:00:00,4.645,5.24,,,0.5950000000000006
2000-10-18 00:00:00,4.78,5.195,,,0.41500000000000004
2000-10-19 00:00:00,4.93,5.285,,,0.3550000000000004
2000-10-20 00:00:00,4.69,4.96,,,0.2699999999999996
2000-10-21 00:00:00,4.485,4.73,,,0.2450000000000001
2000-10-22 00:00:00,4.485,4.73,,,0.2450000000000001
2000-10-23 00:00:00,4.485,4.73,,,0.2450000000000001
2000-10-24 00:00:00,4.57,4.73,,,0.16000000000000014
2000-10-25 00:00:00,4.69,4.79,,,0.09999999999999964
2000-10-26 00:00:00,4.5,4.61,,,0.11000000000000032
2000-10-27 00:00:00,4.455,4.56,,,0.10499999999999954
2000-10-28 00:00:00,4.155,4.31,,,0.15499999999999936
2000-10-29 00:00:00,4.155,4.31,,,0.15499999999999936
2000-10-30 00:00:00,4.155,4.31,,,0.15499999999999936
2000-10-31 00:00:00,4.22,4.365,,,0.14500000000000046
2000-11-01 00:00:00,4,4.195,,,0.19500000000000028
2000-11-02 00:00:00,3.955,4.145,,,0.1899999999999995
2000-11-03 00:00:00,4.105,4.225,,,0.11999999999999922
2000-11-04 00:00:00,4.2,4.425,,,0.22499999999999964
2000-11-05 00:00:00,4.2,4.425,,,0.22499999999999964
2000-11-06 00:00:00,4.2,4.425,,,0.22499999999999964
2000-11-07 00:00:00,4.44,4.505,,,0.0649999999999995
2000-11-08 00:00:00,4.505,4.55,,,0.04499999999999993
2000-11-09 00:00:00,4.785,4.875,,,0.08999999999999986
2000-11-10 00:00:00,5.47,5.465,,,-0.004999999999999893
2000-11-11 00:00:00,5.11,5.18,,,0.0699999999999994
2000-11-12 00:00:00,5.11,5.18,,,0.0699999999999994
2000-11-13 00:00:00,5.11,5.18,,,0.0699999999999994
2000-11-14 00:00:00,5.505,5.6,,,0.09499999999999975
2000-11-15 00:00:00,5.81,5.89,,,0.08000000000000007
2000-11-16 00:00:00,5.735,5.955,,,0.21999999999999975
2000-11-17 00:00:00,5.525,5.915,,,0.3899999999999997
2000-11-18 00:00:00,5.4,5.765,,,0.3649999999999993
2000-11-19 00:00:00,5.4,5.765,,,0.3649999999999993
2000-11-20 00:00:00,5.4,5.765,,,0.3649999999999993
2000-11-21 00:00:00,6.41,6.5,,,0.08999999999999986
2000-11-22 00:00:00,6.33,6.505,,,0.17499999999999982
2000-11-23 00:00:00,5.885,6.225,,,0.33999999999999986
2000-11-24 00:00:00,5.885,6.225,,,0.33999999999999986
2000-11-25 00:00:00,5.885,6.225,,,0.33999999999999986
2000-11-26 00:00:00,5.885,6.225,,,0.33999999999999986
2000-11-27 00:00:00,5.885,6.225,,,0.33999999999999986
2000-11-28 00:00:00,5.84,6.21,,,0.3700000000000001
2000-11-29 00:00:00,5.56,5.79,,,0.23000000000000043
2000-11-30 00:00:00,5.675,5.775,,,0.10000000000000053
2000-12-01 00:00:00,6.165,6.21,,,0.04499999999999993
2000-12-02 00:00:00,6.4,6.49,,,0.08999999999999986
2000-12-03 00:00:00,6.4,6.49,,,0.08999999999999986
2000-12-04 00:00:00,6.4,6.49,,,0.08999999999999986
2000-12-05 00:00:00,7.225,7.29,,,0.06500000000000039
2000-12-06 00:00:00,7.99,8.16,,,0.16999999999999993
2000-12-07 00:00:00,9.16,9.31,,,0.15000000000000036
2000-12-08 00:00:00,9,9.04,,,0.03999999999999915
2000-12-09 00:00:00,7.89,7.96,,,0.07000000000000028
2000-12-10 00:00:00,7.89,7.96,,,0.07000000000000028
2000-12-11 00:00:00,7.89,7.96,,,0.07000000000000028
2000-12-12 00:00:00,10.155,10.515,,,0.3600000000000012
2000-12-13 00:00:00,8.43,8.955,,,0.5250000000000004
2000-12-14 00:00:00,6.705,7.345,,,0.6399999999999997
2000-12-15 00:00:00,6.785,7.355,,,0.5700000000000003
2000-12-16 00:00:00,6.98,7.655,,,0.6749999999999998
2000-12-17 00:00:00,6.98,7.655,,,0.6749999999999998
2000-12-18 00:00:00,6.98,7.655,,,0.6749999999999998
2000-12-19 00:00:00,8.785,9.605,,,0.8200000000000003
2000-12-20 00:00:00,8.48,9.105,,,0.625
2000-12-21 00:00:00,9.115,10,,,0.8849999999999998
2000-12-22 00:00:00,9.99,10.94,,,0.9499999999999993
2000-12-23 00:00:00,8.67,10.555,,,1.8849999999999998
2000-12-24 00:00:00,8.67,10.555,,,1.8849999999999998
2000-12-25 00:00:00,8.67,10.555,,,1.8849999999999998
2000-12-26 00:00:00,8.67,10.555,,,1.8849999999999998
2000-12-27 00:00:00,8.43,10.4,,,1.9700000000000006
2000-12-28 00:00:00,8.765,9.605,,,0.8399999999999999
2000-12-29 00:00:00,8.405,9.125,,,0.7200000000000006
2000-12-30 00:00:00,8.535,9.185,,,0.6500000000000004
2000-12-31 00:00:00,8.535,9.185,,,0.6500000000000004
2001-01-01 00:00:00,9.165,10.085,,,0.9200000000000017
2001-01-02 00:00:00,9.165,10.085,,,0.9200000000000017
2001-01-03 00:00:00,8.56,9.245,,,0.6849999999999987
2001-01-04 00:00:00,8.98,9.175,,,0.19500000000000028
2001-01-05 00:00:00,8.955,9.05,,,0.09500000000000064
2001-01-06 00:00:00,8.925,9.17,,,0.24499999999999922
2001-01-07 00:00:00,8.925,9.17,,,0.24499999999999922
2001-01-08 00:00:00,8.925,9.17,,,0.24499999999999922
2001-01-09 00:00:00,9.66,9.66,,,0.0
2001-01-10 00:00:00,9.08,9.23,,,0.15000000000000036
2001-01-11 00:00:00,9.48,9.615,,,0.1349999999999998
2001-01-12 00:00:00,8.805,8.77,,,-0.03500000000000014
2001-01-13 00:00:00,8.67,8.685,,,0.015000000000000568
2001-01-14 00:00:00,8.67,8.685,,,0.015000000000000568
2001-01-15 00:00:00,8.67,8.685,,,0.015000000000000568
2001-01-16 00:00:00,8.67,8.685,,,0.015000000000000568
2001-01-17 00:00:00,8.31,8.32,,,0.009999999999999787
2001-01-18 00:00:00,8.05,8.01,,,-0.040000000000000924
2001-01-19 00:00:00,7.5,7.48,,,-0.019999999999999574
2001-01-20 00:00:00,7.685,7.705,,,0.020000000000000462
2001-01-21 00:00:00,7.685,7.705,,,0.020000000000000462
2001-01-22 00:00:00,7.685,7.705,,,0.020000000000000462
2001-01-23 00:00:00,7.785,7.675,,,-0.11000000000000032
2001-01-24 00:00:00,6.855,6.895,,,0.03999999999999915
2001-01-25 00:00:00,6.79,6.81,,,0.019999999999999574
2001-01-26 00:00:00,7.305,7.3,,,-0.004999999999999893
2001-01-27 00:00:00,6.955,6.945,,,-0.009999999999999787
2001-01-28 00:00:00,6.955,6.945,,,-0.009999999999999787
2001-01-29 00:00:00,6.955,6.945,,,-0.009999999999999787
2001-01-30 00:00:00,6.71,6.65,,,-0.05999999999999961
2001-01-31 00:00:00,5.87,5.875,,,0.004999999999999893
2001-02-01 00:00:00,5.825,6.08,,,0.2549999999999999
2001-02-02 00:00:00,5.81,6.005,,,0.19500000000000028
2001-02-03 00:00:00,6.41,6.58,,,0.16999999999999993
2001-02-04 00:00:00,6.41,6.58,,,0.16999999999999993
2001-02-05 00:00:00,6.41,6.58,,,0.16999999999999993
2001-02-06 00:00:00,5.61,5.725,,,0.11499999999999932
2001-02-07 00:00:00,5.38,5.53,,,0.15000000000000036
2001-02-08 00:00:00,5.725,5.79,,,0.06500000000000039
2001-02-09 00:00:00,6.37,6.425,,,0.054999999999999716
2001-02-10 00:00:00,6.29,6.305,,,0.01499999999999968
2001-02-11 00:00:00,6.29,6.305,,,0.01499999999999968
2001-02-12 00:00:00,6.29,6.305,,,0.01499999999999968
2001-02-13 00:00:00,5.765,5.725,,,-0.040000000000000036
2001-02-14 00:00:00,5.445,5.575,,,0.1299999999999999
2001-02-15 00:00:00,5.85,5.93,,,0.08000000000000007
2001-02-16 00:00:00,5.405,5.485,,,0.08000000000000007
2001-02-17 00:00:00,5.39,5.505,,,0.11500000000000021
2001-02-18 00:00:00,5.39,5.505,,,0.11500000000000021
2001-02-19 00:00:00,5.39,5.505,,,0.11500000000000021
2001-02-20 00:00:00,5.39,5.505,,,0.11500000000000021
2001-02-21 00:00:00,5.205,5.255,,,0.04999999999999982
2001-02-22 00:00:00,5.27,5.27,,,0.0
2001-02-23 00:00:00,5.085,5.15,,,0.06500000000000039
2001-02-24 00:00:00,4.9,5.005,,,0.10499999999999954
2001-02-25 00:00:00,4.9,5.005,,,0.10499999999999954
2001-02-26 00:00:00,4.9,5.005,,,0.10499999999999954
2001-02-27 00:00:00,4.91,5.045,,,0.1349999999999998
2001-02-28 00:00:00,4.97,5.09,,,0.1200000000000001
2001-03-01 00:00:00,5.205,5.26,,,0.054999999999999716
2001-03-02 00:00:00,5.37,5.39,,,0.019999999999999574
2001-03-03 00:00:00,5.265,5.245,,,-0.019999999999999574
2001-03-04 00:00:00,5.265,5.245,,,-0.019999999999999574
2001-03-05 00:00:00,5.265,5.245,,,-0.019999999999999574
2001-03-06 00:00:00,5.2,5.355,,,0.15500000000000025
2001-03-07 00:00:00,5.12,5.195,,,0.07500000000000018
2001-03-08 00:00:00,5.045,5.125,,,0.08000000000000007
2001-03-09 00:00:00,5.045,5.135,,,0.08999999999999986
2001-03-10 00:00:00,4.93,5.04,,,0.11000000000000032
2001-03-11 00:00:00,4.93,5.04,,,0.11000000000000032
2001-03-12 00:00:00,4.93,5.04,,,0.11000000000000032
2001-03-13 00:00:00,4.805,4.88,,,0.07500000000000018
2001-03-14 00:00:00,4.99,5,,,0.009999999999999787
2001-03-15 00:00:00,4.86,4.885,,,0.024999999999999467
2001-03-16 00:00:00,4.825,4.845,,,0.019999999999999574
2001-03-17 00:00:00,4.81,4.885,,,0.07500000000000018
2001-03-18 00:00:00,4.81,4.885,,,0.07500000000000018
2001-03-19 00:00:00,4.81,4.885,,,0.07500000000000018
2001-03-20 00:00:00,4.855,4.955,,,0.09999999999999964
2001-03-21 00:00:00,4.725,4.87,,,0.14500000000000046
2001-03-22 00:00:00,4.63,4.95,,,0.3200000000000003
2001-03-23 00:00:00,4.6,4.805,,,0.20500000000000007
2001-03-24 00:00:00,4.735,4.94,,,0.20500000000000007
2001-03-25 00:00:00,4.735,4.94,,,0.20500000000000007
2001-03-26 00:00:00,4.735,4.94,,,0.20500000000000007
2001-03-27 00:00:00,4.44,5,,,0.5599999999999996
2001-03-28 00:00:00,4.5,5.18,,,0.6799999999999997
2001-03-29 00:00:00,4.585,5.405,,,0.8200000000000003
2001-03-30 00:00:00,4.505,5.155,,,0.6500000000000004
2001-03-31 00:00:00,4.45,,,,
2001-04-01 00:00:00,4.01,5.085,,,1.0750000000000002
2001-04-02 00:00:00,4.01,5.085,,,1.0750000000000002
2001-04-03 00:00:00,3.645,4.89,,,1.2449999999999997
2001-04-04 00:00:00,4.505,5.195,,,0.6900000000000004
2001-04-05 00:00:00,4.745,5.245,,,0.5
2001-04-06 00:00:00,4.655,5.12,,,0.46499999999999986
2001-04-07 00:00:00,4.67,5.185,,,0.5149999999999997
2001-04-08 00:00:00,4.67,5.185,,,0.5149999999999997
2001-04-09 00:00:00,4.67,5.185,,,0.5149999999999997
2001-04-10 00:00:00,4.825,5.325,,,0.5
2001-04-11 00:00:00,4.965,5.475,,,0.5099999999999998
2001-04-12 00:00:00,5.18,5.375,,,0.19500000000000028
2001-04-13 00:00:00,4.86,5.235,,,0.375
2001-04-14 00:00:00,4.86,5.235,,,0.375
2001-04-15 00:00:00,4.86,5.235,,,0.375
2001-04-16 00:00:00,4.86,5.235,,,0.375
2001-04-17 00:00:00,4.96,5.31,,,0.34999999999999964
