"TW SAN JUAN (BLANCO) GAS DAILY PRICES - JANUARY 1, 1998 FORWARD",,,
,,,
,,,
,,,
Price Point Name,Transaction Date,Flow Date,Average $/MMBtu
TW SJ (BLANCO),1998-11-25 00:00:00,1998-11-26 00:00:00,2.14
TW SJ (BLANCO),1998-11-25 00:00:00,1998-11-27 00:00:00,2.14
TW SJ (BLANCO),1998-11-25 00:00:00,1998-11-28 00:00:00,2.14
TW SJ (BLANCO),1998-11-25 00:00:00,1998-11-29 00:00:00,2.14
TW SJ (BLANCO),1998-11-25 00:00:00,1998-11-30 00:00:00,2.14
TW SJ (BLANCO),1998-11-30 00:00:00,1998-12-01 00:00:00,1.61
TW SJ (BLANCO),1998-12-01 00:00:00,1998-12-02 00:00:00,1.61
TW SJ (BLANCO),1998-12-02 00:00:00,1998-12-03 00:00:00,1.48
TW SJ (BLANCO),1998-12-03 00:00:00,1998-12-04 00:00:00,1.3
TW SJ (BLANCO),1998-12-04 00:00:00,1998-12-05 00:00:00,1.3
TW SJ (BLANCO),1998-12-04 00:00:00,1998-12-06 00:00:00,1.3
TW SJ (BLANCO),1998-12-04 00:00:00,1998-12-07 00:00:00,1.3
TW SJ (BLANCO),1998-12-07 00:00:00,1998-12-08 00:00:00,1.685
TW SJ (BLANCO),1998-12-08 00:00:00,1998-12-09 00:00:00,1.685
TW SJ (BLANCO),1998-12-09 00:00:00,1998-12-10 00:00:00,1.765
TW SJ (BLANCO),1998-12-10 00:00:00,1998-12-11 00:00:00,1.62
TW SJ (BLANCO),1998-12-11 00:00:00,1998-12-12 00:00:00,1.62
TW SJ (BLANCO),1998-12-11 00:00:00,1998-12-13 00:00:00,1.62
TW SJ (BLANCO),1998-12-11 00:00:00,1998-12-14 00:00:00,1.62
TW SJ (BLANCO),1998-12-14 00:00:00,1998-12-15 00:00:00,1.83
TW SJ (BLANCO),1998-12-15 00:00:00,1998-12-16 00:00:00,1.78
TW SJ (BLANCO),1998-12-16 00:00:00,1998-12-17 00:00:00,1.89
TW SJ (BLANCO),1998-12-17 00:00:00,1998-12-18 00:00:00,1.855
TW SJ (BLANCO),1998-12-18 00:00:00,1998-12-19 00:00:00,2.1
TW SJ (BLANCO),1998-12-18 00:00:00,1998-12-20 00:00:00,2.1
TW SJ (BLANCO),1998-12-18 00:00:00,1998-12-21 00:00:00,2.1
TW SJ (BLANCO),1998-12-21 00:00:00,1998-12-22 00:00:00,2.1
TW SJ (BLANCO),1998-12-22 00:00:00,1998-12-23 00:00:00,2.15
TW SJ (BLANCO),1998-12-23 00:00:00,1998-12-24 00:00:00,2.15
TW SJ (BLANCO),1998-12-23 00:00:00,1998-12-25 00:00:00,2.15
TW SJ (BLANCO),1998-12-23 00:00:00,1998-12-26 00:00:00,2.15
TW SJ (BLANCO),1998-12-23 00:00:00,1998-12-27 00:00:00,2.15
TW SJ (BLANCO),1998-12-23 00:00:00,1998-12-28 00:00:00,2.15
TW SJ (BLANCO),1998-12-28 00:00:00,1998-12-29 00:00:00,2.15
TW SJ (BLANCO),1998-12-29 00:00:00,1998-12-30 00:00:00,1.65
TW SJ (BLANCO),1998-12-30 00:00:00,1998-12-31 00:00:00,1.65
TW SJ (BLANCO),1998-12-31 00:00:00,1999-01-01 00:00:00,1.65
TW SJ (BLANCO),1998-12-31 00:00:00,1999-01-02 00:00:00,1.65
TW SJ (BLANCO),1998-12-31 00:00:00,1999-01-03 00:00:00,1.65
TW SJ (BLANCO),1998-12-31 00:00:00,1999-01-04 00:00:00,1.65
TW SJ (BLANCO),1999-01-04 00:00:00,1999-01-05 00:00:00,1.65
TW SJ (BLANCO),1999-01-05 00:00:00,1999-01-06 00:00:00,1.65
TW SJ (BLANCO),1999-01-06 00:00:00,1999-01-07 00:00:00,1.65
TW SJ (BLANCO),1999-01-07 00:00:00,1999-01-08 00:00:00,1.65
TW SJ (BLANCO),1999-01-08 00:00:00,1999-01-09 00:00:00,1.715
TW SJ (BLANCO),1999-01-08 00:00:00,1999-01-10 00:00:00,1.715
TW SJ (BLANCO),1999-01-08 00:00:00,1999-01-11 00:00:00,1.715
TW SJ (BLANCO),1999-01-11 00:00:00,1999-01-12 00:00:00,1.715
TW SJ (BLANCO),1999-01-12 00:00:00,1999-01-13 00:00:00,1.785
TW SJ (BLANCO),1999-01-13 00:00:00,1999-01-14 00:00:00,1.8
TW SJ (BLANCO),1999-01-14 00:00:00,1999-01-15 00:00:00,1.7
TW SJ (BLANCO),1999-01-15 00:00:00,1999-01-16 00:00:00,1.68
TW SJ (BLANCO),1999-01-15 00:00:00,1999-01-17 00:00:00,1.68
TW SJ (BLANCO),1999-01-15 00:00:00,1999-01-18 00:00:00,1.68
TW SJ (BLANCO),1999-01-15 00:00:00,1999-01-19 00:00:00,1.68
TW SJ (BLANCO),1999-01-19 00:00:00,1999-01-20 00:00:00,1.7
TW SJ (BLANCO),1999-01-20 00:00:00,1999-01-21 00:00:00,1.73
TW SJ (BLANCO),1999-01-21 00:00:00,1999-01-22 00:00:00,1.72
TW SJ (BLANCO),1999-01-22 00:00:00,1999-01-23 00:00:00,1.69
TW SJ (BLANCO),1999-01-22 00:00:00,1999-01-24 00:00:00,1.69
TW SJ (BLANCO),1999-01-22 00:00:00,1999-01-25 00:00:00,1.69
TW SJ (BLANCO),1999-01-25 00:00:00,1999-01-26 00:00:00,1.68
TW SJ (BLANCO),1999-01-26 00:00:00,1999-01-27 00:00:00,1.72
TW SJ (BLANCO),1999-01-27 00:00:00,1999-01-28 00:00:00,1.69
TW SJ (BLANCO),1999-01-28 00:00:00,1999-01-29 00:00:00,1.735
TW SJ (BLANCO),1999-01-29 00:00:00,1999-01-30 00:00:00,1.72
TW SJ (BLANCO),1999-01-29 00:00:00,1999-01-31 00:00:00,1.72
TW SJ (BLANCO),1999-01-29 00:00:00,1999-02-01 00:00:00,1.71
TW SJ (BLANCO),1999-02-01 00:00:00,1999-02-02 00:00:00,1.71
TW SJ (BLANCO),1999-02-02 00:00:00,1999-02-03 00:00:00,1.645
TW SJ (BLANCO),1999-02-03 00:00:00,1999-02-04 00:00:00,1.645
TW SJ (BLANCO),1999-02-04 00:00:00,1999-02-05 00:00:00,1.63
TW SJ (BLANCO),1999-02-05 00:00:00,1999-02-06 00:00:00,1.63
TW SJ (BLANCO),1999-02-05 00:00:00,1999-02-07 00:00:00,1.63
TW SJ (BLANCO),1999-02-05 00:00:00,1999-02-08 00:00:00,1.63
TW SJ (BLANCO),1999-02-08 00:00:00,1999-02-09 00:00:00,1.63
TW SJ (BLANCO),1999-02-09 00:00:00,1999-02-10 00:00:00,1.65
TW SJ (BLANCO),1999-02-10 00:00:00,1999-02-11 00:00:00,1.65
TW SJ (BLANCO),1999-02-11 00:00:00,1999-02-12 00:00:00,1.65
TW SJ (BLANCO),1999-02-12 00:00:00,1999-02-13 00:00:00,1.65
TW SJ (BLANCO),1999-02-12 00:00:00,1999-02-14 00:00:00,1.65
TW SJ (BLANCO),1999-02-12 00:00:00,1999-02-15 00:00:00,1.65
TW SJ (BLANCO),1999-02-12 00:00:00,1999-02-16 00:00:00,1.65
TW SJ (BLANCO),1999-02-16 00:00:00,1999-02-17 00:00:00,1.65
TW SJ (BLANCO),1999-02-17 00:00:00,1999-02-18 00:00:00,1.65
TW SJ (BLANCO),1999-02-18 00:00:00,1999-02-19 00:00:00,1.65
TW SJ (BLANCO),1999-02-19 00:00:00,1999-02-20 00:00:00,1.605
TW SJ (BLANCO),1999-02-19 00:00:00,1999-02-21 00:00:00,1.605
TW SJ (BLANCO),1999-02-19 00:00:00,1999-02-22 00:00:00,1.605
TW SJ (BLANCO),1999-02-22 00:00:00,1999-02-23 00:00:00,1.615
TW SJ (BLANCO),1999-02-23 00:00:00,1999-02-24 00:00:00,1.54
TW SJ (BLANCO),1999-02-24 00:00:00,1999-02-25 00:00:00,1.54
TW SJ (BLANCO),1999-02-25 00:00:00,1999-02-26 00:00:00,1.455
TW SJ (BLANCO),1999-02-26 00:00:00,1999-02-27 00:00:00,1.345
TW SJ (BLANCO),1999-02-26 00:00:00,1999-02-28 00:00:00,1.345
TW SJ (BLANCO),1999-02-26 00:00:00,1999-03-01 00:00:00,1.345
TW SJ (BLANCO),1999-03-01 00:00:00,1999-03-02 00:00:00,1.345
TW SJ (BLANCO),1999-03-02 00:00:00,1999-03-03 00:00:00,1.485
TW SJ (BLANCO),1999-03-03 00:00:00,1999-03-04 00:00:00,1.485
TW SJ (BLANCO),1999-03-04 00:00:00,1999-03-05 00:00:00,1.465
TW SJ (BLANCO),1999-03-05 00:00:00,1999-03-06 00:00:00,1.5
TW SJ (BLANCO),1999-03-05 00:00:00,1999-03-07 00:00:00,1.5
TW SJ (BLANCO),1999-03-05 00:00:00,1999-03-08 00:00:00,1.5
TW SJ (BLANCO),1999-03-08 00:00:00,1999-03-09 00:00:00,1.61
TW SJ (BLANCO),1999-03-09 00:00:00,1999-03-10 00:00:00,1.61
TW SJ (BLANCO),1999-03-10 00:00:00,1999-03-11 00:00:00,1.61
TW SJ (BLANCO),1999-03-11 00:00:00,1999-03-12 00:00:00,1.655
TW SJ (BLANCO),1999-03-12 00:00:00,1999-03-13 00:00:00,1.655
TW SJ (BLANCO),1999-03-12 00:00:00,1999-03-14 00:00:00,1.655
TW SJ (BLANCO),1999-03-12 00:00:00,1999-03-15 00:00:00,1.655
TW SJ (BLANCO),1999-03-15 00:00:00,1999-03-16 00:00:00,1.655
TW SJ (BLANCO),1999-03-16 00:00:00,1999-03-17 00:00:00,1.595
TW SJ (BLANCO),1999-03-17 00:00:00,1999-03-18 00:00:00,1.59
TW SJ (BLANCO),1999-03-18 00:00:00,1999-03-19 00:00:00,1.61
TW SJ (BLANCO),1999-03-19 00:00:00,1999-03-20 00:00:00,1.55
TW SJ (BLANCO),1999-03-19 00:00:00,1999-03-21 00:00:00,1.55
TW SJ (BLANCO),1999-03-19 00:00:00,1999-03-22 00:00:00,1.55
TW SJ (BLANCO),1999-03-22 00:00:00,1999-03-23 00:00:00,1.55
TW SJ (BLANCO),1999-03-23 00:00:00,1999-03-24 00:00:00,1.55
TW SJ (BLANCO),1999-03-24 00:00:00,1999-03-25 00:00:00,1.55
TW SJ (BLANCO),1999-03-25 00:00:00,1999-03-26 00:00:00,1.55
TW SJ (BLANCO),1999-03-26 00:00:00,1999-03-27 00:00:00,1.55
TW SJ (BLANCO),1999-03-26 00:00:00,1999-03-28 00:00:00,1.55
TW SJ (BLANCO),1999-03-26 00:00:00,1999-03-29 00:00:00,1.55
TW SJ (BLANCO),1999-03-29 00:00:00,1999-03-30 00:00:00,1.55
TW SJ (BLANCO),1999-03-30 00:00:00,1999-03-31 00:00:00,1.59
TW SJ (BLANCO),1999-03-31 00:00:00,1999-04-01 00:00:00,1.74
TW SJ (BLANCO),1999-04-01 00:00:00,1999-04-02 00:00:00,1.74
TW SJ (BLANCO),1999-04-01 00:00:00,1999-04-03 00:00:00,1.74
TW SJ (BLANCO),1999-04-01 00:00:00,1999-04-04 00:00:00,1.74
TW SJ (BLANCO),1999-04-01 00:00:00,1999-04-05 00:00:00,1.74
TW SJ (BLANCO),1999-04-05 00:00:00,1999-04-06 00:00:00,1.74
TW SJ (BLANCO),1999-04-06 00:00:00,1999-04-07 00:00:00,1.85
TW SJ (BLANCO),1999-04-07 00:00:00,1999-04-08 00:00:00,1.92
TW SJ (BLANCO),1999-04-08 00:00:00,1999-04-09 00:00:00,1.94
TW SJ (BLANCO),1999-04-09 00:00:00,1999-04-10 00:00:00,1.94
TW SJ (BLANCO),1999-04-09 00:00:00,1999-04-11 00:00:00,1.94
TW SJ (BLANCO),1999-04-09 00:00:00,1999-04-12 00:00:00,1.94
TW SJ (BLANCO),1999-04-12 00:00:00,1999-04-13 00:00:00,1.89
TW SJ (BLANCO),1999-04-13 00:00:00,1999-04-14 00:00:00,1.95
TW SJ (BLANCO),1999-04-14 00:00:00,1999-04-15 00:00:00,1.95
TW SJ (BLANCO),1999-04-15 00:00:00,1999-04-16 00:00:00,1.93
TW SJ (BLANCO),1999-04-16 00:00:00,1999-04-17 00:00:00,1.93
TW SJ (BLANCO),1999-04-16 00:00:00,1999-04-18 00:00:00,1.93
TW SJ (BLANCO),1999-04-16 00:00:00,1999-04-19 00:00:00,1.93
TW SJ (BLANCO),1999-04-19 00:00:00,1999-04-20 00:00:00,1.93
TW SJ (BLANCO),1999-04-20 00:00:00,1999-04-21 00:00:00,1.93
TW SJ (BLANCO),1999-04-21 00:00:00,1999-04-22 00:00:00,1.93
TW SJ (BLANCO),1999-04-22 00:00:00,1999-04-23 00:00:00,1.93
TW SJ (BLANCO),1999-04-23 00:00:00,1999-04-24 00:00:00,1.93
TW SJ (BLANCO),1999-04-23 00:00:00,1999-04-25 00:00:00,1.93
TW SJ (BLANCO),1999-04-23 00:00:00,1999-04-26 00:00:00,1.93
TW SJ (BLANCO),1999-04-26 00:00:00,1999-04-27 00:00:00,1.93
TW SJ (BLANCO),1999-04-27 00:00:00,1999-04-28 00:00:00,1.93
TW SJ (BLANCO),1999-04-28 00:00:00,1999-04-29 00:00:00,2.07
TW SJ (BLANCO),1999-04-29 00:00:00,1999-04-30 00:00:00,2.08
TW SJ (BLANCO),1999-04-30 00:00:00,1999-05-01 00:00:00,1.9
TW SJ (BLANCO),1999-04-30 00:00:00,1999-05-02 00:00:00,1.9
TW SJ (BLANCO),1999-04-30 00:00:00,1999-05-03 00:00:00,1.9
TW SJ (BLANCO),1999-05-03 00:00:00,1999-05-04 00:00:00,1.9
TW SJ (BLANCO),1999-05-04 00:00:00,1999-05-05 00:00:00,1.9
TW SJ (BLANCO),1999-05-05 00:00:00,1999-05-06 00:00:00,2.08
TW SJ (BLANCO),1999-05-06 00:00:00,1999-05-07 00:00:00,2.04
TW SJ (BLANCO),1999-05-07 00:00:00,1999-05-08 00:00:00,2.04
TW SJ (BLANCO),1999-05-07 00:00:00,1999-05-09 00:00:00,2.04
TW SJ (BLANCO),1999-05-07 00:00:00,1999-05-10 00:00:00,2.04
TW SJ (BLANCO),1999-05-10 00:00:00,1999-05-11 00:00:00,2.04
TW SJ (BLANCO),1999-05-11 00:00:00,1999-05-12 00:00:00,2.04
TW SJ (BLANCO),1999-05-12 00:00:00,1999-05-13 00:00:00,2.04
TW SJ (BLANCO),1999-05-13 00:00:00,1999-05-14 00:00:00,2.04
TW SJ (BLANCO),1999-05-14 00:00:00,1999-05-15 00:00:00,2.04
TW SJ (BLANCO),1999-05-14 00:00:00,1999-05-16 00:00:00,2.04
TW SJ (BLANCO),1999-05-14 00:00:00,1999-05-17 00:00:00,2.04
TW SJ (BLANCO),1999-05-17 00:00:00,1999-05-18 00:00:00,2.04
TW SJ (BLANCO),1999-05-18 00:00:00,1999-05-19 00:00:00,2.04
TW SJ (BLANCO),1999-05-19 00:00:00,1999-05-20 00:00:00,2.04
TW SJ (BLANCO),1999-05-20 00:00:00,1999-05-21 00:00:00,2.04
TW SJ (BLANCO),1999-05-21 00:00:00,1999-05-22 00:00:00,2.04
TW SJ (BLANCO),1999-05-21 00:00:00,1999-05-23 00:00:00,2.04
TW SJ (BLANCO),1999-05-21 00:00:00,1999-05-24 00:00:00,2.04
TW SJ (BLANCO),1999-05-24 00:00:00,1999-05-25 00:00:00,2.04
TW SJ (BLANCO),1999-05-25 00:00:00,1999-05-26 00:00:00,2.04
TW SJ (BLANCO),1999-05-26 00:00:00,1999-05-27 00:00:00,2.04
TW SJ (BLANCO),1999-05-27 00:00:00,1999-05-28 00:00:00,2.04
TW SJ (BLANCO),1999-05-28 00:00:00,1999-05-29 00:00:00,1.85
TW SJ (BLANCO),1999-05-28 00:00:00,1999-05-30 00:00:00,1.85
TW SJ (BLANCO),1999-05-28 00:00:00,1999-05-31 00:00:00,1.85
TW SJ (BLANCO),1999-05-28 00:00:00,1999-06-01 00:00:00,1.85
TW SJ (BLANCO),1999-06-01 00:00:00,1999-06-02 00:00:00,1.85
TW SJ (BLANCO),1999-06-02 00:00:00,1999-06-03 00:00:00,1.85
TW SJ (BLANCO),1999-06-03 00:00:00,1999-06-04 00:00:00,1.85
TW SJ (BLANCO),1999-06-04 00:00:00,1999-06-05 00:00:00,1.85
TW SJ (BLANCO),1999-06-04 00:00:00,1999-06-06 00:00:00,1.85
TW SJ (BLANCO),1999-06-04 00:00:00,1999-06-07 00:00:00,1.85
TW SJ (BLANCO),1999-06-07 00:00:00,1999-06-08 00:00:00,1.85
TW SJ (BLANCO),1999-06-08 00:00:00,1999-06-09 00:00:00,1.85
TW SJ (BLANCO),1999-06-09 00:00:00,1999-06-10 00:00:00,1.85
TW SJ (BLANCO),1999-06-10 00:00:00,1999-06-11 00:00:00,1.85
TW SJ (BLANCO),1999-06-11 00:00:00,1999-06-12 00:00:00,1.85
TW SJ (BLANCO),1999-06-11 00:00:00,1999-06-13 00:00:00,1.85
TW SJ (BLANCO),1999-06-11 00:00:00,1999-06-14 00:00:00,1.85
TW SJ (BLANCO),1999-06-14 00:00:00,1999-06-15 00:00:00,2.06
TW SJ (BLANCO),1999-06-15 00:00:00,1999-06-16 00:00:00,2.065
TW SJ (BLANCO),1999-06-16 00:00:00,1999-06-17 00:00:00,2.1
TW SJ (BLANCO),1999-06-17 00:00:00,1999-06-18 00:00:00,2.1
TW SJ (BLANCO),1999-06-18 00:00:00,1999-06-19 00:00:00,2.1
TW SJ (BLANCO),1999-06-18 00:00:00,1999-06-20 00:00:00,2.1
TW SJ (BLANCO),1999-06-18 00:00:00,1999-06-21 00:00:00,2.1
TW SJ (BLANCO),1999-06-21 00:00:00,1999-06-22 00:00:00,2.02
TW SJ (BLANCO),1999-06-22 00:00:00,1999-06-23 00:00:00,2.03
TW SJ (BLANCO),1999-06-23 00:00:00,1999-06-24 00:00:00,2.03
TW SJ (BLANCO),1999-06-24 00:00:00,1999-06-25 00:00:00,2.03
TW SJ (BLANCO),1999-06-25 00:00:00,1999-06-26 00:00:00,2.03
TW SJ (BLANCO),1999-06-25 00:00:00,1999-06-27 00:00:00,2.03
TW SJ (BLANCO),1999-06-25 00:00:00,1999-06-28 00:00:00,2.03
TW SJ (BLANCO),1999-06-28 00:00:00,1999-06-29 00:00:00,2.03
TW SJ (BLANCO),1999-06-29 00:00:00,1999-06-30 00:00:00,2.03
TW SJ (BLANCO),1999-06-30 00:00:00,1999-07-01 00:00:00,2.03
TW SJ (BLANCO),1999-07-01 00:00:00,1999-07-02 00:00:00,2.045
TW SJ (BLANCO),1999-07-02 00:00:00,1999-07-03 00:00:00,1.87
TW SJ (BLANCO),1999-07-02 00:00:00,1999-07-04 00:00:00,1.87
TW SJ (BLANCO),1999-07-02 00:00:00,1999-07-05 00:00:00,1.87
TW SJ (BLANCO),1999-07-02 00:00:00,1999-07-06 00:00:00,1.87
TW SJ (BLANCO),1999-07-06 00:00:00,1999-07-07 00:00:00,1.87
TW SJ (BLANCO),1999-07-07 00:00:00,1999-07-08 00:00:00,1.99
TW SJ (BLANCO),1999-07-08 00:00:00,1999-07-09 00:00:00,1.99
TW SJ (BLANCO),1999-07-09 00:00:00,1999-07-10 00:00:00,1.99
TW SJ (BLANCO),1999-07-09 00:00:00,1999-07-11 00:00:00,1.99
TW SJ (BLANCO),1999-07-09 00:00:00,1999-07-12 00:00:00,1.99
TW SJ (BLANCO),1999-07-12 00:00:00,1999-07-13 00:00:00,1.99
TW SJ (BLANCO),1999-07-13 00:00:00,1999-07-14 00:00:00,1.99
TW SJ (BLANCO),1999-07-14 00:00:00,1999-07-15 00:00:00,1.99
TW SJ (BLANCO),1999-07-15 00:00:00,1999-07-16 00:00:00,1.99
TW SJ (BLANCO),1999-07-16 00:00:00,1999-07-17 00:00:00,1.86
TW SJ (BLANCO),1999-07-16 00:00:00,1999-07-18 00:00:00,1.86
TW SJ (BLANCO),1999-07-16 00:00:00,1999-07-19 00:00:00,1.86
TW SJ (BLANCO),1999-07-19 00:00:00,1999-07-20 00:00:00,2.04
TW SJ (BLANCO),1999-07-20 00:00:00,1999-07-21 00:00:00,2.06
TW SJ (BLANCO),1999-07-21 00:00:00,1999-07-22 00:00:00,2.04
TW SJ (BLANCO),1999-07-22 00:00:00,1999-07-23 00:00:00,2.06
TW SJ (BLANCO),1999-07-23 00:00:00,1999-07-24 00:00:00,2.06
TW SJ (BLANCO),1999-07-23 00:00:00,1999-07-25 00:00:00,2.06
TW SJ (BLANCO),1999-07-23 00:00:00,1999-07-26 00:00:00,2.06
TW SJ (BLANCO),1999-07-26 00:00:00,1999-07-27 00:00:00,2.06
TW SJ (BLANCO),1999-07-27 00:00:00,1999-07-28 00:00:00,2.06
TW SJ (BLANCO),1999-07-28 00:00:00,1999-07-29 00:00:00,2.26
TW SJ (BLANCO),1999-07-29 00:00:00,1999-07-30 00:00:00,2.26
TW SJ (BLANCO),1999-07-30 00:00:00,1999-07-31 00:00:00,2.26
TW SJ (BLANCO),1999-07-30 00:00:00,1999-08-01 00:00:00,2.26
TW SJ (BLANCO),1999-07-30 00:00:00,1999-08-02 00:00:00,2.26
TW SJ (BLANCO),1999-08-02 00:00:00,1999-08-03 00:00:00,2.195
TW SJ (BLANCO),1999-08-03 00:00:00,1999-08-04 00:00:00,2.195
TW SJ (BLANCO),1999-08-04 00:00:00,1999-08-05 00:00:00,2.195
TW SJ (BLANCO),1999-08-05 00:00:00,1999-08-06 00:00:00,2.34
TW SJ (BLANCO),1999-08-06 00:00:00,1999-08-07 00:00:00,2.24
TW SJ (BLANCO),1999-08-06 00:00:00,1999-08-08 00:00:00,2.24
TW SJ (BLANCO),1999-08-06 00:00:00,1999-08-09 00:00:00,2.24
TW SJ (BLANCO),1999-08-09 00:00:00,1999-08-10 00:00:00,2.33
TW SJ (BLANCO),1999-08-10 00:00:00,1999-08-11 00:00:00,2.34
TW SJ (BLANCO),1999-08-11 00:00:00,1999-08-12 00:00:00,2.33
TW SJ (BLANCO),1999-08-12 00:00:00,1999-08-13 00:00:00,2.3
TW SJ (BLANCO),1999-08-13 00:00:00,1999-08-14 00:00:00,2.22
TW SJ (BLANCO),1999-08-13 00:00:00,1999-08-15 00:00:00,2.22
TW SJ (BLANCO),1999-08-13 00:00:00,1999-08-16 00:00:00,2.22
TW SJ (BLANCO),1999-08-16 00:00:00,1999-08-17 00:00:00,2.22
TW SJ (BLANCO),1999-08-17 00:00:00,1999-08-18 00:00:00,2.22
TW SJ (BLANCO),1999-08-18 00:00:00,1999-08-19 00:00:00,2.22
TW SJ (BLANCO),1999-08-19 00:00:00,1999-08-20 00:00:00,2.22
TW SJ (BLANCO),1999-08-20 00:00:00,1999-08-21 00:00:00,2.22
TW SJ (BLANCO),1999-08-20 00:00:00,1999-08-22 00:00:00,2.22
TW SJ (BLANCO),1999-08-20 00:00:00,1999-08-23 00:00:00,2.22
TW SJ (BLANCO),1999-08-23 00:00:00,1999-08-24 00:00:00,2.55
TW SJ (BLANCO),1999-08-24 00:00:00,1999-08-25 00:00:00,2.55
TW SJ (BLANCO),1999-08-25 00:00:00,1999-08-26 00:00:00,2.72
TW SJ (BLANCO),1999-08-26 00:00:00,1999-08-27 00:00:00,2.69
TW SJ (BLANCO),1999-08-27 00:00:00,1999-08-28 00:00:00,2.63
TW SJ (BLANCO),1999-08-27 00:00:00,1999-08-29 00:00:00,2.63
TW SJ (BLANCO),1999-08-27 00:00:00,1999-08-30 00:00:00,2.63
TW SJ (BLANCO),1999-08-30 00:00:00,1999-08-31 00:00:00,2.61
TW SJ (BLANCO),1999-08-31 00:00:00,1999-09-01 00:00:00,2.61
TW SJ (BLANCO),1999-09-01 00:00:00,1999-09-02 00:00:00,2.49
TW SJ (BLANCO),1999-09-02 00:00:00,1999-09-03 00:00:00,2.33
TW SJ (BLANCO),1999-09-03 00:00:00,1999-09-04 00:00:00,2.12
TW SJ (BLANCO),1999-09-03 00:00:00,1999-09-05 00:00:00,2.12
TW SJ (BLANCO),1999-09-03 00:00:00,1999-09-06 00:00:00,2.12
TW SJ (BLANCO),1999-09-03 00:00:00,1999-09-07 00:00:00,2.12
TW SJ (BLANCO),1999-09-07 00:00:00,1999-09-08 00:00:00,2.12
TW SJ (BLANCO),1999-09-08 00:00:00,1999-09-09 00:00:00,2.36
TW SJ (BLANCO),1999-09-09 00:00:00,1999-09-10 00:00:00,2.45
TW SJ (BLANCO),1999-09-10 00:00:00,1999-09-11 00:00:00,2.53
TW SJ (BLANCO),1999-09-10 00:00:00,1999-09-12 00:00:00,2.53
TW SJ (BLANCO),1999-09-10 00:00:00,1999-09-13 00:00:00,2.53
TW SJ (BLANCO),1999-09-13 00:00:00,1999-09-14 00:00:00,2.54
TW SJ (BLANCO),1999-09-14 00:00:00,1999-09-15 00:00:00,2.4
TW SJ (BLANCO),1999-09-15 00:00:00,1999-09-16 00:00:00,2.29
TW SJ (BLANCO),1999-09-16 00:00:00,1999-09-17 00:00:00,2.2
TW SJ (BLANCO),1999-09-17 00:00:00,1999-09-18 00:00:00,2.1
TW SJ (BLANCO),1999-09-17 00:00:00,1999-09-19 00:00:00,2.1
TW SJ (BLANCO),1999-09-17 00:00:00,1999-09-20 00:00:00,2.1
TW SJ (BLANCO),1999-09-20 00:00:00,1999-09-21 00:00:00,2.27
TW SJ (BLANCO),1999-09-21 00:00:00,1999-09-22 00:00:00,2.09
TW SJ (BLANCO),1999-09-22 00:00:00,1999-09-23 00:00:00,2.09
TW SJ (BLANCO),1999-09-23 00:00:00,1999-09-24 00:00:00,2.24
TW SJ (BLANCO),1999-09-24 00:00:00,1999-09-25 00:00:00,2.22
TW SJ (BLANCO),1999-09-24 00:00:00,1999-09-26 00:00:00,2.22
TW SJ (BLANCO),1999-09-24 00:00:00,1999-09-27 00:00:00,2.22
TW SJ (BLANCO),1999-09-27 00:00:00,1999-09-28 00:00:00,2.3
TW SJ (BLANCO),1999-09-28 00:00:00,1999-09-29 00:00:00,2.43
TW SJ (BLANCO),1999-09-29 00:00:00,1999-09-30 00:00:00,2.43
TW SJ (BLANCO),1999-09-30 00:00:00,1999-10-01 00:00:00,2.28
TW SJ (BLANCO),1999-10-01 00:00:00,1999-10-02 00:00:00,2.28
TW SJ (BLANCO),1999-10-01 00:00:00,1999-10-03 00:00:00,2.28
TW SJ (BLANCO),1999-10-01 00:00:00,1999-10-04 00:00:00,2.28
TW SJ (BLANCO),1999-10-04 00:00:00,1999-10-05 00:00:00,2.41
TW SJ (BLANCO),1999-10-05 00:00:00,1999-10-06 00:00:00,2.41
TW SJ (BLANCO),1999-10-06 00:00:00,1999-10-07 00:00:00,2.42
TW SJ (BLANCO),1999-10-07 00:00:00,1999-10-08 00:00:00,2.42
TW SJ (BLANCO),1999-10-08 00:00:00,1999-10-09 00:00:00,2.26
TW SJ (BLANCO),1999-10-08 00:00:00,1999-10-10 00:00:00,2.26
TW SJ (BLANCO),1999-10-08 00:00:00,1999-10-11 00:00:00,2.26
TW SJ (BLANCO),1999-10-11 00:00:00,1999-10-12 00:00:00,2.45
TW SJ (BLANCO),1999-10-12 00:00:00,1999-10-13 00:00:00,2.57
TW SJ (BLANCO),1999-10-13 00:00:00,1999-10-14 00:00:00,2.74
TW SJ (BLANCO),1999-10-14 00:00:00,1999-10-15 00:00:00,2.74
TW SJ (BLANCO),1999-10-15 00:00:00,1999-10-16 00:00:00,2.57
TW SJ (BLANCO),1999-10-15 00:00:00,1999-10-17 00:00:00,2.57
TW SJ (BLANCO),1999-10-15 00:00:00,1999-10-18 00:00:00,2.57
TW SJ (BLANCO),1999-10-18 00:00:00,1999-10-19 00:00:00,2.77
TW SJ (BLANCO),1999-10-19 00:00:00,1999-10-20 00:00:00,2.835
TW SJ (BLANCO),1999-10-20 00:00:00,1999-10-21 00:00:00,2.84
TW SJ (BLANCO),1999-10-21 00:00:00,1999-10-22 00:00:00,2.92
