Counterparty,Global CP,NAME,Sign-Up Date,Status,Country,# Non-EOL Deal
5387,26302,Grand River Dam Authority,2000-01-13 00:00:00,Execute ID Mailed,USA,4
6107,66188,"IBEX Resources, LLC",2000-02-03 00:00:00,Execute ID Mailed,USA,4
6999,48886,Mitsubishi International Corp.,2000-03-14 00:00:00,Execute ID Mailed,USA,4
7077,72554,Resource Strategies L.L.C.,2000-03-22 00:00:00,Execute ID Mailed,USA,4
7120,27182,Murex N.A. Ltd.,2000-03-30 00:00:00,Execute ID Mailed,USA,4
7226,3144,Turlock Irrigation District,2000-04-13 00:00:00,Execute ID Mailed,USA,4
5561,50049,"Minnkota Power Cooperative, Inc.",2000-06-27 00:00:00,Execute ID Mailed,USA,4
8240,1326,"Enjet, Inc.",2000-08-18 00:00:00,Execute ID Mailed,USA,4
8273,1240,"East Ohio Gas Company, The",2000-08-23 00:00:00,Execute ID Mailed,USA,4
5456,33701,Rock-Tenn Company,2000-09-12 00:00:00,Execute ID Mailed,USA,4
8406,73698,Tennessee Energy Acquisition Corporation,2000-10-13 00:00:00,Execute ID Mailed,USA,4
8446,75235,"Coleman Oil & Gas, Inc.",2000-10-20 00:00:00,Execute ID Mailed,USA,4
6486,54538,"Kolmar Petrochemicals Americas, Inc.",1999-11-19 00:00:00,Execute ID Mailed,USA,3
5560,50006,"Carrera Gas Company, L.L.C.",1999-12-17 00:00:00,Execute ID Mailed,USA,3
5981,62420,The American Coal Company,2000-01-18 00:00:00,Execute ID Mailed,USA,3
5091,492,"Air Products And Chemicals, Inc.",2000-02-04 00:00:00,Execute ID Mailed,USA,3
6877,586,ANR Pipeline Company,2000-02-07 00:00:00,Execute ID Mailed,USA,3
6982,75801,"Peoples Gas, a division of Tampa Electric Company",2000-03-06 00:00:00,Execute ID Mailed,USA,3
6981,161,"Northern States Power Company, a  Wisconsin Corporation",2000-03-14 00:00:00,Execute ID Mailed,USA,3
7440,5435,Hallwood Energy Corporation,2000-05-26 00:00:00,Execute ID Mailed,USA,3
8256,52728,Taunton Municipal Light Plant,2000-08-18 00:00:00,Execute ID Mailed,USA,3
5338,11192,Aristech Chemical Corporation,2000-10-09 00:00:00,Execute ID Mailed,USA,3
8591,72166,"WBI Production, Inc.",2000-11-21 00:00:00,Execute ID Mailed,USA,3
8549,56978,"Octagon Resources, Inc.",2000-12-06 00:00:00,Execute ID Mailed,USA,3
8644,81415,ExxonMobil Refining and Supply,2000-12-08 00:00:00,Execute ID Mailed,USA,3
8660,70501,"Centennial Gas Liquids, L.L.C.",2000-12-21 00:00:00,Execute ID Mailed,USA,3
8679,77499,"Knott Floyd Land Company, Inc.",2001-01-10 00:00:00,Execute ID Mailed,USA,3
8720,81549,MxEnergy.com Inc.,2001-01-16 00:00:00,Execute ID Mailed,USA,3
6053,64516,Avista Corporation,1999-12-10 00:00:00,Execute ID Mailed,USA,2
5094,611,"Archer Daniels Midland Company, Inc.",1999-12-22 00:00:00,Execute ID Mailed,USA,2
5293,5676,Sterling Chemicals Inc.,2000-02-24 00:00:00,Execute ID Mailed,USA,2
7117,5322,Columbia Gas Transmission Corporation,2000-03-31 00:00:00,Execute ID Mailed,USA,2
7126,31477,Iroquois Gas Transmission System L.P.,2000-03-31 00:00:00,Execute ID Mailed,USA,2
7523,80302,"CCGM, L.P.",2000-06-29 00:00:00,Execute ID Mailed,USA,2
8037,81120,Pure Resources Inc.,2000-07-19 00:00:00,Execute ID Mailed,USA,2
8039,66725,Anker Energy Corporation,2000-07-19 00:00:00,Execute ID Mailed,USA,2
5110,879,Central Hudson Gas & Electric Corporation,2000-08-10 00:00:00,Execute ID Mailed,USA,2
8193,53607,Braintree Electric Light Department,2000-08-21 00:00:00,Execute ID Mailed,USA,2
8329,26536,Riley Natural Gas Company,2000-09-22 00:00:00,Execute ID Mailed,USA,2
8325,11184,Southern Connecticut Gas Company,2000-10-02 00:00:00,Execute ID Mailed,USA,2
8402,51550,"AllEnergy Marketing Company, L.L.C.",2000-10-19 00:00:00,Execute ID Mailed,USA,2
5927,59980,"Massey Coal Sales Company, Inc.",2000-10-27 00:00:00,Execute ID Mailed,USA,2
8550,52239,Tillamook Peoples Utility District,2000-11-09 00:00:00,Execute ID Mailed,USA,2
8713,83965,"Scepter, Inc.",2001-01-09 00:00:00,Execute ID Mailed,USA,2
5207,2767,Samedan Oil Corporation,1999-11-10 00:00:00,Execute ID Mailed,USA,1
6609,57769,Southwestern Energy Services Company,1999-12-06 00:00:00,Execute ID Mailed,USA,1
6651,54354,City of McMinnville Water & Light,1999-12-13 00:00:00,Execute ID Mailed,USA,1
6724,31374,Imperial Sugar Company,1999-12-22 00:00:00,Execute ID Mailed,USA,1
6786,51293,"Public Utility District No.1 of Benton County, Washington",2000-01-11 00:00:00,Execute ID Mailed,USA,1
5040,159,Northwest Natural Gas Company,2000-02-15 00:00:00,Execute ID Mailed,USA,1
7074,36882,Michigan Public Power Agency,2000-03-22 00:00:00,Execute ID Mailed,USA,1
7075,61045,Missouri River Energy Services,2000-03-22 00:00:00,Execute ID Mailed,USA,1
5976,62223,Macromedia Incorporated,2000-04-14 00:00:00,Execute ID Mailed,USA,1
5248,4026,Phelps Dodge Corporation,2000-05-17 00:00:00,Execute ID Mailed,USA,1
7469,77297,Smith Barney AAA Energy Fund L.P.,2000-06-07 00:00:00,Execute ID Mailed,USA,1
7473,68836,"Taylor Gas Liquids, Inc.",2000-06-09 00:00:00,Execute ID Mailed,USA,1
6009,63519,Motiva Enterprises LLC,2000-06-20 00:00:00,Execute ID Mailed,USA,1
5373,26183,Minnesota Mining & Manufacturing Company,2000-06-27 00:00:00,Execute ID Mailed,USA,1
7642,75238,Global Crossing Ltd,2000-06-30 00:00:00,Execute ID Mailed,USA,1
8005,62336,"Citation Crude Marketing, Inc.",2000-07-11 00:00:00,Execute ID Mailed,USA,1
5282,5516,"Lubrizol Corporation, The",2000-07-17 00:00:00,Execute ID Mailed,USA,1
5269,5226,ASARCO Incorporated,2000-07-19 00:00:00,Execute ID Mailed,USA,1
5924,59787,"Amtran, Inc.",2000-08-01 00:00:00,Execute ID Mailed,USA,1
5198,2598,Platte River Power Authority,2000-08-03 00:00:00,Execute ID Mailed,USA,1
8163,31304,Hutchinson Utilities Commission,2000-08-07 00:00:00,Execute ID Mailed,USA,1
5401,26448,Huntsman Corporation,2000-08-08 00:00:00,Execute ID Mailed,USA,1
6093,65659,Ameren Energy Inc.,2000-08-08 00:00:00,Execute ID Mailed,USA,1
8204,75237,"Shenandoah Energy, Inc.",2000-08-17 00:00:00,Execute ID Mailed,USA,1
8275,30219,Engelhard Corporation,2000-08-25 00:00:00,Execute ID Mailed,USA,1
8276,80528,Kerr-McGee Oil & Gas Corporation,2000-08-25 00:00:00,Execute ID Mailed,USA,1
8300,34941,"US Steel Group, a unit of USX Corporation",2000-09-06 00:00:00,Execute ID Mailed,USA,1
8299,3187,Unit Corporation,2000-09-08 00:00:00,Execute ID Mailed,USA,1
8407,76779,"Williams Communications Group, Inc.",2000-10-17 00:00:00,Execute ID Mailed,USA,1
8525,5300,City of Burbank,2000-11-09 00:00:00,Execute ID Mailed,USA,1
8672,2974,"Superior Water, Light and Power Company",2001-01-02 00:00:00,Execute ID Mailed,USA,1
8686,88445,"Onyx Coal Sales, Inc.",2001-01-03 00:00:00,Execute ID Mailed,USA,1
5272,5268,Caterpillar Inc.,1999-11-15 00:00:00,Execute ID Mailed,USA,0
5358,21725,"Comstock Resources, Inc.",1999-11-15 00:00:00,Execute ID Mailed,USA,0
5473,36133,Empire District Electric Company,1999-11-15 00:00:00,Execute ID Mailed,USA,0
5632,51139,Equity Oil Company,1999-11-18 00:00:00,Execute ID Mailed,USA,0
5827,57115,"Drummond Coal Sales, Inc.",1999-12-08 00:00:00,Execute ID Mailed,USA,0
6689,3594,Corning Natural Gas Corp.,1999-12-14 00:00:00,Execute ID Mailed,USA,0
6690,11899,Indeck Energy Services Inc.,1999-12-14 00:00:00,Execute ID Mailed,USA,0
6693,3215,Valley Resources Inc.,1999-12-14 00:00:00,Execute ID Mailed,USA,0
6729,2264,Murphy Exploration and Production Company,1999-12-22 00:00:00,Execute ID Mailed,USA,0
6775,68265,McMoran Exploration Co.,2000-01-06 00:00:00,Execute ID Mailed,USA,0
6822,49455,Koch Chemical International,2000-01-18 00:00:00,Execute ID Mailed,USA,0
6828,295,JP Morgan & Company Incorporated,2000-01-21 00:00:00,Execute ID Mailed,USA,0
6868,75164,CMS Panhandle Eastern Pipeline Company,2000-02-01 00:00:00,Execute ID Mailed,USA,0
6875,75199,Coors Brewing Company,2000-02-03 00:00:00,Execute ID Mailed,USA,0
5807,56532,"New Century Energies, Inc.",2000-02-25 00:00:00,Execute ID Mailed,USA,0
6974,3545,Colorado Interstate Gas Company,2000-03-14 00:00:00,Execute ID Mailed,USA,0
7043,59287,"LSP-Cottage Grove, LP",2000-03-15 00:00:00,Execute ID Mailed,USA,0
6638,71357,"Simplot, J. R. Company",2000-03-16 00:00:00,Execute ID Mailed,USA,0
5914,59471,Prima Energy Corporation,2000-03-20 00:00:00,Execute ID Mailed,USA,0
7049,76029,"Total Gas & Electric, Inc.",2000-03-21 00:00:00,Execute ID Mailed,USA,0
7127,3235,Victoria Gas Corporation,2000-03-30 00:00:00,Execute ID Mailed,USA,0
7037,72447,"Equilon Pipeline Company, L.L.C.",2000-04-05 00:00:00,Execute ID Mailed,USA,0
7151,76538,"Blue Flame, Inc.",2000-04-05 00:00:00,Execute ID Mailed,USA,0
7155,2659,R.R. Donnelley & Sons Company,2000-04-06 00:00:00,Execute ID Mailed,USA,0
7144,76401,Ambac Assurance Corporation,2000-04-10 00:00:00,Execute ID Mailed,USA,0
5476,36658,Kentucky Utilities Company,2000-04-12 00:00:00,Execute ID Mailed,USA,0
7240,76963,"Conoco Carbon & Minerals, Inc.",2000-04-19 00:00:00,Execute ID Mailed,USA,0
7246,76964,"North American Energy, Inc.",2000-04-21 00:00:00,Execute ID Mailed,USA,0
7218,63721,"Diamond-Koch, LP",2000-04-24 00:00:00,Execute ID Mailed,USA,0
7374,77229,EnSight Resources L.L.C.,2000-05-16 00:00:00,Execute ID Mailed,USA,0
7387,78880,Pactiv Corporation,2000-05-16 00:00:00,Execute ID Mailed,USA,0
7375,78758,General Services Administration,2000-05-17 00:00:00,Execute ID Mailed,USA,0
7429,50748,Anadarko Minerals Inc.,2000-05-24 00:00:00,Execute ID Mailed,USA,0
7446,55120,"Hermes Consolidated, Inc., DBA Wyoming Refining Company",2000-05-30 00:00:00,Execute ID Mailed,USA,0
7451,79609,Kansas Gas Service,2000-06-01 00:00:00,Execute ID Mailed,USA,0
7439,46731,"Utility Board of the City of Key West, Florida",2000-06-02 00:00:00,Execute ID Mailed,USA,0
7464,62370,Atlantic Coast Airlines,2000-06-07 00:00:00,Execute ID Mailed,USA,0
7462,27249,"Production Gathering Company, LLC",2000-06-08 00:00:00,Execute ID Mailed,USA,0
7486,80021,Chase Oil Corporation,2000-06-15 00:00:00,Execute ID Mailed,USA,0
7524,33144,Peak Energy Corp,2000-06-29 00:00:00,Execute ID Mailed,USA,0
7632,61844,Thermo Ecotek Corporation,2000-06-29 00:00:00,Execute ID Mailed,USA,0
7582,80409,"En*Vantage, Inc.",2000-07-05 00:00:00,Execute ID Mailed,USA,0
8000,80668,"Buena Vista Hills, LLC",2000-07-11 00:00:00,Execute ID Mailed,USA,0
8001,80666,"United Parcel Service, Inc.",2000-07-11 00:00:00,Execute ID Mailed,USA,0
8002,80676,Androscoggin Energy LLC,2000-07-11 00:00:00,Execute ID Mailed,USA,0
7639,80530,Nissho Iwai American Corporation,2000-07-13 00:00:00,Execute ID Mailed,USA,0
7635,80175,Hunter Douglas Metals Inc,2000-07-19 00:00:00,Execute ID Mailed,USA,0
8038,64815,TUCO INC.,2000-07-19 00:00:00,Execute ID Mailed,USA,0
8042,81106,Gas Incorporated,2000-07-19 00:00:00,Execute ID Mailed,USA,0
8044,1580,Great Lakes Chemical Corporation,2000-07-19 00:00:00,Execute ID Mailed,USA,0
8058,32693,"New Mexico Natural Gas, Inc.",2000-07-25 00:00:00,Execute ID Mailed,USA,0
8074,51749,Parallel Petroleum Corporation,2000-07-27 00:00:00,Execute ID Mailed,USA,0
8077,65964,Newmont Mining Corporation,2000-07-27 00:00:00,Execute ID Mailed,USA,0
8057,63034,El Paso Gas Transmission Company,2000-07-28 00:00:00,Execute ID Mailed,USA,0
8118,81457,"Adair International Oil And Gas, Inc.",2000-07-31 00:00:00,Execute ID Mailed,USA,0
8141,63462,Missouri Gas Energy,2000-08-01 00:00:00,Execute ID Mailed,USA,0
8159,9512,"Procter & Gamble Company, The",2000-08-04 00:00:00,Execute ID Mailed,USA,0
8161,681,Bangor Hydro-Electric Company,2000-08-04 00:00:00,Execute ID Mailed,USA,0
8076,51127,"Delta Air Lines, Inc.",2000-08-07 00:00:00,Execute ID Mailed,USA,0
5176,2142,"Merck & Co., Inc.",2000-08-09 00:00:00,Execute ID Mailed,USA,0
5296,5874,IMC Global Inc.,2000-08-09 00:00:00,Execute ID Mailed,USA,0
8075,26144,"City of New Smyrna Beach, Florida",2000-08-09 00:00:00,Execute ID Mailed,USA,0
8120,81459,Shell Capital Inc.,2000-08-10 00:00:00,Execute ID Mailed,USA,0
8184,81829,Trans-World (Aluminum) Inc.,2000-08-10 00:00:00,Execute ID Mailed,USA,0
8119,81458,"Cooperative Refining, LLC",2000-08-15 00:00:00,Execute ID Mailed,USA,0
8215,55926,Holnam Inc,2000-08-15 00:00:00,Execute ID Mailed,USA,0
8114,64724,Pen Coal Corporation,2000-08-16 00:00:00,Execute ID Mailed,USA,0
8203,81856,"Intoil, Inc.",2000-08-16 00:00:00,Execute ID Mailed,USA,0
8200,81854,"Consolidated Metco, Inc.",2000-08-17 00:00:00,Execute ID Mailed,USA,0
8264,36973,"Murchison Oil & Gas, Inc.",2000-08-21 00:00:00,Execute ID Mailed,USA,0
8259,2636,"Providence Gas Company, The",2000-08-22 00:00:00,Execute ID Mailed,USA,0
8263,46737,"Black Hills Corp., DBA Black Hills Power & Light Company",2000-08-23 00:00:00,Execute ID Mailed,USA,0
8277,83490,"Kraft Foods, Inc.",2000-08-31 00:00:00,Execute ID Mailed,USA,0
8287,83868,"Koch Global Bandwidth Services, Inc.",2000-09-01 00:00:00,Execute ID Mailed,USA,0
8284,83775,"Fairway Midstream Services & Trading, Inc.",2000-09-05 00:00:00,Execute ID Mailed,USA,0
7554,11595,Commonwealth Aluminum Corporation,2000-09-07 00:00:00,Execute ID Mailed,USA,0
8285,26116,Penn Virginia Corporation,2000-09-07 00:00:00,Execute ID Mailed,USA,0
8294,82772,Greenwich Metals inc,2000-09-07 00:00:00,Execute ID Mailed,USA,0
8304,80632,"Hydro Aluminum Louisville, Inc",2000-09-08 00:00:00,Execute ID Mailed,USA,0
5478,36919,Mississippi Chemical Corporation,2000-09-14 00:00:00,Execute ID Mailed,USA,0
8317,11440,AFG Industries Inc.,2000-09-14 00:00:00,Execute ID Mailed,USA,0
8340,85345,"Berco Resources, LLC",2000-09-25 00:00:00,Execute ID Mailed,USA,0
8341,53726,Millennium Petrochemicals Inc.,2000-09-25 00:00:00,Execute ID Mailed,USA,0
8342,85346,Quadra Energy Trading Inc.,2000-09-25 00:00:00,Execute ID Mailed,USA,0
8337,83792,Global Alloys Limited,2000-09-26 00:00:00,Execute ID Mailed,USA,0
8319,46075,"UGI Energy Services, Inc. d/b/a Gasmark",2000-09-27 00:00:00,Execute ID Mailed,USA,0
8324,80022,"Cantera Resources, Inc.",2000-10-02 00:00:00,Execute ID Mailed,USA,0
8322,85064,Merrick & Company,2000-10-03 00:00:00,Execute ID Mailed,USA,0
8323,85147,Spice Energy Co. Ltd.,2000-10-04 00:00:00,Execute ID Mailed,USA,0
8372,85596,Lewis Energy Group,2000-10-05 00:00:00,Execute ID Mailed,USA,0
8435,80024,FleetBoston Financial Corporation,2000-10-18 00:00:00,Execute ID Mailed,USA,0
8443,82985,Empire Resources Inc,2000-10-18 00:00:00,Execute ID Mailed,USA,0
8473,82643,Omnisource Corp,2000-10-26 00:00:00,Execute ID Mailed,USA,0
8482,86681,B&R Commodities Llc,2000-10-30 00:00:00,Execute ID Mailed,USA,0
8500,82829,Behr Metals Inc.,2000-10-31 00:00:00,Execute ID Mailed,USA,0
7530,80173,Metal Exchange Corporation,2000-11-02 00:00:00,Execute ID Mailed,USA,0
8511,84047,AMI Trading (USA) Inc,2000-11-02 00:00:00,Execute ID Mailed,USA,0
8512,82456,"Tally Metal Sales, Inc.",2000-11-02 00:00:00,Execute ID Mailed,USA,0
8516,81896,EAC Corporation,2000-11-02 00:00:00,Execute ID Mailed,USA,0
8517,83038,Terrapin Recycling LLC,2000-11-02 00:00:00,Execute ID Mailed,USA,0
8519,82787,Ansam Metals Corporation,2000-11-02 00:00:00,Execute ID Mailed,USA,0
8520,81669,BILLITON STRATCOR INC.,2000-11-02 00:00:00,Execute ID Mailed,USA,0
8521,83749,Armada Corp,2000-11-02 00:00:00,Execute ID Mailed,USA,0
5329,11133,Reynolds Metals Company,2000-11-03 00:00:00,Execute ID Mailed,USA,0
8536,83355,The David J Joseph Company,2000-11-03 00:00:00,Execute ID Mailed,USA,0
8483,86673,Austin Utilities,2000-11-08 00:00:00,Execute ID Mailed,USA,0
8555,87044,Anheuser Busch Recycling Corp,2000-11-08 00:00:00,Execute ID Mailed,USA,0
8484,661,BHP Petroleum (Americas) Inc.,2000-11-13 00:00:00,Execute ID Mailed,USA,0
8533,2054,LTV Steel Company Inc.,2000-11-14 00:00:00,Execute ID Mailed,USA,0
8587,82873,United Aluminium Corporation,2000-11-17 00:00:00,Execute ID Mailed,USA,0
8526,3792,Howell Corporation,2000-11-20 00:00:00,Execute ID Mailed,USA,0
8593,87711,"Hamilton Farm Bureau Cooperative, Inc.",2000-11-21 00:00:00,Execute ID Mailed,USA,0
8594,87709,"Matheson Tri-Gas, Inc.",2000-11-22 00:00:00,Execute ID Mailed,USA,0
8605,85614,Coremet Trading Inc,2000-11-22 00:00:00,Execute ID Mailed,USA,0
8613,82295,Midland Industries Inc,2000-11-27 00:00:00,Execute ID Mailed,USA,0
8619,486,Ag Processing Inc.,2000-12-05 00:00:00,Execute ID Mailed,USA,0
8622,26141,Old Dominion Electric Cooperative,2000-12-05 00:00:00,Execute ID Mailed,USA,0
8630,82580,Tricor Group LLC,2000-12-06 00:00:00,Execute ID Mailed,USA,0
8635,83333,Alpert & Alpert Iron & Metal Inc,2000-12-07 00:00:00,Execute ID Mailed,USA,0
8636,80635,Kennecott Utah Copper Corporation,2000-12-07 00:00:00,Execute ID Mailed,USA,0
8592,87713,Agra Resources COOP,2000-12-11 00:00:00,Execute ID Mailed,USA,0
8655,77993,Hewlett-Packard Company,2000-12-15 00:00:00,Execute ID Mailed,USA,0
7627,80171,Nichols Aluminum,2000-12-18 00:00:00,Execute ID Mailed,USA,0
6034,64130,Springfield Utility Board,2000-12-19 00:00:00,Execute ID Mailed,USA,0
6630,30711,General Motors Corporation,2000-12-19 00:00:00,Execute ID Mailed,USA,0
8668,84055,"Midco Industries,  Inc.",2000-12-20 00:00:00,Execute ID Mailed,USA,0
8675,83381,Impol Aluminum Corporation,2000-12-22 00:00:00,Execute ID Mailed,USA,0
8684,82869,Tower Metal Products L.P,2000-12-27 00:00:00,Execute ID Mailed,USA,0
8685,87381,"Metals USA, Inc.",2000-12-28 00:00:00,Execute ID Mailed,USA,0
5438,29798,"RAG Coal Sales of America, Inc.",2001-01-04 00:00:00,Execute ID Mailed,USA,0
8540,82966,The Doe Run Company,2001-01-05 00:00:00,Execute ID Mailed,USA,0
8699,83104,Grand Rapids Alloys Inc.,2001-01-05 00:00:00,Execute ID Mailed,USA,0
8677,88798,America's Energy Alliance Incorporated,2001-01-08 00:00:00,Execute ID Mailed,USA,0
8696,86548,"ConAgra Trade Group, Inc",2001-01-08 00:00:00,Execute ID Mailed,USA,0
8678,88795,"Beta Oil & Gas, Inc.",2001-01-11 00:00:00,Execute ID Mailed,USA,0
8717,2915,Southwire Company,2001-01-12 00:00:00,Execute ID Mailed,USA,0
8754,83517,Calbag Metals Co,2001-01-22 00:00:00,Execute ID Mailed,USA,0
8747,50521,"Hercules Transport, Inc.",2001-01-23 00:00:00,Execute ID Mailed,USA,0
7546,123,Kaiser Aluminum & Chemical Corporation,2001-01-24 00:00:00,Execute ID Mailed,USA,0
8062,81177,Western Area Power Administration - Upper Great Plain,2001-01-30 00:00:00,Execute ID Mailed,USA,0
8723,80716,"Worthington Industries, Inc.",2001-02-01 00:00:00,Execute ID Mailed,USA,0
8746,89009,"Black Stone Minerals Company, L.P.",2001-02-05 00:00:00,Execute ID Mailed,USA,0
8762,69032,"Wells Fargo Bank, N.A.",2001-02-05 00:00:00,Execute ID Mailed,USA,0
8801,90872,CONSOL Energy Inc.,2001-02-05 00:00:00,Execute ID Mailed,USA,0
8802,91171,Koch Nitrogen Company,2001-02-08 00:00:00,Execute ID Mailed,USA,0
8800,90594,"CNE Energy Services Group, Inc.",2001-02-13 00:00:00,Execute ID Mailed,USA,0
8849,87420,"Olympic Steel, Inc.",2001-02-13 00:00:00,Execute ID Mailed,USA,0
8818,91472,El Paso Global Networks Company,2001-02-20 00:00:00,Execute ID Mailed,USA,0
