gas_dt,poi_nb,meter_nm,meter_nb,calc_mcf
2000-10-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6228
2000-10-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5651
2000-10-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6111
2000-10-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5710
2000-10-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6118
2000-10-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6670
2000-10-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7073
2000-10-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7112
2000-10-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6847
2000-10-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6572
2000-10-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7386
2000-10-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7916
2000-10-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7244
2000-10-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8031
2000-10-31 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9244
2000-11-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8923
2000-11-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8957
2000-11-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8874
2000-11-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8849
2000-11-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8911
2000-11-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9465
2000-11-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10582
2000-11-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9468
2000-11-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9359
2000-11-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10225
2000-11-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10602
2000-11-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10858
2000-11-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-11089
2000-11-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10526
2000-11-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10498
2000-11-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10815
2000-11-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10936
2000-11-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-11387
2000-11-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10463
2000-11-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10069
2000-11-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9477
2000-11-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8723
2000-11-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8980
2000-11-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9302
2000-11-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9843
2000-11-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8831
2000-11-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8429
2000-11-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8214
2000-11-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8004
2000-11-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8208
2000-12-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8751
2000-12-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9132
2000-12-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9010
2000-12-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8961
2000-12-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8459
2000-12-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8426
2000-12-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8276
2000-12-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8196
2000-12-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8812
2000-12-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9101
2000-12-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8515
2000-12-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10101
2000-12-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10065
2000-12-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9972
2000-12-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9539
2000-12-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9638
2000-12-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9127
2000-12-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10815
2000-12-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9957
2000-12-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9109
2000-12-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8741
2000-12-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8716
2000-12-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8868
2000-12-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8117
2000-12-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9805
2000-12-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10469
2000-12-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9934
2000-12-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9630
2000-12-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9433
2000-12-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9306
2000-12-31 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9505
2001-01-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9602
2001-01-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9695
2001-01-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9208
2001-01-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8958
2001-01-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8353
2001-01-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8548
2001-01-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9225
2001-01-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8844
2001-01-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9192
2001-01-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9293
2001-01-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9438
2001-01-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10607
2001-01-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-11106
2001-01-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-11122
2001-01-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-11428
2001-01-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-11585
2001-01-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-11873
2001-01-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-11942
2001-01-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9614
2001-01-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9505
2001-01-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9498
2001-01-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8511
2001-01-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8291
2001-01-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8218
2001-01-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9390
2001-01-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9167
2001-01-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9586
2001-01-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10023
2001-01-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9617
2001-01-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10107
2001-01-31 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10488
2001-02-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10163
2001-02-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8733
2001-02-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7665
2001-02-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7632
2001-02-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7019
2001-02-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7086
2001-02-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8399
2001-02-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10283
2001-02-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9868
2001-02-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9066
2001-02-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9040
2001-02-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8617
2001-02-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9387
2001-02-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10198
2001-02-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-10281
2001-02-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9636
2001-02-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8767
2001-02-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7726
2001-02-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7923
2001-02-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7702
2001-02-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7403
2001-02-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7373
2001-02-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9621
2001-02-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9436
2001-02-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7942
2001-02-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9000
2001-02-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9077
2001-02-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9374
2001-03-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9515
2001-03-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8400
2001-03-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8247
2001-03-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7565
2001-03-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7103
2001-03-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7304
2001-03-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8235
2001-03-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7157
2001-03-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7960
2001-03-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9076
2001-03-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9199
2001-03-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8557
2001-03-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7736
2001-03-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7665
2001-03-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8059
2001-03-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7678
2001-03-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7705
2001-03-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7284
2001-03-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8898
2001-03-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8482
2001-03-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7928
2001-03-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7616
2001-03-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7409
2001-03-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7186
2001-03-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7314
2001-03-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7314
2001-03-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7754
2001-03-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7495
2001-03-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7585
2001-03-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7040
2001-03-31 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6069
2001-04-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6431
2001-04-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6698
2001-04-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7805
2001-04-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7414
2001-04-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8622
2001-04-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8977
2001-04-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9074
2001-04-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-9043
2001-04-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3035
2001-04-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-932
2001-04-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-761
2001-04-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-775
2001-04-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-506
2001-04-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-378
2001-04-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-286
2001-04-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-160
2001-04-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-111
2001-04-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-47
2001-04-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-57
2001-04-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-349
2001-04-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-812
2001-04-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-735
2001-04-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-320
2001-04-24 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-150
2001-04-25 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-87
2001-04-26 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-54
2001-04-27 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-134
2001-04-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-134
2001-04-29 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-120
2001-04-30 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-70
2001-05-01 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-32
2001-05-02 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-104
2001-05-03 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-512
2001-05-04 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-490
2001-05-05 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-197
2001-05-06 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-104
2001-05-07 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-44
2001-05-08 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-24
2001-05-09 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-22
2001-05-10 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-18
2001-05-11 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-2
2001-05-12 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4
2001-05-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-12
2001-05-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-17
2001-05-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-3
2001-05-17 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-7
2001-05-18 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-1
2001-05-19 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-53
2001-05-20 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-12
2001-05-21 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-38
2001-05-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-22
2001-05-23 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-4
2001-05-28 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5
2001-06-13 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-116
2001-06-14 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-114
2001-06-15 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-8
2001-06-16 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-5
2001-06-22 00:00:00,500134,TW/CITIZENS UTILITIES FLAGSTAFF,9213,-6
