NEW GAS FIRED PLANT ADDITIONS (1999 THROUGH 2005),,,,,,,,,,,,,,,,,,,
NERC REGION,YEAR,Plant Description,Pipeline,State,Probability,Type,Month,Operational?,Plant Capacity,Merchant Capacity,Machine Type,Tot Plant Capacity High,Tot Plant Capacity Medium,Tot Plant Capacity Low,Tot Gas Usage High,Tot Gas Usage Medium,Tot Gas Usage Low,Summer Only,ID
FRCC,2003,IPS/Avon Park - De Soto Co.,FGT ****,FL,Med,CT,,N,340,340,,0,340,0,0,62560,0,15640,669
FRCC,2003,Competitive Power Ventures - St. Lucie,,FL,Low,CT,,N,250,250,,0,0,250,0,0,46000,0,781
FRCC,2003,US Gen,FGT,FL,Low,CC,,N,1000,1000,,0,0,1000,0,0,180000,0,576
FRCC,2003,Southern Co - Central Florida,FGT +++,FL,Med +,1,January,N,500,500,,0,500,0,0,92000,0,23000,575
FRCC,2003,PG&E - Okeechobee Co,FGT  ****,FL,Med,CC,,N,550,550,,0,550,0,0,99000,0,0,574
FRCC,2003,Panda - Midway Power (St. Lucie),,FL,Med,CC,May,N,1000,0,,0,1000,0,0,180000,0,0,573
FRCC,2003,TECO - Gannon Repowering,FGT,FL,High,CC,May,N,698,0,,698,0,0,125640,0,0,0,571
FRCC,2003,"TECO shut down of six coal plants to add 250,000/d of load by 2004",,FL,Low,1,,N,,,,0,0,,0,0,,0,563
FRCC,2003,Calpine I - Vero Beach (Blue Heron),FGT,FL,Low,CC,March,N,1000,1000,,0,0,1000,0,0,180000,0,564
FRCC,2003,Calpine II - Auburndale (Osprey),FGT,FL,Med,CC,June,N,540,540,,0,540,0,0,97200,0,0,565
FRCC,2003,Duke - Fort Pierce (St. Lucie),FGT,FL,Low,CT,,N,620,620,,0,0,620,0,0,114080,0,568
FRCC,2003,Panda - Leesburg,,FL,High,CC,May,N,1000,0,,1000,0,0,180000,0,0,0,572
FRCC,2003,Decker - Polk County (Port St. Lucie),FGT,FL,Med,CC,January,N,500,500,,0,500,0,0,90000,0,0,567
FRCC,2003,Bonnie Mine Energy,FGT,FL,Low,1,,N,800,800,,0,0,800,0,0,147200,0,566
FRCC,2003,FPL - Ft. Meyers,FGT,FL,Med,CT,April,N,340,0,,0,340,0,0,62560,0,15640,569
FRCC,2004,IPS/Avon Park - Pasco Co,,FL,Low,CT,,N,340,340,,0,0,340,0,0,62560,0,676
FRCC,2004,Competitive Power Ventures II,,FL,Low,1,,N,550,550,,0,0,550,0,0,101200,0,645
FRCC,2004,Competitive Power Ventures I,,FL,Low,1,,N,550,550,,0,0,550,0,0,101200,0,644
FRCC,2004,Bonnie Mine Energy,,FL,Low,CT,,N,800,800,,0,0,800,0,0,147200,0,643
FRCC,2004,"TECO shut down of six coal plants to add 250,000/d of load by 2004",,FL,Low,1,,N,,,,0,0,,0,0,,0,641
FRCC,2004,TECO - Bayside Station,FGT,FL,Med,CC,1Q,N,1475,0,,0,1475,0,0,265500,0,0,642
,,,,,,,,,31879,16182,0,10781,9565,11533,1947428,1732660,2101416,675648,28406
MAIN,1999,Coga Industries - Macoupin Cour,,IL,Low,1,,N,65,65,,0,0,65,0,0,11960,0,26
MAIN,1999,Trigen Energy - St. Louis (Ashley),,MO,High,Cogen,June,N,15,0,,15,0,0,2340,0,0,0,34
MAIN,1999,White Oak Energy - Joliet,,IL,Low,1,,N,130,0,,0,0,130,0,0,23920,0,35
MAIN,1999,White Oak Energy - Lockport,,IL,Low,1,,N,130,0,,0,0,130,0,0,23920,0,36
MAIN,1999,Soyland Power Coop - Alsey/Tilton,PEPL,IL,High,Cogen,June,Y,600,600,,600,0,0,93600,0,0,0,33
MAIN,1999,Illinois Power - Tilton 1-4,NGPL,IL,High,CT,June,Y,176,0,,176,0,0,32384,0,0,32384,29
MAIN,1999,Manitowoc Public Utilities - Custer,,WI,High,CT,June,Y,17,0,,17,0,0,3128,0,0,3128,698
MAIN,1999,Skygen - Wood River,,IL,Low,1,,N,15,15,,0,0,15,0,0,2760,0,32
MAIN,1999,AEC - Nodaway Power,TETCO,MO,High,CT,June,Y,182.8,0,,182.8,0,0,33635.2,0,0,33635.2,27
MAIN,1999,NRG/Dynegy - East Dundee(Rocky Road),NiGas,IL,High,CT,July,N,250,250,,250,0,0,46000,0,0,46000,28
MAIN,1999,Skygen - De Pere Energy,ANR,WI,High,CC,May,N,179,179,,179,0,0,32220,0,0,0,31
MAIN,1999,Wisc Pub Service,Great Lakes,WI,High,1,June,N,180,0,,180,0,0,33120,0,0,33120,37
MAIN,1999,Peoples/Dominion - Elwood,PGLC/NBPL,IL,High,CT,June,N,600,600,,600,0,0,110400,0,0,110400,30
MAIN,2000,WEPCO - Germantown,,WI,High,CT,May,Y,72.6,0,,72.6,0,0,13358.4,0,0,13358.4,115
MAIN,2000,Southwestern Elec Coop - St. Elmo,NGPL,IL,High,CT,June,Y,45,45,,45,0,0,8280,0,0,8280,111
MAIN,2000,Madison Gas & Electric/WPS - West Marinette,ANR,WI,High,CT,June,Y,83,0,,83,0,0,15272,0,0,15272,113
MAIN,2000,Trigen-St Louis (Tuscola),,IL,High,Cogen,January,Y,34,34,,34,0,0,5304,0,0,0,112
MAIN,2000,Unicom - North Chicago,,IL,High,CT,June,N,77,0,,77,0,0,14168,0,0,14168,114
MAIN,2000,Southern/WEPCO - Neenah,ANR,WI,High,CT,June,Y,300,50,,300,0,0,55200,0,0,55200,110
MAIN,2000,Reliant - DuPage County,,IL,High,CT,June,N,270,270,,270,0,0,49680,0,0,49680,109
MAIN,2000,Reliant - Shelby County (Neoga),Trunkline,IL,High,CT,June,Y,225,225,,225,0,0,41400,0,0,41400,108
MAIN,2000,Reliant - Carb Orchard,,IL,High,CT,June,N,328,328,,328,0,0,60352,0,0,60352,107
MAIN,2000,NRG/Dynegy - East Dundee(Rocky Road II),NiGas,IL,High,CT,July,Y,100,100,,100,0,0,18400,0,0,18400,106
MAIN,2000,CalEnergy/Mid Am (Cordova) - Quad Cities (2001?),NBPL,IL,High,CC,June,N,537,537,,537,0,0,96660,0,0,0,101
MAIN,2000,Indeck Energy - Buffalo Grove (Libertyville),,IL,Med,CT,December,N,300,300,,0,300,0,0,55200,0,13800,104
MAIN,2000,Indeck Energy - McHenry County (DuPage Airport),,IL,Low,CT,June,N,300,300,,0,0,300,0,0,55200,0,103
MAIN,2000,ENA - Wilton Center (Lincoln Energy Center),NBPL,IL,High,CT,May,Y,564.4,564.4,,564.4,0,0,103849.6,0,0,103849.6,102
MAIN,2000,Cogeneration Corp of America - Morris,,IL,High,CC,June,N,60,60,,60,0,0,10800,0,0,0,100
MAIN,2000,Ameren - Patoka,NGPL GC,IL,High,CT,June,N,135,135,,135,0,0,24840,0,0,24840,99
MAIN,2000,Ameren - Gibson,NGPL GC,IL,High,CT,June,N,234,234,,234,0,0,43056,0,0,43056,98
MAIN,2000,Ameren - Meramec (St. Louis),,MO,High,CT,June,Y,48,0,,48,0,0,8832,0,0,8832,97
MAIN,2000,KN Energy- Island Lake,,IL,Dead,CC,,N,0,0,,0,0,0,0,0,0,0,105
MAIN,2001,Duke - Lee County (Dixon),NGPL,IL,Med,CT,,N,640,640,,0,640,0,0,117760,0,29440,282
MAIN,2001,CILCO - Medina Valley,,IL,High,CC,June,N,45,0,,45,0,0,8100,0,0,0,280
MAIN,2001,Manitowoc Public Utilities - Shoto Energy,,WI,Low,CT,,N,80,0,GE PG65816,0,0,80,0,0,14720,0,780
MAIN,2001,Constellation - West Energy Project,,IL,Low,CT,June,,300,300,,0,0,300,0,0,55200,0,701
MAIN,2001,Power Energy Partners (Crete Energy),,IL,Low,CT,,,390,390,,0,0,390,0,0,71760,0,702
MAIN,2001,University of Missouri,,MO,High,CT,,,26,0,,26,0,0,4784,0,0,4784,703
MAIN,2001,SkyGen - Mt Vernon (Posey),,IN,Low,CC,,,440,440,,0,0,440,0,0,79200,0,664
MAIN,2001,Coastal - Fox River Peaking,,IL,Low,CT,May,N,390,0,,0,0,390,0,0,71760,0,700
MAIN,2001,ENA/Peoples (Calumet Power),,IL,Dead,CT,June,,0,0,,0,0,0,0,0,0,0,615
MAIN,2001,ABBEV,,IL,Low,CC,,N,1758,1758,,0,0,1758,0,0,316440,0,277
MAIN,2001,ENA - Wilton Center,NBPL,IL,High,CT,June,N,80,80,,80,0,0,14720,0,0,14720,284
MAIN,2001,Skygen/Wisvest - Calumet Energy Team (Cook Co),,IL,High,CT,June,N,300,250,Seimens V84.3A,300,0,0,55200,0,0,55200,279
MAIN,2001,Standard Power & Light - DuPage Airport,,IL,Low,CT,,N,800,800,,0,0,800,0,0,147200,0,291
MAIN,2001,Constellation - University Park,,IL,High,CT,June,N,300,300,,300,0,0,55200,0,0,55200,281
MAIN,2001,Reliant - McHenry County (Woodstock),,IL,Low,CT,,N,500,500,,0,0,500,0,0,92000,0,287
MAIN,2001,Duke - Audrain County,PEPL,MO,Med,CT,June,N,640,640,,0,640,0,0,117760,0,29440,283
MAIN,2001,Peoples/Dominion - Elwood II,PGLC/NBPL,IL,High,CT,June,N,600,600,,600,0,0,110400,0,0,110400,286
MAIN,2001,Skygen/Alliant - Dane City/Johnston (Rockgen Energy),ANR,WI,High,CT,,N,510,375,,510,0,0,93840,0,0,93840,480
MAIN,2001,Reliant - DuPage County,,IL,High,CT,June,N,684,684,,684,0,0,125856,0,0,125856,289
MAIN,2001,Reliant - Roxana (Cardinal),,IL,High,CC,March,N,634,500,,634,0,0,114120,0,0,0,288
MAIN,2001,Ameren - Kinmundy,NGPL GC,IL,High,CT,June,N,234,234,,234,0,0,43056,0,0,43056,278
MAIN,2002,PG&E - Bedger Generating,,WI,Med,CC,,N,1000,1000,,0,1000,0,0,180000,0,0,482
MAIN,2002,Southern Co - Terre Haute (Sugar Creek),,IN,Med,CT,,N,300,300,GE PG7 - FA,0,300,0,0,55200,0,13800,290
MAIN,2002,Panda - Jefferson Co,,IL,Low,CC,,,1070,1070,,0,0,1070,0,0,192600,0,725
MAIN,2002,Skygen - Zion Energy Center,,IL,Low,CT,June,N,800,800,,0,0,800,0,0,147200,0,756
MAIN,2002,"Ameren - Gibson,Kinmundy,Pinckneyville",NGPL GC,IL,High,CT,June,N,324,324,,324,0,0,59616,0,0,59616,478
MAIN,2002,Carlton Power - Zion,,IL,Low,CT,June,,390,390,,0,0,390,0,0,71760,0,699
MAIN,2002,PSEG Global - Sidney,,IL,Med,CC,,N,500,500,,0,500,0,0,90000,0,0,481
MAIN,2002,ABBEV - Grande Prairie Gen I,,IL,Low,CT,,,802,802,,0,0,802,0,0,147568,0,726
MAIN,2002,Holland Energy,,IL,Low,CC,April,N,680,680,,0,0,680,0,0,122400,0,479
MAIN,2002,LS Power - Kendall Co. (2001?),NGPL,IL,High,CC,March,N,1160,825,,1160,0,0,208800,0,0,0,476
MAIN,2003,Alliant,,WI,Low,1,,N,500,0,,0,0,500,0,0,92000,0,590
MAIN,2003,Calpine(Skygen) - Rock River,,WI,Med,CC,,N,600,600,,0,600,0,0,108000,0,0,787
MAIN,2003,"Ameren - Gibson,Kinmundy,Pinckneyville",NGPL GC,IL,High,CT,June,N,360,360,,360,0,0,66240,0,0,66240,594
MAIN,2003,Panda - Montgomery Co (New Florence),PEPL,MO,Med,CC,Late,N,1000,1000,,0,1000,0,0,180000,0,0,593
MAIN,2003,"CalEnergy - Outagamie, WI",,WI,Med,CC,,N,600,600,,0,600,0,0,108000,0,0,591
MAIN,2003,Southern Illinois Power Coop - Marion,,IL,Med,CT,,N,150,150,,0,150,0,0,27600,0,6900,671
MAIN,2003,MidAm - Kaukauna (Outagamie Co),,WI,Med,CC,,N,600,600,,0,600,0,0,108000,0,0,672
MAIN,2003,Calpine - Fon Du Lac,,WI,Low,CC,June,,500,500,,0,0,500,0,0,90000,0,709
MAIN,2003,ABBEV - Grande Prairie Gen II,,IL,Low,CC,,,725,725,,0,0,725,0,0,130500,0,710
MAIN,2003,PG&E - Pleasant Prairie,,WI,Med,CC,,,1050,1050,,0,1050,0,0,189000,0,0,711
MAIN,2003,Panda - New Florence,,MO,Med,CC,,N,1170,1170,,0,1170,0,0,210600,0,0,762
MAIN,2003,Alliant/Corn Products (Argo Power),,IL,Med,Cogen,,N,750,750,,0,750,0,0,117000,0,0,592
MAIN,2004,Midwest Power - Muskego,,WI,Low,CT,,N,300,300,,0,0,300,0,0,55200,0,750
MAIN,2004,Midwest Power - New Berlin,,WI,Low,CT,,N,375,375,,0,0,375,0,0,69000,0,751
MAIN,2004,Southern - Terre Haute II (Sugar Creek),,IN,Low,CT,,N,260,260,GE PG7 - FA,0,0,260,0,0,47840,0,744
MAIN,2004,Dynegy/Ameren/LG&E - Joppa,,IL,Med,CT,,,216,216,,0,216,0,0,39744,0,9936,735
MAIN,2004,Skygen/Alliant - DePere,ANR,WI,Med +,Cogen,January,N,255,75,,0,255,0,0,39780,0,0,589
MAIN,2004,Midwest Power - Beloit,,WI,Med,CT,,N,365,365,,0,365,0,0,67160,0,16790,746
,,,,,,,,,32405.8,29169.4,0,10569.8,10136,11700,1916211.2000000002,1810804,2132108,1464373.2000000002,30009
MAPP,2000,NSP MN - Black Dog (coal conv) Phane II (2002),,MN,Low,1,,N,0,0,,0,0,0,0,0,0,0,117
MAPP,2000,OPPD - Omaha,NNG,NE,High,CT,June,N,96,0,,96,0,0,17664,0,0,17664,118
MAPP,2001,Tenaska/NRG Energy - Martin City,NBPL,MN,High,CT,June,N,550,0,,550,0,0,101200,0,0,101200,270
MAPP,2001,EnPower - Rosemount,,MN,Med,1,,N,150,150,,0,150,0,0,27600,0,6900,266
MAPP,2001,Great River Energy  - Mower County,NNG,MN,High,CT,April,N,475,100,,475,0,0,87400,0,0,87400,267
MAPP,2001,Northern Alternative - Green-Blended Energy,,MN,High,CT,,N,300,300,,300,0,0,55200,0,0,55200,269
MAPP,2001,Minnesota Power - Potlatch Cloquet,NNG,MN,High,CT,,N,24,24,,24,0,0,4416,0,0,4416,268
MAPP,2002,Minnesota Power - Superior,,WI,Med,CT,,N,90,0,,0,90,0,0,16560,0,4140,433
MAPP,2002,OPPD - Omaha,,NE,Low,CC,,N,175,0,,0,0,175,0,0,31500,0,430
MAPP,2002,NSP MN - Black Dog (coal conv),,MN,Med,CC,,N,290,0,,0,290,0,0,52200,0,0,431
MAPP,2003,Dairyland Power - Elk Mound Station,,WI,Med,CT,,N,80,0,,0,80,0,0,14720,0,3680,771
MAPP,2003,Lincoln Electric System,,NE,Med,CC,,N,130,0,,0,130,0,0,23400,0,0,577
MAPP,2004,Lincoln Electric System,,NE,Med,CT,,N,55,0,,0,55,0,0,10120,0,2530,646
MAPP,2004,Midwest Power - Osceola,,WI,Low,CT,,N,365,365,,0,0,365,0,0,67160,0,752
,,,,,,,,,2780,939,0,1445,795,540,265880,144600,98660,,
MAPPC,2000,SaskPower,TransGas,SK,Dead,1,,N,0,0,,0,0,0,0,0,0,0,119
MAPPC,2000,CanOxy,TransGas,SK,High,1,,N,43,0,,43,0,0,7912,0,0,7912,116
MAPPC,2000,TranAlta Energy - Lloydminster,,SK,High,CC,,N,210,210,,210,0,0,37800,0,0,0,120
MAPPC,2002,Atco/SaskPower (Potasch),,SK,Med,CT,November,N,228,228,,0,228,0,0,41952,0,10488,432
,,,,,,,,,481,438,0,253,228,0,45712,41952,0,18400,787
NPCC,1999,Duke - Bridgeport II,Iroquois,CT,High,CC,June,Y,180,180,,180,0,0,32400,0,0,0,54
NPCC,1999,Polsky/UI - Jay (Androscoggin),PNGTS,ME,High,Cogen,December,Y,165,165,,165,0,0,25740,0,0,0,58
NPCC,1999,Orion Power Holding(Goldman Sachs & Constellation),,NY,High,Cogen,,N,105,105,,105,0,0,16380,0,0,0,56
NPCC,1999,RG&E - Allegany Cogen,,NY,High,CT,June,Y,109,0,,109,0,0,20056,0,0,20056,57
NPCC,2000,Cabot LNG - Everett (2002),,MA,Low,Cogen,June,N,0,0,,0,0,0,0,0,0,0,143
NPCC,2000,HQ/Champion - Bucksport,MNE/Bangor Gas,ME,High,Cogen,July,Y,174,120,,174,0,0,27144,0,0,0,154
NPCC,2000,Foss Maufacutring - Hamption Facility,,NH,High,CT,January,Y,4.3,0,0,4.3,0,0,791.2,0,0,791.2,688
NPCC,2000,FPL - Wyman A,MNE,ME,Dead,CT,January,N,0,0,,0,0,0,0,0,0,0,151
NPCC,2000,GKO - South Norwalk,,CT,Low,1,January,N,175,175,,0,0,175,0,0,32200,0,153
NPCC,2000,PDC - Berkshire (Agawam),Tenn,MA,High,CC,July,Y,272,272,,272,0,0,48960,0,0,0,156
NPCC,2000,Calpine/IPP - Westbrook,MNE,ME,High,CC,July,N,540,540,,540,0,0,97200,0,0,0,155
NPCC,2000,Duke - Veazie (Maine Independence) Casco Bay,MNE,ME,High,CC,March,Y,481.2,481.2,,481.2,0,0,86616,0,0,0,145
NPCC,2000,Southern Energy - Newington,,NH,Med,CC,February,N,525,525,,0,525,0,0,94500,0,0,161
NPCC,2000,EMI/Calpine - Tiverton,Algon,RI,High,CC,March,Y,239.6,239.6,,239.6,0,0,43128,0,0,0,148
NPCC,2000,PG&E(US Gen) - Charlton (Millennium),Tenn,MA,High,CC,April,Y,316.4,316.4,,316.4,0,0,56952,0,0,0,157
NPCC,2000,FPL - ESI New Bedford,,MA,Low,1,November,N,250,250,,0,0,250,0,0,46000,0,149
NPCC,2000,FPL - Mason (Wiscassett),,ME,Low,CC,,N,500,500,,0,0,500,0,0,90000,0,150
NPCC,2000,Polsky/UI - Jay (Androscoggin),PNGTS,ME,High,CT,June,N,55,55,,55,0,0,10120,0,0,10120,158
NPCC,2000,EMI/Calpine - Rumford,PNGTS,ME,High,CC,April,N,265,265,,265,0,0,47700,0,0,0,147
NPCC,2000,Skygen - Livermore Falls,,ME,Dead,CC,December,N,0,0,,0,0,0,0,0,0,0,159
NPCC,2000,FPL - Yarmouth,,ME,Dead,CC,,N,0,0,,0,0,0,0,0,0,0,152
NPCC,2000,Skygen - Versaille,,CT,Dead,1,,N,0,0,,0,0,0,0,0,0,0,160
NPCC,2001,Sempra - Rocky River - New Milford (site problems),,CT,Dead,CC,July,N,0,0,,0,0,0,0,0,0,0,310
NPCC,2001,PDC - Milford,Tenn/Iroq,CT,High,CC,February,N,544,544,,544,0,0,97920,0,0,0,308
NPCC,2001,PDC - Westfield (Summit Power) site problems,,MA,Low,CC,March,N,276,276,,0,0,276,0,0,49680,0,307
NPCC,2001,Patriot Power - Holyoke (Duke),,MA,Low,1,,N,300,300,,0,0,300,0,0,55200,0,306
NPCC,2001,PG&E - Somerset (Brayton Point),Algon,MA,Med,CC,,N,477,477,,0,477,0,0,85860,0,0,320
NPCC,2001,PDC/El Paso - Meriden-Berlin,Tenn/Algon,CT,Med,CC,3Q,N,544,544,,0,544,0,0,97920,0,0,309
NPCC,2001,Sithe - Framingham,,MA,Dead,1,,N,0,0,,0,0,0,0,0,0,0,311
NPCC,2001,Sithe - West Medway,,MA,Med,CT,,N,540,540,,0,540,0,0,99360,0,24840,312
NPCC,2001,Stone & Webster - Wareham,,MA,Low,1,,N,500,500,,0,0,500,0,0,92000,0,314
NPCC,2001,Orrington Gen Ptnrs - Orrington,,ME,Dead,1,July,N,0,0,,0,0,0,0,0,0,0,305
NPCC,2001,Tractebel/Sprague Energy - Piscataqua,,NH,Med,CC,December,N,700,700,,0,700,0,0,126000,0,0,316
NPCC,2001,PG&E - Killingly (LakeRoad Gen),Algon,CT,High,CC,June,N,810,810,,810,0,0,145800,0,0,0,321
NPCC,2001,Vermont Power/EDC - Bennington,Iroquois,VT,Dead,CC,November,N,0,0,,0,0,0,0,0,0,0,322
NPCC,2001,Vermont Power/EDC - Rutland,Iroquois,VT,Dead,CC,November,N,0,0,,0,0,0,0,0,0,0,323
NPCC,2001,Stone & Webster - Wiscasset,,ME,Dead,1,October,N,0,0,,0,0,0,0,0,0,0,315
NPCC,2001,Williams - Norwich,,CT,Low,1,,N,500,500,,0,0,500,0,0,92000,0,324
NPCC,2001,NYPA - Pilgrim State Hospital,Transco,NY,High,CT,June,N,44,44,LM 6000,44,0,0,8096,0,0,8096,777
NPCC,2001,NYPA - Hell Gate,Transco,NY,High,CT,June,N,79.9,79.9,LM 6000,79.9,0,0,14701.6,0,0,14701.6,773
NPCC,2001,NYPA - Harlem Rail,Transco,NY,Med,CT,June,N,79.9,79.9,LM 6000,0,79.9,0,0,14701.6,0,3675.4,772
NPCC,2001,NYPA - 23rd Street Brooklyn,Transco,NY,High,CT,June,N,79.9,79.9,LM 6000,79.9,0,0,14701.6,0,0,14701.6,766
NPCC,2001,NYPA - Vernon Blvd.,Transco,NY,High,CT,June,N,79.9,79.9,LM 6000,79.9,0,0,14701.6,0,0,14701.6,783
NPCC,2001,ANP - Bellingham,Algon,MA,High,CC,June,N,580,580,,580,0,0,104400,0,0,0,293
NPCC,2001,Indeck - North Smithfield (Tusipani Water),,RI,Dead,CC,,N,0,0,,0,0,0,0,0,0,0,302
NPCC,2001,IEG - Berwick,,ME,Low,1,,N,500,500,,0,0,500,0,0,92000,0,301
NPCC,2001,AES - Southington (permit problems),,CT,Low,CT,,N,320,320,,0,0,320,0,0,58880,0,292
NPCC,2001,ANP - Blackstone,Tenn,MA,High,CC,March,N,580,580,,580,0,0,104400,0,0,0,294
NPCC,2001,ANP - Gorham,MNE,ME,High,CC,December,N,850,850,,850,0,0,153000,0,0,0,295
NPCC,2001,Calpine - Westbrook Power,MNE/PNGTS,ME,High,CC,March,N,540,540,,540,0,0,97200,0,0,0,296
NPCC,2001,Cogen Tech - Linden,PSE&G,NJ,Med,CT,,N,125,125,,0,125,0,0,23000,0,5750,297
NPCC,2001,CT Municipal Electric - Norwich,,CT,Low,1,,N,500,500,,0,0,500,0,0,92000,0,298
NPCC,2001,NYPA - Virginia Ave.,Transco,NY,High,CT,June,N,44,44,LM 6000,44,0,0,8096,0,0,8096,784
NPCC,2001,PP&L/Stone & Webster - Wallingford,,CT,High,CC,,N,250,250,,250,0,0,45000,0,0,0,605
NPCC,2001,Reliant - Johnston,,RI,Med,CC,April,N,500,500,,0,500,0,0,90000,0,0,300
NPCC,2002,PPL Global - Smithtown (Long Island),,NY,Low,1,June,N,600,600,,0,0,600,0,0,110400,0,504
NPCC,2002,Green Mnt. Pwr. - Highgate,,VT,Med,CC,,N,600,600,,0,600,0,0,108000,0,0,495
NPCC,2002,HQ - Surowiec (CMP),,ME,Low,CC,,N,600,600,,0,0,600,0,0,108000,0,496
NPCC,2002,IDC/FPL - Bellingham (2001?),,MA,Med +,CC,,N,700,700,,0,700,0,0,126000,0,0,497
NPCC,2002,Twin Tier Power (Tioga Co),,NY,Low,CC,,N,520,520,,0,0,520,0,0,93600,0,511
NPCC,2002,Keyspan - Ravenswood,,NY,Low,Cogen,,N,250,250,,0,0,250,0,0,39000,0,499
NPCC,2002,Duke - Newington (ConEd),,NH,Low,CC,March,,520,520,,0,0,520,0,0,93600,0,728
NPCC,2002,NYPA - Poletti Expansion,Transco,NY,Low,CC,,N,500,0,,0,0,500,0,0,90000,0,503
NPCC,2002,Indeck - Yarmouth,,ME,Low,CC,,N,500,500,,0,0,500,0,0,90000,0,498
NPCC,2002,Sithe - Mystic Stn - Charlestown,Cabot LNG,MA,High,CC,,N,1600,1600,,1600,0,0,288000,0,0,0,506
NPCC,2002,Sithe - Weymouth (Edgar Station),Algon,MA,High,CC,Early,N,800,800,,800,0,0,144000,0,0,0,507
NPCC,2002,Southern - Kendall Repowering,,MA,Med,1,January,N,234,234,,0,234,0,0,43056,0,10764,508
NPCC,2002,Sunset Energy  (earlier ?),MarketLink,NY,Med,CC,,N,550,550,,0,550,0,0,99000,0,0,509
NPCC,2002,TransEnergie - Crossound,,CT,Med,CT,May,N,600,600,,0,600,0,0,110400,0,27600,510
NPCC,2002,Wisconsin Energy - New Haven,Algon ?,CT,Med,1,,N,446,446,,0,446,0,0,82064,0,20516,163
NPCC,2002,NIMO - Bethlehem  Energy Center,,NY,Low,1,September,N,750,750,,0,0,750,0,0,138000,0,502
NPCC,2002,Bechtel Power - Haddem Neck,,CT,Low,CT,,N,900,900,,0,0,900,0,0,165600,0,486
NPCC,2002,3 Entrepeneurs - Brockton Power,Algon,MA,Med,1,January,N,272,272,,0,272,0,0,50048,0,12512,483
NPCC,2002,AES - Loudenberry,Tennessee,NH,High,CC,April,N,720,720,,720,0,0,129600,0,0,0,484
NPCC,2002,Keyspan - Melville (Suffolk Co),,NY,Med,CT,May,N,79,79,,0,79,0,0,14536,0,3634,500
NPCC,2002,ANP - Ramapo,,NY,Med,CT,December,N,1100,1100,,0,1100,0,0,202400,0,50600,485
NPCC,2002,FPL - Providence (Johnston),,RI,Med,CC,,N,500,500,,0,500,0,0,90000,0,0,494
NPCC,2002,Constellation - Dracut,,MA,High,CC,,N,750,750,,750,0,0,135000,0,0,0,491
NPCC,2002,Cabot LNG - Everett (Island End),LNG,MA,High,Cogen,December,N,350,350,,350,0,0,54600,0,0,0,488
NPCC,2002,Campello - Brockton Power,,MA,Med,CC,Q2,N,285,285,,0,285,0,0,51300,0,0,489
NPCC,2002,Con Ed - East River Repowering,,NY,Low,1,,N,450,0,,0,0,450,0,0,82800,0,490
NPCC,2002,Besicorp - Empire State Newsprint,,NY,Med,Cogen,November,N,450,200,,0,450,0,0,70200,0,0,487
NPCC,2003,PSE&G - Linden,PSE&G,NJ,Low,CC,,,1186,0,,0,0,1186,0,0,213480,0,712
NPCC,2003,Vermont Energy - Glenville Energy,,NY,Low,1,,N,500,500,,0,0,500,0,0,92000,0,600
NPCC,2003,PG&E - Athens (no pl cap),Iroquois,NY,High,CC,1Q,N,1080,1080,,1080,0,0,194400,0,0,0,604
NPCC,2003,Southern - Sandwich (Canal),,MA,Med,CC,June,N,665,665,,0,665,0,0,119700,0,0,603
NPCC,2003,Sithe - Independence Exp (Scriba/Heritage),,NY,Med,CC,,N,800,800,,0,800,0,0,144000,0,0,602
NPCC,2003,Sithe - Ramapo/Torne Valley,,NY,Low,CC,,N,827,827,,0,0,827,0,0,148860,0,601
NPCC,2003,Constellation Power - Orange Co,,NY,Low,CC,,N,1080,1080,,0,0,1080,0,0,194400,0,675
NPCC,2003,Southern Energy - Bowline Pt #3,,NY,Med,CC,,N,750,750,,0,750,0,0,135000,0,0,313
NPCC,2003,Columbia Elec - Grassy Pt/Haverstraw,,NY,Med,CC,,N,550,550,,0,550,0,0,99000,0,0,595
NPCC,2003,SCS - Astoria Energy (2002?),,NY,Low,1,,N,1000,1000,,0,0,1000,0,0,184000,0,599
NPCC,2003,ABB - Oak Point Yard,,NY,Low,CC,,N,1075,1075,,0,0,1075,0,0,193500,0,673
NPCC,2003,Brrokhaven - Suffolk Co,,NY,Low,CT,October,N,540,540,,0,0,540,0,0,99360,0,598
NPCC,2003,AES - Connecticut Yankee,,CT,Low,1,,N,700,700,,0,0,700,0,0,128800,0,597
NPCC,2003,Calpine/Towantic Energy - Oxford,,CT,Med,CC,,N,540,540,,0,540,0,0,97200,0,0,596
NPCC,2003,Keyspan - Ravenswood,,NY,Low,Cogen,,N,250,250,,0,0,250,0,0,39000,0,674
NPCC,2004,York - North First Street,,NY,Low,CT,,N,500,500,,0,0,500,0,0,92000,0,678
NPCC,2004,Calpine - Orange County (Wawayanda),,NY,Med,CC,1Q,N,540,540,,0,540,0,0,97200,0,0,654
NPCC,2004,Constellation Power - Astoria,,NY,Low,CC,,,531,531,,0,0,531,0,0,95580,0,736
NPCC,2004,Orion - Astoria (ConEd repower),,NY,Med,CC,,,750,750,,0,750,0,0,135000,0,0,737
,,,,,,,,,44190.1,41636.8,0,12688.199999999999,13901.9,17600,2266804,2505445.6,3191940,251155.40000000002,41922
