,Forward curve as of,,Date,Nymex promt hist.
,,,1995-08-14 00:00:00,1.55
,,,1995-08-15 00:00:00,1.559
,,,1995-08-16 00:00:00,1.527
,,,1995-08-17 00:00:00,1.53
,,,1995-08-18 00:00:00,1.577
,,,1995-08-21 00:00:00,1.618
,,,1995-08-22 00:00:00,1.567
,,,1995-08-23 00:00:00,1.568
,,,1995-08-24 00:00:00,1.575
,,,1995-08-25 00:00:00,1.694
,,,1995-08-28 00:00:00,1.656
,,,1995-08-29 00:00:00,1.693
,,,1995-08-30 00:00:00,1.702
,,,1995-08-31 00:00:00,1.748
,,,1995-09-01 00:00:00,1.74
,,,1995-09-05 00:00:00,1.701
,,,1995-09-06 00:00:00,1.644
,,,1995-09-07 00:00:00,1.626
,,,1995-09-08 00:00:00,1.642
,,,1995-09-11 00:00:00,1.655
,,,1995-09-12 00:00:00,1.653
,,,1995-09-13 00:00:00,1.72
,,,1995-09-14 00:00:00,1.651
,,,1995-09-15 00:00:00,1.658
,,,1995-09-18 00:00:00,1.604
,,,1995-09-19 00:00:00,1.589
,,,1995-09-20 00:00:00,1.596
,,,1995-09-21 00:00:00,1.614
,,,1995-09-22 00:00:00,1.644
,,,1995-09-25 00:00:00,1.764
,,,1995-09-26 00:00:00,1.763
,,,1995-09-27 00:00:00,1.726
,,,1995-09-28 00:00:00,1.75
,,,1995-09-29 00:00:00,1.75
,,,1995-10-02 00:00:00,1.894
,,,1995-10-03 00:00:00,1.809
,,,1995-10-04 00:00:00,1.829
,,,1995-10-05 00:00:00,1.795
,,,1995-10-06 00:00:00,1.802
,,,1995-10-09 00:00:00,1.845
,,,1995-10-10 00:00:00,1.802
,,,1995-10-11 00:00:00,1.761
,,,1995-10-12 00:00:00,1.735
,,,1995-10-13 00:00:00,1.75
,,,1995-10-16 00:00:00,1.709
,,,1995-10-17 00:00:00,1.721
,,,1995-10-18 00:00:00,1.727
,,,1995-10-19 00:00:00,1.723
,,,1995-10-20 00:00:00,1.754
,,,1995-10-23 00:00:00,1.763
,,,1995-10-24 00:00:00,1.772
,,,1995-10-25 00:00:00,1.81
,,,1995-10-26 00:00:00,1.83
,,,1995-10-27 00:00:00,1.839
,,,1995-10-30 00:00:00,1.85
,,,1995-10-31 00:00:00,1.866
,,,1995-11-01 00:00:00,1.849
,,,1995-11-02 00:00:00,1.844
,,,1995-11-03 00:00:00,1.833
,,,1995-11-06 00:00:00,1.824
,,,1995-11-07 00:00:00,1.844
,,,1995-11-08 00:00:00,1.868
,,,1995-11-09 00:00:00,1.856
,,,1995-11-10 00:00:00,1.901
,,,1995-11-13 00:00:00,1.912
,,,1995-11-14 00:00:00,1.906
,,,1995-11-15 00:00:00,1.919
,,,1995-11-16 00:00:00,1.969
,,,1995-11-17 00:00:00,2.024
,,,1995-11-20 00:00:00,2.157
,,,1995-11-21 00:00:00,2.241
,,,1995-11-22 00:00:00,2.113
,,,1995-11-24 00:00:00,2.09
,,,1995-11-27 00:00:00,2.088
,,,1995-11-28 00:00:00,2.024
,,,1995-11-29 00:00:00,2.031
,,,1995-11-30 00:00:00,2.018
,,,1995-12-01 00:00:00,2.069
,,,1995-12-04 00:00:00,2.12
,,,1995-12-05 00:00:00,2.225
,,,1995-12-06 00:00:00,2.207
,,,1995-12-07 00:00:00,2.208
,,,1995-12-08 00:00:00,2.216
,,,1995-12-11 00:00:00,2.193
,,,1995-12-12 00:00:00,2.235
,,,1995-12-13 00:00:00,2.286
,,,1995-12-14 00:00:00,2.353
,,,1995-12-15 00:00:00,2.364
,,,1995-12-18 00:00:00,2.504
,,,1995-12-19 00:00:00,2.868
,,,1995-12-20 00:00:00,3.071
,,,1995-12-21 00:00:00,3.448
,,,1995-12-22 00:00:00,2.368
,,,1995-12-26 00:00:00,2.468
,,,1995-12-27 00:00:00,2.868
,,,1995-12-28 00:00:00,2.509
,,,1995-12-29 00:00:00,2.619
,,,1996-01-02 00:00:00,2.859
,,,1996-01-03 00:00:00,2.986
,,,1996-01-04 00:00:00,2.964
,,,1996-01-05 00:00:00,2.916
,,,1996-01-08 00:00:00,2.92
,,,1996-01-09 00:00:00,2.928
,,,1996-01-10 00:00:00,2.809
,,,1996-01-11 00:00:00,2.49
,,,1996-01-12 00:00:00,2.317
,,,1996-01-15 00:00:00,2.017
,,,1996-01-16 00:00:00,2.074
,,,1996-01-17 00:00:00,2.336
,,,1996-01-18 00:00:00,2.264
,,,1996-01-19 00:00:00,2.168
,,,1996-01-22 00:00:00,2.125
,,,1996-01-23 00:00:00,2.445
,,,1996-01-24 00:00:00,2.493
,,,1996-01-25 00:00:00,2.34
,,,1996-01-26 00:00:00,2.126
,,,1996-01-29 00:00:00,2.337
,,,1996-01-30 00:00:00,2.504
,,,1996-01-31 00:00:00,2.658
,,,1996-02-01 00:00:00,2.499
,,,1996-02-02 00:00:00,2.467
,,,1996-02-05 00:00:00,2.168
,,,1996-02-06 00:00:00,2.448
,,,1996-02-07 00:00:00,2.513
,,,1996-02-08 00:00:00,2.472
,,,1996-02-09 00:00:00,2.551
,,,1996-02-12 00:00:00,2.456
,,,1996-02-13 00:00:00,2.662
,,,1996-02-14 00:00:00,2.582
,,,1996-02-15 00:00:00,2.576
,,,1996-02-16 00:00:00,2.441
,,,1996-02-19 00:00:00,2.37
,,,1996-02-20 00:00:00,2.321
,,,1996-02-21 00:00:00,2.447
,,,1996-02-22 00:00:00,2.623
,,,1996-02-23 00:00:00,2.746
,,,1996-02-26 00:00:00,2.338
,,,1996-02-27 00:00:00,2.326
,,,1996-02-28 00:00:00,2.306
,,,1996-02-29 00:00:00,2.236
,,,1996-03-01 00:00:00,2.156
,,,1996-03-04 00:00:00,2.24
,,,1996-03-05 00:00:00,2.174
,,,1996-03-06 00:00:00,2.188
,,,1996-03-07 00:00:00,2.128
,,,1996-03-08 00:00:00,2.095
,,,1996-03-11 00:00:00,2.178
,,,1996-03-12 00:00:00,2.168
,,,1996-03-13 00:00:00,2.24
,,,1996-03-14 00:00:00,2.247
,,,1996-03-15 00:00:00,2.333
,,,1996-03-18 00:00:00,2.511
,,,1996-03-19 00:00:00,2.523
,,,1996-03-20 00:00:00,2.574
,,,1996-03-21 00:00:00,2.74
,,,1996-03-22 00:00:00,2.863
,,,1996-03-25 00:00:00,2.779
,,,1996-03-26 00:00:00,2.267
,,,1996-03-27 00:00:00,2.339
,,,1996-03-28 00:00:00,2.342
,,,1996-03-29 00:00:00,2.336
,,,1996-04-01 00:00:00,2.288
,,,1996-04-02 00:00:00,2.293
,,,1996-04-03 00:00:00,2.304
,,,1996-04-04 00:00:00,2.335
,,,1996-04-08 00:00:00,2.372
,,,1996-04-09 00:00:00,2.369
,,,1996-04-10 00:00:00,2.34
,,,1996-04-11 00:00:00,2.329
,,,1996-04-12 00:00:00,2.411
,,,1996-04-15 00:00:00,2.343
,,,1996-04-16 00:00:00,2.316
,,,1996-04-17 00:00:00,2.339
,,,1996-04-18 00:00:00,2.331
,,,1996-04-19 00:00:00,2.361
,,,1996-04-22 00:00:00,2.359
,,,1996-04-23 00:00:00,2.28
,,,1996-04-24 00:00:00,2.214
,,,1996-04-25 00:00:00,2.258
,,,1996-04-26 00:00:00,2.207
,,,1996-04-29 00:00:00,2.223
,,,1996-04-30 00:00:00,2.224
,,,1996-05-01 00:00:00,2.229
,,,1996-05-02 00:00:00,2.19
,,,1996-05-03 00:00:00,2.131
,,,1996-05-06 00:00:00,2.148
,,,1996-05-07 00:00:00,2.187
,,,1996-05-08 00:00:00,2.186
,,,1996-05-09 00:00:00,2.21
,,,1996-05-10 00:00:00,2.204
,,,1996-05-13 00:00:00,2.286
,,,1996-05-14 00:00:00,2.273
,,,1996-05-15 00:00:00,2.299
,,,1996-05-16 00:00:00,2.302
,,,1996-05-17 00:00:00,2.284
,,,1996-05-20 00:00:00,2.324
,,,1996-05-21 00:00:00,2.295
,,,1996-05-22 00:00:00,2.329
,,,1996-05-23 00:00:00,2.337
,,,1996-05-24 00:00:00,2.361
,,,1996-05-28 00:00:00,2.418
,,,1996-05-29 00:00:00,2.442
,,,1996-05-30 00:00:00,2.396
,,,1996-05-31 00:00:00,2.406
,,,1996-06-03 00:00:00,2.406
,,,1996-06-04 00:00:00,2.364
,,,1996-06-05 00:00:00,2.379
,,,1996-06-06 00:00:00,2.362
,,,1996-06-07 00:00:00,2.395
,,,1996-06-10 00:00:00,2.39
,,,1996-06-11 00:00:00,2.427
,,,1996-06-12 00:00:00,2.434
,,,1996-06-13 00:00:00,2.494
,,,1996-06-14 00:00:00,2.509
,,,1996-06-17 00:00:00,2.536
,,,1996-06-18 00:00:00,2.61
,,,1996-06-19 00:00:00,2.631
,,,1996-06-20 00:00:00,2.617
,,,1996-06-21 00:00:00,2.64
,,,1996-06-24 00:00:00,2.646
,,,1996-06-25 00:00:00,2.667
,,,1996-06-26 00:00:00,2.687
,,,1996-06-27 00:00:00,2.787
,,,1996-06-28 00:00:00,2.911
,,,1996-07-01 00:00:00,2.76
,,,1996-07-02 00:00:00,2.81
,,,1996-07-03 00:00:00,2.841
,,,1996-07-08 00:00:00,2.827
,,,1996-07-09 00:00:00,2.739
,,,1996-07-10 00:00:00,2.777
,,,1996-07-11 00:00:00,2.696
,,,1996-07-12 00:00:00,2.761
,,,1996-07-15 00:00:00,2.765
,,,1996-07-16 00:00:00,2.76
,,,1996-07-17 00:00:00,2.638
,,,1996-07-18 00:00:00,2.43
,,,1996-07-19 00:00:00,2.359
,,,1996-07-22 00:00:00,2.181
,,,1996-07-23 00:00:00,2.39
,,,1996-07-24 00:00:00,2.359
,,,1996-07-25 00:00:00,2.322
,,,1996-07-26 00:00:00,2.192
,,,1996-07-29 00:00:00,2.046
,,,1996-07-30 00:00:00,2.144
,,,1996-07-31 00:00:00,2.163
,,,1996-08-01 00:00:00,2.276
,,,1996-08-02 00:00:00,2.315
,,,1996-08-05 00:00:00,2.215
,,,1996-08-06 00:00:00,2.124
,,,1996-08-07 00:00:00,2.091
,,,1996-08-08 00:00:00,2.068
,,,1996-08-09 00:00:00,2.103
,,,1996-08-12 00:00:00,2.074
,,,1996-08-13 00:00:00,2.056
,,,1996-08-14 00:00:00,2.086
,,,1996-08-15 00:00:00,2.04
,,,1996-08-16 00:00:00,2.14
,,,1996-08-19 00:00:00,2.187
,,,1996-08-20 00:00:00,2.053
,,,1996-08-21 00:00:00,2.03
,,,1996-08-22 00:00:00,1.921
,,,1996-08-23 00:00:00,1.95
,,,1996-08-26 00:00:00,1.853
,,,1996-08-27 00:00:00,1.882
,,,1996-08-28 00:00:00,1.865
,,,1996-08-29 00:00:00,1.907
,,,1996-08-30 00:00:00,1.859
,,,1996-09-03 00:00:00,1.821
,,,1996-09-04 00:00:00,1.764
,,,1996-09-05 00:00:00,1.809
,,,1996-09-06 00:00:00,1.863
,,,1996-09-09 00:00:00,1.898
,,,1996-09-10 00:00:00,1.791
,,,1996-09-11 00:00:00,1.806
,,,1996-09-12 00:00:00,1.813
,,,1996-09-13 00:00:00,1.864
,,,1996-09-16 00:00:00,1.973
,,,1996-09-17 00:00:00,1.934
,,,1996-09-18 00:00:00,1.968
,,,1996-09-19 00:00:00,2.063
,,,1996-09-20 00:00:00,1.965
,,,1996-09-23 00:00:00,1.873
,,,1996-09-24 00:00:00,1.828
,,,1996-09-25 00:00:00,2.096
,,,1996-09-26 00:00:00,2.137
,,,1996-09-27 00:00:00,2.181
,,,1996-09-30 00:00:00,2.214
,,,1996-10-01 00:00:00,2.185
,,,1996-10-02 00:00:00,2.18
,,,1996-10-03 00:00:00,2.346
,,,1996-10-04 00:00:00,2.396
,,,1996-10-07 00:00:00,2.369
,,,1996-10-08 00:00:00,2.438
,,,1996-10-09 00:00:00,2.47
,,,1996-10-10 00:00:00,2.371
,,,1996-10-11 00:00:00,2.347
,,,1996-10-14 00:00:00,2.3
,,,1996-10-15 00:00:00,2.464
,,,1996-10-16 00:00:00,2.437
,,,1996-10-17 00:00:00,2.428
,,,1996-10-18 00:00:00,2.4
,,,1996-10-21 00:00:00,2.482
,,,1996-10-22 00:00:00,2.625
,,,1996-10-23 00:00:00,2.575
,,,1996-10-24 00:00:00,2.485
,,,1996-10-25 00:00:00,2.652
,,,1996-10-28 00:00:00,2.731
,,,1996-10-29 00:00:00,2.795
,,,1996-10-30 00:00:00,2.864
,,,1996-10-31 00:00:00,2.728
,,,1996-11-01 00:00:00,2.662
,,,1996-11-04 00:00:00,2.573
,,,1996-11-05 00:00:00,2.674
,,,1996-11-06 00:00:00,2.684
,,,1996-11-07 00:00:00,2.643
,,,1996-11-08 00:00:00,2.669
,,,1996-11-11 00:00:00,2.733
,,,1996-11-12 00:00:00,2.646
,,,1996-11-13 00:00:00,2.645
,,,1996-11-14 00:00:00,2.787
,,,1996-11-15 00:00:00,2.908
,,,1996-11-18 00:00:00,2.978
,,,1996-11-19 00:00:00,3.306
,,,1996-11-20 00:00:00,3.627
,,,1996-11-21 00:00:00,3.901
,,,1996-11-22 00:00:00,3.437
,,,1996-11-25 00:00:00,3.494
,,,1996-11-26 00:00:00,3.581
,,,1996-11-27 00:00:00,3.497
,,,1996-12-02 00:00:00,3.246
,,,1996-12-03 00:00:00,3.364
,,,1996-12-04 00:00:00,3.505
,,,1996-12-05 00:00:00,3.784
,,,1996-12-06 00:00:00,3.487
,,,1996-12-09 00:00:00,3.222
,,,1996-12-10 00:00:00,3.396
,,,1996-12-11 00:00:00,3.493
,,,1996-12-12 00:00:00,3.529
,,,1996-12-13 00:00:00,3.851
,,,1996-12-16 00:00:00,4.467
,,,1996-12-17 00:00:00,4.17
,,,1996-12-18 00:00:00,4.075
,,,1996-12-19 00:00:00,4.409
,,,1996-12-20 00:00:00,4.573
,,,1996-12-23 00:00:00,4.192
,,,1996-12-24 00:00:00,3.998
,,,1996-12-26 00:00:00,3.384
,,,1996-12-27 00:00:00,2.984
,,,1996-12-30 00:00:00,2.677
,,,1996-12-31 00:00:00,2.757
,,,1997-01-02 00:00:00,2.89
,,,1997-01-03 00:00:00,3.106
,,,1997-01-06 00:00:00,3.636
,,,1997-01-07 00:00:00,3.334
,,,1997-01-08 00:00:00,3.513
,,,1997-01-09 00:00:00,3.481
,,,1997-01-10 00:00:00,3.316
,,,1997-01-13 00:00:00,3.254
,,,1997-01-14 00:00:00,3.393
,,,1997-01-15 00:00:00,3.611
,,,1997-01-16 00:00:00,3.341
,,,1997-01-17 00:00:00,3.257
,,,1997-01-20 00:00:00,3.07
,,,1997-01-21 00:00:00,2.916
,,,1997-01-22 00:00:00,2.908
,,,1997-01-23 00:00:00,2.794
,,,1997-01-24 00:00:00,2.824
,,,1997-01-27 00:00:00,2.986
,,,1997-01-28 00:00:00,2.546
,,,1997-01-29 00:00:00,2.438
,,,1997-01-30 00:00:00,2.486
,,,1997-01-31 00:00:00,2.385
,,,1997-02-03 00:00:00,2.313
,,,1997-02-04 00:00:00,2.497
,,,1997-02-05 00:00:00,2.43
,,,1997-02-06 00:00:00,2.361
,,,1997-02-07 00:00:00,2.182
,,,1997-02-10 00:00:00,2.167
,,,1997-02-11 00:00:00,2.224
,,,1997-02-12 00:00:00,2.09
,,,1997-02-13 00:00:00,1.999
,,,1997-02-14 00:00:00,1.966
,,,1997-02-18 00:00:00,1.964
,,,1997-02-19 00:00:00,2.016
,,,1997-02-20 00:00:00,1.922
,,,1997-02-21 00:00:00,1.936
,,,1997-02-24 00:00:00,1.78
,,,1997-02-25 00:00:00,1.865
,,,1997-02-26 00:00:00,1.874
,,,1997-02-27 00:00:00,1.838
,,,1997-02-28 00:00:00,1.821
,,,1997-03-03 00:00:00,1.803
,,,1997-03-04 00:00:00,1.943
,,,1997-03-05 00:00:00,1.839
,,,1997-03-06 00:00:00,1.886
,,,1997-03-07 00:00:00,1.947
,,,1997-03-10 00:00:00,1.937
,,,1997-03-11 00:00:00,1.919
,,,1997-03-12 00:00:00,1.955
,,,1997-03-13 00:00:00,1.942
,,,1997-03-14 00:00:00,1.96
,,,1997-03-17 00:00:00,1.909
,,,1997-03-18 00:00:00,1.897
,,,1997-03-19 00:00:00,1.896
,,,1997-03-20 00:00:00,1.892
,,,1997-03-21 00:00:00,1.84
,,,1997-03-24 00:00:00,1.807
,,,1997-03-25 00:00:00,1.884
,,,1997-03-26 00:00:00,1.883
,,,1997-03-27 00:00:00,1.928
,,,1997-03-31 00:00:00,1.926
,,,1997-04-01 00:00:00,1.882
,,,1997-04-02 00:00:00,1.867
,,,1997-04-03 00:00:00,1.905
,,,1997-04-04 00:00:00,1.942
,,,1997-04-07 00:00:00,1.946
,,,1997-04-08 00:00:00,1.916
,,,1997-04-09 00:00:00,1.901
,,,1997-04-10 00:00:00,1.9
,,,1997-04-11 00:00:00,1.933
,,,1997-04-14 00:00:00,1.953
,,,1997-04-15 00:00:00,1.937
,,,1997-04-16 00:00:00,2.005
,,,1997-04-17 00:00:00,2.069
,,,1997-04-18 00:00:00,2.081
,,,1997-04-21 00:00:00,2.064
,,,1997-04-22 00:00:00,2.114
,,,1997-04-23 00:00:00,2.06
,,,1997-04-24 00:00:00,2.122
,,,1997-04-25 00:00:00,2.126
,,,1997-04-28 00:00:00,2.081
,,,1997-04-29 00:00:00,2.142
,,,1997-04-30 00:00:00,2.184
,,,1997-05-01 00:00:00,2.243
,,,1997-05-02 00:00:00,2.267
,,,1997-05-05 00:00:00,2.22
,,,1997-05-06 00:00:00,2.309
,,,1997-05-07 00:00:00,2.353
,,,1997-05-08 00:00:00,2.273
,,,1997-05-09 00:00:00,2.242
,,,1997-05-12 00:00:00,2.224
,,,1997-05-13 00:00:00,2.189
,,,1997-05-14 00:00:00,2.276
,,,1997-05-15 00:00:00,2.195
,,,1997-05-16 00:00:00,2.249
,,,1997-05-19 00:00:00,2.215
,,,1997-05-20 00:00:00,2.191
,,,1997-05-21 00:00:00,2.206
,,,1997-05-22 00:00:00,2.196
,,,1997-05-23 00:00:00,2.285
,,,1997-05-27 00:00:00,2.363
,,,1997-05-28 00:00:00,2.346
,,,1997-05-29 00:00:00,2.25
,,,1997-05-30 00:00:00,2.239
,,,1997-06-02 00:00:00,2.11
,,,1997-06-03 00:00:00,2.103
,,,1997-06-04 00:00:00,2.157
,,,1997-06-05 00:00:00,2.177
,,,1997-06-06 00:00:00,2.188
,,,1997-06-09 00:00:00,2.14
,,,1997-06-10 00:00:00,2.122
,,,1997-06-11 00:00:00,2.071
,,,1997-06-12 00:00:00,2.08
,,,1997-06-13 00:00:00,2.149
,,,1997-06-16 00:00:00,2.147
,,,1997-06-17 00:00:00,2.159
,,,1997-06-18 00:00:00,2.171
,,,1997-06-19 00:00:00,2.221
,,,1997-06-20 00:00:00,2.235
,,,1997-06-23 00:00:00,2.246
,,,1997-06-24 00:00:00,2.286
,,,1997-06-25 00:00:00,2.227
,,,1997-06-26 00:00:00,2.145
,,,1997-06-27 00:00:00,2.139
,,,1997-06-30 00:00:00,2.139
,,,1997-07-01 00:00:00,2.11
,,,1997-07-02 00:00:00,2.067
,,,1997-07-03 00:00:00,2.103
,,,1997-07-07 00:00:00,2.068
,,,1997-07-08 00:00:00,2.116
,,,1997-07-09 00:00:00,2.098
,,,1997-07-10 00:00:00,2.115
,,,1997-07-11 00:00:00,2.094
,,,1997-07-14 00:00:00,2.151
,,,1997-07-15 00:00:00,2.162
,,,1997-07-16 00:00:00,2.174
,,,1997-07-17 00:00:00,2.175
,,,1997-07-18 00:00:00,2.168
,,,1997-07-21 00:00:00,2.085
,,,1997-07-22 00:00:00,2.117
,,,1997-07-23 00:00:00,2.148
,,,1997-07-24 00:00:00,2.175
,,,1997-07-25 00:00:00,2.146
,,,1997-07-28 00:00:00,2.183
,,,1997-07-29 00:00:00,2.161
,,,1997-07-30 00:00:00,2.161
,,,1997-07-31 00:00:00,2.177
,,,1997-08-01 00:00:00,2.239
,,,1997-08-04 00:00:00,2.374
,,,1997-08-05 00:00:00,2.374
,,,1997-08-06 00:00:00,2.351
,,,1997-08-07 00:00:00,2.444
,,,1997-08-08 00:00:00,2.503
,,,1997-08-11 00:00:00,2.586
,,,1997-08-12 00:00:00,2.475
,,,1997-08-13 00:00:00,2.472
,,,1997-08-14 00:00:00,2.428
,,,1997-08-15 00:00:00,2.432
,,,1997-08-18 00:00:00,2.426
,,,1997-08-19 00:00:00,2.528
,,,1997-08-20 00:00:00,2.449
,,,1997-08-21 00:00:00,2.367
,,,1997-08-22 00:00:00,2.453
,,,1997-08-25 00:00:00,2.489
,,,1997-08-26 00:00:00,2.514
,,,1997-08-27 00:00:00,2.515
,,,1997-08-28 00:00:00,2.656
,,,1997-08-29 00:00:00,2.714
,,,1997-09-02 00:00:00,2.793
,,,1997-09-03 00:00:00,2.807
,,,1997-09-04 00:00:00,2.677
,,,1997-09-05 00:00:00,2.697
,,,1997-09-08 00:00:00,2.688
,,,1997-09-09 00:00:00,2.699
,,,1997-09-10 00:00:00,2.702
,,,1997-09-11 00:00:00,2.766
,,,1997-09-12 00:00:00,2.795
,,,1997-09-15 00:00:00,2.786
,,,1997-09-16 00:00:00,2.722
,,,1997-09-17 00:00:00,2.683
,,,1997-09-18 00:00:00,2.887
,,,1997-09-19 00:00:00,2.837
,,,1997-09-22 00:00:00,2.993
,,,1997-09-23 00:00:00,3.048
,,,1997-09-24 00:00:00,3.019
,,,1997-09-25 00:00:00,3.298
,,,1997-09-26 00:00:00,3.346
,,,1997-09-29 00:00:00,3.015
,,,1997-09-30 00:00:00,3.082
,,,1997-10-01 00:00:00,3.124
,,,1997-10-02 00:00:00,3.113
,,,1997-10-03 00:00:00,3.125
,,,1997-10-06 00:00:00,2.979
,,,1997-10-07 00:00:00,2.877
,,,1997-10-08 00:00:00,2.915
,,,1997-10-09 00:00:00,2.926
,,,1997-10-10 00:00:00,3.082
,,,1997-10-13 00:00:00,3.033
,,,1997-10-14 00:00:00,3.006
,,,1997-10-15 00:00:00,3.039
,,,1997-10-16 00:00:00,3.247
,,,1997-10-17 00:00:00,3.288
,,,1997-10-20 00:00:00,3.39
,,,1997-10-21 00:00:00,3.404
,,,1997-10-22 00:00:00,3.537
,,,1997-10-23 00:00:00,3.429
,,,1997-10-24 00:00:00,3.548
,,,1997-10-27 00:00:00,3.785
,,,1997-10-28 00:00:00,3.467
,,,1997-10-29 00:00:00,3.266
,,,1997-10-30 00:00:00,3.478
,,,1997-10-31 00:00:00,3.552
,,,1997-11-03 00:00:00,3.371
,,,1997-11-04 00:00:00,3.423
,,,1997-11-05 00:00:00,3.468
,,,1997-11-06 00:00:00,3.392
,,,1997-11-07 00:00:00,3.256
,,,1997-11-10 00:00:00,3.433
,,,1997-11-11 00:00:00,3.495
,,,1997-11-12 00:00:00,3.477
,,,1997-11-13 00:00:00,3.251
,,,1997-11-14 00:00:00,3.029
,,,1997-11-17 00:00:00,2.97
,,,1997-11-18 00:00:00,2.949
,,,1997-11-19 00:00:00,2.861
,,,1997-11-20 00:00:00,2.708
,,,1997-11-21 00:00:00,2.762
,,,1997-11-24 00:00:00,2.577
,,,1997-11-25 00:00:00,2.66
,,,1997-11-26 00:00:00,2.578
,,,1997-12-01 00:00:00,2.768
,,,1997-12-02 00:00:00,2.718
,,,1997-12-03 00:00:00,2.609
,,,1997-12-04 00:00:00,2.456
,,,1997-12-05 00:00:00,2.453
,,,1997-12-08 00:00:00,2.422
,,,1997-12-09 00:00:00,2.526
,,,1997-12-10 00:00:00,2.354
,,,1997-12-11 00:00:00,2.343
,,,1997-12-12 00:00:00,2.357
,,,1997-12-15 00:00:00,2.307
,,,1997-12-16 00:00:00,2.409
,,,1997-12-17 00:00:00,2.438
,,,1997-12-18 00:00:00,2.412
,,,1997-12-19 00:00:00,2.471
,,,1997-12-22 00:00:00,2.367
,,,1997-12-23 00:00:00,2.216
,,,1997-12-24 00:00:00,2.246
,,,1997-12-26 00:00:00,2.252
,,,1997-12-29 00:00:00,2.309
,,,1997-12-30 00:00:00,2.235
,,,1997-12-31 00:00:00,2.264
,,,1998-01-02 00:00:00,2.153
,,,1998-01-05 00:00:00,2.207
,,,1998-01-06 00:00:00,2.182
,,,1998-01-07 00:00:00,2.145
,,,1998-01-08 00:00:00,2.046
,,,1998-01-09 00:00:00,2.046
,,,1998-01-12 00:00:00,2.002
,,,1998-01-13 00:00:00,2.014
,,,1998-01-14 00:00:00,2.016
,,,1998-01-15 00:00:00,2.094
,,,1998-01-16 00:00:00,2.176
,,,1998-01-20 00:00:00,2.115
,,,1998-01-21 00:00:00,2.084
,,,1998-01-22 00:00:00,2.16
,,,1998-01-23 00:00:00,2.117
,,,1998-01-26 00:00:00,2.064
,,,1998-01-27 00:00:00,2.042
,,,1998-01-28 00:00:00,2.001
,,,1998-01-29 00:00:00,2.101
,,,1998-01-30 00:00:00,2.257
,,,1998-02-02 00:00:00,2.329
,,,1998-02-03 00:00:00,2.307
,,,1998-02-04 00:00:00,2.299
,,,1998-02-05 00:00:00,2.383
,,,1998-02-06 00:00:00,2.359
,,,1998-02-09 00:00:00,2.221
,,,1998-02-10 00:00:00,2.268
,,,1998-02-11 00:00:00,2.238
,,,1998-02-12 00:00:00,2.288
,,,1998-02-13 00:00:00,2.208
,,,1998-02-17 00:00:00,2.166
,,,1998-02-18 00:00:00,2.238
,,,1998-02-19 00:00:00,2.217
,,,1998-02-20 00:00:00,2.198
,,,1998-02-23 00:00:00,2.179
,,,1998-02-24 00:00:00,2.216
,,,1998-02-25 00:00:00,2.286
,,,1998-02-26 00:00:00,2.284
,,,1998-02-27 00:00:00,2.321
,,,1998-03-02 00:00:00,2.292
,,,1998-03-03 00:00:00,2.241
,,,1998-03-04 00:00:00,2.228
,,,1998-03-05 00:00:00,2.141
,,,1998-03-06 00:00:00,2.129
,,,1998-03-09 00:00:00,2.169
,,,1998-03-10 00:00:00,2.137
,,,1998-03-11 00:00:00,2.172
,,,1998-03-12 00:00:00,2.134
,,,1998-03-13 00:00:00,2.137
,,,1998-03-16 00:00:00,2.155
,,,1998-03-17 00:00:00,2.155
,,,1998-03-18 00:00:00,2.239
,,,1998-03-19 00:00:00,2.3
,,,1998-03-20 00:00:00,2.343
,,,1998-03-23 00:00:00,2.351
,,,1998-03-24 00:00:00,2.33
,,,1998-03-25 00:00:00,2.365
,,,1998-03-26 00:00:00,2.338
,,,1998-03-27 00:00:00,2.3
,,,1998-03-30 00:00:00,2.409
,,,1998-03-31 00:00:00,2.522
,,,1998-04-01 00:00:00,2.501
,,,1998-04-02 00:00:00,2.562
,,,1998-04-03 00:00:00,2.556
,,,1998-04-06 00:00:00,2.535
,,,1998-04-07 00:00:00,2.668
,,,1998-04-08 00:00:00,2.689
,,,1998-04-09 00:00:00,2.657
,,,1998-04-13 00:00:00,2.479
,,,1998-04-14 00:00:00,2.501
,,,1998-04-15 00:00:00,2.521
,,,1998-04-16 00:00:00,2.479
,,,1998-04-17 00:00:00,2.475
,,,1998-04-20 00:00:00,2.469
,,,1998-04-21 00:00:00,2.561
,,,1998-04-22 00:00:00,2.398
,,,1998-04-23 00:00:00,2.328
,,,1998-04-24 00:00:00,2.342
,,,1998-04-27 00:00:00,2.266
,,,1998-04-28 00:00:00,2.262
,,,1998-04-29 00:00:00,2.298
,,,1998-04-30 00:00:00,2.221
,,,1998-05-01 00:00:00,2.202
,,,1998-05-04 00:00:00,2.257
,,,1998-05-05 00:00:00,2.215
,,,1998-05-06 00:00:00,2.135
,,,1998-05-07 00:00:00,2.159
,,,1998-05-08 00:00:00,2.167
,,,1998-05-11 00:00:00,2.215
,,,1998-05-12 00:00:00,2.256
,,,1998-05-13 00:00:00,2.204
,,,1998-05-14 00:00:00,2.2
,,,1998-05-15 00:00:00,2.178
,,,1998-05-18 00:00:00,2.134
,,,1998-05-19 00:00:00,2.149
,,,1998-05-20 00:00:00,2.169
