---------------,----------,---------,---------,-----,-----,----,-------,------------,-----,-------,-------,-------,-------,-------,--------,--------,--------,-----------,-----------,---------,-------------,-------------,-------------,-------------,---------,---------,---------,---------,-------------,-----------,---------,,
UTAHASSMUNPOWSY,804470.01,2002-02-28 00:00:00,2002-03-01 00:00:00,1400,1500,P,25,25,CALL,30.85,30.25,0,60.5,30.85,0.8321,0.6171,0.0211,14,0,1,-23,120,-177,75,-12,2,-1,-57,73,,-223,15.000000000000036,57.999999999999964
UTAHASSMUNPOWSY,804470.01,2002-02-28 00:00:00,2002-03-01 00:00:00,1500,1600,P,25,25,CALL,30.51,30.25,0,60.5,30.51,0.8321,0.6171,0.0211,14,0,1,-21,120,-172,70,-12,2,-2,-57,68,,-222,6.500000000000039,61.49999999999996
UTAHASSMUNPOWSY,804470.01,2002-02-28 00:00:00,2002-03-01 00:00:00,1600,1700,P,25,25,CALL,30.01,30.25,0,60.5,30.01,0.8321,0.6171,0.0211,13,0,2,-19,119,-164,63,-11,2,-2,-57,61,,-220,0,61
UTAHASSMUNPOWSY,804470.01,2002-02-28 00:00:00,2002-03-01 00:00:00,1700,1800,P,25,25,CALL,29.27,30.25,0,60.5,29.27,0.8321,0.6171,0.0211,12,0,2,-16,116,-152,53,-10,1,-2,-55,52,,-215,0,52
UTAHASSMUNPOWSY,804470.01,2002-02-28 00:00:00,2002-03-01 00:00:00,1800,1900,P,25,25,CALL,29.29,30.25,0,60.5,29.29,0.8321,0.6171,0.0211,12,0,2,-16,116,-153,54,-10,1,-2,-55,52,,-216,0,52
UTAHASSMUNPOWSY,804470.01,2002-02-28 00:00:00,2002-03-01 00:00:00,1900,2000,P,25,25,CALL,30.87,30.25,0,60.5,30.87,0.8321,0.6171,0.0211,14,0,1,-23,120,-177,75,-12,2,-1,-57,73,,-223,15.500000000000025,57.49999999999997
UTAHASSMUNPOWSY,804470.01,2002-02-28 00:00:00,2002-03-01 00:00:00,2000,2100,P,25,25,CALL,32.41,30.25,0,60.5,32.41,0.8321,0.6171,0.0211,17,0,1,-30,117,-199,99,-15,1,-1,-56,97,,-218,53.999999999999915,43.000000000000085
UTAHASSMUNPOWSY,804470.01,2002-02-28 00:00:00,2002-03-01 00:00:00,2100,2200,P,25,25,CALL,29.95,30.25,0,60.5,29.95,0.8321,0.6171,0.0211,13,0,2,-19,119,-163,62,-11,2,-2,-56,61,,-220,0,61
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,600,700,P,25,25,CALL,26.32,30.25,0,60.5,26.32,0.8321,0.6171,0.0211,7,0,2,-7,91,-102,24,-6,1,-1,-43,24,,-169,0,24
Enron Power Tra,ding & Tra,nsmission,,,,,,,,,,Post I,D:,14208,,,,,,,,,,,,,Page:,30,,,,0,0
Option Detail R,eport,,,,,,,,,,,Report,Date:,11/06/,1,,,,,,,,,,,,,,,,,0,0
Desk: EPMI-LT-S,"W, Region:",R7A,,,,,,,,,,Run Da,te:,11/06/,1,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,Run Ti,me:,15:56:00,48,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
---------------,----------,---------,---------,-----,-----,----,-------,------------,-----,-------,-------,-------,-------,-------,--------,--------,--------,-----------,-----------,---------,-------------,-------------,-------------,-------------,---------,---------,---------,---------,-------------,-----------,---------,0,0
,,Exp Dt,Date,Hr,Hr,Per,Mwh,,,PRICE,PRICE,BASIS,PRICE,Fwd,VOLAT,VOLAT,INT,Peak,Off Peak,,,,,Gas,Gas,Gas,Cross,$ Deal,$,,,0,0
Cnterparty,Deal,MM/DD/YY,MM/DD/YY,Strt,End,Typ,/hr,mwhrs,P/C,Mid,GasMid,Mid,Cntrct,Mid,Mid,GasMid,Rate,Delta,Delta,GAMMA,RHO,VEGA,THETA,DRIFT,Delta,Gamma,Gamma,Vega,Mid Val,Cash,Eta,0,0
---------------,---------,--------,--------,----,----,---,------,-----------,----,------,------,------,------,------,-------,-------,-------,----------,----------,--------,------------,------------,------------,------------,--------,--------,--------,--------,------------,----------,--------,0,0
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,700,800,P,25,25,CALL,28.83,30.25,0,60.5,28.83,0.8321,0.6171,0.0211,11,0,2,-15,114,-145,48,-9,1,-2,-54,47,,-212,0,47
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,800,900,P,25,25,CALL,29.5,30.25,0,60.5,29.5,0.8321,0.6171,0.0211,12,0,2,-17,118,-156,57,-10,1,-2,-56,55,,-218,0,55
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,900,1000,P,25,25,CALL,30.6,30.25,0,60.5,30.6,0.8321,0.6171,0.0211,14,0,1,-22,120,-173,71,-12,2,-1,-57,70,,-223,8.750000000000036,61.249999999999964
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1000,1100,P,25,25,CALL,31.49,30.25,0,60.5,31.49,0.8321,0.6171,0.0211,15,0,1,-26,120,-186,85,-13,2,-1,-57,83,,-223,30.99999999999996,52.00000000000004
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1100,1200,P,25,25,CALL,31.55,30.25,0,60.5,31.55,0.8321,0.6171,0.0211,15,0,1,-26,120,-187,86,-13,2,-1,-57,84,,-223,32.500000000000014,51.499999999999986
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1200,1300,P,25,25,CALL,31.27,30.25,0,60.5,31.27,0.8321,0.6171,0.0211,15,0,1,-25,120,-183,81,-13,2,-1,-57,79,,-224,25.49999999999999,53.500000000000014
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1300,1400,P,25,25,CALL,31.28,30.25,0,60.5,31.28,0.8321,0.6171,0.0211,15,0,1,-25,120,-183,81,-13,2,-1,-57,79,,-224,25.75000000000003,53.24999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1400,1500,P,25,25,CALL,30.85,30.25,0,60.5,30.85,0.8321,0.6171,0.0211,14,0,1,-23,121,-176,75,-12,2,-1,-57,73,,-224,15.000000000000036,57.999999999999964
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1500,1600,P,25,25,CALL,30.51,30.25,0,60.5,30.51,0.8321,0.6171,0.0211,14,0,1,-22,120,-171,70,-12,2,-1,-57,68,,-223,6.500000000000039,61.49999999999996
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1600,1700,P,25,25,CALL,30.01,30.25,0,60.5,30.01,0.8321,0.6171,0.0211,13,0,2,-19,119,-164,63,-11,1,-2,-57,62,,-221,0,62
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1700,1800,P,25,25,CALL,29.27,30.25,0,60.5,29.27,0.8321,0.6171,0.0211,12,0,2,-16,117,-152,54,-10,1,-2,-55,52,,-216,0,52
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1800,1900,P,25,25,CALL,29.29,30.25,0,60.5,29.29,0.8321,0.6171,0.0211,12,0,2,-17,117,-152,54,-10,1,-2,-56,52,,-216,0,52
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,1900,2000,P,25,25,CALL,30.87,30.25,0,60.5,30.87,0.8321,0.6171,0.0211,14,0,1,-23,121,-177,75,-12,2,-1,-57,73,,-224,15.500000000000025,57.49999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,2000,2100,P,25,25,CALL,32.41,30.25,0,60.5,32.41,0.8321,0.6171,0.0211,17,0,1,-31,118,-199,100,-14,1,-1,-56,97,,-219,53.999999999999915,43.000000000000085
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-02 00:00:00,2100,2200,P,25,25,CALL,29.95,30.25,0,60.5,29.95,0.8321,0.6171,0.0211,13,0,2,-19,119,-163,62,-11,1,-2,-57,61,,-221,0,61
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,600,700,P,25,25,CALL,26.32,30.25,0,60.5,26.32,0.8321,0.6171,0.0211,7,0,2,-7,91,-102,24,-6,1,-1,-43,24,,-169,0,24
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,700,800,P,25,25,CALL,28.83,30.25,0,60.5,28.83,0.8321,0.6171,0.0211,11,0,2,-15,114,-145,48,-9,1,-2,-54,47,,-212,0,47
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,800,900,P,25,25,CALL,29.5,30.25,0,60.5,29.5,0.8321,0.6171,0.0211,12,0,2,-17,118,-156,57,-10,1,-2,-56,55,,-218,0,55
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,900,1000,P,25,25,CALL,30.6,30.25,0,60.5,30.6,0.8321,0.6171,0.0211,14,0,1,-22,120,-173,71,-12,2,-1,-57,70,,-223,8.750000000000036,61.249999999999964
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1000,1100,P,25,25,CALL,31.49,30.25,0,60.5,31.49,0.8321,0.6171,0.0211,15,0,1,-26,120,-186,85,-13,2,-1,-57,83,,-223,30.99999999999996,52.00000000000004
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1100,1200,P,25,25,CALL,31.55,30.25,0,60.5,31.55,0.8321,0.6171,0.0211,15,0,1,-26,120,-187,86,-13,2,-1,-57,84,,-223,32.500000000000014,51.499999999999986
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1200,1300,P,25,25,CALL,31.27,30.25,0,60.5,31.27,0.8321,0.6171,0.0211,15,0,1,-25,120,-183,81,-13,2,-1,-57,79,,-224,25.49999999999999,53.500000000000014
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1300,1400,P,25,25,CALL,31.28,30.25,0,60.5,31.28,0.8321,0.6171,0.0211,15,0,1,-25,120,-183,81,-13,2,-1,-57,79,,-224,25.75000000000003,53.24999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1400,1500,P,25,25,CALL,30.85,30.25,0,60.5,30.85,0.8321,0.6171,0.0211,14,0,1,-23,121,-176,75,-12,2,-1,-57,73,,-224,15.000000000000036,57.999999999999964
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1500,1600,P,25,25,CALL,30.51,30.25,0,60.5,30.51,0.8321,0.6171,0.0211,14,0,1,-22,120,-171,70,-12,2,-1,-57,68,,-223,6.500000000000039,61.49999999999996
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1600,1700,P,25,25,CALL,30.01,30.25,0,60.5,30.01,0.8321,0.6171,0.0211,13,0,2,-19,119,-164,63,-11,1,-2,-57,62,,-221,0,62
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1700,1800,P,25,25,CALL,29.27,30.25,0,60.5,29.27,0.8321,0.6171,0.0211,12,0,2,-16,117,-152,54,-10,1,-2,-55,52,,-216,0,52
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1800,1900,P,25,25,CALL,29.29,30.25,0,60.5,29.29,0.8321,0.6171,0.0211,12,0,2,-17,117,-152,54,-10,1,-2,-56,52,,-216,0,52
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,1900,2000,P,25,25,CALL,30.87,30.25,0,60.5,30.87,0.8321,0.6171,0.0211,14,0,1,-23,121,-177,75,-12,2,-1,-57,73,,-224,15.500000000000025,57.49999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,2000,2100,P,25,25,CALL,32.41,30.25,0,60.5,32.41,0.8321,0.6171,0.0211,17,0,1,-31,118,-199,100,-14,1,-1,-56,97,,-219,53.999999999999915,43.000000000000085
UTAHASSMUNPOWSY,804470.01,2002-03-01 00:00:00,2002-03-04 00:00:00,2100,2200,P,25,25,CALL,29.95,30.25,0,60.5,29.95,0.8321,0.6171,0.0211,13,0,2,-19,119,-163,62,-11,1,-2,-57,61,,-221,0,61
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,600,700,P,25,25,CALL,26.32,30.25,0,60.5,26.32,0.8321,0.6171,0.021,7,0,1,-8,93,-102,25,-6,1,-1,-44,24,,-172,0,24
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,700,800,P,25,25,CALL,28.83,30.25,0,60.5,28.83,0.8321,0.6171,0.021,11,0,2,-15,116,-145,49,-9,1,-1,-55,48,,-215,0,48
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,800,900,P,25,25,CALL,29.5,30.25,0,60.5,29.5,0.8321,0.6171,0.021,12,0,2,-18,119,-155,57,-10,1,-1,-57,56,,-221,0,56
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,900,1000,P,25,25,CALL,30.6,30.25,0,60.5,30.6,0.8321,0.6171,0.021,14,0,1,-23,122,-172,72,-12,1,-1,-58,70,,-226,8.750000000000036,61.249999999999964
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1000,1100,P,25,25,CALL,31.49,30.25,0,60.5,31.49,0.8321,0.6171,0.021,15,0,1,-27,122,-185,86,-13,1,-1,-58,83,,-226,30.99999999999996,52.00000000000004
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1100,1200,P,25,25,CALL,31.55,30.25,0,60.5,31.55,0.8321,0.6171,0.021,15,0,1,-27,122,-186,87,-13,1,-1,-58,84,,-226,32.500000000000014,51.499999999999986
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1200,1300,P,25,25,CALL,31.27,30.25,0,60.5,31.27,0.8321,0.6171,0.021,15,0,1,-26,122,-182,82,-13,1,-1,-58,80,,-226,25.49999999999999,54.500000000000014
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1300,1400,P,25,25,CALL,31.28,30.25,0,60.5,31.28,0.8321,0.6171,0.021,15,0,1,-26,122,-182,82,-13,1,-1,-58,80,,-226,25.75000000000003,54.24999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1400,1500,P,25,25,CALL,30.85,30.25,0,60.5,30.85,0.8321,0.6171,0.021,14,0,1,-24,122,-176,76,-12,1,-1,-58,74,,-227,15.000000000000036,58.999999999999964
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1500,1600,P,25,25,CALL,30.51,30.25,0,60.5,30.51,0.8321,0.6171,0.021,14,0,1,-22,122,-171,71,-12,1,-1,-58,69,,-226,6.500000000000039,62.49999999999996
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1600,1700,P,25,25,CALL,30.01,30.25,0,60.5,30.01,0.8321,0.6171,0.021,13,0,2,-20,121,-163,64,-11,1,-1,-58,62,,-224,0,62
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1700,1800,P,25,25,CALL,29.27,30.25,0,60.5,29.27,0.8321,0.6171,0.021,12,0,2,-17,118,-152,55,-10,1,-1,-56,53,,-219,0,53
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1800,1900,P,25,25,CALL,29.29,30.25,0,60.5,29.29,0.8321,0.6171,0.021,12,0,2,-17,118,-152,55,-10,1,-1,-56,53,,-219,0,53
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,1900,2000,P,25,25,CALL,30.87,30.25,0,60.5,30.87,0.8321,0.6171,0.021,14,0,1,-24,122,-176,76,-12,1,-1,-58,74,,-227,15.500000000000025,58.49999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,2000,2100,P,25,25,CALL,32.41,30.25,0,60.5,32.41,0.8321,0.6171,0.021,16,0,1,-32,120,-198,101,-14,1,-1,-57,98,,-222,53.999999999999915,44.000000000000085
UTAHASSMUNPOWSY,804470.01,2002-03-04 00:00:00,2002-03-05 00:00:00,2100,2200,P,25,25,CALL,29.95,30.25,0,60.5,29.95,0.8321,0.6171,0.021,13,0,2,-20,121,-162,63,-11,1,-1,-57,62,,-224,0,62
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,600,700,P,25,25,CALL,26.32,30.25,0,60.5,26.32,0.8321,0.6171,0.021,7,0,1,-8,93,-102,25,-6,1,-1,-44,25,,-173,0,25
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,700,800,P,25,25,CALL,28.83,30.25,0,60.5,28.83,0.8321,0.6171,0.021,11,0,2,-16,116,-144,49,-9,1,-1,-55,48,,-216,0,48
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,800,900,P,25,25,CALL,29.5,30.25,0,60.5,29.5,0.8321,0.6171,0.021,12,0,2,-18,120,-155,58,-10,1,-1,-57,56,,-222,0,56
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,900,1000,P,25,25,CALL,30.6,30.25,0,60.5,30.6,0.8321,0.6171,0.021,14,0,1,-23,122,-172,72,-12,1,-1,-58,71,,-227,8.750000000000036,62.249999999999964
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1000,1100,P,25,25,CALL,31.49,30.25,0,60.5,31.49,0.8321,0.6171,0.021,15,0,1,-27,122,-185,86,-13,1,-1,-58,84,,-227,30.99999999999996,53.00000000000004
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1100,1200,P,25,25,CALL,31.55,30.25,0,60.5,31.55,0.8321,0.6171,0.021,15,0,1,-28,122,-186,87,-13,1,-1,-58,85,,-227,32.500000000000014,52.499999999999986
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1200,1300,P,25,25,CALL,31.27,30.25,0,60.5,31.27,0.8321,0.6171,0.021,15,0,1,-26,123,-182,83,-13,1,-1,-58,80,,-227,25.49999999999999,54.500000000000014
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1300,1400,P,25,25,CALL,31.28,30.25,0,60.5,31.28,0.8321,0.6171,0.021,15,0,1,-26,123,-182,83,-13,1,-1,-58,80,,-227,25.75000000000003,54.24999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1400,1500,P,25,25,CALL,30.85,30.25,0,60.5,30.85,0.8321,0.6171,0.021,14,0,1,-24,123,-176,76,-12,1,-1,-58,74,,-228,15.000000000000036,58.999999999999964
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1500,1600,P,25,25,CALL,30.51,30.25,0,60.5,30.51,0.8321,0.6171,0.021,14,0,1,-23,122,-171,71,-12,1,-1,-58,69,,-227,6.500000000000039,62.49999999999996
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1600,1700,P,25,25,CALL,30.01,30.25,0,60.5,30.01,0.8321,0.6171,0.021,13,0,1,-20,121,-163,64,-11,1,-1,-58,63,,-225,0,63
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1700,1800,P,25,25,CALL,29.27,30.25,0,60.5,29.27,0.8321,0.6171,0.021,12,0,2,-17,119,-152,55,-10,1,-1,-56,53,,-220,0,53
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1800,1900,P,25,25,CALL,29.29,30.25,0,60.5,29.29,0.8321,0.6171,0.021,12,0,2,-17,119,-152,55,-10,1,-1,-56,54,,-220,0,54
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,1900,2000,P,25,25,CALL,30.87,30.25,0,60.5,30.87,0.8321,0.6171,0.021,14,0,1,-24,123,-176,76,-12,1,-1,-58,75,,-228,15.500000000000025,59.49999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,2000,2100,P,25,25,CALL,32.41,30.25,0,60.5,32.41,0.8321,0.6171,0.021,16,0,1,-32,120,-198,101,-14,1,-1,-57,98,,-223,53.999999999999915,44.000000000000085
UTAHASSMUNPOWSY,804470.01,2002-03-05 00:00:00,2002-03-06 00:00:00,2100,2200,P,25,25,CALL,29.95,30.25,0,60.5,29.95,0.8321,0.6171,0.021,13,0,1,-20,121,-162,63,-11,1,-1,-58,62,,-225,0,62
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,600,700,P,25,25,CALL,26.32,30.25,0,60.5,26.32,0.8321,0.6171,0.021,7,0,1,-8,94,-102,25,-6,1,-1,-45,25,,-174,0,25
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,700,800,P,25,25,CALL,28.83,30.25,0,60.5,28.83,0.8321,0.6171,0.021,11,0,2,-16,117,-144,50,-9,1,-1,-56,48,,-217,0,48
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,800,900,P,25,25,CALL,29.5,30.25,0,60.5,29.5,0.8321,0.6171,0.021,12,0,2,-19,120,-155,58,-10,1,-1,-57,56,,-223,0,56
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,900,1000,P,25,25,CALL,30.6,30.25,0,60.5,30.6,0.8321,0.6171,0.021,14,0,1,-23,123,-172,73,-12,1,-1,-59,71,,-228,8.750000000000036,62.249999999999964
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1000,1100,P,25,25,CALL,31.49,30.25,0,60.5,31.49,0.8321,0.6171,0.021,15,0,1,-28,123,-185,86,-13,1,-1,-58,84,,-228,30.99999999999996,53.00000000000004
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1100,1200,P,25,25,CALL,31.55,30.25,0,60.5,31.55,0.8321,0.6171,0.021,15,0,1,-28,123,-186,87,-13,1,-1,-58,85,,-228,32.500000000000014,52.499999999999986
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1200,1300,P,25,25,CALL,31.27,30.25,0,60.5,31.27,0.8321,0.6171,0.021,15,0,1,-27,123,-182,83,-13,1,-1,-59,81,,-228,25.49999999999999,55.500000000000014
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1300,1400,P,25,25,CALL,31.28,30.25,0,60.5,31.28,0.8321,0.6171,0.021,15,0,1,-27,123,-182,83,-13,1,-1,-59,81,,-228,25.75000000000003,55.24999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1400,1500,P,25,25,CALL,30.85,30.25,0,60.5,30.85,0.8321,0.6171,0.021,14,0,1,-24,123,-176,76,-12,1,-1,-59,74,,-229,15.000000000000036,58.999999999999964
Enron Power Tra,ding & Tra,nsmission,,,,,,,,,,Post I,D:,14208,,,,,,,,,,,,,Page:,31,,,,0,0
Option Detail R,eport,,,,,,,,,,,Report,Date:,11/06/,1,,,,,,,,,,,,,,,,,0,0
Desk: EPMI-LT-S,"W, Region:",R7A,,,,,,,,,,Run Da,te:,11/06/,1,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,Run Ti,me:,15:56:00,48,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
---------------,----------,---------,---------,-----,-----,----,-------,------------,-----,-------,-------,-------,-------,-------,--------,--------,--------,-----------,-----------,---------,-------------,-------------,-------------,-------------,---------,---------,---------,---------,-------------,-----------,---------,0,0
,,Exp Dt,Date,Hr,Hr,Per,Mwh,,,PRICE,PRICE,BASIS,PRICE,Fwd,VOLAT,VOLAT,INT,Peak,Off Peak,,,,,Gas,Gas,Gas,Cross,$ Deal,$,,,0,0
Cnterparty,Deal,MM/DD/YY,MM/DD/YY,Strt,End,Typ,/hr,mwhrs,P/C,Mid,GasMid,Mid,Cntrct,Mid,Mid,GasMid,Rate,Delta,Delta,GAMMA,RHO,VEGA,THETA,DRIFT,Delta,Gamma,Gamma,Vega,Mid Val,Cash,Eta,0,0
---------------,---------,--------,--------,----,----,---,------,-----------,----,------,------,------,------,------,-------,-------,-------,----------,----------,--------,------------,------------,------------,------------,--------,--------,--------,--------,------------,----------,--------,0,0
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1500,1600,P,25,25,CALL,30.51,30.25,0,60.5,30.51,0.8321,0.6171,0.021,14,0,1,-23,123,-171,71,-12,1,-1,-58,70,,-228,6.500000000000039,63.49999999999996
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1600,1700,P,25,25,CALL,30.01,30.25,0,60.5,30.01,0.8321,0.6171,0.021,13,0,1,-21,122,-163,64,-11,1,-1,-58,63,,-226,0,63
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1700,1800,P,25,25,CALL,29.27,30.25,0,60.5,29.27,0.8321,0.6171,0.021,12,0,2,-18,119,-151,55,-10,1,-1,-57,54,,-221,0,54
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1800,1900,P,25,25,CALL,29.29,30.25,0,60.5,29.29,0.8321,0.6171,0.021,12,0,2,-18,119,-152,55,-10,1,-1,-57,54,,-221,0,54
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,1900,2000,P,25,25,CALL,30.87,30.25,0,60.5,30.87,0.8321,0.6171,0.021,14,0,1,-25,123,-176,77,-12,1,-1,-59,75,,-229,15.500000000000025,59.49999999999997
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,2000,2100,P,25,25,CALL,32.41,30.25,0,60.5,32.41,0.8321,0.6171,0.021,16,0,1,-32,121,-198,101,-14,1,-1,-57,99,,-224,53.999999999999915,45.000000000000085
UTAHASSMUNPOWSY,804470.01,2002-03-06 00:00:00,2002-03-07 00:00:00,2100,2200,P,25,25,CALL,29.95,30.25,0,60.5,29.95,0.8321,0.6171,0.021,13,0,1,-20,122,-162,64,-11,1,-1,-58,62,,-226,0,62
UTAHASSMUNPOWSY,804470.01,2002-03-07 00:00:00,2002-03-08 00:00:00,600,700,P,25,25,CALL,26.32,30.25,0,60.5,26.32,0.8321,0.6171,0.0209,8,0,1,-8,94,-102,26,-6,1,-1,-45,25,,-175,0,25
