,,,,,,,,,,,,,,,,,,,,,,,,,
,Average of Price,ZoneCode,,,,,,,,,,,,,,,,,,,,,,,
,1999-05-25 00:00:00,18.989999771118164,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,,22.649999618530273,,,,22.649999618530273,22.649999618530273,,22.649999618530273,22.649999618530273,,22.649999618530273,,22.649999618530273,22.649999618530273,22.649999618530273,22.649999618530273,,22.649999618530273
,1999-05-25 01:00:00,14.850000381469727,21.3799991607666,21.3799991607666,21.3799991607666,21.3799991607666,,21.3799991607666,,,,21.3799991607666,21.3799991607666,,,21.3799991607666,,21.3799991607666,,21.3799991607666,21.3799991607666,21.3799991607666,21.3799991607666,21.3799991607666,21.3799991607666
,1999-05-25 02:00:00,11.989999771118164,17,19.06999969482422,19.06999969482422,19.06999969482422,,19.06999969482422,,,,19.06999969482422,19.06999969482422,,,19.06999969482422,,19.06999969482422,,19.06999969482422,19.06999969482422,19.06999969482422,19.06999969482422,19.06999969482422,19.06999969482422
,1999-05-25 03:00:00,11.989999771118164,14.850000381469727,18.40999984741211,18.40999984741211,18.40999984741211,,18.40999984741211,,,,18.40999984741211,18.40999984741211,,,18.40999984741211,,18.40999984741211,,18.40999984741211,18.40999984741211,18.40999984741211,18.40999984741211,18.40999984741211,18.40999984741211
,1999-05-25 04:00:00,11.989999771118164,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,,14.359999656677246,,,,14.359999656677246,14.359999656677246,,,14.359999656677246,,14.359999656677246,,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246
,1999-05-25 05:00:00,14.850000381469727,15,20.450000762939453,20.450000762939453,20.450000762939453,,20.450000762939453,,,,20.450000762939453,20.450000762939453,,,20.450000762939453,,20.450000762939453,,20.450000762939453,20.450000762939453,20.450000762939453,20.450000762939453,20.450000762939453,20.450000762939453
,1999-05-25 06:00:00,24.496700286865234,24.496700286865234,24.496700286865234,24.496700286865234,24.496700286865234,,24.496700286865234,,,,24.496700286865234,24.496700286865234,,,24.496700286865234,,24.496700286865234,,24.496700286865234,24.496700286865234,24.496700286865234,24.496700286865234,24.496700286865234,24.496700286865234
,1999-05-25 07:00:00,38,38,38,38,38,,38,,,,38,38,,,38,,38,38,38,38,38,38,,19.940000534057617
,1999-05-25 08:00:00,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,,38.9900016784668,,,,38.9900016784668,38.9900016784668,,,38.9900016784668,,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,,25.889999389648438
,1999-05-25 09:00:00,51.91999816894531,51.91999816894531,51.91999816894531,51.91999816894531,51.91999816894531,,51.91999816894531,,,,51.91999816894531,51.91999816894531,,51.91999816894531,51.91999816894531,,51.91999816894531,51.91999816894531,51.91999816894531,51.91999816894531,51.91999816894531,51.91999816894531,,26.90999984741211
,1999-05-25 10:00:00,37.599998474121094,37.599998474121094,37.599998474121094,37.599998474121094,37.599998474121094,,37.599998474121094,,,,37.599998474121094,37.599998474121094,,37.599998474121094,37.599998474121094,,37.599998474121094,37.599998474121094,37.599998474121094,37.599998474121094,37.599998474121094,37.599998474121094,,27.59000015258789
,1999-05-25 11:00:00,48.380001068115234,48.380001068115234,48.380001068115234,48.380001068115234,48.380001068115234,,48.380001068115234,,,,48.380001068115234,48.380001068115234,,48.380001068115234,48.380001068115234,,48.380001068115234,48.380001068115234,48.380001068115234,48.380001068115234,48.380001068115234,48.380001068115234,,28.3799991607666
,1999-05-25 12:00:00,48.18000030517578,48.18000030517578,48.18000030517578,48.18000030517578,48.18000030517578,,48.18000030517578,,,,48.18000030517578,48.18000030517578,,48.18000030517578,48.18000030517578,,48.18000030517578,48.18000030517578,48.18000030517578,48.18000030517578,48.18000030517578,48.18000030517578,,28.18000030517578
,1999-05-25 13:00:00,48,48,48,48,48,,48,,,,48,48,,48,48,,48,48,48,48,48,48,,27.989999771118164
,1999-05-25 14:00:00,48.77000045776367,48.77000045776367,48.77000045776367,48.77000045776367,48.77000045776367,,48.77000045776367,,,,48.77000045776367,48.77000045776367,,48.77000045776367,48.77000045776367,,48.77000045776367,48.77000045776367,48.77000045776367,48.77000045776367,48.77000045776367,48.77000045776367,,28.760000228881836
,1999-05-25 15:00:00,48.97999954223633,48.97999954223633,48.97999954223633,48.97999954223633,48.97999954223633,,48.97999954223633,,,,48.97999954223633,48.97999954223633,,48.97999954223633,48.97999954223633,,48.97999954223633,48.97999954223633,48.97999954223633,48.97999954223633,48.97999954223633,48.97999954223633,,28.969999313354492
,1999-05-25 16:00:00,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,,49.9900016784668,,,,49.9900016784668,49.9900016784668,,49.9900016784668,49.9900016784668,,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,,28.100000381469727
,1999-05-25 17:00:00,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,,49.9900016784668,,,,49.9900016784668,49.9900016784668,,49.9900016784668,49.9900016784668,,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,,28.190000534057617
,1999-05-25 18:00:00,47.060001373291016,47.060001373291016,47.060001373291016,47.060001373291016,47.060001373291016,,47.060001373291016,,,,47.060001373291016,47.060001373291016,,47.060001373291016,47.060001373291016,,47.060001373291016,47.060001373291016,47.060001373291016,47.060001373291016,47.060001373291016,47.060001373291016,,27.049999237060547
,1999-05-25 19:00:00,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,,38.9900016784668,,,,38.9900016784668,38.9900016784668,,38.9900016784668,38.9900016784668,,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,,26.56999969482422
,1999-05-25 20:00:00,35.689998626708984,35.689998626708984,35.689998626708984,35.689998626708984,35.689998626708984,,35.689998626708984,,,,35.689998626708984,35.689998626708984,,35.689998626708984,35.689998626708984,,35.689998626708984,35.689998626708984,35.689998626708984,35.689998626708984,35.689998626708984,35.689998626708984,,25.68000030517578
,1999-05-25 21:00:00,39.5,39.5,39.5,39.5,39.5,,39.5,,,,39.5,39.5,,39.5,39.5,,39.5,39.5,39.5,39.5,39.5,39.5,,29.280000686645508
,1999-05-25 22:00:00,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,,38.9900016784668,,,,38.9900016784668,38.9900016784668,,38.9900016784668,38.9900016784668,,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,38.9900016784668,,26.479999542236328
,1999-05-25 23:00:00,23.989999771118164,23,25.989999771118164,25.989999771118164,25.989999771118164,,25.989999771118164,,,,25.989999771118164,25.989999771118164,,25.989999771118164,25.989999771118164,,25.989999771118164,,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164
,1999-05-26 00:00:00,19.780000686645508,22,24.5,24.5,24.5,,0,,,,24.5,24.5,,24.5,24.5,,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
,1999-05-26 01:00:00,18.81999969482422,23.31999969482422,23.31999969482422,23.31999969482422,23.31999969482422,,,,,,23.31999969482422,23.31999969482422,,,23.31999969482422,,23.31999969482422,,23.31999969482422,23.31999969482422,23.31999969482422,23.31999969482422,23.31999969482422,23.31999969482422
,1999-05-26 02:00:00,18.5,18.5,18.5,18.5,18.5,,,,,,18.5,18.5,,,18.5,,18.5,,18.5,18.5,18.5,18.5,,18.5
,1999-05-26 03:00:00,17,17,17,17,17,,,,,,17,17,,,17,,17,,17,17,17,17,17,17
,1999-05-26 04:00:00,13.329999923706055,13.329999923706055,13.329999923706055,13.329999923706055,13.329999923706055,,,,,,13.329999923706055,13.329999923706055,,,13.329999923706055,,13.329999923706055,,13.329999923706055,13.329999923706055,13.329999923706055,13.329999923706055,13.329999923706055,13.329999923706055
,1999-05-26 05:00:00,13.989999771118164,13.989999771118164,13.989999771118164,13.989999771118164,13.989999771118164,,,,,,13.989999771118164,13.989999771118164,,,13.989999771118164,,13.989999771118164,,13.989999771118164,13.989999771118164,13.989999771118164,13.989999771118164,,13.989999771118164
,1999-05-26 06:00:00,22.170000076293945,22.170000076293945,22.170000076293945,22.170000076293945,22.170000076293945,,,,,,22.170000076293945,22.170000076293945,,,22.170000076293945,,22.170000076293945,,22.170000076293945,22.170000076293945,22.170000076293945,22.170000076293945,22.170000076293945,22.170000076293945
,1999-05-26 07:00:00,25.170000076293945,25.170000076293945,25.170000076293945,25.170000076293945,25.170000076293945,,,,,,25.170000076293945,25.170000076293945,,,25.170000076293945,,25.170000076293945,,25.170000076293945,25.170000076293945,25.170000076293945,25.170000076293945,25.170000076293945,25.170000076293945
,1999-05-26 08:00:00,27.010000228881836,27.010000228881836,27.010000228881836,27.010000228881836,27.010000228881836,,27.010000228881836,,,,26.950000762939453,27.010000228881836,,,27.010000228881836,,27.010000228881836,,27.010000228881836,27.010000228881836,27.010000228881836,27.010000228881836,27.010000228881836,27.010000228881836
,1999-05-26 09:00:00,27.992399215698242,27.992399215698242,27.992399215698242,27.992399215698242,27.992399215698242,,27.992399215698242,,,,27.992399215698242,27.992399215698242,,27.992399215698242,27.992399215698242,,27.992399215698242,27.992399215698242,27.992399215698242,27.992399215698242,27.992399215698242,27.992399215698242,,27.992399215698242
,1999-05-26 10:00:00,29.5,29.5,29.5,29.5,29.5,,29.5,,,,29.5,29.5,,29.5,29.5,,29.489999771118164,29.5,29.5,29.5,29.5,29.5,,29.5
,1999-05-26 11:00:00,33.209999084472656,33.209999084472656,33.209999084472656,33.209999084472656,33.209999084472656,,33.209999084472656,,,,33.209999084472656,33.209999084472656,,33.209999084472656,33.209999084472656,,33,33.209999084472656,33.209999084472656,33.209999084472656,33.209999084472656,33.209999084472656,33.209999084472656,33.209999084472656
,1999-05-26 12:00:00,34.9900016784668,34.9900016784668,34.9900016784668,34.9900016784668,34.9900016784668,,34.9900016784668,,,,34.9900016784668,34.9900016784668,,34.9900016784668,34.9900016784668,,34.97999954223633,34.9900016784668,34.9900016784668,34.9900016784668,34.9900016784668,34.9900016784668,,34.9900016784668
,1999-05-26 13:00:00,35.88999938964844,35.88999938964844,35.88999938964844,35.88999938964844,35.88999938964844,,35.88999938964844,,,,35.88999938964844,35.88999938964844,,35.88999938964844,35.88999938964844,,35.880001068115234,35.88999938964844,35.88999938964844,35.88999938964844,35.88999938964844,35.88999938964844,,35.88999938964844
,1999-05-26 14:00:00,38,38,38,38,38,,38,,,,38,38,,38,38,,37.9900016784668,38,38,38,38,38,,38
,1999-05-26 15:00:00,39.81999969482422,39.81999969482422,39.81999969482422,39.81999969482422,39.81999969482422,,39.81999969482422,,,,39.81999969482422,39.81999969482422,,39.81999969482422,39.81999969482422,,39.560001373291016,39.81999969482422,39.81999969482422,39.81999969482422,39.81999969482422,39.81999969482422,39.81999969482422,39.81999969482422
,1999-05-26 16:00:00,39.439998626708984,39.439998626708984,39.439998626708984,39.439998626708984,39.439998626708984,,39.439998626708984,,,,39.439998626708984,39.439998626708984,,39.439998626708984,39.439998626708984,,39.22999954223633,39.439998626708984,39.439998626708984,39.439998626708984,39.439998626708984,39.439998626708984,39.439998626708984,39.439998626708984
,1999-05-26 17:00:00,34.00419998168945,34.00419998168945,34.00419998168945,34.00419998168945,34.00419998168945,,34.00419998168945,,,,34.00419998168945,34.00419998168945,,34.00419998168945,34.00419998168945,,34.00419998168945,34.00419998168945,34.00419998168945,34.00419998168945,34.00419998168945,34.00419998168945,,34.00419998168945
,1999-05-26 18:00:00,32.49660110473633,32.49660110473633,32.49660110473633,32.49660110473633,32.49660110473633,,32.49660110473633,,,,32.49660110473633,32.49660110473633,,32.49660110473633,32.49660110473633,,32.49660110473633,32.49660110473633,32.49660110473633,32.49660110473633,32.49660110473633,32.49660110473633,,32.49660110473633
,1999-05-26 19:00:00,33.00920104980469,33.00920104980469,33.00920104980469,33.00920104980469,33.00920104980469,,33.00920104980469,,,,33.00920104980469,33.00920104980469,,,33.00920104980469,,33.00920104980469,33.00920104980469,33.00920104980469,33.00920104980469,33.00920104980469,33.00920104980469,,33.00920104980469
,1999-05-26 20:00:00,33.00469970703125,33.00469970703125,33.00469970703125,33.00469970703125,33.00469970703125,,33.00469970703125,,,,33.00469970703125,33.00469970703125,,,33.00469970703125,,33.00469970703125,33.00469970703125,33.00469970703125,33.00469970703125,33.00469970703125,33.00469970703125,,33.00469970703125
,1999-05-26 21:00:00,36.206199645996094,36.206199645996094,36.206199645996094,36.206199645996094,36.206199645996094,,36.206199645996094,,,,36.206199645996094,36.206199645996094,,36.206199645996094,36.206199645996094,,36.206199645996094,36.206199645996094,36.206199645996094,36.206199645996094,36.206199645996094,36.206199645996094,,36.206199645996094
,1999-05-26 22:00:00,28.548900604248047,28.548900604248047,28.548900604248047,28.548900604248047,28.548900604248047,,28.548900604248047,,,,28.548900604248047,28.548900604248047,,28.548900604248047,28.548900604248047,,28.548900604248047,28.548900604248047,28.548900604248047,28.548900604248047,28.548900604248047,28.548900604248047,,28.548900604248047
,1999-05-26 23:00:00,26.83989906311035,26.83989906311035,26.83989906311035,26.83989906311035,26.83989906311035,,26.83989906311035,,,,26.83989906311035,26.83989906311035,,,26.83989906311035,,26.83989906311035,26.83989906311035,26.83989906311035,26.83989906311035,26.83989906311035,26.83989906311035,,26.83989906311035
,1999-05-27 00:00:00,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,,0,,,,24.489999771118164,24.489999771118164,,,24.489999771118164,,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,,24.489999771118164
,1999-05-27 01:00:00,18.555700302124023,18.555700302124023,18.555700302124023,18.555700302124023,18.555700302124023,,18.555700302124023,,,,18.555700302124023,18.555700302124023,,,18.555700302124023,,18.555700302124023,,18.555700302124023,18.555700302124023,18.555700302124023,18.555700302124023,18.555700302124023,18.555700302124023
,1999-05-27 02:00:00,16.990400314331055,16.990400314331055,16.990400314331055,16.990400314331055,16.990400314331055,,16.990400314331055,,,,16.990400314331055,16.990400314331055,,,16.990400314331055,,16.990400314331055,,16.990400314331055,16.990400314331055,16.990400314331055,16.990400314331055,,16.990400314331055
,1999-05-27 03:00:00,12.99370002746582,12.99370002746582,12.99370002746582,12.99370002746582,12.99370002746582,,12.99370002746582,,,,12.99370002746582,12.99370002746582,,,12.99370002746582,,12.99370002746582,,12.99370002746582,12.99370002746582,12.99370002746582,12.99370002746582,,12.99370002746582
,1999-05-27 04:00:00,11.03849983215332,11.03849983215332,11.03849983215332,11.03849983215332,11.03849983215332,,11.03849983215332,,,,11.03849983215332,11.03849983215332,,,11.03849983215332,,11.03849983215332,,11.03849983215332,11.03849983215332,11.03849983215332,11.03849983215332,,11.03849983215332
,1999-05-27 05:00:00,11.99120044708252,11.99120044708252,11.99120044708252,11.99120044708252,11.99120044708252,,11.99120044708252,,,,11.99120044708252,11.99120044708252,,,11.99120044708252,,11.99120044708252,,11.99120044708252,11.99120044708252,11.99120044708252,11.99120044708252,,11.99120044708252
,1999-05-27 06:00:00,16.721900939941406,16.721900939941406,16.721900939941406,16.721900939941406,16.721900939941406,,16.721900939941406,,,,16.721900939941406,16.721900939941406,,,16.721900939941406,,16.721900939941406,,16.721900939941406,16.721900939941406,16.721900939941406,16.721900939941406,,16.721900939941406
,1999-05-27 07:00:00,22,22,22,22,22,,0,,,,22,22,,,22,,22,,22,22,22,22,,22
,1999-05-27 08:00:00,28,28,28,28,28,,28,,,,27.5,28,,,28,,27.940000534057617,28,28,28,28,28,28,28
,1999-05-27 09:00:00,33.02000045776367,33.02000045776367,33.02000045776367,33.02000045776367,33.02000045776367,,33.02000045776367,,,,28,33.02000045776367,,,33.02000045776367,,31.860000610351562,33.02000045776367,33.02000045776367,33.02000045776367,33.02000045776367,33.02000045776367,33.02000045776367,33.02000045776367
,1999-05-27 10:00:00,35.150001525878906,35.150001525878906,35.150001525878906,35.150001525878906,35.150001525878906,,35.150001525878906,,,,33,35.150001525878906,,,35.150001525878906,,33.95000076293945,35.150001525878906,35.150001525878906,35.150001525878906,35.150001525878906,35.150001525878906,35.150001525878906,35.150001525878906
,1999-05-27 11:00:00,38.630001068115234,38.630001068115234,38.630001068115234,38.630001068115234,38.630001068115234,,38.630001068115234,,,,37,38.630001068115234,,38.630001068115234,38.630001068115234,,37.400001525878906,38.630001068115234,38.630001068115234,38.630001068115234,38.630001068115234,38.630001068115234,38.630001068115234,38.630001068115234
,1999-05-27 12:00:00,38.91999816894531,38.91999816894531,38.91999816894531,38.91999816894531,38.91999816894531,,38.91999816894531,,,,38.91999816894531,38.91999816894531,,38.91999816894531,38.91999816894531,,37.689998626708984,38.91999816894531,38.91999816894531,38.91999816894531,38.91999816894531,38.91999816894531,38.91999816894531,38.91999816894531
,1999-05-27 13:00:00,42.9900016784668,42.9900016784668,42.9900016784668,42.9900016784668,42.9900016784668,,42.9900016784668,,,,42.9900016784668,42.9900016784668,,42.9900016784668,42.9900016784668,,36.9900016784668,42.9900016784668,42.9900016784668,42.9900016784668,42.9900016784668,42.9900016784668,42.9900016784668,42.9900016784668
,1999-05-27 14:00:00,50.099998474121094,50.099998474121094,50.099998474121094,50.099998474121094,50.099998474121094,,50.099998474121094,,,,50.099998474121094,50.099998474121094,,50.099998474121094,50.099998474121094,,49.84000015258789,50.099998474121094,50.099998474121094,50.099998474121094,50.099998474121094,50.099998474121094,50.099998474121094,50.099998474121094
,1999-05-27 15:00:00,50.58000183105469,50.58000183105469,50.58000183105469,50.58000183105469,50.58000183105469,,50.58000183105469,,,,50.58000183105469,50.58000183105469,,,50.58000183105469,,50.41999816894531,50.58000183105469,50.58000183105469,50.58000183105469,50.58000183105469,50.58000183105469,50.58000183105469,50.58000183105469
,1999-05-27 16:00:00,50.75,50.75,50.75,50.75,50.75,,50.75,,,,50.75,50.75,,,50.75,,50.72999954223633,50.75,50.75,50.75,50.75,50.75,50.75,50.75
,1999-05-27 17:00:00,46,46,46,46,46,,46,,,,46,46,,46,46,,45.970001220703125,46,46,46,46,46,46,46
,1999-05-27 18:00:00,42.209999084472656,42.209999084472656,42.209999084472656,42.209999084472656,42.209999084472656,,42.209999084472656,,,,42.209999084472656,42.209999084472656,,42.209999084472656,42.209999084472656,,42.20000076293945,42.209999084472656,42.209999084472656,42.209999084472656,42.209999084472656,42.209999084472656,42.209999084472656,42.209999084472656
,1999-05-27 19:00:00,38.99319839477539,38.99319839477539,38.99319839477539,38.99319839477539,38.99319839477539,,38.99319839477539,,,,38.99319839477539,38.99319839477539,,38.99319839477539,38.99319839477539,,38.99319839477539,38.99319839477539,38.99319839477539,38.99319839477539,38.99319839477539,38.99319839477539,38.99319839477539,38.99319839477539
,1999-05-27 20:00:00,36.20180130004883,36.20180130004883,36.20180130004883,36.20180130004883,36.20180130004883,,36.20180130004883,,,,36.20180130004883,36.20180130004883,,36.20180130004883,36.20180130004883,,36.20180130004883,36.20180130004883,36.20180130004883,36.20180130004883,36.20180130004883,36.20180130004883,,36.20180130004883
,1999-05-27 21:00:00,41.279998779296875,41.279998779296875,41.279998779296875,41.279998779296875,41.279998779296875,,41.279998779296875,,,,41.279998779296875,41.279998779296875,,41.279998779296875,41.279998779296875,,41.27000045776367,41.279998779296875,41.279998779296875,41.279998779296875,41.279998779296875,41.279998779296875,41.279998779296875,41.279998779296875
,1999-05-27 22:00:00,34.145301818847656,34.145301818847656,34.145301818847656,34.145301818847656,34.145301818847656,,34.145301818847656,,,,34.145301818847656,34.145301818847656,,34.145301818847656,34.145301818847656,,34.145301818847656,34.145301818847656,34.145301818847656,34.145301818847656,34.145301818847656,34.145301818847656,,34.145301818847656
,1999-05-27 23:00:00,24.5,24.5,24.5,24.5,24.5,,24.5,,,,24.5,24.5,,24.5,24.5,,24.5,24.5,24.5,24.5,24.5,24.5,,24.5
,1999-05-28 00:00:00,21.99679946899414,21.99679946899414,21.99679946899414,21.99679946899414,21.99679946899414,,21.99679946899414,,,,21.99679946899414,21.99679946899414,,21.99679946899414,21.99679946899414,,21.99679946899414,,21.99679946899414,21.99679946899414,21.99679946899414,21.99679946899414,,21.99679946899414
,1999-05-28 01:00:00,12.998900413513184,12.998900413513184,12.998900413513184,12.998900413513184,12.998900413513184,,12.998900413513184,,,,12.998900413513184,12.998900413513184,,,12.998900413513184,,12.998900413513184,,12.998900413513184,12.998900413513184,12.998900413513184,12.998900413513184,,12.998900413513184
,1999-05-28 02:00:00,9.994500160217285,9.994500160217285,9.994500160217285,9.994500160217285,9.994500160217285,,9.994500160217285,,,,9.994500160217285,9.994500160217285,,,9.994500160217285,,9.994500160217285,,9.994500160217285,9.994500160217285,9.994500160217285,9.994500160217285,,9.994500160217285
,1999-05-28 03:00:00,4.998300075531006,4.998300075531006,4.998300075531006,4.998300075531006,4.998300075531006,,4.998300075531006,,,,4.998300075531006,4.998300075531006,,,4.998300075531006,,4.998300075531006,,4.998300075531006,4.998300075531006,4.998300075531006,4.998300075531006,,4.998300075531006
,1999-05-28 04:00:00,4.996600151062012,4.996600151062012,4.996600151062012,4.996600151062012,4.996600151062012,,4.996600151062012,,,,4.996600151062012,4.996600151062012,,,4.996600151062012,,4.996600151062012,,4.996600151062012,4.996600151062012,4.996600151062012,4.996600151062012,,4.996600151062012
,1999-05-28 05:00:00,5.08519983291626,5.08519983291626,5.08519983291626,5.08519983291626,5.08519983291626,,5.08519983291626,,,,5.08519983291626,5.08519983291626,,,5.08519983291626,,5.08519983291626,,5.08519983291626,5.08519983291626,5.08519983291626,5.08519983291626,,5.08519983291626
,1999-05-28 06:00:00,12.951000213623047,12.951000213623047,12.951000213623047,12.951000213623047,12.951000213623047,,12.951000213623047,,,,12.951000213623047,12.951000213623047,,,12.951000213623047,,12.951000213623047,,12.951000213623047,12.951000213623047,12.951000213623047,12.951000213623047,,12.951000213623047
,1999-05-28 07:00:00,18.997499465942383,18.997499465942383,18.997499465942383,18.997499465942383,18.997499465942383,,18.997499465942383,,,,18.997499465942383,18.997499465942383,,,18.997499465942383,,18.997499465942383,,18.997499465942383,18.997499465942383,18.997499465942383,18.997499465942383,,18.997499465942383
,1999-05-28 08:00:00,26.92169952392578,26.92169952392578,26.92169952392578,26.92169952392578,26.92169952392578,,26.92169952392578,,,,26.92169952392578,26.92169952392578,,,26.92169952392578,,26.92169952392578,,26.92169952392578,26.92169952392578,26.92169952392578,26.92169952392578,,26.92169952392578
,1999-05-28 09:00:00,27.99340057373047,27.99340057373047,27.99340057373047,27.99340057373047,27.99340057373047,,27.99340057373047,,,,27.99340057373047,27.99340057373047,,,27.99340057373047,,27.99340057373047,27.99340057373047,27.99340057373047,27.99340057373047,27.99340057373047,27.99340057373047,,27.99340057373047
,1999-05-28 10:00:00,29.20050048828125,29.20050048828125,29.20050048828125,29.20050048828125,29.20050048828125,,29.20050048828125,,,,29.20050048828125,29.20050048828125,,,29.20050048828125,,29.20050048828125,29.20050048828125,29.20050048828125,29.20050048828125,29.20050048828125,29.20050048828125,,29.20050048828125
,1999-05-28 11:00:00,34.0099983215332,34.0099983215332,34.0099983215332,34.0099983215332,34.0099983215332,,34.0099983215332,,,,34.0099983215332,34.0099983215332,,34.0099983215332,34.0099983215332,,34.0099983215332,34.0099983215332,33.97999954223633,34.0099983215332,34.0099983215332,34.0099983215332,,34.0099983215332
,1999-05-28 12:00:00,34.619998931884766,34.619998931884766,34.619998931884766,34.619998931884766,34.619998931884766,,34.619998931884766,,,,34.619998931884766,34.619998931884766,,34.619998931884766,34.619998931884766,,34.619998931884766,34.619998931884766,34.59000015258789,34.619998931884766,34.619998931884766,34.619998931884766,,34.619998931884766
,1999-05-28 13:00:00,34.810001373291016,34.810001373291016,34.810001373291016,34.810001373291016,34.810001373291016,,34.810001373291016,,,,34.810001373291016,34.810001373291016,,34.810001373291016,34.810001373291016,,34.810001373291016,34.810001373291016,34.779998779296875,34.810001373291016,34.810001373291016,34.810001373291016,,34.810001373291016
,1999-05-28 14:00:00,42,42,42,42,42,,42,,,,42,42,,42,42,,42,42,41.97999954223633,42,42,42,,42
,1999-05-28 15:00:00,40.88999938964844,40.88999938964844,40.88999938964844,40.88999938964844,40.88999938964844,,40.88999938964844,,,,40.88999938964844,40.88999938964844,,40.88999938964844,40.88999938964844,,40.88999938964844,40.88999938964844,40.84000015258789,40.88999938964844,40.88999938964844,40.88999938964844,,40.88999938964844
,1999-05-28 16:00:00,40.0099983215332,40.0099983215332,40.0099983215332,40.0099983215332,40.0099983215332,,40.0099983215332,,,,40.0099983215332,40.0099983215332,,40.0099983215332,40.0099983215332,,40.0099983215332,40.0099983215332,39.97999954223633,40.0099983215332,40.0099983215332,40.0099983215332,,40.0099983215332
,1999-05-28 17:00:00,35,35,35,35,35,,35,,,,35,35,,35,35,,35,35,34.779998779296875,35,35,35,,35
,1999-05-28 18:00:00,23.989999771118164,31,31,31,31,,31,,,,31,31,,31,31,,31,31,31,31,31,31,,31
,1999-05-28 19:00:00,23.989999771118164,29.989999771118164,29.989999771118164,29.989999771118164,29.989999771118164,,29.989999771118164,,,,29.989999771118164,29.989999771118164,,29.989999771118164,29.989999771118164,,29.989999771118164,29.989999771118164,29.989999771118164,29.989999771118164,29.989999771118164,29.989999771118164,,29.989999771118164
,1999-05-28 20:00:00,28.637300491333008,28.637300491333008,28.637300491333008,28.637300491333008,28.637300491333008,,28.637300491333008,,,,28.637300491333008,28.637300491333008,,28.637300491333008,28.637300491333008,,28.637300491333008,28.637300491333008,28.637300491333008,28.637300491333008,28.637300491333008,28.637300491333008,,28.637300491333008
,1999-05-28 21:00:00,31.992399215698242,31.992399215698242,31.992399215698242,31.992399215698242,31.992399215698242,,31.992399215698242,,,,31.992399215698242,31.992399215698242,,31.992399215698242,31.992399215698242,,31.992399215698242,31.992399215698242,31.992399215698242,31.992399215698242,31.992399215698242,31.992399215698242,,31.992399215698242
,1999-05-28 22:00:00,20.989999771118164,27.989999771118164,27.989999771118164,27.989999771118164,27.989999771118164,,27.989999771118164,,,,27.989999771118164,27.989999771118164,,27.989999771118164,27.989999771118164,,27.989999771118164,27.989999771118164,27.989999771118164,27.989999771118164,27.989999771118164,27.989999771118164,,27.989999771118164
,1999-05-28 23:00:00,21,23,23,23,23,,23,,,,23,23,,23,23,,23,23,23,23,23,23,,23
,1999-05-29 00:00:00,14.489999771118164,18,18,18,18,,18,,,,18,18,,,18,,18,18,18,18,18,18,,18
,1999-05-29 01:00:00,11.992300033569336,11.992300033569336,11.992300033569336,11.992300033569336,11.992300033569336,,11.992300033569336,,,,11.992300033569336,11.992300033569336,,,11.992300033569336,,11.992300033569336,11.992300033569336,11.992300033569336,11.992300033569336,11.992300033569336,11.992300033569336,,11.992300033569336
,1999-05-29 02:00:00,4.939599990844727,4.939599990844727,4.939599990844727,4.939599990844727,4.939599990844727,,4.939599990844727,,,,4.939599990844727,4.939599990844727,,,4.939599990844727,,4.939599990844727,,4.939599990844727,4.939599990844727,4.939599990844727,4.939599990844727,,4.939599990844727
,1999-05-29 03:00:00,1.0063999891281128,1.0063999891281128,1.0063999891281128,1.0063999891281128,1.0063999891281128,,1.0063999891281128,,,,1.0063999891281128,1.0063999891281128,,,1.0063999891281128,,1.0063999891281128,,1.0063999891281128,1.0063999891281128,1.0063999891281128,1.0063999891281128,,1.0063999891281128
,1999-05-29 04:00:00,0.05829999968409538,0.05829999968409538,0.05829999968409538,0.05829999968409538,0.05829999968409538,,0.05829999968409538,,,,0.05829999968409538,0.05829999968409538,,,0.05829999968409538,,0.05829999968409538,,0.05829999968409538,0.05829999968409538,0.05829999968409538,0.05829999968409538,,0.05829999968409538
