| Operationally Available Capacity |,  download,  query,,,,,,,,,
,,,,,,,,,,,
Effective Dt,Loc Desc,Old Loc Code,Region,Cap MCF,Prelim,Prelim Est,Final,Final Est,Flow,Disp,Intr
2000-01-27 00:00:00,125915,DPHBAYVU,KEYSTONE,3000,1,2999,,,D,,Y
2000-01-27 00:00:00,125914,DPHCRAFL,KEYSTONE,5000,0,5000,,,D,,Y
2000-01-27 00:00:00,125943,DPHGAINS,KEYSTONE,5000,791,4209,,,D,,N
2000-01-27 00:00:00,125916,DPHIL311,KEYSTONE,1000,0,1000,,,D,,Y
2000-01-27 00:00:00,125945,DPHILGLD,KEYSTONE,500,86,414,,,D,,Y
2000-01-27 00:00:00,125953,DPHILMID,KEYSTONE,1000,1,999,,,D,,Y
2000-01-27 00:00:00,125922,DPHILSUT,KEYSTONE,1000,243,757,,,D,,Y
2000-01-27 00:00:00,26492,DRAM MID,KEYSTONE,1500,294,1206,,,D,,N
2000-01-27 00:00:00,38753,DRAMSEY,KEYSTONE,2500,0,2500,,,D,,N
2000-01-27 00:00:00,125951,DREVSGNS,KEYSTONE,100,0,100,,,D,,Y
2000-01-27 00:00:00,125999,DSPURSNY,KEYSTONE,1500,266,1234,,,D,,N
2000-01-27 00:00:00,126008,DSUG KWX,KEYSTONE,5000,2316,2684,,,D,,N
2000-01-27 00:00:00,216778,DSUG UPT,KEYSTONE,1100,385,715,,,D,,N
2000-01-27 00:00:00,125911,DSUN MID,KEYSTONE,4500,46,4454,,,D,,Y
2000-01-27 00:00:00,216765,DTEX JAL,KEYSTONE,1000,0,1000,,,D,,N
2000-01-27 00:00:00,125865,DWARNJAL,KEYSTONE,2500,0,2500,,,D,,N
2000-01-27 00:00:00,126005,DWILSDEL,KEYSTONE,2900,1741,1159,,,D,,Y
2000-01-27 00:00:00,243005,DWILSDL1,KEYSTONE,1200,965,235,,,D,,Y
2000-01-27 00:00:00,216783,DWSTRGLD,KEYSTONE,1600,792,808,,,D,,N
2000-01-27 00:00:00,216784,DWSTRJAL,KEYSTONE,5000,813,4187,,,D,,N
2000-01-27 00:00:00,126013,DWSTRKEY,KEYSTONE,1000,0,1000,,,D,,N
2000-01-27 00:00:00,216786,DWSTRMID,KEYSTONE,1000,809,191,,,D,,N
2000-01-27 00:00:00,216788,DWSTRSNY,KEYSTONE,25000,789,24211,,,D,,N
2000-01-27 00:00:00,216789,DWSTRSUT,KEYSTONE,1500,794,706,,,D,,N
2000-01-27 00:00:00,125949,DWTG GLD,KEYSTONE,1000,0,1000,,,D,,N
2000-01-27 00:00:00,216792,DWTG JAL,KEYSTONE,5000,0,5000,,,D,,N
2000-01-27 00:00:00,126012,DWTG KWX,KEYSTONE,500,0,500,,,D,,N
2000-01-27 00:00:00,126001,DWTG SNY,KEYSTONE,1000,0,1000,,,D,,N
2000-01-27 00:00:00,125998,DWTG SON,KEYSTONE,500,0,500,,,D,,N
2000-01-27 00:00:00,126011,DWTG UPT,KEYSTONE,500,0,500,,,D,,N
2000-01-27 00:00:00,196031,DWTGFUEL,KEYSTONE,5000,788,4212,,,D,,Y
2000-01-27 00:00:00,225306,EFORDUNT,KEYSTONE,500,75,425,,,D,,Y
2000-01-27 00:00:00,39417,IARCOMID,KEYSTONE,2000,936,1064,,,D,,Y
2000-01-27 00:00:00,80725,IBIGSPRG,KEYSTONE,26000,11811,14189,,,D,,Y
2000-01-27 00:00:00,37226,ICABHOBS,KEYSTONE,46000,20409,25591,,,D,,Y
2000-01-27 00:00:00,37272,IFRANKLN,KEYSTONE,145000,68204,76796,,,D,,N
2000-01-27 00:00:00,14508,IGCNMMON,KEYSTONE,30000,0,30000,,,D,,N
2000-01-27 00:00:00,151517,IGRAMARI,KEYSTONE,50000,0,50000,,,D,,N
2000-01-27 00:00:00,125919,IMOSS X,KEYSTONE,40000,0,40000,,,D,Y,N
2000-01-27 00:00:00,125919,IMOSS X,KEYSTONE,0,0,0,,,R,Y,N
2000-01-27 00:00:00,38932,IPHLEE,KEYSTONE,5000,0,5000,,,D,,N
2000-01-27 00:00:00,217764,IRIOPECO,KEYSTONE,35000,4608,30392,,,D,,Y
2000-01-27 00:00:00,36917,ITEXHARV,KEYSTONE,40000,0,40000,,,D,Y,N
2000-01-27 00:00:00,36917,ITEXHARV,KEYSTONE,0,0,0,,,R,Y,N
2000-01-27 00:00:00,125864,ITXGROBE,KEYSTONE,500,188,312,,,D,,Y
2000-01-27 00:00:00,125980,IW41-037,KEYSTONE,40000,4935,35065,,,D,,N
2000-01-27 00:00:00,125939,IW41-130,KEYSTONE,20000,796,19204,,,D,,N
2000-01-27 00:00:00,126015,DAMOCDIS,PLAINS,10000,343,9657,,,D,,Y
2000-01-27 00:00:00,135680,DAMSLAFL,PLAINS,1000,0,1000,,,D,,N
2000-01-27 00:00:00,10306,DARCODIS,PLAINS,11500,297,11203,,,D,,Y
2000-01-27 00:00:00,125988,DCOOPFAR,PLAINS,1500,12,1488,,,D,,N
2000-01-27 00:00:00,179362,DCORNELL,PLAINS,5000,0,5000,,,D,,N
2000-01-27 00:00:00,25664,DDUMSDIN,PLAINS,12750,0,12750,,,D,,N
2000-01-27 00:00:00,25453,DGCNMFAR,PLAINS,40200,7266,32934,,,D,,N
2000-01-27 00:00:00,126014,DGGSIDIN,PLAINS,5650,91,5559,,,D,,Y
2000-01-27 00:00:00,14518,DGULFSJX,PLAINS,1500,524,976,,,D,,Y
2000-01-27 00:00:00,135732,DLEVELND,PLAINS,46000,0,46000,,,D,,N
2000-01-27 00:00:00,23370,DMORTDIS,PLAINS,3500,421,3079,,,D,,N
2000-01-27 00:00:00,125909,DOXY DIS,PLAINS,10000,498,9502,,,D,,Y
2000-01-27 00:00:00,122804,DPHBORGR,PLAINS,3000,0,3000,,,D,,N
2000-01-27 00:00:00,126024,DPLNSDIS,PLAINS,3000,472,2528,,,D,,N
2000-01-27 00:00:00,125970,DPLTXDIS,PLAINS,50000,13180,36820,,,D,,Y
2000-01-27 00:00:00,38862,DPRINTIC,PLAINS,5000,29,4971,,,D,,Y
2000-01-27 00:00:00,126028,DSHELSJX,PLAINS,7900,298,7602,,,D,,Y
2000-01-27 00:00:00,125907,DSUNDOWN,PLAINS,1000,299,701,,,D,,Y
2000-01-27 00:00:00,216779,DTRI FAR,PLAINS,1700,793,907,,,D,,N
2000-01-27 00:00:00,223381,DUCRIP,PLAINS,13300,5903,7397,,,R,,Y
2000-01-27 00:00:00,23379,DWHITDIS,PLAINS,1700,139,1561,,,D,,N
2000-01-27 00:00:00,216780,DWSTRDIN,PLAINS,70000,4994,65006,,,D,,Y
2000-01-27 00:00:00,216781,DWSTRDIS,PLAINS,70000,793,69207,,,D,,N
2000-01-27 00:00:00,216782,DWSTRFAR,PLAINS,5000,793,4207,,,D,,N
2000-01-27 00:00:00,216787,DWSTRSJX,PLAINS,3000,792,2208,,,D,,N
2000-01-27 00:00:00,216791,DWTG DIS,PLAINS,5000,925,4075,,,D,,N
2000-01-27 00:00:00,199366,DWTG FAR,PLAINS,5000,426,4574,,,D,,N
2000-01-27 00:00:00,38636,IAMSLAUG,PLAINS,10000,1672,8328,,,R,,Y
2000-01-27 00:00:00,125235,IBAGLEY,PLAINS,3600,369,3231,,,R,,N
2000-01-27 00:00:00,72484,IBHPCHAV,PLAINS,5800,0,5800,,,R,,N
2000-01-27 00:00:00,55202,IBRNCHAV,PLAINS,2000,0,2000,,,R,,N
2000-01-27 00:00:00,117073,ICHAVS#1,PLAINS,2500,0,2500,,,R,,N
2000-01-27 00:00:00,37234,ICHAVS#2,PLAINS,7500,2432,5068,,,R,,N
2000-01-27 00:00:00,37235,ICHAVS#3,PLAINS,3000,982,2018,,,R,,N
2000-01-27 00:00:00,117089,ICHAVS#4,PLAINS,2000,0,2000,,,R,,N
2000-01-27 00:00:00,37241,IDENTON,PLAINS,4000,2327,1673,,,R,,N
2000-01-27 00:00:00,198177,IGCNMLSK,PLAINS,50000,6025,43975,,,D,,Y
2000-01-27 00:00:00,125192,IMCDONLD,PLAINS,3000,44,2956,,,R,,N
2000-01-27 00:00:00,125191,IMESCWOG,PLAINS,1,0,1,,,R,,N
2000-01-27 00:00:00,71624,IMEWLUSK,PLAINS,3000,0,3000,,,R,,N
2000-01-27 00:00:00,196041,IMLNCARL,PLAINS,60000,0,60000,,,R,,N
2000-01-27 00:00:00,234896,IMUSTANG,PLAINS,90000,0,90000,,,D,,N
2000-01-27 00:00:00,16953,INGPLUSK,PLAINS,5000,0,5000,,,R,,N
2000-01-27 00:00:00,16953,INGPLUSK,PLAINS,100000,595,99405,,,D,,Y
2000-01-27 00:00:00,27464,INN26PLA,PLAINS,256000,0,256000,,,R,Y,N
2000-01-27 00:00:00,27464,INN26PLA,PLAINS,0,0,0,,,D,Y,N
2000-01-27 00:00:00,68485,INN30PLA,PLAINS,315000,55645,259355,,,D,Y,Y
2000-01-27 00:00:00,68485,INN30PLA,PLAINS,55645,0,55645,,,R,Y,Y
2000-01-27 00:00:00,25449,IPARMER,PLAINS,15000,0,15000,,,R,Y,N
2000-01-27 00:00:00,25449,IPARMER,PLAINS,0,0,0,,,D,Y,N
2000-01-27 00:00:00,125867,IPHFUEL1,PLAINS,2000,0,2000,,,D,,N
2000-01-27 00:00:00,125195,ISHORE46,PLAINS,700,0,700,,,R,,N
2000-01-27 00:00:00,27469,IW40-043,PLAINS,75000,0,75000,,,R,,N
2000-01-27 00:00:00,27469,IW40-043,PLAINS,75000,69489,5511,,,D,,Y
2000-01-27 00:00:00,125985,IW41-039,PLAINS,50000,0,50000,,,D,Y,N
2000-01-27 00:00:00,125985,IW41-039,PLAINS,0,0,0,,,R,Y,N
2000-01-27 00:00:00,24199,IW41-056,PLAINS,51000,19301,31699,,,D,Y,N
2000-01-27 00:00:00,24199,IW41-056,PLAINS,19301,0,19301,,,R,Y,N
2000-01-27 00:00:00,37330,IWARSAUD,PLAINS,35000,13805,21195,,,R,,Y
2000-01-27 00:00:00,125189,IWHITE46,PLAINS,3800,377,3423,,,R,,N
2000-01-27 00:00:00,PLAINS,PLAINS,PLAINS,0,0,0,,,R,,N
2000-01-27 00:00:00,PLAINS N,PLAINS N,PLAINS N,353000,261014,91986,,,R,,N
2000-01-27 00:00:00,PLAINS S,PLAINS S,PLAINS S,450000,251434,198566,,,R,,N
2000-01-27 00:00:00,SAMALYUC,SAMALYUC,SAMALYUC,212000,123500,88500,,,R,,N
2000-01-27 00:00:00,SHAFER E,SHAFER E,SHAFER E,145000,60615,84385,,,R,,N
2000-01-27 00:00:00,SJ EAST,SJ EAST,SJ EAST,620000,620804,0,,,R,,N
2000-01-27 00:00:00,SJ TOTAL,SJ TOTAL,SJ TOTAL,2850000,2636641,213359,,,R,,N
2000-01-27 00:00:00,SJ WEST,SJ WEST,SJ WEST,2100000,1945136,154864,,,R,,N
2000-01-27 00:00:00,26929,DGRANROS,WAHA,600,0,600,,,D,,N
2000-01-27 00:00:00,198179,DHAMTORO,WAHA,2500,0,2500,,,D,,N
2000-01-27 00:00:00,198178,DLOCKRID,WAHA,2500,0,2500,,,D,,N
2000-01-27 00:00:00,196016,DTERFUEL,WAHA,1000,0,1000,,,D,,N
2000-01-27 00:00:00,217011,IDELHIW2,WAHA,50000,0,50000,,,D,,N
2000-01-27 00:00:00,151624,ILONEWA,WAHA,450000,124241,325759,,,D,,Y
2000-01-27 00:00:00,151617,IOASISWA,WAHA,350000,59101,290899,,,D,,Y
2000-01-27 00:00:00,38952,IPUCKETT,WAHA,5000,0,5000,,,D,,N
2000-01-27 00:00:00,152149,IVALEROW,WAHA,350000,121137,228863,,,D,,Y
2000-01-27 00:00:00,151612,IWESTARW,WAHA,190000,189999,1,,,D,Y,N
2000-01-27 00:00:00,151612,IWESTARW,WAHA,194905,4906,189999,,,R,Y,N
2000-01-27 00:00:00,225125,WTGREEVS,WAHA,10000,1729,8271,,,D,,Y
2000-01-27 00:00:00,25755,IDELHIWA,WAHA W,115000,264,114736,,,R,Y,N
2000-01-27 00:00:00,25755,IDELHIWA,WAHA W,264,0,264,,,D,Y,N
2000-01-27 00:00:00,151624,ILONEWA,WAHA W,50000,0,50000,,,R,,N
2000-01-27 00:00:00,187908,IMLTERPK,WAHA W,5000,2754,2246,,,R,,N
2000-01-27 00:00:00,187919,IMLWAHA,WAHA W,230000,181427,48573,,,R,,Y
2000-01-27 00:00:00,38953,IMOBILCO,WAHA W,225000,648,224352,,,R,Y,N
2000-01-27 00:00:00,38953,IMOBILCO,WAHA W,648,0,648,,,D,Y,N
2000-01-27 00:00:00,81035,IMOBILWA,WAHA W,75000,0,75000,,,R,Y,N
2000-01-27 00:00:00,81035,IMOBILWA,WAHA W,0,0,0,,,D,Y,N
2000-01-27 00:00:00,68517,INNWAHA,WAHA W,240000,0,240000,,,R,Y,N
2000-01-27 00:00:00,68517,INNWAHA,WAHA W,0,0,0,,,D,Y,N
2000-01-27 00:00:00,151617,IOASISWA,WAHA W,350000,0,350000,,,R,,N
2000-01-27 00:00:00,38952,IPUCKETT,WAHA W,50000,37144,12856,,,R,,N
2000-01-27 00:00:00,196052,ITER-PUK,WAHA W,3000,0,3000,,,R,,N
2000-01-27 00:00:00,55152,ITERRELL,WAHA W,150000,35947,114053,,,R,,N
2000-01-27 00:00:00,152149,IVALEROW,WAHA W,350000,0,350000,,,R,,N
2000-01-27 00:00:00,55153,IYUCBUTE,WAHA W,4000,3193,807,,,R,,N
2000-01-27 00:00:00,WAHA W,WAHA W,WAHA W,700000,0,700000,,,R,,N
 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved, 442 row(s) retrieved
