,,,,,
Entity,Entity,Entity,Attribute,Attribute,Attribute
CUSTOMER_ACCOUNT,"Each row in this dimension represents the association of a BILLING_CUSTOMER's PHYSICAL_LOCATION with a MASTER_SERVICE.  e.g. a physical location receiving the gas commodity.  Once this entity begins to be used to track history, the same physical location / commodity association may appear in multiple rows (e.g. representing when attributes about the assoication change).  However, at any point in time, one and only one row for an association will be valid.  The row which is valid at a point in time can be determined by the rows' EFFECTIVE_DATE and TERMINATION_DATE.","History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the CUSTOMER_ACCOUNT.  This will be required because once history is supported, each row in the CUSTOMER_ACCOUNT dimension (and hence the CUSTOMER_ACCOUNT) will represent a snapshot of a CUSTOMER_ACCOUNT over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",INVOICING_DAY,"When this customer is invoiced (every Wed, on the fourth, etc)",
CUSTOMER_ACCOUNT,"Each row in this dimension represents the association of a BILLING_CUSTOMER's PHYSICAL_LOCATION with a MASTER_SERVICE.  e.g. a physical location receiving the gas commodity.  Once this entity begins to be used to track history, the same physical location / commodity association may appear in multiple rows (e.g. representing when attributes about the assoication change).  However, at any point in time, one and only one row for an association will be valid.  The row which is valid at a point in time can be determined by the rows' EFFECTIVE_DATE and TERMINATION_DATE.","History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the CUSTOMER_ACCOUNT.  This will be required because once history is supported, each row in the CUSTOMER_ACCOUNT dimension (and hence the CUSTOMER_ACCOUNT) will represent a snapshot of a CUSTOMER_ACCOUNT over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",SUPPLIER_KEY,The SUPPLIER responsible for providing the MASTER_SERVICE to the BILLING_CUSTOMER'S PHYSICAL_LOCATION,
CUSTOMER_ACCOUNT,"Each row in this dimension represents the association of a BILLING_CUSTOMER's PHYSICAL_LOCATION with a MASTER_SERVICE.  e.g. a physical location receiving the gas commodity.  Once this entity begins to be used to track history, the same physical location / commodity association may appear in multiple rows (e.g. representing when attributes about the assoication change).  However, at any point in time, one and only one row for an association will be valid.  The row which is valid at a point in time can be determined by the rows' EFFECTIVE_DATE and TERMINATION_DATE.","History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the CUSTOMER_ACCOUNT.  This will be required because once history is supported, each row in the CUSTOMER_ACCOUNT dimension (and hence the CUSTOMER_ACCOUNT) will represent a snapshot of a CUSTOMER_ACCOUNT over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",SUPPLIER_ACCOUNT_ID,The SUPPLIER's unique identifier of the CUSTOMER_ACCOUNT,
CUSTOMER_ACCOUNT,"Each row in this dimension represents the association of a BILLING_CUSTOMER's PHYSICAL_LOCATION with a MASTER_SERVICE.  e.g. a physical location receiving the gas commodity.  Once this entity begins to be used to track history, the same physical location / commodity association may appear in multiple rows (e.g. representing when attributes about the assoication change).  However, at any point in time, one and only one row for an association will be valid.  The row which is valid at a point in time can be determined by the rows' EFFECTIVE_DATE and TERMINATION_DATE.","History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the CUSTOMER_ACCOUNT.  This will be required because once history is supported, each row in the CUSTOMER_ACCOUNT dimension (and hence the CUSTOMER_ACCOUNT) will represent a snapshot of a CUSTOMER_ACCOUNT over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",START_DATE,,
CUSTOMER_ACCOUNT,"Each row in this dimension represents the association of a BILLING_CUSTOMER's PHYSICAL_LOCATION with a MASTER_SERVICE.  e.g. a physical location receiving the gas commodity.  Once this entity begins to be used to track history, the same physical location / commodity association may appear in multiple rows (e.g. representing when attributes about the assoication change).  However, at any point in time, one and only one row for an association will be valid.  The row which is valid at a point in time can be determined by the rows' EFFECTIVE_DATE and TERMINATION_DATE.","History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the CUSTOMER_ACCOUNT.  This will be required because once history is supported, each row in the CUSTOMER_ACCOUNT dimension (and hence the CUSTOMER_ACCOUNT) will represent a snapshot of a CUSTOMER_ACCOUNT over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",END_DATE,,
CUSTOMER_ACCOUNT,"Each row in this dimension represents the association of a BILLING_CUSTOMER's PHYSICAL_LOCATION with a MASTER_SERVICE.  e.g. a physical location receiving the gas commodity.  Once this entity begins to be used to track history, the same physical location / commodity association may appear in multiple rows (e.g. representing when attributes about the assoication change).  However, at any point in time, one and only one row for an association will be valid.  The row which is valid at a point in time can be determined by the rows' EFFECTIVE_DATE and TERMINATION_DATE.","History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the CUSTOMER_ACCOUNT.  This will be required because once history is supported, each row in the CUSTOMER_ACCOUNT dimension (and hence the CUSTOMER_ACCOUNT) will represent a snapshot of a CUSTOMER_ACCOUNT over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",EFFECTIVE_DATE,"The EFFECTIVE_DATE & TERMINATION_DATEs are used to track history on a PHYSICAL_LOCATION.    When a field, on which history is being tracked, changes a new row is created in the PHYSICAL_LOCATION table containing the new state of the field.  The first rows' TERMINATION_DATE will be set to one day prior to the EFFECTIVE_DATE of the new row.",
CUSTOMER_ACCOUNT,"Each row in this dimension represents the association of a BILLING_CUSTOMER's PHYSICAL_LOCATION with a MASTER_SERVICE.  e.g. a physical location receiving the gas commodity.  Once this entity begins to be used to track history, the same physical location / commodity association may appear in multiple rows (e.g. representing when attributes about the assoication change).  However, at any point in time, one and only one row for an association will be valid.  The row which is valid at a point in time can be determined by the rows' EFFECTIVE_DATE and TERMINATION_DATE.","History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the CUSTOMER_ACCOUNT.  This will be required because once history is supported, each row in the CUSTOMER_ACCOUNT dimension (and hence the CUSTOMER_ACCOUNT) will represent a snapshot of a CUSTOMER_ACCOUNT over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",TERMINATION_DATE,"The EFFECTIVE_DATE & TERMINATION_DATEs are used to track history on a PHYSICAL_LOCATION.    When a field, on which history is being tracked, changes a new row is created in the PHYSICAL_LOCATION table containing the new state of the field.  The first rows' TERMINATION_DATE will be set to one day prior to the EFFECTIVE_DATE of the new row.",
CUSTOMER_ACCOUNT,"Each row in this dimension represents the association of a BILLING_CUSTOMER's PHYSICAL_LOCATION with a MASTER_SERVICE.  e.g. a physical location receiving the gas commodity.  Once this entity begins to be used to track history, the same physical location / commodity association may appear in multiple rows (e.g. representing when attributes about the assoication change).  However, at any point in time, one and only one row for an association will be valid.  The row which is valid at a point in time can be determined by the rows' EFFECTIVE_DATE and TERMINATION_DATE.","History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the CUSTOMER_ACCOUNT.  This will be required because once history is supported, each row in the CUSTOMER_ACCOUNT dimension (and hence the CUSTOMER_ACCOUNT) will represent a snapshot of a CUSTOMER_ACCOUNT over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",JOB_KEY,The job that created the row,
CUSTOMER_ACCOUNT,"Each row in this dimension represents the association of a BILLING_CUSTOMER's PHYSICAL_LOCATION with a MASTER_SERVICE.  e.g. a physical location receiving the gas commodity.  Once this entity begins to be used to track history, the same physical location / commodity association may appear in multiple rows (e.g. representing when attributes about the assoication change).  However, at any point in time, one and only one row for an association will be valid.  The row which is valid at a point in time can be determined by the rows' EFFECTIVE_DATE and TERMINATION_DATE.","History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the CUSTOMER_ACCOUNT.  This will be required because once history is supported, each row in the CUSTOMER_ACCOUNT dimension (and hence the CUSTOMER_ACCOUNT) will represent a snapshot of a CUSTOMER_ACCOUNT over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",UPDATE_JOB_KEY,The job that updated the row,
CUSTOMER_TYPE,"e.g. Industrial, Commercial, Residential, TEM, Agriculture, Wholesale, etc.",,CUSTOMER_TYPE_KEY,The data warehouse's unique identifier of a CUSTOMER_TYPE,
CUSTOMER_TYPE,"e.g. Industrial, Commercial, Residential, TEM, Agriculture, Wholesale, etc.",,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM which created and/or updated the row,
CUSTOMER_TYPE,"e.g. Industrial, Commercial, Residential, TEM, Agriculture, Wholesale, etc.",,CUSTOMER_TYPE_NAME,The name of the CUSTOMER_TYPE,
CUSTOMER_TYPE,"e.g. Industrial, Commercial, Residential, TEM, Agriculture, Wholesale, etc.",,JOB_KEY,The job which created the row,
CUSTOMER_TYPE,"e.g. Industrial, Commercial, Residential, TEM, Agriculture, Wholesale, etc.",,UPDATE_JOB_KEY,The job which updated the row,
DAY,"A calandar DAY.    Each DAY will be identified by its date.  Each DAY will be associated with its calandar month, quarter and year.",,EVENT_DATE,Date of DAY,
DAY,"A calandar DAY.    Each DAY will be identified by its date.  Each DAY will be associated with its calandar month, quarter and year.",,YEAR_CODE,The four digit year of that the DAY belongs to.,
DAY,"A calandar DAY.    Each DAY will be identified by its date.  Each DAY will be associated with its calandar month, quarter and year.",,QUARTER_CODE,Calender Quarter that the DAY belongs to  Possible Values:  1 - January to March 2 - April to May 3 - June to August 4 - September to December,
DAY,"A calandar DAY.    Each DAY will be identified by its date.  Each DAY will be associated with its calandar month, quarter and year.",,MONTH_CODE,The number of the month that the DAY belongs to.  e.g. 7 for July.,
DAY,"A calandar DAY.    Each DAY will be identified by its date.  Each DAY will be associated with its calandar month, quarter and year.",,DAY_CODE,"The day of the month, ie the 12th.",
DAY,"A calandar DAY.    Each DAY will be identified by its date.  Each DAY will be associated with its calandar month, quarter and year.",,JOB_KEY,The Job which created the row.,
DAY,"A calandar DAY.    Each DAY will be identified by its date.  Each DAY will be associated with its calandar month, quarter and year.",,UPDATE_JOB_KEY,The job which updated the row.,
DEV14,,,DUMMY,,
DOLLARS_TYPE,"Indicates whether the dollars of the LINE_FACT represents financially impacting dollars or display only non-financially impacting dollars.  If the LINE_FACT contains non-financially impacting dollars, the dollars will exist in the NON_FINANCIAL_DOLLARS column so they will not be mingled with actual dollars that were posted against a GL_ACCOUNT.",,DOLLARS_TYPE_KEY,The data warehouse's key indicating the type of dollars represented in the line item,This column will be populated with V6 of the data model.
DOLLARS_TYPE,"Indicates whether the dollars of the LINE_FACT represents financially impacting dollars or display only non-financially impacting dollars.  If the LINE_FACT contains non-financially impacting dollars, the dollars will exist in the NON_FINANCIAL_DOLLARS column so they will not be mingled with actual dollars that were posted against a GL_ACCOUNT.",,DOLLARS_TYPE_NAME,The name of the DOLLARS_TYPE  Possible Values: 1 = 'Financial Dollars' 2 = 'Non-Financial Dollars',This column will be populated with V6 of the data model.
EVERGREEN_INDICATOR,Indicates whether the some percentage of the MASTER_SERVICE consumed by the CUSTOMER_ACCOUNT will be sourced from renewable energy sources.,,EVERGREEN_INDICATOR_KEY,The data warehouse's code indicating the Evergreen Status of the CUSTOMER_ACCOUNT,
EVERGREEN_INDICATOR,Indicates whether the some percentage of the MASTER_SERVICE consumed by the CUSTOMER_ACCOUNT will be sourced from renewable energy sources.,,EVERGREEN_INDICATOR_DESCRIPTIO,Description of the EVERGREEN_KEY,
EVERGREEN_INDICATOR,Indicates whether the some percentage of the MASTER_SERVICE consumed by the CUSTOMER_ACCOUNT will be sourced from renewable energy sources.,,JOB_KEY,The job which created the row,
EVERGREEN_INDICATOR,Indicates whether the some percentage of the MASTER_SERVICE consumed by the CUSTOMER_ACCOUNT will be sourced from renewable energy sources.,,UPDATE_JOB_KEY,The job which updated the row,
GCP,"Global Counterparty (GCP)  An Enron Customer with whom Enron has a contract with to provide one or more MASTER_SERVICES to one or more PHYSICAL_LOCATIONS.    A GCP may be the parent of one or more BILLING_CUSTOMERs.  In fact, the GCP is the mechanism, which is used by Enron, to identify which  BILLING_CUSTOMERs across SOURCE_SYSTEMs are actually the same customer.",This table will be populated in V7 of the data model.,GCP_KEY,The data warehouse's unique identifier for the GCP.,
GCP,"Global Counterparty (GCP)  An Enron Customer with whom Enron has a contract with to provide one or more MASTER_SERVICES to one or more PHYSICAL_LOCATIONS.    A GCP may be the parent of one or more BILLING_CUSTOMERs.  In fact, the GCP is the mechanism, which is used by Enron, to identify which  BILLING_CUSTOMERs across SOURCE_SYSTEMs are actually the same customer.",This table will be populated in V7 of the data model.,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM which created and/or updated the row,
GCP,"Global Counterparty (GCP)  An Enron Customer with whom Enron has a contract with to provide one or more MASTER_SERVICES to one or more PHYSICAL_LOCATIONS.    A GCP may be the parent of one or more BILLING_CUSTOMERs.  In fact, the GCP is the mechanism, which is used by Enron, to identify which  BILLING_CUSTOMERs across SOURCE_SYSTEMs are actually the same customer.",This table will be populated in V7 of the data model.,SOURCE_SYSTEM_ID,The SOURCE_SYSTEM's unique identifier for the GCP,
GCP,"Global Counterparty (GCP)  An Enron Customer with whom Enron has a contract with to provide one or more MASTER_SERVICES to one or more PHYSICAL_LOCATIONS.    A GCP may be the parent of one or more BILLING_CUSTOMERs.  In fact, the GCP is the mechanism, which is used by Enron, to identify which  BILLING_CUSTOMERs across SOURCE_SYSTEMs are actually the same customer.",This table will be populated in V7 of the data model.,GCP_NAME,The name of the GCP,
GCP,"Global Counterparty (GCP)  An Enron Customer with whom Enron has a contract with to provide one or more MASTER_SERVICES to one or more PHYSICAL_LOCATIONS.    A GCP may be the parent of one or more BILLING_CUSTOMERs.  In fact, the GCP is the mechanism, which is used by Enron, to identify which  BILLING_CUSTOMERs across SOURCE_SYSTEMs are actually the same customer.",This table will be populated in V7 of the data model.,JOB_KEY,The job which created the row,
GL_ACCOUNT,This entity contains a master list of financial accounts against which business transactions are posted.,,GL_ACCOUNT_KEY,The data warehouse unique identifier for a GL account,
GL_ACCOUNT,This entity contains a master list of financial accounts against which business transactions are posted.,,SOURCE_SYSTEM_KEY,A reference to the SOURCE_SYSTEM from which the row came from,
GL_ACCOUNT,This entity contains a master list of financial accounts against which business transactions are posted.,,SOURCE_SYSTEM_ID,The SOURCE_SYSTEM'S identifier for the GL account.  This may be the same as the actual GL_ACCOUNT_CODE.,
GL_ACCOUNT,This entity contains a master list of financial accounts against which business transactions are posted.,,GL_ACCOUNT_CODE,The SOURCE_SYSTEM'S code representation of a GL account.,
GL_ACCOUNT,This entity contains a master list of financial accounts against which business transactions are posted.,,GL_ACCOUNT_NAME,"The name of a GL account.  e.g. 'Power Sales', 'LDC Pass Thru', etc.",
GL_ACCOUNT,This entity contains a master list of financial accounts against which business transactions are posted.,,UPDATE_JOB_KEY,The job that updated the row,
GL_ACCOUNT,This entity contains a master list of financial accounts against which business transactions are posted.,,JOB_KEY,The job that created the row,
INVOICE,"An INVOICE represents an invoice sent by ENRON to a BIILLING_CUSTOMER's INVOICING_GROUP.  In other words, it represents a customer's liability to ENRON.  The DOLLARS_TYPE attribute in the INVOICE_LINE_FACT indicates whether the liability has been posted to the Accounts Receivable subledger.",,INVOICE_KEY,The data warehouse's unique identifier for an INVOICE,
INVOICE,"An INVOICE represents an invoice sent by ENRON to a BIILLING_CUSTOMER's INVOICING_GROUP.  In other words, it represents a customer's liability to ENRON.  The DOLLARS_TYPE attribute in the INVOICE_LINE_FACT indicates whether the liability has been posted to the Accounts Receivable subledger.",,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM from which the row was created and/or updated,
INVOICE,"An INVOICE represents an invoice sent by ENRON to a BIILLING_CUSTOMER's INVOICING_GROUP.  In other words, it represents a customer's liability to ENRON.  The DOLLARS_TYPE attribute in the INVOICE_LINE_FACT indicates whether the liability has been posted to the Accounts Receivable subledger.",,INVOICE_ID,The SOURCE_SYSTEM's identifier for the INVOICE,
INVOICE,"An INVOICE represents an invoice sent by ENRON to a BIILLING_CUSTOMER's INVOICING_GROUP.  In other words, it represents a customer's liability to ENRON.  The DOLLARS_TYPE attribute in the INVOICE_LINE_FACT indicates whether the liability has been posted to the Accounts Receivable subledger.",,SEND_DATE,"The date on which one or more INVOICE_LINE's were sent to the Accounts Receivable subledger, and booked (or the date that the billing system assumes the receivable is booked)",
INVOICE,"An INVOICE represents an invoice sent by ENRON to a BIILLING_CUSTOMER's INVOICING_GROUP.  In other words, it represents a customer's liability to ENRON.  The DOLLARS_TYPE attribute in the INVOICE_LINE_FACT indicates whether the liability has been posted to the Accounts Receivable subledger.",,DUE_DATE,The date by which PAYMENT for the INVOICE must be received by ENRON,
INVOICE,"An INVOICE represents an invoice sent by ENRON to a BIILLING_CUSTOMER's INVOICING_GROUP.  In other words, it represents a customer's liability to ENRON.  The DOLLARS_TYPE attribute in the INVOICE_LINE_FACT indicates whether the liability has been posted to the Accounts Receivable subledger.",,ISSUE_DATE,The date on which the INVOICE was created,
INVOICE,"An INVOICE represents an invoice sent by ENRON to a BIILLING_CUSTOMER's INVOICING_GROUP.  In other words, it represents a customer's liability to ENRON.  The DOLLARS_TYPE attribute in the INVOICE_LINE_FACT indicates whether the liability has been posted to the Accounts Receivable subledger.",,JOB_KEY,The job which created the row,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,INVOICE_LINE_FACT_KEY,The data warehouse's unique identifier for the INVOICE.,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,COMPANY_KEY,The data warehouse's unique identifier for an Enron book of accounts.,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,INVOICING_GROUP_KEY,The data warehouse's unique identifier for the INVOICING_GROUP,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,CUSTOMER_ACCOUNT_KEY,The data warehouse's unique identifier of a CUSTOMER_ACCOUNT,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,SUPPLIER_KEY_TRANSDIST,The data warehouse unique identifier for a SUPPLIER.,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,GL_ACCOUNT_KEY_BILLING,The data warehouse unique identifier for a GL account,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,GL_ACCOUNT_KEY_BILLING_OFFSET,The data warehouse unique identifier for a GL account,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,GL_ACCOUNT_KEY_AR,The data warehouse unique identifier for a GL account,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,GL_ACCOUNT_KEY_AR_OFFSET,The data warehouse unique identifier for a GL account,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,INVOICE_KEY,The data warehouse's unique identifier for an INVOICE,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,INVOICE_ID,The SOURCE_SYSTEM's unique identifier for the INVOICE,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,BILL_KEY,The data warehouse's unique identifier for a SUPPLIER Bill,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,INVOICE_LINE_ITEM_ID,The SOURCE_SYSTEM's unique identifier of the INVOICE_LINE,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,PRODUCTION_MONTH,"A month on which the MASTER_SERVICE was realized/consumed.  The Fact contains the INVOICE_LINE's contribution, in terms of dollars and unit volume, to the PRODUCTION_MONTH",
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,LINE_DESCRIPTION,The description of the INVOICE_LINE,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,CHARGE_CODE,A code indicating the type of charge that the BILL_LINE represents,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,ALLOCATED_AMOUNT,The BILL_LINE amount/the number of days in the PRODUCTION_MONTH.  Only dollars that are posted against GL_ACCOUNT_KEY_BILLING_OFFSET should be represented in this column.,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,ALLOCATED_UNITS,The BILL_LINE volume/the number of days in the PRODUCTION_MONTH  Only units that are posted to a GL_ACCOUNT_KEY_BILLING_OFFSET should be represent in this column,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,CONSUMPTION_TYPE_KEY,The data warehouse's key indicating what type of consumption is represented in the line item.,This column will be populated with V6 of the data model.
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,DOLLARS_TYPE_KEY,The data warehouse's key indicating the type of dollars represented in the line item,This column will be populated with V6 of the data model.
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,NON_CONSUMPTION_UNITS,"In the case where CONSUMPTION_TYPE = 2, the consumption units will be found in the NON_CONSUMPTION_UNITS column (instead of the ALLOCATED_UNITS column).",This column will be populated with V6 of the data model.
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,NON_FINANCIAL_DOLLARS,"Contains all dollars which do NOT impact the subledger (or have already impacted the subledger in a prior INVOICE).  In the case where DOLLARS_TYPE = 2, the dollars will be found in the NON_FINANCIAL_DOLLARS column (instead of the ALLOCATED_AMOUNT column).",This column will be populated with V6 of the data model.
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,TODATE,The last date on which the MASTER_SERVICE was consumed/realized (or last date of the bill-cycle).,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,FROMDATE,The first date on which the MASTER_SERVICE was consumed/realized (or first date of the bill-cycle).,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,CURRENCY_TYPE,The type of currency in which the LINE_ITEM was invoiced,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,RATE,The multiplier used to calculate the LINE_ITEM's dollars,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,UNIT_OF_MEASURE,The unit of measure associated with the ALLOCATED_UNITS and NON_CONSUMPTION_UNITS,
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,VOLUME_TYPE,The type of volume that the BILL was based on  Examples: . Nominated (based on nomination) . Actual (based on actual) . Estimate (based on estimate which is different than the nomination),
INVOICE_LINE_FACT,"This fact represents the contribution of an invoice line item, in terms of volume and dollars, towards a production month.  Each group of Invoice Line Items represents the itemization of an INVOICE.  Each invoice line item represents a charge to an Enron customer.",Priority: High,JOB_KEY,The job which created the row,
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,INVOICING_GROUP_KEY,The data warehouse's unique identifier for the INVOICING_GROUP,
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,BILLING_CUSTOMER_KEY,The data warehouse's unique identifier for the BILLING_CUSTOMER,
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,INVOICING_GROUP_NAME,The name of the INVOICING_GROUP,
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,SOURCE_SYSTEM_ID,The SOURCE_SYSTEM's unique identifier for the INVOICING_GROUP,
INVOICING_GROUP,"The customer entity that is responsible for receiving the INVOICEs.  An INVOICE, which is sent to an INVOICING_GROUP, will represent the consumption of MASTER_SERVICEs by one or more USTOMER_ACCOUNTs.",,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM that created and/or updated the row,
