Shipper,Ctrc,Type,Expire,Vol
GREAT LAKES GAS TRANSMISSION COMPANY,22867,IT,1993-10-31 00:00:00,999999999
GREAT PLAINS NATURAL GAS CO.,22307,FD,2003-05-31 00:00:00,4640
GREAT PLAINS NATURAL GAS CO.,22307,FD,2003-05-31 00:00:00,267547
GREAT RIVER ENERGY,106097,IT,2010-10-31 00:00:00,125000
GREAT RIVER ENERGY,106708,ID,2010-10-31 00:00:00,125000
GREAT RIVER ENERGY,107450,ID,2010-10-31 00:00:00,4500000
GREAT RIVER ENERGY,107939,IT,2002-05-08 00:00:00,30000
"GREATER MINNESOTA GAS, INC.",108407,ID,2002-09-30 00:00:00,5000
GUTHRIE CENTER MUNICIPAL UTILITIES,21580,FT,2003-10-31 00:00:00,800
GUTHRIE CENTER MUNICIPAL UTILITIES,22738,FT,2003-10-31 00:00:00,600
HEARTLAND CORN PRODUCTS,23336,FT,2004-10-31 00:00:00,300
HEARTLAND CORN PRODUCTS,102975,FT,2007-10-31 00:00:00,200
HEARTLAND CORN PRODUCTS,107949,IT,2002-05-31 00:00:00,10000
HEARTLAND CORN PRODUCTS,108000,FT,2001-10-31 00:00:00,5000
HIBBING PUBLIC UTILITIES COMMISSION,102966,FT,2007-10-31 00:00:00,500
HIGHLAND ENERGY COMPANY OF TEXAS,20608,IT,2001-12-31 00:00:00,10000
HIGHLAND ENERGY COMPANY OF TEXAS,107598,IT,2002-02-28 00:00:00,150
HOUSTON PIPE LINE COMPANY,105125,IT,1999-03-31 00:00:00,999999999
HUTCHINSON UTILITY COMMISSION,102733,FT,2003-10-31 00:00:00,1000
HUTCHINSON UTILITY COMMISSION,106323,FD,2003-05-31 00:00:00,2602
HUTCHINSON UTILITY COMMISSION,106323,FD,2003-05-31 00:00:00,150000
"IES UTILITIES, INC.",21366,ID,1993-07-18 00:00:00,0
"IES UTILITIES, INC.",21366,ID,1993-07-18 00:00:00,50000
"IES UTILITIES, INC.",22319,FD,2004-05-31 00:00:00,60706
"IES UTILITIES, INC.",22319,FD,2004-05-31 00:00:00,3500000
"IES UTILITIES, INC.",106841,IT,2001-07-31 00:00:00,999999999
INTERLINK ENERGY SERVICES,100612,ID,1996-08-05 00:00:00,50000
INTERSTATE POWER COMPANY,22335,FD,2003-05-31 00:00:00,15000
INTERSTATE POWER COMPANY,22335,FD,2003-05-31 00:00:00,864828
INTERSTATE POWER COMPANY,23173,ID,1995-03-16 00:00:00,0
INTERSTATE POWER COMPANY,23173,ID,1995-03-16 00:00:00,350000
INTERSTATE POWER COMPANY,106082,FT,2004-03-31 00:00:00,600
INTERSTATE POWER COMPANY,106806,IT,2001-07-31 00:00:00,999999999
INTERSTATE POWER COMPANY,106807,IT,2001-07-31 00:00:00,999999999
KANSAS CITY POWER & LIGHT CO,107615,IT,2002-03-31 00:00:00,20000
KANSAS GAS SERVICE,21946,FT,2003-10-31 00:00:00,3845
KANSAS GAS SUPPLY CORPORATION,23162,IT,1994-01-31 00:00:00,0
KANSAS GAS SUPPLY CORPORATION,23162,IT,1994-01-31 00:00:00,999999999
"KAZTEX ENERGY MANAGEMENT, INC.",107516,FT,2001-10-31 00:00:00,535
KEYSTONE GAS GATHERING AND MARKETING LLC,104794,IT,1998-11-30 00:00:00,999999999
"KIND & KNOX GELATINE, INC.",102988,FT,2007-10-31 00:00:00,750
"KN ENERGY, INC.",21598,FT,2003-10-31 00:00:00,150
KN INTERSTATE GAS TRANSMISSION COMPANY,103215,IT,1997-04-30 00:00:00,999999999
KN INTERSTATE GAS TRANSMISSION COMPANY,104098,IT,1998-03-31 00:00:00,999999999
KOCH GATEWAY PIPELINE COMPANY,77957,IT,1996-05-22 00:00:00,0
KOCH GATEWAY PIPELINE COMPANY,77957,IT,1996-05-22 00:00:00,999999999
LAKE PARK MUNICIPAL UTILITIES,21276,FT,2003-10-31 00:00:00,450
"LAMAR POWER PARTNERS, LP.",104746,FT,2005-06-30 00:00:00,60000
"LAMAR POWER PARTNERS, LP.",104747,IT,2000-11-30 00:00:00,110000
"LG&E ENERGY MARKETING, INC.",21470,IT,1993-07-31 00:00:00,100000
LONE STAR GAS COMPANY,22550,IT,1994-05-31 00:00:00,0
LONE STAR GAS COMPANY,22550,IT,1994-05-31 00:00:00,999999
LONE STAR GAS COMPANY,22552,IT,1994-05-31 00:00:00,0
LONE STAR GAS COMPANY,22552,IT,1994-05-31 00:00:00,999999
LSP- WHITEWATER LIMITED PARTNERSHIP,23282,FD,2017-05-31 00:00:00,8672
LSP- WHITEWATER LIMITED PARTNERSHIP,23282,FD,2017-05-31 00:00:00,500000
LSP- WHITEWATER LIMITED PARTNERSHIP,23479,FT,2017-01-31 00:00:00,30400
LSP- WHITEWATER LIMITED PARTNERSHIP,24200,IT,2016-05-31 00:00:00,30400
LSP- WHITEWATER LIMITED PARTNERSHIP,24201,IT,2016-05-31 00:00:00,30400
LSP- WHITEWATER LIMITED PARTNERSHIP,24202,ID,2021-05-31 00:00:00,75000
LSP- WHITEWATER LIMITED PARTNERSHIP,107335,IT,2001-11-30 00:00:00,999999999
"LSP-COTTAGE GROVE, L.P.",23281,FD,2017-05-31 00:00:00,17345
"LSP-COTTAGE GROVE, L.P.",23281,FD,2017-05-31 00:00:00,1000000
"LSP-COTTAGE GROVE, L.P.",24198,IT,2017-09-30 00:00:00,29120
"LSP-COTTAGE GROVE, L.P.",24199,IT,2017-09-30 00:00:00,29120
"LSP-COTTAGE GROVE, L.P.",24203,ID,2017-05-31 00:00:00,75000
MADISON GAS & ELECTRIC COMPANY,21340,FT,2003-10-31 00:00:00,47830
MADISON GAS & ELECTRIC COMPANY,23430,FT,2004-10-31 00:00:00,2364
MADISON GAS & ELECTRIC COMPANY,103144,ID,1998-05-31 00:00:00,500000
MANILLA MUNICIPAL GAS DEPT,22341,FD,2003-05-31 00:00:00,146
MANILLA MUNICIPAL GAS DEPT,22341,FD,2003-05-31 00:00:00,8419
MANILLA MUNICIPAL GAS DEPT,22743,FT,2003-10-31 00:00:00,200
MANNING MUNICIPAL GAS DEPT,22300,FD,2003-05-31 00:00:00,289
MANNING MUNICIPAL GAS DEPT,22300,FD,2003-05-31 00:00:00,16655
MARATHON ASHLAND PETROLEUM LLC,103988,FT,2007-10-31 00:00:00,6000
MARATHON ASHLAND PETROLEUM LLC,107376,IT,2001-12-19 00:00:00,999999999
MARATHON ASHLAND PETROLEUM LLC,107377,IT,2001-12-19 00:00:00,999999999
MARATHON OIL COMPANY,104732,IT,1998-10-31 00:00:00,999999999
MARSHALL COUNTY RURAL ELECTRIC COOP,106753,FT,2010-08-31 00:00:00,50
"MATAGORDA GAS COMPANY, LP.",106326,IT,2001-02-03 00:00:00,999999999
"MATAGORDA GAS COMPANY, LP.",106797,IT,2001-07-13 00:00:00,999999999
METROPOLITAN UTILITIES DISTRICT,22298,FD,2003-05-31 00:00:00,47655
METROPOLITAN UTILITIES DISTRICT,22298,FD,2003-05-31 00:00:00,2747533
METROPOLITAN UTILITIES DISTRICT,105640,IT,2000-07-06 00:00:00,999999999
"MI VIDA/RICHARDSON GAS TREATING, L.P.",77953,IT,1991-06-03 00:00:00,0
"MI VIDA/RICHARDSON GAS TREATING, L.P.",77953,IT,1991-06-03 00:00:00,999999999
"MI VIDA/RICHARDSON GAS TREATING, L.P.",107520,IT,2001-01-31 00:00:00,999999999
MID CONTINENT MARKET CENTER,105047,IT,1998-12-31 00:00:00,999999999
MID-AMERICA PIPELINE COMPANY,105342,IT,2000-10-31 00:00:00,1000
MID-AMERICA PIPELINE COMPANY,106977,FT,2002-03-31 00:00:00,350
MID-AMERICA PIPELINE COMPANY,106978,FT,2002-03-31 00:00:00,275
MIDAMERICAN ENERGY COMPANY,20536,IT,1991-10-31 00:00:00,0
MIDAMERICAN ENERGY COMPANY,20536,IT,1991-10-31 00:00:00,10000
MIDAMERICAN ENERGY COMPANY,21410,ID,1993-08-27 00:00:00,0
MIDAMERICAN ENERGY COMPANY,21410,ID,1993-08-27 00:00:00,1000000
MIDAMERICAN ENERGY COMPANY,22316,FD,2003-05-31 00:00:00,201720
MIDAMERICAN ENERGY COMPANY,22316,FD,2003-05-31 00:00:00,11630218
MIDAMERICAN ENERGY COMPANY,23489,IT,1995-08-31 00:00:00,100000
MIDAMERICAN ENERGY COMPANY,23844,FT,2013-11-30 00:00:00,100000
MIDAMERICAN ENERGY COMPANY,23846,FT,2006-07-31 00:00:00,5000
MIDAMERICAN ENERGY COMPANY,61438,IT,1992-01-31 00:00:00,400000
MIDAMERICAN ENERGY COMPANY,102961,FT,2007-10-31 00:00:00,50000
MIDAMERICAN ENERGY COMPANY,105975,IT,2000-10-31 00:00:00,999999999
MIDAMERICAN ENERGY COMPANY,105976,IT,2000-10-31 00:00:00,999999999
MIDAMERICAN ENERGY COMPANY,105990,IT,2000-10-31 00:00:00,999999999
MIDAMERICAN ENERGY COMPANY,107741,ID,1993-08-27 00:00:00,500000
MIDAMERICAN ENERGY COMPANY,107743,ID,1993-08-27 00:00:00,500000
MIDAMERICAN ENERGY COMPANY,107744,ID,1993-08-27 00:00:00,500000
MIDAMERICAN ENERGY COMPANY,107820,ID,1993-08-27 00:00:00,250000
MIDAMERICAN ENERGY COMPANY,107838,ID,1993-08-27 00:00:00,60000
MIDAMERICAN ENERGY COMPANY,107948,ID,1993-08-27 00:00:00,63950
MIDAMERICAN ENERGY COMPANY,108124,ID,1993-08-27 00:00:00,150000
MIDAMERICAN ENERGY COMPANY,108136,ID,1993-08-27 00:00:00,250000
MIDAMERICAN ENERGY COMPANY,108206,ID,1993-08-27 00:00:00,180000
MIDAMERICAN ENERGY COMPANY,108356,ID,1993-08-27 00:00:00,20000
MIDCON TEXAS PIPELINE CORP.,100647,IT,2999-12-31 00:00:00,999999999
"MIDWEST ENERGY, INC",104390,FT,2003-10-31 00:00:00,17
"MIDWEST ENERGY, INC",104859,FT,2003-10-31 00:00:00,8
"MIDWEST NATURAL GAS, INC.",21298,FT,2009-10-31 00:00:00,0
"MIDWEST UNITED ENERGY, LLC",106238,FT,2003-10-31 00:00:00,22
"MIECO, INC.",108399,IT,2002-10-14 00:00:00,1000
MINERALS MANAGEMENT SERVICE,106751,IT,2001-07-31 00:00:00,30000
MINNESOTA MINING & MANUFACTURING CO,104731,FT,2004-03-31 00:00:00,400
"MIRANT AMERICAS ENERGY MARKETING, LP",5915,IT,1993-05-06 00:00:00,350000
"MIRANT AMERICAS ENERGY MARKETING, LP",23530,IT,1994-07-31 00:00:00,0
"MIRANT AMERICAS ENERGY MARKETING, LP",23530,IT,1994-07-31 00:00:00,999999999
"MIRANT AMERICAS ENERGY MARKETING, LP",75684,FT,2007-12-07 00:00:00,173000
"MIRANT AMERICAS ENERGY MARKETING, LP",100270,ID,1996-06-30 00:00:00,75000
"MIRANT AMERICAS ENERGY MARKETING, LP",101501,ID,1997-05-01 00:00:00,100000
"MIRANT AMERICAS ENERGY MARKETING, LP",102835,FD,2003-05-31 00:00:00,17345
"MIRANT AMERICAS ENERGY MARKETING, LP",102835,FD,2003-05-31 00:00:00,2000000
"MIRANT AMERICAS ENERGY MARKETING, LP",105399,IT,2000-04-26 00:00:00,20000
"MIRANT AMERICAS ENERGY MARKETING, LP",105700,IT,2000-07-31 00:00:00,999999999
"MIRANT AMERICAS ENERGY MARKETING, LP",105912,IT,2000-10-31 00:00:00,999999999
"MIRANT AMERICAS ENERGY MARKETING, LP",108084,FT,2001-10-31 00:00:00,6569
"MIRANT AMERICAS ENERGY MARKETING, LP",108103,ID,1997-05-01 00:00:00,31000
MN CORN PROCESSORS,100761,FT,2003-03-31 00:00:00,13000
MOBIL NATURAL GAS INC,6324,FT,2005-04-30 00:00:00,311500
MOBIL NATURAL GAS INC,21047,IT,1992-04-30 00:00:00,0
MOBIL NATURAL GAS INC,21047,IT,1992-04-30 00:00:00,10000
MOBIL NATURAL GAS INC,21232,ID,1993-06-21 00:00:00,0
MOBIL NATURAL GAS INC,21232,ID,1993-06-21 00:00:00,100000
MOBIL NATURAL GAS INC,78309,IT,1991-08-31 00:00:00,300000
MOBIL NATURAL GAS INC,78739,FT,2005-04-30 00:00:00,73500
NATIONAL STEEL PELLET COMPANY,100134,IT,1996-05-11 00:00:00,1000
NATURAL GAS PIPELINE COMPANY OF AMERICA,22390,IT,1993-04-30 00:00:00,0
NATURAL GAS PIPELINE COMPANY OF AMERICA,22390,IT,1993-04-30 00:00:00,999999999
NATURAL GAS PIPELINE COMPANY OF AMERICA,77960,IT,1996-05-22 00:00:00,0
NATURAL GAS PIPELINE COMPANY OF AMERICA,77960,IT,1996-05-22 00:00:00,999999999
NEBRASKA PUBLIC GAS AGENCY,21722,FT,2003-10-31 00:00:00,900
NEBRASKA PUBLIC GAS AGENCY,23021,FT,2004-01-23 00:00:00,250
NEW MEXICO NATURAL GAS INC,101142,IT,1997-02-01 00:00:00,2000
NGTS LLC,100505,IT,1996-08-03 00:00:00,50000
NGTS LLC,101869,ID,1997-07-26 00:00:00,100000
NGTS LLC,104821,IT,1999-10-31 00:00:00,999999999
NGTS LLC,107612,FT,2002-03-31 00:00:00,10000
NGTS LLC,107848,FT,2002-03-31 00:00:00,5000
NGTS LLC,107903,FT,2001-10-31 00:00:00,70000
NGTS LLC,108301,FT,2001-10-31 00:00:00,60000
NICOR ENERCHANGE L.L.C.,106203,IT,2000-12-15 00:00:00,999999999
NICOR ENERCHANGE L.L.C.,106204,IT,2000-12-15 00:00:00,999999999
NICOR ENERCHANGE L.L.C.,108010,ID,2002-06-06 00:00:00,20000
NICOR ENERCHANGE L.L.C.,108100,ID,2002-06-06 00:00:00,110000
NICOR ENERCHANGE L.L.C.,108256,ID,2002-06-06 00:00:00,10000
NICOR ENERCHANGE L.L.C.,108310,ID,2002-06-06 00:00:00,30000
NICOR GAS COMPANY,20609,IT,1991-10-31 00:00:00,0
NICOR GAS COMPANY,20609,IT,1991-10-31 00:00:00,10000
NICOR GAS COMPANY,21527,FT,2004-10-31 00:00:00,116058
NICOR GAS COMPANY,21544,FT,2004-10-31 00:00:00,70000
NICOR GAS COMPANY,105341,FT,2002-03-31 00:00:00,10000
NICOR GAS COMPANY,105991,IT,2000-10-31 00:00:00,999999999
NICOR GAS COMPANY,106187,IT,2000-12-10 00:00:00,999999999
NICOR GAS COMPANY,107275,FT,2002-03-31 00:00:00,10000
NNG PIPELINE SALES DIVISION,100239,IT,1998-10-31 00:00:00,999999999
NNG PIPELINE SALES DIVISION,107977,IT,2002-05-31 00:00:00,50000
"NOBLE GAS MARKETING, INC.",78235,IT,2005-12-21 00:00:00,0
"NOBLE GAS MARKETING, INC.",78235,IT,2005-12-21 00:00:00,15000
"NOBLE GAS MARKETING, INC.",100526,IT,1997-08-15 00:00:00,15000
NORAM GAS TRANSMISSION COMPANY,21448,IT,1992-11-30 00:00:00,0
NORAM GAS TRANSMISSION COMPANY,21448,IT,1992-11-30 00:00:00,999999999
NORAM GAS TRANSMISSION COMPANY,77950,IT,1991-03-31 00:00:00,0
NORAM GAS TRANSMISSION COMPANY,77950,IT,1991-03-31 00:00:00,999999999
NORAM GAS TRANSMISSION COMPANY,77951,IT,1991-03-31 00:00:00,0
NORAM GAS TRANSMISSION COMPANY,77951,IT,1991-03-31 00:00:00,999999999
"NORTH TEXAS GAS PARTNERS, LTD",107487,IT,2001-12-31 00:00:00,9000
NORTHERN BORDER PIPELINE COMPANY,21000,IT,1992-02-29 00:00:00,0
NORTHERN BORDER PIPELINE COMPANY,21000,IT,1992-02-29 00:00:00,10000
NORTHERN NATURAL GAS COMPANY,67910,IT,1998-11-01 00:00:00,0
NORTHERN NATURAL GAS COMPANY,67910,IT,1998-11-01 00:00:00,20000
NORTHERN NATURAL GAS COMPANY,80018,IT,1991-08-31 00:00:00,0
NORTHERN NATURAL GAS COMPANY,80018,IT,1991-08-31 00:00:00,999999999
NORTHERN NATURAL GAS COMPANY,100230,IT,2999-12-31 00:00:00,20000
NORTHERN NATURAL GAS COMPANY,100426,IT,2999-12-31 00:00:00,999999999
NORTHERN NATURAL GAS COMPANY,104050,IT,1999-03-02 00:00:00,999999999
NORTHERN NATURAL GAS COMPANY,104621,IT,1999-07-31 00:00:00,999999999
NORTHERN NATURAL GAS COMPANY,104622,IT,1999-07-31 00:00:00,999999999
NORTHERN NATURAL GAS COMPANY,106957,IT,2000-09-30 00:00:00,999999999
NORTHERN NATURAL GAS COMPANY,108432,IT,2002-10-23 00:00:00,999999999
NORTHERN STATES POWER - GENERATION,101393,ID,2001-04-30 00:00:00,45000
NORTHERN STATES POWER - GENERATION,101394,IT,2001-10-31 00:00:00,110000
NORTHERN STATES POWER - GENERATION,107664,ID,2001-04-30 00:00:00,250000
NORTHERN STATES POWER CO. OF WISCONSIN,22804,ID,1994-11-09 00:00:00,0
NORTHERN STATES POWER CO. OF WISCONSIN,22804,ID,1994-11-09 00:00:00,200000
NORTHERN STATES POWER CO. OF WISCONSIN,23269,FT,2007-10-31 00:00:00,2993
NORTHERN STATES POWER CO. OF WISCONSIN,23544,FD,2003-05-31 00:00:00,21681
NORTHERN STATES POWER CO. OF WISCONSIN,23544,FD,2003-05-31 00:00:00,1250000
NORTHERN STATES POWER CO. OF WISCONSIN,103534,FT,2012-10-31 00:00:00,10255
NORTHERN STATES POWER CO. OF WISCONSIN,106106,IT,2000-11-23 00:00:00,999999999
NORTHERN STATES POWER CO. OF WISCONSIN,106109,IT,2000-11-23 00:00:00,999999999
NORTHERN STATES POWER COMPANY-MINNESOTA,21407,ID,1993-03-31 00:00:00,0
NORTHERN STATES POWER COMPANY-MINNESOTA,21407,ID,1993-03-31 00:00:00,50000
NORTHERN STATES POWER COMPANY-MINNESOTA,22337,FD,2003-05-31 00:00:00,112306
NORTHERN STATES POWER COMPANY-MINNESOTA,22337,FD,2003-05-31 00:00:00,6475000
NORTHERN STATES POWER COMPANY-MINNESOTA,23268,FT,2007-10-31 00:00:00,200
NORTHERN STATES POWER COMPANY-MINNESOTA,100896,FT,2006-10-31 00:00:00,20000
NORTHERN STATES POWER COMPANY-MINNESOTA,103008,FT,2007-10-31 00:00:00,800
NORTHERN STATES POWER COMPANY-MINNESOTA,103105,FT,2012-10-31 00:00:00,4500
NORTHERN STATES POWER COMPANY-MINNESOTA,103532,FT,2012-10-31 00:00:00,6545
NORTHERN STATES POWER COMPANY-MINNESOTA,106105,IT,2000-11-23 00:00:00,999999999
NORTHERN STATES POWER COMPANY-MINNESOTA,106108,IT,2000-11-23 00:00:00,999999999
NORTHERN STATES POWER COMPANY-MINNESOTA,108328,FT,2002-04-30 00:00:00,35000
NORTHWEST NATURAL GAS COMPANY,21505,FT,2004-10-31 00:00:00,1475
NORTHWESTERN ENERGY CORPORATION,102944,FT,2003-05-31 00:00:00,5000
NORTHWESTERN PUBLIC SERVICE COMPANY,22321,FD,2003-05-31 00:00:00,6938
NORTHWESTERN PUBLIC SERVICE COMPANY,22321,FD,2003-05-31 00:00:00,400000
NORTHWESTERN PUBLIC SERVICE COMPANY,102950,FD,2002-05-31 00:00:00,8672
NORTHWESTERN PUBLIC SERVICE COMPANY,102950,FD,2002-05-31 00:00:00,500000
NORTHWESTERN PUBLIC SERVICE COMPANY,104796,ID,2002-10-31 00:00:00,1000000
OASIS PIPE LINE COMPANY,22518,IT,1993-08-31 00:00:00,999999999
"OCCIDENTAL ENERGY MARKETING, INC.",104843,IT,1998-11-30 00:00:00,150000
"OCCIDENTAL ENERGY MARKETING, INC.",104872,ID,1999-11-02 00:00:00,100000
"OCCIDENTAL ENERGY MARKETING, INC.",105470,IT,2000-05-31 00:00:00,999999999
"OCCIDENTAL ENERGY MARKETING, INC.",105910,IT,2000-10-31 00:00:00,999999999
"OCCIDENTAL ENERGY MARKETING, INC.",106850,ID,1999-11-02 00:00:00,500000
"OCCIDENTAL ENERGY MARKETING, INC.",108011,ID,1999-11-02 00:00:00,230000
OCCIDENTAL PERMIAN LTD.,105984,IT,1999-11-30 00:00:00,999999999
OCCIDENTAL PERMIAN LTD.,106100,ID,2000-11-21 00:00:00,25000
OCCIDENTAL PERMIAN LTD.,106118,IT,2000-11-22 00:00:00,30000
"OGE ENERGY RESOURCES, INC.",104142,IT,1998-04-30 00:00:00,2500
"OGE ENERGY RESOURCES, INC.",104399,ID,1999-05-31 00:00:00,100000
"OGE ENERGY RESOURCES, INC.",104729,IT,1999-12-31 00:00:00,50000
"OGE ENERGY RESOURCES, INC.",104928,IT,1999-11-30 00:00:00,999999999
"OGE ENERGY RESOURCES, INC.",105911,IT,2000-10-31 00:00:00,999999999
"OGE ENERGY RESOURCES, INC.",106560,IT,2001-04-18 00:00:00,999999999
"OGE ENERGY RESOURCES, INC.",107014,IT,2001-10-31 00:00:00,20000
"OGE ENERGY RESOURCES, INC.",107021,SD,2001-10-31 00:00:00,20000
"OGE ENERGY RESOURCES, INC.",107862,ID,1999-05-31 00:00:00,48001
"OGE ENERGY RESOURCES, INC.",107927,ID,1999-05-31 00:00:00,45000
"OGE ENERGY RESOURCES, INC.",108098,ID,1999-05-31 00:00:00,20000
"OGE ENERGY RESOURCES, INC.",108325,ID,1999-05-31 00:00:00,50000
"OGE ENERGY RESOURCES, INC.",108332,ID,1999-05-31 00:00:00,40000
"OGE ENERGY RESOURCES, INC.",108336,ID,1999-05-31 00:00:00,30000
OKLAHOMA GAS PIPELINE COMPANY,23095,IT,1993-11-30 00:00:00,0
OKLAHOMA GAS PIPELINE COMPANY,23095,IT,1993-11-30 00:00:00,99999999
ONEOK ENERGY MARKETING AND TRADING COMPA,22257,ID,1994-04-21 00:00:00,0
ONEOK ENERGY MARKETING AND TRADING COMPA,22257,ID,1994-04-21 00:00:00,10000
ONEOK ENERGY MARKETING AND TRADING COMPA,101558,ID,1997-08-12 00:00:00,50000
ONEOK ENERGY MARKETING AND TRADING COMPA,101559,IT,2000-11-30 00:00:00,100000
ONEOK ENERGY MARKETING AND TRADING COMPA,103120,IT,1998-05-31 00:00:00,100000
ONEOK ENERGY MARKETING AND TRADING COMPA,104820,IT,1999-10-31 00:00:00,999999999
ONEOK ENERGY MARKETING AND TRADING COMPA,105962,IT,2000-10-31 00:00:00,999999999
ONEOK ENERGY MARKETING AND TRADING COMPA,106533,IT,2001-03-31 00:00:00,999999999
ONEOK ENERGY MARKETING AND TRADING COMPA,106861,IT,2001-08-03 00:00:00,10000
ONEOK ENERGY MARKETING AND TRADING COMPA,107898,FT,2001-10-31 00:00:00,53500
ONEOK FIELD SERVICES COMPANY,103132,IT,1997-04-30 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,103133,IT,1997-04-30 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,103134,IT,1997-04-30 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,103138,IT,1997-04-30 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,106901,IT,2001-08-31 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,107444,IT,2002-03-31 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,107445,IT,2001-11-30 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,107446,IT,2001-10-31 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,108307,IT,2001-10-31 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,108308,IT,2001-10-31 00:00:00,999999999
ONEOK FIELD SERVICES COMPANY,108309,IT,2001-10-31 00:00:00,999999999
"ONEOK MIDSTREAM GAS SUPPLY, LLC",99992,IT,1992-01-01 00:00:00,0
"ONEOK MIDSTREAM GAS SUPPLY, LLC",99992,IT,1992-01-01 00:00:00,962400
"ONEOK MIDSTREAM GAS SUPPLY, LLC",103135,IT,1997-04-30 00:00:00,999999999
"ONEOK MIDSTREAM GAS SUPPLY, LLC",105279,FT,2001-10-31 00:00:00,85000
"ONEOK TEXAS FIELD SERVICES, L.P.",69718,IT,1992-01-31 00:00:00,10000
"ONEOK WESTEX TRANSMISSION, INC",20395,IT,1991-05-31 00:00:00,0
"ONEOK WESTEX TRANSMISSION, INC",20395,IT,1991-05-31 00:00:00,10000
"ONEOK WESTEX TRANSMISSION, INC",20396,IT,1991-05-31 00:00:00,0
"ONEOK WESTEX TRANSMISSION, INC",20396,IT,1991-05-31 00:00:00,10000
"ONEOK WESTEX TRANSMISSION, INC",20397,IT,1991-05-31 00:00:00,0
"ONEOK WESTEX TRANSMISSION, INC",20397,IT,1991-05-31 00:00:00,10000
"ONEOK WESTEX TRANSMISSION, INC",20398,IT,1991-05-31 00:00:00,0
"ONEOK WESTEX TRANSMISSION, INC",20398,IT,1991-05-31 00:00:00,10000
"ONEOK WESTEX TRANSMISSION, INC",20399,IT,1991-05-31 00:00:00,0
"ONEOK WESTEX TRANSMISSION, INC",20399,IT,1991-05-31 00:00:00,10000
"ONEOK WESTEX TRANSMISSION, INC",20400,IT,1991-05-31 00:00:00,0
"ONEOK WESTEX TRANSMISSION, INC",20400,IT,1991-05-31 00:00:00,10000
"ONEOK WESTEX TRANSMISSION, INC",20402,IT,1991-05-31 00:00:00,0
"ONEOK WESTEX TRANSMISSION, INC",20402,IT,1991-05-31 00:00:00,10000
"ONEOK WESTEX TRANSMISSION, INC",104300,IT,2999-12-31 00:00:00,999999999
"ONEOK WESTEX TRANSMISSION, INC",105139,IT,1999-04-30 00:00:00,999999999
ONG TRANSMISSION COMPANY,22924,IT,1993-06-30 00:00:00,0
ONG TRANSMISSION COMPANY,22924,IT,1993-06-30 00:00:00,999999999
OXY USA INC,20771,FT,2001-12-31 00:00:00,42466
OXY USA INC,22295,IT,1994-01-31 00:00:00,0
OXY USA INC,22295,IT,1994-01-31 00:00:00,999999999
OXY USA INC,103526,ID,1998-09-16 00:00:00,100000
OXY USA INC,104430,IT,1998-08-31 00:00:00,30000
OXY USA INC,106253,FT,2002-03-31 00:00:00,13935
PANCANADIAN ENERGY SERVICES L.P.,100866,IT,2005-10-31 00:00:00,100000
PANCANADIAN ENERGY SERVICES L.P.,101918,ID,1997-07-31 00:00:00,20000
PANCANADIAN ENERGY SERVICES L.P.,105550,IT,2000-05-31 00:00:00,999999999
PANCANADIAN ENERGY SERVICES L.P.,105925,IT,2000-10-31 00:00:00,999999999
PANCANADIAN ENERGY SERVICES L.P.,107884,ID,1997-07-31 00:00:00,30000
PANCANADIAN ENERGY SERVICES L.P.,108014,ID,1997-07-31 00:00:00,345000
PANCANADIAN ENERGY SERVICES L.P.,108126,ID,1997-07-31 00:00:00,450000
PANCANADIAN ENERGY SERVICES L.P.,108129,ID,1997-07-31 00:00:00,700000
PANCANADIAN ENERGY SERVICES L.P.,108312,ID,1997-07-31 00:00:00,30000
PANENERGY NATURAL GAS CORPORATION,21457,IT,1993-07-31 00:00:00,50000
PANENERGY NATURAL GAS CORPORATION,23340,ID,1995-08-31 00:00:00,0
PANENERGY NATURAL GAS CORPORATION,23340,ID,1995-08-31 00:00:00,15000000
PANENERGY NATURAL GAS CORPORATION,105917,IT,2000-10-31 00:00:00,999999999
PANHANDLE EASTERN PIPE LINE COMPANY,23432,IT,1994-07-31 00:00:00,0
PANHANDLE EASTERN PIPE LINE COMPANY,23432,IT,1994-07-31 00:00:00,999999999
"PETROCOM ENERGY GROUP, LTD",108367,IT,2001-10-31 00:00:00,10000
PG&E ENERGY TRADING-GAS CORPORATION,20347,IT,1992-09-30 00:00:00,100000
PG&E ENERGY TRADING-GAS CORPORATION,103700,ID,1999-10-31 00:00:00,500000
PG&E ENERGY TRADING-GAS CORPORATION,105899,IT,2000-10-08 00:00:00,999999999
PG&E ENERGY TRADING-GAS CORPORATION,106026,IT,2000-10-31 00:00:00,999999999
"PG&E TEXAS GAS PARTNERS, L.P.",20312,IT,1991-05-31 00:00:00,0
"PG&E TEXAS GAS PARTNERS, L.P.",20312,IT,1991-05-31 00:00:00,999999999
