EFF_DT,PROMPT,VOL,,EFF_DT,VOL,CURVE_SHIFT,VAR95,
2001-06-07 00:00:00,2001-07-01 00:00:00,0.5575,,2001-06-07 00:00:00,0.5575,30092063.6223112,-69061632.3041366,
2001-06-08 00:00:00,2001-07-01 00:00:00,0.5575,,2001-06-08 00:00:00,0.5575,-46290163.9155975,-80675706.5979264,
2001-06-11 00:00:00,2001-07-01 00:00:00,0.6125,,2001-06-11 00:00:00,0.6125,-75174135.5582081,-101163216.449228,
2001-06-12 00:00:00,2001-07-01 00:00:00,0.62,,2001-06-12 00:00:00,0.62,-73541271.7386716,-95079330.0476413,
2001-06-13 00:00:00,2001-07-01 00:00:00,0.58,,2001-06-13 00:00:00,0.58,60545941.939429,-88757521.7417045,
2001-06-14 00:00:00,2001-07-01 00:00:00,0.58,,2001-06-14 00:00:00,0.58,11338645.1645421,-90649266.0058751,
2001-06-15 00:00:00,2001-07-01 00:00:00,0.58,,2001-06-15 00:00:00,0.58,9740942.65585568,-91524221.3261121,
2001-06-18 00:00:00,2001-07-01 00:00:00,0.62,,2001-06-18 00:00:00,0.62,-25699964.7421663,-87167099.1136601,
2001-06-19 00:00:00,2001-07-01 00:00:00,0.635,,2001-06-19 00:00:00,0.635,16766730.7191192,-92229134.8434491,
2001-06-20 00:00:00,2001-07-01 00:00:00,0.66,,2001-06-20 00:00:00,0.66,95812279.6096501,-75011137.4120621,
,2001-07-01 00:00:00,0.66,,2001-06-21 00:00:00,0.66,24990964.6202844,-77747666.2305762,
,,0.64,,2001-06-22 00:00:00,0.64,16260017.6563579,-79598916.6358978,
2001-06-25 00:00:00,,0.64,,2001-06-25 00:00:00,0.64,123763947.990163,-61249701.5470451,
2001-06-26 00:00:00,2001-08-01 00:00:00,0.6225,,2001-06-26 00:00:00,0.6225,26259117.6503827,-59501023.6682145,
2001-06-27 00:00:00,2001-08-01 00:00:00,0.6075,,2001-06-27 00:00:00,0.6075,66410544.9175363,-33474561.1657259,
2001-06-28 00:00:00,2001-08-01 00:00:00,0.59,,2001-06-28 00:00:00,0.59,1086834.2107731,-39846036.4944021,
2001-06-29 00:00:00,2001-08-01 00:00:00,0.59,,2001-06-29 00:00:00,0.59,26575997.7412358,-52608517.8084066,
2001-07-02 00:00:00,2001-08-01 00:00:00,0.63,,2001-07-02 00:00:00,0.63,-20515377.4013167,-56175139.9133253,
2001-07-03 00:00:00,2001-08-01 00:00:00,0.63,,2001-07-03 00:00:00,0.63,-41092087.925501,-61476518.1500509,
2001-07-05 00:00:00,2001-08-01 00:00:00,0.63,,2001-07-05 00:00:00,0.63,15192986.6959287,-46936321.2743962,
2001-07-06 00:00:00,2001-08-01 00:00:00,0.63,,2001-07-06 00:00:00,0.63,9670626.90227022,-43690201.87358,
2001-07-09 00:00:00,2001-08-01 00:00:00,0.63,,2001-07-09 00:00:00,0.63,5518193.41370881,-36654361.6073854,
2001-07-10 00:00:00,2001-08-01 00:00:00,0.6525,,2001-07-10 00:00:00,0.6525,-15114398.7538639,-39562064.1695568,
2001-07-11 00:00:00,2001-08-01 00:00:00,0.6525,,2001-07-11 00:00:00,0.6525,-21126422.701551,-45884538.4668257,
2001-07-12 00:00:00,2001-08-01 00:00:00,0.66,,2001-07-12 00:00:00,0.66,-15099229.90994,-41149801.0973995,
2001-07-13 00:00:00,2001-08-01 00:00:00,0.66,,2001-07-13 00:00:00,0.66,17455884.7106342,-28107605.6148768,
2001-07-16 00:00:00,2001-08-01 00:00:00,0.68,,2001-07-16 00:00:00,0.68,34435001.6611165,-19678194.8311596,
2001-07-17 00:00:00,2001-08-01 00:00:00,0.695,,2001-07-17 00:00:00,0.695,2278421.92338528,-16871544.7569447,
2001-07-18 00:00:00,2001-08-01 00:00:00,0.675,,2001-07-18 00:00:00,0.675,5578956.87677606,-15769978.0330852,
2001-07-19 00:00:00,2001-08-01 00:00:00,0.685,,2001-07-19 00:00:00,0.685,5428420.73743882,-14077277.4768845,
2001-07-20 00:00:00,2001-08-01 00:00:00,0.685,,2001-07-20 00:00:00,0.685,-2082089.46486729,-20864729.8597156,
,2001-08-01 00:00:00,0.64,,2001-07-23 00:00:00,0.64,-10564171.436806,-30932712.0097924,
2001-07-24 00:00:00,2001-08-01 00:00:00,0.64,,2001-07-24 00:00:00,0.64,-18217877.9223172,-32930618.3441101,
2001-07-25 00:00:00,2001-08-01 00:00:00,0.6575,,2001-07-25 00:00:00,0.6575,-39649669.9419967,-47276024.7538843,
2001-07-26 00:00:00,2001-09-01 00:00:00,0.6825,,2001-07-26 00:00:00,0.6825,41112819.9528539,-29172941.4421337,
2001-07-27 00:00:00,2001-09-01 00:00:00,0.71,,2001-07-27 00:00:00,0.71,-9594081.91635417,-17036541.6552782,
2001-07-30 00:00:00,2001-09-01 00:00:00,0.7575,,2001-07-30 00:00:00,0.7575,-223247.490618342,-33520183.8000234,
2001-07-31 00:00:00,2001-09-01 00:00:00,0.725,,2001-07-31 00:00:00,0.725,-16681119.853431,-37233509.8617147,
2001-08-01 00:00:00,2001-09-01 00:00:00,0.685,,2001-08-01 00:00:00,0.685,21281328.0068384,-29936253.9932961,
2001-08-02 00:00:00,2001-09-01 00:00:00,0.725,,2001-08-02 00:00:00,0.725,-9125795.49074836,-43209313.9863808,
2001-08-03 00:00:00,2001-09-01 00:00:00,0.71,,2001-08-03 00:00:00,0.71,50582545.1019763,-35831169.2347527,
2001-08-06 00:00:00,2001-09-01 00:00:00,0.69,,2001-08-06 00:00:00,0.69,-12755873.5953522,-40804049.210764,
2001-08-07 00:00:00,2001-09-01 00:00:00,0.675,,2001-08-07 00:00:00,0.675,-1588720.94589989,-30918692.8888289,
2001-08-08 00:00:00,2001-09-01 00:00:00,0.645,,2001-08-08 00:00:00,0.645,-24455192.6079759,-26434899.2750994,
2001-08-09 00:00:00,2001-09-01 00:00:00,0.635,,2001-08-09 00:00:00,0.635,2917983.22180655,-19867088.6061942,
2001-08-10 00:00:00,2001-09-01 00:00:00,0.635,,2001-08-10 00:00:00,0.635,-1554383.3786242,-29980332.306149,
2001-08-13 00:00:00,2001-09-01 00:00:00,0.63,,2001-08-13 00:00:00,0.63,2536484.98496059,-27382146.8564026,
2001-08-14 00:00:00,2001-09-01 00:00:00,0.65,,2001-08-14 00:00:00,0.65,-30836636.6782484,-42075803.8662193,
2001-08-15 00:00:00,2001-09-01 00:00:00,0.75,,2001-08-15 00:00:00,0.75,-82224170.5123481,-60159907.8572581,
2001-08-16 00:00:00,2001-09-01 00:00:00,0.82,,2001-08-16 00:00:00,0.82,20864948.235105,-42946682.5884104,
2001-08-17 00:00:00,2001-09-01 00:00:00,0.82,,2001-08-17 00:00:00,0.82,10227562.6135474,-41345571.687097,
2001-08-20 00:00:00,2001-09-01 00:00:00,0.795,,2001-08-20 00:00:00,0.795,17495873.8419,-36485235.4050431,
2001-08-21 00:00:00,2001-09-01 00:00:00,0.78,,2001-08-21 00:00:00,0.78,294505.926699997,-32678054.4436035,
,2001-09-01 00:00:00,0.68,,2001-08-22 00:00:00,0.68,27183151.3089999,-29693722.6955885,
2001-08-23 00:00:00,2001-09-01 00:00:00,0.68,,2001-08-23 00:00:00,0.68,-1935938.9339,-31844882.5009875,
2001-08-24 00:00:00,2001-09-01 00:00:00,0.665,,2001-08-24 00:00:00,0.665,6877799.87500002,-26760349.7592833,
2001-08-27 00:00:00,2001-10-01 00:00:00,0.705,,2001-08-27 00:00:00,0.705,7309322.09179999,-34200714.1168124,
2001-08-28 00:00:00,2001-10-01 00:00:00,0.725,,2001-08-28 00:00:00,0.725,19664637.7513,-47154855.468741,
2001-08-29 00:00:00,2001-10-01 00:00:00,0.755,,2001-08-29 00:00:00,0.755,-10614507.6229,-35596584.0520967,
2001-08-30 00:00:00,2001-10-01 00:00:00,0.77,,2001-08-30 00:00:00,0.77,-25548861.2941,-32852291.6110637,
2001-08-31 00:00:00,2001-10-01 00:00:00,0.77,,2001-08-31 00:00:00,0.77,-2384834.7301,-34203873.5027323,
,,,,,,,,
,,,,,,VOL,CRV-SHIFT,VAR
,,,,,VOL,1,0.0561490134081379,-0.26452185767060493
,,,,,CRV-SHIFT,0.0561490134081379,1,0.07272286104852205
,,,,,VAR,-0.26452185767060493,0.07272286104852205,1
