"Updated: July 11, 2001",,,,,,,,,,,,,
Intertie Point,Tie Points Participants ,Control Area (POR),Control Area (Line),Control Area (POD),Lines or Equipment of Interconnection (represented as POR-POD),Line/Equipment Participants,Tie or Path Notes,,,,,,
,,LDWP,LDWP,WALC,VICTORVILLE-MEAD 287.5/230 KV LINE,"BUR, GLEN , PASA, LDWP", ,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
VIRGINA SMITH ,WACM (WEST),,,WACM,VIRGINIA SMITH DC TIE,,,,,,,,
,NPPD (EAST),,,,,,,,,,,,
WESTWING,WALC,AZPS,SRP,SRP,WESTWING-PALO VERDE #1 & #2 500KV LINES,AZPS;EPE;PNM;SRP,1) TEP has contractual rights at PV in an exchange with PNM and/or EPE and wheeling rights to/from PV,,,,,,
,AZPS,AZPS,WALC,WALC,WESTWING-LIBERTY 230KV LINE,SRP;WALC,,,,,,,
,,AZPS,WALC,WALC,WESTWING-MEAD 500KV LINE,AZPS;WALC;SRP; LDWP;SCPPA;,,,,,,,
,,AZPS,WALC,WALC,WESTWING-PINNACLE 230 KV LINE,WALC,,,,,,,
,,AZPS,AZPS,AZPS,WESTWING 500/230KV TRANSFORMER,AZPS;SRP;WALC,,,,,,,
,SRP,AZPS,AZPS,TEPC,WESTWING 500/345KV TRANSFORMER,AEPCO;TEPC,,,,,,,
,TEPC,TEPC,AZPS,AZPS,WESTWING 345/500KV TRANSFORMER,AEPCO;TEPC,,,,,,,
YELLOWTAIL,WACM,,,WACM,YELLOWTAIL-CROSSOVER 230-KV,,,,,,,,
,WAUM,,,,YELLOWTAIL-YELLOWTAIL(PACE),,,,,,,,
,PAC,,,,YELLOWTAIL-LOVEL115-KV LINE #1,,,,,,,,
,MPC,,,,YELLOWTAIL-LOVEL115-KV LINE #2,,,,,,,,
,,,,,,,,,,,,,
,Tie Point Participants = Control areas that physically interconnect to tie point.  May have rights on one or more lines or equipment which is tied to the point.,,,,,,,,,,,,
,Line/Equipment Participants = Companies who have rights on this line or piece of equipment.  May or may not be a control area.,,,,,,,,,,,,
