U.S. Energy Information Administration,,,,,,,,,,
September 2014 Monthly Energy Review,,,,,,,,,,
,,,,,,,,,,
Note: Information about data precision and revisions.,,,,,,,,,,
,,,,,,,,,,
"Release Date: September 25, 2014",,,,,,,,,,
"Next Update: October 28, 2014",,,,,,,,,,
,,,,,,,,,,
Table 3.7b Petroleum Consumption:  Industrial Sector,,,,,,,,,,
,,,,,,,,,,
Month,Asphalt and Road Oil Consumed by the Industrial Sector,Distillate Fuel Oil Consumed by the Industrial Sector,Kerosene Consumed by the Industrial Sector,Liquefied Petroleum Gases Consumed by the Industrial Sector,Lubricants Consumed by the Industrial Sector,Motor Gasoline Consumed by the Industrial Sector,Petroleum Coke Consumed by the Industrial Sector,Residual Fuel Oil Consumed by the Industrial Sector,Other Petroleum Products Consumed by the Industrial Sector,Total Petroleum Consumed by the Industrial Sector
35125,340.516,622.516,13.239,1606.974,98.674,103.41,404.586,142.81,1534.993,4867.717
35156,404.967,585.262,5.733,1465.709,69.084,104.488,343.494,125.045,1533.74,4637.52
35186,560.935,474.219,3.954,1449.405,87.144,107.114,297.514,142.39,1487.254,4609.928
35217,639.3,465.569,3.985,1399.648,72.427,107.34,351.661,128.106,1533.996,4702.034
35247,718.742,386.144,2.677,1403.307,80.11,108.366,339.172,159.672,1471.071,4669.261
35278,765.548,461.287,3.345,1463.386,79.961,110.729,300.02,153.15,1498.392,4835.819
35309,681.267,483.448,5.628,1469.294,82.249,101.689,324.295,123.524,1353.109,4624.503
35339,686.774,662.415,0.516,1627.971,77.887,107.412,424.254,140.87,1635.753,5363.853
35370,410.367,576.156,17.642,1778.841,75.684,105.039,333.096,124.284,1513.484,4934.592
35400,263.452,538.184,16.004,1716.216,64.649,103.445,386.94,147.402,1552.334,4788.625
35431,219.742,730.313,21.929,1876.392,65.114,101.4,296.783,151.168,1678.221,5141.062
35462,275.357,554.77,14.724,1825.477,84.267,106.487,343.327,160.37,1516.873,4881.653
35490,304.419,631.416,8.768,1471.489,77.871,108.268,333.312,119.76,1550.168,4605.472
35521,451.267,620.039,11.356,1526.146,92.706,111.99,324.051,131.175,1610.362,4879.092
35551,548.032,480.823,2.639,1431.713,96.103,113.034,308.549,121.083,1686.805,4788.78
35582,671.567,415.309,3.215,1387.34,70.987,115.102,386.224,121.031,1700.691,4871.466
35612,764.548,409.101,2.141,1426.875,87.327,117.986,330.399,121.106,1711.902,4971.386
35643,738.581,351.657,5.506,1498.211,87.294,114.342,278.396,112.117,1620.007,4806.109
35674,727.3,502.433,4.213,1600.468,82.866,111.417,281.973,125.156,1548.415,4984.242
35704,671.032,718.198,7.575,1585.75,96.318,113.062,350.289,110.203,1634.712,5287.139
35735,404,635.532,11.981,1750.62,75.341,110.613,350.849,129.002,1494.346,4962.285
35765,271.355,736.547,15.404,2036.649,71.766,112.007,387.593,120.925,1499.288,5251.533
35796,214.839,728.152,18.423,1861.616,82.649,96.764,292.798,104.723,1481.229,4881.192
35827,267.821,690.979,13.858,1695.598,87.004,97.951,382.563,92.153,1451.143,4779.069
35855,241.258,683.131,14.324,1749.459,85.237,101.667,333.202,90.016,1570.009,4868.303
35886,436.567,589.248,5.192,1502.775,98.552,105.585,396.204,119.176,1549.999,4803.298
35916,602.097,401.653,7.519,1294.158,85.27,105.166,377.445,84.319,1602.252,4559.879
35947,686.333,555.807,8.043,1373.834,87.786,108.232,416.643,93.413,1489.068,4819.16
35977,769.484,392.646,3.222,1396.616,83.196,110.264,382.585,123.046,1572.586,4833.645
36008,782,490.655,10.745,1426.381,87.078,108.843,470.583,102.779,1436.448,4915.512
36039,734,532.64,4.832,1362.539,89.758,105.562,408.218,111.255,1526.63,4875.433
36069,712.419,622.276,9.33,1602.456,95.572,106.426,387.127,84.953,1394.95,5015.509
36100,479.367,562.411,14.46,1627.394,74.227,103.739,355.928,97.426,1491.565,4806.517
36130,312.452,598.443,18.009,1743.198,78.186,107.346,481.751,98.545,1528.645,4966.574
36161,236.774,711.853,10.866,1882.013,73.541,72.847,399.27,95.436,1550.072,5032.672
36192,329,500.671,7.871,1667.604,82.963,75.966,473.077,103.874,1619.318,4860.344
36220,313.742,678.218,5.669,1758.039,86.481,76.88,456.531,102.229,1615.831,5093.618
36251,509.133,489.399,4.109,1575.039,87.615,80.454,409.687,75.853,1648.124,4879.412
36281,588.226,448.591,3.625,1451.168,81.852,79.641,416.806,99.08,1327.482,4496.471
36312,789.2,441.59,4.65,1573.456,91.129,84.053,475.148,78.049,1594.888,5132.163
36342,763.613,427.315,3.617,1610.079,86.166,84.579,402.361,81.005,1469.275,4928.01
36373,834.129,416.27,4.429,1626.279,85.037,81.154,421.436,109.758,1682.553,5261.044
36404,744.367,522.174,4.636,1785.626,93.512,78.557,440.922,82.924,1565.122,5317.839
36434,660.871,671.46,4.44,1808.221,95.605,80.795,437.553,78.594,1414.481,5252.019
36465,513.8,613.719,8.087,1648.877,90.632,77.943,380.489,84.014,1496.315,4913.876
36495,269.516,768.15,12.507,2109.893,90.628,83.798,398.549,94.115,1410.547,5237.703
36526,238.774,683.902,16.582,2146.799,90.694,71.166,376.361,94.664,1306.384,5025.328
36557,328.759,660.395,10.546,1963.288,93.917,77.101,302.276,99.275,1487.137,5022.693
36586,375.742,607.708,6.54,1726.443,86.63,77.234,369.736,79.258,1577.872,4907.163
36617,441.8,470.416,6.005,1630.044,85.009,77.881,311.887,92.562,1374.111,4489.715
36647,634.677,566.991,3.232,1485.412,90.91,80.539,442.155,81.598,1606.692,4992.206
36678,735.633,475.777,4.145,1603.161,87.872,82.062,380.11,108.441,1546.755,5023.955
36708,695.871,354.723,3.149,1523.291,85.601,80.366,380.004,128.274,1517.596,4768.875
36739,809.226,465.166,3.149,1606.935,93.067,82.956,408.893,105.832,1469.798,5045.02
36770,708.9,625.885,7.675,1577.743,88.832,79.208,366.605,101.163,1526.438,5082.449
36800,620.065,560.969,6.313,1739.899,87.542,78.27,327.837,130.701,1297.549,4849.144
36831,448.533,638.707,6.497,1652.172,74.072,77.965,319.755,102.135,1335.146,4654.982
36861,259.742,650.632,16.611,1987.297,62.808,80.624,341.169,130.235,1447.095,4976.213
36892,268.419,770.841,18.114,1710.985,76.56,145.937,305.544,99.955,1698.953,5095.31
36923,270.321,795,12.947,1585.271,82.963,148.355,263.059,101.891,1660.345,4920.152
36951,314.677,786.745,18.664,1603.634,88.521,153.736,415.52,90.089,1468.718,4940.305
36982,441.467,594.324,9.514,1564.008,76.952,154.51,385.718,99.973,1560.759,4887.226
37012,574.548,605.046,6.685,1301.68,84.639,156.867,398.155,88.807,1543.224,4759.651
37043,737.933,499.289,8.619,1382.57,91.112,156.577,439.488,78.167,1302.543,4696.299
37073,740.548,413.279,8.652,1462.375,79.298,162.582,437.13,88.657,1305.804,4698.323
37104,796.484,567.105,12.725,1489.6,83.246,161.325,362.91,58.817,1410.257,4942.467
37135,660.2,550.48,6.158,1595.974,81.358,154.189,401.455,77.369,1265.256,4792.44
37165,678.774,661.702,3.573,1656.388,67.751,155.944,377.292,102.29,1526.917,5230.63
37196,483.533,623.823,13.195,1651.477,85.524,156.343,434.257,96.018,1456.225,5000.395
37226,243.903,480.922,15.737,1683.613,46.351,154.691,450.756,82.036,1578.043,4736.052
37257,281.806,715.226,10.305,1853.736,97.065,151.13,413.207,94.029,1548.99,5165.494
37288,308.571,568.18,11.458,1947.772,72.365,158.106,381.829,84.924,1403.378,4936.585
37316,348.161,583.316,7.807,1807.204,75.499,159,383.721,97.411,1502.025,4964.143
37347,466.867,638.929,2.412,1478.358,87.803,161.025,427.363,84.943,1483.547,4831.245
37377,588.774,535.766,5.453,1536.448,81.736,166.77,360.214,79.583,1526.387,4881.131
37408,677.267,445.917,5.758,1487.871,73.901,167.903,376.212,75.936,1552.297,4863.062
37438,731.355,458.022,2.463,1526.32,78.286,167.96,441.914,59.09,1528.157,4993.566
37469,751.968,470.59,2.562,1574.221,72.479,171.069,359.545,57.592,1533.653,4993.679
37500,658.9,553.387,3.474,1577.532,82.695,159.57,391.799,69.459,1435.552,4932.369
37530,593.419,557.166,7.265,1697.866,80.774,161.907,347.092,75.796,1356.943,4878.228
37561,465.567,685.98,9.519,1736.334,75.015,162.18,388.188,108.313,1435.867,5066.963
37591,257.903,586.835,11.874,1808.821,54.165,163.37,326.232,107.489,1379.098,4695.786
37622,274.29,700.957,28.926,1989.634,82.416,160.553,319.041,82.194,1421.755,5059.766
37653,315.714,740.286,20.591,1864.013,72.917,162.689,336.596,109.823,1573.171,5195.8
37681,305.065,581.117,9.901,1570.409,75.714,164.143,387.22,120.054,1575.548,4789.171
37712,439.033,601.648,8.539,1482.042,74.758,168.654,406.658,103.057,1653.455,4937.844
37742,526.935,424.304,9.798,1218.36,64.782,172.541,334.858,95.891,1769.655,4617.125
37773,660.2,430.074,-0.142,1195.149,67.507,174.992,405.561,71.65,1701.629,4706.619
37803,716.516,372.773,2.539,1310.292,71.5,175.402,402.253,79.506,1713.784,4844.565
37834,708.29,427.988,5.291,1499.179,73.06,179.596,332.757,96.988,1551.118,4874.266
37865,691.033,528.011,8.674,1578.668,72.495,170.329,374.865,78.721,1431.139,4933.937
37895,638.161,574.473,9.007,1538.374,80.608,173.798,395.305,97.883,1451.723,4959.331
37926,453.733,602.65,12.201,1633.615,55.199,170.705,386.941,111.513,1479.57,4906.127
37956,302.226,640.108,24.798,1863.629,70.256,171.953,417.438,106.174,1619.515,5216.097
37987,265.129,735.3,30.192,2003.716,65.578,186.473,396.417,117.771,1303.774,5104.35
38018,291.621,731.1,20.406,1930.18,57.545,189.312,284.901,132.45,1738,5375.514
38047,396.129,680.852,15.025,1574.147,79.347,193.307,380.369,111.854,1682.839,5113.869
38078,527.733,645.652,13.7,1578.913,83.535,195.489,361.41,103.925,1593.633,5103.991
38108,557.645,474.578,6.186,1448.272,70.372,196.636,540.802,88.296,1666.097,5048.884
38139,693.767,441.92,10.775,1449.28,88.369,199.686,443.42,90.765,1725.067,5143.048
38169,737.355,394.348,7.018,1476.136,77.738,200.449,383.723,94.93,1798.129,5169.826
38200,788.226,402.537,8.886,1531.417,66.258,199.789,446.061,81.296,1787.516,5311.986
38231,721.2,602.46,7.71,1499.455,70.472,193.123,465.608,97.25,1632.833,5290.112
38261,609.194,610.896,9.112,1703.284,75.183,194.867,396.009,115.618,1638.419,5352.581
38292,485.567,619.225,11.339,1718.221,66.187,193.973,502.273,143.538,1624.2,5364.524
38322,361.677,508.089,22.915,1847.984,69.609,197.195,473.749,120.994,1696.226,5298.439
38353,330.181,713.972,36.087,1978.452,68.237,179.921,380.935,138.897,1403.918,5230.6
38384,302.944,669.226,19.081,1896.796,69.654,180.919,382.648,142.7,1591.219,5255.186
38412,385.69,787.123,26.769,1716.33,74.544,183.617,392.616,111.434,1776.779,5454.903
38443,450.785,626.709,12.25,1370.279,70.437,186.353,450.353,123.929,1496.249,4787.344
38473,571.367,581.073,20.466,1362.56,80.069,189.43,472.046,110.705,1695.724,5083.44
38504,829.025,474.724,14.561,1380.855,80.004,191.355,402.199,96.182,1878.551,5347.455
38534,680.066,350.001,12.596,1440.655,74.336,194.646,452.999,96.212,1575.067,4876.579
38565,774.058,401.988,7.624,1555.334,77.775,194.714,385.985,111.759,1792.478,5301.715
38596,671.181,604.696,15.049,1261.979,67.531,182.016,378.147,119.87,1392.864,4693.332
38626,630.202,576.805,18.668,1302.371,83.103,184.486,320.79,142.729,1482.978,4742.133
38657,599.26,642,20.461,1494.057,60.395,186.097,418.904,153.745,1569.077,5143.997
38687,319.177,709.613,22.557,1844.643,61.689,189.781,413.633,125.348,1601.12,5287.561
38718,295.051,692.703,20.186,1686.848,60.954,188.8,379.684,148.606,1782.513,5255.346
38749,329.522,639.446,31.494,1857.519,102.118,190.337,298.004,130.688,1546.136,5125.264
38777,412.505,729.105,26.239,1709.367,71.366,193.395,427.08,130.573,1464.191,5163.821
38808,513.285,547.835,22.167,1559.051,77.563,195.52,344.925,109.249,1466.664,4836.257
38838,633.452,531.24,12.696,1514.695,64.004,198.8,401.128,92.622,1629.838,5078.474
38869,714.779,451.019,7.525,1506.344,76.367,202.448,446.307,85.44,1804.662,5294.89
38899,661.695,400.429,10.132,1560.644,68.981,205.2,383.169,85.849,1501.774,4877.873
38930,742.756,506.246,7.786,1594.165,70.276,204.272,432.479,90.969,1760.945,5409.896
38961,666.73,585.671,7.165,1535.136,61.167,197.266,528.913,82.437,1643.582,5308.067
38991,591.717,694.273,8.014,1583.22,84.24,197.925,420.515,90.181,1653.564,5323.65
39022,478.22,668.175,6.618,1698.447,62.649,197.45,478.395,82.907,1762.314,5435.175
39052,199.34,681.917,12.694,1729.569,49.291,199.451,548.076,122.384,1655.93,5198.651
39083,352.923,776.695,10.453,1937.985,77.847,153.776,344.836,97.662,1574.194,5326.372
39114,289.034,789.587,9.587,2021.897,65.604,155.869,351.07,116.003,1658.184,5456.834
39142,369.956,662.795,7.044,1659.338,77.959,158.832,488.503,95.129,1506.386,5025.943
39173,455.468,675.208,5.411,1569.219,74.188,159.486,363.546,86.877,1696.041,5085.445
39203,506.659,606.895,2.781,1449.401,80.979,163.274,474.671,82.112,1717.364,5084.136
39234,637.208,537.896,2.973,1510.861,69.01,164.261,389.265,81.433,1508.807,4901.714
39264,651.068,469.46,1.317,1501.483,75.788,166.827,341.838,70.606,1593.212,4871.599
39295,646.691,495.513,5.689,1501.092,71.572,165.83,457.314,76.459,1547.793,4967.953
39326,605.72,597.401,6.361,1511.469,65.503,160.158,467.355,72.11,1540.93,5027.008
39356,595.421,601.844,5.577,1558.107,77.361,159.844,368.89,67.13,1548.768,4982.941
39387,457.928,508.872,9.193,1656.322,70.97,159.724,396.974,90.337,1633.468,4983.789
39417,348.345,433.847,11.675,1796.019,65.847,160.1,492.669,77.532,1602.745,4988.778
39448,354.298,771.35,1.766,1742.26,70.578,128.301,422.077,96.797,1564.123,5151.55
39479,300.682,796.855,3.795,1684.962,67.416,129.122,347.711,75.616,1570.226,4976.385
39508,295.1,785.613,3.289,1572.938,73.824,132.034,412.844,84.792,1344.629,4705.064
39539,359.957,750.272,0.108,1350.828,74.793,132.705,413.301,99.536,1403.169,4584.669
39569,460.519,689.459,0.85,1340.017,73.48,134.727,394.229,94.544,1422.089,4609.914
39600,570.238,487.081,0.654,1390.125,70.813,132.667,372.076,86.08,1404.976,4514.71
39630,556.241,440.215,-0.116,1407.924,71.466,133.251,469.962,88.738,1273.575,4441.256
39661,516.945,437.039,0.346,1390.856,80.753,133.025,399.078,66.086,1248.592,4272.72
39692,531.298,564.242,1.557,1037.571,49.857,123.748,282.384,63.79,1167.159,3821.605
39722,465.057,833.954,1.272,1330.642,74.956,131.423,394.456,82.336,1547.296,4861.391
39753,314.107,652.146,2.603,1378.873,46.749,129.669,370.557,69.616,1539.544,4503.865
39783,271.497,446.059,6.07,1402.372,53.349,130.012,436.932,104.418,1414.44,4265.15
39814,195.238,798.207,5.294,1573.561,61.832,122.584,359.622,79.16,1372.884,4568.381
39845,276.802,647.678,4.873,1607.511,49.249,125.62,358.379,51.422,1330.005,4451.538
39873,300.386,572.169,1.964,1534.927,57.712,126.561,345.069,67.653,1169.99,4176.433
39904,298.656,398.2,1.722,1432.302,64.17,128.358,429.215,76.566,1221.941,4051.13
39934,371.166,434.934,1.717,1333.024,52.015,129.138,434.042,55.228,1153.64,3964.904
39965,511.957,435.288,1.358,1300.598,63.967,130.501,465.911,63.465,1213.003,4186.049
39995,495.456,324.503,0.164,1357.447,62.678,131.646,299.176,32.387,1333.283,4036.74
40026,541.577,323.634,0.718,1469.785,70.819,132.135,339.062,47.276,1243.79,4168.795
40057,461.017,446.59,-0.54,1449.326,63.753,126.673,400.363,36.44,1371.536,4355.159
40087,377.014,546.45,2.583,1659.094,63.187,127.75,287.974,52.672,1235.703,4352.427
40118,287.492,583.949,2.606,1901.704,60.199,126.602,314.039,50.771,1131.655,4459.017
40148,204.436,600.305,3.204,1881.24,58.86,126.965,330.834,67,1240.666,4513.509
40179,203.021,480.801,2.611,2035.809,59.861,132.943,201.081,59.165,1217.567,4392.859
40210,248.99,524.548,6.104,1948.686,70.342,133.876,264.292,55.69,1262.777,4515.306
40238,263.719,657.223,2.026,1713.673,70.864,137.207,356.137,54.413,1420.526,4675.787
40269,330.694,600.784,1.179,1419.409,67.823,142.122,323.178,60.247,1463.048,4408.485
40299,377.892,468.754,1.904,1446.15,65.87,142.976,274.355,50.524,1351.46,4179.884
40330,516.806,432.584,2.751,1492.161,79.653,145.293,332.627,43.438,1385.612,4430.925
40360,469.536,346.292,3.368,1523.332,72.56,145.135,303.341,53.033,1372.691,4289.289
40391,536.642,534.052,1.664,1559.324,66.477,144.425,369.947,41.833,1466.601,4720.965
40422,462.884,670.147,1.418,1604.385,70.03,142.192,370.885,50.806,1326.372,4699.119
40452,434.338,536.58,2.61,1636.746,65.512,140.684,278.794,51.343,1215.272,4361.879
40483,294.709,638.182,8.168,1648.382,64.042,137.568,338.975,57.096,1333.352,4520.473
40513,203.537,675.315,8.857,2061.377,57.868,139.048,307.448,51.367,1301.244,4806.062
40544,221.101,716.11,2.666,2079.234,63.692,131.585,275.215,75.734,1244.05,4809.386
40575,248.446,606.587,7.077,1914.298,62.048,135.261,218.303,73.626,1184.751,4450.399
40603,281.64,752.749,3.771,1800.205,76.94,138.321,265.672,59.572,1405.294,4784.164
40634,310.685,567.659,1.207,1540.431,70.088,138.283,301.889,61.009,1300.543,4291.796
40664,357.109,555.745,0.031,1569.045,62.598,138.613,358.907,60.351,1082.306,4184.706
40695,454.004,579.586,0.621,1520.514,64.334,142.54,309.177,61.424,1212.794,4344.994
40725,464.886,342.925,1.277,1529.143,60.955,141.977,286.794,39.039,1363.227,4230.224
40756,544.712,547.102,0.773,1582.659,70.423,140.312,388.338,42.269,1310.668,4627.255
40787,461.756,571.645,1.094,1559.641,64.231,137.46,275.816,63.01,1298.784,4433.437
40817,422.931,600.511,0.29,1694.061,52.702,135.962,343.097,51.908,1238.857,4540.319
40848,296.982,706.879,0.829,1812.609,63.814,134.21,336.3,52.96,1390.624,4795.206
40878,186.971,492.363,1.733,1970.384,56.947,136.509,172.792,66.2,1228.454,4312.353
40909,201.059,720.955,1.015,2041.306,62.415,121.811,337.859,37.757,1252.733,4776.911
40940,220.437,807.544,4.956,1994.415,71.377,127.87,249.504,32.743,1237.971,4746.817
40969,234.04,631.154,1.255,1824.556,56.721,127.636,288.102,34.592,1159.786,4357.843
41000,326.531,618.941,0.362,1715.443,64.251,129.993,317.083,35.505,1067.328,4275.435
41030,382.743,597.527,1.467,1705.444,62.686,133.542,351.035,26.607,1127.57,4388.622
41061,455.138,513.352,0.349,1665.36,55.305,133.785,346.914,28.099,1219.089,4417.391
41091,463.71,392.513,0.025,1682.879,55.074,131.03,303.502,35.952,1228.277,4292.961
41122,496.93,453.781,0.059,1746.272,56.419,136.139,367.511,32.56,1220.63,4510.3
41153,444.748,552.442,0.805,1757.318,54.568,127.32,331.868,31.082,1009.921,4310.072
41183,373.941,699.403,0.54,1916.694,57.737,129.401,271.97,27.374,1331.352,4808.413
41214,281.554,721.951,0.583,1954.181,62.281,126.156,337.644,26.904,1309.459,4820.714
41244,200.668,523.652,0.397,2083.637,47.393,124.762,327.491,15.435,1407.557,4730.992
41275,223.622,756.153,1.994,2254.247,65.405,123.903,350.051,26.807,1171.015,4973.197
41306,214.564,625.215,0.418,2268.99,65.484,124.859,228.867,24.095,1213.763,4766.254
41334,235.579,531.443,2.759,2038.015,65.168,128.506,240.68,35.886,1114.447,4392.482
41365,289.886,581.099,0.875,1866.453,57.961,131.701,218.786,22.11,1189.442,4358.313
41395,308.021,577.311,0.217,1701.827,66.027,134.349,330.503,20.336,1363.155,4501.745
41426,406.073,513.249,0.143,1674.81,72.553,135.005,333.404,23.652,1310.806,4469.694
41456,452.733,460.813,0.179,1863.265,62.754,136.025,306.261,28.592,1336.268,4646.889
41487,464.176,463.979,0.147,1783.553,61.95,135.699,330.84,33.559,1192.054,4465.957
41518,460.761,554.968,0.722,1861.251,61.35,133.055,336.441,29.797,1520.514,4958.859
41548,377.325,825.755,0.259,2131.761,59.652,133.017,256.067,21.829,1178.169,4983.834
41579,261.799,733.731,0.055,2198.639,51.24,132.704,345.173,29.627,1425.885,5178.853
41609,179.89,716.584,3.555,2307.526,58.923,128.936,251.386,12.863,1377.155,5036.818
41640,177.27,992.121,3.379,2384.008,55.489,122.042,364.849,17.615,1142.882,5259.655
41671,204.756,863.264,0.918,2125.814,60.043,129.373,238.092,16.449,1300.929,4939.639
41699,217.942,782.118,0.058,1944.435,70.633,129.153,162.262,16.212,1167.566,4490.379
41730,282.415,810.051,0.355,1757.055,58.945,133.541,281.179,22.862,1224.631,4571.035
41760,349.584,692.778,0.174,1561.239,67.782,134.087,315.624,19.388,1144.87,4285.527
41791,402.195,617.396,-0.077,1675.215,51.789,134.353,284.661,21.953,1189.244,4376.728
