College,Campus,CIP,State Title,Award Type,Number of Terms,Credit Hours,Number of Weeks,ITSO,Local Name
03,,2203020200,LEGAL ASSISTANT/PARALEGAL MANAGEMENT,ASCO,4.5,68,72,03 06 11 03,PARALEGAL/LEGAL STUDIES PROGRAM
03,,3103010200,PARKS AND RECREATIONAL FACILITIES  MANAGEMENT,ASCO,4.5,70,72,03 06 11 03,RECREATION AND LEISURE MANAGEMENT
03,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,ASCO,4.5,68,72,03 06 11 03,CRIMINAL JUSTICE
03,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,Cert1,2,25,32,03 06 11 03,COMPUTER FORENSICS CERTIFICATE
03,,4602010200,CARPENTRY TECHNOLOGY,AAS,4.5,77,72,03 02 11 03,CONSTRUCTION TECHNOLOGY
03,,4602010200,CARPENTRY TECHNOLOGY,Dipl1,2.5,47,40,03 02 11 03,CONSTRUCTION TECHNOLOGY DIPLOMA
03,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,AAS,4.5,76,72,03 02 11 03,AUTO COLLISION AND PAINT REPAIR TECHNOLOGY
03,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,Dipl1,2.5,49,40,03 02 11 03,AUTO COLLISION AND PAINT REPAIR TECHNOLOGY DIPLOMA
03,,4706040200,AUTOMOTIVE TECHNOLOGY,AAS,4.5,80,72,03 02 11 03,AUTOMOTIVE TECHNOLOGY
03,,4706110200,MOTORCYCLE TECHNOLOGY,AAS,4.5,77,72,03 02 11 03,MOTORCYCLE AND SMALL ENGINE TECHNOLOGY
03,,4706110200,MOTORCYCLE TECHNOLOGY,AAS1,4.5,75,72,03 02 11 03,MOTORCYLCE AND SMALL ENGINE TECHNOLOGY ADVANCE AAS OPTION 2
03,,4706110200,MOTORCYCLE TECHNOLOGY,Dipl2,2.5,44,40,03 02 11 03,MOTORCYCLE AND SMALL ENGINE TECHNOLOGY DIPLOMA
03,,4706160200,MARINE AND SMALL ENGINE TECHNOLOGY,AAS,4.5,77,72,03 02 11 03,MARINE AND SMALL ENGINE TECHNOLOGY
03,,4706160200,MARINE AND SMALL ENGINE TECHNOLOGY,AAS1,4.5,77,72,03 02 11 03,MARINE SERVICE TECHNOLOGY ADVANCED MARINE AAS OPTION
03,,4706160200,MARINE AND SMALL ENGINE TECHNOLOGY,Dipl2,2.5,44,40,03 02 11 03,MARINE SERVICE TECHNOLOGY DIPLOMA
03,,4805080100,WELDING TECHNICIAN,Cert1,1,19,16,03 02 11 03,WELDING CERTIFICATE
03,,4805080100,WELDING TECHNICIAN,Dipl,2,38,32,03 02 11 03,WELDING DIPLOMA
03,,4901010200,AVIATION TECHNOLOGY,ASCO,4,68,64,03 06 11 03,AVIATION/AIRPORT MANAGEMENT - CAREER OP
03,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,ASCO,4.5,69,72,03 06 11 03,GRAPHIC DESIGN & TECHNOLOGY-COLL PAR/CAR OP
03,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,Dipl1,2.5,34,40,03 06 11 03,GRAPHIC DESIGN & TECHNOLOGY DIPLOMA
03,,5107010200,HEALTH CARE ADMINISTRATION,ASCO,4,69,64,03 06 11 03,HEALTH CARE ADMINISTRATION
03,,5107010200,HEALTH CARE ADMINISTRATION,Cert1,3,41,48,03 06 11 03,HEALTH CARE ADMINISTRATION CERTIFICATE
03,,5107160200,MEDICAL ADMINISTRATIVE ASSISTANT MANAGEMENT,AAS,4.5,77,72,03 02 11 03,MEDICAL OFFICE TECHNOLOGY
03,,5107160200,MEDICAL ADMINISTRATIVE ASSISTANT MANAGEMENT,Dipl1,2.5,39,40,03 02 11 03,MEDICAL OFFICE TECHNOLOGIST CODING DIPLOMA
03,,5107160200,MEDICAL ADMINISTRATIVE ASSISTANT MANAGEMENT,Dipl2,2.5,42,40,03 02 11 03,MEDICAL OFFICE TECHNOLOGIST TRANSCRIPTION DIPLOMA
03,,5108010200,MEDICAL ASSISTANT-DEGREE,AAS,4.5,76,72,03 02 11 03,MEDICAL ASSISTANT
03,,5108010200,MEDICAL ASSISTANT-DEGREE,Cert2,2,25,32,03 02 11 03,LIMITED RADIOLOGY CERTIFICATE
03,,5108010200,MEDICAL ASSISTANT-DEGREE,Dipl1,2.5,47,40,03 02 11 03,MEDICAL ASSISTANT SPECIALIST DIPLOMA
03,,5108050100,PHARMACY TECHNICIAN,Dipl,2.5,40,40,03 02 11 03,PHARMACY TECHNICIAN
03,,5108080200,Veterinary  Animal Health Assistant Technology,AAS,4.5,70,72,03 02 11 03,Veterinary Technician
03,,5109046200,PARAMEDIC SPECIALIST,AAS,5.5,77,88,03 02 11 03,PARAMEDIC SPECIALIST
03,,5109090200,SURGICAL TECHNOLOGY,AAS,4.5,76,72,03 02 11 03,SURGICAL TECHNOLOGY
03,,5109090200,SURGICAL TECHNOLOGY,Dipl1,2.5,45,40,03 02 11 03,SURGICAL TECHNOLOGY DIPLOMA
03,,5115010200,SUBSTANCE ABUSE & ADDICTION COUNSELING TECHNOLOGY,ASCO,4.5,68,72,03 06 11 03,SUBSTANCE ABUSE COUNSELING
03,,5123990200,REHABILITATION AND THERAPEUTIC SERVICES,ASCO,4.5,69,72,03 06 11 03,HUMAN SERVICES/DISABILITY STUDIES
03,,5123990200,REHABILITATION AND THERAPEUTIC SERVICES,Dipl1,2,34,32,03 06 11 03,PARAEDUCATION DIPLOMA
03,,5135010100,MASSAGE THERAPY TECHNICIAN,Dipl,2.5,38,40,03 02 11 03,MASSAGE THERAPY
03,,5138010200,REGISTERED NURSING/REGISTERED NURSE,AAS,4.5,76,72,03 02 11 03,ASSOCIATE DEGREE NURSING
03,,5139010100,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING,Dipl,2.5,42,40,03 02 11 03,PRACTICAL NURSING
03,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,ASCO,4.5,71,72,03 06 11 03,BUSINESS ADMINISTRATION AND MANAGEMENT
03,,5202040200,OFFICE MANAGEMENT,ASCO,4,68,64,03 06 11 03,ADMINISTRATIVE ASSISTANT
03,,5203010200,ACCOUNTING MANAGEMENT,ASCO,4.5,70,72,03 06 11 03,ACCOUNTING SPECIALIST
03,,5203010200,ACCOUNTING MANAGEMENT,Cert2,2,28,32,03 06 11 03,CERTIFIED PROFESSIONAL BOOKKEEPER
03,,5203010200,ACCOUNTING MANAGEMENT,Dipl1,2,35,32,03 06 11 03,ACCOUNTING DIPLOMA
03,,5204010100,ADMINISTRATIVE ASSISTANT  SPECIALIST,Dipl,2,35,32,03 02 11 03,SECRETARIAL SPECIALIST
03,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,Dipl,2,40,32,03 02 11 03,OFFICE SPECIALIST
03,,5209990200,HOTEL AND RESTAURANT MANAGEMENT,AAS,4.5,82,72,03 02 11 03,HOTEL AND RESTAURANT MANAGEMENT
03,,5218010200,"SALES, DISTRIBUTION, AND MARKETING MANAGEMENT",ASCO,4.5,69,72,03 06 11 03,SALES AND MARKETING MANAGEMENT
03,,5218010200,"SALES, DISTRIBUTION, AND MARKETING MANAGEMENT",Dipl1,2.5,38,40,03 06 11 03,SALES AND MARKETING DIPLOMA
03,,5219070100,PARTS AND SALES TECHNICIAN,Dipl,2.5,41,40,03 02 11 03,PARTS SALES AND INVENTORY CONTROL
04,,0100000200,AGRICULTURAL SCIENCE TECHNOLOGY,AAS,4,67,64,03 02 11 03,Agriculture
04,,1109010200,COMPUTER SYSTEMS NETWORKING & TELECOM. TECHNO.,AAS,4.5,85,72,03 02 11 03,Computer Science and Networking Technology Degree
04,,1109010200,COMPUTER SYSTEMS NETWORKING & TELECOM. TECHNO.,Cert,0.5,8,8,03 02 11 03,Computer Science and Networking Technology Degree
04,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,AAS,4.5,85,72,03 02 11 03,Industrial Instrumentation and Control
04,,1506130200,MECHANICAL DRAFTING/CAD/CADD TECHNICIAN,AAS,4.5,84,72,03 02 11 03,Design Technology
04,,1513060100,MECHANICAL DRAFTING/CAD/CADD TECHNICIAN,Dipl,2.5,47,40,03 02 11 03,Engineering Design
04,,2612010200,BIOTECHNOLOGY,AAS,4.5,65,72,03 02 11 03,Bio Tech Lab Technician
04,,4600000200,CONSTRUCTION TECHNOLOGY,AAS,4.5,77,72,03 02 11 03,Construction Technology
04,,4602010100,CARPENTRY TECHNICIAN,Dipl,2.5,47,40,03 02 11 03,Carpentry
04,,4603020200,ELECTRICAL TECHNOLOGY,AAS,1.5,23,24,03 12 11 03,Electrical Technology
04,,4603030100,LINE WORKER TECHNICIAN,Dipl,2.5,51,40,03 02 11 03,POWERLINE
04,,4603030200,LINE WORKER TECHNOLOGY,AAS,4.5,81,72,03 02 11 03,POWERLINE TECHNOLOGY
04,,4603990100,ELECTRICAL AND POWER TRANSMISSION TECHNICIAN,DIPL,2.5,46,40,03 02 11 03,Substation
04,,4701050200,INDUSTRIAL ELECTRONICS TECHNOLOGY,AAS,4.5,82,72,03 02 11 03,INDUSTRIAL & COMMERCIAL WIRING
04,,4706030100,AUTOMOTIVE COLLISION TECHNICIAN,Dipl,2.5,48,40,03 02 11 03,COLLISION REPAIR AND REFINISHING
04,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,AAS,4.5,85,72,03 02 11 03,COLLISION REPAIR AND REFINISHING TECHNOLOGY
04,,4706040200,AUTOMOTIVE TECHNOLOGY,AAS,5,86,80,03 02 11 03,Automotive Service Technology
04,,4706040200,AUTOMOTIVE TECHNOLOGY,Dipl1,2.5,46,40,03 02 11 03,Automotive Service
04,,4706050200,DIESEL MECHANICS TECHNOLOGY,AAS,5,86,80,03 02 11 03,Truck & Diesel Technology
04,,4805010100,MACHINE TOOL TECHNICIAN,Dipl,2,38,32,03 02 11 03,Manufacturing Technology
04,,4805080100,WELDING TECHNICIAN,Cert1,2,12,32,03 02 11 03,Production Welding
04,,4805080100,WELDING TECHNICIAN,Dipl,2.5,46,40,03 02 11 03,Production Welding
04,,4902020200,CONSTRUCTION/EARTHMOVING/HEAVY EQUPMNT TECHNOLOGY,AAS,4.5,86,72,03 02 11 03,HEAVY EQUIPMENT OPERATION/MAINTENANCE/MANAGEMENT
04,,4902020200,CONSTRUCTION/EARTHMOVING/HEAVY EQUPMNT TECHNOLOGY,Dipl1,4.5,75,72,03 02 11 03,HEAVY EQUIPMENT OPERATION/MAINTENANCE/MANAGEMENT DIPLOMA
04,,5004060200,COMMERCIAL PHOTOGRAPHY TECHNOLOGY,AAS,4,72,64,03 02 11 03,Professional Photography
04,,5107070200,HEALTH INFORMATION TECHNOLOGY,AAS,5,68,80,03 02 11 03,Health Information Technology
04,,5107070200,HEALTH INFORMATION TECHNOLOGY,Cert1,2,11,32,03 02 11 03,Health Records
04,,5107070200,HEALTH INFORMATION TECHNOLOGY,Dipl1,2,34,32,03 02 11 03,Medical Coding
04,,5108050100,PHARMACY TECHNICIAN,CERT1,2,7,32,03 02 11 03,PHARMACY TECHNICIAN CERTIFICATE
04,,5108050100,PHARMACY TECHNICIAN,DIPL,2,32,32,03 02 11 03,PHARMACY TECHNICIAN
04,,5109110200,RADIOLOGIC TECHNOLOGY,AAS,5,86,80,03 02 11 03,Radiologic Technology
04,,5138010200,REGISTERED NURSING/REGISTERED NURSE,AAS,5,86,80,03 02 11 03,Associate Degree Nursing
04,,5139010100,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING,Dipl,3,45,48,03 02 11 03,Practical Nursing
04,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,ASCO,4,60,64,03 06 11 03,Business Management
04,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,ASCO1,4,60,64,03 06 11 03,Financial/Insurance Services Management
04,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,ASCO2,4,60,64,03 06 11 03,Industrial/Retail Management
04,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,ASCO3,4,60,64,03 06 11 03,Human Resources Management
04,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Dipl4,2,34,32,03 06 11 03,Business
04,,5203010200,ACCOUNTING MANAGEMENT,AAS,4,63,64,03 02 11 03,Accounting
04,,5203010200,ACCOUNTING MANAGEMENT,Dipl1,2,32,32,03 02 11 03,Accounting Diploma
04,,5204010100,ADMINISTRATIVE ASSISTANT  SPECIALIST,Dipl,2,40,32,03 02 11 03,Administrative Secretarial
04,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,AAS,4,69,64,03 02 11 03,Administrative Office Management
05,,0101020200,AGRICULTURAL BUSINESS OPERATIONS TECHNOLOGY,AAS,5,63,80,03 02 11 03,AGRICULTURE TECHNOLOGY
05,,0106070200,TURF MANAGEMENT TECHNOLOGY,AAS,5,74,80,03 02 11 03,TURF GRASS MANAGEMENT
05,,1002020200,RADIO AND TELEVISION BROADCASTING TECHNOLOGY,AAS,5,61,80,03 02 11 03,BROADCASTING
05,,1003030200,DESKTOP PUBLISHING & DIGITAL IMAGING DESIGN TECHNO,AAS,4,61,64,03 02 11 03,GRAPHICS TECHNOLOGY
05,,1003030200,DESKTOP PUBLISHING & DIGITAL IMAGING DESIGN TECHNO,DIPL1,2,31,32,03 02 11 03,GRAPHICS TECHNOLOGY
05,,1108010200,WEB PAGE/DIG./MULTIMEDIA INFO. RESR. DESIGN TECHNO,AAS,4,62,64,03 02 11 03,WEB TECHNOLOGY
05,,1108010200,WEB PAGE/DIG./MULTIMEDIA INFO. RESR. DESIGN TECHNO,DIPL1,2,32,32,03 02 11 03,WEB TECHNOLOGY
05,,1109010100,COMPUTER SYSTEMS NETWORKING & TELECOM. TECHNI.,DIPL,2,33,32,03 02 11 03,COMPUTER REPAIR
05,,1204010200,COSMETOLOGY MANAGEMENT,AAS,6,70,96,03 02 11 03,HEALTH & BEAUTY MANAGEMENT
05,,1205000200,COOKING AND RELATED CULINARY ARTS MANAGEMENT,AAS,5,67,80,03 02 11 03,CULINARY ARTS
05,,1500000200,ENGINEERING TECHNOLOGY,AAS,5,75,80,03 02 11 03,ENGINEERING & DESIGN TECHNOLOGY
05,,1500000200,ENGINEERING TECHNOLOGY,DIPL1,3,43,48,03 02 11 03,ENGINEERING & DESIGN TECHNOLOGY DIPLOMA
05,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,AAS,4,68,64,03 02 11 03,COMPUTER NETWORKING TECHNOLOGY
05,,1505030200,ENERGY MANAGEMENT AND SYSTEMS TECHNOLOGY/TECHNICIAN,AAS,4,71,64,03 02 11 03,SUSTAINABLE ENERGY TECHNOLOGY
05,,3099991200,MULTIINTERDISCIPLINARY TECHNICAL STUDIES,AAS,2,30,32,03 12 11 03,INDUSTRIAL BUSINESS DEGREE
05,,4103010200,CHEMICAL TECHNOLOGY,AAS,5,66,80,03 02 11 03,Biofuels Technology
05,,4103010200,CHEMICAL TECHNOLOGY,AAS1,5,60,80,03 02 11 03,Biotechnology
05,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,ASCO,4,64,64,03 06 11 03,CRIMINAL JUSTICE
05,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,DIPL1,2,30,32,03 06 11 03,CRIMINAL JUSTICE
05,,4302030200,FIRE SCIENCE/FIREFIGHTING TECHNOLOGY,AAS,4,68.5,64,03 02 11 03,FIRE SCIENCE
05,,4407010200,SOCIAL WORK MANAGEMENT,ASCO,4,64,64,03 06 11 03,Human Services
05,,4602010100,CARPENTRY TECHNICIAN,DIPL,3,46,48,03 02 11 03,CARPENTRY
05,,4701050200,INDUSTRIAL ELECTRONICS TECHNOLOGY,AAS,5,71,80,03 02 11 03,Electrical Technologies
05,,4701050200,INDUSTRIAL ELECTRONICS TECHNOLOGY,AAS1,5,76,80,03 02 11 03,Electrical/Mechanical Technician
05,,4701050200,INDUSTRIAL ELECTRONICS TECHNOLOGY,DIPL2,4,44,64,03 02 11 03,Electrical Technologies
05,,4701050200,INDUSTRIAL ELECTRONICS TECHNOLOGY,DIPL2,4,44,64,03 02 11 03,Electrical/Mechanical Technician
05,,4703030100,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNICIAN,DIPL,2,34,32,03 02 11 03,INDUSTRIAL MECHANICS PROGRAM
05,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,AAS,4,72,64,03 02 11 03,AUTOMOTIVE COLLISION TECHNOLOGY
05,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,DIPL1,2,35,32,03 02 11 03,AUTOMOTIVE COLLISION TECHNOLOGY DIPL1
05,,4706040200,AUTOMOTIVE TECHNOLOGY,AAS,4,73,64,03 02 11 03,AUTOMOTIVE TECHNOLOGY
05,,4706050200,DIESEL MECHANICS TECHNOLOGY,AAS,5,81,80,03 02 11 03,DIESEL TECHNOLOGY
05,,4706990200,"VEHICLE MAINTENANCE, REPAIR TECHNOLOGIES, OTHER",AAS,4,72,64,03 02 11 03,AUTOMOTIVE RESTORATION TECHNOLOGY
05,,4706990200,"VEHICLE MAINTENANCE, REPAIR TECHNOLOGIES, OTHER",AAS1,2,36,32,03 12 11 03,AUTOMOTIVE RESTORATION TECHNOLOGY1
05,,4805010200,MACHINE TOOL TECHNOLOGY,AAS,5,72,80,03 02 11 03,COMPUTER INTEGRATED FABRICATION TEHCNOLOGY
05,,4805080100,WELDING TECHNICIAN,CERT,1,9,16,03 02 11 03,WELDING TECHNOLOGY
05,,4805080100,WELDING TECHNICIAN,DIPL,2,36,32,03 02 11 03,WELDING TECHNOLOGY
05,,4901020200,AIRLINE/COMMERCIAL/PROFESSIONAL PILOT AND FLIGHT CREW,ASCO,5,63.6,80,03 06 11 03,PROFESSIONAL PILOT
05,,4901020200,AIRLINE/COMMERCIAL/PROFESSIONAL PILOT AND FLIGHT CREW,DIPL1,3,35.4,48,03 06 11 03,PROFESSIONAL PILOT
05,,5106020200,DENTAL HYGIENE,AAS,5,65,80,03 02 11 03,DENTAL HYGIENE
05,,5107010200,HEALTH CARE ADMINISTRATION,ASCO,4,63,64,03 06 11 03,HEALTH CARE ADMINISTRATION
05,,5107080100,MEDICAL TRANSCRIPTION SPECIALIST,DIPL,3,35,48,03 02 11 03,MEDICAL TRANSCRIPTION AND CODING
05,,5108010100,MEDICAL ASSISTANT,DIPL,3,43.5,48,03 02 11 03,MEDICAL ASSISTANT
05,,5108010200,MEDICAL ASSISTANT-DEGREE,AAS,4,62.5,64,03 02 11 03,MEDICAL ASSISTANT
05,,5109042000,EMERGENCY MEDICAL TECHNICIAN - BASIC,CERT,1,6.5,16,03 03 11 03,EMT-Basic
05,,5109044200,EMERGENCY MEDICAL TECHNOLOGY PARAMEDIC - DEGREE,AAS,5,62,80,03 02 11 03,PARAMEDIC SPECIALIST DEGREE
05,,5109044200,EMERGENCY MEDICAL TECHNOLOGY PARAMEDIC - DEGREE,CERT1,3,22.5,48,03 02 11 03,IOWA-PARAMEDIC
05,,5109044200,EMERGENCY MEDICAL TECHNOLOGY PARAMEDIC - DEGREE,CERT2,5,52.5,80,03 02 11 03,EMT-PARAMEDIC SPECIALIST
05,,5109110200,RADIOLOGIC TECHNOLOGY,AAS,6,75,96,03 32 11 03,RADIOLOGIC TECHNOLOGY
05,,5110040200,CLINICAL/MEDICAL LABORATORY TECHNOLOGY,AAS,6,72,96,03 32 11 03,MEDICAL LABATORY TECHNICIAN
05,,5138010200,REGISTERED NURSING/REGISTERED NURSE,AAS,6,73,96,03 02 11 03,ASSOCIATE DEGREE NURSING
05,,5139010100,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING,DIPL,3,33.5,48,03 02 11 03,PRACTICAL NURSING
05,,5139021000,NURSING ASSISTANT/AIDE AND PATIENT CARE ASSISTANT/AIDE,Cert,1,3,16,03 03 11 03,Nurse Aide
05,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,ASCO,4,62,64,03 06 11 03,BUSINESS
05,,5202030200,LOGISITICS AND MATERIALS MANAGEMENT,AAS,4,63,64,03 02 11 03,LOGISTICS AND TRANSPORTATION MANAGEMENT
05,,5203010200,ACCOUNTING MANAGEMENT,ASCO,4,62,64,03 06 11 03,ACCOUNTING ASSOCIATE
05,,5203010200,ACCOUNTING MANAGEMENT,DIPL1,2,32,32,03 06 11 03,ACCOUNTING ASSISTANT
05,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,AAS,5,65,80,03 02 11 03,ADMINISTRATIVE ASSISTANT
05,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,CERT1,2,21,32,03 02 11 03,OFFICE SUPPORT
05,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,DIPL1,2,32,32,03 02 11 03,OFFICE ASSISTANT
05,,5209010200,HOSPITALITY  MANAGEMENT,AAS,5,64,80,03 02 11 03,RESTAURANT & HOSPITALITY MANAGEMENT
06,,0100000200,AGRICULTURAL SCIENCE TECHNOLOGY,AAS,4,64,64,03 02 11 03,AGRICULTURE (AGRIBUSINESS TRACK) (EVAGM)
06,,0100000200,AGRICULTURAL SCIENCE TECHNOLOGY,AAS1,4,64,64,03 02 11 03,AGRICULTURE (FARM MANAGEMENT TRACK) (EVFOP)
06,,0100000200,AGRICULTURAL SCIENCE TECHNOLOGY,AAS2,4,64,64,03 02 11 03,AGRICULTURE (ANIMAL SCIENCE TRACK) (EVANS)
06,,0100000200,AGRICULTURAL SCIENCE TECHNOLOGY,ASCO,4,61,64,03 06 11 03,AGRICULTURE (AG SCIENCE TRANSFER TRACK) (ECPAG)
06,,0100000200,AGRICULTURAL SCIENCE TECHNOLOGY,Cert6,1,18,16,03 02 11 03,AGRICULTURE (AG SCIENCE CERTIFICATE TRACK) (EVAGA)
06,,0100000200,AGRICULTURAL SCIENCE TECHNOLOGY,Dipl4,2,36,32,03 02 11 03,AGRICULTURE (AG PRACTITIONER TRACK) (EVAGB)
06,,0100000200,AGRICULTURAL SCIENCE TECHNOLOGY,Dipl5,2,36,32,03 02 11 03,AGRICULTURE (SWINE MANAGEMENT TRACK) (EVSWC)
06,,0103011200,AGRICULTURAL PROD./SUSTAINABLE/VALUE ADDED TECHNO,AAS,4,62,64,03 02 11 03,ENTREPRENEURIAL AND DIVERSIFIED AGRICULTURE (MVSEA)
06,,0103011200,AGRICULTURAL PROD./SUSTAINABLE/VALUE ADDED TECHNO,Cert1,1,12,16,03 02 11 03,ENTREPRENEURIAL AND DIVERSIFIED AGRICULTURE CERTIFICATE (MVSAP)
06,,0103070200,EQUINE SCIENCE TECHNOLOGY,AAS,4.5,70,72,03 02 11 03,EQUINE MANAGEMENT (EVEQM)
06,,0103070200,EQUINE SCIENCE TECHNOLOGY,AAS1,4.5,70,72,03 02 11 03,EQUINE SCIENCE (EVEQS)
06,,0103070200,EQUINE SCIENCE TECHNOLOGY,Dipl2,2,35,32,03 02 11 03,EQUINE MANAGEMENT PRACTITIONER (EVEQP)
06,,0301010200,NATURAL RESOURCES/CONSERVATION TECHNOLOGY,ASCO,4,65,64,03 06 11 03,CONSERVATION TECHNOLOGY (ECCNT)
06,,1002020200,RADIO AND TELEVISION BROADCASTING TECHNOLOGY,ASCO,4,64,64,03 06 11 03,BROADCASTING MASS MEDIA STUDIES (MCBRD)
06,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,ASCO,4,64,64,03 06 11 03,COMPUTER SCIENCE
06,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Dipl1,2,33,32,03 06 11 03,COMPUTER SCIENCE PRACTITIONER
06,,1109010200,COMPUTER SYSTEMS NETWORKING & TELECOM. TECHNO.,AAS,4,68,64,03 02 11 03,COMPUTER NETWORK MANAGEMENT (MVCNM)
06,,1109010200,COMPUTER SYSTEMS NETWORKING & TELECOM. TECHNO.,Dipl1,2,36,32,03 02 11 03,COMPUTER NETWORK MANAGEMENT PRACTITIONER (MVCNP)
06,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,AAS,4,76,64,03 02 11 03,MECHANICAL DESIGN/CAD TECHNOLOGY TRACK (MVDFT)
06,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,AAS1,4,63,64,03 02 11 03,MECHANICAL DESIGN/VIRTUAL REALITY TECHNOLOGY CAREER TRACK (MVVIR)
06,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,Dipl2,2,35,32,03 02 11 03,MECHANICAL DESIGN/CAD TECHNOLOGY PRACTITIONER (MVCAD)
06,,1907090200,CHILD CARE MANAGEMENT,ASCO,4,64,64,03 06 11 03,EARLY CHILDHOOD EDUCATION (MCCHD)
06,,1907090200,CHILD CARE MANAGEMENT,Dipl1,2,35,32,03 06 11 03,EARLY CHILDHOOD EDUCATION PRACTITIONER (MVCHD)
06,,2203020200,LEGAL ASSISTANT/PARALEGAL MANAGEMENT,AAS,4,63,64,03 02 11 03,PARALEGAL (MVPAR)
06,,2612010200,BIOTECHNOLOGY,ASCO,5,66,80,03 06 11 03,BIOTECHNOLOGY (ECBIO)
06,,2612010200,BIOTECHNOLOGY,ASCO1,4.5,65,72,03 06 11 03,BIOTECHNOLOGY RENEWABLE ENERGY TECHNOLOGY (ECRET)
06,,2612010200,BIOTECHNOLOGY,Cert4,1,16,16,03 06 11 03,BIOTECHNOLOGY RENEWABLE ENERGY TECH CERTIFICATE (EVREC)
06,,2612010200,BIOTECHNOLOGY,Dipl2,3,40,48,03 06 11 03,BIOTECHNOLOGY PRACTITIONER (EVBIO)
06,,2612010200,BIOTECHNOLOGY,Dipl3,3,40,48,03 06 11 03,BIOTECHNOLOGY RENEWABLE ENERGY TECH PRACTITIONER (EVREP)
06,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,ASCO,4,66,64,03 06 11 03,CRIMINAL JUSTICE (Law Enforcement Track) (E\MCCRL)
06,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,ASCO1,4,66,64,03 06 11 03,CRIMINAL JUSTICE (Corrections Track) (E\MCCRC)
06,,4302030200,FIRE SCIENCE/FIREFIGHTING TECHNOLOGY,ASCO,4,64,64,03 06 11 03,FIRE SCIENCE (ECFSC)
06,,4600000200,CONSTRUCTION TECHNOLOGY,AAS,4,71,64,03 02 11 03,CONSTRUCTION TECHNOLOGY (E/MVCRT)
06,,4600000200,CONSTRUCTION TECHNOLOGY,AAS1,4,71,64,03 02 11 03,CONSTRUCTION TECHNOLOGY HEAVY CONSTRUCTION (MVHCT)
06,,4600000200,CONSTRUCTION TECHNOLOGY,AAS2,4,64,64,03 02 11 03,CONSTRUCTION TECHNOLOGY RETAIL (E/MVCRR)
06,,4600000200,CONSTRUCTION TECHNOLOGY,Dipl3,2.5,44,40,03 02 11 03,RESIDENTIAL PRACTITIONER (E/MVCRP)
06,,4600000200,CONSTRUCTION TECHNOLOGY,Dipl4,3,38,48,03 02 11 03,COMMERCIAL PRACTITIONER (E/MVCCP)
06,,4600000200,CONSTRUCTION TECHNOLOGY,Dipl5,3,35,48,03 02 11 03,HEAVY CONSTRUCTION PRACTITIONER (MVHCP)
06,,4703030200,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY,AAS,4,68,64,03 02 11 03,INDUSTRIAL MAINTENANCE TECHNOLOGY (Career track) (MVIMT)
06,,4703030200,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY,AAS1,4,71,64,03 02 11 03,INDUSTRIAL MAINTENANCE TECHNOLOGY (Transfer track) (MVIMT)
