U.S. Energy Information Administration,,,,,,,,,,,,
February 2014 Monthly Energy Review,,,,,,,,,,,,
,,,,,,,,,,,,
Note: Information about data precision and revisions.,,,,,,,,,,,,
,,,,,,,,,,,,
"Release Date: February 26, 2014",,,,,,,,,,,,
"Next Update: March 26, 2014",,,,,,,,,,,,
,,,,,,,,,,,,
Table 10.1 Renewable Energy Production and Consumption by Source,,,,,,,,,,,,
,,,,,,,,,,,,
Month,Biofuels Production,Total Biomass Energy Production,Total Renewable Energy Production,Hydroelectric Power Consumption,Geothermal Energy Consumption,Solar/PV Energy Consumption,Wind Energy Consumption,Wood Energy Consumption,Waste Energy Consumption,Biofuels Consumption,Total Biomass Energy Consumption,Total Renewable Energy Consumption
34060,14.208,226.859,527.156,274.886,15.99,5.596,3.826,176.447,36.205,13.434,226.086,526.383
34090,14.454,196.012,536.392,316.469,14.37,5.716,3.826,141.057,40.502,13.452,195.01,535.39
34121,13.992,197.445,505.757,287.581,14.436,5.403,0.893,142.881,40.571,13.51,196.963,505.275
34151,13.875,212.707,490.624,254.885,15.78,5.849,1.403,159.077,39.755,13.684,212.516,490.433
34182,12.088,262.322,501.295,216.292,16.007,5.909,0.765,215.249,34.984,11.273,261.507,500.48
34213,13.21,250.551,461.082,188.068,15.439,5.621,1.403,197.49,39.852,13.744,251.085,461.616
34243,14.46,257.383,468.811,187.59,15.349,5.555,2.933,203.03,39.893,14.617,257.54,468.967
34274,14.96,262.183,482.959,195.571,15.174,5.314,4.718,209.594,37.629,16.607,263.83,484.607
34304,15.97,264.559,519.959,231.625,15.621,5.349,2.805,208.767,39.822,16.778,265.367,520.767
34335,16.599,306.708,548.048,220.026,15.695,5.619,0,252.903,37.205,17.536,307.644,548.984
34366,13.272,244.594,475.809,210.85,14.267,5.062,1.036,194.065,37.257,13.875,245.198,476.413
34394,15.795,261.461,530.852,243.412,14.471,5.868,5.639,202.598,43.069,16.083,261.749,531.14
34425,13.315,236.035,515.501,254.767,14.76,5.681,4.258,183.168,39.552,13.977,236.697,516.164
34455,15.12,202.48,493.824,267.13,14.543,5.874,3.798,141.247,46.113,14.957,202.317,493.661
34486,14.26,215.744,496.481,258.029,13.144,5.767,3.798,156.533,44.95,13.657,215.14,495.878
34516,14.635,274.451,537.214,241.004,13.897,5.906,1.956,216.33,43.487,14.302,274.118,536.881
34547,15.187,251.577,483.317,209.396,15.199,5.764,1.381,193.374,43.016,15.43,251.82,483.56
34578,17.765,238.967,432.996,171.008,14.102,5.697,3.222,180.928,40.274,14.752,235.954,429.982
34608,16.114,271.599,476.36,180.671,14.475,5.933,3.683,209.489,45.995,17.616,273.101,477.862
34639,17.753,261.436,483.77,197.506,14.295,5.47,5.064,198.716,44.967,17.406,261.089,483.423
34669,18.576,262.482,513.944,229.658,14.616,5.462,1.726,194.468,49.439,18.801,262.708,514.169
34700,18.455,243.462,518.541,256.445,13.067,5.508,0.059,181.661,43.345,17.366,242.373,517.452
34731,16.773,206.657,479.864,258.244,9.702,5.02,0.241,151.839,38.045,15.809,205.693,478.9
34759,18.162,239.82,550.784,294.609,10.67,5.637,0.047,181.966,39.692,18.363,240.022,550.985
34790,17.599,267.571,536.208,253.408,9.352,5.807,0.071,202.143,47.829,17.318,267.29,535.927
34820,17.171,227.439,532.898,286.483,8.606,6.156,4.214,174.718,35.551,15.558,225.827,531.285
34851,16.388,226.934,559.191,311.683,9.317,6.117,5.14,164.965,45.581,17.411,227.957,560.214
34881,15.354,294.251,600.187,283.275,10.066,6.203,6.392,234.038,44.859,14.341,293.238,599.175
34912,14.663,301.628,581.261,251.378,16.447,6.179,5.628,240.237,46.729,12.71,299.676,579.308
34943,15.073,268.791,498.865,206.52,11.83,5.817,5.907,208.217,45.502,15.114,268.833,498.907
34973,15.905,292.175,558.568,238.738,19.182,5.826,2.646,227.438,48.833,18.294,294.565,560.957
35004,14.993,267.659,555.15,263.386,17.276,5.538,1.291,203.6,49.066,19.828,272.494,559.985
35034,17.201,262.694,586.907,301.139,16.542,5.539,0.994,199.049,46.444,17.684,263.176,587.389
35065,16.092,272.584,608.706,317.658,11.3,5.642,1.523,215.337,41.154,17.095,273.586,609.709
35096,12.825,226.038,572.734,328.772,11.418,5.35,1.156,169.485,43.729,14.424,227.637,574.333
35125,14.13,259.039,628.304,350.334,10.872,6.12,1.939,196.558,48.352,14.816,259.726,628.991
35156,12.051,205.729,555.746,329.254,12.137,6.099,2.527,149.671,44.007,12.103,205.781,555.798
35186,9.009,231.211,594.173,343.915,8.603,6.394,4.05,176.787,45.415,9.88,232.082,595.044
35217,6.717,254.182,606.651,330.103,12.207,6.274,3.885,197.279,50.186,7.258,254.723,607.192
35247,7.528,281.656,608.994,298.56,17,6.244,5.533,221.032,53.096,7.434,281.563,608.9
35278,9.052,294.581,593.844,271.592,17.542,5.838,4.291,241.559,43.97,9.132,294.661,593.924
35309,9.753,259.345,512.622,228.911,15.298,5.434,3.634,201.147,48.445,9.056,258.648,511.925
35339,14.983,310.461,568.814,233.632,16.305,5.8,2.616,241.017,54.461,13.457,308.935,567.288
35370,14.166,295.562,562.177,243.572,16.486,5.536,1.021,230.3,51.096,14.073,295.468,562.083
35400,14.977,264.912,599.408,313.353,14.191,5.686,1.265,196.854,53.08,14.061,263.996,598.492
35431,14.553,275.641,631.855,336.616,12.781,5.587,1.23,219.532,41.556,13.881,274.968,631.182
35462,13.867,226.521,564.547,321.859,9.767,5.287,1.112,169.842,42.813,14.02,226.674,564.699
35490,15.957,251.136,629.389,357.387,13.424,5.926,1.517,191.206,43.974,15.683,250.862,629.115
35521,14.195,252.01,603.485,327.586,14.657,5.923,3.309,189.865,47.949,14.063,251.878,603.353
35551,18.01,268.515,641.551,349.12,14.331,6.007,3.579,200.871,49.635,15.981,266.486,639.522
35582,13.393,231.69,606.875,351.899,11.918,6.088,5.281,172.743,45.553,12.665,230.961,606.147
35612,16.795,259.985,610.153,323.304,15.455,6.206,5.203,195.848,47.342,16.639,259.829,609.997
35643,12.415,264.422,565.991,274.788,15.283,6.082,5.416,204.296,47.711,12.495,264.502,566.071
35674,15.398,250.744,512.611,238.97,14.604,5.635,2.657,193.213,42.133,14.652,249.998,511.865
35704,17.797,305.656,581.369,252.613,14.497,5.8,2.804,239.624,48.235,18.834,306.693,582.406
35735,14.924,264.591,527.351,242.156,14.404,5.458,0.742,203.767,45.9,15.167,264.834,527.594
35765,19.012,256.998,543.053,264.16,15.576,5.588,0.73,190.185,47.802,19.549,257.536,543.59
35796,19.477,278.211,593.578,293.86,15.811,5.519,0.177,218.095,40.639,19.047,277.781,593.148
35827,14.054,212.209,535.858,305.87,12.721,4.973,0.083,158.343,39.813,14.668,212.823,536.472
35855,15.307,240.963,585.76,323.122,15.674,5.938,0.063,179.494,46.162,16.458,242.115,586.912
35886,17.467,240.612,549.812,291.715,10.788,5.82,0.876,178.06,45.084,16.07,239.214,548.414
35916,14.75,250.239,605.921,338.499,9.908,5.814,1.461,186.622,48.867,13.976,249.466,605.148
35947,16.033,186.089,537.59,329.782,11.755,5.936,4.027,128.7,41.356,15.135,185.191,536.692
35977,15.64,246.326,564.965,292.237,14.565,6.256,5.582,184.548,46.139,15.376,246.062,564.702
36008,16.269,254.237,536.322,256.055,15.558,6.172,4.299,191.758,46.21,16.221,254.189,536.274
36039,17.262,248.27,486.532,212.368,15.259,5.783,4.852,186.479,44.53,16.908,247.917,486.178
36069,17.655,267.922,486.091,192.567,16.743,5.812,3.047,202.005,48.262,18.484,268.751,486.92
36100,17.794,230.488,456.98,204.15,15.035,5.46,1.847,171.31,41.384,17.35,230.044,456.536
36130,20.766,273.362,554.93,256.829,14.633,5.568,4.539,198.747,53.849,21.342,273.938,555.506
36161,19.158,272.26,598.173,301.877,15.171,5.418,3.446,210.996,42.105,18.586,271.688,597.601
36192,15.417,220.539,534.466,293.419,12.383,4.967,3.159,162.352,42.77,15.313,220.435,534.362
36220,17.696,212.177,564.995,328.047,14.471,5.732,4.568,149.912,44.57,16.867,211.349,564.167
36251,19.152,249.92,551.413,279.566,12.382,5.728,3.818,183.534,47.234,16.77,247.537,549.031
36281,17.388,289.264,609.621,296.517,15.035,5.987,2.818,222.166,49.711,16.077,287.953,608.311
36312,14.336,236.09,571.093,312.577,13.986,5.843,2.596,173.903,47.851,15.636,237.39,572.394
36342,14.275,264.292,592.696,303.567,14.153,6.021,4.664,203.953,46.064,14.23,264.247,592.651
36373,17.11,258.854,546.156,263.077,14.417,5.899,3.909,197.764,43.98,16.624,258.368,545.67
36404,17.877,244.14,481.622,213.64,14.426,5.556,3.859,181.899,44.364,16.972,243.235,480.716
36434,19.309,228.256,456.853,203.526,14.953,5.837,4.281,164.413,44.534,19.844,228.79,457.387
36465,18.101,254.125,493.805,216.417,14.216,5.425,3.622,192.219,43.805,19.651,255.675,495.355
36495,20.99,235.215,516.566,255.344,15.328,5.523,5.155,171.056,43.17,22.398,236.623,517.974
36526,19.339,222.067,507.114,258.518,14.724,5.222,6.583,160.708,42.021,19.713,222.442,507.488
36557,18.258,246.169,501.345,229.354,13.606,5.014,7.201,185.259,42.652,17.294,245.205,500.38
36586,19.502,263.209,558.433,272.397,13.848,5.408,3.571,195.714,47.994,19.973,263.681,558.904
36617,19.985,254.609,568.305,290.623,14.367,5.339,3.367,187.07,47.555,18.611,253.235,566.932
36647,19.973,254.678,558.132,279.719,13.885,5.687,4.163,184.011,50.694,20.077,254.782,558.236
36678,17.673,227.712,508.305,256.913,13.563,5.557,4.56,167.726,42.314,16.306,226.346,506.938
36708,19.912,255.348,525.331,246.155,13.983,5.97,3.876,191.305,44.131,19.246,254.682,524.665
36739,17.661,254.942,502.818,224.228,14.003,5.806,3.84,194.632,42.649,19.402,256.683,504.559
36770,18.729,240.331,442.87,181.584,11.971,5.593,3.391,180.764,40.838,18.906,240.508,443.047
36800,20.697,270.472,468.359,175.315,12.837,5.539,4.197,206.142,43.633,21.918,271.693,469.58
36831,19.9,261.335,483.741,195.459,13.383,5.167,8.396,200.803,40.632,21.464,262.899,485.305
36861,21.518,254.788,479.033,200.852,14.194,5.285,3.914,207.582,25.688,22.801,256.071,480.316
36892,21.638,228.434,446.915,194.798,14.612,5.049,4.022,175.982,30.814,23.739,230.534,449.015
36923,19.67,202.849,405.294,180.547,12.812,4.63,4.456,155.969,27.21,20.084,203.263,405.708
36951,21.192,219.649,456.251,211.591,14.206,5.307,5.498,168.14,30.317,21.55,220.006,456.608
36982,19.537,213.628,425.215,186.128,13.162,5.222,7.075,163.973,30.118,18.71,212.8,424.387
37012,20.222,211.506,435.009,198.142,12.98,5.819,6.562,161.457,29.828,19.576,210.861,434.364
37043,20.044,213.95,453.899,214.179,13.088,5.763,6.919,163.772,30.134,16.692,210.598,450.547
37073,21.023,221.842,435.234,186.812,14.087,5.933,6.561,169.421,31.398,23.398,224.217,437.609
37104,21.283,225.897,447.131,195.436,13.97,5.863,5.964,173.357,31.258,18.938,223.552,444.786
37135,21.008,214.229,396.043,157.641,13.617,5.491,5.066,163.666,29.555,20.372,213.593,395.407
37165,22.657,227.319,410.118,157.418,13.913,5.197,6.27,174.181,30.481,25.014,229.675,412.474
37196,22.961,219.773,402.67,159.262,13.805,4.969,4.861,166.005,30.807,22.206,219.018,401.915
37226,23.218,225.088,450.586,199.905,14.208,5.024,6.362,169.916,31.954,22.369,224.239,449.738
37257,25.334,228.396,478.471,221.72,15.114,4.987,8.254,169.367,33.695,23.789,226.851,476.927
37288,20.747,198.932,429.585,205.41,13.339,4.64,7.263,148.458,29.727,21.185,199.37,430.022
37316,24.003,217.568,459.964,213.723,14.682,5.323,8.668,159.644,33.921,21.037,214.601,456.997
37347,22.916,212.852,488.407,246.661,13.292,5.181,10.421,158.336,31.601,22.43,212.366,487.921
37377,24.238,225.155,527.201,271.24,14.386,5.458,10.963,168.013,32.904,23.838,224.755,526.801
37408,22.416,215.107,532.919,287.009,13.659,5.687,11.458,159.326,33.365,21.848,214.539,532.351
37438,24.015,235.713,524.484,259.113,14.857,5.742,9.059,176.434,35.264,24.563,236.261,525.031
37469,25.418,224.4,468.957,214.487,14.5,5.634,9.936,163.556,35.426,24.98,223.963,468.519
37500,26.251,230.855,431.524,173.824,14.109,5.25,7.486,171.211,33.394,25.367,229.971,430.64
37530,29.849,243.767,445.69,174.684,14.581,5.187,7.471,180.316,33.603,29.756,243.674,445.597
37561,30.001,230.328,456.767,200.714,14.051,5.001,6.673,166.492,33.835,32.207,232.533,458.972
37591,32.931,242.334,489.96,220.434,14.594,4.916,7.683,174.133,35.27,32.335,241.737,489.364
37622,33.103,237.098,472.073,208.576,15.061,4.936,6.402,169.564,34.431,30.777,234.771,469.746
37653,28.515,212.739,438.622,200.271,13.547,4.518,7.547,153.718,30.507,31.94,216.165,442.047
37681,32.702,233.341,508.796,245.048,14.607,5.309,10.491,166.337,34.303,30.609,231.248,506.703
37712,32.421,228.569,509.638,250.685,14.062,5.258,11.064,162.813,33.334,32.641,228.788,509.857
37742,32.678,229.809,557.276,297.627,14.16,5.49,10.19,163.891,33.24,32.747,229.879,557.346
37773,32.757,228.308,548.544,289.436,14.633,5.565,10.602,162.635,32.915,31.897,227.448,547.685
37803,33.295,242.587,523.971,251.536,14.76,5.434,9.653,174.308,34.984,32.528,241.82,523.204
37834,33.655,239.983,500.935,232.592,14.674,5.43,8.256,171.772,34.556,34.506,240.834,501.786
37865,34.225,231.024,446.851,187.115,14.437,5.213,9.062,164.17,32.628,32.531,229.33,445.157
37895,35.093,236.995,452.258,186.588,14.431,5.161,9.084,169.075,32.827,35.285,237.186,452.45
37926,34.95,233.755,461.804,199.617,13.908,4.789,9.735,166.306,32.498,37.934,236.739,464.788
37956,38.654,251.223,525.868,243.449,15.164,4.845,11.187,177.447,35.123,40.348,252.917,527.562
37987,39.398,255.703,516.354,230.201,15.493,4.948,10.01,183.985,32.32,40.318,256.623,517.275
38018,37.015,236.81,475.654,209.471,14.522,4.619,10.232,168.663,31.132,38.868,238.663,477.507
38047,39.977,248.662,511.41,229.509,14.954,5.352,12.933,175.736,32.949,40.075,248.761,511.508
38078,39.233,247.381,488.875,209.214,14.075,5.236,12.969,175.957,32.191,40.392,248.54,490.034
38108,41.224,244.518,522.402,240.581,14.619,5.64,17.044,169.777,33.517,41.804,245.098,522.983
38139,39.967,244.205,531.382,252.927,14.709,5.546,13.994,171.743,32.495,42.646,246.884,534.062
38169,40.579,257.174,523.356,233.556,15.32,5.644,11.662,183.591,33.003,40.729,257.323,523.505
38200,41.94,254.583,502.039,216.265,15.116,5.551,10.524,179.526,33.116,41.882,254.525,501.981
38231,40.671,243.151,479.265,205.581,14.345,5.273,10.914,171.017,31.463,41.504,243.985,480.098
38261,42.119,253.657,473.357,188.93,15.308,5.157,10.305,179.681,31.857,43.361,254.899,474.599
38292,41.745,247.422,485.866,209.705,14.582,4.82,9.337,173.661,32.016,42.644,248.321,486.765
38322,43.444,264.34,558.609,262.527,15.104,4.899,11.739,187.914,32.983,45.142,266.039,560.308
38353,45.329,264.934,539.345,242.697,15.391,5.008,11.315,185.551,34.054,46.24,265.846,540.256
38384,41.584,247.479,490.986,216.046,13.222,4.576,9.664,175.761,30.134,41.354,247.249,490.757
38412,45.739,260.271,525.428,229.338,14.912,5.303,15.605,180.584,33.949,45.195,259.727,524.885
38443,43.36,247.145,514.673,230.561,14.648,5.345,16.973,171.578,32.208,42.754,246.54,514.067
38473,44.711,256.014,567.48,272.758,15.513,5.733,17.463,176.617,34.686,45.607,256.91,568.375
38504,45.308,252.693,559.368,267.803,15.257,5.647,17.967,173.219,34.165,47.957,255.341,562.016
38534,48.573,266.576,561.567,259.542,15.596,5.644,14.208,182.702,35.3,49.269,267.271,562.262
38565,48.828,266.342,514.443,215.635,15.407,5.68,11.379,182.796,34.718,51.461,268.975,517.076
38596,47.554,255.586,464.265,173.619,15.003,5.373,14.682,174.501,33.531,48.042,256.074,464.752
38626,50.522,261.374,476.52,180.046,15.341,5.298,14.46,178.567,32.286,51.789,262.642,477.787
38657,50.038,256.783,486.248,193.507,14.973,4.89,16.095,173.209,33.536,52.083,258.828,488.293
38687,52.548,268.813,528.866,221.389,15.438,4.949,18.276,181.612,34.653,55.087,271.352,531.405
38718,54.547,277.006,593.61,272.144,15.313,5.513,23.633,187.674,34.785,53.12,275.579,592.183
38749,51.525,247.614,531.181,245.611,13.834,5.058,19.064,164.912,31.177,49.295,245.384,528.95
38777,57.204,265.444,554.435,244.251,15.628,5.716,23.395,175.5,32.74,55.749,263.989,552.98
38808,53.338,250.732,578.437,283.244,14.216,5.728,24.517,166.537,30.858,55.218,252.613,580.318
38838,56.631,261.49,611.637,305.688,13.984,6.087,24.388,171.132,33.727,63.357,268.216,618.363
38869,59.703,262.343,598.671,295.163,14.911,5.903,20.351,170.346,32.295,69.383,272.023,608.351
38899,60.85,275.203,568.553,252.333,15.628,5.997,19.392,180.235,34.118,66.243,280.596,573.947
38930,64.284,277.474,531.526,215.524,15.902,6.208,16.418,179.396,33.794,69.962,283.152,537.204
38961,62.924,268.357,478.477,170.621,15.112,5.747,18.639,173.115,32.318,68.869,274.301,484.421
38991,65.161,275.543,490.408,169.17,15.766,5.705,24.223,177.454,32.927,72.5,282.881,497.746
39022,64.595,270.895,517.529,201.075,14.993,5.367,25.199,172.741,33.56,71.368,277.668,524.303
39052,69.546,284.087,544.139,214.21,15.913,5.412,24.517,180.279,34.262,75.868,290.409,550.461
39083,72.196,291.414,595.415,257.426,16.297,6.039,24.239,182.455,36.763,77.038,296.256,600.257
39114,66.636,262.195,490.391,183.513,14.248,5.53,24.906,162.893,32.666,69.619,265.179,493.375
39142,74.24,285.729,576.462,238.832,15.392,6.391,30.117,174.64,36.85,76.528,288.018,578.75
39173,73.149,278.96,567.527,236.135,14.824,6.26,31.349,173.47,32.341,72.402,278.213,566.78
39203,79.245,286.626,594.904,257.448,14.904,6.744,29.181,173.553,33.828,78.598,285.979,594.257
39234,79.044,282.61,556.202,225.519,15.616,6.556,25.9,170.164,33.402,81.232,284.799,558.391
39264,83.765,296.294,562.407,222.17,15.849,6.76,21.333,178.134,34.395,83.204,295.733,561.846
39295,87.027,296.189,542.508,197.092,15.891,6.655,26.681,174.785,34.377,87.25,296.411,542.73
39326,85.57,288.26,484.12,145.715,15.414,6.396,28.335,169.547,33.143,84.606,287.296,483.156
39356,90.198,300.113,502.123,146.248,15.989,6.399,33.374,174.97,34.945,93.17,303.084,505.094
39387,91.183,298.542,505.444,155.001,15.347,5.962,30.591,172.532,34.827,89.361,296.72,503.621
39417,95.425,312.755,550.51,181.289,16.003,5.965,34.497,181.632,35.698,97.412,314.742,552.497
39448,100.656,332.098,601.746,204.758,15.825,6.958,42.108,195.336,36.106,96.706,328.147,597.796
39479,96.875,301.463,545.645,185.146,14.369,6.712,37.955,169.281,35.307,96.331,300.92,545.101
39508,109.219,322.535,606.953,213.526,16.239,7.532,47.122,175.228,38.088,101.655,314.97,599.389
39539,107.46,315.098,608.977,219.093,15.79,7.506,51.49,171.485,36.154,106.637,314.275,608.154
39569,116.993,325.306,670.255,268.237,16.318,7.77,52.623,172.47,35.843,113.105,321.418,666.367
39600,111.343,314.39,676.604,287.514,16.206,7.841,50.653,167.713,35.334,109.797,312.843,675.057
39630,120.352,331.646,647.368,251.82,16.514,7.89,39.499,173.963,37.33,120.025,331.319,647.041
39661,126.429,334.806,600.456,209.193,16.454,7.835,32.167,171.954,36.423,124.662,333.039,598.689
39692,121.538,319.996,533.51,159.42,15.944,7.49,30.66,164.058,34.4,122.433,320.892,534.406
39722,125.506,331.324,554.52,152.441,16.495,7.391,46.87,169.452,36.366,127.326,333.144,556.341
39753,125.894,328.521,554.922,154.392,15.94,6.862,49.207,166.136,36.491,123.456,326.082,552.483
39783,124.985,324.318,618.4,205.569,16.339,6.981,65.193,161.91,37.422,128.26,327.593,621.675
39814,119.607,319.086,631.205,229.265,17.14,7.635,58.08,162.016,37.463,114.969,314.448,626.568
39845,110.633,295.081,548.69,173.845,15.517,7.13,57.117,150.245,34.203,102.386,286.833,540.443
39873,120.608,320.118,628.02,213.036,17.252,8.327,69.287,159.161,40.348,118.591,318.101,626.003
39904,116.511,304.221,653.154,251.513,16.341,8.291,72.787,151.103,36.607,120.464,308.174,657.107
39934,126.658,319.844,694.722,288.502,16.616,8.642,61.117,156.189,36.998,130.9,324.086,698.963
39965,127.476,322.568,687.078,285.318,16.212,8.33,54.65,157.916,37.176,129.444,324.536,689.046
39995,138.937,344.755,646.911,228.235,16.814,8.747,48.36,167.218,38.599,138.874,344.691,646.848
40026,140.699,349.479,619.389,191.105,16.773,8.7,53.333,170.534,38.246,141.05,349.83,619.74
40057,135.801,333.263,572.612,169.421,16.289,8.248,45.391,161.387,36.075,134.109,331.571,570.92
40087,144.156,347.418,630.811,192.185,16.479,8.229,66.501,165.252,38.01,144.693,347.954,631.348
40118,148.817,349.326,646.018,205.035,16.841,7.715,67.102,161.815,38.694,143.73,344.239,640.932
40148,154.282,361.724,696.174,241.363,17.912,7.772,67.403,168.174,39.268,148.375,355.818,690.267
40179,152.215,358.302,671.179,218.369,17.852,9.785,66.871,167.13,38.958,142.437,348.525,661.401
40210,142.011,331.033,609.843,200.874,15.872,9.071,52.993,153.689,35.332,136.174,325.196,604.007
40238,158.272,365.369,681.155,203.761,17.801,10.43,83.795,167.172,39.925,149.07,356.167,671.953
40269,151.879,350.788,659.819,186.307,16.99,10.471,95.262,159.726,39.183,148.539,347.449,656.479
40299,156.614,357.275,715.823,244.673,17.839,11.183,84.853,161.739,38.921,155.015,355.676,714.224
40330,152.429,354.207,752.3,291.254,17.219,11.094,78.526,163.044,38.734,154.58,356.359,754.452
40360,158.019,366.723,700.249,239.186,17.479,11.263,65.598,169.109,39.595,158.451,367.155,700.681
40391,160.281,370.363,660.794,196.283,17.706,11.214,65.227,170.473,39.609,158.718,368.8,659.231
40422,156.282,359.263,624.853,168.439,17.11,10.718,69.321,165.521,37.46,153.014,355.995,621.584
40452,163.266,368.095,645.51,172.515,16.975,10.424,77.5,165.618,39.211,160.477,365.306,642.721
40483,163.965,368.585,681.759,190.842,17.108,10.125,95.098,164.418,40.202,157.459,362.079,675.252
40513,168.462,382.29,724.859,226.037,18.027,10.122,88.383,173.047,40.781,162.864,376.692,719.261
40544,169.24,384.174,747.208,248.06,18.48,13.417,83.077,176.398,38.536,153.385,368.319,731.353
40575,151.456,344.77,710.051,234.459,16.676,12.598,101.547,157.533,35.781,144.502,337.816,703.097
40603,170.864,378.579,816.141,302.503,18.388,14.219,102.452,169.205,38.511,160.234,367.949,805.511
40634,162.898,357.738,812.973,303.084,17.258,14.204,120.689,159.157,35.683,153.703,348.543,803.777
40664,170.425,368.299,832.37,316.615,18.194,14.883,114.378,160.676,37.199,164.262,362.137,826.207
40695,168.098,373.621,824.528,312.381,17.02,14.775,106.731,167.468,38.056,167.511,373.035,823.941
40725,171.212,382.61,791.942,303.962,17.723,14.887,72.76,172.059,39.34,161.586,372.985,782.317
40756,174.155,385.848,741.815,250.319,17.777,15.257,72.613,172.246,39.447,173.655,385.349,741.316
40787,166.313,370.963,676.948,207.705,17.127,14.415,66.739,166.92,37.73,159.526,364.176,670.162
40817,175.754,381.113,708.042,192.254,17.836,14.574,102.265,165.516,39.843,166.816,372.175,699.104
40848,177.768,384.804,737.812,200.932,17.57,13.653,120.853,166.684,40.352,166.85,373.886,726.895
40878,186.076,403.777,770.352,230.58,18.261,14.203,103.532,176.384,41.317,176.283,393.984,760.559
40909,176.823,388.479,772.736,219.888,17.4,17.244,129.726,172.045,39.612,155.649,367.305,751.562
40940,163.812,362.905,694.049,193.017,16.387,16.57,105.171,161.629,37.464,152.12,351.213,682.358
40969,171.164,376.961,793.127,246.546,17.608,18.537,133.476,164.704,41.092,164.106,369.903,786.069
41000,164.156,358.426,765.508,250.215,17.084,18.843,120.941,155.862,38.408,160.159,354.429,761.511
41030,172.515,376.414,806.838,272.562,17.787,20.739,119.336,164.487,39.412,169.517,373.416,803.84
41061,165.023,367.239,773.039,253.685,17.361,20.825,113.928,164.034,38.182,164.873,367.088,772.888
41091,156.984,368.531,743.699,252.091,17.946,21.185,83.946,171.027,40.52,157.874,369.422,744.59
41122,162.152,375.077,713.372,219.192,17.786,20.727,80.59,172.435,40.491,167.517,380.442,718.737
41153,151.003,356.292,645.196,167.517,17.576,20.169,83.642,166.851,38.438,149.605,354.895,643.799
41183,153.493,362.95,678.679,157.02,18.027,20.442,120.241,167.477,41.98,158.641,368.098,683.828
41214,149.799,358.013,684.256,178.257,18.023,19.114,110.848,166.368,41.846,149.972,358.186,684.429
41244,154.918,372.024,767.215,218.713,18.608,19.656,138.215,173.608,43.497,151.845,368.95,764.142
41275,152.228,365.732,785.859,238.984,19.126,22.765,139.251,172.51,40.994,151.136,364.641,784.767
41306,139.188,330.351,697.508,195.183,17.255,22.383,132.335,154.78,36.383,140.03,331.193,698.349
41334,160.669,370.783,761.203,196.542,18.939,26.084,148.854,169.57,40.545,161.411,371.526,761.946
41365,161.621,355.782,799.903,235.596,17.874,26.078,164.573,155.478,38.683,162.794,356.954,801.075
41395,171.079,375.747,848.097,271.67,18.309,27.599,154.771,164.657,40.012,171.162,375.831,848.181
41426,168.718,374.916,812.052,259.867,18.321,27.949,130.999,165.844,40.355,169.682,375.881,813.016
41456,171.799,392.119,804.081,259.22,18.749,27.924,106.068,178.976,41.345,168.95,389.271,801.232
41487,168.45,382.167,727.84,206.608,18.52,29.255,91.291,173.738,39.978,165.717,379.434,725.108
41518,163.794,367.158,686.217,161.101,18.12,28.416,111.423,164.539,38.825,166.862,370.226,689.285
41548,178.484,387.03,730.163,164.689,18.949,28.936,130.56,167.792,40.754,179.754,388.3,731.433
41579,177.531,385.886,749.621,168.735,17.571,26.235,151.193,168.752,39.602,171.656,380.01,743.745
