U.S. Energy Information Administration,,,,,,,,,,,,,
September 2014 Monthly Energy Review,,,,,,,,,,,,,
,,,,,,,,,,,,,
Note: Information about data precision and revisions.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Release Date: September 25, 2014",,,,,,,,,,,,,
"Next Update: October 28, 2014",,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 7.2a Electricity Net Generation: Total (All Sectors),,,,,,,,,,,,,
,,,,,,,,,,,,,
Month,"Electricity Net Generation From Coal, All Sectors","Electricity Net Generation From Petroleum, All Sectors","Electricity Net Generation From Natural Gas, All Sectors","Electricity Net Generation From Other Gases, All Sectors","Electricity Net Generation From Nuclear Electric Power, All Sectors","Electricity Net Generation From Hydroelectric Pumped Storage, All Sectors","Electricity Net Generation From Conventional Hydroelectric Power, All Sectors","Electricity Net Generation From Wood, All Sectors","Electricity Net Generation From Waste, All Sectors","Electricity Net Generation From Geothermal, All Sectors","Electricity Net Generation From Solar/PV, All Sectors","Electricity Net Generation From Wind, All Sectors","Electricity Net Generation Total, All Sectors"
32540,129611.076,18425.42,22890.981,603.144,38724.747,Not Available,19105.654,2240.783,501.402,1154.869,7.414,223.489,233782.777
32568,129192.832,17303.41,27059.643,667.767,39636.347,Not Available,23232.175,2552.216,339.446,1362.218,19.086,255.996,241946.41
32599,117867.309,12002.597,29734.214,646.226,33494.851,Not Available,24705.486,2186.853,472.531,1181.97,23.655,238.112,222868.586
32629,121495.442,10318.485,31057.604,667.767,38338.755,Not Available,28780.645,1600.914,767.508,1252.563,15.56,204.252,234824.77
32660,131163.721,13070.959,32068.562,646.226,42976.005,Not Available,26557.338,1925.734,781.221,1236.567,21.626,156.368,250919.11
32690,141189.218,12541.597,38732.714,667.767,52331.024,Not Available,23262.831,2043.404,932.217,1254.023,35.589,142.075,273457.735
32721,144610.455,11402.341,38044.377,667.767,54947.688,Not Available,20713.722,2485.638,882.827,1210.107,26.226,103.095,275419.519
32752,129399.231,10456.294,33052.998,646.226,44836.739,Not Available,19412.822,2244.888,991.302,1126.904,31.453,280.158,242793.798
32782,124912.222,8578.188,32216.794,667.767,43557.735,Not Available,20599.32,2390.325,1032.148,1185.474,28.156,175.613,235669.018
32813,126816.531,11775.629,24706.458,646.226,43399.433,Not Available,21738.616,2540.017,1033.804,1130.863,24.616,122.834,234249.81
32843,149787.733,22566.107,23104.993,667.767,50783.516,Not Available,22392.148,2617.599,909.905,1218.775,10.263,64.296,274448.378
32874,135489.955,12444.435,21087.708,881.829,55119.378,-152.501,24348.865,2896.531,1085.22,1362.239,14.995,301.281,255187.021
32905,118755.094,10142.519,19175.576,796.491,49962.644,-277.354,25240.792,2927.803,1003.494,1245.569,17.994,231.216,229499.204
32933,125908.652,10993.355,25754.671,881.829,46087.114,5.78,28968.78,3055.942,1157.644,1369.912,25.492,245.229,244761.483
32964,120002.708,10959.571,27408.563,853.383,38516.014,-308.257,26550.221,2880.474,1081.022,1080.717,27.741,420.392,229769.727
32994,122507.305,10203.457,32057.582,881.829,42945.119,-159.195,28063.584,2207.304,1086.444,1276.053,46.636,350.327,241773.529
33025,135553.242,14425.485,38532.903,853.383,46332.308,-215.518,28852.262,1450.112,1139.058,1327.528,37.938,406.379,268992.258
33055,147354.522,13858.941,41904.647,881.829,53644.726,-307.056,24762.636,2461.534,1075.643,1337.508,46.636,119.111,287447.762
33086,150453.899,11765.456,44052.218,881.829,55758.133,-383.739,22145.195,3104.637,1132.033,1319.564,48.885,70.065,290655.259
33117,138427.765,8625.201,38569.286,853.383,48484.924,-451.376,18001.763,3034.345,1150.809,1240.928,31.34,91.085,258356.632
33147,133108.84,7779.071,34134.22,881.829,43395.118,-301.729,19535.947,2818.893,1175.196,1300.851,33.74,203.189,244372.25
33178,126815.6,6723.359,25708.962,853.383,45034.367,-390.788,21061.747,2555.912,1088.543,1246.553,16.345,231.216,231242.377
33208,139633.895,8539.352,24378.818,881.829,51581.833,-566.008,25334.053,3128.402,1085.273,1326.848,19.344,119.111,255769.835
33239,145371.753,9907.372,25106.65,962.749,54368.993,-378.288,26885.051,3809.142,1305.835,1390.526,19.928,62.125,269214.313
33270,120934.682,9334.698,21248.137,869.58,47862.642,-419.651,23047.568,2355.738,1169.395,1212.415,21.482,289.918,228290.131
33298,121444.782,9437.79,27347.645,962.749,49121.188,-419.459,27076.094,2241.628,1348.748,1384.412,6.077,207.084,240561.216
33329,115472.088,8577.748,29763.601,931.693,41631.054,-407.238,26926.753,1661.777,1364.804,1242.549,6.501,238.147,227798.971
33359,127048.806,11812.557,33407.037,962.749,46754.597,-315.352,29688.19,1975.049,1440.975,1270.784,62.751,362.397,254873.018
33390,135312.435,11988.419,34468.176,931.693,54208.487,-258.919,26920.98,2207.644,1353.134,1355.265,67.133,155.313,269099.254
33420,147479.919,11828.884,43183.115,962.749,60734.6,-455.155,25493.488,2168.64,1256.914,1354.493,82.396,155.313,294647.834
33451,147805.166,12747.915,43055.198,962.749,58472.648,-309.58,22760.129,3252.085,1369.549,1340.937,71.514,227.793,292158.58
33482,132462.384,9289.404,35369.412,931.693,51873.616,-316.919,19342.72,3860.625,1299.862,1257.745,60.207,207.084,256027.328
33512,128848.55,6965.612,36160.827,962.749,47652.637,-411.542,18522.003,3316.047,1170.789,1327.954,35.616,424.523,245378.242
33543,132419.963,8362.472,28083.309,931.693,46295.177,-469.947,19368.497,3111.313,1329.616,1390.1,25.157,424.523,241661.365
33573,136022.222,9498.702,24359.909,962.749,53589.448,-379.385,22962.717,3765.671,1255.126,1439.264,13.003,196.73,254088.633
33604,141152.703,11491.656,26411.959,1123.982,57848.681,-469.755,22814.731,3914.646,1595.177,1415.114,8.702,150.001,267772.67
33635,125269.566,9344.916,25994.453,1051.467,52803.662,-287.242,18953.83,2776.58,1538.734,1246.593,11.098,515.629,239514.031
33664,131359.665,9921.979,31177.692,1123.982,45835.381,-565.073,22980.103,2354.783,1467.942,1419.386,14.124,328.128,247733.163
33695,123494.618,7327.436,33543.053,1087.724,42267.583,-354.464,20568.506,2233.63,1299.825,1284.733,29.257,318.753,233405.563
33725,127361.124,5807.547,34499.098,1123.982,45627.313,-289.757,23440.876,1427.616,1597.927,1360.468,46.913,93.751,242411.928
33756,133411.196,8456.517,37363.775,1087.724,51185.047,-112.825,23686.565,2694.44,1533.779,1344.893,45.904,75.001,261076.926
33786,153081.646,9619.636,46755.043,1123.982,56048.753,-235.638,20712.381,3101.474,1592.972,1364.252,62.172,75.001,293616.745
33817,145957.289,7797.422,42503.115,1123.982,58655.626,-418.215,19189.388,3663.035,1565.239,1374.444,60.406,140.626,281927.43
33848,137074.121,7705.225,38895.517,1087.724,50919.47,-230.924,17723.811,3270.9,1531.867,1277.633,46.03,318.753,259925.035
33878,131730.799,7781.598,31459.534,1123.982,48783.96,-412.202,17430.911,3741.686,1409,1348.255,37.581,243.752,244993.925
33909,129237.137,7702.582,28444.051,1087.724,50725.542,-453.717,20505.256,3862.213,1092.432,1344.244,28.375,281.252,244161.999
33939,142076.174,7197.649,27027.084,1123.982,58075.245,-346.77,25081.646,3487.659,1591.144,1357.949,9.08,346.878,267342.791
33970,142599.134,8202.59,26869.202,1100.355,59076.169,-536.16,26047.263,3793.371,1873.13,1442.919,9.366,247.393,271020.902
34001,134109.412,7862.839,26584.348,993.869,51319.099,-447.04,21022.929,3383.151,1449.388,1402.587,17.759,49.479,248015.328
34029,140592.991,9709.406,31012.176,1100.355,46605.706,4.992,24580.356,3495.66,1834.155,1461.515,34.544,519.526,261247.551
34060,124275.274,5897.49,27688.832,1064.86,43198.624,-421.345,26664.614,2827.753,1336.579,1450.613,54.127,371.09,234695.127
34090,124777.417,5968.087,26243.496,1100.355,50366.855,-128.017,30698.321,1746.329,1545.9,1290.074,49.505,371.09,244325.583
34121,141785.177,8847.959,38158.635,1064.86,52620.167,-162.783,27896.142,1871.602,1569.395,1299.847,35.395,86.588,275359.6
34151,163018.484,12850.284,48505.411,1100.355,56502.161,-163.676,24724.493,2259.675,1506.075,1426.937,62.398,136.066,312224.835
34182,160903.125,13569.364,52149.71,1100.355,56208.868,-461.175,20980.897,3859.811,1251.73,1448.882,68.237,74.218,311450.19
34213,138219.712,11058.123,39052.619,1064.86,49988.643,-429.249,18243.103,3427.191,1531.037,1397.201,56.56,136.066,264032.481
34243,135141.229,8678.093,36535.957,1100.355,44434.321,-558.799,18196.766,3511.72,1513.457,1385.085,33.936,284.502,250552.792
34274,136474.76,8474.455,33229.803,1064.86,46862.472,-302.143,18970.892,3771.985,1412.545,1371.456,26.759,457.677,252102.138
34304,148173.517,11669.489,28896.608,1100.355,53108.129,-430.177,22468.232,3675.157,1509.641,1411.45,13.866,272.132,272164.57
34335,157610.619,16983.862,28533.496,1131.207,56846.753,-414.822,21328.632,4725.823,1273.323,1412.708,25.368,0,289768.406
34366,135521.483,11231.431,25032.403,1021.735,49821.381,-267.113,20439.134,3338.052,1345.642,1284.857,21.584,100.401,249172.29
34394,138020.41,9260.077,30118.99,1131.207,48969.479,-250.355,23595.589,3363.752,1587.222,1294.141,49.475,546.629,257998.052
34425,123992.011,8927.386,32556.27,1094.717,43192.096,-238.332,24696.325,2906.123,1422.12,1325.641,48.074,412.761,240636.581
34455,130799.282,8131.902,33045.081,1131.207,48525.043,-265.816,25894.744,1702.614,1750.198,1301.071,50.036,368.138,252744.936
34486,152297.287,11501.569,47110.441,1094.717,51751.052,-396.78,25012.481,2184.95,1711.115,1168.938,56.483,368.138,294161.782
34516,157096.865,10838.593,52819.206,1131.207,59122.618,-251.655,23362.195,3735.55,1609.624,1238.416,53.119,189.647,311256.823
34547,156436.879,7053.626,56193.01,1131.207,60104.031,-160.138,20298.207,3114.001,1584.392,1364.68,39.384,133.868,307604.584
34578,136604.499,5847.18,44592.987,1094.717,55628.189,-313.657,16576.959,2845.446,1460.812,1261.829,49.615,312.359,266262.327
34608,134182.723,5311.888,40640.265,1131.207,50702.568,-266.748,17513.638,3550.346,1743.898,1294.504,55.782,356.982,256528.49
34639,127988.517,5211.846,36335.013,1094.717,55279.658,-326.448,19145.552,3327.088,1712.006,1280.548,27.611,490.85,251868.348
34669,140143.288,5601.622,33241.522,1131.207,60496.964,-225.961,22262.277,3143.619,1928.244,1308.122,10.091,167.335,269519.769
34700,147220.464,5096.439,32759.903,1177.996,63341.706,-421.049,24868.579,2583.262,1635.275,1151.068,5.211,5.703,279773.101
34731,132900.242,8628.777,28126.101,1063.996,51858.111,77.278,25043.078,2009.659,1416.782,835.906,9.024,23.382,252307.149
34759,131429.813,3774.45,38977.298,1177.996,51879.92,216.616,28569.531,2591.337,1436.203,918.627,17.666,4.562,261342.562
34790,123075.938,4062.137,36240.672,1139.996,49320.883,32.986,24574.056,3196.259,1903.075,794.558,51.22,6.843,244735.923
34820,130418.121,5379.366,39909.814,1177.996,54386.954,80.689,27781.522,2399.732,1210.5,718.396,67.997,408.613,264288.242
34851,142845.57,5418.139,44978.658,1139.996,56380.848,-432.561,30225.224,2213.492,1780.563,791.132,81.342,498.433,286258.135
34881,163519.32,8885.625,59990.137,1177.996,62037.146,-251.165,27470.441,3967.812,1717.76,860.002,72.572,619.905,330416.095
34912,172128.181,10117.909,68167.711,1177.996,61660.819,-244.513,24377.265,4131.674,1819.666,1478.777,70.284,545.767,345780.079
34943,139910.494,5942.52,48032.565,1139.996,55689.862,-297.417,20027.112,3356.834,1776.224,1034.776,52.237,572.856,277575.357
34973,135947.424,4288.404,37641.812,1177.996,54293.47,-635.032,23151.481,3793.337,1934.325,1744.081,35.968,256.63,263978.44
35004,138514.304,4314.452,32338.559,1139.996,52708.355,-334.788,25541.661,3234.788,1970.476,1562.952,25.165,125.179,261478.399
35034,151516.596,8645.847,28894.716,1177.996,59844.049,-516.175,29202.798,3042.895,1804.121,1487.983,8.134,96.379,285553.882
35065,157323.537,9515.748,29525.285,1215.93,62941.562,-464.721,30721.282,3353.357,1359.934,968.3,12.993,147.279,296922.971
35096,142053.138,9965.328,25034.042,1137.482,55927.692,-471.342,31796.124,2290.232,1550.901,987.784,19.079,111.817,270685.247
35125,143003.407,7375.469,28082.135,1215.93,55473.88,-88.686,33881.398,2855.809,1743.517,926.931,59.209,187.533,275019.018
35156,129580.8,3869.512,29870.339,1176.706,50325.24,54.545,31842.701,1689.402,1538.821,1053.34,74.34,244.4,251612.875
35186,138974.494,4825.59,43018.939,1215.93,55636.922,-72.397,33260.65,2331.974,1586.998,707.462,85.689,391.679,282266.414
35217,150947.294,6747.343,48037.369,1176.706,57497.751,-253.105,31924.874,2950.78,1868.144,1060.028,91.281,375.705,302716.899
35247,163639.74,9166.751,56112.264,1215.93,60953.431,-182.96,28874.27,3504.264,1996.354,1519.593,71.215,535.125,327708.462
35278,167075.001,7651.769,57934.426,1215.93,61476.508,-212.965,26266.156,4048.13,1509.979,1572.002,31.907,415.001,329286.33
35309,147125.838,5869.231,45812.113,1176.706,54592.87,-405.79,22138.442,3053.269,1775.375,1359.024,10.033,351.425,283151.263
35339,147467.719,4060.685,37737.94,1215.93,50612.356,-382.11,22594.923,4033.749,2069.133,1452.37,28.289,253.026,271446.494
35370,150048.015,5192.028,29896.985,1176.706,52131.809,-507.372,23556.301,3825.691,1916.64,1473.885,19.901,98.718,269122.035
35400,157956.61,7171.771,23993.739,1215.93,57158.525,-101.175,30304.941,2863.653,1995.538,1247.965,17.269,122.36,284249.613
35431,166253.884,9791.209,25288.772,1133.889,58914.427,-507.206,32959.532,3618.223,1566.285,1115.892,11.748,120.475,300573.901
35462,139411.673,5332.069,25057.291,1024.158,50657.615,-332.491,31514.61,2516.003,1695.986,833.894,34.215,108.923,258131.029
35490,142318.611,5172.52,32199.488,1133.889,50414.084,-217.216,34993.299,2869.299,1695.149,1178.867,44.935,148.531,272258.227
35521,136166.77,4672.907,32843.806,1097.312,44882.839,-273.586,32075.407,2904.384,1927.865,1303.916,61.969,324.018,258284.482
35551,140554.952,5298.966,37630.482,1133.889,47031.786,-19.477,34183.862,3124.838,1996.774,1267.653,52.864,350.423,272913.783
35582,150747.51,8009.352,46733.965,1097.312,52094.784,-227.064,34455.979,2451.681,1800.205,1035.731,78.122,517.108,299091.561
35612,172213.043,10798.867,64503.406,1133.889,57352.132,-274.004,31656.156,2992.046,1874.612,1377.737,72.395,509.406,344516.455
35643,167540.145,9178.644,59986.774,1133.889,61083.7,-298.055,26905.678,3215.398,1894.266,1360.902,60.207,530.31,332898.63
35674,156278.769,9151.334,52415.164,1097.312,52586.11,-371.14,23398.631,2992.895,1617.949,1298.792,33.774,260.204,301056.672
35704,156902.377,8444.048,39245.731,1133.889,46981.239,-440.578,24734.468,4149.441,1922.175,1283.962,32.6,274.507,284970.629
35735,150754.835,7927.551,30220.78,1097.312,51188.914,-534.935,23710.58,3271.923,1818.689,1279.228,16.447,72.615,271120.816
35765,165873.168,8777.408,33273.011,1133.889,55456.541,-544.151,25865.094,2842.311,1899.118,1389.527,11.894,71.515,296356.097
35796,162283.624,7471.475,30395.548,1145.915,57888.88,-44.501,28818.271,3964.038,1605.391,1402.262,8.78,17.395,295260.404
35827,141543.723,6648.006,24678.192,1035.02,50998.718,125.32,29996.112,2539.567,1622.679,1113.638,6.785,8.186,260589.918
35855,149790.257,10151.173,33822.136,1145.915,53711.047,-15.434,31687.94,2924.417,1912.332,1388.853,49.888,6.139,286877.989
35886,137324.321,7970.08,32984.055,1108.95,47502.988,-439.095,28607.936,2947.403,1873.49,914.509,55.476,85.951,261229.604
35916,150679.218,11147.655,46219.588,1145.915,51496.327,-731.443,33195.914,3116.387,2062.647,823.407,37.715,143.252,299639.908
35947,163107.639,14194.732,58048.921,1108.95,55731.853,-679.183,32341.119,1618.008,1666.305,1009.301,66.85,394.967,328903.002
35977,178962.217,15914.906,69241.98,1145.915,61499.085,-670.138,28659.122,3060.514,1911.025,1280.061,81.018,547.429,361936.46
36008,178504.985,15249.038,70347.992,1145.915,60368.984,-707.132,25110.855,3254.707,1914.999,1377.533,72.837,421.571,357365.61
36039,160694.909,12322.733,59848.418,1108.95,57205.864,-273.845,20826.475,3174.13,1842.697,1352.908,51.884,475.803,318924.466
36069,149853.817,8580.562,41362.494,1145.915,57429.377,-504.304,18884.65,3530.69,2028.999,1493.723,37.516,298.784,284445.547
36100,143094.577,8653.922,31158.245,1108.95,57372.39,-531.517,20020.589,2765.586,1667.87,1330.988,20.155,181.112,267136.408
36130,157676.402,10495.893,33149.535,1145.915,62496.591,3.991,25186.678,3442.939,2339.501,1286.734,13.57,445.106,297986.181
36161,164875.549,13313.163,34285.594,1199.708,65689.472,-558.863,29520.584,3774.353,1704.427,1323.272,7.667,337.019,315813.69
36192,141731.078,10578.607,29466.572,1083.607,57489.279,-362.803,28693.468,2635.994,1806.741,1066.11,14.029,308.918,274820.273
36220,150737.71,11308.196,38338.9,1199.708,58838.125,-383.865,32079.682,2101.248,1843.395,1254.848,38.334,446.692,298144.718
36251,142214.22,9535.086,45495.049,1161.008,48529.139,-470.855,27338.714,3086.823,2015.288,1055.693,54.81,373.317,280719.013
36281,148536.568,9861.898,47927.441,1199.708,56056.776,-684.81,28996.404,4080.301,2133.331,1309.989,63.292,275.548,300098.19
36312,161781.572,10875.177,56071.577,1161.008,62300.248,-569.075,30566.934,2823.05,2050.06,1212.609,66.065,253.887,328923.833
36342,183181.866,15707.721,72957.639,1199.708,66814.583,-606.2,29685.837,3581.451,1927.65,1223.695,66.555,456.059,376538.308
36373,177326.788,13041.119,72105.133,1199.708,68142.717,-760.631,25726.288,3411.936,1810.142,1249.497,54.647,382.294,364031.383
36404,158189.209,8174.215,49681.931,1161.008,60935.054,-414.793,20891.816,3042.048,1853.409,1255.613,38.008,377.415,305515.654
36434,150773.584,6823.117,43904.53,1199.708,55343.056,-462.683,19902.821,2498.423,1841.375,1301.961,48.611,418.591,283934.839
36465,144243.552,4671.356,32654.442,1161.008,60552.304,-442.143,21163.42,3324.716,1821.917,1235.067,25.121,354.192,271095.672
36495,157495.528,4171.184,33507.317,1199.708,67563.373,-380.178,24970.062,2680.39,1764.441,1338.658,17.944,504.066,295174.237
36526,178149.861,7351.895,39166.593,1181.96,70762.352,-524.814,25342.434,2343.487,1887.412,1272.318,9.119,645.286,327993.944
36557,159302.963,4906.675,35256.903,1105.705,64178.502,-448,22483.508,3143.72,1958.593,1173.817,21.147,705.904,294169.282
36586,156885.142,4582.109,42587.995,1181.96,62736.512,-596.22,26702.928,3297.273,2232.228,1186.479,27.356,350.019,301579.821
36617,142133.022,4791.489,43788.542,1143.833,58259.145,-382.332,28489.646,3127.404,2224.222,1242.898,36.862,330.074,285577.749
36647,155531.097,8849.874,59054.183,1181.96,63975.913,-485.562,27420.747,2978.414,2388.097,1190.11,54.712,408.095,322953.681
36678,168867.552,11394.855,59138.323,1143.833,67298.55,-558.728,25185.04,2600.356,1921.682,1164.041,58.204,447.007,339053.66
36708,174535.865,10791.657,69938.168,1181.96,68971.667,-276.34,24130.435,3177.157,2009.215,1199.699,82.456,379.937,356527.917
36739,181461.803,13388.617,76542.345,1181.96,67226.15,-354.414,21980.956,3267.807,1923.675,1201.654,66.352,376.417,368669.365
36770,162057.856,11538.601,55688.29,1143.833,58266.574,-636.243,17800.568,2955.604,1836.5,1008.004,61.696,332.42,312446.647
36800,159132.19,8872.019,43498.595,1181.96,52469.741,-395.512,17186.059,3581.407,1980.497,1087.326,40.161,411.419,289451.903
36831,155601.33,7572.449,37362.342,1143.833,56471.424,-350.494,19160.795,3501.598,1824.594,1146.445,19.983,823.033,284670.275
36861,172605.915,17180.725,39015.88,1181.96,63276.41,-530.2,19689.48,3620.64,944.6,1220.367,15.327,383.652,319010.798
36892,177287.111,18111.842,42388.663,718.442,68707.077,-588.626,18852.048,3191.212,1208.647,1229.325,6.5,389.25,332493.16
36923,149735.484,10341.503,37966.927,675.659,61272.407,-706.956,17472.889,2697.151,1096.331,1073.044,12.568,431.242,282940.198
36951,155269.011,11733.006,44364.414,769.181,62140.712,-773.345,20477.189,2852.54,1189.04,1190.023,31.498,532.12,300706.544
36982,140670.654,10863.376,45842.746,697.843,56003.026,-795.915,18012.994,2821.007,1187.239,1094.991,38.759,684.695,278078.871
37012,151592.914,10389.989,50934.205,784.555,61512.445,-622.526,19175.635,2739.933,1210.741,1071.38,81.053,635.029,300491.621
37043,162615.804,11822.84,57603.154,733.198,68023.098,-773.65,20727.63,2891.025,1224.773,1087.828,91.143,669.634,327693.978
37073,179060.41,11042.027,73030.142,840.102,69166.04,-870.786,18079.119,3053.179,1285.783,1178.533,91.994,634.992,357613.7
37104,183116.073,14229.427,78409.804,847.69,68389.496,-714.613,18913.768,3178.69,1284.821,1167.238,85.299,577.206,370532.828
37135,154158.317,7342.486,60181.14,767.366,63378.451,-928.405,15256.027,2874.169,1201.462,1139.01,64.803,490.229,306928.866
37165,148930.816,6533.933,56376.441,737.007,60460.967,-615.247,15234.503,3046.466,1214.638,1161.727,20.813,606.829,294733.613
37196,144116.998,5930.721,44490.622,698.537,62341.711,-810.802,15412.929,2879.107,1191.821,1157.17,14.289,470.448,278933.942
37226,157402.35,6539.071,47540.861,769.893,67430.878,-622.574,19346.314,2975.426,1252.855,1190.232,4.036,615.657,305496.328
37257,164358.019,6690.369,48412.832,922.714,70925.863,-750.105,21794.931,3255.322,1233.474,1287.483,11.32,811.402,319941.472
37288,143048.821,5663.816,44308.43,759.66,61658.274,-586.188,20191.683,2843.961,1086.12,1132.195,23.565,713.931,281825.708
37316,151485.651,8217.375,51214.463,903.928,63040.647,-684.133,21008.813,2960.789,1251.774,1244.968,44.397,852.102,302549.007
37347,142304.594,7833.581,49146.409,889.941,58437.062,-584.772,24246.604,3196.346,1161.6,1114.735,45.858,1024.417,289848.252
37377,151406.4,8126.867,50275.238,909.565,63032.192,-538.788,26662.695,3161.186,1247.185,1215.874,57.64,1077.641,307674.569
37408,164667.696,7795.86,65631.018,1008.659,66371.896,-863.077,28212.847,3395.489,1297.599,1150.799,95.543,1126.316,341023.145
37438,183194.702,9912.994,83917.269,1071.146,70420.827,-997.855,25470.647,3440.226,1377.975,1262.246,85.537,890.455,381542.109
37469,179955.447,9736.862,84476.868,1116.718,70777.688,-934.63,21083.924,3369.114,1396.219,1227.097,74.925,976.691,374585.823
37500,165366.309,8075.35,68161.131,1053.313,64480.79,-776.518,17086.782,3312.989,1285.409,1195.081,52.608,735.829,331279.434
37530,159099.295,8115.98,54200.82,907.6,60493.052,-680.998,17171.335,3345.97,1212.841,1235.076,30.956,734.355,307059.462
37561,156053.655,6286.735,45160.874,894.161,61520.324,-666.344,19730.03,3161.171,1214.993,1189.365,28.175,655.947,296289.561
37591,172189.765,8111.606,46100.392,1025.279,68905.472,-679.52,21668.54,3222.474,1278.523,1236.391,4.307,755.194,324833.704
37622,181313.153,12642.106,50175.746,1282.895,69211.084,-802.368,20600.078,3269.296,1327.981,1257.64,13.217,632.339,341988.899
37653,156982.482,10770.465,43546.573,1131.543,60941.869,-758.887,19779.859,2904.744,1163.352,1130.352,17.83,745.375,299248.775
37681,155001.775,10222.381,46699.026,1266.782,59933.261,-777.512,24202.272,3080.075,1339.597,1212.859,50.027,1036.104,304317.263
37712,141959.981,8580.652,45195.384,1304.55,56775.591,-545.625,24758.963,3035.914,1318.288,1166.455,60.309,1092.766,285755.7
37742,150262.977,8052.721,49372.964,1309.998,62201.96,-596.848,29395.256,2928.286,1301.322,1168.695,67.962,1006.383,307544.887
37773,162284.631,10999.563,54452.95,1235.341,64180.727,-762.338,28586.3,3027.764,1289.752,1222.791,90.682,1047.145,328693.699
37803,181852.319,12200.845,76938.278,1292.085,69652.754,-745.14,24843.094,3361.135,1404.174,1227.969,62.407,953.396,374396.049
37834,185331.824,12478.21,83249.693,1284.069,69023.878,-805.987,22972.029,3309.866,1383.317,1219.447,61.992,815.429,381816.318
37865,164910.002,8663.542,59089.941,1309.402,63583.645,-769.142,18480.455,3079.381,1303.166,1203.498,55.857,895.054,323135.536
37895,159322.942,8610.223,51824.169,1291.247,60016.207,-615.06,18428.422,3138.89,1280.751,1195.451,35.436,897.161,306740.934
37926,158223.194,6479.533,45327.918,1451.497,59600.02,-695.409,19715.265,3118.975,1284.958,1151.237,14.031,961.433,297866.713
37956,176291.472,9705.402,44034.897,1440.613,68611.699,-660.749,24044.33,3274.77,1415.334,1267.837,4.251,1104.881,331680.431
37987,180657.421,15434.061,48253.372,1182.127,70806.16,-768.241,22983.306,3317.861,1262.997,1294.777,12.61,999.445,346545.627
38018,161503.092,9365.821,50319.875,1193.543,64101.949,-691.561,20913.617,3019.538,1223.129,1214.123,10.862,1021.569,314279.91
38047,154288.419,9731.843,49801.187,1291.7,63285.116,-653.318,22914.281,3124.117,1291.317,1241.004,52.929,1291.224,308812.096
38078,141470.956,9041.815,51821.988,1345.232,58620.255,-668.89,20887.975,3091.004,1291.138,1161.384,56.902,1294.857,290559.914
38108,157016.377,10235.93,62021.808,1302.442,64917.412,-688.911,24019.718,2989.193,1359.191,1207.536,81.776,1701.651,327380.264
38139,167641.906,10841.416,64685.669,1333.262,67734.073,-718.404,25252.345,3082.529,1305.824,1224.702,87.876,1397.206,345085.079
38169,181491.821,12097.792,79290.022,1284.034,71975.04,-693.449,23318.28,3416.472,1326.582,1277.531,82.103,1164.37,377331.697
38200,178181.343,11078.134,77820.688,1290.015,71068.483,-817.999,21591.967,3317.351,1328.558,1257.163,72.846,1050.719,368439.037
38231,164252.923,8677.125,67853.993,1340.976,65932.057,-769.637,20525.261,3119.416,1238.518,1188.383,60.632,1089.615,335622.198
38261,157605.095,7666.202,57228.814,1268.635,62530.352,-703.186,18862.795,3263.623,1248.387,1276.349,33.521,1028.873,312450.223
38292,157435.994,6874.438,49693.034,1215.595,58940.863,-664.846,20937.044,3074.165,1257.977,1212.013,15.342,932.203,302101.256
38322,176755.201,10100.481,51309.565,1204.868,68616.627,-649.768,26210.718,3301.615,1286.95,1256.009,7.758,1172.009,341947.963
38353,177013.907,12190.178,51337.627,1126.191,69828.239,-725.387,24272.165,3333.076,1278.347,1252.144,8.668,1131.569,343121.453
38384,155818.014,7314.51,44912.617,1076.051,60946.934,-345.608,21606.774,3055.295,1123.407,1063.014,13.082,966.482,298500.316
38412,163612.7,8351.9,51896.973,1214.487,61538.53,-496.889,22936.068,3287.717,1277.929,1204.252,38.157,1560.626,317458.276
38443,143083.239,6952.153,52016.286,1121.459,55484.01,-337.538,23058.359,3035.547,1222.542,1187.134,58.263,1697.504,289562.4
38473,153957.962,6713.918,54826.004,1191.303,62970.464,-466.254,27278.511,3100.697,1351.152,1264.308,81.153,1746.43,315062.11
38504,174866.997,10783.859,75635.493,1149.14,66144.275,-414.615,26782.99,3173.505,1329.134,1248.056,88.476,1796.924,363671.636
38534,186090.757,13033.243,96819.41,1160.882,71070.011,-624.662,25956.842,3417.445,1381.227,1272.697,72.329,1420.942,402273.846
38565,187573.754,14527.519,100786.654,1171.811,71381.55,-623.097,21565.679,3420.414,1348.025,1253.785,75.845,1138.032,404940.681
38596,171656.215,12279.15,73355.483,1145.276,66738.979,-680.144,17363.684,3258.783,1283.007,1222.659,61.108,1468.347,350217.801
38626,162436.793,10177.971,55940.881,1080.067,61235.597,-611.21,18006.36,3245.61,1205.376,1247.204,37.665,1446.19,316397.924
38657,158797.527,6867.442,49440.226,965.19,62912.709,-554.21,19352.668,3189.85,1290.21,1219.61,12.755,1609.691,306115.236
38687,177965.18,13033.172,53992.601,1062.287,71735.067,-678.175,22141.157,3338.477,1330.037,1256.88,2.793,1827.814,348101.071
38718,169236.081,6135.957,43806.921,1156.888,71911.532,-532.829,27436.656,3421.613,1388.234,1229.567,12.935,2382.633,328657.739
