Dist,aea,SchName,year,type,grade,subgroup,description,Enroll,Number Tested,Participation Rate Percentage,Number Full Academic Year Tested,Number Proficient,Percent Proficient
1967,05,East Greene Comm School District,2012,Reading,03,00,All Students        ,26,26,100,24,18,75
1967,05,East Greene Comm School District,2012,Reading,04,00,All Students        ,20,20,100,17,9,52.94117647058824
1967,05,East Greene Comm School District,2012,Reading,05,00,All Students        ,16,16,100,15,6,40
1967,05,East Greene Comm School District,2012,Reading,06,00,All Students        ,24,24,100,20,11,55.00000000000001
1967,05,East Greene Comm School District,2012,Reading,07,00,All Students        ,31,31,100,28,15,53.57142857142857
1967,05,East Greene Comm School District,2012,Reading,08,00,All Students        ,20,20,100,18,10,55.55555555555556
1967,05,East Greene Comm School District,2012,Reading,11,00,All Students        ,21,21,100,17,14,82.35294117647058
1968,07,East Marshall Comm School District,2012,Mathematics,03,00,All Students        ,55,55,100,51,42,82.35294117647058
1968,07,East Marshall Comm School District,2012,Mathematics,04,00,All Students        ,48,48,100,44,34,77.27272727272727
1968,07,East Marshall Comm School District,2012,Mathematics,05,00,All Students        ,65,65,100,60,48,80
1968,07,East Marshall Comm School District,2012,Mathematics,06,00,All Students        ,72,72,100,62,49,79.03225806451613
1968,07,East Marshall Comm School District,2012,Mathematics,07,00,All Students        ,71,71,100,62,53,85.48387096774194
1968,07,East Marshall Comm School District,2012,Mathematics,08,00,All Students        ,61,61,100,57,46,80.7017543859649
1968,07,East Marshall Comm School District,2012,Mathematics,11,00,All Students        ,73,73,100,68,52,76.47058823529412
1968,07,East Marshall Comm School District,2012,Reading,03,00,All Students        ,55,55,100,51,39,76.47058823529412
1968,07,East Marshall Comm School District,2012,Reading,04,00,All Students        ,48,48,100,44,34,77.27272727272727
1968,07,East Marshall Comm School District,2012,Reading,05,00,All Students        ,65,65,100,60,40,66.66666666666666
1968,07,East Marshall Comm School District,2012,Reading,06,00,All Students        ,72,72,100,62,43,69.35483870967742
1968,07,East Marshall Comm School District,2012,Reading,07,00,All Students        ,71,71,100,62,39,62.903225806451616
1968,07,East Marshall Comm School District,2012,Reading,08,00,All Students        ,61,61,100,57,35,61.40350877192983
1968,07,East Marshall Comm School District,2012,Reading,11,00,All Students        ,73,73,100,68,52,76.47058823529412
1970,13,East Union Comm School District,2012,Mathematics,03,00,All Students        ,37,37,100,32,22,68.75
1970,13,East Union Comm School District,2012,Mathematics,04,00,All Students        ,32,32,100,27,17,62.96296296296296
1970,13,East Union Comm School District,2012,Mathematics,05,00,All Students        ,28,28,100,23,16,69.56521739130434
1970,13,East Union Comm School District,2012,Mathematics,06,00,All Students        ,38,38,100,34,21,61.76470588235294
1970,13,East Union Comm School District,2012,Mathematics,07,00,All Students        ,43,43,100,38,32,84.21052631578947
1970,13,East Union Comm School District,2012,Mathematics,08,00,All Students        ,36,34,94.44444444444444,32,21,65.625
1970,13,East Union Comm School District,2012,Mathematics,11,00,All Students        ,37,37,100,29,17,58.620689655172406
1970,13,East Union Comm School District,2012,Reading,03,00,All Students        ,37,37,100,32,29,90.625
1970,13,East Union Comm School District,2012,Reading,04,00,All Students        ,32,32,100,27,17,62.96296296296296
1970,13,East Union Comm School District,2012,Reading,05,00,All Students        ,28,28,100,23,16,69.56521739130434
1970,13,East Union Comm School District,2012,Reading,06,00,All Students        ,38,38,100,34,21,61.76470588235294
1970,13,East Union Comm School District,2012,Reading,07,00,All Students        ,43,43,100,38,27,71.05263157894737
1970,13,East Union Comm School District,2012,Reading,08,00,All Students        ,36,34,94.44444444444444,32,18,56.25
1970,13,East Union Comm School District,2012,Reading,11,00,All Students        ,37,37,100,29,20,68.96551724137932
1972,01,Eastern Allamakee Comm School District,2012,Mathematics,03,00,All Students        ,21,21,100,20,15,75
1972,01,Eastern Allamakee Comm School District,2012,Mathematics,04,00,All Students        ,37,37,100,35,28,80
1972,01,Eastern Allamakee Comm School District,2012,Mathematics,05,00,All Students        ,31,31,100,30,21,70
1972,01,Eastern Allamakee Comm School District,2012,Mathematics,06,00,All Students        ,24,24,100,23,20,86.95652173913044
1972,01,Eastern Allamakee Comm School District,2012,Mathematics,07,00,All Students        ,38,38,100,34,32,94.11764705882352
1972,01,Eastern Allamakee Comm School District,2012,Mathematics,08,00,All Students        ,29,28,96.55172413793103,22,18,81.81818181818183
1972,01,Eastern Allamakee Comm School District,2012,Mathematics,11,00,All Students        ,35,33,94.28571428571428,30,21,70
1972,01,Eastern Allamakee Comm School District,2012,Reading,03,00,All Students        ,21,21,100,20,15,75
1972,01,Eastern Allamakee Comm School District,2012,Reading,04,00,All Students        ,37,37,100,35,24,68.57142857142857
1972,01,Eastern Allamakee Comm School District,2012,Reading,05,00,All Students        ,31,31,100,30,23,76.66666666666667
1972,01,Eastern Allamakee Comm School District,2012,Reading,06,00,All Students        ,24,24,100,23,17,73.91304347826086
1972,01,Eastern Allamakee Comm School District,2012,Reading,07,00,All Students        ,38,38,100,34,25,73.52941176470588
1972,01,Eastern Allamakee Comm School District,2012,Reading,08,00,All Students        ,29,28,96.55172413793103,22,13,59.09090909090909
1972,01,Eastern Allamakee Comm School District,2012,Reading,11,00,All Students        ,35,33,94.28571428571428,30,24,80
1975,12,River Valley Comm School District,2012,Mathematics,03,00,All Students        ,34,34,100,32,29,90.625
1975,12,River Valley Comm School District,2012,Mathematics,04,00,All Students        ,24,24,100,23,18,78.26086956521739
1975,12,River Valley Comm School District,2012,Mathematics,05,00,All Students        ,34,34,100,29,24,82.75862068965517
1975,12,River Valley Comm School District,2012,Mathematics,06,00,All Students        ,31,31,100,30,23,76.66666666666667
1975,12,River Valley Comm School District,2012,Mathematics,07,00,All Students        ,32,32,100,31,25,80.64516129032258
1975,12,River Valley Comm School District,2012,Mathematics,08,00,All Students        ,25,25,100,22,22,100
1975,12,River Valley Comm School District,2012,Mathematics,11,00,All Students        ,27,27,100,25,16,64
1975,12,River Valley Comm School District,2012,Reading,03,00,All Students        ,34,34,100,32,27,84.375
1975,12,River Valley Comm School District,2012,Reading,04,00,All Students        ,24,24,100,23,17,73.91304347826086
1975,12,River Valley Comm School District,2012,Reading,05,00,All Students        ,34,34,100,29,23,79.3103448275862
1975,12,River Valley Comm School District,2012,Reading,06,00,All Students        ,31,31,100,30,24,80
1975,12,River Valley Comm School District,2012,Reading,07,00,All Students        ,32,32,100,31,22,70.96774193548387
1975,12,River Valley Comm School District,2012,Reading,08,00,All Students        ,25,25,100,22,20,90.9090909090909
1975,12,River Valley Comm School District,2012,Reading,11,00,All Students        ,27,27,100,25,19,76
1989,01,Edgewood-Colesburg Comm School District,2012,Mathematics,03,00,All Students        ,40,40,100,38,30,78.94736842105263
1989,01,Edgewood-Colesburg Comm School District,2012,Mathematics,04,00,All Students        ,33,33,100,31,21,67.74193548387096
1989,01,Edgewood-Colesburg Comm School District,2012,Mathematics,05,00,All Students        ,40,40,100,37,30,81.08108108108108
1989,01,Edgewood-Colesburg Comm School District,2012,Mathematics,06,00,All Students        ,42,41,97.61904761904762,39,26,66.66666666666666
1989,01,Edgewood-Colesburg Comm School District,2012,Mathematics,07,00,All Students        ,39,39,100,37,23,62.16216216216216
1989,01,Edgewood-Colesburg Comm School District,2012,Mathematics,08,00,All Students        ,41,41,100,38,22,57.89473684210527
1989,01,Edgewood-Colesburg Comm School District,2012,Mathematics,11,00,All Students        ,42,42,100,41,34,82.92682926829268
1989,01,Edgewood-Colesburg Comm School District,2012,Reading,03,00,All Students        ,40,40,100,38,35,92.10526315789474
1989,01,Edgewood-Colesburg Comm School District,2012,Reading,04,00,All Students        ,33,33,100,31,22,70.96774193548387
1989,01,Edgewood-Colesburg Comm School District,2012,Reading,05,00,All Students        ,40,40,100,37,27,72.97297297297297
1989,01,Edgewood-Colesburg Comm School District,2012,Reading,06,00,All Students        ,42,41,97.61904761904762,39,28,71.7948717948718
1989,01,Edgewood-Colesburg Comm School District,2012,Reading,07,00,All Students        ,39,39,100,37,21,56.75675675675676
1989,01,Edgewood-Colesburg Comm School District,2012,Reading,08,00,All Students        ,41,41,100,38,18,47.368421052631575
1989,01,Edgewood-Colesburg Comm School District,2012,Reading,11,00,All Students        ,42,42,100,41,34,82.92682926829268
2007,07,Eldora-New Providence Comm School District,2012,Mathematics,03,00,All Students        ,50,50,100,47,37,78.72340425531915
2007,07,Eldora-New Providence Comm School District,2012,Mathematics,04,00,All Students        ,37,37,100,34,24,70.58823529411765
2007,07,Eldora-New Providence Comm School District,2012,Mathematics,05,00,All Students        ,47,47,100,39,30,76.92307692307693
2007,07,Eldora-New Providence Comm School District,2012,Mathematics,11,00,All Students        ,74,74,100,69,60,86.95652173913044
2007,07,Eldora-New Providence Comm School District,2012,Reading,03,00,All Students        ,50,50,100,47,41,87.2340425531915
2007,07,Eldora-New Providence Comm School District,2012,Reading,04,00,All Students        ,37,37,100,34,23,67.64705882352942
2007,07,Eldora-New Providence Comm School District,2012,Reading,05,00,All Students        ,47,47,100,39,20,51.28205128205128
2007,07,Eldora-New Providence Comm School District,2012,Reading,11,00,All Students        ,74,74,100,69,58,84.05797101449275
2016,13,Elk Horn-Kimballton Comm School District,2012,Mathematics,03,00,All Students        ,26,26,100,14,10,71.42857142857143
2016,13,Elk Horn-Kimballton Comm School District,2012,Mathematics,11,00,All Students        ,32,32,100,19,15,78.94736842105263
2016,13,Elk Horn-Kimballton Comm School District,2012,Reading,03,00,All Students        ,26,26,100,14,10,71.42857142857143
2016,13,Elk Horn-Kimballton Comm School District,2012,Reading,11,00,All Students        ,32,32,100,19,15,78.94736842105263
2088,05,Emmetsburg Comm School District,2012,Mathematics,03,00,All Students        ,56,55,98.21428571428571,49,36,73.46938775510205
2088,05,Emmetsburg Comm School District,2012,Mathematics,04,00,All Students        ,53,53,100,52,34,65.38461538461539
2088,05,Emmetsburg Comm School District,2012,Mathematics,05,00,All Students        ,42,42,100,40,30,75
2088,05,Emmetsburg Comm School District,2012,Mathematics,06,00,All Students        ,54,54,100,44,32,72.72727272727273
2088,05,Emmetsburg Comm School District,2012,Mathematics,07,00,All Students        ,57,57,100,52,41,78.84615384615384
2088,05,Emmetsburg Comm School District,2012,Mathematics,08,00,All Students        ,47,47,100,43,34,79.06976744186046
2088,05,Emmetsburg Comm School District,2012,Mathematics,11,00,All Students        ,55,55,100,53,45,84.90566037735849
2088,05,Emmetsburg Comm School District,2012,Reading,03,00,All Students        ,56,55,98.21428571428571,49,37,75.51020408163265
2088,05,Emmetsburg Comm School District,2012,Reading,04,00,All Students        ,53,53,100,52,36,69.23076923076923
2088,05,Emmetsburg Comm School District,2012,Reading,05,00,All Students        ,42,41,97.61904761904762,39,28,71.7948717948718
2088,05,Emmetsburg Comm School District,2012,Reading,06,00,All Students        ,54,54,100,44,29,65.9090909090909
2088,05,Emmetsburg Comm School District,2012,Reading,07,00,All Students        ,57,57,100,52,34,65.38461538461539
2088,05,Emmetsburg Comm School District,2012,Reading,08,00,All Students        ,47,47,100,43,28,65.11627906976744
2088,05,Emmetsburg Comm School District,2012,Reading,11,00,All Students        ,55,55,100,53,46,86.79245283018868
2097,10,English Valleys Comm School District,2012,Mathematics,03,00,All Students        ,22,22,100,19,16,84.21052631578947
2097,10,English Valleys Comm School District,2012,Mathematics,04,00,All Students        ,30,30,100,29,26,89.65517241379311
2097,10,English Valleys Comm School District,2012,Mathematics,05,00,All Students        ,39,39,100,37,27,72.97297297297297
2097,10,English Valleys Comm School District,2012,Mathematics,06,00,All Students        ,26,25,96.15384615384616,21,17,80.95238095238095
2097,10,English Valleys Comm School District,2012,Mathematics,07,00,All Students        ,35,35,100,35,29,82.85714285714286
2097,10,English Valleys Comm School District,2012,Mathematics,08,00,All Students        ,37,37,100,33,26,78.78787878787878
2097,10,English Valleys Comm School District,2012,Mathematics,11,00,All Students        ,35,35,100,35,29,82.85714285714286
2097,10,English Valleys Comm School District,2012,Reading,03,00,All Students        ,22,22,100,19,16,84.21052631578947
2097,10,English Valleys Comm School District,2012,Reading,04,00,All Students        ,30,30,100,29,22,75.86206896551724
2097,10,English Valleys Comm School District,2012,Reading,05,00,All Students        ,39,39,100,37,25,67.56756756756756
2097,10,English Valleys Comm School District,2012,Reading,06,00,All Students        ,26,25,96.15384615384616,21,19,90.47619047619048
2097,10,English Valleys Comm School District,2012,Reading,07,00,All Students        ,35,35,100,35,22,62.857142857142854
2097,10,English Valleys Comm School District,2012,Reading,08,00,All Students        ,37,37,100,33,23,69.6969696969697
2097,10,English Valleys Comm School District,2012,Reading,11,00,All Students        ,35,35,100,35,31,88.57142857142857
2113,13,Essex Comm School District,2012,Mathematics,03,00,All Students        ,13,13,100,12,11,91.66666666666666
2113,13,Essex Comm School District,2012,Mathematics,04,00,All Students        ,14,14,100,12,9,75
2113,13,Essex Comm School District,2012,Mathematics,05,00,All Students        ,16,16,100,16,14,87.5
2113,13,Essex Comm School District,2012,Mathematics,06,00,All Students        ,18,18,100,18,14,77.77777777777779
2113,13,Essex Comm School District,2012,Mathematics,07,00,All Students        ,26,26,100,23,21,91.30434782608695
2113,13,Essex Comm School District,2012,Mathematics,08,00,All Students        ,15,15,100,14,14,100
2113,13,Essex Comm School District,2012,Mathematics,11,00,All Students        ,19,19,100,15,13,86.66666666666667
2113,13,Essex Comm School District,2012,Reading,03,00,All Students        ,13,13,100,12,10,83.33333333333334
2113,13,Essex Comm School District,2012,Reading,04,00,All Students        ,14,14,100,12,10,83.33333333333334
2113,13,Essex Comm School District,2012,Reading,05,00,All Students        ,16,16,100,16,12,75
2113,13,Essex Comm School District,2012,Reading,06,00,All Students        ,18,18,100,18,10,55.55555555555556
2113,13,Essex Comm School District,2012,Reading,07,00,All Students        ,26,26,100,23,18,78.26086956521739
2113,13,Essex Comm School District,2012,Reading,08,00,All Students        ,15,15,100,14,12,85.71428571428571
2113,13,Essex Comm School District,2012,Reading,11,00,All Students        ,19,19,100,15,14,93.33333333333333
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Mathematics,03,00,All Students        ,101,99,98.01980198019803,89,59,66.29213483146067
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Mathematics,04,00,All Students        ,95,95,100,89,62,69.66292134831461
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Mathematics,05,00,All Students        ,86,86,100,78,62,79.48717948717949
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Mathematics,06,00,All Students        ,108,107,99.07407407407408,100,65,65
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Mathematics,07,00,All Students        ,95,95,100,86,64,74.4186046511628
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Mathematics,08,00,All Students        ,101,101,100,91,68,74.72527472527473
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Mathematics,11,00,All Students        ,102,96,94.11764705882352,78,62,79.48717948717949
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Reading,03,00,All Students        ,101,99,98.01980198019803,89,60,67.41573033707866
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Reading,04,00,All Students        ,95,94,98.94736842105263,88,64,72.72727272727273
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Reading,05,00,All Students        ,86,85,98.83720930232558,77,56,72.72727272727273
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Reading,06,00,All Students        ,108,108,100,101,64,63.366336633663366
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Reading,07,00,All Students        ,95,95,100,86,55,63.95348837209303
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Reading,08,00,All Students        ,101,101,100,91,44,48.35164835164835
2124,05,Estherville Lincoln Central Com Sch Dist,2012,Reading,11,00,All Students        ,102,96,94.11764705882352,78,62,79.48717948717949
2151,11,Exira Comm School District,2012,Mathematics,04,00,All Students        ,34,34,100,30,23,76.66666666666667
2151,11,Exira Comm School District,2012,Mathematics,05,00,All Students        ,22,22,100,8,8,100
2151,11,Exira Comm School District,2012,Mathematics,06,00,All Students        ,28,28,100,13,9,69.23076923076923
2151,11,Exira Comm School District,2012,Mathematics,07,00,All Students        ,40,40,100,17,14,82.35294117647058
2151,11,Exira Comm School District,2012,Mathematics,08,00,All Students        ,25,25,100,10,8,80
2151,11,Exira Comm School District,2012,Reading,04,00,All Students        ,34,34,100,30,20,66.66666666666666
2151,11,Exira Comm School District,2012,Reading,05,00,All Students        ,22,22,100,8,6,75
2151,11,Exira Comm School District,2012,Reading,06,00,All Students        ,28,28,100,13,4,30.76923076923077
2151,11,Exira Comm School District,2012,Reading,07,00,All Students        ,40,40,100,17,9,52.94117647058824
2151,11,Exira Comm School District,2012,Reading,08,00,All Students        ,25,25,100,10,4,40
2169,15,Fairfield Comm School District,2012,Mathematics,03,00,All Students        ,130,130,100,115,94,81.73913043478261
2169,15,Fairfield Comm School District,2012,Mathematics,04,00,All Students        ,126,126,100,114,85,74.56140350877193
2169,15,Fairfield Comm School District,2012,Mathematics,05,00,All Students        ,129,129,100,116,88,75.86206896551724
2169,15,Fairfield Comm School District,2012,Mathematics,06,00,All Students        ,110,110,100,102,76,74.50980392156863
2169,15,Fairfield Comm School District,2012,Mathematics,07,00,All Students        ,137,137,100,121,103,85.12396694214877
2169,15,Fairfield Comm School District,2012,Mathematics,08,00,All Students        ,123,123,100,111,89,80.18018018018019
2169,15,Fairfield Comm School District,2012,Mathematics,11,00,All Students        ,143,141,98.6013986013986,129,98,75.96899224806202
2169,15,Fairfield Comm School District,2012,Reading,03,00,All Students        ,130,130,100,115,93,80.8695652173913
2169,15,Fairfield Comm School District,2012,Reading,04,00,All Students        ,126,126,100,114,90,78.94736842105263
2169,15,Fairfield Comm School District,2012,Reading,05,00,All Students        ,129,129,100,116,86,74.13793103448276
2169,15,Fairfield Comm School District,2012,Reading,06,00,All Students        ,110,110,100,102,76,74.50980392156863
2169,15,Fairfield Comm School District,2012,Reading,07,00,All Students        ,137,137,100,121,90,74.3801652892562
2169,15,Fairfield Comm School District,2012,Reading,08,00,All Students        ,123,123,100,111,74,66.66666666666666
2169,15,Fairfield Comm School District,2012,Reading,11,00,All Students        ,143,141,98.6013986013986,129,102,79.06976744186046
2205,13,Farragut Comm School District,2012,Mathematics,03,00,All Students        ,14,14,100,12,4,33.33333333333333
2205,13,Farragut Comm School District,2012,Mathematics,04,00,All Students        ,14,14,100,11,3,27.27272727272727
2205,13,Farragut Comm School District,2012,Mathematics,11,00,All Students        ,36,36,100,19,12,63.1578947368421
2205,13,Farragut Comm School District,2012,Reading,03,00,All Students        ,14,14,100,12,7,58.333333333333336
2205,13,Farragut Comm School District,2012,Reading,04,00,All Students        ,14,14,100,11,6,54.54545454545454
2205,13,Farragut Comm School District,2012,Reading,11,00,All Students        ,36,36,100,19,15,78.94736842105263
2295,07,Forest City Comm School District,2012,Mathematics,03,00,All Students        ,78,77,98.71794871794873,72,64,88.88888888888889
2295,07,Forest City Comm School District,2012,Mathematics,04,00,All Students        ,87,87,100,81,67,82.71604938271605
2295,07,Forest City Comm School District,2012,Mathematics,05,00,All Students        ,84,84,100,79,69,87.34177215189874
2295,07,Forest City Comm School District,2012,Mathematics,06,00,All Students        ,93,93,100,80,66,82.5
2295,07,Forest City Comm School District,2012,Mathematics,07,00,All Students        ,93,92,98.9247311827957,86,64,74.4186046511628
2295,07,Forest City Comm School District,2012,Mathematics,08,00,All Students        ,87,86,98.85057471264368,79,68,86.07594936708861
2295,07,Forest City Comm School District,2012,Mathematics,11,00,All Students        ,84,82,97.61904761904762,74,65,87.83783783783784
2295,07,Forest City Comm School District,2012,Reading,03,00,All Students        ,78,77,98.71794871794873,72,68,94.44444444444444
2295,07,Forest City Comm School District,2012,Reading,04,00,All Students        ,87,87,100,81,68,83.9506172839506
2295,07,Forest City Comm School District,2012,Reading,05,00,All Students        ,84,84,100,79,65,82.27848101265823
2295,07,Forest City Comm School District,2012,Reading,06,00,All Students        ,93,93,100,80,58,72.5
2295,07,Forest City Comm School District,2012,Reading,07,00,All Students        ,93,92,98.9247311827957,86,60,69.76744186046511
2295,07,Forest City Comm School District,2012,Reading,08,00,All Students        ,87,86,98.85057471264368,79,70,88.60759493670885
2295,07,Forest City Comm School District,2012,Reading,11,00,All Students        ,84,82,97.61904761904762,74,60,81.08108108108108
2313,05,Fort Dodge Comm School District,2012,Mathematics,03,00,All Students        ,245,245,100,222,154,69.36936936936937
2313,05,Fort Dodge Comm School District,2012,Mathematics,04,00,All Students        ,268,268,100,244,163,66.80327868852459
2313,05,Fort Dodge Comm School District,2012,Mathematics,05,00,All Students        ,227,227,100,213,152,71.36150234741784
2313,05,Fort Dodge Comm School District,2012,Mathematics,06,00,All Students        ,260,260,100,238,169,71.00840336134453
2313,05,Fort Dodge Comm School District,2012,Mathematics,07,00,All Students        ,247,247,100,228,147,64.47368421052632
2313,05,Fort Dodge Comm School District,2012,Mathematics,08,00,All Students        ,267,266,99.625468164794,249,143,57.42971887550201
2313,05,Fort Dodge Comm School District,2012,Mathematics,11,00,All Students        ,279,277,99.2831541218638,245,168,68.57142857142857
2313,05,Fort Dodge Comm School District,2012,Reading,03,00,All Students        ,245,245,100,222,142,63.96396396396396
2313,05,Fort Dodge Comm School District,2012,Reading,04,00,All Students        ,268,268,100,244,149,61.065573770491795
2313,05,Fort Dodge Comm School District,2012,Reading,05,00,All Students        ,227,227,100,213,121,56.8075117370892
2313,05,Fort Dodge Comm School District,2012,Reading,06,00,All Students        ,260,260,100,238,102,42.857142857142854
2313,05,Fort Dodge Comm School District,2012,Reading,07,00,All Students        ,247,247,100,228,121,53.07017543859649
2313,05,Fort Dodge Comm School District,2012,Reading,08,00,All Students        ,267,266,99.625468164794,249,132,53.01204819277109
2313,05,Fort Dodge Comm School District,2012,Reading,11,00,All Students        ,279,278,99.6415770609319,245,191,77.9591836734694
2322,15,Fort Madison Comm School District,2012,Mathematics,03,00,All Students        ,150,150,100,137,114,83.21167883211679
2322,15,Fort Madison Comm School District,2012,Mathematics,04,00,All Students        ,147,147,100,132,106,80.3030303030303
2322,15,Fort Madison Comm School District,2012,Mathematics,05,00,All Students        ,139,139,100,131,92,70.22900763358778
2322,15,Fort Madison Comm School District,2012,Mathematics,06,00,All Students        ,136,135,99.26470588235294,128,86,67.1875
2322,15,Fort Madison Comm School District,2012,Mathematics,07,00,All Students        ,160,159,99.375,146,106,72.6027397260274
2322,15,Fort Madison Comm School District,2012,Mathematics,08,00,All Students        ,180,179,99.44444444444444,168,127,75.59523809523809
2322,15,Fort Madison Comm School District,2012,Mathematics,11,00,All Students        ,158,158,100,149,122,81.87919463087249
2322,15,Fort Madison Comm School District,2012,Reading,03,00,All Students        ,150,150,100,137,110,80.2919708029197
2322,15,Fort Madison Comm School District,2012,Reading,04,00,All Students        ,147,147,100,132,106,80.3030303030303
2322,15,Fort Madison Comm School District,2012,Reading,05,00,All Students        ,139,139,100,131,94,71.7557251908397
2322,15,Fort Madison Comm School District,2012,Reading,06,00,All Students        ,136,135,99.26470588235294,128,93,72.65625
2322,15,Fort Madison Comm School District,2012,Reading,07,00,All Students        ,160,159,99.375,145,109,75.17241379310344
2322,15,Fort Madison Comm School District,2012,Reading,08,00,All Students        ,180,179,99.44444444444444,168,117,69.64285714285714
2322,15,Fort Madison Comm School District,2012,Reading,11,00,All Students        ,158,158,100,149,126,84.56375838926175
2349,01,Fredericksburg Comm School District,2012,Mathematics,03,00,All Students        ,19,19,100,17,14,82.35294117647058
2349,01,Fredericksburg Comm School District,2012,Mathematics,04,00,All Students        ,18,17,94.44444444444444,17,14,82.35294117647058
2349,01,Fredericksburg Comm School District,2012,Mathematics,05,00,All Students        ,24,24,100,24,23,95.83333333333334
2349,01,Fredericksburg Comm School District,2012,Mathematics,06,00,All Students        ,44,44,100,41,32,78.04878048780488
2349,01,Fredericksburg Comm School District,2012,Mathematics,07,00,All Students        ,64,64,100,63,53,84.12698412698413
2349,01,Fredericksburg Comm School District,2012,Mathematics,08,00,All Students        ,63,63,100,57,46,80.7017543859649
2349,01,Fredericksburg Comm School District,2012,Reading,03,00,All Students        ,19,19,100,17,12,70.58823529411765
2349,01,Fredericksburg Comm School District,2012,Reading,04,00,All Students        ,18,17,94.44444444444444,17,12,70.58823529411765
2349,01,Fredericksburg Comm School District,2012,Reading,05,00,All Students        ,24,24,100,24,15,62.5
2349,01,Fredericksburg Comm School District,2012,Reading,06,00,All Students        ,44,44,100,41,25,60.97560975609756
2349,01,Fredericksburg Comm School District,2012,Reading,07,00,All Students        ,64,63,98.4375,62,47,75.80645161290323
2349,01,Fredericksburg Comm School District,2012,Reading,08,00,All Students        ,63,63,100,57,37,64.91228070175438
2367,15,Fremont Comm School District,2012,Mathematics,03,00,All Students        ,19,19,100,18,12,66.66666666666666
2367,15,Fremont Comm School District,2012,Mathematics,04,00,All Students        ,12,12,100,12,6,50
2367,15,Fremont Comm School District,2012,Mathematics,05,00,All Students        ,20,20,100,18,14,77.77777777777779
2367,15,Fremont Comm School District,2012,Mathematics,06,00,All Students        ,11,11,100,11,8,72.72727272727273
2367,15,Fremont Comm School District,2012,Reading,03,00,All Students        ,19,19,100,18,10,55.55555555555556
2367,15,Fremont Comm School District,2012,Reading,04,00,All Students        ,12,12,100,12,7,58.333333333333336
2367,15,Fremont Comm School District,2012,Reading,05,00,All Students        ,20,20,100,18,13,72.22222222222221
2367,15,Fremont Comm School District,2012,Reading,06,00,All Students        ,11,11,100,11,6,54.54545454545454
2369,13,Fremont-Mills Comm School District,2012,Mathematics,03,00,All Students        ,31,31,100,23,16,69.56521739130434
2369,13,Fremont-Mills Comm School District,2012,Mathematics,04,00,All Students        ,46,46,100,41,36,87.8048780487805
2369,13,Fremont-Mills Comm School District,2012,Mathematics,05,00,All Students        ,27,27,100,21,19,90.47619047619048
2369,13,Fremont-Mills Comm School District,2012,Mathematics,06,00,All Students        ,29,29,100,24,17,70.83333333333334
2369,13,Fremont-Mills Comm School District,2012,Mathematics,07,00,All Students        ,30,30,100,26,22,84.61538461538461
2369,13,Fremont-Mills Comm School District,2012,Mathematics,08,00,All Students        ,30,30,100,30,21,70
2369,13,Fremont-Mills Comm School District,2012,Mathematics,11,00,All Students        ,44,44,100,39,30,76.92307692307693
2369,13,Fremont-Mills Comm School District,2012,Reading,03,00,All Students        ,31,31,100,23,20,86.95652173913044
2369,13,Fremont-Mills Comm School District,2012,Reading,04,00,All Students        ,46,46,100,41,30,73.17073170731707
2369,13,Fremont-Mills Comm School District,2012,Reading,05,00,All Students        ,27,27,100,21,15,71.42857142857143
2369,13,Fremont-Mills Comm School District,2012,Reading,06,00,All Students        ,29,29,100,24,13,54.166666666666664
2369,13,Fremont-Mills Comm School District,2012,Reading,07,00,All Students        ,30,30,100,26,19,73.07692307692307
2369,13,Fremont-Mills Comm School District,2012,Reading,08,00,All Students        ,30,30,100,30,15,50
2369,13,Fremont-Mills Comm School District,2012,Reading,11,00,All Students        ,44,43,97.72727272727273,38,26,68.42105263157895
2376,12,Galva-Holstein Comm School District,2012,Mathematics,03,00,All Students        ,29,29,100,29,28,96.55172413793103
2376,12,Galva-Holstein Comm School District,2012,Mathematics,04,00,All Students        ,29,29,100,26,24,92.3076923076923
2376,12,Galva-Holstein Comm School District,2012,Mathematics,05,00,All Students        ,33,33,100,31,25,80.64516129032258
2376,12,Galva-Holstein Comm School District,2012,Mathematics,11,00,All Students        ,57,57,100,55,48,87.27272727272727
2376,12,Galva-Holstein Comm School District,2012,Reading,03,00,All Students        ,29,29,100,29,28,96.55172413793103
2376,12,Galva-Holstein Comm School District,2012,Reading,04,00,All Students        ,29,29,100,26,22,84.61538461538461
2376,12,Galva-Holstein Comm School District,2012,Reading,05,00,All Students        ,33,33,100,31,27,87.09677419354838
2376,12,Galva-Holstein Comm School District,2012,Reading,11,00,All Students        ,57,57,100,55,46,83.63636363636363
